CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_STROKE	CHINESE_VALENCE_MEAN	CHINESE_AROUSAL_MEAN	CHINESE_PERCEPTUAL_MEAN	CHINESE_FAMILIARITY_MEAN	CHINESE_IMAGEABILITY_MEAN	CHINESE_POS	LINE_IN_SOURCE
363	DWELL (LIVE, RESIDE)	居住	15	5.31	3.75	5.38	6.69697	5.04762	verb	1945
3639	AVOID	避免	23	5.12	5.06	3.75	6.470588	4.38095	verb	212
364	SMEAR	传播	21	5.38	5.62	3.38	6.5	3.95238	verb	3315
3642	COMPLAIN	抱怨	17	3	5.69	5.38	5.444444	4.85	verb	4415
3643	AGREE	同意	19	6.25	5.5	4.88		3.85	verb	57
3644	AGREEMENT	协议	11	5.44	3.88	3.69	6.4	3.68182	verb	58
3645	PERSUADE	说服	17	5.06	5.31	4	6.4	4.1	verb	2489
3646	PROVERB	谚语	20	5.69	4.81	3.94	6.259259	3.77273	noun	2714
3649	PUNISH	惩罚	21	3.88	5.62	5.25	6.636364	4.80952	verb	3989
3657	GRANARY	谷仓	11	6	4.5	3.88	4.75		noun	250
3665	TRAVEL	旅行	16	7.59	6.66		6.407407	6.45455	verb	3649
3666	WANDER	徘徊	20	4.31	4.19	4.75	5.590909	4.85	verb	4185
367	RIDE	骑	11	5	5	3.71			verb	2925
3674	ANTELOPE	羚羊	17	5.88	4.44	3.88	4.357143		noun	121
3687	DESERT	沙漠	20	4.81	4.93	5.16	6.28	6.63158	noun	922
3689	BUBBLE	泡沫	16	4.94	4.19	5.56	5.592593	6.68421	noun	1314
369	OWE	欠	4	3.31	5.31	5.33			verb	2359
3695	MOVEMENT	运动	13	6.35	5.77	5.04	6.794118	6.09091	noun	1191
3696	THROW AWAY	扔	5	4.38	5.31	4.19			verb	3608
3704	ODOR (SMELL)	气味	12	4.92	4.71	4.56	6.555556	6.18182	noun	4111
3711	TIE (NOUN)	领带	20	5.62	4.78	3.22	5.892045	6.825	noun	2212
3746	VASE	花瓶	17	5	4.06	4.31	6.392857	6.75	noun	3787
3747	SHAPE	形状	14	4.94	5.12	2.53	6.5	4.79167	noun	3119
3762	SAFE	安全	12	6.53	3.25		6.366667	3.9	adjective	4643
3765	STORING POT	罐子	26	5.25	4.25	4.25			noun	1788
3780	PET	宠物	16	6.25	5.12	6.13	6.676471	6.13043	noun	4575
3807	EYEBALL	眼球	21	5.38	4.67	4.79	5.833333		noun	1220
3809	SCREAM (PRODUCE A CRY)	尖叫	11	3.06	6.69	4.41	5.481481	5.6	verb	3044
3841	WINDMILL	风车	8	6.06	3.69	5.25	5.818182		noun	3927
3847	INTEREST (FEELING)	兴趣	21	6.31	5.12	5.56	6.461538	4.25	noun	4569
3856	ITCH OR ITCHY OR ITCHING	痒	11	3.62	4.94	6.12			adjective	1780
3881	PISTOL	手枪	12	5.31	6.62	6.07	4.444444	6.84211	noun	2535
3896	ROAR	咆哮	18	3.12	6.69	4.53	5.857143	6	verb	3990
3897	NATURE	本质	13	5.62	4.69	3.42	6.37037	2.86364	noun	1175
3902	TRUST (SOMEBODY)	信任	15	7.88	4.31	5.25	6.592593	4.4	verb	4684
3903	SYMPATHIZE	同情	17	5.62	5.69	4.19	6.071429	4.41667	verb	3496
3951	PANDA	熊猫	25	7.56	5.19	4.25	6.757576	6.9	noun	2385
3952	REFRIGERATOR	冰箱	21	5.78	4.38	6.12	6.24	6.66667	noun	2834
3953	CHARITY	慈善	25	7	4.56	3.94		4.08696	adjective	4829
3954	FRIENDSHIP	友谊	14	7.38	5.12	6.22	6.666667	3.86364	noun	4567
3955	HOSTILITY	敌意	23	3	5.88	5.06	5.52		noun	4103
3957	SYSTEM	系统	16	5.75	5.38	2.5	6.636364	4.47619	noun	3502
3958	SOCIETY	社会	13	5.69	4.88	3.75	6.481481	5.26087	noun	3249
3959	RELATIONSHIP	关系	13	5.06	4.75	4.25		3.7	noun	2852
3960	IDENTITY	身份	13	5.06	4.25	4.69	6.742857	4.45	noun	1658
3961	TEAM	团队	10	5.72	5.31	4.19	6.166667		noun	3536
3962	DISCIPLINE	纪律	15	5.19	4.69	4.47	6.333333	3.90909	noun	981
3965	TRAUMA	创伤	12	2.44	6.56	5.38	5.68	4.77273	noun	4022
3966	CONCEPT	概念	21	5.18	4.5	4.12	6.714286	3.65	noun	713
3967	CONTENT	内容	14	5.24	4.12	3.94	6.687611	4.5	noun	751
3969	RESULT	结果	17	5.35	4.75	4.59	6.666667	3.54545	noun	2902
3970	PROCESS	过程	18	5.62	4.62	3.88	6.636364	3.85714	noun	2678
3971	METHOD	方法	12	5.53	4.69	3.88	6.588235	3.43478	noun	2081
3972	EXCITED	兴奋	14	6.5	6.5	5.05	6.444444	5.78261	adjective	4500
3973	DEPRESSED	沮丧	16	3.33	5.67	5.7		5.8	adjective	4209
3975	NERVOUS	紧张	17	3.25	5.81	5.06	6.676471	3.6087	adjective	4207
3979	TADPOLE	蝌蚪	25	4.75	4.88	3.56	5.545455	6.84211	noun	3507
3986	COLLAPSE	崩溃	23	2.88	6.56	5.25	5.592593	4.6	verb	4181
3988	PLATEAU	高原	20	5.25	4.75	4.75	4.481481	5.75	noun	2555
399	PLANTAIN	香蕉	24	5.75	4.12	4.62	6.742857	6.77778	noun	234
3994	PIANO (INSTRUMENT)	钢琴	21	6.44	4.56	6.25	6.566667	6.61905	noun	2513
4	COURTYARD	院子	12	5.81	4.12	5.19	6.571429	6.05263	noun	3965
4012	TELESCOPE	望远镜	34	6	4.81	4.12	5.826087		noun	3549
4015	PIRATE	海盗	21	3.81	6.94	4.87	5.588235	5.47826	noun	4113
4016	MICROSCOPE	显微镜	38	5.31	3.75	2.94	5.208333		noun	2084
4021	DINOSAUR	恐龙	15	5.06	5.67	4.21		6.45	noun	969
4023	VIOLIN	小提琴	27	6.69	3.81	4.6	4.96		noun	3824
4025	LANTERN	灯笼	17	6	3.88	4.88	5.884615	6.78571	noun	1859
4032	KITE (TOY)	风筝	16	6.19	3.31	5.38	5.857143	6.57143	noun	1832
4033	ELEVATOR	电梯	16	5.62	4.44	4.68	6.307692	6.63158	noun	1120
4035	SWEATER	毛衣	10	5.31	4.75	5.5	6.636364	6.8	noun	3477
411	GOURD	葫芦	19	5.75	4.19	5.39	5.933333	6.55	noun	1446
420	FOREST	森林	20	6.25	3	6.94	6.678571	6.41667	noun	1333
421	RETREAT	撤退	24	4.62	5.25	4.41	6.428571	4.55	verb	2911
471	UPPER LEG (THIGH)	大腿	16	5.06	5.25	5	6		noun	3595
476	CUP	杯子	11	5.19	3.38	3.53	6.692402	6.7907	noun	842
478	LIP	嘴唇	26	5.94	4.19	5.69	6.617647	6.55	noun	1940
479	GROW	生长	9	6	5.25	5.17	6.454545	5	verb	1489
480	PLATE	盘子	14	5.06	4.38	5.31	6.296296	6.95238	noun	2554
484	CONDEMN	谴责	23	2.88	5.69	5.19	6.363636	4.66667	verb	720
485	DISAPPEAR	消失	15	4.06	5.19	4.47	6.222222	4.65217	verb	978
486	MINISTER	部长	14	5	4.81	3.06	5.28		noun	2106
487	SHY	害羞	20	5.24	5.5	4.35	6.529412	4.82609	adjective	4194
489	KIDNEY	肾	8	4.88	4.69	4.62			noun	1823
49	REFUSE	拒绝	16	4.12	5.88		6.5	4.65	verb	2837
492	THREE	三	3	4.94	4.88	2.94			numeral	3604
493	FIVE	五	4	5.06	4.62	3.5			numeral	1293
495	REVENGE	报复	16	2.94	6.83	5	6.558824	4.66667	verb	4472
496	CUCUMBER	黄瓜	16	6.12	4.5	5.5	6.928571	6.86957	noun	840
500	CRUEL	残酷	23	3.41	5.81	4.94	5.383191	3.81633	adjective	833
501	LIFT	举起	19	5.56	4.19	5.06	6.074074		verb	1922
503	FROG	青蛙	20	4.31	5.12	5.56	6.338571	6.70732	noun	1370
504	LEARN	学习	11	6.62	4.44	6.06	6.75	5.36364	verb	4870
505	PARENTS	父母	9	7.25	4.62	6.5	6.928571	6.7	noun	2403
506	MAIZE	玉米	11	5.88	4.38	5.56	6.657308	6.8	noun	782
522	WOLF	狼	10	3.88	5.69	5.38			noun	3942
53	SPIRIT	灵魂	20	6.06	5.19	4.81	6.617647	3.6087	noun	3267
530	FRECKLE	雀斑	23	3.38	5.75	5.06	5.863636		noun	1361
569	SPOIL (BECOME SPOILED)	腐烂	23	3.12	5.38	4.71	6.266667	4.90909	verb	2958
577	FOREFINGER	手指	13	5.31	4.12	5.78	6.53125	6.85714	noun	1276
578	KISS	亲吻	16	6.69	5.81	6.69	6.095238		verb	4588
582	LEND	借	10	4.94	4.56				verb	361
584	DIFFICULT	困难	17	3.94	5.69	5	6.346154	3.65	noun	4046
585	BOOT	靴子	16	6	4.94	4.88	6.09375	6.42857	noun	358
586	GARDEN	花园	14	6.75	2.88	5.28		6.70833	noun	1393
587	ANT	蚂蚁	18	5.19	4.12		6.25	6.82609	noun	120
592	PISS	撒尿	22	3.25	6.12	6.56			verb	2452
593	POTATO	土豆	10	5.62	5.06	6.81	6.333333		noun	2616
594	PIECE	片	4	5.12	4.56	2.82			classifier	3215
595	GROUNDNUT (PEANUT)	花生	12	5.88	4.44	3.62	6.153846	6.84211	noun	2444
597	PHYSICIAN	医生	12	5.88	4.5	5.58	6.740741	5.90909	noun	1009
6	EARTHQUAKE	地震	21	2.75	6.19	5.37	5.727273	6.42105	verb	1084
60	OAT	燕麦	23	6.31	3.62	3.94			noun	2270
600	STRANGE	奇怪	16	4.75	5.19	4.06	6.5	3.34783	adjective	4596
602	HIDE (CONCEAL)	隐瞒	26	4.12	5.19	5	6.148148	3.90909	verb	4475
603	COAT	大衣	9	5.94	4.5	4.38	6.321429	6.80952	noun	2344
604	GLASS	玻璃	23	5.38	4.12	5.17	6.357143	6.42857	noun	1425
606	GRASS	草	9	5.62	4.94	5.72			noun	1467
607	GRASSHOPPER	蚱蜢	25	4.75	5.06	5.11	5		noun	1468
609	HAIL	冰雹	19	4.94	5.06	5.5	5.12		noun	4049
613	HIGH TIDE	洪水	13	3.19	6.62	6.33	5.962963	6.6087	noun	1306
615	HORSE	马	4	5.38	5.44	5.89			noun	1611
616	HOSPITAL	医院	16	4.5	5.88	6.06	6.6875	6.775	noun	1614
617	ICE	冰	6	5.44	3.69	5.75			noun	1651
619	ANIMAL	动物	14	5.81	4.62	4.5	6.785714	6.3913	noun	112
620	INSECT	昆虫	14	4.62	3.81	4.62	6.708333	6.04545	noun	1727
621	IRON	铁	10	5.31	3.5	3.75			noun	1775
624	LAKE	湖泊	20	5.81	3.12	4.62	5.666667	6.68421	noun	1851
625	LAMP	灯	6	5.56	3.75	5			noun	1853
630	LIGHT (RADIATION)	光	6	6.88	3.81	6.12			noun	1924
631	LIVESTOCK	牲畜	19	4.56	4	5	6.107143	6.29167	noun	1948
632	LIZARD	蜥蜴	28	4.12	5.06	4.44	5.489362		noun	1949
635	MILK	牛奶	9	6.69	4	5.44	6.423077	6.89474	noun	2094
636	MILL	磨坊	23	5.69	3.31	2.62	4.555556	5.73684	noun	2096
639	MOUNTAIN	山	3	5.69	3.31	4.44			noun	2168
640	MUD	泥	8	3.62	3.75	4.31			noun	2176
641	MUSHROOM	蘑菇	30	5.31	3.31	3.69	6.4	6.68421	noun	2188
642	MUSIC	音乐	14	7.31	3.69	5.44	6.833333	5.90909	noun	2189
645	OCEAN	海洋	19	5.88	3.19	4.31	6.727273	6.4	noun	2285
648	PAPER	纸	7	5.31	3.12	4.31			noun	2389
65	AMBUSH	埋伏	16	4.5	6.5	4.81	5.192308	4.13793	verb	93
652	PLAIN	平原	15	5.62	3.88	5.33	5.636364	5.6	noun	2545
653	PLANT (VEGETATION)	植物	20	6.38	4	5.06	6.714286	6.22222	noun	2551
655	POISON	毒药	18	3.31	6.25	5.87	6.666667	5.38095	noun	2577
658	RAIN (PRECIPITATION)	雨	8	5.88	4.81	7.19			noun	2771
66	KNEEL	跪	13	3.69	5.81	5.31			verb	1836
660	REEF	暗礁	30	5.19	5.5	4.43			noun 	4052
661	RELIGION	宗教	19	4.76	4.88	3.56	6.148148	3.31818	noun	2857
662	BATTERY	电池	11	4.94	4.25	3.62	6.5	7	noun	264
663	BAY	港湾	24	5.88	3.81	4.83	5.574468		noun	1531
665	BEE	蜜蜂	27	5.69	5.75	3.94	6.181818	6.63158	noun	278
668	ROCK	岩石	13	5.35	3.34	3.12	6.036131	6.5	noun	2943
670	ROOT	根	10	5	4.06	3.41			noun	2955
673	SCHOOL	学校	18	6.29	5.19	5.41	6.931818	6.7561	noun	3034
675	FAECES (EXCREMENT)	粪便	21	2.69	5.75	5.58	5.833333	7	noun	1066
677	AXE	斧头	13	4.75	6	5	6.382353	6.05	noun	214
678	BEARD	胡须	18	5.44	4.75	4.31	6.366667	6.25	noun	270
680	BREAK (DESTROY OR GET DESTROYED)	打破	15	5.25	6.25	4.75	5.714286		verb	4407
681	DESTROY	破坏	17	3.75	6.31	4.79	6.8	4.75	verb	931
682	SIDE	侧面	17	4.94	4.06	4.06	6.214286	4	noun	1865
683	PERSON	人	2	5.53	4.25				noun	2470
685	DECIDE	决定	14	5.69	5.09		6.588235	3.90909	verb	884
686	EASY	容易	18	6.25	5.31	4.05	6.688095	4.075	adjective	1086
688	LUNG	肺	8	4.88	3.62	4.94			noun	1973
69	SOBER	清醒	27	6.69	3.5	5.12	6.571429	4.2381	adjective	3248
691	SEASON	季节	13	6.06	4.25	3.94	6.444444	4.18182	noun	3062
692	BRING	带来	16	5.38	4.88	3.56	5.478261		verb	403
695	GO	去	5	5.31	4	3.78			verb	1431
696	STIR	搅拌	20	5.12	5.12	3.94	5.923077	5.96296	verb	3369
699	SAD	悲哀	21	2.97	5.28	5.45	6.545455	4.57143	adjective	4004
700	CARRY	携带	22	4.88	4.25	4.12	5.84375	4.22727	verb	500
704	CLEAN	清洁	20	6.06	4.06	5.25	5.666667	6.15789	adjective	615
707	REMEMBER	记得	16	5.71	4.31	3.94	6.958333	3.78261	verb	2861
709	TEACH	教	11	5.81	5.44	3.56			verb	3532
713	STEAL	偷	11	1.69	6.5	4.44			verb	3350
714	SEED	种子	12	5.53	4.62	3.76	6.333333	6	noun	3078
715	SHOUT	呼喊	20	4.29	6.06	3.65	6.571429	5.15	verb	3151
717	SWEET	甜	11	6.25	5.25	6.56			adjective	3480
718	PAY	付款	17	4.88	5.38	4.25	6.47619		verb	2441
720	GOOD LUCK	运气	11	6.69	5.12	5.88	6.538462	3.6	noun	4519
722	ATTACK	攻击	12	4.75	6.9		6.4	4.45455	verb	4404
723	PLACE (POSITION)	地方	10	5.12	4.62	4.75	6.764706	3.91304	noun	2541
729	DAWN	黎明	23	6.75	4.19	6	5.555556	5.55	noun	874
730	SNAKE	蛇	11	3.15	6.66				noun	3102
733	EARN	赚	14	6.62	6.69	5.11			verb	1080
734	MAKE	做	11	5.56	5.06	4.68			verb	1007
735	OWL	猫头鹰	34	5.12	3.88	3.56	5.510638		noun	2360
738	THING	东西	11	5.31	5.25	3.75	6.52	3.8	noun	3405
741	DRIVE	驾驶	16	5.62	5.06	4.95	6.444444	5.54545	verb	1047
744	EGG	鸡蛋	18	5.69	4.31	5.37	6.666667	7	noun	1104
745	SHELF	架子	12	5.29	4.5	2.94	6.416667	6.71429	noun	3128
747	BICYCLE	自行车	16	6.12	4.31		6.244898		noun	296
752	STORE	商店	19	5.44	5	3.88	6.833333	6.61905	noun	3141
753	PUPIL (STUDENT)	学生	13	5.75	5.12	5	6.8125	6.66667	noun	3403
756	DEPEND	依赖	21	5.19	4.5	5.32	6.37037	4.54545	verb	4425
757	BUTTON	按钮	18	5.35	4.38	4.56	6.071429		noun	448
759	SILVER	银	11	5.94	4.88	3.53			noun	3174
767	CORPSE	尸体	10	2.06	5.94	5.53	5.909091	6.57895	noun	784
769	ROOF	屋顶	17	6.19	5.19	4.82	5.96	6.84211	noun	2950
770	EARRING	耳环	14	5.38	4.62	4.68	6.045455		noun	1082
771	HAT	帽子	15	5.65	4.5	6.11	6.748217	6.63415	noun	1541
777	FLUTE	长笛	15	6.19	4.5	5.17	5.409091		noun	1311
778	SMOKE (EXHAUST)	烟	10	4.41	4.81	3.71			noun	3230
783	VICTORY	胜利	16	7.06	6.5	5.69	6.318182	5.25	verb	3812
784	SNOW	雪	11	6.56	3.31	5.19			noun	3240
788	SOAP	肥皂	15	5.25	3.38	3.56	6.214286	6.59091	noun	3247
79	WASTE	浪费	19	2.91	5.62	4.75	6.678571	4.625	verb	4466
794	PEN	笔	10	5.44	4	7			noun	2457
795	TROUT	鳟鱼	28	5.73	5.33	3.45	3.153846		noun	3704
797	TESTICLES	睾丸	17	4.56	5.75	4.5	5.851852		noun	3574
799	WRIST	手腕	16	4.94	4.56	4.62	6.428571	6.55	noun	3960
801	RIB	肋骨	15	5.41	4.81	3	5.695652		noun	2921
805	SPINE	脊柱	19	5.62	5.67	2.88	5.62963		noun	3306
806	BLANKET	被子	13	6.38	4.12	6.47	6.692308	7	noun	2760
809	TROUSERS	裤子	15	5.56	4.06	5.06	6.750714	6.67442	noun	3703
810	LOCUST	蝗虫	21	2.94	5.06	5.31	5.708333	6.59091	noun	1957
812	SLAVE	奴隶	13	2.94	6.12	3.12	5.454545	5.45	noun	3210
814	DRESS UP	穿	9	5.44	5.12	5.12			verb	3883
815	GOVERNMENT	政府	17	5.06	4.38	4.67	6.3	5.78947	noun	1449
818	WILLOW	柳树	18	6.12	3.69	4.69	5.92	6.89474	noun	3922
819	STOMACH	胃	9	5.16	4.72	4.38			noun	3371
82	ANGER	愤怒	21	4.06	6.88	6.19	6.464286	5	adjective	3983
820	LAMB	羔羊	16	5.19	3.88	5.25	5		noun	1852
83	FORBID	禁止	17	4.75	5.69	4.69	6.642857	4.83333	verb	2690
834	BUTTOCKS	屁股	15	5.31	5.75		5.923077	6.82143	noun	173
837	BLUE	蓝色	19	6.25	3.81	5.12	6.676471	6.63636	noun	337
843	SPIDER	蜘蛛	26	3.25	6.56	5.88		7	noun	3304
846	TIGER	老虎	14	4.88	6.56	5.25	6.5	6.86364	noun	3615
849	SPRING (OF WATER)	喷泉	21	5.81	4.25	5.83	6.090909	6.73684	noun	1350
853	ALTAR	祭坛	18	5.5	4.81	4.81	4.956522		noun	87
855	SEIZE	抓住	14	5.38	5.06	4.89	5.894737		verb	1466
861	JUDGE	法官	16	5.19	4.44	5.06	5.5	6.05	noun	1802
864	PUMPKIN	南瓜	14	6.12	4.75	6.94	6.366667	6.90476	noun	2737
865	FAME	名声	13	6.41	6.06	4.59	5.96875	3.72727	noun	2880
866	WIN	赢	17	6.88	5.81	5.38			verb	3925
867	GLOVE	手套	14	5.81	4.5	5.44	6.392857	6.59091	noun	1430
873	TAX	税	12	3.94	5.25	2.44			noun	3528
874	CANDY	糖果	24	7.76	4.44	6.06	6.857143	6.82609	noun	475
879	COUGH	咳嗽	23	3.12	5.12	6.19	6.571429	6.10526	verb	790
880	REPEAT	重复	18	4.7	4.19	3.97	6.558824	5.33333	verb	2402
882	PARROT	鹦鹉	29	5.5	5.06	3.38	5.888889	6.82609	noun	2410
883	TERMITE	白蚁	14	3.12	5.5	4	4.652174		noun	3567
885	OPPOSITE	相反	13	4.65	5.06	4	6.733333	4.2	adjective	2308
887	BITTER	苦	8	4.12	5.62	6			adjective	314
889	FLAME	火焰	16	5.59	6.19	5.74	6.321429	6.57143	noun	325
890	MULE	骡子	17	5.19	4.19	3.07	4.347826		noun	2180
892	TIME	时间	14	5.19	5.25	4	6.464286	3.5	noun	3618
897	SWALLOW	吞	7	4.19	4.94	5.5			verb	3473
898	TRADE	贸易	17	5.75	5.12	3.75	5.259259	3.45455	noun	3657
899	PRESIDENT	总统	18	5.44	5	4.2		6.26316	noun	2647
90	INNOCENT	无辜	16	4.19	4.75	4.81	6.222527	3.80952	adjective	3999
900	TRAIN	火车	8	5.69	5.5	5.81	6.588235	6.45455	noun	3661
906	TREE	树	9	6.12	3.94	5.25			noun	3685
908	DRUM	鼓	13	5.31	5	4.21			noun	1055
909	GARBAGE	垃圾	14	3.56	4.88	5.5	6.785714	6.04545	noun	1392
910	DEATH	死亡	9	1.81	5.25	5.79	6.318182	5.3	verb	880
913	CROW	乌鸦	13	4	4.5	4.06	6.290741	6.85714	noun	829
920	GRAPE	葡萄	23	6.06	4.94	5.65	6.2	6.7619	noun	1464
922	PEAR	梨	11	5.56	4.69	6			noun	2445
924	VEGETABLES	蔬菜	26	6.44	4.12	5.75	6.423077	6.73684	noun	3789
926	RICE	大米	9	6	4	4.24	6.464286		noun	2922
928	EMBRACE	拥抱	16	7.31	5.66	6.89	6.558824	6.75	verb	4583
933	WALL (OF HOUSE)	墙	14	5	4.56	4.31			noun	3854
937	BIRD	鸟	5	5.62	4.81	4.19			noun	306
939	HORN (INSTRUMENT)	喇叭	17	5.12	5.06	4.61	6.178571	6.61905	noun	1609
943	WATERFALL	瀑布	23	6.75	5.19	6.38	6.428571	6.61111	noun	3877
945	SPEAR	矛	5	5.06	5.75	3			noun	3291
946	BLOOD	血	6	4.12	6.81	5.75			noun	333
948	WATER	水	4	6.44	4.19	6.12			noun	3875
952	WEATHER	天气	8	5.62	4.75	5.69	6.653846	5.1	noun	3884
956	FLEE	逃跑	21	3.44	5.88	4.32	6.428571	5.52381	verb	4432
958	WILD ANIMAL	野兽	22	4.5	6.38		6	6.66667	noun	271
96	CRAWL	爬行	14	4.71	4.62	4.56	5.814815	6.19048	verb	4418
960	WIND	风	4	5.94	3.94	5.69			noun	3926
963	BOOK	书	4	6.56	4.31	5.44			noun	353
965	WORLD	世界	14	6.06	5.38	5	6.705882	5.08696	noun	3954
967	YEAST	酵母	19	5.38	4.88	4.5			noun	3968
969	CIGARETTE	香烟	19	3.24	4.81	5.88	6.259259	6.81818	noun	593
973	NOODLE	面条	16	5.38	4.25	4.56	6.857143	7	noun	2243
974	TOBACCO	烟草	19	3.06	5.25	5.88	5.347826		noun	3626
975	SPINACH	菠菜	22	5.56	4.38	4.88	6.416667		noun	3305
979	FARMER	农民	11	5.27	3.56	4.67	6.685714	6.65	noun	1241
98	ALL	全部	16	5.19	4.94	3.38	6.555556	5.34783	noun	3646
980	HEEL	脚后跟	30	4.81	4.44	5.33			noun	1559
985	VINEGAR	醋	15	4.94	5.25	6.25			noun	3821
986	TOMATO	番茄	20	6.19	4.88	5.5	6.444444	6.90476	noun	3630
989	CLEAR	清楚	24	6.59	3.88	4.12	6.481481	3.77273	adjective	616
99	HUNCHBACK	驼背	17	3.19	4.5	4.5	5.64		noun	1636
992	CLIFF	悬崖	22	4.35	6.62	5.31	4.703704	6.31579	noun	621
996	DEAF	聋	11	1.94	5.13	4.68			adjective	879
