CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	VALENCE_LANGUAGE_CLICS3_WKB	AROUSAL_LANGUAGE_CLICS3_WKB	DOMINANCE_LANGUAGE_CLICS3_WKB	VALENCE_LANGUAGE_FAMILY_CLICS3_WKB	AROUSAL_LANGUAGE_FAMILY_CLICS3_WKB	DOMINANCE_LANGUAGE_FAMILY_CLICS3_WKB	VALENCE_MEAN_CLICS3_WKB	AROUSAL_MEAN_CLICS3_WKB	DOMINANCE_MEAN_CLICS3_WKB	LINE_IN_SOURCE
1041	INCREASE	increase	6.06813248844394	3.27294941423454	5.73541495420286	5.92028572440522	3.7406607301103	5.82627541786777	5.95453679835373	3.49733014601147	5.63827181479019	1147
1042	CARPENTER	carpenter	5.93	3.65666666666667	5.43	5.925	3.96	5.585	5.925	3.96	5.585	610
1043	BRAID	braid	5.41006043600259	3.48357273904597	6.10373677962443	5.41070463320463	3.48691441441441	6.15493886743887	5.4125	3.715	6.2125	559
1046	SHUT	shut	5.34890909090909	3.74963636363636	5.62618181818182	5.18266666666667	3.829	5.57933333333333	4.29	4.13666666666667	5.24666666666667	117
1047	PURSUE	pursue	4.87432835820896	4.01134328358209	4.98582089552239	4.79375	4.0515625	4.9825	5.05333333333333	4.35	5.26	749
1048	LINE	line	4.62832593532023	4.43519340519975	4.89982244768548	4.85175925925926	4.30450176366843	5.12616402116402	4.88933333333333	4.18533333333333	5.19933333333333	148
1049	MOLAR TOOTH	molar tooth	5.06	3.52	4.89	5.06	3.52	4.89	5.06	3.52	4.89	1490
1052	LIGHT (WEIGHT)	light (weight)	7.08494258164458	3.84739845603652	6.54205453517541	6.34585413143715	3.89273715462614	6.03158574209279	6.02040897060655	3.8674867636026	5.79548875864311	762
1058	STEPDAUGHTER	stepdaughter	5.34081715142244	3.83971378220526	4.7707463977733	5.67203177406419	3.98689864672451	4.89321140335068	6.22972578027534	4.26127728047296	5.10044709093801	996
1059	STEPSON	stepson	5.71473155485928	3.69255070457431	5.00317022515007	5.91909290233937	3.82923601094489	5.10936828728794	6.15471309544928	4.01898531582965	5.28034744146572	365
1062	LAW	law	4.5796	4.246	5.3644	4.631875	4.253125	5.561875	4.4125	4.3375	5.5625	389
1063	NEPHEW	nephew	6.49650890518913	3.93154944156245	5.32434603268789	6.50737413171929	4.02618357465593	5.27512094325001	6.43640177212409	4.12976022489527	5.20402449257736	356
1065	SPIDER WEB	spider web	4.23461538461538	5.54076923076923	4.41692307692308	4.5	5.13	4.62	4.5	5.13	4.62	1481
1066	CRIME	crime	2.76125	4.8525	3.78	2.76125	4.8525	3.78	2.505	5.13	3.7	1292
1067	JUDGMENT	judgment	3.62076086956522	4.48601902173913	4.43495923913043	3.55597647058824	4.52562352941176	4.47209411764706	3.628125	4.413125	4.3875	390
1068	COURT	court	4.61	3.982	5.256	4.6	3.91	5.185	4.6	3.91	5.185	1349
1069	GLUE	glue	4.44520192307692	3.59634615384615	4.83530769230769	4.52857142857143	3.60357142857143	4.81285714285714	4.581875	3.586875	4.8175	857
107	OMEN	omen	2.53142857142857	4.83428571428571	3.34714285714286	2.75299999989152	4.70699999981453	3.44299999986434	3.03499997738749	4.54499996613711	3.56499997343868	1595
1070	BUS	bus	6.63	4.04	6.41	6.63	4.04	6.41	6.63	4.04	6.41	1562
1071	HOOK	hook	3.92460475934745	4.0249954478372	5.09428562546195	3.89772105888793	4.02605657808447	4.88726059689289	3.9947619047619	3.97630952380952	4.73821428571429	145
1072	PRISONER	prisoner	1.99571428571429	4.83535714285714	3.10821428571429	2.01384615384615	4.74923076923077	2.96769230769231	2	4.815	3.075	383
1074	FISHHOOK	fishhook	3.93152176468884	4.04295203027479	5.40355088082796	3.90321044240533	4.06040653646697	5.23813870067533	3.83857142857143	4.12285714285714	4.81428571428571	934
1077	WHEAT	wheat	5.381875	2.75125	5.465	5.33615384615385	3.03538461538462	5.50538461538462	5.41	3	5.45333333333333	583
1079	FEEL	feel	6.59163265306122	4.01401360544218	6.10877551020408	6.50011627906977	4.16697674418605	6.13313953488372	6.37076923076923	4.08615384615385	5.96384615384615	216
108	RUDDER	rudder	5.336875	3.898125	5.608125	5.27777777777778	3.52555555555556	5.85222222222222	5.265	3.445	5.905	952
1081	BILL	bill	4.2735	3.8455	4.519	4.22	3.90470588235294	4.49	4.26	3.87666666666667	4.49666666666667	93
1084	CALL	call	5.48127297794118	5.04540134803922	6.09381165747549	5.44325322812052	4.86136657101865	6.00511119081779	5.54457142857143	4.40971428571429	6.002	319
1085	FOLLOW	follow	5.2512676056338	4.46263174552936	5.77719496755816	5.34422711864407	4.40833220338983	5.74118983050847	5.58261904761905	4.27535714285714	5.6297619047619	56
1087	CONCEIVE	conceive	6.82502241056122	4.8427129401087	5.09711215635145	6.64627189830423	4.72692013972858	5.28301154950159	6.60920134030385	4.30677009421919	5.78570230318486	990
109	FOREIGN	foreign	5.41	3.48	6	5.41	3.48	6	5.41	3.48	6	1576
1090	BE BORN	be born	5.76065238117739	3.86725732407529	5.87719447518118	5.70124185834511	3.99421565804854	5.80422057546206	5.79722144486159	3.96832150750702	5.88623685095772	484
1091	SALTY	salty	4.69275167785235	4.44058165548098	5.03185682326622	5.03012061403509	4.48905701754386	5.15535087719298	5.153	4.51	5.188	201
1092	HOPE	hope	6.76363636363636	3.86454545454545	6.24090909090909	6.46666666666667	4.41888888888889	5.91	6.525	4.31	5.975	250
1093	MIDDLE	middle	5.33878043831169	3.40593547077922	5.40885957792208	5.36652564102564	3.35784615384615	5.39071794871795	5.39311111111111	3.49366666666667	5.43877777777778	884
1096	SONG	song	7.5408	4.4528	6.6292	7.57846153846154	4.77846153846154	6.59153846153846	7.585	4.835	6.585	1046
1098	WEIGH	weigh	5.30088669950739	4.19118226600985	5.68145812807882	5.40078787878788	3.97343939393939	5.54981818181818	5.57066666666667	4.04733333333333	5.83266666666667	104
11	DARKNESS	darkness	5.3752380952381	4.02253968253968	4.96698412698413	5.69545454545455	3.76712121212121	4.97666666666667	5.21714285714286	3.99571428571429	5.03	17
110	MOTOR	motor	5	4.39	4.8	5	4.39	4.8	5	4.39	4.8	1614
1102	CLIMB	climb	5.56659187015255	4.78685620676707	6.28531808661959	5.47692831775502	4.79656431125903	6.121462325427	4.65317893278458	4.66911004867049	5.2444239382634	50
1103	SACRIFICE	sacrifice	5.19285714285714	5.53	4.81571428571429	4.77	5.69	4.665	4.77	5.69	4.665	1167
1104	NURSE	nurse	5.24	3.96	5.23	5.24	3.96	5.23	5.24	3.96	5.23	1591
1106	FALL ASLEEP	fall asleep	7.22	3.6	5.3	7.22	3.6	5.3	7.22	3.6	5.3	1510
1107	GO OUT	go out	5.37098575954227	4.32842663785098	5.83606034974753	5.49380746471218	4.27281625076302	5.81994385840888	5.78866316670595	4.27066019712101	5.93866831812954	51
1109	WOUND	wound	3.05931506849315	5.73890410958904	3.8941095890411	3.09113636363636	5.55477272727273	3.92136363636364	3.05875	5.25375	3.9375	496
1110	SHARK	shark	5.95352941176471	3.99529411764706	5.69	6.03875	3.87375	5.76125	6.115	3.765	5.825	1478
1111	CAR	car	5.153125	3.836875	5.146875	5.153125	3.836875	5.146875	5.16333333333333	3.8	5.17	868
1112	SUCCEED	succeed	6.32	3.43	6.18	6.32	3.43	6.18	6.32	3.43	6.18	1536
1113	WRAP	wrap	5.31324448248153	3.60256959138673	5.84727896194959	5.31169952605656	3.59967311188798	5.80030040902757	5.35742567258888	3.65762133440297	5.76375370026306	892
1115	SPEECH	speech	5.91538860103627	3.81284974093264	6.29984455958549	5.83477272727273	3.78681818181818	6.21443181818182	5.877	3.682	6.14	309
1117	LIKE	like	7.39285714285714	5.33875	5.75910714285714	7.29411764705882	5.33529411764706	5.73294117647059	7	5.325	5.655	1278
1119	DIVIDE	divide	5.36483532167514	3.67868333206889	5.69468164403308	4.83106477611125	4.07825090839549	5.28402781192798	4.74670682730902	4.37614457831309	5.32903614457808	115
112	TURTLE	turtle	5.58	3.32	5.54	5.58	3.32	5.54	5.58	3.32	5.54	1552
1121	SECRET	secret	5.15	3.1	4.48	5.15	3.1	4.48	5.15	3.1	4.48	1305
1122	WAGES	wages	5.64363636363636	3.97409090909091	5.40409090909091	5.61894736842105	3.97631578947368	5.34842105263158	6.08666666666667	4.43	5.78666666666667	1180
1123	PREGNANT	pregnant	5.362	4.582	5.15511111111111	5.33391304347826	4.47782608695652	4.91826086956522	5.275	4.37	4.5775	485
1126	CITRUS FRUIT	citrus fruit	3.95	4.95	4.34	3.95	4.95	4.34	3.95	4.95	4.34	1254
1127	SEND	send	5.25146004068585	4.18151176983435	5.73867538506248	5.17157661290323	4.25507258064516	5.81053225806452	5.50789743589744	4.16148717948718	5.38317948717949	62
113	SHORE	shore	4.97539215686274	4.1971568627451	4.59372549019608	5.18578947368421	4.00526315789474	4.72736842105263	5.35	3.86333333333333	4.85333333333333	1094
1130	WE (EXCLUSIVE)	we (exclusive)	6.57682467099933	4.1695658416027	6.07588885839726	6.34616909142998	4.00715823759243	5.80964645895548	6.17094257271783	3.798977550227	5.67020931657279	1308
1131	WE (INCLUSIVE)	we (inclusive)	6.59402001805724	4.18829609054484	6.09272667215275	6.40305611798269	4.07133045805143	5.86223302250985	6.35989724292513	4.00869209629122	5.87027913226145	779
1132	BEAM	beam	5.6844448913776	3.55658565415136	6.42098457022084	5.69580538638517	3.51890215184734	6.31156665313303	5.77210526315789	3.42675438596491	6.10614035087719	853
1133	MATCH	match	4.96363636363636	5.51545454545455	5.07181818181818	5.028	5.462	5.122	5.205	5.315	5.26	1467
1134	DIVORCE	divorce	4.40096774193548	4.09483870967742	4.94677419354839	4.68647058823529	4.21176470588235	5.33352941176471	4.5325	4.1375	5.225	1126
1135	KICK	kick	4.34407407407407	5.07777777777778	4.53092592592593	4.23294117647059	5.11882352941176	4.68382352941176	4.3075	5.045	4.81875	44
1136	RABBIT	rabbit	6.61	2.74	5.04	6.61	2.74	5.04	6.61	2.74	5.04	993
1137	TENDON	tendon	5.24924116424116	3.64346153846154	5.27935550935551	5.28820433436533	3.64402476780186	5.40798761609907	5.31333333333333	3.69666666666667	5.3825	1369
1141	PITY	pity	5.13461538461539	4.85615384615385	5.29692307692308	5.02368421052632	4.82684210526316	5.46	5.2	4.7075	5.3125	1279
1142	URINE	urine	4.66117647058824	4.46764705882353	5.80352941176471	4.732	4.586	5.778	4.48	4.68333333333333	5.74	1392
1143	OVEN	oven	5.71869211528039	4.08301486199565	6.02600438646072	5.88805526214474	4.46539544648351	5.99029602134934	6.00776	4.6648	6.00472	1111
1145	SWAMP	swamp	5.17545454545454	3.23439393939394	4.50727272727273	5.34837209302326	3.22604651162791	4.61627906976744	5.75166666666667	3.21	4.855	931
1148	BRUISE	bruise	3.76930147058824	5.31350490196078	4.20835784313725	3.8414	5.148	4.2919	3.9325	5.114	4.3585	497
1149	ORPHAN	orphan	3.38875	4.5275	4.06	3.38875	4.5275	4.06	3.295	4.48	4.08	1176
1150	THUNDER	thunder	5.21410256410256	5.51730769230769	4.32935897435897	5.2	5.13794871794872	4.52897435897436	5.31	4.725	4.735	15
1151	VEIL	veil	4.21	2.65	4.45	4.21	2.65	4.45	4.21	2.65	4.45	555
1152	BEGET	beget	5.77659184837533	3.91119427793531	6.03895999627549	5.78954249394367	4.17471478474492	5.98789839107711	5.9068053612154	4.02708037687676	6.08280921273943	1171
1153	CATTLE	cattle	5.76985	3.32665	5.2047	5.58819444444444	3.46625	5.36875	5.54571428571429	3.82571428571429	5.60142857142857	404
1155	CAVE	cave	4.92643835616438	3.61561643835616	4.17465753424658	4.80083333333333	3.54472222222222	4.2525	4.306	4	4.698	8
1156	OPEN	open	5.10479539529844	3.26880418235461	5.35998007264468	5.11637361558033	3.40703313253012	5.39922117039587	5.16096921017359	3.72873360107062	5.42185006693394	116
1157	BECAUSE	because	5.56190864935122	3.68862535443285	5.3676231245943	5.49960596881951	3.68045230637207	5.34538513654224	5.52472264702215	3.71531062775272	5.36265261397057	290
1159	FART	fart	4.28	5.29	5.03	4.28	5.29	5.03	4.28	5.29	5.03	479
1160	THIEF	thief	2.17	5.3	3	2.17	5.3	3	2.17	5.3	3	401
1161	THREAD	thread	5.18501182506915	3.9248214214134	5.50275904918427	5.21368508615567	3.72035729847495	5.42734997029115	5.22833333333333	3.57416666666667	5.29583333333333	859
1162	INTENTION	intention	6.41625	4.95833333333333	5.70916666666667	6.50074074074074	4.76444444444444	5.81518518518519	6.2225	4.62	5.69	280
1165	MOUSTACHE	moustache	5.09	3.18	5.42	5.09	3.18	5.42	5.09	3.18	5.42	1492
1169	OX	ox	4.28923076923077	4.42350427350427	6.46649572649573	4.70870967741936	3.82354838709677	5.92548387096774	4.93	3.49666666666667	5.62333333333333	405
117	IMITATE	imitate	5.87354166666667	4.11229166666667	6.06208333333333	5.77769230769231	4.01846153846154	5.94730769230769	5.81	4.005	5.97	268
1171	MIRROR	mirror	5.4996875	3.20609375	5.42375	5.53478260869565	3.32391304347826	5.4304347826087	5.69	3.845	5.46	723
1172	SHOOT	shoot	3.86301363206911	5.47710136320691	4.88865217978135	4.43719622093023	5.06008430232558	5.16583139534884	4.35016666666667	5.08995833333333	5.09352083333333	388
1173	EYEBROW	eyebrow	5.44633734939759	2.61578313253012	5.05539759036145	5.43524844720497	2.63329192546584	5.07173913043478	5.4025	2.685	5.12	1371
1174	YESTERDAY	yesterday	6.43099193071218	3.85475599901342	6.17824726929746	6.45307692307689	3.76846153846152	6.02230769230766	6.50333333333333	3.55666666666667	5.64	194
1175	GHOST	ghost	5.02296296296296	4.67358024691358	5.15496913580247	5.06890909090909	4.59290909090909	5.18863636363636	5.05666666666667	4.585	5.06416666666667	728
1176	SPADE	spade	4.93095209339775	3.61441626409018	6.21504428341385	4.93678571428571	3.81679846938775	6.15783163265306	5.11333333333333	3.89458333333333	5.91916666666667	972
1178	NOSTRIL	nostril	5.36460034554879	3.11581976902792	4.41909338910612	5.20673868731678	3.15958418262922	4.34871993476866	5.05166666666667	3.185	4.26976190476191	442
1179	DAY AFTER TOMORROW	day after tomorrow	6.42078874820399	3.84864018058194	6.16844508245776	6.45307692307683	3.76846153846148	6.0223076923076	6.50333333333333	3.55666666666667	5.64	1472
1180	DAY BEFORE YESTERDAY	day before yesterday	6.42078874820399	3.84864018058194	6.16844508245776	6.45307692307683	3.76846153846148	6.0223076923076	6.50333333333333	3.55666666666667	5.64	646
1182	NOISE	noise	4.86	4.44142857142857	5.60142857142857	4.93357142857143	4.41142857142857	5.67571428571429	5.11	4.22333333333333	5.62333333333333	1045
1183	PALM OF HAND	palm of hand	5.9	3.98	5.88	5.9	3.98	5.88	5.89999999999463	3.97999999999638	5.87999999999465	452
1185	VULTURE	vulture	6.35539473684211	4.55394736842105	5.16565789473684	6.01368421052632	4.45105263157895	5.30631578947368	5.75	4.31666666666667	5.33	419
1187	GOOSE	goose	6.11	4	5.3	6.11	4	5.3	6.11	4	5.3	418
1188	CHARCOAL	charcoal	4.34226720640861	4.9666666665876	4.67937921719946	4.47725051579976	5.19171136931263	4.70151699424476	4.9792	4.886	4.9324	1110
119	DIVE	dive	5.0987950310559	3.69036024844721	4.63765217391304	5.19277333333324	3.70983999999993	4.78119999999991	5.85624999999949	3.72374999999963	5.57874999999952	1131
1190	HARE	hare	7.21	3.98	5.95	7.21	3.98	5.95	7.21	3.98	5.95	1592
1191	COOKED RICE	cooked rice	5.7	3	5.5	5.6999999999976	2.99999999999874	5.49999999999768	5.69999983012676	2.99999991059303	5.49999983608723	708
1192	THREATEN	threaten	3.76111111111111	5.12333333333333	5.15	3.72571428571429	5.09	5.13	3.885	5.24	5.22	1311
1193	STEAM	steam	4.21666666666667	4.55666666666667	4.13	4.21666666666667	4.55666666666667	4.13	4.605	4.335	4.11	1462
1198	MANY	many	5.08054802286173	4.5918413387476	5.42664611965576	5.29155880737785	4.36758397047021	5.47652316478924	5.22851015060355	4.13079763486295	5.40819697960315	154
1199	WIFE	wife	7.13531069131902	4.22234374548742	5.89943224900929	7.07781595830529	4.56255562145881	5.89801026160171	6.7089473502487	4.82254739528398	5.73216825564806	347
12	MIDDAY	noon	7	3.43	6.11	7	3.43	6.11	7	3.43	6.11	1456
1200	HUSBAND	husband	6.07856454525249	4.31089146313796	5.50463388222868	6.19256055890087	4.34269924636471	5.50324352765717	6.14941215986186	4.30298867232827	5.46286995150071	346
1201	FEATHER	feather	6.04859936192839	3.67509422190713	6.44674484225452	5.99622556390977	3.67073684210526	6.36176691729323	5.8718	3.5306	6.2192	459
1202	BIG	big	5.04738207979865	3.700640511411	5.58578337764198	5.10152828394606	3.82053225320012	5.6368803093137	5.0345761767123	3.97977672744278	5.38566176790501	131
1203	LONG	long	6.27172573312025	3.96979297383482	6.12242564204496	6.06646956515	3.99707956450274	5.96235532573893	5.70345340498547	3.97826808324807	5.74148925837858	133
1204	BARK	bark	5.75902777777778	3.35066666666667	5.13097222222222	5.73775	3.38158333333333	5.24616666666667	5.72	3.41636363636364	5.39909090909091	591
1205	TONGUE	tongue	6.33174358974359	3.80615384615385	7.1814358974359	6.1832	4.12	6.4568	6.052	4.4	5.848	684
1207	YOUNG	young	6.65941099953485	4.43646736779713	5.18994509990881	6.57003966569349	4.39777140980198	5.22114922591612	6.58305649294233	4.32803344036582	5.23893962705852	173
1208	CAT	cat	7	5.43	5.73	7	5.43	5.73	7	5.43	5.73	1475
1209	I	i	6.7277151679143	4.24769125908051	6.25570829703431	6.53276800283135	4.13336459707883	5.97849417622205	6.51847877549268	4.10889418322389	5.90111284122762	368
121	SPIN	spin	5.14145757724995	3.65670118775139	6.06294227387695	5.0723202923905	3.78480842784806	6.02260970323175	5.20299492703055	3.75583733520519	5.91656897546036	546
1210	HEAVY	heavy	4.28636363636364	4.57636363636364	4.43761363636364	4.635	4.6896875	4.931875	4.615	4.67833333333333	5.24166666666667	763
1211	HE	he	6.32125978675824	4.20923125874319	5.91523907032117	6.18907569228015	4.17456893214205	5.74499612719126	6.31914650305018	4.24203696969996	5.82452569307547	939
1212	WE	we	6.61271944486307	4.20336352358698	6.10161572062942	6.44270478853345	4.11113832950223	5.86646745285644	6.56847168777341	4.18812763016719	5.89616193921113	370
1213	YOU	you	6.51235702723852	4.30670643274016	5.99453307270999	6.36661371844749	4.25274426448109	5.78173613878265	6.44159317864171	4.23746111783803	5.88391156429574	780
1214	THIS	this	6.21017568420882	4.18720856993505	5.82304721747828	5.99121864185451	4.13533082281056	5.60512718646221	6.1185646892878	4.20328847822309	5.65043135018543	782
1215	THOU	thou	6.56932311740982	4.37477977639336	5.97783927985478	6.43380023442924	4.35650550788026	5.71517894199695	6.55091257798844	4.44982710522516	5.72781654791365	369
1216	MOTHER	mother	6.63102072178715	3.87467168260439	5.41665322036602	6.45780515095759	3.89103318839814	5.40937152427874	6.39048043668531	4.08174557515803	5.48275345886143	700
1217	FATHER	father	6.22414471522215	4.09266699229338	5.47610458570318	6.1596995601392	4.07460223364067	5.45169271790832	6.07681175526164	4.12120290085611	5.52064274825944	699
1218	ROPE	rope	5.43972124756335	3.81572124756335	5.37597660818713	5.48793906810036	3.70854241338112	5.33465949820788	5.52291666666667	3.79958333333333	5.33083333333333	860
1219	WORM	worm	4.25338709677419	5.48758064516129	4.47903225806452	4.24166666666667	5.22458333333333	4.65083333333333	4.15333333333333	5.13666666666667	4.79666666666667	429
122	CART	cart	6.30555555555556	4.02222222222222	6.29888888888889	6.35625	4.025	6.31625	6.265	4.02	6.285	1561
1220	TAIL	tail	5.33875	5.53375	5.708	5.36125	5.303125	5.4725	5.3	5.3125	5.37	665
1221	NOSE	nose	5.14133561974582	3.27720128478091	4.80130516838971	5.08768481508672	3.32212614543252	4.78699169751917	5.36547619047619	3.65261904761905	5.20418367346939	681
1222	PENIS	penis	5.99707213376705	3.80029047537522	5.53526622153741	6.25103438228438	4.15612762237762	5.55232517482518	6.31416666666667	4.34027777777778	5.585	470
1223	HEART	heart	5.78699182330555	4.25606990150054	5.78281059137058	5.529608453457	4.09602570581521	5.7017572327235	5.39910512163424	4.05648493819531	5.52540965392066	695
1224	LIVER	liver	5.63973357258976	4.48289563888468	4.95573648499466	5.62438057007853	4.09099588415024	5.00294259962703	5.38418020851585	3.8932598940491	4.96213083529255	465
1226	YEAR	year	6.194375	3.89902777777778	5.08381944444444	6.40632352941176	3.97720588235294	5.29382352941176	6.59777777777778	3.83444444444444	5.38222222222222	644
1227	BOARD	board	5.51043010752688	3.09913978494624	5.76849462365591	5.61259259259259	3.10333333333333	5.76462962962963	5.63222222222222	3.07444444444444	5.61888888888889	571
1228	EARTH (SOIL)	earth (soil)	5.80726497270623	3.43212112035209	5.64499055786834	5.67140674015201	3.45101793629577	5.62419646339924	5.45284715678987	3.62170041403208	5.42964973956153	1
1229	OLD	old	4.34695321502664	4.34956943607405	4.78305869450807	4.80303953799753	4.32694367872014	4.97644874637875	4.95087685683701	4.41454757546753	4.96818508804832	174
123	FOREHEAD	forehead	6.23037037037037	4.5537037037037	5.8562962962963	6.22111111111111	4.55111111111111	5.84888888888889	6.11	4.52	5.76	1485
1230	DIRTY	dirty	4.84574074074074	3.81796296296296	4.9208024691358	4.64054054054054	4.03189189189189	4.77108108108108	4.8	4.16	4.77636363636364	227
1231	NEW	new	6.15073223801243	4.02854341641714	5.58332321524335	6.10629445695473	4.02840218314631	5.56834732011055	5.97974772091982	4.2484516644397	5.41111092667868	172
1232	WARM	warm	5.67352941176471	4.81823529411765	5.05235294117647	5.55222222222222	4.94333333333333	5.16481481481481	5.25	5.255	5.445	225
1233	NIGHT	night	5.64386075949367	3.7653164556962	4.94246835443038	5.35814285714286	3.86185714285714	4.95371428571429	5.1525	3.97	5.06875	823
1234	SMOOTH	smooth	5.66220941882521	3.34920192175107	5.322442655591	5.847971468731	3.49103799201495	5.46120807173713	5.72666816756232	3.8052283510406	5.58026861572973	219
1235	WHO	who	5.7941055450583	3.65429278221086	5.50298779055441	5.79255901017694	3.6601523431513	5.52184374282197	5.80903358038308	3.70902628043152	5.53276233868743	299
1236	WHAT	what	5.78217083790028	3.63705201185995	5.48636039833948	5.76279679224853	3.64224443310508	5.48972120281716	5.78786515739794	3.64917384145268	5.54349267016375	295
1237	WHERE	where	5.78838950879357	3.70198542631841	5.46502664052033	5.7686783563303	3.71970441507158	5.4752823474432	5.84987573094763	3.78039710234461	5.55633842877864	297
1238	WHEN	when	5.69390908651053	3.67067197240678	5.26173258529727	5.67028936459051	3.68887581926366	5.3298286358641	5.67336495509703	3.67002687576003	5.2625669095627	296
1239	HOW	how	5.73819701163485	3.65100379558405	5.43665517092389	5.71936374588142	3.66657707037611	5.44639819826821	5.70511606715852	3.68324464531464	5.43415548695303	293
1240	NOT	not	5.09063920717949	3.88147428864468	5.03260004570286	5.16964808588884	3.9522316517355	5.09315215404389	5.33002005737881	3.72399089845217	5.17709577448938	910
1241	SOME	some	5.5561793875581	3.39728836426268	4.96542789900395	5.5303125547909	3.33222173498655	5.05136332833886	5.51259280129511	3.37731059621884	5.12702307879652	158
1242	FEW	few	5.64936130915837	3.40937223344142	4.64380744917668	5.56348893653456	3.39594925607284	4.7052473406341	5.39362142236612	3.43636784402432	4.63633589764406	156
1243	WIDE	wide	5.37070424139454	3.88693865152989	5.41641792177031	5.29099782608214	3.7153271117502	5.38123966612421	5.21469068099709	3.41965361664961	5.09229785167572	136
