CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	ENGLISH	DUTCH_VALENCE_MEAN	DUTCH_AROUSAL_MEAN	DUTCH_DOMINANCE_MEAN	DUTCH_AOA_MEAN	DUTCH_VALENCE_MALE_MEAN	DUTCH_AROUSAL_MALE_MEAN	DUTCH_DOMINANCE_MALE_MEAN	DUTCH_AOA_MALE_MEAN	DUTCH_VALENCE_FEMALE_MEAN	DUTCH_AROUSAL_FEMALE_MEAN	DUTCH_DOMINANCE_FEMALE_MEAN	DUTCH_AOA_FEMALE_MEAN	DUTCH_POS	LINE_IN_SOURCE
1123	PREGNANT	zwanger	pregnant	5.34375	4.75	4.40625	7.06451612903226	4.90625	4.78125	4.1875	8.0	5.78125	4.71875	4.625	6.5625	A	4278
1125	BALD	kaal	bald	3.03125	3.15625	3.578125	5.70967741935484	3.03125	3.625	3.46875	5.6875	3.03125	2.6875	3.6875	6.0625	N	1440
1129	PAINFUL	pijnlijk	painful	2.171875	4.953125	4.25	6.67741935483871	2.125	5.03125	4.4375	6.9375	2.21875	4.875	4.0625	6.8125	A	2548
1135	KICK	schoppen	to kick	2.921875	5.28125	4.734375	5.25806451612903	3.0	5.28125	4.90625	6.5	2.84375	5.28125	4.5625	4.4375	V	3038
1136	RABBIT	konijn	rabbit	4.703125	4.375	3.03125	3.74193548387097	4.625	4.21875	2.8125	4.0	4.78125	4.53125	3.25	3.5	N	1671
1147	PURE	puur	pure	5.25	3.734375	5.015625	7.12903225806452	5.0625	4.0625	4.65625	7.0	5.4375	3.40625	5.375	7.5625	A	2719
1150	THUNDER	donder	thunder	3.109375	5.46875	5.21875	5.54838709677419	3.125	5.4375	5.21875	5.75	3.09375	5.5	5.21875	5.8125	N	644
1154	OLIVE	olijf	olive	4.25	3.15625	3.5	7.45161290322581	4.40625	3.25	3.1875	6.9375	4.09375	3.0625	3.8125	8.25	N	2292
1171	MIRROR	spiegel	mirror	4.515625	3.28125	3.984375	4.90322580645161	4.40625	3.59375	3.78125	5.4375	4.625	2.96875	4.1875	4.8125	N	3288
1181	PALM TREE	palmboom	palm	5.4375	2.734375	4.09375	7.16129032258065	5.3125	2.8125	3.75	7.5	5.5625	2.65625	4.4375	7.1875	N	2467
119	DIVE	duiken	to dive	4.59375	5.15625	4.03125	5.90322580645161	4.53125	4.9375	3.9375	6.375	4.65625	5.375	4.125	5.875	V	721
1190	HARE	haas	hare	4.34920634920635	5.0	3.53125	5.16129032258065	4.375	4.8125	3.4375	5.375	4.32258064516129	5.1875	3.625	5.0625	N	1182
1193	STEAM	damp	vapor	3.6875	3.328125	3.4375	7.25806451612903	3.59375	3.375	3.34375	7.4375	3.78125	3.28125	3.53125	7.375	N	558
1198	MANY	veel	many	4.765625	4.53125	5.109375	3.90322580645161	4.84375	4.5625	4.78125	3.875	4.6875	4.5	5.4375	4.3125	A	3788
1201	FEATHER	veer	feather	4.359375	3.234375	3.078125	5.32258064516129	4.34375	3.25	3.25	5.75	4.375	3.21875	2.90625	5.3125	N	3791
1202	BIG	groot	large	4.78125	4.28125	5.109375	3.93548387096774	4.84375	4.6875	4.71875	4.375	4.71875	3.875	5.5	3.9375	A	1163
1204	BARK	schors	bark	3.9375	3.078125	3.8125	6.93548387096774	3.84375	3.4375	3.8125	7.1875	4.03125	2.71875	3.8125	7.0	N	3040
1206	BARKING	blaffen	to bark	3.265625	5.375	4.703125	5.0	3.0	5.53125	4.5	6.0	3.53125	5.21875	4.90625	4.5	V	300
1207	YOUNG	jong	young	5.296875	4.671875	3.765625	5.25806451612903	5.1875	4.53125	3.625	5.25	5.40625	4.8125	3.90625	5.625	A	1426
1208	CAT	kat	cat	4.71875	4.5625	3.734375	3.45161290322581	4.625	4.28125	3.59375	3.8125	4.8125	4.84375	3.875	3.1875	N	1497
1210	HEAVY	zwaar	heavy	3.03125	4.015625	4.890625	5.19354838709677	3.15625	4.28125	4.65625	5.8125	2.90625	3.75	5.125	5.0	A	4272
1216	MOTHER	moeder	mother	5.734375	4.125	4.578125	3.70967741935484	5.5	3.71875	4.34375	3.6875	5.96875	4.53125	4.8125	4.125	N	2146
1217	FATHER	vader	father	5.609375	4.484375	5.0	3.80645161290323	5.4375	4.625	4.875	4.0	5.78125	4.34375	5.125	3.9375	N	3760
1220	TAIL	staart	tail	4.109375	3.71428571428571	3.71875	4.38709677419355	4.0625	3.80645161290323	3.5625	4.5	4.15625	3.625	3.875	4.4375	N	3344
1221	NOSE	neus	nose	4.0625	3.46875	3.875	3.58064516129032	4.125	3.71875	3.71875	3.9375	4.0	3.21875	4.03125	3.4375	N	2239
1223	HEART	hart	heart	5.234375	5.046875	4.921875	5.0	4.90625	4.90625	4.625	5.375	5.5625	5.1875	5.21875	5.0625	N	1220
1225	DAY (NOT NIGHT)	dag	day	4.609375	3.9375	4.046875	4.12903225806452	4.625	3.75	3.90625	4.125	4.59375	4.125	4.1875	4.375	N	549
1226	YEAR	jaar	year	4.21875	3.4375	4.015625	4.19354838709677	4.21875	3.5	3.84375	4.3125	4.21875	3.375	4.1875	4.4375	N	1407
1228	EARTH (SOIL)	aarde	earth	4.828125	3.578125	4.5625	5.06451612903226	4.84375	3.75	4.21875	5.8125	4.8125	3.40625	4.90625	4.75	N	20
1229	OLD	oud	old	3.359375	2.828125	3.125	4.67741935483871	3.125	2.78125	3.0	5.125	3.59375	2.875	3.25	4.5625	A	2441
1230	DIRTY	smerig	dirty	2.1875	4.0625	4.171875	6.0	2.3125	4.0625	4.21875	6.0625	2.0625	4.0625	4.125	6.375	A	3203
1231	NEW	nieuw	new	5.421875	4.484375	4.5625	5.12903225806452	5.1875	4.8125	4.25	5.5	5.65625	4.15625	4.875	5.125	A	2245
1233	NIGHT	nacht	night	4.46875	2.859375	4.1875	4.38709677419355	4.28125	2.90625	4.0625	4.8125	4.65625	2.8125	4.3125	4.125	N	2209
1234	SMOOTH	vlot	raft	5.078125	4.375	4.25	6.16129032258065	5.03125	4.25	4.25	6.625	5.125	4.5	4.25	6.0625	N	3929
1240	NOT	niet	not	2.921875	3.078125	3.875	3.38709677419355	2.71875	3.21875	3.59375	3.6875	3.125	2.9375	4.15625	3.3125	A	2243
1243	WIDE	wijd	wide	4.09375	3.80952380952381	4.23809523809524	6.32258064516129	4.1875	3.90322580645161	4.03125	6.8125	4.0	3.71875	4.45161290322581	6.1875	A	4103
1244	THICK	dik	thick	2.609375	3.09375	3.96875	4.58064516129032	2.46875	3.3125	3.75	4.875	2.75	2.875	4.1875	4.6875	A	612
1245	BUTTER	boter	butter	4.09375	3.09375	3.125	4.54838709677419	4.0625	3.34375	2.9375	5.3125	4.125	2.84375	3.3125	4.3125	N	391
1246	SMALL	klein	small	3.703125	3.1875	2.59375	3.93548387096774	3.46875	3.40625	2.53125	4.25	3.9375	2.96875	2.65625	4.0625	A	1574
1247	EAR	oor	ear	4.25	3.6875	3.703125	3.96774193548387	4.28125	4.03125	3.4375	4.5625	4.21875	3.34375	3.96875	3.75	N	2399
1248	EYE	oog	eye	4.484375	4.078125	3.90625	3.7741935483871	4.4375	4.0	3.625	3.9375	4.53125	4.15625	4.1875	3.8125	N	2395
1251	BELLY	buik	belly	4.046875	3.671875	3.75	3.48387096774194	4.1875	3.96875	3.46875	3.9375	3.90625	3.375	4.03125	3.25	N	453
1252	HOUSE	huis	home	4.9375	3.1875	4.375	3.58064516129032	4.78125	3.6875	3.9375	4.0625	5.09375	2.6875	4.8125	3.375	N	1335
1255	SNOWING	sneeuwen	to snow	4.96875	3.703125	4.140625	4.25806451612903	5.1875	3.78125	4.09375	4.8125	4.75	3.625	4.1875	4.125	V	3219
1256	HEAD	hoofd	head	4.296875	4.078125	4.4375	3.74193548387097	4.25	4.21875	4.09375	4.1875	4.34375	3.9375	4.78125	3.5625	N	1312
1261	SING	zingen	to sing	5.21875	5.21875	4.3125	4.70967741935484	5.03125	5.125	4.03125	5.75	5.40625	5.3125	4.59375	4.125	V	4229
1262	BROTHER	broer	brother	5.3125	4.015625	4.390625	3.54838709677419	5.125	4.15625	4.09375	3.5625	5.5	3.875	4.6875	3.9375	N	427
1263	SISTER	zus	sister	5.265625	4.1875	4.046875	3.74193548387097	5.15625	4.0625	3.5	4.1875	5.375	4.3125	4.59375	3.6875	N	4267
1265	HIGH	hoog	high	4.34375	4.453125	4.796875	4.35483870967742	4.4375	4.5625	4.625	4.8125	4.25	4.34375	4.96875	4.4375	A	1316
1267	NARROW	smal	narrow	3.890625	3.15873015873016	3.1875	5.61290322580645	3.71875	3.38709677419355	3.25	6.0625	4.0625	2.9375	3.125	5.5	A	3195
127	EXTINGUISH	blussen	to extinguish	4.296875	5.34375	4.40625	6.2258064516129	4.40625	5.25	4.25	6.4375	4.1875	5.4375	4.5625	6.4375	V	335
1272	AUNT	tante	aunt	4.90625	3.8125	3.859375	4.06451612903226	4.59375	3.59375	3.59375	4.5625	5.21875	4.03125	4.125	3.8125	N	3540
1273	CANDLE	kaars	candle	4.875	3.03125	3.453125	5.19354838709677	4.5625	3.15625	3.21875	5.6875	5.1875	2.90625	3.6875	5.0	N	1442
1274	SALT	zout	salt	4.1875	3.265625	4.03125	5.29032258064516	4.28125	3.59375	3.90625	5.25	4.09375	2.9375	4.15625	5.75	N	4258
1277	HAND	hand	hand	4.359375	3.953125	4.03125	3.87096774193548	4.21875	3.75	3.84375	4.625	4.5	4.15625	4.21875	3.625	N	1200
1279	FAT (OBESE)	vet	fat	2.75	3.46875	4.125	5.90322580645161	2.96875	3.875	3.96875	6.25	2.53125	3.0625	4.28125	5.9375	A	3873
1280	FALL	vallen	to fall	2.890625	4.90625	3.1875	4.12903225806452	3.09375	4.78125	3.28125	4.625	2.6875	5.03125	3.09375	4.125	V	3767
1284	BANK	bank	bank	4.28125	2.96875	4.40625	5.03225806451613	4.0625	3.09375	4.1875	5.625	4.5	2.84375	4.625	4.8125	N	152
1285	IMPORTANT	belangrijk	important	5.40625	4.875	5.25	6.48387096774194	5.0625	4.8125	4.90625	7.0625	5.75	4.9375	5.59375	6.25	A	211
1286	HOT	heet	hot	4.390625	4.828125	5.046875	5.03225806451613	4.28125	5.0	4.84375	5.3125	4.5	4.65625	5.25	5.1875	A	1244
1287	COLD	koud	cold	2.921875	3.453125	3.96875	3.96774193548387	3.03125	3.59375	3.75	4.125	2.8125	3.3125	4.1875	4.1875	A	1705
1288	CAP	muts	cap	4.15625	3.234375	3.484375	4.16129032258065	3.9375	3.46875	3.28125	4.5625	4.375	3.0	3.6875	4.1875	N	2196
1289	BABY	baby	baby	5.453125	4.640625	2.71875	4.16129032258065	5.0	4.28125	2.6875	5.0	5.90625	5.0	2.75	3.5625	N	130
1290	ELEPHANT	olifant	elephant	4.640625	4.09375	5.3125	4.45161290322581	4.6875	4.0625	5.03125	4.9375	4.59375	4.125	5.59375	4.1875	N	2291
1292	BAD	slecht	bad	2.046875	4.015625	3.671875	4.48387096774194	2.125	4.15625	3.75	4.8125	1.96875	3.875	3.59375	4.5625	A	3150
1294	ZERO	nul	zero	2.953125	2.53125	2.453125	4.90322580645161	3.1875	2.71875	2.75	4.875	2.71875	2.34375	2.15625	5.125	N	2274
1295	STICK	stok	stick	3.828125	3.28125	4.078125	4.29032258064516	3.78125	3.4375	3.78125	4.6875	3.875	3.125	4.375	4.375	N	3419
1297	LEG	been	leg	4.25	3.921875	4.0	4.0	4.1875	3.875	3.9375	4.1875	4.3125	3.96875	4.0625	4.125	N	187
1298	NEWSPAPER	krant	newspaper	4.53125	3.46875	3.796875	5.12903225806452	4.625	3.625	3.46875	5.3125	4.4375	3.3125	4.125	5.375	N	1724
1299	COFFEE	koffie	coffee	4.5	3.79365079365079	4.28125	5.87096774193548	4.65625	4.19354838709677	3.84375	6.4375	4.34375	3.40625	4.71875	5.8125	N	1658
1301	FOOT	voet	foot	4.125	3.6875	3.625	3.74193548387097	4.03125	3.8125	3.375	4.625	4.21875	3.5625	3.875	3.375	N	3941
1302	FORK	vork	fork	4.046875	3.5	4.140625	4.03225806451613	3.96875	3.75	4.03125	4.4375	4.125	3.25	4.25	3.8125	N	3968
1307	LANGUAGE	taal	language	4.625	4.140625	4.515625	5.46666666666667	4.4375	4.09375	4.40625	6.5	4.8125	4.1875	4.625	4.8	N	3516
1309	ASK (INQUIRE)	vragen	to ask	4.421875	4.625	3.984375	4.70967741935484	4.5	4.5625	3.75	5.1875	4.34375	4.6875	4.21875	4.6875	V	3978
1311	VERY	zeer	very	3.5	4.71875	4.578125	5.0	3.28125	4.59375	4.40625	5.375	3.71875	4.84375	4.75	5.0	A	4189
1313	MOON	maan	moon	4.8125	2.984375	4.4375	4.93548387096774	4.71875	3.28125	4.375	5.5625	4.90625	2.6875	4.5	4.75	N	1994
1314	QUIET	stil	still	4.125	1.84375	3.3125	3.96774193548387	3.96875	1.96875	3.46875	4.5	4.28125	1.71875	3.15625	3.875	A	3407
1316	TENT	tent	tent	4.546875	3.390625	3.765625	5.38709677419355	4.625	3.65625	3.5625	5.8125	4.46875	3.125	3.96875	5.375	N	3581
1318	CHICKEN	kip	chicken	4.390625	4.25	3.1875	4.09677419354839	4.40625	4.3125	3.0625	4.3125	4.375	4.1875	3.3125	3.9375	N	1552
1320	APPLE	appel	apple	4.765625	3.3015873015873	3.796875	3.87096774193548	4.78125	3.54838709677419	3.78125	4.25	4.75	3.0625	3.8125	3.9375	N	87
1321	BOTTLE	fles	bottle	4.296875	3.4375	3.953125	4.51612903225806	4.3125	3.875	3.8125	5.3125	4.28125	3.0	4.09375	4.125	N	890
1323	CLOCK	klok	clock	4.125	3.53968253968254	4.015625	4.70967741935484	4.09375	3.54838709677419	3.78125	5.0	4.15625	3.53125	4.25	4.875	N	1599
1327	UNCLE	oom	uncle	4.6875	3.890625	4.21875	5.03225806451613	4.5	3.78125	4.03125	4.625	4.875	4.0	4.40625	5.75	N	2398
1331	SHEEP	schaap	sheep	4.421875	3.34375	3.125	4.09677419354839	4.375	3.5	3.0625	4.375	4.46875	3.1875	3.1875	4.0	N	2961
1333	NECK	hals	neck	4.375	3.578125	3.703125	5.41935483870968	4.28125	3.84375	3.625	5.9375	4.46875	3.3125	3.78125	5.375	N	1195
1335	WHITE	wit	white	4.40625	3.21875	3.421875	3.7741935483871	4.3125	3.40625	3.3125	4.0	4.5	3.03125	3.53125	3.75	A	4127
1336	EAT	eten	to eat	5.453125	4.078125	4.21875	3.35483870967742	5.28125	4.03125	3.9375	3.9375	5.625	4.125	4.5	3.25	V	823
1337	PIG	varken	pig	3.5625	3.78125	3.515625	4.2258064516129	3.40625	3.78125	3.25	4.4375	3.71875	3.78125	3.78125	4.25	N	3772
1339	MORNING	ochtend	morning	4.4375	3.328125	3.734375	4.58064516129032	4.40625	3.34375	3.59375	4.875	4.46875	3.3125	3.875	4.5625	N	2281
1342	SUMMER	zomer	summer	6.171875	4.328125	4.625	5.2258064516129	5.875	4.4375	4.59375	5.4375	6.46875	4.21875	4.65625	5.4375	N	4242
1343	SUN	zon	sun	6.125	4.203125	5.515625	3.67741935483871	5.75	4.0	5.3125	4.0625	6.5	4.40625	5.71875	3.5625	N	4243
1349	CHURCH	kerk	church	3.703125	2.65625	4.234375	4.54838709677419	3.59375	2.84375	4.125	5.0	3.8125	2.46875	4.34375	4.5625	N	1514
1350	MONKEY	aap	monkey	4.5	5.15625	3.96875	3.70967741935484	4.25	4.84375	3.75	3.875	4.75	5.46875	4.1875	3.625	N	16
1352	KNIFE	mes	knife	3.15625	4.4375	5.296875	4.38709677419355	3.125	4.75	5.25	4.375	3.1875	4.125	5.34375	4.6875	N	2085
1355	LAUGH	lachen	to laugh	6.359375	5.34375	4.796875	4.41935483870968	6.1875	5.0625	4.3125	5.3125	6.53125	5.625	5.28125	3.9375	V	1812
1357	DAUGHTER	dochter	daughter	5.171875	4.09375	3.96875	5.09677419354839	4.96875	3.875	3.71875	5.0625	5.375	4.3125	4.21875	5.375	N	619
1360	DUCK	eend	duck	4.40625	3.8125	3.453125	4.19354838709677	4.375	3.75	3.3125	4.6875	4.4375	3.875	3.59375	4.125	N	762
1367	CROSS	kruis	cross	3.671875	3.375	4.125	5.70967741935484	3.8125	3.65625	4.09375	6.125	3.53125	3.09375	4.15625	5.625	N	1761
1368	BREAD	brood	bread	4.75	3.40625	3.859375	3.93548387096774	4.625	3.84375	3.75	4.6875	4.875	2.96875	3.96875	3.625	N	431
1370	MONTH	maand	month	4.140625	3.578125	3.9375	5.48387096774194	4.09375	3.65625	3.8125	5.6875	4.1875	3.5	4.0625	5.625	N	1995
1373	TEA	thee	tea	4.875	2.671875	3.453125	5.58064516129032	4.6875	2.8125	3.375	5.6875	5.0625	2.53125	3.53125	5.75	N	3600
1375	WINDOW	raam	window	4.328125	3.09375	3.703125	4.41935483870968	4.21875	3.34375	3.46875	4.8125	4.4375	2.84375	3.9375	4.25	N	2726
1378	SPOON	lepel	spoon	4.21875	3.34375	3.75	3.87096774193548	4.25	3.65625	3.53125	4.25	4.1875	3.03125	3.96875	3.6875	N	1874
1381	SHOE	schoen	shoe	4.3125	3.53125	3.6875	3.90322580645161	4.09375	3.8125	3.375	3.9375	4.53125	3.25	4.0	4.0	N	3028
1382	NEEDLE (FOR SEWING)	naald	needle	3.421875	3.859375	4.5	5.74193548387097	3.3125	4.1875	4.53125	6.375	3.53125	3.53125	4.46875	5.5	N	2205
1383	GRANDFATHER	opa	grandfather	5.171875	3.0	3.9375	3.25806451612903	4.90625	2.8125	3.84375	3.4375	5.4375	3.1875	4.03125	3.25	N	2404
1385	PEPPER	peper	pepper	4.546875	4.28125	4.859375	6.32258064516129	4.6875	4.5	4.6875	6.625	4.40625	4.0625	5.03125	6.3125	N	2519
1386	LION	leeuw	lion	4.6875	5.5	5.875	4.58064516129032	4.71875	5.21875	5.78125	4.9375	4.65625	5.78125	5.96875	4.375	N	1855
1390	WRONG	fout	wrong	2.5625	3.859375	3.796875	4.70967741935484	2.71875	3.9375	4.03125	5.4375	2.40625	3.78125	3.5625	4.375	A	912
1394	BONE	bot	bone	2.984375	3.3125	4.53125	6.0	3.125	3.4375	4.5625	5.8125	2.84375	3.1875	4.5	6.5	N	390
1395	ROUND	rond	round	4.265625	3.40625	3.796875	4.54838709677419	4.3125	3.6875	3.625	5.1875	4.21875	3.125	3.96875	4.1875	A	2877
1396	SHARP	scherp	sharp	3.75	4.40625	5.03125	5.87096774193548	3.96875	4.375	4.84375	6.9375	3.53125	4.4375	5.21875	5.25	A	3006
1398	DRY	droog	dry	4.15625	3.125	3.6875	4.64516129032258	4.03125	3.40625	3.65625	4.9375	4.28125	2.84375	3.71875	4.625	A	707
1399	CLAY	klei	clay	4.203125	3.15625	3.625	4.96774193548387	4.1875	3.34375	3.40625	5.8125	4.21875	2.96875	3.84375	4.625	N	1573
1400	THIN (SLIM)	mager	lean	3.4375	3.4375	3.046875	6.09677419354839	3.28125	3.5	3.125	6.375	3.59375	3.375	2.96875	6.1875	A	2007
1401	DRINK	drinken	to drink	4.78125	4.453125	4.25	3.25806451612903	4.65625	4.3125	4.03125	3.6875	4.90625	4.59375	4.46875	3.125	V	700
1403	BITE	bijten	to bite	3.0	5.453125	4.8125	4.48387096774194	3.09375	5.40625	4.5625	5.375	2.90625	5.5	5.0625	4.125	V	284
1404	STRAIGHT	recht	right	4.84375	3.578125	4.890625	6.09677419354839	4.75	3.875	4.5	5.75	4.9375	3.28125	5.28125	6.8125	A	2773
1405	NAME	naam	name	4.44444444444444	3.484375	4.1875	3.67741935483871	4.29032258064516	3.71875	3.96875	4.0	4.59375	3.25	4.40625	3.6875	N	2206
1406	FAR	ver	far	3.46875	3.96825396825397	4.03125	4.61290322580645	3.625	4.09677419354839	3.96875	5.4375	3.3125	3.84375	4.09375	4.1875	A	3801
1408	HEAR	horen	to hear	4.59375	4.21875	4.15625	4.54838709677419	4.5	4.0625	3.71875	5.3125	4.6875	4.375	4.59375	4.25	V	1328
1409	SEE	zien	to see	4.8125	4.421875	4.171875	4.03225806451613	4.8125	4.34375	3.875	4.5625	4.8125	4.5	4.46875	4.0	V	4224
1410	KNOW (SOMETHING)	weten	to know	4.953125	4.34375	4.703125	5.09677419354839	4.96875	4.3125	4.34375	5.6875	4.9375	4.375	5.0625	4.875	V	4092
1411	LIE (REST)	liegen	to lie	2.0625	5.015625	3.484375	4.67741935483871	2.15625	5.21875	3.96875	4.875	1.96875	4.8125	3.0	4.875	V	1902
1413	PLAY	spelen	to play	5.40625	5.25	4.125	3.58064516129032	5.34375	5.0625	3.84375	4.3125	5.46875	5.4375	4.40625	3.375	V	3283
1416	SIT	zitten	to sit	4.4375	2.953125	3.71875	4.03225806451613	4.40625	2.9375	3.40625	4.875	4.46875	2.96875	4.03125	3.6875	V	4234
1418	DIG	graven	to dig	3.53125	5.09375	4.203125	5.29032258064516	3.5625	5.0	4.0625	5.875	3.5	5.1875	4.34375	5.1875	V	1134
1420	COUNT	tellen	to count	4.140625	4.5	3.890625	5.06451612903226	4.21875	4.3125	3.53125	5.8125	4.0625	4.6875	4.25	4.75	V	3573
1422	BE ALIVE	levend	alive	5.78125	5.453125	5.265625	6.12903225806452	5.5625	5.15625	5.1875	6.5	6.0	5.75	5.34375	6.125	A	1886
1424	YELLOW	geel	yellow	4.359375	3.640625	3.734375	3.7741935483871	4.375	3.875	3.5	3.9375	4.34375	3.40625	3.96875	3.8125	A	975
1425	GREEN	groen	green	4.828125	3.421875	3.859375	3.74193548387097	4.9375	3.34375	3.5	3.875	4.71875	3.5	4.21875	3.8125	A	1154
1426	EXPENSIVE	duur	expensive	3.03125	3.703125	4.609375	5.45161290322581	2.9375	3.84375	4.4375	5.875	3.125	3.5625	4.78125	5.5	A	738
1427	BEAUTIFUL	heerlijk	delicious	6.375	4.375	4.96875	6.16129032258065	6.28125	4.53125	4.6875	6.625	6.46875	4.21875	5.25	6.0625	A	1239
1429	FULL	vol	full	4.25	3.84375	4.640625	4.48387096774194	4.34375	4.28125	4.375	4.8125	4.15625	3.40625	4.90625	4.5625	A	3944
143	HUMID	klam	clammy	3.078125	3.25396825396825	3.08196721311475	8.7741935483871	3.125	3.7741935483871	3.09677419354839	8.625	3.03125	2.75	3.06666666666667	9.1875	A	1559
1430	STAR	ster	star	5.34375	3.765625	4.796875	4.80645161290323	5.34375	3.8125	4.6875	5.8125	5.34375	3.71875	4.90625	4.25	N	3389
1432	CUT	knippen	to cut	3.953125	4.484375	4.28125	4.54838709677419	3.96875	4.3125	4.0	5.125	3.9375	4.65625	4.5625	4.4375	V	1633
1435	HUNT	jagen	to hunt	3.265625	5.765625	4.921875	6.64516129032258	3.5	5.6875	4.90625	6.9375	3.03125	5.84375	4.9375	6.625	V	1409
1439	SWIM	zwemmen	swim	4.90625	5.59375	4.15625	4.51612903225806	4.875	5.46875	3.90625	5.0	4.9375	5.71875	4.40625	4.4375	V	4286
1441	FLY (MOVE THROUGH AIR)	vliegen	to fly	4.890625	5.375	4.46875	4.51612903225806	4.90625	5.375	4.0	5.25	4.875	5.375	4.9375	4.1875	V	3915
1442	STAND	staan	to stand	4.078125	3.734375	4.09375	4.2258064516129	4.125	3.90625	3.875	4.875	4.03125	3.5625	4.3125	4.0	V	3343
1443	WALK	lopen	to walk	4.359375	5.3125	4.296875	3.90322580645161	4.4375	5.1875	4.0625	4.375	4.28125	5.4375	4.53125	3.9375	V	1956
1452	PUSH	duwen	to push	3.265625	5.171875	4.625	4.58064516129032	3.40625	5.03125	4.4375	5.0	3.125	5.3125	4.8125	4.625	V	741
1453	WASH	wassen	to wash	4.390625	4.453125	3.90625	4.35483870967742	4.125	4.28125	3.71875	5.25	4.65625	4.625	4.09375	3.9375	V	4049
1455	PULL	trekken	to draw	3.75	5.171875	4.5	4.87096774193548	3.78125	5.0625	4.21875	5.3125	3.71875	5.28125	4.78125	4.75	V	3679
1457	SEW	naaien	to sew	3.890625	4.640625	3.90625	6.2258064516129	3.84375	4.6875	4.09375	7.25	3.9375	4.59375	3.71875	5.625	V	2202
1458	SAY	zeggen	to say	4.359375	4.6875	4.203125	4.48387096774194	4.40625	4.53125	3.96875	5.25	4.3125	4.84375	4.4375	4.1875	V	4193
1464	LADDER	ladder	ladder	4.0	3.75	4.0	5.12903225806452	4.125	3.9375	3.78125	5.5	3.875	3.5625	4.21875	5.1875	N	1813
