CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_HAPPINESS_MEAN_FEMALE	CHINESE_HAPPINESS_MEAN_MALE	CHINESE_ANGER_MEAN_FEMALE	CHINESE_ANGER_MEAN_MALE	CHINESE_SADNESS_MEAN_FEMALE	CHINESE_SADNESS_MEAN_MALE	CHINESE_FEAR_MEAN_FEMALE	CHINESE_FEAR_MEAN_MALE	CHINESE_DISGUST_MEAN_FEMALE	CHINESE_DISGUST_MEAN_MALE	CHINESE_ANXIETY_MEAN_FEMALE	CHINESE_ANXIETY_MEAN_MALE	CHINESE_SURPRISE_MEAN_FEMALE	CHINESE_SURPRISE_MEAN_MALE	CHINESE_CONTENTMENT_MEAN_FEMALE	CHINESE_CONTENTMENT_MEAN_MALE	CHINESE_AMUSEMENT_MEAN_FEMALE	CHINESE_AMUSEMENT_MEAN_MALE	CHINESE_SERENITY_MEAN_FEMALE	CHINESE_SERENITY_MEAN_MALE	LINE_IN_SOURCE
2755	BUSY	忙碌	1.4210526315789473	1.3333333333333333	2.8823529411764706	3	1.6923076923076923	2.5	2.3684210526315788		2.4375	2.3333333333333335	2.1333333333333333	3.3333333333333335	1.5	1.5	1.368421052631579	1.75	1.2857142857142858	1.6666666666666667	2.2857142857142856	1.75	1814
2758	CAREFUL	小心	1.4705882352941178	1	1.75	1.6	1.4545454545454546	1.6666666666666667	1.9230769230769231	2	1.3076923076923077	1.125	2.5625		2.210526315789474	2.5	1.619047619047619	2.5	1.0952380952380953	1	2.7058823529411766	1.6	3031
2762	BLOCK (THE WAY)	堵塞	1	1	3.210526315789474	4	2.388888888888889	3	2.3333333333333335	2	3.411764705882353	2.75	2.8333333333333335	3	2.2222222222222223	2.5	1.15	1.6666666666666667	1.0869565217391304	1	2.3125	2.3333333333333335	634
2766	WATERMELON	西瓜	3.4705882352941178	4.666666666666667	1	1	1	1	1.0666666666666667	1	1	1	1	1	1	1	3.3157894736842106	3.5	1.2777777777777777	1.6666666666666667	3.4166666666666665	4.166666666666667	2915
2775	FORENOON	上午	1.9	1	1	1	1	1	1	1	1.0666666666666667	1	1	1	1.125	1	1.5789473684210527	2.5	1.0454545454545454	1	3.923076923076923	4.2	2356
2797	SESAME	芝麻	1.1176470588235294	1.3333333333333333	1	1	1	1	1	1	1	1	1	1	1	1	2	2.4	1.0476190476190477		4.684210526315789	5	3573
2819	GRASSLAND	草地	3.263157894736842	3	1	1	1	1	1	1	1	1	1	1	1	1	2.3	3	1.2272727272727273	1.2	3.9285714285714284	3.8333333333333335	244
2856	CHANGE (SOMETHING)	改变	1.3529411764705883	1.3333333333333333	1.434782608695652	1	1.7647058823529411	1.5	1.25	1.4	1.125	1.3333333333333333	1.8333333333333333	2	1.7058823529411764	2	2.3	2.6	1.1363636363636365		4	2	839
2857	CHANGE (BECOME DIFFERENT)	变化	1.45	3	1.2666666666666666	1	1.25	1.875	1.25	1.25	1.4285714285714286	1	1.6111111111111112	1.3333333333333333	1.7647058823529411	2.75	1.75	3	1.2857142857142858	1.5714285714285714	2.5833333333333335	2.6666666666666665	134
2862	CONNECT	连接	1.3888888888888888	1	1.173913043478261	1	1	1	1	1	1	1	1.1304347826086956	1	1	1	2.125	2	1		4.473684210526316	5	1715
2864	DECREASE	减少	1	1	1.8181818181818181	2	1.8823529411764706	1.75	1.5384615384615385	1.6	1.6875	1.6666666666666667	1.5909090909090908	2	1.375	1.5	1.475	1.4	1.0909090909090908		4.2105263157894735	3	1322
2869	BOTHER (HARASS)	打扰	1.1111111111111112	1	2.7333333333333334	3.4	2.3333333333333335	3.5	2.5	3	3.3333333333333335	2.3333333333333335	3.125	3.5	2.7222222222222223	3	1.1111111111111112	1.3333333333333333	1	1	2	1.6666666666666667	439
2871	SWING (MOVEMENT)	摆动	1.5	1	1.4666666666666666	1	1.2142857142857142	1.25	1.2777777777777777	1	1.1764705882352942	1.3333333333333333	1.2352941176470589	1	1.3333333333333333	1.25	1.2105263157894737	2	1.565217391304348	1.3333333333333333	2.5	2.6666666666666665	26
2879	SOUND (OF INSTRUMENT OR VOICE)	音响	1.3125	1	1	1	1	1	1	1	1.0625	1.5	1.173913043478261	1.3333333333333333	1	1	2.125	2.4	1.3043478260869565		4.35	5	3301
2880	HALT (STOP)	停止	1.1666666666666667	1	2.533333333333333	2	2.076923076923077	1.8	2.0714285714285716	2.4	1.6875	1.8571428571428572	1.5		1.7777777777777777	3	1.2	2	1.3	1.6	2.7857142857142856	2	2717
2883	DISTURB	惊动	1.368421052631579	1	2.8125	1.75	1.5	1.2857142857142858	2.2941176470588234	2.75	1.6	2.1666666666666665	2.4444444444444446	2.3333333333333335	3.6470588235294117	2	1.368421052631579	2.3333333333333335	1.5238095238095237	2.2857142857142856	1.9166666666666667	1.8333333333333333	1466
2890	WALK (TAKE A WALK)	散步	2.4444444444444446	2.6666666666666665	1	1	1	1	1	1	1	1	1.173913043478261	1	1	1	3.025	3.6	1.0952380952380953		4.8	4	2303
2893	NOTICE (SOMETHING)	通知	1.0588235294117647	1	1.434782608695652	1	1.5	1.2	1.3846153846153846	1.3333333333333333	1.2	1	1.8636363636363635	1.6666666666666667	1.375	1.25	1.65	1.6	1.0909090909090908		3.95	5	2727
2900	PROTECT	保护	2.6	2.5	1	1	1	1	1	1	1	1	1	1	1.2380952380952381	2	3.25	3.3333333333333335	1.15	1	4.666666666666667	3.875	55
2909	PREPARE	准备	1.95	1.6666666666666667	1	1	1	1	1.1875	1	1	1	1.2142857142857142	1	1.2105263157894737	2	2.0952380952380953	2	1	1.3333333333333333	4	3.2	3707
2911	BACKWARD	落后	1	1	3.5652173913043477	4	3.176470588235294	3.2	2.6153846153846154	2.8	3.3125	2.3333333333333335	2.869565217391304	3	2.0588235294117645	2.25	1.1111111111111112	1.2	1.0454545454545454		3.15	2	1788
2914	ONCE (IN THE PAST)	从前	1.736842105263158	1.6666666666666667	1	1	1.3846153846153846	2.1666666666666665	1.1111111111111112		1.2	1	1.0714285714285714	1.6666666666666667	1.1176470588235294	1	1.5789473684210527	1.75	1	1.1666666666666667	4.214285714285714	3.6666666666666665	413
2917	NEXT TO	隔壁	1.411764705882353	1	1	1.5	1.2	1.1666666666666667	1.25	1.5	1.3076923076923077	1	1.1428571428571428	1	1.5	1	1.3333333333333333	2.4	1.263157894736842	1.5	3.1538461538461537	2.8	901
292	RUG	地毯	1.631578947368421	1	1	1	1	1	1	1	1.125	1.2	1	1	1.0555555555555556	1	1.9047619047619047	2.5	1.05	1.2	3.6	4	541
2929	BENEFIT	好处	3.55	5	1	1	1	1	1.0666666666666667	1	1.375	1	1	1	1.45	1.5	4	4.5	1.826086956521739	2.8333333333333335	3.4	4.666666666666667	1071
2930	BOSS	老板	1.5294117647058822	1	2.25	2.6	1.2727272727272727	1.8	2.7142857142857144	2	2.357142857142857	2.625	2.3125		2	2	1.3	3	1.3181818181818181	1.6	2.4705882352941178	2.4	1670
2931	BUSINESS	买卖	1.2941176470588236	1	1.5	2	1.25	1.2	1.3076923076923077	1.5	1.3125	1	1.6363636363636365	1.6666666666666667	1.2352941176470589	1	1.75	2.4	1		4.368421052631579	4	1809
2933	CONVERSATION	交谈	2.1363636363636362	4	1.125	1.2	1	1	1	1	1.25	1	1.5	1	1.1764705882352942	1.3333333333333333	1.8571428571428572	3	1.2916666666666667	1	3.6923076923076925	4	1355
2941	HAPPINESS	幸福	4.7	4.666666666666667	1	1	1	1	1	1	1.1764705882352942	1.1666666666666667	1.0666666666666667	1	1.625	1.75	4.722222222222222	4.25	2.125	2.8333333333333335	4.583333333333333	4	3097
2944	CALL (APPEAL)	称呼	1.5238095238095237	1	1.0666666666666667	1	1	1	1	1	1.1176470588235294	1	1	1	1.2222222222222223	1	1.3157894736842106	2.5	1.1	1.1666666666666667	3.875	3.75	301
2950	MEANING	意思	1.0588235294117647	1	1.2272727272727273	1	1	1	1	1	1	1	1.173913043478261	1.3333333333333333	1	1	1.825	2	1.0952380952380953		4.473684210526316	5	3291
2953	SLEEVE	袖子	1.2352941176470589	1	1	1	1	1	1	1	1	1	1	1	1	1	1.794871794871795	2.4	1.0909090909090908		4.611111111111111	5	3122
2961	MESSAGE	信息	1.2352941176470589	1.3333333333333333	1	1	1	1	1.0833333333333333	1.2	1	1	1.3181818181818181	1.3333333333333333	1	1	1.7692307692307692	2.2	1.2173913043478262		4.631578947368421	5	3073
2964	NEWS	消息	1.2941176470588236	1.3333333333333333	1.0909090909090908	1	1.1176470588235294	1.4	1	1	1	1	1.4545454545454546	1.3333333333333333	1.1764705882352942	1.5	1.8717948717948718	2	1.2272727272727273		4.611111111111111	5	3024
2968	REASON	原因	1.5555555555555556	1	1.0625	1	1	1	1.2	1	1.1428571428571428	1	1.1428571428571428	1	1.7222222222222223	1	1.5555555555555556	2.6	1	1	3.3076923076923075	4	3409
2972	SLEEP (STATE)	睡眠	3.210526315789474	3	1.0625	1.4	1.3846153846153846	1.25	1	1	1.1578947368421053	1	1.588235294117647	2	1.263157894736842	1	3.65	3	1.35	1	4.571428571428571	4.666666666666667	2575
2975	THOUGHT	心思	2.1666666666666665	2.6666666666666665	1.2777777777777777	2	1.5555555555555556	1.6666666666666667	1.4375	1.25	1.125	1	1.5294117647058822	1	1.25	1	1.85	3.3333333333333335	1.4583333333333333	1.3333333333333333	3.625	4.333333333333333	3054
2976	VIOLENCE	暴力	1	1	4.142857142857143	3.8	3.2666666666666666	4	4.222222222222222	3.75	4.166666666666667	3.3333333333333335	3.75	4	3.5	3.5	1	1	1	1	1.875	1	76
2977	WORKER	工人	1.631578947368421	1	1.2142857142857142	1.2	1.4	1.375	1.0714285714285714	1	1.1764705882352942	1.2	1.2142857142857142	1.25	1.1428571428571428	2	1.4444444444444444	2.2	1.0476190476190477	1	3.3846153846153846	3.75	918
2978	DISTANCE	距离	1.15	1	1	1	1.0714285714285714	1	1.3333333333333333	1	1.3125	1	1.1764705882352942	1	1.2	1.3333333333333333	1.631578947368421	2	1.0454545454545454	1	3	2.6666666666666665	1523
2980	AREA	平面	1.125	1	1	1	1.0625	1	1	1	1	1	1.2272727272727273	1.3333333333333333	1	1	1.8	2	1.1304347826086956		4.777777777777778	5	2045
2982	GIFT	礼物	4.333333333333333	4	1	1	1	1	1		1.0666666666666667	1	1.3571428571428572	1	1.5	1.5	4.277777777777778	4	1.9047619047619047	2.1666666666666665	3.857142857142857	3	1693
2996	WEALTH	财富	3.2222222222222223	4	1.1363636363636365	1	1	1	1	1	1	1	2.3181818181818183	1.3333333333333333	1.3125	1.75	4.2631578947368425	4.2	1.3636363636363635		4	3	224
2997	COLORFUL	丰富	2.8	2.5	1.1333333333333333	1.25	1	1	1	1	1.0625	1.3333333333333333	1.0714285714285714	1	1.1578947368421053	1	3.2	2.6666666666666665	1.7272727272727273	1.5	4.153846153846154	3.875	786
2999	EVERYWHERE	到处	1.5294117647058822	1	1.3888888888888888	1.6666666666666667	1.4444444444444444	1.6666666666666667	1.1333333333333333	1	1.8823529411764706	1.25	1.7777777777777777	1	1.6666666666666667	1	1.65	2.6666666666666665	1.0909090909090908	1.25	3.25	4	520
3	BRAVE	勇敢	3.7	4	1	1	1	1	1	1	1.0588235294117647	1	1.0625	1	1.85	2.3333333333333335	4.277777777777778	4	1.7391304347826086	1.8333333333333333	3.2666666666666666	4.666666666666667	3331
3001	POWERFUL	强大	2.2777777777777777	4	1	1	1.0625	1.2	1	1	1	1	1.619047619047619	1	1.8235294117647058	2	3.525	3.4	1.1363636363636365		4.2	3	2142
3002	PRECIOUS	珍贵	4.294117647058823	5	1	1	1.1176470588235294	1.3333333333333333	1	1	1	1	1.1111111111111112	1	2.1666666666666665	2	4.157894736842105	4.666666666666667	1.84	2.25	3.625	4.333333333333333	3513
3005	FAMILIAR	熟悉	2.8333333333333335	2.25	1	1	1.3636363636363635	1.8333333333333333	1.1428571428571428	1	1	1	1		1.2777777777777777	1	3.3333333333333335	4	1.3181818181818181	1.7142857142857142	4.5625	4	2548
3054	BEAR FRUIT	结果	1.7777777777777777	1	1.2307692307692308	1	1.2	1.1666666666666667	1.5333333333333334	1	1.4705882352941178	1.2	1.5555555555555556	1	1.5294117647058822	1	1.6666666666666667	3	1.25	1	3.75	3.4	1405
3070	HOLD A MEETING	开会	1	1.6666666666666667	1.9411764705882353	2.2	1.2307692307692308	1.75	1.8	1.6666666666666667	1.6666666666666667	1	2.1176470588235294	2.5	1.6842105263157894	1	1.2105263157894737	1.6666666666666667	1.0952380952380953	1.4	3	3.1666666666666665	1549
3073	MANAGE	管理	1.6842105263157894	1.6666666666666667	1.4666666666666666	2	1	1	1.25	1.2	1.6875	1.1428571428571428	1.25		1.1666666666666667	2	1.6666666666666667	3	1.0555555555555556	1.3333333333333333	3.5714285714285716	2.5	998
3077	SWALLOW (BIRD)	燕子	2.4	3.3333333333333335	1	1	1.0769230769230769	1.1666666666666667	1	1	1.1875	1.1666666666666667	1.125	1	1.1764705882352942	1	2.3684210526315788	2	1.4583333333333333	2.8333333333333335	4.384615384615385	4.5	3208
3081	CROPS	庄稼	2.263157894736842	3	1	1	1	1.5	1	1	1	1	1.0625	1	1.105263157894737	1	2.25	3	1	1.1666666666666667	3.933333333333333	4	3695
3083	BALLOON	气球	2.8421052631578947	1.5	1	1	1	1	1.2	1	1.1333333333333333	1.4	1.1333333333333333	1	1	1	2.263157894736842	3.5	1.619047619047619	2.3333333333333335	3.8461538461538463	4.5	2105
3088	ENVELOPE	信封	1.7894736842105263	1.5	1	1	1	1	1	1	1	1	1	1	1.1	1	1.9	2.3333333333333335	1.0909090909090908	1.2	4.076923076923077	3.625	3069
3099	SOFA	沙发	2.111111111111111	2.25	1	1	1	1	1	1	1.0625	1	1	1	1.0588235294117647	1	1.7777777777777777	2.75	1.5294117647058822	1.5	4.333333333333333	4.75	2312
3102	TANK	坦克	1.380952380952381	1	1.625	1	1.4615384615384615	1.2	2.4705882352941178	3	2.2777777777777777	1.25	1.5333333333333334	1	2.8	2.5	1.0555555555555556	2	1.1	1.5	3.0625	2.5	2636
3179	CORAL ROCK	珊瑚	2.7222222222222223	1.25	1	1	1	1	1.2857142857142858	1	1.1176470588235294	1	1	1	1.380952380952381	1.5	2.473684210526316	2.75	1.3846153846153846	2.8	3.7857142857142856	4.333333333333333	2329
3202	CANNON	大炮	1.0555555555555556	1	2.466666666666667	2	2.230769230769231	1.4	3.9285714285714284	2.6	2.4375	2.142857142857143	1.9		2.388888888888889	1.5	1.2857142857142858	2.5	1.25	1.4	2.2857142857142856	1.5	464
3204	INSULT	侮辱	1	1	4.681818181818182	3	4.352941176470588	3.6	3.230769230769231	2.8	4.4375	4.333333333333333	3.4166666666666665	3	3	2.75	1.054054054054054	1.2	1		2.1	1	2900
323	FAT (ORGANIC SUBSTANCE)	脂肪	1.1176470588235294	1.3333333333333333	2.3125	1.8333333333333333	1.9444444444444444	1.6666666666666667	2.411764705882353	2	2.5	3.75	2.2941176470588234	1	1.7647058823529411	2.25	1	1	1.0833333333333333	1	2.8461538461538463	3	3577
3230	DECEIVE	欺骗	1	1	4.5625	4.5	3.142857142857143	3.8333333333333335	3.5789473684210527		4.0625	3.8333333333333335	3.5714285714285716	3.3333333333333335	2.9411764705882355	3.5	1	1	1.4761904761904763	1.3333333333333333	2.0714285714285716	1	2077
3276	SUNSHINE	阳光	3.2777777777777777	4.666666666666667	1	1	1	1	1	1	1	1	1.0952380952380953	1	1	1	4.275	4.5	1.1363636363636365		4.55	5	3209
3283	CAGE	笼子	1.0526315789473684	1	2.625	2.25	2.4166666666666665	2.25	2.588235294117647	2.25	2.3333333333333335	2.3333333333333335	2.4444444444444446	1.6666666666666667	1.8235294117647058	2.25	1.05	2	1.1904761904761905	1.8	2.0833333333333335	2.3333333333333335	1767
3299	KIND	善良	3.6666666666666665	4	1	1	1	1	1	1	1	1	1	1	1.0625	1	4	4.2	1.2608695652173914		4.5	4	2333
3302	QUARREL (VERB)	争论	1	1	3	2	2.7058823529411766	2.4	1.9230769230769231	2	2.9375	4	3.090909090909091	3.3333333333333335	1.8235294117647058	2.25	1.35	1	1.0869565217391304		3	2	3530
3303	PICTURE (PAINTING)	图画	2.1052631578947367	1.3333333333333333	1	1	1	1	1	1	1	1	1.0666666666666667	1	1	1	2.1	2.3333333333333335	1.3333333333333333	2	3.8	3.8333333333333335	2757
3304	PICTURE (PHOTOGRAPH)	相片	2.9473684210526314	2.3333333333333335	1	1	1.0588235294117647	1.6	1	1	1.1176470588235294	1	1		1	1	2.526315789473684	2.5	1.631578947368421	1.6666666666666667	3.7857142857142856	3.6	2993
3325	PEARL	珍珠	3.473684210526316	3.6666666666666665	1	1	1	1	1	1	1.0625	1	1		1.7222222222222223	1	3.3333333333333335	4	1.65	2.3333333333333335	3.5714285714285716	3.5	3515
3333	BELIEF (RELIGIOUS)	信念	3.210526315789474	4	1	1	1.1428571428571428	1.5	1		1	1	1	1	1.375	1.5	3.3157894736842106	3.5	1.6818181818181819	1.5	4.571428571428571	4	3071
3349	WRISTWATCH	手表	2	1	1	1	1	1	1	1	1.1428571428571428	1	1	1	1	1	1.8421052631578947	3	1.0476190476190477	1	3.25	3.3333333333333335	2517
3350	GET UP FROM BED	起床	1.7058823529411764	1	1.8125	1	1.2142857142857142	1.6	1.8666666666666667	2.6666666666666665	1.9444444444444444	1.5	1.8333333333333333	4	1.2105263157894737	1	1.105263157894737	2.3333333333333335	1.2105263157894737	1.2857142857142858	2.75	3.1666666666666665	2093
3357	CUPBOARD	柜子	1.1764705882352942	1	1	1	1	1	1	1	1	1	1	1	1	1	1.875	2.4	1.0909090909090908		4.6	5	1025
3362	BOILED WATER	开水	1.8333333333333333	1	1.1333333333333333	1.5	1	1	2.3333333333333335	3	1.9444444444444444	2	1.0769230769230769	1.6666666666666667	1.6666666666666667	2	1.894736842105263	2.5	1.1923076923076923	1	3.142857142857143	2.3333333333333335	1556
3363	NOT HAVE	没有	1	1	2.0869565217391304	2	1.9375	2	1.3846153846153846	1.6	1.6666666666666667	1	1.7826086956521738	2.3333333333333335	1.0588235294117647	1.5	1.375	1.25	1.1818181818181819		3.7	2	1829
3375	PATIENT (SICK PERSON)	病人	1	1	2.347826086956522	4	3.588235294117647	3.8	2.8461538461538463	3.2	3.25	2.3333333333333335	2.739130434782609	2.3333333333333335	1.75	2.25	1.15	1.2	1.1818181818181819		3.1	2	167
3376	ROBBER	强盗	1.0666666666666667	1	4.066666666666666	3	3.8181818181818183	3.142857142857143	3.8666666666666667	5	3.764705882352941	3.6	3.357142857142857	3.5	3.6470588235294117	2.6666666666666665	1	1	1.2272727272727273	2.75	1.3636363636363635	1.4	2143
3377	EMPEROR	皇帝	2	1	1.7272727272727273	2	1.2941176470588236	1.6	1.9230769230769231	1.8333333333333333	1.5	1.3333333333333333	1.5909090909090908	1.3333333333333333	2.411764705882353	1.5	2.175	2.4	1.5238095238095237		3.9	5	1174
3382	PEACOCK	孔雀	2.5789473684210527	2.3333333333333335	1	1	1	1	1	1	1.4736842105263157	1	1.125	1	1.5	1.5	2.8	2.3333333333333335	1.4285714285714286	2	3.466666666666667	3.8333333333333335	1618
3390	WILD RICE	水稻	1.2941176470588236	2	1	1	1	1.4	1	1	1	1	1	1	1	1	2.55	2.6	1.0454545454545454		4.684210526315789	5	2565
3396	BUILDING	楼房	1.4210526315789473	2	1.2	1.25	1	1	1.125	1	1	1.3333333333333333	1	1	1	1	1.4210526315789473	2.3333333333333335	1	1	3.8461538461538463	4.25	1770
3399	WAREHOUSE	仓库	1.3529411764705883	1	1	1	1.0714285714285714	1.1666666666666667	1	1	1.0666666666666667	1.3333333333333333	1	1	1.1666666666666667	1	1.4444444444444444	2.4	1.105263157894737	1.1428571428571428	3.4615384615384617	4	238
34	STAIRS	楼梯	1.3157894736842106	1	1	1	1	1	1.125	1	1.5294117647058822	1.2	1.1333333333333333	1	1.0555555555555556	1	1.4285714285714286	2.5	1	1.1666666666666667	3.6	3.4	1771
3406	MERCHANDISE	货物	1.263157894736842	1	1	1	1	1	1.1176470588235294	2	1.1764705882352942	1	1		1	1	1.4210526315789473	2.5	1	1.1666666666666667	3.2857142857142856	3.6	1221
3407	FILE (TOOL)	文件	1.3157894736842106	1	1.1875	1	1	1.3333333333333333	1		1.2	1	1.2142857142857142	1.3333333333333333	1.1764705882352942	1.5	1.3157894736842106	2.5	1	1	4.230769230769231	4	2864
3427	DIRECTION	方向	1.894736842105263	1.6666666666666667	1.2	1	1.0714285714285714	1	1	1	1	1	1.2222222222222223	1	1.1176470588235294	1.25	1.3157894736842106	2.3333333333333335	1.1304347826086956	1.3333333333333333	3.142857142857143	2.8333333333333335	728
3429	COMPARE	比较	1	1	1.7391304347826086	2	1.588235294117647	1.4	1.25	1.25	1.1428571428571428	1	1.826086956521739	1.6666666666666667	1.2941176470588236	1.3333333333333333	1.65	2.4	1		4.3	3	115
3430	CELEBRATE NEW YEAR	过年	4.470588235294118	4	1	1	1.1	1	1.0769230769230769	1	1	1	1	1	1.2105263157894737	1	3.5555555555555554	2.8	1.8181818181818181	1.8333333333333333	3.5384615384615383	2	1042
344	TREE TRUNK	树干	2.111111111111111	1	1	1	1	1	1	1	1.3333333333333333	1.5	1	1	1.1666666666666667	1	1.7647058823529411	2.6	1	1	4.384615384615385	4	2552
3443	TOFU	豆腐	2.2222222222222223	2	1	1	1	1	1	1	1.125	1	1.125	1	1	1	1.631578947368421	2.25	1.625	1.5	3.3846153846153846	4.25	628
3447	BEGIN OR START	开始	1.6666666666666667	1.6666666666666667	1	1	1	1	1	1.2	1	1	1.3478260869565217	1.3333333333333333	1.1176470588235294	1	2.225	2.8	1		4.684210526315789	5	1555
3455	COMMEND	称赞	3.2777777777777777	4.333333333333333	1	1	1	1	1.0769230769230769	1	1	1	1.1904761904761905	1	1.6470588235294117	1.75	4.15	4.4	1.4090909090909092		3.5	2	302
3469	LEVEL	水平	2	1.25	1	1	1	1	1.0714285714285714	1	1.1538461538461537	1	1.125		1	1	1.8571428571428572	3	1.0909090909090908	1.1666666666666667	3.6470588235294117	3.4	2572
3471	OBLIGATION (DUTY)	义务	1.2777777777777777	2.3333333333333335	2.1739130434782608	1	1.5294117647058822	1.2	1.6923076923076923	1.5	1.6428571428571428	1.3333333333333333	2.6666666666666665	2.3333333333333335	1.375	1.25	1.7692307692307692	2.2	1.1818181818181819		3.85	5	3283
3554	GOODBYE	欢送	2.9444444444444446	4.666666666666667	1	1	1.411764705882353	1.3333333333333333	1	1	1.1875	1	1.3333333333333333	1	1.8888888888888888	2.5	3.45	4.333333333333333	2.72	2.5	3.25	4	1158
3608	WARRIOR	勇士	3.263157894736842	2.5	1.1428571428571428	1	1.1818181818181819	1.1428571428571428	1	1	1.0625	1	1.2	1	1.65	1	3.2777777777777777	3.6	1.380952380952381	2	3.3846153846153846	3.5	3333
3628	HONOR (SOMEBODY)	荣誉	3.526315789473684	4	1	1	1	1.2	1.0588235294117647	1	1.2352941176470589	1	1		1.25	1	4.352941176470588	3.75	1.4705882352941178	1.3333333333333333	3.2142857142857144	2.6	2285
3629	HESITATE	犹豫	1	1	2.9130434782608696	3	2.5294117647058822	2.4	2.076923076923077	1.4	2.3125	2	2.739130434782609	2.6666666666666665	1.375	2.25	1.5	1.25	1.173913043478261		3.3	3	3354
363	DWELL (LIVE, RESIDE)	居住	1.631578947368421	1.3333333333333333	1	1	1	1	1	1	1.0625	1	1	1	1.1578947368421053	1.5	1.9523809523809523	3	1	1.1666666666666667	3.8666666666666667	3.8	1504
3632	GENEROUS	大方	3.0588235294117645	3.3333333333333335	1	1	1	1	1	1	1	1	1.0588235294117647	1	1.263157894736842	2	3.6842105263157894	4	1.8421052631578947	2	3.9166666666666665	4.333333333333333	451
3634	STUBBORN	顽固	1.1764705882352942	1	3	2.2	1.7272727272727273	2.2	2.5714285714285716	3	2.9285714285714284	1.875	2.3125		2.0526315789473686	4	1.2857142857142858	2.5	1.2727272727272727	1	2.4705882352941178	1.8	2808
3635	ADULT	大人	1.65	1	2	1	1.3571428571428572	1.8333333333333333	1.5333333333333334	1	1.8125	1.1666666666666667	1.7333333333333334	1.3333333333333333	1.75	1	1.736842105263158	2	1.6666666666666667	2.8333333333333335	3.6923076923076925	3.8	465
3639	AVOID	避免	1.1176470588235294	1	1.9090909090909092	2	1.6875	2.2	1.6923076923076923	1.6666666666666667	1.2666666666666666	1.3333333333333333	2.25	1.6666666666666667	1.588235294117647	1.3333333333333333	1.4871794871794872	1.4	1.0909090909090908		3.75	3	126
364	SMEAR	传播	2	2	1.2666666666666666	1.2	1	1	1.2	1	1.5	1.2	1.4	1.6666666666666667	1.1666666666666667	1.25	1.894736842105263	2.75	1.0476190476190477	1.1666666666666667	3.5384615384615383	3.8333333333333335	377
3642	COMPLAIN	抱怨	1	1	4.086956521739131	3	3.3529411764705883	3.2	2.3076923076923075	2.1666666666666665	3.5625	2	3.4545454545454546	2.6666666666666665	1.875	2	1.2222222222222223	1.2	1.2608695652173914		2.65	1	75
3643	AGREE	同意	3.25	3.5	1	1	1	1	1	2	1.0625	1.2	1	1	1.3125	1	3.4	3	1.1818181818181819	1	4.416666666666667	4.8	2737
3645	PERSUADE	说服	1.5555555555555556	1.6666666666666667	1.608695652173913	2	1.5625	1.6	1.3076923076923077	1.1666666666666667	1.2666666666666666	1.6666666666666667	1.8636363636363635	2.6666666666666665	1.7058823529411764	2	2.076923076923077	2.2	1		4	5	2579
3655	STORE UP	收藏	1.9444444444444444	3.3333333333333335	1	1	1.0625	1	1	1	1	1	1.0952380952380953	1.3333333333333333	1.3125	1.5	2.875	3.8	1.0909090909090908		4.6	5	2507
3665	TRAVEL	旅行	4.166666666666667	4.666666666666667	1	1.1428571428571428	1	1	1.3529411764705883	1	1	1	1	1	1.3125	1.6666666666666667	4.631578947368421	4.5	1.9130434782608696	2	3.7142857142857144	2.75	1793
3666	WANDER	徘徊	1.5789473684210527	1	1.4375	1.5	1.6666666666666667	2.4	1.9411764705882353	1	1.5625	1.2	1.7894736842105263		1.588235294117647		1.3157894736842106	2.5	1.2222222222222223	1.3333333333333333	3.2142857142857144	2.6	1989
3687	DESERT	沙漠	2.1052631578947367	1	1.125	1.25	1.2777777777777777	1.2	2.3529411764705883	1	1.8888888888888888	1.6	1.2777777777777777		1.8823529411764706	1	1.6842105263157894	2.25	1.2222222222222223	2	3.2142857142857144	3.2	2313
3695	MOVEMENT	动静	1.380952380952381	1	1.4375	1	1.1538461538461537	1.2	1.411764705882353	2	1.2941176470588236	1.25	1.4375	1	1.736842105263158	2.25	1.4210526315789473	2	1.1	1	3.0625	3	614
3704	ODOR (SMELL)	气味	2.1363636363636362	1	1.125	1.2	1	1	1.5555555555555556	1	1.588235294117647	1	1.0666666666666667	1	1	1.3333333333333333	1.55	2.5	1.2916666666666667	1.3333333333333333	3.4615384615384617	3.75	2108
3747	SHAPE	形状	1.1875	1	1	1	1	1	1	1	1	1	1	1	1	1	1.7435897435897436	2	1		4.833333333333333	5	3093
3762	SAFE	安全	3.1578947368421053	2.5	1	1	1	1	1.0666666666666667	1	1	1	1.2142857142857142	1	1.1176470588235294	1.5	3.6842105263157894	3.75	1.3636363636363635	1.3333333333333333	4.769230769230769	4.666666666666667	9
3847	INTEREST (FEELING)	兴趣	3.4	4	1	1	1	1	1.1333333333333333	1	1.2222222222222223	1	1.0625	1	1.25	1	3.6315789473684212	3	2.130434782608696	2.1666666666666665	3.2	4.666666666666667	3096
3881	PISTOL	手枪	1	1	2.9130434782608696	3	2.588235294117647	1.8	3.6153846153846154	3.3333333333333335	2.75	2.6666666666666665	2.409090909090909	3	3.235294117647059	2.5	1.205128205128205	1.2	1.173913043478261		3.1	1	2523
