CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_HAPPINESS_MEAN_FEMALE	CHINESE_HAPPINESS_MEAN_MALE	CHINESE_ANGER_MEAN_FEMALE	CHINESE_ANGER_MEAN_MALE	CHINESE_SADNESS_MEAN_FEMALE	CHINESE_SADNESS_MEAN_MALE	CHINESE_FEAR_MEAN_FEMALE	CHINESE_FEAR_MEAN_MALE	CHINESE_DISGUST_MEAN_FEMALE	CHINESE_DISGUST_MEAN_MALE	CHINESE_ANXIETY_MEAN_FEMALE	CHINESE_ANXIETY_MEAN_MALE	CHINESE_SURPRISE_MEAN_FEMALE	CHINESE_SURPRISE_MEAN_MALE	CHINESE_CONTENTMENT_MEAN_FEMALE	CHINESE_CONTENTMENT_MEAN_MALE	CHINESE_AMUSEMENT_MEAN_FEMALE	CHINESE_AMUSEMENT_MEAN_MALE	CHINESE_SERENITY_MEAN_FEMALE	CHINESE_SERENITY_MEAN_MALE	LINE_IN_SOURCE
3897	NATURE	本质	1.8888888888888888	2	1.125	1	1.0909090909090908	1.3333333333333333	1	1	1.1538461538461537	1	1.0666666666666667		1.4210526315789473	1	1.5238095238095237	2.5	1.0909090909090908	1.1428571428571428	3.7058823529411766	4	108
390	PUNISHMENT	惩罚	1.1176470588235294	1	3.2	4.333333333333333	3.3636363636363638	3.142857142857143	3.7333333333333334	3	4	3.4	3.1666666666666665	1	2.764705882352941	3.6666666666666665	1	1.75	1	1.1666666666666667	2.0833333333333335	1.4	326
3902	TRUST (SOMEBODY)	信任	3.2	2	1	1	1	1	1	1	1	1	1.2857142857142858	1	1.4285714285714286	1	3.65	4.333333333333333	1.380952380952381	1.1666666666666667	4.3076923076923075	4.285714285714286	3072
3903	SYMPATHIZE	同情	2.6666666666666665	1.75	1.3333333333333333	1	1.6	2.1666666666666665	1.6428571428571428	1	1.2307692307692308	1.125	1.6		1.5263157894736843	1	2.238095238095238	3.5	1.1363636363636365	1.6666666666666667	3.3529411764705883	2.6	2731
3951	PANDA	熊猫	2.2222222222222223	3	1	1	1	1	1	1	1	1	1	1	1.1875	1	3.15	3.2	1.6521739130434783		4.666666666666667	4	3112
3954	FRIENDSHIP	友谊	4.052631578947368	3.6666666666666665	1	1	1	1	1.1176470588235294	1	1	1	1.3529411764705883	1	1.0588235294117647	1.25	4.421052631578948	4	2.130434782608696	2.6666666666666665	3.4285714285714284	4.166666666666667	3365
3957	SYSTEM	系统	1.15	1	1.25	1.2	1	1	1	1	1.2941176470588236	1	1.1333333333333333	1	1.2352941176470589	1	1.7142857142857142	2	1.2608695652173914	1	3.8461538461538463	4	2935
3958	SOCIETY	社会	1.894736842105263	1.3333333333333333	1.125	1.25	1.0555555555555556	1.5	1.5	2	1.375	1	1.5555555555555556		1.411764705882353	1	1.6842105263157894	2.5	1.4210526315789473	2.3333333333333335	3.4285714285714284	3.6	2372
3959	RELATIONSHIP	关系	1.6842105263157894	1	1.0714285714285714	1.25	1.0714285714285714	1.5	1.0666666666666667	1	1.5	1	1.125	1	1.263157894736842	1	1.9473684210526316	2.5	1.2727272727272727	1	3.3333333333333335	4	987
3960	IDENTITY	身份	1.6666666666666667	1	1.125	1.4	1	1.25	1	1.3333333333333333	1.1176470588235294	1.6666666666666667	1.4375	2	1.1666666666666667	2	1.95	2.6666666666666665	1.1428571428571428	2	3.3333333333333335	3.5	2377
3962	DISCIPLINE	纪律	1.1764705882352942	2	1.5	1	1.2941176470588236	1.5	1.3846153846153846	1.6666666666666667	1.6	1.6666666666666667	2.217391304347826	1.6666666666666667	1.1176470588235294	1.5	2.15	2.8	1.0454545454545454		3.75	4	1270
3963	SCENERY	风景	3.75	4.5	1	1	1	1	1	1	1.0588235294117647	1	1	1	1.2105263157894737	1.6666666666666667	3.6315789473684212	3.75	1.4545454545454546	1.5	3.6666666666666665	4.666666666666667	791
3964	SPLENDOR	光彩	3.4444444444444446	3.3333333333333335	1.0833333333333333	1	1	1	1	1	1.1764705882352942	1	1	1	1.125	1	3.7142857142857144	4	1.5909090909090908	2	4.142857142857143	2.25	1002
3966	CONCEPT	概念	1.5	1	1.2272727272727273	1	1	1	1	1	1	1	1.391304347826087	1.6666666666666667	1	1	1.8461538461538463	1.8	1.0454545454545454		4.421052631578948	5	848
3967	CONTENT	内容	1.0588235294117647	1	1	1	1	1	1	1	1	1	1.2272727272727273	1.6666666666666667	1	1	1.7692307692307692	2.2	1.0909090909090908		4.55	5	1938
3968	EFFECT	作用	2.1	2.3333333333333335	1	1	1	1	1.2	1	1.125	1	1	1	1.375	1.25	1.9473684210526316	2.75	1.125	1.2	4	4.2	3779
3970	PROCESS	过程	1.6	1.3333333333333333	1	1	1.125	1	1	1	1.2352941176470589	1	1.2666666666666666	1.5	1.2222222222222223	1.5	1.4	2.5	1.0952380952380953	1.1666666666666667	3.4	3.6	1036
3971	METHOD	办法	1.6666666666666667	2.6666666666666665	1	1	1	1	1	1	1.0666666666666667	1	1.2857142857142858	1.3333333333333333	1	1	2.3	2	1.1363636363636365		4.15	5	30
3972	EXCITED	兴奋	3.2941176470588234	3.3333333333333335	1	1	1	1	1	1.3333333333333333	1	1	1.1176470588235294	1	1.95	4	3.6315789473684212	4.25	2.263157894736842	2.7142857142857144	2.4166666666666665	2	3094
3975	NERVOUS	紧张	1	1	2.2142857142857144	2.25	2.6363636363636362	2.4285714285714284	2.8666666666666667	3	3.1176470588235294	2.6	3.5	3	2.588235294117647	3.3333333333333335	1.15	1.3333333333333333	1.2727272727272727	2.4	1.3333333333333333	1.75	1438
3986	COLLAPSE	崩溃	1.0588235294117647	1.3333333333333333	3.1875	3	3.6666666666666665	3	3.764705882352941	4	2.9375	3.25	3.7058823529411766	4	3.176470588235294	3	1.105263157894737	1	1.1666666666666667	1.6	2.076923076923077	1	111
3988	PLATEAU	高原	1.4444444444444444	1.5	1.0454545454545454	1	1.1764705882352942	1.4	1.3846153846153846	1	1.1333333333333333	1	1.3636363636363635	1.6666666666666667	1.375	1	2.4	3	1.1363636363636365		4.6	3	887
4	COURTYARD	院子	2.4210526315789473	1	1	1	1	1	1	1	1.0666666666666667	1.1428571428571428	1		1.0588235294117647	1	2.0476190476190474	3	1.105263157894737	1.1666666666666667	4.230769230769231	5	3418
4025	LANTERN	灯笼	2	1	1	1	1.0625	1	1.1666666666666667	1	1	1	1	1	1	1	2.425	2.6	1.2727272727272727		4.315789473684211	5	551
4033	ELEVATOR	电梯	1.5789473684210527	1.3333333333333333	1	1	1	1	1.4	2	1.0625	1	1.1666666666666667		1.125	1	1.5263157894736843	3	1.105263157894737	1	3.357142857142857	3.4	584
4035	SWEATER	毛衣	2.3684210526315788	2	1	1.25	1	1	1	1	1.4375	1	1		1	1	2.4285714285714284	3	1.4	1.5	3.9285714285714284	5	1821
411	GOURD	葫芦	2	2.3333333333333335	1	1	1	1	1	1	1.125	1.25	1	1	1.125	1	1.9	2	1.1304347826086956	1.2	3.4615384615384617	3.7142857142857144	1132
419	SEVERE	厉害	3.3333333333333335	3	1.0714285714285714	1	1	1	1.2142857142857142	1	1.3529411764705883	1	1.3571428571428572	1.6666666666666667	2.272727272727273	3	3.5789473684210527	3.25	1.4615384615384615	2.3333333333333335	2.7857142857142856	1.3333333333333333	1706
420	FOREST	森林	2.8333333333333335	2.6666666666666665	1	1	1.4375	1.2	1.8461538461538463	1.8	1	1	1.15	1	1	1	3.25	3	1.1818181818181819		4.722222222222222	5	2310
421	RETREAT	撤退	1	1	2	1	2.235294117647059	2	1.8461538461538463	1.8	2.066666666666667	1.3333333333333333	2.347826086956522	2	1.8823529411764706	2.25	1.5	1.4	1.0454545454545454		3.85	1	289
476	CUP	杯子	1.588235294117647	1	1	1	1	1	1.0769230769230769	1	1	1	1		1	1	1.5714285714285714	3.5	1.0454545454545454	1.4	3.588235294117647	4	83
478	LIP	嘴唇	1.4705882352941178	1.3333333333333333	1	1	1	1	1	1	1.5294117647058822	1	1	1	1.2352941176470589	1.3333333333333333	1.45	2.5	1.608695652173913	1.8333333333333333	3.5714285714285716	3.5	3756
479	GROW	生长	3.4	3	1.0714285714285714	1.3333333333333333	1.0625	1.5	1.0625	1	1	1	1.375	1	1.4444444444444444	1	2.6666666666666665	3.6	1.5	1.2857142857142858	3.5714285714285716	4.5	2419
480	PLATE	盘子	1.1666666666666667	1	1	1	1	1	1	1	1	1	1.0833333333333333	1	1	1	1.725	1.8	1.0476190476190477		4.7368421052631575	5	1993
484	CONDEMN	谴责	1	1	3.5294117647058822	3	2.9444444444444446	2.8	3.411764705882353	4	3.4444444444444446	2.8	3.263157894736842		3	4	1.105263157894737	1.5	1.1111111111111112	1.8333333333333333	2.0714285714285716	1.8	2140
485	DISAPPEAR	消失	1.2941176470588236	1	2.5	2.4	2.727272727272727	3	2.9285714285714284	2.5	2.7142857142857144	1.75	2.375		2.3684210526315788	2.5	1.0952380952380953	1	1.0454545454545454	1.1428571428571428	2.588235294117647	1.8	3023
488	MANNER	方法	1.65	2	1	1	1	1	1	1	1.1333333333333333	1	1.1875	1	1.3529411764705883	1	2.1052631578947367	2.75	1.3333333333333333	1.5	4.076923076923077	3.8	725
49	REFUSE	拒绝	1.1176470588235294	1	2.6666666666666665	4	2.9285714285714284	3	3.2	3.3333333333333335	2.888888888888889	2.5	3.7142857142857144	3.3333333333333335	2.8636363636363638	3.5	1.105263157894737	1	1.12	1	2.0714285714285716	1	1517
495	REVENGE	报复	1.0526315789473684	1	3.6	4.5	3.375	3.1666666666666665	3.8125	2.5	3.4705882352941178	3.3333333333333335	2.7857142857142856	3.6666666666666665	3	3	1.105263157894737	1.5	1.1904761904761905	1.1666666666666667	2.3076923076923075	1.375	68
496	CUCUMBER	黄瓜	1.7222222222222223	2.3333333333333335	1	1	1	1	1	1	1	1	1	1	1	1	2.675	2.6	1.391304347826087		4.7368421052631575	5	1176
500	CRUEL	残酷	1	1	3.739130434782609	4	3.7058823529411766	3	3.4615384615384617	3.3333333333333335	3.125	3.6666666666666665	3	2.6666666666666665	3.1176470588235294	3	1.105263157894737	1	1.1818181818181819		2.75	1	235
502	NAIL (TOOL)	钉子	1.1578947368421053	1	1.5833333333333333	1.3333333333333333	1.125	1.6	2.0588235294117645	1.5	1.588235294117647	1.8	1.875	1.5	1.4736842105263157	1	1.05	1.5	1.0952380952380953	1.6666666666666667	2.466666666666667	3	597
503	FROG	青蛙	1.1578947368421053	1	2	1	1.2	1	1.9411764705882353	1	2.1176470588235294	1.8	1.4375	1	1.5	1.5	1	1.5	1.4285714285714286	1.8	2.8	2.6	2171
504	LEARN	学习	1.6111111111111112	1.6666666666666667	1.565217391304348	1	1.411764705882353	1.5	1.3076923076923077	1.5	1.625	1.6666666666666667	2.652173913043478	1.3333333333333333	1	1	1.925	2.6	1.1428571428571428		3.85	4	3148
506	MAIZE	玉米	2.4444444444444446	1.5	1	1	1	1	1	1	1	1	1	1	1	1	2.5	2.8	1.4736842105263157	1.1666666666666667	3.4615384615384617	3.8	3392
509	CERTAIN	一定	1.2352941176470589	2	1.5	2	1.25	1.5	1	1	1.2142857142857142	1.3333333333333333	1.7727272727272727	1.6666666666666667	1.875	1.75	2.15	2.8	1		3.7	3	3241
511	BAOZI	包子	2.25	1.3333333333333333	1.0909090909090908	1.1666666666666667	1	1	1	1	1.1875	1.2	1	1	1.1666666666666667	1	2.619047619047619	3	1.4761904761904763	1.6	3.2666666666666666	3.8	45
512	SEE A DOCTOR	看病	1.0588235294117647	1	2.6956521739130435	2	3.1176470588235294	3	2.923076923076923	2.5	3.4375	2.6666666666666665	3	2	1.8823529411764706	1.75	1.135135135135135	1.4	1.0909090909090908		3.1	3	1564
513	THIS YEAR	今年	1.631578947368421	1	1.1666666666666667	1	1	1	1	1	1.0666666666666667	1	1.1333333333333333	1	1	1	1.45	2.5	1.0952380952380953	1.1666666666666667	3.8	4.4	1427
514	LAST YEAR	去年	1.0588235294117647	1	1	1	1.125	1.4	1	1	1	1	1.434782608695652	1	1	1	1.6923076923076923	2	1		4.578947368421052	5	2217
515	NEXT YEAR	明年	1.8421052631578947	2.3333333333333335	1.4666666666666666	1	1.1666666666666667	1.2	1.3076923076923077	1	1.2666666666666666	1.2857142857142858	1.105263157894737		1.125	1.5	1.9047619047619047	3	1.25	1.3333333333333333	3.5714285714285716	4.5	1888
52	SHIVER	发抖	1.0555555555555556	1	2.2	3.3333333333333335	2.4545454545454546	2.2857142857142856	2.933333333333333	1.3333333333333333	2.5	2	2.3333333333333335	1	2.4705882352941178	1.6666666666666667	1	1.3333333333333333	1.2857142857142858	1	2.25	1.6	674
541	POETRY	诗歌	2.736842105263158	4.333333333333333	1	1	1	1	1	1	1.1176470588235294	1.2	1		1.0625	1	3	3	1.9473684210526316	1.6666666666666667	4	4.2	2435
555	INFRINGE	侵犯	1	1	4.681818181818182	5	4.8	4.2	4.230769230769231	3.1666666666666665	4.8125	5	4	3.6666666666666665	4.125	3.5	1.0263157894736843	1	1		1.75	1	2155
558	PASS BY	经过	1.7894736842105263	1	1.125	1	1	1	1.1176470588235294	2	1.1176470588235294	1	1.1578947368421053		1	1	1.4736842105263157	2.75	1.263157894736842	1.1666666666666667	3.142857142857143	3.4	1459
57	ATOP	上边	1.8125	1.5	1.0714285714285714	1	1	1	1	1	1.411764705882353	1.2	1	1	1.125	1.3333333333333333	1.4	1.6666666666666667	1.0454545454545454	1	3.6666666666666665	4	2346
570	STAND UP	起来	1.3333333333333333	1	1.2272727272727273	1	1.1764705882352942	1.2	1	1	1.2	1	1.4583333333333333	1.6666666666666667	1.1875	1.25	1.875	2	1.2173913043478262		4.315789473684211	5	2096
573	SWAY	摇晃	1	1	1.7826086956521738	2	1.6470588235294117	1.6	1.7692307692307692	1.4	1.4666666666666666	1.3333333333333333	2	2.3333333333333335	1.3529411764705883	1.75	1.675	1.8	1.2608695652173914		3.45	2	3218
579	BATTLE	战役	1.105263157894737	1.3333333333333333	3.533333333333333	3.25	3.4615384615384617	2.2	3.9285714285714284	2.8	3.375	2.857142857142857	3		2.7777777777777777	1.5	1	1	1.15	1.1666666666666667	1.6923076923076923	1	3479
581	COME BACK	回来	1.3333333333333333	1.6666666666666667	1.2608695652173914	1	1.4375	1.8	1	1	1	1	1.2608695652173914	1	1.2352941176470589	1.25	2.025	2	1.173913043478261		4	4	1189
583	KIND OR POLITE	客气	1.8235294117647058	1.25	1.0666666666666667	1.5	1.0769230769230769	1.2	1.1428571428571428	1	1.6666666666666667	1.5	1.2307692307692308	1	1.380952380952381	2	2.1052631578947367	2.75	1.5769230769230769	2.5	3.5	2.6666666666666665	1599
584	DIFFICULT	困难	1	1	3.347826086956522	5	3.4705882352941178	3	2.6153846153846154	2.6666666666666665	3.25	4	3.7083333333333335	3	1.8235294117647058	2	1.2820512820512822	1.2	1		2.95	3	1648
585	BOOT	靴子	1	1	1	1	1	1	1	1	1	1	1.173913043478261	1.3333333333333333	1.0625	1	1.8717948717948718	2.2	1.1818181818181819		4.631578947368421	5	3138
586	GARDEN	花园	3.8	2.6666666666666665	1	1	1	1	1	1	1.0625	1	1	1	1.2352941176470589	1	3.3684210526315788	2.75	1.7391304347826086	1.3333333333333333	4.461538461538462	4.5	1142
587	ANT	蚂蚁	1.0555555555555556	1	1.1578947368421053	1	1	1	1.6	1	2.0588235294117645	2.1666666666666665	1.0714285714285714	1	1.125	1	1.5263157894736843	1.75	1.25	1.2	3.1538461538461537	2.4	1808
593	POTATO	土豆	2.2222222222222223	1.3333333333333333	1	1	1	1	1	1	1.0666666666666667	1.3333333333333333	1	1.3333333333333333	1	1	2.5	2.8	1.5		4.55	5	2765
595	GROUNDNUT (PEANUT)	花生	1.3888888888888888	2	1	1	1	1	1.1176470588235294	1	1.1176470588235294	1	1	1	1.5	1.5	1.6842105263157894	2.5	1.28	1.3333333333333333	3.25	4.666666666666667	1139
597	PHYSICIAN	医生	1.411764705882353	1.3333333333333333	1.2608695652173914	1	1.4	1.4	1.6666666666666667	1.6666666666666667	1.6	1	2	2	1.125	1	1.925	2.25	1.173913043478261		3.8	5	3253
6	EARTHQUAKE	地震	1	1	3.217391304347826	4	4.0588235294117645	3.4	4.153846153846154	3.8	3.5625	4.333333333333333	3.739130434782609	2.6666666666666665	3.6470588235294117	4	1	1	1.1363636363636365		1.736842105263158	1	546
600	STRANGE	奇怪	1.105263157894737	1	2.066666666666667	2.5	1.5714285714285714	2.25	2	2.75	2.5	1.75	2.235294117647059	1	2.5	4	1.2777777777777777	2	2.0434782608695654	2.5	1.5333333333333334	1.6666666666666667	2082
601	LIE (MISLEAD)	说谎	1	1	3.9	3	2.7857142857142856	3	3.066666666666667	3	4.266666666666667	4	3.3125	3.6666666666666665	2.6470588235294117	3.25	1	1	1.5833333333333333	2.8333333333333335	2.1538461538461537	2	2580
603	COAT	大衣	1.4705882352941178	1	1	1	1	1	1	1	1	1	1	1	1	1	2.3	2.2	1.1363636363636365		4.75	5	472
604	GLASS	玻璃	1.1578947368421053	1	1.4285714285714286	1.25	1	1	1.4666666666666666	1.75	1.5294117647058822	1	1.25	1	1.2105263157894737	1.5	1.8421052631578947	2	1.0454545454545454	1	3.1333333333333333	3.3333333333333335	171
605	GRAIN	粮食	2.8421052631578947	3	1	1	1.0555555555555556	1.75	1	1	1.1176470588235294	1	1		1.0666666666666667	1	2.8947368421052633	2.75	1.2941176470588236	1.3333333333333333	3.7142857142857144	4.6	1729
613	HIGH TIDE	洪水	1.0555555555555556	1	2.0625	3	2.3333333333333335	2.3333333333333335	3.375	3	2.2666666666666666	3	2.4	2.6666666666666665	2.611111111111111	4	1	1.5	1	1	2.3076923076923075	1	1107
616	HOSPITAL	医院	1.368421052631579	2	1.8571428571428572	1.75	2	1.5	3	3	1.9411764705882353	1.5	2.5555555555555554	1	1.6666666666666667	2	1.105263157894737	1	1	1	2.5	2	3256
619	ANIMAL	动物	1.5555555555555556	1.3333333333333333	1.0454545454545454	1	1.0625	1	1.1538461538461537	1.1666666666666667	1.1333333333333333	1	1.1363636363636365	1.3333333333333333	1	1	2.5	2.6	1.2272727272727273		4.315789473684211	5	621
620	INSECT	昆虫	1.2352941176470589	1	1.4285714285714286	1	1.375	1.4	2.1538461538461537	2	2.8125	2.3333333333333335	1.608695652173913	2	1.375	1	1.394736842105263	1.6	1.0869565217391304		4	5	1646
628	LEAF	叶子	1.7058823529411764	2.3333333333333335	1	1	1	1	1	1	1	1	1	1	1	1	2.8	3.2	1.1818181818181819		4.45	5	3235
630	LIGHT (RADIATION)	光芒	2.9444444444444446	3.6666666666666665	1	1	1	1	1	1	1	1	1.2608695652173914	1	1.25	1.75	3.375	4.2	1.4545454545454546		4	2	1006
631	LIVESTOCK	牲畜	1	1	1.5	1.75	1.6363636363636365	1.75	1.4615384615384615	1.2	1.8235294117647058	1.8	1.3571428571428572	1.25	1.5	3	1.2777777777777777	2	1.2380952380952381	1.5	3.3076923076923075	3	2424
633	MARKET	集市	2	3.3333333333333335	1	1	1	1	1	1	1	1	1.1363636363636365	1.3333333333333333	1	1	2.625	2.2	1.1818181818181819		3.9	5	1258
635	MILK	牛奶	1.9411764705882353	2.3333333333333335	1	1	1	1	1	1	1	1	1	1	1	1	2.75	2.8	1.1363636363636365		4.578947368421052	5	1961
639	MOUNTAIN	山峰	2.5	3.5	1	1	1	1	1.1538461538461537	1	1.125	1	1	1	1.45	1.3333333333333333	2.3157894736842106	3	1.3043478260869565	1.2	4.066666666666666	3.3333333333333335	2318
641	MUSHROOM	蘑菇	1.9444444444444444	1.5	1.0625	1	1.1428571428571428	1	1.1875	1	1.1428571428571428	1.1666666666666667	1	1	1.1666666666666667	1	2.1666666666666665	2.4	1.1764705882352942	1.5714285714285714	3.923076923076923	3.8	1903
642	MUSIC	音乐	4	4.666666666666667	1	1	1	1	1		1	1	1	1	1.125	1	4.277777777777778	3.75	2	2	4.214285714285714	4	3300
645	OCEAN	海洋	2.95	2	1.0833333333333333	1	1	1	1.25	1	1.0625	1	1	1	1.4736842105263157	2.5	2.4285714285714284	2.5	1.3	1.1666666666666667	3.6	3.2	1055
648	PAPER	论文	1.2777777777777777	1	1.2307692307692308	1.4	1.4545454545454546	1.1428571428571428	1.9285714285714286	2	2.0588235294117645	1.6	1.6428571428571428	2	1.2		1.2941176470588236	1.8	1.2380952380952381	1.4	3.5384615384615383	2.75	1783
652	PLAIN	平原	2.6315789473684212	1.6666666666666667	1.1333333333333333	1.25	1	1	1.0833333333333333	1	1	1	1		1.0588235294117647	1.5	2.4285714285714284	3.5	1.2	1.3333333333333333	4.285714285714286	5	2051
653	PLANT (VEGETATION)	植物	2.6666666666666665	1	1	1	1	1	1	1	1.1176470588235294	1	1	1	1	1	2.4285714285714284	2.5	1.391304347826087	1.3333333333333333	4.071428571428571	3.75	3588
661	RELIGION	宗教	1.1764705882352942	1	1.9090909090909092	3	1.625	1	2	2.1666666666666665	1.9333333333333333	1.3333333333333333	2.409090909090909	2	1.6875	2.25	1.4615384615384615	1.6	1.1363636363636365		3.7	2	3736
662	BATTERY	电池	1.3157894736842106	1	1.1333333333333333	1	1	1	1.25	1	1	1	1.1538461538461537	1	1	1	1.263157894736842	2.6666666666666665	1	1	4	4	574
665	BEE	蜜蜂	1.2941176470588236	1	1.0909090909090908	1	1	1	1.6666666666666667	2	1.8	2	1.5238095238095237	1	1.0625	1	2.15	2.4	1.4090909090909092		3.9	5	1856
667	ROAD	街道	1.1176470588235294	1.3333333333333333	1	1	1	1	1	1	1	1	1.1818181818181819	1.3333333333333333	1	1	2.075	2.2	1		4.5	5	1393
668	ROCK	岩石	1.9444444444444444	1	1	1.1666666666666667	1	1	1.25	1	1.1764705882352942	1	1.0666666666666667	2	1	1.3333333333333333	1.7619047619047619	2.5	1.0454545454545454	1.1428571428571428	4.461538461538462	4	3185
671	SAND	沙子	1.3157894736842106	1	1.6666666666666667	1.5	1.5714285714285714	1.75	1.3333333333333333	1	1.7058823529411764	1.5	1	1	1.263157894736842	1.3333333333333333	1.2777777777777777	2	1.173913043478261	1.5	3.2666666666666666	3.3333333333333335	2315
673	SCHOOL	学校	1.3157894736842106	1.5	1.3333333333333333	3	1.125	1.4	1.3125	1	1.8235294117647058	2.3333333333333335	1.5	1	1	1	1.6	3	1.0454545454545454	1	3.5384615384615383	3.625	3149
674	MOUTH	嘴巴	1.5294117647058822	1.25	1.1875	1.6	1	1	1.1428571428571428	1	1.3846153846153846	1.125	1.25		1	1	1.2	3	1.2380952380952381	1.8571428571428572	3.2941176470588234	3.8	3755
677	AXE	斧子	1.1666666666666667	1	1.3157894736842106	1.6666666666666667	1.5	1.6666666666666667	2.5625	1.75	1.8823529411764706	2.25	2.2777777777777777	2	1.7058823529411764	2	1.35	2.6666666666666665	1.0434782608695652	1.5	2.3125	3.3333333333333335	817
678	BEARD	胡子	1.1764705882352942	1	1.9411764705882353	1	1.0714285714285714	1.25	1.5	1	2.611111111111111	1.75	1.1666666666666667	1	1.15	2	1.0526315789473684	1.6666666666666667	1.3888888888888888	1	3.1666666666666665	3.3333333333333335	1131
680	BREAK (DESTROY OR GET DESTROYED)	打破	1.6666666666666667	2	2.0869565217391304	2	1.4375	1.6	1.4615384615384615	1.6666666666666667	1.4375	1	2.2083333333333335	1.6666666666666667	2.3529411764705883	2	2.15	2	1.1304347826086956		3.45	2	438
681	DESTROY	破坏	1.1111111111111112	1	2.9411764705882355	4	2.2142857142857144	3	2.789473684210526		2.625	2.3333333333333335	2.2	2.3333333333333335	2.5294117647058822	3.5	1	1	1.1904761904761905	1.3333333333333333	2.642857142857143	1	2063
682	SIDE	旁边	1	1	1	1	1	1	1	1	1.4	1	1.2727272727272727	1.3333333333333333	1	1	1.675	1.8	1.3043478260869565		4.3	5	1999
683	PERSON	人类	1.4705882352941178	1	1.3478260869565217	2	1.0666666666666667	1.4	1	1	1	1	1.4090909090909092	1.3333333333333333	1.1875	1.25	2.425	2.4	1.1304347826086956		4.421052631578948	5	2255
685	DECIDE	决定	1.6470588235294117	1.3333333333333333	1	2	1.1176470588235294	1.4	1	1.3333333333333333	1	1	1.7	1.6666666666666667	1.588235294117647	1.5	2.05	2.6	1.0454545454545454		3.7	2	1526
686	EASY	容易	2.9444444444444446	3.6666666666666665	1	1	1	1	1	1	1	1	1	1	1.1875	1.75	2.7	3	1.434782608695652	1.2	3.769230769230769	4.285714285714286	2289
69	SOBER	清醒	2.611111111111111	3.3333333333333335	1	1	1.6470588235294117	1	1	1	1	1	1.5	1	1.4375	1.25	3.1	3.4	1.173913043478261		4.631578947368421	5	2185
691	SEASON	季节	3.0625	3	1	1	1	1.2857142857142858	1	1	1	1	1	1	1.125	1	2.473684210526316	2.6666666666666665	1.1818181818181819	1.6	4.083333333333333	4.8	1275
694	GET	得到	2.888888888888889	2.5	1	1	1	1	1	1	1	1	1	1	1.2777777777777777	1	2.7222222222222223	3	1.105263157894737	1.2857142857142858	3.8461538461538463	3.4	530
695	GO	出去	1.1578947368421053	1	1.7142857142857142	1.75	1.5	2	1.3571428571428572	1.5	1.5294117647058822	1	1.25	1	1.4736842105263157	1.6666666666666667	1.5263157894736843	2.5	1.1363636363636365	1.1666666666666667	2.7333333333333334	2	363
696	STIR	搅拌	1.3333333333333333	1.3333333333333333	1.2	1.25	1	1	1.1875	1	1.3529411764705883	1	1.5625	1	1.5	1	1.368421052631579	2.25	1.2692307692307692	1.3333333333333333	2.75	3	1369
699	SAD	悲哀	1	1.3333333333333333	3	2.142857142857143	4.076923076923077	3.4	3.2941176470588234	3.25	3	3	3.2666666666666666	1	2.5294117647058822	3	1.05	2	1	1.1666666666666667	2.2142857142857144	2	85
7	GATHER	收拾	1.588235294117647	2	1.5	1	1.1333333333333333	1	1	1	1.1428571428571428	1	1.565217391304348	1.3333333333333333	1.0588235294117647	1.3333333333333333	2.475	3.2	1.1363636363636365		4.15	4	2514
700	CARRY	携带	1.5625	1.3333333333333333	1.1428571428571428	1	1.2	1.4285714285714286	1.2142857142857142	1	1.5	1.4	1.1538461538461537	1	1.5625	1.3333333333333333	1.8	1.6666666666666667	1.0909090909090908	1.4	3.75	4.2	3045
703	SOON	不久	1.7222222222222223	1.6666666666666667	1.173913043478261	1	1.1176470588235294	1.4	1	1	1	1	1.15	1	1.2352941176470589	1	1.975	2.6	1.173913043478261		4.1	4	193
704	CLEAN	干净	2.8333333333333335	3.3333333333333335	1	1	1	1	1	1	1	1	1.1818181818181819	1	1	1	4.052631578947368	4	1.1818181818181819		4.5	5	864
705	GO UP (ASCEND)	上去	1.5555555555555556	1.6666666666666667	1.0909090909090908	1	1	1	1	1	1	1	1.1304347826086956	1.3333333333333333	1	1	1.875	2	1.1428571428571428		4.3	5	2354
706	DARK	阴暗	1	1	2.6666666666666665	3.1666666666666665	3.1875	2.8	3.235294117647059	2.5	3.2941176470588234	2.8	3.125	2.5	2.8421052631578947	4	1	1.5	1.1	1.8	1.6	1.8	3298
707	REMEMBER	记得	2.55	2	1.1333333333333333	1	1.1666666666666667	2	1.0588235294117647	1	1.125	1	1.25	1	1.2777777777777777	1	2.4444444444444446	3.2	1.0952380952380953	1.1666666666666667	3.5714285714285716	3.75	1265
708	SHINE	照耀	2.4444444444444446	2.6666666666666665	1	1	1	1	1	1	1	1	1.3125	1	1.9444444444444444	1	3	3.25	1.4	1.6666666666666667	3.1875	3.6666666666666665	3505
710	WHEEL	轮子	1	1	1	1	1	1	1	1	1	1	1.0909090909090908	1.3333333333333333	1	1	1.675	1.8	1.1428571428571428		4.7368421052631575	5	1782
714	SEED	种子	2.6842105263157894	4.333333333333333	1	1	1	1	1	1	1	1	1	1	1.1764705882352942	1.25	2.25	2.6666666666666665	1.3043478260869565	1.8333333333333333	3.357142857142857	3.8333333333333335	3636
