ID	RANK	LINKS	WEIGHTS	URLS	DIRECTIONS	DEGREE	WEIGHTED_DEGREE
Zalizniak-2020-2590-630	630	239 967 855	38 4 2	shift1472 shift3898 shift4248	→ — →	3	2
Zalizniak-2020-2590-631	631	311 1421 226	3 7 2	shift426 shift686 shift2508	→ — —	3	2
Zalizniak-2020-2590-632	632	452 2176 1505	13 1 1	shift1394 shift1493 shift3420	→ → →	3	1
Zalizniak-2020-2590-633	633	997 938 32	16 3 1	shift1399 shift3161 shift3188	→ → —	3	1
Zalizniak-2020-2590-634	634	956 556 103	4 1 1	shift554 shift4040 shift4123	↔ — —	3	1
Zalizniak-2020-2590-635	635	1043 2517 1688	1 1 1	shift2451 shift2452 shift2453	— → ↔	3	1
Zalizniak-2020-2590-636	636	619 1885 231	21 3 6	shift1147 shift3663 shift3709	— — —	3	6
Zalizniak-2020-2590-637	637	2523 688 218	2 1 4	shift1727 shift1728 shift1729	→ — —	3	4
Zalizniak-2020-2590-638	638	2188 247 845	1 1 1	shift1538 shift2812 shift2934	→ — —	3	1
Zalizniak-2020-2590-639	639	454 648 116	4 1 1	shift433 shift698 shift2221	→ — —	3	1
Zalizniak-2020-2590-640	640	188 194 417	1 1 2	shift404 shift3928 shift2529	— — —	3	2
Zalizniak-2020-2590-641	641	82 804 1802	2 1 1	shift1302 shift1988 shift1989	→ → →	3	1
Zalizniak-2020-2590-642	642	199 118 1692	1 1 0	shift1254 shift3545 shift3637	— — —	3	0
Zalizniak-2020-2590-643	643	801 313 37	1 4 11	shift104 shift621 shift932	— — ↔	3	11
Zalizniak-2020-2590-644	644	577 180 603	3 1 1	shift1019 shift1291 shift1945	— — →	3	1
Zalizniak-2020-2590-645	645	152 2487 2342	2 12 2	shift417 shift1057 shift2198	→ → →	3	2
Zalizniak-2020-2590-646	646	2494 575 2424	1 5 4	shift706 shift1457 shift2382	→ — →	3	4
Zalizniak-2020-2590-647	647	589 920 176	1 1 1	shift271 shift3770 shift3908	— — —	3	1
Zalizniak-2020-2590-648	648	639 822 405	1 4 3	shift698 shift2479 shift2731	— → —	3	3
Zalizniak-2020-2590-649	649	1003 474 1854	1 1 1	shift2438 shift2441 shift2442	→ → →	3	1
Zalizniak-2020-2590-650	650	575 984 141	2 1 1	shift1917 shift2775 shift4115	→ — —	3	1
Zalizniak-2020-2590-651	651	1944 2531 294	1 11 1	shift3227 shift3304 shift3698	→ → —	3	1
Zalizniak-2020-2590-652	652	1700 1634 87	0 1 1	shift928 shift3644 shift4154	— — —	3	1
Zalizniak-2020-2590-653	653	656 213 137	6 1 3	shift3999 shift4018 shift4140	— — —	3	3
Zalizniak-2020-2590-654	654	592 321 16	2 1 1	shift3038 shift3039 shift3793	↔ → →	3	1
Zalizniak-2020-2590-655	655	72 1872 665	3 4 1	shift1666 shift2216 shift3586	— — —	3	1
Zalizniak-2020-2590-656	656	152 653 137	1 6 5	shift3120 shift3999 shift4142	→ — —	3	5
Zalizniak-2020-2590-657	657	803 1528 983	15 1 3	shift926 shift2459 shift2709	→ → →	3	3
Zalizniak-2020-2590-658	658	77 188 2545	1 2 3	shift186 shift518 shift1366	— → →	3	3
Zalizniak-2020-2590-659	659	1779 2213 2586	4 2 1	shift1882 shift4050 shift4171	→ → →	3	1
Zalizniak-2020-2590-660	660	855 183 118	22 1 1	shift2154 shift3021 shift3022	→ → —	3	1
Zalizniak-2020-2590-661	661	74 64 18	1 1 1	shift270 shift2687 shift2764	— → —	3	1
Zalizniak-2020-2590-662	662	453 1368 117	0 2 1	shift246 shift1987 shift2587	— — —	3	1
Zalizniak-2020-2590-663	663	2536 155 2484	6 3 8	shift957 shift1991 shift2734	→ — →	3	8
Zalizniak-2020-2590-664	664	1770 179 1865	2 2 1	shift947 shift1953 shift4152	— — —	3	1
Zalizniak-2020-2590-665	665	1032 464 655	3 2 1	shift1797 shift3494 shift3586	→ → —	3	1
Zalizniak-2020-2590-666	666	684 1004 945	5 3 1	shift831 shift2684 shift2819	→ → —	3	1
Zalizniak-2020-2590-667	667	294 185 875	2 1 2	shift293 shift1495 shift2092	→ — →	3	2
Zalizniak-2020-2590-668	668	452 2505 2562	3 9 9	shift15 shift2513 shift3192	— → →	3	9
Zalizniak-2020-2590-669	669	294 655 2412	21 1 6	shift2507 shift2560 shift3163	↔ → →	3	6
Zalizniak-2020-2590-670	670	1022 80	1 1	shift4239 shift4276	— —	2	1
Zalizniak-2020-2590-671	671	80 1023	1 2	shift4237 shift4238	— —	2	2
Zalizniak-2020-2590-672	672	146 643	1 1	shift2133 shift3290	— →	2	1
Zalizniak-2020-2590-673	673	855 1362	2 2	shift4249 shift4257	→ →	2	2
Zalizniak-2020-2590-674	674	1 953	4 0	shift1226 shift2266	↔ —	2	0
Zalizniak-2020-2590-675	675	2257 1849	3 3	shift847 shift2667	→ —	2	3
Zalizniak-2020-2590-676	676	1947 979	2 1	shift809 shift4039	→ →	2	1
Zalizniak-2020-2590-677	677	923 1049	1 3	shift4222 shift4225	— —	2	3
Zalizniak-2020-2590-678	678	2364 226	4 1	shift70 shift3214	→ —	2	1
Zalizniak-2020-2590-679	679	1492 1891	2 9	shift126 shift3251	— —	2	9
Zalizniak-2020-2590-680	680	570 40	1 0	shift255 shift3730	— —	2	0
Zalizniak-2020-2590-681	681	218 885	4 9	shift429 shift430	— ↔	2	9
Zalizniak-2020-2590-682	682	992 185	3 3	shift858 shift4134	— —	2	3
Zalizniak-2020-2590-683	683	1867 971	3 2	shift1633 shift3692	→ —	2	2
Zalizniak-2020-2590-684	684	429 1004	2 3	shift2396 shift2592	— ↔	2	3
Zalizniak-2020-2590-685	685	141 335	4 3	shift3939 shift3991	— —	2	3
Zalizniak-2020-2590-686	686	233 176	1 1	shift297 shift884	— —	2	1
Zalizniak-2020-2590-687	687	2204 889	1 2	shift3932 shift4227	→ →	2	2
Zalizniak-2020-2590-688	688	637 218	1 5	shift1728 shift2122	— —	2	5
Zalizniak-2020-2590-689	689	2322 2330	1 1	shift2398 shift3093	→ →	2	1
Zalizniak-2020-2590-690	690	2362 2210	6 2	shift3275 shift3276	→ →	2	2
Zalizniak-2020-2590-691	691	4 1377	28 2	shift3704 shift4112	— —	2	2
Zalizniak-2020-2590-692	692	225 236	2 1	shift3314 shift3942	— —	2	1
Zalizniak-2020-2590-693	693	565 1621	3 3	shift705 shift1928	— →	2	3
Zalizniak-2020-2590-694	694	198 1793	1 10	shift2615 shift3676	— →	2	10
Zalizniak-2020-2590-695	695	799 326	1 2	shift1213 shift3401	— —	2	2
Zalizniak-2020-2590-696	696	1260 744	7 1	shift914 shift1687	— →	2	1
Zalizniak-2020-2590-697	697	123 757	1 2	shift1651 shift3889	— —	2	2
Zalizniak-2020-2590-698	698	503 1219	1 6	shift690 shift2834	— →	2	6
Zalizniak-2020-2590-699	699	8 126	4 11	shift614 shift743	— →	2	11
Zalizniak-2020-2590-700	700	382 2072	1 1	shift605 shift2535	— →	2	1
Zalizniak-2020-2590-701	701	2062 277	1 1	shift1012 shift2913	→ →	2	1
Zalizniak-2020-2590-702	702	2115 504	2 2	shift240 shift2354	→ —	2	2
Zalizniak-2020-2590-703	703	202 487	3 2	shift632 shift1501	— —	2	2
Zalizniak-2020-2590-704	704	23 2100	1 7	shift2645 shift2646	→ →	2	7
Zalizniak-2020-2590-705	705	203 706	1 2	shift1650 shift4221	— —	2	2
Zalizniak-2020-2590-706	706	1113 705	1 2	shift1654 shift4221	— —	2	2
Zalizniak-2020-2590-707	707	55 1195	1 1	shift2974 shift3324	— →	2	1
Zalizniak-2020-2590-708	708	1180 402	1 1	shift3506 shift3646	→ —	2	1
Zalizniak-2020-2590-709	709	1299 1189	2 1	shift237 shift648	→ →	2	1
Zalizniak-2020-2590-710	710	2011 290	3 1	shift3284 shift3622	→ —	2	1
Zalizniak-2020-2590-711	711	18 979	1 2	shift825 shift826	— —	2	2
Zalizniak-2020-2590-712	712	534 376	2 1	shift645 shift3624	— —	2	1
Zalizniak-2020-2590-713	713	165 1	1 2	shift2150 shift2713	— —	2	2
Zalizniak-2020-2590-714	714	393 380	6 3	shift1565 shift3012	— —	2	3
Zalizniak-2020-2590-715	715	360 85	3 2	shift1033 shift1736	→ —	2	2
Zalizniak-2020-2590-716	716	1336 773	2 2	shift308 shift1872	→ →	2	2
Zalizniak-2020-2590-717	717	108 31	4 1	shift1631 shift2733	→ →	2	1
Zalizniak-2020-2590-718	718	1235 502	2 1	shift1135 shift3897	— —	2	1
Zalizniak-2020-2590-719	719	1972 1266	1 13	shift206 shift1123	→ →	2	13
Zalizniak-2020-2590-720	720	532 1198	1 1	shift1653 shift2889	— →	2	1
Zalizniak-2020-2590-721	721	111 1128	1 1	shift2552 shift3772	— —	2	1
Zalizniak-2020-2590-722	722	359 283	1 1	shift661 shift2023	— —	2	1
Zalizniak-2020-2590-723	723	920 367	2 9	shift268 shift956	— →	2	9
Zalizniak-2020-2590-724	724	710 55	4 3	shift857 shift982	→ —	2	3
Zalizniak-2020-2590-725	725	1136 1594	1 1	shift2797 shift3984	— —	2	1
Zalizniak-2020-2590-726	726	170 1975	1 1	shift3133 shift3134	→ →	2	1
Zalizniak-2020-2590-727	727	1175 208	18 1	shift545 shift2362	— —	2	1
Zalizniak-2020-2590-728	728	490 107	2 1	shift251 shift3615	— —	2	1
Zalizniak-2020-2590-729	729	73 2121	1 5	shift175 shift1114	→ →	2	5
Zalizniak-2020-2590-730	730	210 136	3 1	shift1234 shift1707	— →	2	1
Zalizniak-2020-2590-731	731	2422 2058	1 2	shift3591 shift3593	→ →	2	2
Zalizniak-2020-2590-732	732	495 1177	2 1	shift1252 shift3648	→ →	2	1
Zalizniak-2020-2590-733	733	2035 2588	2 1	shift879 shift3499	→ →	2	1
Zalizniak-2020-2590-734	734	1 31	5 6	shift2123 shift2730	— —	2	6
Zalizniak-2020-2590-735	735	360 791	1 1	shift1860 shift3944	→ —	2	1
Zalizniak-2020-2590-736	736	518 2297	1 3	shift729 shift3460	— →	2	3
Zalizniak-2020-2590-737	737	696 1260	3 5	shift239 shift913	→ →	2	5
Zalizniak-2020-2590-738	738	2006 1281	1 1	shift3496 shift3497	→ →	2	1
Zalizniak-2020-2590-739	739	369 384	1 1	shift3523 shift3524	→ →	2	1
Zalizniak-2020-2590-740	740	1266 1	4 1	shift2275 shift2283	→ →	2	1
Zalizniak-2020-2590-741	741	1 1215	2 1	shift644 shift4147	→ —	2	1
Zalizniak-2020-2590-742	742	1190 754	1 2	shift1555 shift2410	— →	2	2
Zalizniak-2020-2590-743	743	205 1169	1 1	shift2118 shift3059	— —	2	1
Zalizniak-2020-2590-744	744	269 756	9 1	shift370 shift2075	— —	2	1
Zalizniak-2020-2590-745	745	242 20	1 1	shift44 shift3345	→ —	2	1
Zalizniak-2020-2590-746	746	515 1275	1 1	shift77 shift2254	— —	2	1
Zalizniak-2020-2590-747	747	206 1183	1 1	shift1259 shift4166	— —	2	1
Zalizniak-2020-2590-748	748	580 375	2 2	shift2074 shift3431	— →	2	2
Zalizniak-2020-2590-749	749	1230 375	4 5	shift978 shift4194	→ —	2	5
Zalizniak-2020-2590-750	750	42 1178	1 1	shift1735 shift3178	— —	2	1
Zalizniak-2020-2590-751	751	1342 541	1 1	shift1686 shift3220	— —	2	1
Zalizniak-2020-2590-752	752	263 792	2 3	shift1874 shift1879	↔ →	2	3
Zalizniak-2020-2590-753	753	391 785	12 1	shift757 shift1857	↔ —	2	1
Zalizniak-2020-2590-754	754	497 202	3 5	shift2076 shift4125	— —	2	5
Zalizniak-2020-2590-755	755	1249 209	4 1	shift369 shift1965	→ —	2	1
Zalizniak-2020-2590-756	756	744 205	1 1	shift2075 shift3504	— →	2	1
Zalizniak-2020-2590-757	757	697 107	2 1	shift3889 shift4301	— —	2	1
Zalizniak-2020-2590-758	758	2073 132	1 1	shift2351 shift3913	→ —	2	1
Zalizniak-2020-2590-759	759	257 267	1 1	shift1071 shift3631	— —	2	1
Zalizniak-2020-2590-760	760	69 426	5 1	shift2651 shift2653	— —	2	1
Zalizniak-2020-2590-761	761	1324 1317	0 1	shift203 shift3977	— —	2	1
Zalizniak-2020-2590-762	762	6 94	1 1	shift3721 shift4059	— —	2	1
Zalizniak-2020-2590-763	763	776 495	11 8	shift141 shift1043	→ →	2	8
Zalizniak-2020-2590-764	764	206 785	1 1	shift1257 shift3182	— →	2	1
Zalizniak-2020-2590-765	765	2579 1340	4 1	shift1345 shift1662	→ —	2	1
Zalizniak-2020-2590-766	766	524 204	1 6	shift2600 shift4158	→ —	2	6
Zalizniak-2020-2590-767	767	1125 1972	1 2	shift1041 shift1932	— →	2	2
Zalizniak-2020-2590-768	768	533 524	3 1	shift234 shift2054	→ —	2	1
Zalizniak-2020-2590-769	769	30 283	1 1	shift92 shift3918	— —	2	1
Zalizniak-2020-2590-770	770	1300 35	12 1	shift1148 shift1929	→ →	2	1
Zalizniak-2020-2590-771	771	776 1124	19 1	shift1405 shift3961	→ —	2	1
Zalizniak-2020-2590-772	772	1251 518	1 1	shift3098 shift4058	— —	2	1
Zalizniak-2020-2590-773	773	93 54	3 2	shift265 shift1430	— —	2	2
Zalizniak-2020-2590-774	774	35 2047	2 2	shift142 shift143	→ →	2	2
Zalizniak-2020-2590-775	775	127 2080	2 2	shift818 shift1076	— →	2	2
Zalizniak-2020-2590-776	776	1233 1214	1 1	shift3952 shift4244	— —	2	1
Zalizniak-2020-2590-777	777	279 29	2 2	shift21 shift1474	— —	2	2
Zalizniak-2020-2590-778	778	1986 1240	12 2	shift995 shift2494	→ →	2	2
Zalizniak-2020-2590-779	779	2349 492	5 1	shift1676 shift3062	→ —	2	1
Zalizniak-2020-2590-780	780	400 1976	0 3	shift1835 shift2297	— →	2	3
Zalizniak-2020-2590-781	781	133 266	1 2	shift634 shift2850	→ —	2	2
Zalizniak-2020-2590-782	782	35 792	2 1	shift286 shift2341	— →	2	1
Zalizniak-2020-2590-783	783	242 171	2 1	shift1247 shift4183	→ —	2	1
Zalizniak-2020-2590-784	784	1170 2313	4 1	shift964 shift1248	— →	2	1
Zalizniak-2020-2590-785	785	753 124	1 1	shift1857 shift3861	— —	2	1
Zalizniak-2020-2590-786	786	1322 1679	1 1	shift4045 shift4046	— —	2	1
Zalizniak-2020-2590-787	787	392 527	1 2	shift1272 shift1514	— —	2	2
Zalizniak-2020-2590-788	788	277 542	2 1	shift185 shift1559	— —	2	1
Zalizniak-2020-2590-789	789	1326 1546	2 1	shift1090 shift1098	— —	2	1
Zalizniak-2020-2590-790	790	360 132	12 1	shift845 shift2394	→ —	2	1
Zalizniak-2020-2590-791	791	292 735	1 1	shift1593 shift3944	— —	2	1
Zalizniak-2020-2590-792	792	1146 1232	2 1	shift1599 shift3899	→ —	2	1
Zalizniak-2020-2590-793	793	396 279	11 1	shift2022 shift3616	→ —	2	1
Zalizniak-2020-2590-794	794	204 358	2 3	shift4156 shift4160	— —	2	3
Zalizniak-2020-2590-795	795	48 313	4 1	shift385 shift3573	— —	2	1
Zalizniak-2020-2590-796	796	984 76	2 1	shift2961 shift3634	— —	2	1
Zalizniak-2020-2590-797	797	1573 1407	1 1	shift2449 shift2454	— —	2	1
Zalizniak-2020-2590-798	798	1778 2414	1 15	shift676 shift677	— →	2	15
Zalizniak-2020-2590-799	799	695 855	1 1	shift1213 shift4262	— →	2	1
Zalizniak-2020-2590-800	800	62 404	2 2	shift2935 shift2937	→ ↔	2	2
Zalizniak-2020-2590-801	801	643 48	1 2	shift104 shift2715	— —	2	2
Zalizniak-2020-2590-802	802	464 1764	13 8	shift2205 shift3605	↔ —	2	8
Zalizniak-2020-2590-803	803	321 324	1 1	shift3851 shift4081	— —	2	1
Zalizniak-2020-2590-804	804	1650 100	1 5	shift707 shift718	— —	2	5
Zalizniak-2020-2590-805	805	423 1541	1 1	shift2999 shift4272	— —	2	1
Zalizniak-2020-2590-806	806	1384 2181	1 2	shift1969 shift2347	→ →	2	2
Zalizniak-2020-2590-807	807	1642 1922	1 6	shift3943 shift3946	— →	2	6
Zalizniak-2020-2590-808	808	195 231	4 1	shift1947 shift1948	— —	2	1
Zalizniak-2020-2590-809	809	473 469	5 1	shift1930 shift3973	→ —	2	1
Zalizniak-2020-2590-810	810	406 2412	2 1	shift3089 shift3308	→ →	2	1
Zalizniak-2020-2590-811	811	2187 77	3 1	shift3231 shift4090	→ —	2	1
Zalizniak-2020-2590-812	812	1866 1537	1 3	shift731 shift2698	— ↔	2	3
Zalizniak-2020-2590-813	813	563 846	1 2	shift1519 shift1520	— —	2	2
Zalizniak-2020-2590-814	814	872 560	7 5	shift1354 shift1918	→ →	2	5
Zalizniak-2020-2590-815	815	451 98	2 2	shift881 shift909	→ —	2	2
Zalizniak-2020-2590-816	816	83 1840	1 3	shift371 shift372	— →	2	3
Zalizniak-2020-2590-817	817	1045 251	1 6	shift165 shift166	→ →	2	6
Zalizniak-2020-2590-818	818	177 38	2 1	shift58 shift2328	— —	2	1
Zalizniak-2020-2590-819	819	12 1559	6 6	shift102 shift1985	— →	2	6
Zalizniak-2020-2590-820	820	217 85	1 1	shift2678 shift2779	— —	2	1
Zalizniak-2020-2590-821	821	318 1085	1 3	shift2144 shift3145	— →	2	3
Zalizniak-2020-2590-822	822	118 98	1 1	shift2478 shift3364	— →	2	1
Zalizniak-2020-2590-823	823	1388 1559	4 3	shift2702 shift3258	→ →	2	3
Zalizniak-2020-2590-824	824	1693 953	10 1	shift146 shift623	→ —	2	1
Zalizniak-2020-2590-825	825	2189 2319	1 4	shift1181 shift1182	→ →	2	4
Zalizniak-2020-2590-826	826	217 79	1 1	shift2752 shift2790	— —	2	1
Zalizniak-2020-2590-827	827	2249 306	2 1	shift1587 shift4284	→ —	2	1
Zalizniak-2020-2590-828	828	875 640	1 1	shift2113 shift2114	→ →	2	1
Zalizniak-2020-2590-829	829	2212 2585	10 2	shift986 shift1754	→ →	2	2
Zalizniak-2020-2590-830	830	2473 1050	2 3	shift3198 shift3430	→ —	2	3
Zalizniak-2020-2590-831	831	882 953	0 1	shift1534 shift1535	— →	2	1
Zalizniak-2020-2590-832	832	1060 835	6 0	shift3125 shift3477	→ →	2	0
Zalizniak-2020-2590-833	833	2303 470	2 4	shift3230 shift3815	→ —	2	4
Zalizniak-2020-2590-834	834	429 55	13 2	shift625 shift1094	— —	2	2
Zalizniak-2020-2590-835	835	191 1073	5 1	shift1435 shift1597	— —	2	1
Zalizniak-2020-2590-836	836	1662 1581	1 1	shift2444 shift2461	— —	2	1
Zalizniak-2020-2590-837	837	2443 2322	7 1	shift1143 shift3269	→ →	2	1
Zalizniak-2020-2590-838	838	182 1069	1 1	shift3048 shift3049	→ →	2	1
Zalizniak-2020-2590-839	839	573 351	3 2	shift1451 shift3700	— —	2	2
Zalizniak-2020-2590-840	840	428 612	3 1	shift1233 shift4113	→ —	2	1
Zalizniak-2020-2590-841	841	1876 2162	3 1	shift1447 shift2146	↔ →	2	1
Zalizniak-2020-2590-842	842	595 1630	2 1	shift51 shift205	— —	2	1
Zalizniak-2020-2590-843	843	28 83	1 1	shift3779 shift3873	— —	2	1
Zalizniak-2020-2590-844	844	971 3	1 1	shift607 shift3959	— —	2	1
Zalizniak-2020-2590-845	845	584 638	1 1	shift1484 shift2934	— —	2	1
Zalizniak-2020-2590-846	846	813 192	2 3	shift1520 shift2567	— ↔	2	3
Zalizniak-2020-2590-847	847	2492 1045	3 1	shift1537 shift4199	→ →	2	1
Zalizniak-2020-2590-848	848	1501 1746	1 1	shift1296 shift1298	— —	2	1
Zalizniak-2020-2590-849	849	467 464	1 1	shift670 shift3906	— —	2	1
Zalizniak-2020-2590-850	850	594 546	3 1	shift119 shift261	— —	2	1
Zalizniak-2020-2590-851	851	2466 16	3 1	shift3203 shift3797	→ →	2	1
Zalizniak-2020-2590-852	852	1579 2373	2 3	shift675 shift1022	— →	2	3
Zalizniak-2020-2590-853	853	2164 104	2 1	shift3588 shift3589	→ →	2	1
Zalizniak-2020-2590-854	854	7 443	4 3	shift3392 shift3393	↔ →	2	3
Zalizniak-2020-2590-855	855	1354 1080	1 4	shift149 shift4260	→ —	2	4
Zalizniak-2020-2590-856	856	88 1697	2 1	shift257 shift2168	— —	2	1
Zalizniak-2020-2590-857	857	123 18	1 1	shift2977 shift2978	→ —	2	1
Zalizniak-2020-2590-858	858	564 1004	2 6	shift263 shift1156	— —	2	6
Zalizniak-2020-2590-859	859	249 154	5 1	shift421 shift3996	— —	2	1
Zalizniak-2020-2590-860	860	2421 83	2 1	shift1121 shift3613	→ —	2	1
Zalizniak-2020-2590-861	861	4 59	13 0	shift2357 shift4008	— —	2	0
Zalizniak-2020-2590-862	862	50 1888	7 0	shift1392 shift4103	— —	2	0
Zalizniak-2020-2590-863	863	1863 1437	1 1	shift1084 shift1958	— —	2	1
Zalizniak-2020-2590-864	864	219 1433	3 1	shift613 shift1577	— —	2	1
Zalizniak-2020-2590-865	865	2431 193	1 5	shift139 shift243	→ —	2	5
Zalizniak-2020-2590-866	866	143 2413	5 5	shift1301 shift2210	→ →	2	5
Zalizniak-2020-2590-867	867	47 2513	3 3	shift3444 shift3450	— →	2	3
Zalizniak-2020-2590-868	868	2563 867	1 1	shift1551 shift3521	→ →	2	1
Zalizniak-2020-2590-869	869	481 479	6 3	shift872 shift3962	→ ↔	2	3
Zalizniak-2020-2590-870	870	308 100	3 1	shift577 shift672	— —	2	1
Zalizniak-2020-2590-871	871	1501 572	2 1	shift331 shift3322	→ —	2	1
Zalizniak-2020-2590-872	872	560 368	1 3	shift112 shift1977	— →	2	3
Zalizniak-2020-2590-873	873	1906 2538	4 2	shift2371 shift3380	→ →	2	2
Zalizniak-2020-2590-874	874	982 114	1 1	shift609 shift4077	— —	2	1
Zalizniak-2020-2590-875	875	246 1355	3 4	shift2814 shift3313	— —	2	4
Zalizniak-2020-2590-876	876	586 1781	1 1	shift2227 shift4021	— —	2	1
Zalizniak-2020-2590-877	877	190 2542	1 1	shift1244 shift1670	— →	2	1
Zalizniak-2020-2590-878	878	33 243	3 1	shift2032 shift3101	— —	2	1
Zalizniak-2020-2590-879	879	917 1554	1 1	shift373 shift2218	— —	2	1
Zalizniak-2020-2590-880	880	623 185	2 3	shift1951 shift4135	— —	2	3
Zalizniak-2020-2590-881	881	2318 1519	2 1	shift3194 shift3774	→ —	2	1
Zalizniak-2020-2590-882	882	831 1853	0 1	shift1534 shift1571	— —	2	1
Zalizniak-2020-2590-883	883	1901 1559	1 1	shift154 shift2262	→ →	2	1
Zalizniak-2020-2590-884	884	323 840	1 1	shift837 shift2571	— →	2	1
Zalizniak-2020-2590-885	885	218 681	4 9	shift428 shift430	— ↔	2	9
Zalizniak-2020-2590-886	886	343 2532	4 2	shift683 shift1524	— →	2	2
Zalizniak-2020-2590-887	887	2077 1590	1 2	shift2972 shift3079	→ —	2	2
Zalizniak-2020-2590-888	888	244 2475	10 7	shift1025 shift2829	— →	2	7
Zalizniak-2020-2590-889	889	686 117	12 3	shift1294 shift4181	→ —	2	3
Zalizniak-2020-2590-890	890	2349 50	2 1	shift2583 shift3091	→ →	2	1
Zalizniak-2020-2590-891	891	425 988	15 1	shift699 shift4151	— —	2	1
Zalizniak-2020-2590-892	892	2471 2435	1 1	shift2181 shift2182	→ →	2	1
Zalizniak-2020-2590-893	893	1846 950	1 1	shift1963 shift4062	— —	2	1
Zalizniak-2020-2590-894	894	64 252	1 4	shift656 shift2415	— —	2	4
Zalizniak-2020-2590-895	895	226 97	1 2	shift2228 shift3056	— —	2	2
Zalizniak-2020-2590-896	896	352 2240	2 1	shift3574 shift4204	→ →	2	1
Zalizniak-2020-2590-897	897	2419 985	3 3	shift3531 shift3532	→ →	2	3
Zalizniak-2020-2590-898	898	423 2164	1 2	shift2321 shift2334	→ →	2	2
Zalizniak-2020-2590-899	899	78 41	1 1	shift2920 shift3662	— →	2	1
Zalizniak-2020-2590-900	900	294 1848	1 3	shift2344 shift3569	→ →	2	3
Zalizniak-2020-2590-901	901	156 1058	1 1	shift2933 shift4285	— —	2	1
Zalizniak-2020-2590-902	902	7 1056	1 4	shift485 shift1034	— →	2	4
Zalizniak-2020-2590-903	903	34 150	4 1	shift868 shift4072	↔ —	2	1
Zalizniak-2020-2590-904	904	189 555	1 1	shift3117 shift4286	→ —	2	1
Zalizniak-2020-2590-905	905	308 2397	1 1	shift583 shift3434	— →	2	1
Zalizniak-2020-2590-906	906	156 470	1 1	shift3665 shift3814	→ →	2	1
Zalizniak-2020-2590-907	907	1542 2282	3 1	shift1560 shift3422	— →	2	1
Zalizniak-2020-2590-908	908	172 1944	3 6	shift395 shift1506	— →	2	6
Zalizniak-2020-2590-909	909	2281 2336	4 5	shift2759 shift3817	→ →	2	5
Zalizniak-2020-2590-910	910	2129 1527	2 1	shift310 shift2240	→ —	2	1
Zalizniak-2020-2590-911	911	936 968	3 1	shift595 shift596	↔ —	2	1
Zalizniak-2020-2590-912	912	39 433	5 6	shift1202 shift1203	→ —	2	6
Zalizniak-2020-2590-913	913	1734 1370	7 1	shift557 shift4295	— —	2	1
Zalizniak-2020-2590-914	914	1045 352	3 1	shift1061 shift2909	→ →	2	1
Zalizniak-2020-2590-915	915	595 1474	1 3	shift52 shift4107	— —	2	3
Zalizniak-2020-2590-916	916	1719 200	5 2	shift1339 shift4099	— →	2	2
Zalizniak-2020-2590-917	917	879 583	1 1	shift373 shift3346	— —	2	1
Zalizniak-2020-2590-918	918	299 479	1 1	shift2754 shift3935	— →	2	1
Zalizniak-2020-2590-919	919	1074 4	1 7	shift3625 shift3871	— —	2	7
Zalizniak-2020-2590-920	920	723 647	2 1	shift268 shift3770	— —	2	1
Zalizniak-2020-2590-921	921	198 134	7 1	shift769 shift3046	↔ —	2	1
Zalizniak-2020-2590-922	922	568 1368	2 6	shift17 shift1100	— →	2	6
Zalizniak-2020-2590-923	923	153 677	2 1	shift3842 shift4222	— —	2	1
Zalizniak-2020-2590-924	924	191 149	3 8	shift1680 shift2239	— →	2	8
Zalizniak-2020-2590-925	925	464 2229	5 9	shift2072 shift3112	→ →	2	9
Zalizniak-2020-2590-926	926	104 484	1 1	shift375 shift3967	— —	2	1
Zalizniak-2020-2590-927	927	1060 33	1 1	shift1578 shift2106	— —	2	1
Zalizniak-2020-2590-928	928	10 403	1 4	shift687 shift1420	— —	2	4
Zalizniak-2020-2590-929	929	608 47	15 1	shift1838 shift3424	— —	2	1
Zalizniak-2020-2590-930	930	1548 200	5 2	shift959 shift4100	→ →	2	2
Zalizniak-2020-2590-931	931	53 348	2 9	shift598 shift602	— —	2	9
Zalizniak-2020-2590-932	932	1531 2494	1 1	shift1955 shift2215	— →	2	1
Zalizniak-2020-2590-933	933	241 151	1 1	shift3237 shift4172	— —	2	1
Zalizniak-2020-2590-934	934	241 151	3 8	shift4173 shift4174	— —	2	8
Zalizniak-2020-2590-935	935	226 252	3 1	shift2249 shift2860	— —	2	1
Zalizniak-2020-2590-936	936	911 1580	3 1	shift595 shift610	↔ —	2	1
Zalizniak-2020-2590-937	937	562 164	5 2	shift134 shift3771	— —	2	2
Zalizniak-2020-2590-938	938	224 1644	4 1	shift3205 shift3347	→ —	2	1
Zalizniak-2020-2590-939	939	1035 350	3 5	shift848 shift951	→ →	2	5
Zalizniak-2020-2590-940	940	474 1856	1 1	shift2419 shift2456	— —	2	1
Zalizniak-2020-2590-941	941	200 470	1 3	shift3561 shift3809	— →	2	3
Zalizniak-2020-2590-942	942	485 4	1 1	shift3702 shift4027	— —	2	1
Zalizniak-2020-2590-943	943	87 1599	1 2	shift2799 shift3204	— —	2	2
Zalizniak-2020-2590-944	944	2507 2187	2 2	shift1136 shift3168	→ →	2	2
Zalizniak-2020-2590-945	945	666 16	1 1	shift2819 shift3795	— →	2	1
