ID	RANK	LINKS	WEIGHTS	URLS	DIRECTIONS	DEGREE	WEIGHTED_DEGREE
Zalizniak-2020-2590-167	167	290 539 1245 367 533 2082 1996	3 1 2 3 1 1 1	shift568 shift1939 shift2761 shift2824 shift2825 shift2947 shift3528	→ → → — → → →	7	1
Zalizniak-2020-2590-168	168	491 487 126 1126 1225 523 23	1 2 3 3 2 1 1	shift264 shift1802 shift1975 shift3956 shift3957 shift4078 shift4219	— — — — — — —	7	1
Zalizniak-2020-2590-169	169	1984 507 708 269 2051 508 1168	11 10 14 27 42 1 1	shift1 shift2 shift11 shift12 shift13 shift1689 shift2099	→ — → — → — —	7	1
Zalizniak-2020-2590-170	170	1233 65 220 360 520 73 127	1 1 2 3 2 0 1	shift949 shift1239 shift1943 shift2281 shift2368 shift3017 shift3743	→ → → → — → —	7	1
Zalizniak-2020-2590-171	171	1229 858 517 369 1853 384 783	9 4 1 2 2 3 1	shift920 shift1074 shift1839 shift1888 shift2771 shift3670 shift4183	— → — ↔ → — —	7	1
Zalizniak-2020-2590-172	172	52 1521 908 1906 2277 2340 96	8 5 3 1 2 3 4	shift53 shift109 shift395 shift406 shift795 shift1446 shift3986	— — — — → → —	7	4
Zalizniak-2020-2590-173	173	1004 579 1063 103 335 666 1790	6 11 2 1 1 1 1	shift224 shift678 shift679 shift2958 shift2959 shift3206 shift3267	→ — — — — → —	7	1
Zalizniak-2020-2590-174	174	1494 198 2457 1869 1839 1510 392	3 5 3 6 1 3 3	shift755 shift827 shift1124 shift1607 shift1962 shift1990 shift2020	→ — → ↔ — — —	7	3
Zalizniak-2020-2590-175	175	661 176 1473 1024 65 1360 568	3 8 1 1 1 4 1	shift763 shift2806 shift2821 shift2822 shift3103 shift3265 shift3878	→ → → → — — —	7	1
Zalizniak-2020-2590-176	176	452 686 510 41 182 1802 647	1 1 2 1 1 1 1	shift262 shift884 shift1536 shift2235 shift3129 shift3323 shift3908	— — — — — — —	7	1
Zalizniak-2020-2590-177	177	818 332 546 2247 815 442 601	2 4 1 1 8 1 1	shift58 shift59 shift253 shift907 shift908 shift2749 shift3175	— — — → → — →	7	1
Zalizniak-2020-2590-178	178	179 408 1017 1613 1893 2370 16	2 5 1 1 1 2 1	shift2421 shift2424 shift2428 shift2429 shift2430 shift3410 shift3786	— — — — — → —	7	1
Zalizniak-2020-2590-179	179	664 711 474 53 178 1482 115	2 1 1 1 2 2 1	shift1953 shift1954 shift2418 shift2420 shift2421 shift2422 shift2437	— → — — — — —	7	1
Zalizniak-2020-2590-180	180	298 644 34 643 985 677 225	1 1 2 18 1 1 1	shift660 shift1291 shift1292 shift2256 shift2795 shift3253 shift3572	→ — → → → → →	7	1
Zalizniak-2020-2590-181	181	100 10 19 143 198 2206 25	2 1 3 4 2 1 1	shift719 shift1627 shift2084 shift2683 shift3319 shift3343 shift3972	— — — ↔ ↔ → —	7	1
Zalizniak-2020-2590-182	182	547 41 97 176 117 283 112	2 3 2 1 1 2 4	shift2894 shift2912 shift3055 shift3129 shift3901 shift4079 shift4080	↔ — — — — — —	7	4
Zalizniak-2020-2590-183	183	196 240 1693 39 330 1008 25	2 3 2 1 1 1 1	shift732 shift1207 shift2568 shift3019 shift3020 shift3023 shift3529	— — → — — — →	7	1
Zalizniak-2020-2590-184	184	12 1643 1964 1056 100 2344 15	1 2 1 3 1 6 1	shift103 shift704 shift1542 shift2835 shift2836 shift2837 shift2838	— — → → → → →	7	1
Zalizniak-2020-2590-185	185	156 667 87 200 623 682 880	2 1 24 7 3 3 3	shift1029 shift1495 shift2676 shift4129 shift4133 shift4134 shift4135	→ — — — — — —	7	3
Zalizniak-2020-2590-186	186	121 240 582 976 573 1840 2420	1 15 4 2 1 1 1	shift208 shift437 shift536 shift537 shift538 shift3360 shift3361	— — → → → → →	7	1
Zalizniak-2020-2590-187	187	213 1715 430 609 215 341 157	8 1 2 1 1 1 1	shift3835 shift3836 shift3837 shift3838 shift3839 shift3840 shift3841	— — — — — — —	7	1
Zalizniak-2020-2590-188	188	640 214 318 5 99 1969 7	1 1 12 1 1 3 1	shift404 shift725 shift838 shift839 shift897 shift1224 shift2950	— — — — — → —	7	1
Zalizniak-2020-2590-189	189	1042 1845 593 1751 1397 3 1842	9 12 44 8 2 1 1	shift630 shift722 shift3929 shift4012 shift4163 shift4164 shift4233	— ↔ → — → → —	7	1
Zalizniak-2020-2590-190	190	877 235 933 60 879 67 248	1 3 4 1 1 4 1	shift1244 shift1253 shift1342 shift3643 shift3035 shift3135 shift3136	— — → — → — →	7	1
Zalizniak-2020-2590-191	191	835 924 58 38 840 112 16	5 3 14 3 5 1 4	shift1435 shift1680 shift2043 shift2214 shift2547 shift4132 shift3781	— — ↔ ↔ → — —	7	4
Zalizniak-2020-2590-192	192	1638 27 2322 846 145 16 117	8 6 12 3 1 2 8	shift276 shift736 shift1418 shift2567 shift2957 shift3780 shift4182	↔ — → ↔ — — —	7	8
Zalizniak-2020-2590-193	193	546 865 1549 636 80 938 684	1 5 1 1 2 5 1	shift107 shift243 shift440 shift441 shift2217 shift2355 shift3083	— — — → — → →	7	1
Zalizniak-2020-2590-194	194	144 1612 640 239 303 154 455	3 1 1 4 2 2 1	shift193 shift194 shift3928 shift1382 shift2005 shift2295 shift4085	— → — → — — —	7	1
Zalizniak-2020-2590-195	195	254 345 1069 789 1616 808 224	3 13 1 1 1 4 1	shift252 shift733 shift1267 shift1268 shift1269 shift1947 shift2338	— — → → → — →	7	1
Zalizniak-2020-2590-196	196	183 932 2584 482 951 3 250	2 2 3 2 1 1 1	shift732 shift1191 shift1419 shift1481 shift2226 shift3385 shift3386	— → → — — → →	7	1
Zalizniak-2020-2590-197	197	2526 2177 1830 986 326 1943 16	6 2 2 1 3 2 1	shift1373 shift1625 shift1678 shift2565 shift3147 shift3148 shift3803	→ → → — → → —	7	1
Zalizniak-2020-2590-198	198	12 921 102 222 174 694 181	5 7 5 3 5 1 2	shift766 shift769 shift782 shift816 shift827 shift2615 shift3319	— ↔ → — — — ↔	7	2
Zalizniak-2020-2590-199	199	1798 642 123 50 434 303 1052	1 1 1 2 1 1 1	shift606 shift1254 shift2801 shift3092 shift3326 shift3327 shift4226	→ — — → — — →	7	1
Zalizniak-2020-2590-200	200	237 228 941 452 82 312 185	2 2 1 1 1 8 7	shift2611 shift2918 shift3561 shift3953 shift4098 shift4101 shift4129	— — — → — — —	7	7
Zalizniak-2020-2590-201	201	317 588 112 64 557 45	1 1 3 2 2 4	shift159 shift576 shift1193 shift1461 shift1823 shift2085	→ — ↔ → → —	6	4
Zalizniak-2020-2590-202	202	1229 703 1146 2134 209 754	1 3 11 4 1 5	shift341 shift632 shift973 shift2029 shift3979 shift4125	→ — → → — —	6	5
Zalizniak-2020-2590-203	203	362 1 705 1727 1466 1105	17 1 1 1 1 1	shift354 shift1287 shift1650 shift2975 shift2976 shift3063	— → — → → →	6	1
Zalizniak-2020-2590-204	204	6 794 132 766 358 1131	1 2 2 6 2 2	shift3726 shift4156 shift4157 shift4158 shift4161 shift4240	— — — — — —	6	2
Zalizniak-2020-2590-205	205	69 380 2550 80 743 1172	9 3 5 4 1 1	shift43 shift414 shift1299 shift1511 shift2118 shift3255	↔ → → → — —	6	1
Zalizniak-2020-2590-206	206	2 69 764 747 519 124	5 0 1 1 1 1	shift990 shift991 shift1257 shift1259 shift1921 shift3245	— — — — — —	6	1
Zalizniak-2020-2590-207	207	396 284 535 861 2178 283	5 1 1 10 1 1	shift114 shift1489 shift2213 shift2359 shift2523 shift2830	— — — → → →	6	1
Zalizniak-2020-2590-208	208	1983 107 2093 533 10 727	2 1 6 3 2 1	shift162 shift347 shift1042 shift1464 shift1725 shift2362	→ → → → → —	6	1
Zalizniak-2020-2590-209	209	263 35 755 1328 1277 202	1 4 1 2 1 1	shift578 shift745 shift1965 shift2601 shift3513 shift3979	→ → — — → —	6	1
Zalizniak-2020-2590-210	210	730 1176 621 1788 1281 1343	3 8 1 3 1 7	shift1234 shift1490 shift1697 shift2006 shift3118 shift3416	— — → — → —	6	7
Zalizniak-2020-2590-211	211	2528 2086 126 73 2021 2047	8 2 1 1 1 1	shift1166 shift2264 shift2588 shift3014 shift3649 shift3650	→ → → — → →	6	1
Zalizniak-2020-2590-212	212	360 498 531 279 1983 1210	20 1 3 1 4 1	shift1116 shift1231 shift1236 shift1580 shift1730 shift2142	→ → — — → —	6	1
Zalizniak-2020-2590-213	213	354 2203 187 1807 653 452	1 2 8 1 1 1	shift422 shift2263 shift3835 shift3950 shift4018 shift4019	— → — — — →	6	1
Zalizniak-2020-2590-214	214	2169 1840 1551 48 188 1664	1 4 3 4 1 1	shift292 shift424 shift425 shift434 shift725 shift3568	→ → → — — →	6	1
Zalizniak-2020-2590-215	215	1798 423 153 2515 2522 187	16 3 5 5 2 1	shift1064 shift1271 shift1667 shift2111 shift2762 shift3839	→ → → → → —	6	1
Zalizniak-2020-2590-216	216	417 2316 2573 2254 10 2311	1 24 13 5 2 1	shift603 shift748 shift1868 shift3305 shift3412 shift4213	→ → → → — →	6	1
Zalizniak-2020-2590-217	217	97 24 820 243 826 1620	9 2 1 2 1 1	shift1133 shift2034 shift2678 shift2751 shift2752 shift3321	→ — — — — —	6	1
Zalizniak-2020-2590-218	218	885 681 5 637 688 2458	4 4 13 4 5 1	shift428 shift429 shift671 shift1729 shift2122 shift2962	— — — — — →	6	1
Zalizniak-2020-2590-219	219	251 223 864 564 335 2588	1 18 3 6 3 8	shift562 shift563 shift613 shift2160 shift3666 shift3667	↔ ↔ — → — →	6	8
Zalizniak-2020-2590-220	220	951 983 989 843 83 2321	17 2 2 1 10 1	shift71 shift1270 shift1760 shift1761 shift2065 shift4076	→ → → → — →	6	1
Zalizniak-2020-2590-221	221	317 1347 654 251 481 1391	5 1 1 1 3 1	shift2086 shift2363 shift2364 shift2988 shift2989 shift4042	— → → → → →	6	1
Zalizniak-2020-2590-222	222	1896 198 2293 224 2310 51	7 3 27 3 8 4	shift132 shift816 shift856 shift1808 shift1866 shift4170	→ — → → → —	6	4
Zalizniak-2020-2590-223	223	219 317 423 64 2317 4	18 32 3 8 1 5	shift563 shift933 shift1768 shift1793 shift3519 shift4015	↔ → — → → ↔	6	5
Zalizniak-2020-2590-224	224	576 1323 1485 81 237 112	5 2 1 2 3 23	shift1619 shift2267 shift3069 shift3831 shift4130 shift4131	— → — → — —	6	23
Zalizniak-2020-2590-225	225	338 815 21 76 350 692	1 5 1 2 2 2	shift244 shift637 shift1805 shift2073 shift2660 shift3314	— → — — → —	6	2
Zalizniak-2020-2590-226	226	600 1878 895 935 631 678	2 1 1 3 2 1	shift233 shift1661 shift2228 shift2249 shift2508 shift3214	— — — — — —	6	1
Zalizniak-2020-2590-227	227	7 194 434 155 188 199	5 4 1 1 1 2	shift436 shift523 shift1285 shift1747 shift2951 shift3076	— → — → → →	6	2
Zalizniak-2020-2590-228	228	139 2522 36 200 119 459	2 6 2 2 1 1	shift643 shift2165 shift2917 shift2918 shift2922 shift4279	→ → — — — —	6	1
Zalizniak-2020-2590-229	229	145 85 2429 24 41 1635	1 6 10 11 5 9	shift108 shift979 shift1078 shift2036 shift2038 shift2042	— — → — — —	6	9
Zalizniak-2020-2590-230	230	1724 376 1969 2487 88 481	9 4 6 2 1 2	shift591 shift1424 shift2519 shift2520 shift3004 shift4281	→ — → → — —	6	2
Zalizniak-2020-2590-231	231	958 808 153 119 636 2271	6 1 1 3 6 11	shift1333 shift1948 shift3695 shift3708 shift3709 shift4106	↔ — — — — →	6	11
Zalizniak-2020-2590-232	232	5 916 2384 448 420 842	1 5 1 1 1 1	shift539 shift1340 shift1784 shift2844 shift2845 shift3543	→ → → → → →	6	1
Zalizniak-2020-2590-233	233	686 44 52 2587 148 317	1 11 1 1 2 1	shift297 shift2356 shift3848 shift3874 shift3888 shift4306	— — — → — —	6	1
Zalizniak-2020-2590-234	234	932 1909 1389 2221 83 816	2 10 2 1 1 1	shift1192 shift2641 shift2642 shift3550 shift3552 shift4298	→ → → → → →	6	1
Zalizniak-2020-2590-235	235	455 190 194 945 454 1383	68 3 2 1 28 1	shift390 shift1253 shift1801 shift3544 shift3745 shift4083	— — → → — —	6	1
Zalizniak-2020-2590-236	236	21 2445 1013 2482 692 2160	6 4 5 5 1 1	shift1485 shift1589 shift2062 shift2509 shift3942 shift4089	— → — → — →	6	1
Zalizniak-2020-2590-237	237	112 217 86 200 294 224	7 4 4 2 1 3	shift1038 shift1155 shift1187 shift2611 shift3955 shift4130	→ → → — → —	6	3
Zalizniak-2020-2590-238	238	96 52 1906 44 2055 1097	48 2 7 2 3 7	shift1007 shift1656 shift2372 shift2741 shift3511 shift3602	— — → — → —	6	7
Zalizniak-2020-2590-239	239	858 1723 346 1948 2502 250	4 8 15 4 1 3	shift955 shift2477 shift3031 shift3041 shift3546 shift3885	→ — — → → —	6	3
Zalizniak-2020-2590-240	240	2385 186 900 183 330 144	2 15 1 3 3 1	shift118 shift437 shift1030 shift1207 shift1293 shift4297	→ — → — — —	6	1
Zalizniak-2020-2590-241	241	151 436 1552 2511 933 934	4 1 2 1 1 3	shift509 shift510 shift511 shift512 shift3237 shift4173	— — — → — —	6	3
Zalizniak-2020-2590-242	242	540 281 697 25 92 1683	2 2 3 4 1 1	shift362 shift1757 shift1758 shift1773 shift2582 shift3492	— → → → → →	6	1
Zalizniak-2020-2590-243	243	1767 38 594 217 878 97	6 1 1 2 1 2	shift1144 shift1505 shift2191 shift2751 shift3101 shift3941	→ — → — — —	6	2
Zalizniak-2020-2590-244	244	5 2327 888 435 14 427	3 1 10 10 1 1	shift222 shift529 shift1025 shift1950 shift2222 shift4061	— → — → — —	6	1
Zalizniak-2020-2590-245	245	578 2217 37 438 64 2493	1 3 6 3 2 1	shift230 shift1496 shift3300 shift3562 shift3563 shift3564	→ → ↔ → → →	6	1
Zalizniak-2020-2590-246	246	955 445 575 2186 875 176	2 1 1 2 3 1	shift418 shift1053 shift1054 shift1440 shift2814 shift3379	— — — → — →	6	1
Zalizniak-2020-2590-247	247	707 559 638 165 2384 946	2 2 1 4 2 1	shift2564 shift2776 shift2812 shift2846 shift2923 shift4066	→ → — — → —	6	1
Zalizniak-2020-2590-248	248	575 151 1454 1831 315 545	1 1 1 7 1 4	shift210 shift657 shift684 shift2379 shift2389 shift2391	→ — — → → —	6	4
Zalizniak-2020-2590-249	249	859 5 1056 561 2486 452	5 23 1 13 1 2	shift421 shift977 shift1507 shift2647 shift3151 shift3273	— ↔ — ↔ → →	6	2
Zalizniak-2020-2590-250	250	422 44 239 115 322	1 1 3 1 1	shift407 shift579 shift3885 shift3887 shift4064	— — — — —	5	1
Zalizniak-2020-2590-251	251	1735 219 481 59 2201	1 1 29 2 2	shift125 shift562 shift966 shift1533 shift3109	— ↔ → — →	5	2
Zalizniak-2020-2590-252	252	329 894 19 97 935	2 4 2 1 1	shift226 shift2415 shift2543 shift2808 shift2860	— — → — —	5	1
Zalizniak-2020-2590-253	253	2403 2410 243 149 2449	3 7 1 2 1	shift160 shift2103 shift3250 shift3672 shift4057	→ → → — →	5	1
Zalizniak-2020-2590-254	254	334 310 195 590 333	1 1 3 2 1	shift105 shift122 shift252 shift1027 shift2230	— — — — —	5	1
Zalizniak-2020-2590-255	255	463 219 1059 354 191	2 2 1 2 2	shift431 shift564 shift734 shift1550 shift2875	— → — — →	5	2
Zalizniak-2020-2590-256	256	513 494 207 277 533	18 21 7 2 1	shift1163 shift1164 shift1165 shift2016 shift3642	↔ ↔ → — —	5	1
Zalizniak-2020-2590-257	257	1195 1974 2065 759 1330	3 1 3 1 1	shift49 shift212 shift1013 shift1071 shift3490	— → → — →	5	1
Zalizniak-2020-2590-258	258	2021 766 533 1982 1216	2 1 6 3 1	shift819 shift820 shift1771 shift1772 shift2595	→ → → → →	5	1
Zalizniak-2020-2590-259	259	2052 783 697 1216 1985	1 3 2 1 1	shift571 shift572 shift853 shift2596 shift3599	→ → → → →	5	1
Zalizniak-2020-2590-260	260	754 2066 290 25 2110	2 2 6 1 1	shift1397 shift1832 shift2746 shift2858 shift3429	→ → → → →	5	1
Zalizniak-2020-2590-261	261	2016 2117 542 364 360	1 3 11 9 2	shift988 shift1227 shift2631 shift2632 shift2827	→ → → — →	5	2
Zalizniak-2020-2590-262	262	279 2073 2122 539 145	6 2 3 1 1	shift711 shift1360 shift1973 shift2192 shift3683	— → → → →	5	1
Zalizniak-2020-2590-263	263	752 2056 484 308 539	2 1 1 1 1	shift1874 shift2272 shift3426 shift3638 shift3919	↔ → — — —	5	1
Zalizniak-2020-2590-264	264	2104 2009 2102 697 1	1 2 5 1 1	shift315 shift1710 shift2170 shift2171 shift2680	→ → → → —	5	1
Zalizniak-2020-2590-265	265	380 721 1271 288 127	2 2 2 1 1	shift912 shift1494 shift3739 shift3758 shift3760	— → — — —	5	1
Zalizniak-2020-2590-266	266	2 1259 2123 781 1196	5 1 1 2 1	shift45 shift435 shift2849 shift2850 shift3927	— — → — —	5	1
Zalizniak-2020-2590-267	267	1313 521 1312 35 759	7 3 3 1 1	shift639 shift641 shift1161 shift1660 shift3631	— — — — —	5	1
Zalizniak-2020-2590-268	268	35 754 1909 2502 1414	3 2 1 1 1	shift2011 shift3498 shift3548 shift3549 shift3759	→ → → → —	5	1
Zalizniak-2020-2590-269	269	169 744 129 285 2	27 9 1 1 1	shift12 shift370 shift3212 shift3621 shift3740	— — — — —	5	1
Zalizniak-2020-2590-270	270	390 2144 525 489 1257	1 9 1 1 1	shift608 shift1401 shift2831 shift4127 shift4201	— → → — —	5	1
Zalizniak-2020-2590-271	271	2126 2057 396 376 94	6 8 11 1 1	shift738 shift739 shift740 shift1598 shift4300	→ → → → —	5	1
Zalizniak-2020-2590-272	272	490 2 834 1202 1039	30 9 5 1 1	shift18 shift953 shift1142 shift3471 shift3495	→ — → → →	5	1
Zalizniak-2020-2590-273	273	11 290 2069 1077 1964	1 1 4 1 1	shift727 shift1462 shift1819 shift3509 shift3510	— — → → →	5	1
Zalizniak-2020-2590-274	274	72 2082 1333 1120 533	8 7 2 2 2	shift5 shift1385 shift1639 shift2211 shift3554	→ → — → →	5	2
Zalizniak-2020-2590-275	275	278 35 209 367 11	1 17 3 1 1	shift665 shift1350 shift1564 shift2066 shift3363	— → → — →	5	1
Zalizniak-2020-2590-276	276	743 710 17 2030 1999	20 1 1 2 4	shift1169 shift1572 shift2745 shift3279 shift3614	→ → → → →	5	4
Zalizniak-2020-2590-277	277	788 525 468 522 256	2 1 2 1 2	shift185 shift189 shift1792 shift1983 shift2016	— — — → —	5	2
Zalizniak-2020-2590-278	278	275 132 540 1966 376	1 11 1 2 1	shift665 shift1104 shift2505 shift3461 shift3880	— → — → —	5	1
Zalizniak-2020-2590-279	279	777 262 212 793 533	2 6 1 1 1	shift21 shift711 shift1580 shift3616 shift3617	— — — — →	5	1
Zalizniak-2020-2590-280	280	272 265 2 509 92	17 3 2 1 1	shift1067 shift1068 shift2178 shift2261 shift4169	→ → — — —	5	1
Zalizniak-2020-2590-281	281	8 494 524 509 6	1 10 2 1 1	shift82 shift137 shift138 shift2323 shift3720	— — — — —	5	1
Zalizniak-2020-2590-282	282	207 769 533 57 55	3 1 6 1 2	shift1976 shift2300 shift2551 shift2810 shift3680	→ → → — →	5	2
Zalizniak-2020-2590-283	283	512 722 1330 769 182	1 1 3 1 2	shift227 shift2023 shift2784 shift3918 shift4079	— — — — —	5	2
Zalizniak-2020-2590-284	284	1221 57 207 129 1282	3 1 1 1 2	shift622 shift1128 shift1489 shift1510 shift3767	— — — — —	5	2
Zalizniak-2020-2590-285	285	1929 107 62 269 1242	1 1 1 1 1	shift191 shift1454 shift3584 shift3621 shift3905	— — → — —	5	1
Zalizniak-2020-2590-286	286	1368 1294 1137 2129 2095	2 6 1 2 1	shift1101 shift1361 shift1362 shift1880 shift2208	→ ↔ → → →	5	1
Zalizniak-2020-2590-287	287	396 1180 2034 401 1184	4 20 5 1 1	shift86 shift1455 shift1799 shift2677 shift3766	— → → — —	5	1
Zalizniak-2020-2590-288	288	111 40 268 343 265	9 5 16 3 1	shift749 shift786 shift1853 shift3099 shift3758	— → → — —	5	1
Zalizniak-2020-2590-289	289	809 792 759 487 384	4 7 9 15 1	shift1199 shift1389 shift1390 shift3333 shift3482	→ → → → →	5	1
Zalizniak-2020-2590-290	290	273 775 2422 2 710	1 1 1 1 1	shift1462 shift3538 shift3592 shift3620 shift3622	— → → — —	5	1
Zalizniak-2020-2590-291	291	2055 1000 1015 102 2554	3 10 2 1 1	shift1804 shift2010 shift2021 shift2809 shift3601	→ — → — →	5	1
Zalizniak-2020-2590-292	292	1473 791 2030 110 2123	1 1 1 1 1	shift1279 shift1593 shift3257 shift3353 shift3354	→ — → — →	5	1
Zalizniak-2020-2590-293	293	435 2560 114 2358 2242	2 7 3 12 1	shift798 shift817 shift1112 shift1113 shift1616	→ → — → →	5	1
Zalizniak-2020-2590-294	294	669 1916 651 7 1672	21 13 1 1 2	shift2507 shift2798 shift3698 shift3849 shift3850	↔ ↔ — — —	5	2
Zalizniak-2020-2590-295	295	2322 927 2139 404 2272	17 14 1 5 1	shift16 shift73 shift332 shift376 shift929	→ → → — →	5	1
Zalizniak-2020-2590-296	296	444 336 99 572 347	2 1 1 1 1	shift2953 shift2954 shift2955 shift2956 shift3382	— → → — →	5	1
Zalizniak-2020-2590-297	297	1368 323 585 1274 1087	3 1 1 3 1	shift2184 shift2574 shift3520 shift3855 shift3969	→ — → → —	5	1
Zalizniak-2020-2590-298	298	974 2209 37 603 445	1 1 1 2 1	shift2345 shift2346 shift3992 shift4095 shift4137	→ → — — —	5	1
Zalizniak-2020-2590-299	299	476 951 918 2504 2411	1 2 1 11 1	shift2087 shift2666 shift2754 shift3262 shift3294	→ → — → →	5	1
Zalizniak-2020-2590-300	300	364 112 1402 627 426	2 1 1 3 1	shift56 shift2233 shift2265 shift3632 shift3881	— — → — —	5	1
Zalizniak-2020-2590-301	301	219 1500 1828 120 1766	10 3 5 11 1	shift666 shift1602 shift1643 shift1647 shift3998	→ → → — —	5	1
Zalizniak-2020-2590-302	302	239 118 862 2246 1020	2 1 11 2 1	shift1044 shift1045 shift1046 shift1047 shift4293	→ → → → —	5	1
Zalizniak-2020-2590-303	303	986 115 194 199 158	1 2 2 1 1	shift594 shift945 shift2005 shift3327 shift3630	→ ↔ — — —	5	1
Zalizniak-2020-2590-304	304	68 61 2431 835 46	3 1 2 3 1	shift87 shift940 shift1782 shift1818 shift3911	— — → → —	5	1
Zalizniak-2020-2590-305	305	1763 689 835 145 441	1 8 1 1 1	shift91 shift584 shift2303 shift3235 shift4114	— → → — —	5	1
Zalizniak-2020-2590-306	306	65 1402 1009 81 827	4 1 2 5 1	shift629 shift2234 shift2621 shift3824 shift4284	— — → — —	5	1
Zalizniak-2020-2590-307	307	317 654 228 2338 16	9 12 1 1 1	shift860 shift1329 shift2862 shift3222 shift3807	— → → → —	5	1
Zalizniak-2020-2590-308	308	870 905 861 986 263	3 1 2 2 1	shift577 shift583 shift2358 shift2876 shift3638	— — → → —	5	1
Zalizniak-2020-2590-309	309	969 2493 112 1958 23	1 11 2 1 1	shift161 shift1122 shift2250 shift3228 shift3595	→ → → → —	5	1
Zalizniak-2020-2590-310	310	254 549 1727 423 296	1 3 15 1 1	shift122 shift386 shift387 shift3007 shift3024	— — → → →	5	1
Zalizniak-2020-2590-311	311	1094 810 143 456 238	23 0 2 3 1	shift68 shift75 shift834 shift2384 shift3349	— → — → →	5	1
Zalizniak-2020-2590-312	312	621 2407 2337 989 200	11 11 2 1 8	shift1665 shift2080 shift2324 shift3600 shift4101	— → → — —	5	8
Zalizniak-2020-2590-313	313	643 1553 795 152 141	4 0 1 1 2	shift621 shift863 shift3573 shift3576 shift3636	— — — — —	5	2
Zalizniak-2020-2590-314	314	813 41 134 624 2375	4 1 1 2 1	shift651 shift652 shift891 shift1216 shift1859	→ → — — →	5	1
Zalizniak-2020-2590-315	315	10 1742 409 543 96	4 6 1 1 1	shift90 shift2107 shift2390 shift2537 shift3639	↔ → — — —	5	1
Zalizniak-2020-2590-316	316	644 2477 420 1596 977	2 2 1 1 4	shift1944 shift2055 shift2966 shift2967 shift4180	→ → — — —	5	4
Zalizniak-2020-2590-317	317	307 221 139 4 233	9 5 1 2 1	shift860 shift2086 shift2716 shift4029 shift4306	— — — — —	5	1
Zalizniak-2020-2590-318	318	48 560 188 821 582	3 1 12 1 1	shift409 shift410 shift838 shift2144 shift4145	— — — — →	5	1
Zalizniak-2020-2590-319	319	19 1025 325 680 2336	2 6 1 1 14	shift948 shift1157 shift2561 shift3107 shift3810	→ → → → →	5	14
Zalizniak-2020-2590-320	320	150 181 192 1772 610	4 10 1 1 1	shift892 shift917 shift2306 shift2823 shift2872	— → → — —	5	1
Zalizniak-2020-2590-321	321	1465 996 136 803 1811	2 2 2 1 2	shift2556 shift2663 shift2664 shift3851 shift4136	→ — — — →	5	2
Zalizniak-2020-2590-322	322	1886 406 341 422 250	2 2 4 3 1	shift1416 shift2403 shift2404 shift4063 shift4064	↔ — — — —	5	1
Zalizniak-2020-2590-323	323	884 950 80 297 2310	1 2 1 1 3	shift837 shift1417 shift1609 shift2574 shift3671	— → — — →	5	3
Zalizniak-2020-2590-324	324	1029 2223 1528 231 803	2 2 2 2 1	shift1190 shift1703 shift2408 shift3707 shift4081	→ → → → —	5	1
Zalizniak-2020-2590-325	325	1769 2228 331 1716 146	12 10 2 6 1	shift575 shift668 shift1086 shift2926 shift3297	— → — — —	5	1
Zalizniak-2020-2590-326	326	325 556 1970 695 2244	1 2 2 2 1	shift1210 shift1434 shift2557 shift3401 shift4223	→ — → — →	5	1
Zalizniak-2020-2590-327	327	53 348 2554 1220 16	2 6 2 7 1	shift600 shift601 shift2473 shift2659 shift3789	— — → → —	5	1
Zalizniak-2020-2590-328	328	338 663 559 2215 216	1 1 1 1 5	shift182 shift238 shift329 shift330 shift1453	→ → → → →	5	5
Zalizniak-2020-2590-329	329	252 628 558 1957 112	2 7 4 2 2	shift226 shift256 shift790 shift1904 shift2101	— — → → →	5	2
Zalizniak-2020-2590-330	330	2530 240 1909 1781 183	6 3 16 1 1	shift535 shift1293 shift1370 shift1523 shift3020	→ — → → —	5	1
Zalizniak-2020-2590-331	331	2228 1808 466 325 81	5 4 3 2 1	shift669 shift927 shift1085 shift1086 shift3832	→ — — — —	5	1
Zalizniak-2020-2590-332	332	177 38 628 840 135	4 9 1 1 1	shift59 shift797 shift2027 shift2569 shift3930	— — — → —	5	1
Zalizniak-2020-2590-333	333	2157 1621 254 1427 1820	1 1 1 1 1	shift1863 shift2079 shift2230 shift3966 shift4269	→ — — — —	5	1
Zalizniak-2020-2590-334	334	254 1473 112 149 64	1 1 0 1 6	shift105 shift1110 shift2327 shift3223 shift3367	— — — — —	5	6
Zalizniak-2020-2590-335	335	173 533 423 219 685	1 1 2 3 3	shift2959 shift3456 shift3533 shift3666 shift3991	— → → — —	5	3
Zalizniak-2020-2590-336	336	18 2337 2572 1461 2438	9 2 1 1 1	shift801 shift3603 shift3196 shift3419 shift3958	↔ → → → →	5	1
Zalizniak-2020-2590-337	337	1560 468 2371 237 1641	3 4 2 1 1	shift1307 shift1402 shift1733 shift3033 shift3990	→ → → → —	5	1
Zalizniak-2020-2590-338	338	225 2559 476 48 350	1 10 3 9 1	shift244 shift712 shift889 shift1433 shift2209	— → → — —	5	1
Zalizniak-2020-2590-339	339	642 2542 2546 877 1493	3 2 1 1 1	shift389 shift1669 shift2401 shift3029 shift3030	→ → → → →	5	1
Zalizniak-2020-2590-340	340	134 2543 1649 413 2466	1 3 4 1 2	shift1111 shift1332 shift2712 shift2816 shift3200	— → — — →	5	2
