CONCEPTICON_ID	CONCEPTICON_GLOSS	POLISH	ENGLISH	POLISH_POS	POLISH_VALENCE_MEAN	POLISH_AROUSAL_MEAN	POLISH_DOMINANCE_MEAN	POLISH_ORIGIN_MEAN	POLISH_SIGNIFICANCE_MEAN	POLISH_CONCRETENESS_MEAN	POLISH_IMAGEABILITY_MEAN	POLISH_AOA_MEAN	POLISH_VALENCE_MEAN_FEMALE	POLISH_AROUSAL_MEAN_FEMALE	POLISH_DOMINANCE_MEAN_FEMALE	POLISH_ORIGIN_MEAN_FEMALE	POLISH_SIGNIFICANCE_MEAN_FEMALE	POLISH_CONCRETENESS_MEAN_FEMALE	POLISH_IMAGEABILITY_MEAN_FEMALE	POLISH_AOA_MEAN_FEMALE	POLISH_VALENCE_MEAN_MALE	POLISH_AROUSAL_MEAN_MALE	POLISH_DOMINANCE_MEAN_MALE	POLISH_ORIGIN_MEAN_MALE	POLISH_SIGNIFICANCE_MEAN_MALE	POLISH_CONCRETENESS_MEAN_MALE	POLISH_IMAGEABILITY_MEAN_MALE	POLISH_AOA_MEAN_MALE	LINE_IN_SOURCE
1849	ROW	wiosłować	to horse around	V	5.54	3.38	5.62	5.98	2.92	3.591836735	7.52	8.78	5.68	3.4	5.72	5.84	2.6	1.44	7.8	10.32	6	2.8	5.24	5.12	4.12	2	7.4	10.64	4267
1879	DANCE	tańczyć	to dance	V	6.84	5.38	5.78	4.02	4.04	3.94	7.8	6.54	7.32	5.64	6	3.8	5	3.32	8.24	6.04	6.36	5.12	5.56	4.24	3.08	4.56	7.36	7.04	3828
1917	TIE	wiązać	to bind	V	5.02	3.44	5.18	5.58	3.78	4.06	6.9	7.34	5.6	3.08	5.16	6.36	3.04	1.24	8	7.24	5.625	3.08	5.2	4.96	3.16	2.64	7.68	6.88	4226
1948	SAW	piła	saw	V	4.4	4.96	5.6	5.64	3.06	1.7	7.8	7.62	4.32	4.8	5.84	5.76	3.16	1.2	7.88	7.96	4.48	5.12	5.36	5.52	2.96	2.2	7.72	7.28	2522
1962	ROAST (SOMETHING)	piec	bake	N	5.92	3.24	5.32	5.56	3.5	2.18	7.62	6.92	6.2	3.28	5.36	5.68	3.64	1.84	7.88	6.84	5.64	3.2	5.28	5.44	3.36	2.52	7.36	7	2483
2001	PAINTING	rysować	to draw	V	6.44	3.76	5.8	4.76	4.06	4.08	7.58	5.78	6.68	3.8	6.08	5.24	4.28	3.52	8.12	5.36	6.2	3.72	5.52	4.28	3.84	4.64	7.04	6.2	3237
2009	DOG	pies	dog	N	6.74	3.84	5.04	4.54	3.2	1.551020408	8.3	5.8	6.84	4	5.04	5.16	2.6	1.2	8.48	5.48	6.64	3.68	5.04	3.92	3.8	1.916666667	8.12	6.12	2503
2058	STOOL	stołek	stool	N	5.08	3.02	5.02	5.84	2.94	2.02	7.9	6.42	5	3.4	5.04	6.36	3.08	1.28	8.04	6.52	5.16	2.64	5	5.32	2.8	2.76	7.76	6.32	3551
2253	DRIP (EMIT LIQUID)	kapać	to drip	V	4.62	3.92	4.36	5.7	2.98	3.52	7.14	7.2	4.48	4.12	4.36	5.72	2.44	2.76	7.6	7.36	4.76	3.72	4.36	5.68	3.52	4.28	6.68	7.04	1137
227	FISH	ryba	fish	N	5.64	3.08	4.8	5.54	3.04	1.84	8.12	5.34	5.48	3.72	5.08	5.92	2.88	1.44	8.28	4.92	5.8	2.44	4.52	5.16	3.2	2.24	7.96	5.76	3227
2292	GLASSES	okulary	glasses	N	5.22	2.93877551	5.46	6.74	3.82	1.94	8.2	6.26	5.48	3.2	5.52	6.84	4.16	1.28	8.48	5.76	4.96	2.666666667	5.4	6.64	3.48	2.6	7.92	6.76	2275
230	SWEEP	zamiatać	to sweep	V	4.7	3.38	4.64	6.64	3.38	3.72	7.34	7.26	5.4	3.6	5.36	6.16	2.6	1.44	8.2	9.08	5.2	3.72	5.4	5.88	2.44	2.08	7.24	9.52	4581
2366	ONION	cebula	onion	N	5.02	3.52	4.6	5.68	2.88	1.64	8.14	6.76	4.68	3.8	4.36	5.92	2.52	1.24	8.52	6.32	5.36	3.24	4.84	5.44	3.24	2.04	7.76	7.2	328
2396	KNOCK	pukać	knock	V	5.26	3.98	5.18	5.42	3.56	3.591836735	7.24	7.48	5.28	3.36	5.2	5.56	3.52	3.28	7.92	7.36	5.24	4.6	5.16	5.28	3.6	3.916666667	6.56	7.6	3046
245	BROOM	miotła	broom	V	4.9	2.82	4.64	5.72	2.72	1.86	8.26	7.22	4.68	2.48	4.72	5.68	2.64	1.2	8.36	7.2	5.12	3.16	4.56	5.76	2.8	2.52	8.16	7.24	1752
2458	PERSPIRE OR SWEAT	pocić się	to sweat	V	3.3	5.16	3.38	5.42	3.4	3.38	7.26	7.56	2.88	5.56	3.4	5.2	4	2.64	7.64	7.4	3.72	4.76	3.36	5.64	2.8	4.12	6.88	7.72	2612
2548	BARREL	beczka	barrel	N	5.24	3.12	4.78	5.9	2.56	1.836734694	7.86	8.04	5.12	3.2	4.88	6.08	2.6	1.416666667	7.8	8.12	5.36	3.04	4.68	5.72	2.52	2.24	7.92	7.96	127
256	FOOD	pizza	pizza	N	7.12	4.02	5.78	5.62	3.22	1.5	8.4	7	7.32	4.28	6	5.8	3.4	1.04	8.76	5.88	6.92	3.76	5.56	5.44	3.04	1.96	8.04	8.12	2544
2578	PENCIL	ołówek	pencil	N	5.48	3.16	5.18	6.32	2.94	1.84	8.18	6.54	5.48	3.68	5.6	6.6	2.8	1.04	8.68	6.12	5.48	2.64	4.76	6.04	3.08	2.64	7.68	6.96	2279
2623	FLAG	flaga	flag	N	5.72	3.24	5.9	5.44	4.22	2.22	7.9	7.8	5.6	3.4	6.36	5.2	4	1.64	8.12	7.4	5.84	3.08	5.44	5.68	4.44	2.8	7.68	8.2	769
2638	FISHING	łowić	to catch	V	5.52	3.2	5.34	5.22	3	3.34	7.44	7.04	5.36	3.28	5.16	5.8	2.84	3.04	7.92	6.84	5.68	3.12	5.52	4.64	3.16	3.64	6.96	7.24	1591
275	PEEL	obierać	to peel	V	4.76	3.12	5.02	6	3	3.94	6.64	7.72	4.56	3.32	5.2	6.16	3.04	3.24	6.96	7.6	4.96	2.92	4.84	5.84	2.96	4.64	6.32	7.84	2126
2783	SCALES (MEASURE INSTRUMENT)	waga	weight	N	4.72	3.7	4.94	6.02	3.8	3.06	7.5	7.52	3.08	4.68	3.32	6.12	4.12	4.8	4.76	10.8	3.36	3.92	3.68	5.36	3.8	4.96	4.96	10.28	4157
2871	SWING (MOVEMENT)	huśtać się	to seesaw	V	6.6	4.44	5.02	5.02	3.44	3.56	7.44	5.36	7.04	4.68	5.16	5.24	3.72	2.92	8.28	4.92	6.16	4.2	4.88	4.8	3.16	4.2	6.6	5.8	1028
2905	KNIT	robić na drutach	to knit	V	5.66	2.68	4.68	6.28	2.96	3.3	7.62	8.18	5.68	2.48	5.04	6.36	3.04	2.92	8.32	8.44	5.64	2.88	4.32	6.2	2.88	3.68	6.92	7.92	3115
2940	GATE	brama	gate	N	5.4	3.22	5.64	5.94	3.02	2.08	7.94	7.74	5.4	3.52	5.84	6.24	3.16	1.56	8.2	7.52	5.4	2.92	5.44	5.64	2.88	2.6	7.68	7.96	250
3084	BLACKBOARD	tablica	blackboard	N	5.1	3.46	5.48	5.836734694	3.18	1.755102041	8.06	6.84	5.08	3.68	5.76	5.92	2.6	1.32	8.12	6.68	5.12	3.24	5.2	5.75	3.76	2.208333333	8	7	3805
3086	COMPUTER	komputer	computer	N	6.28	3.56	6.08	7	4.42	2.14	8.22	6.28	6.4	3.64	6.12	7.12	4.84	1.2	8.28	5.88	6.16	3.48	6.04	6.88	4	3.08	8.16	6.68	1291
3089	GIRAFFE	żyrafa	giraffe	N	5.98	3.2	5.2	5.9	2.22	1.58	8.24	5.94	6.04	3.04	5.6	5.64	2.08	1.28	8.4	6.28	5.92	3.36	4.8	6.16	2.36	1.88	8.08	5.6	4899
3090	GUITAR	gitara	guitar	N	6.52	3.76	5.4	4.98	3.2	1.66	8.34	7.34	6.52	3.6	5.84	5.4	3.16	1.16	8.6	6.92	6.52	3.92	4.96	4.56	3.24	2.16	8.08	7.76	854
3091	LEMON	cytryna	lemon	N	5.68	3.68	5.224489796	5.48	2.48	1.62	8.44	6.36	5.4	3.56	5.583333333	5.64	2.28	1.24	8.72	5.72	5.96	3.8	4.88	5.32	2.68	2	8.16	7	450
3093	LIPSTICK	szminka	lipstick	N	5.8	3.92	5.64	4.84	2.64	1.78	8.1	8.2	6.12	4.36	6	4.96	2.88	1.16	8.64	8	5.48	3.48	5.28	4.72	2.4	2.4	7.56	8.4	3692
3094	PAINTBRUSH	pędzel	paintbrush	N	5.62	3.1	5.32	5.48	2.96	2	8.12	6.62	5.84	3.16	5.52	5.64	3.6	1.52	8.56	6.08	5.4	3.04	5.12	5.32	2.32	2.48	7.68	7.16	2471
3096	RACKET	rakieta	racket	N	5.36	4.9	6.24	5.82	2.6	1.56	7.92	6.8	5.04	4.92	5.92	6.56	2.76	1.32	8.08	6.4	5.68	4.88	6.56	5.08	2.44	1.8	7.76	7.2	3076
3097	SEWING MACHINE	maszyna do szycia	sewing machine	N	5.62	3.18	5.12	6.56	2.84	1.76	8.1	8.82	5.84	3.08	5.32	6.92	2.6	1.36	8.52	9	5.4	3.28	4.92	6.2	3.08	2.16	7.68	8.64	1680
3101	SWING	huśtawka	swing	N	6.52	4.4	4.98	4.58	3.56	2.1	8.12	6.36	7.08	4.68	5.32	4.8	3.56	1.4	8.4	5.72	5.96	4.12	4.64	4.36	3.56	2.8	7.84	7	1029
3102	TANK	czołg	tank	N	4.3	4.3	6.92	5.24	3.26	1.84	8.14	7.02	3.72	4.8	6.76	5.68	2.88	1.08	8.24	6.8	4.88	3.8	7.08	4.8	3.64	2.6	8.04	7.24	479
3104	THERMOMETER	termometr	thermometer	N	4.98	3.34	5.22	5.88	3.08	1.78	8.02	7.76	4.68	3.48	5.36	6.08	3	1.24	8.28	7.52	5.28	3.2	5.08	5.68	3.16	2.32	7.76	8	3859
3110	CLAP	klaskać	to clap	V	6.12	4.3	5.18	5.06	3.14	3.24	7.5	5.98	5.92	4.28	5.48	5.4	3.68	2.6	7.88	5.72	6.32	4.32	4.88	4.72	2.6	3.88	7.12	6.24	1212
3114	GRATE (SOMETHING)	trzeć	to grate	V	4.62	4.14	4.8	5.38	2.8	3.68	6.5	9.06	4.52	4.24	4.84	5.6	2.88	3.36	7.04	8.88	4.72	4.04	4.76	5.16	2.72	4	5.96	9.24	3951
3118	IRON (CLOTHES)	prasować	to iron	V	4.86	3.46	5.18	6.24	3.44	3.16	7.58	8.14	4.88	3.2	5.24	6.04	3.2	2.76	7.92	8.28	4.84	3.72	5.12	6.44	3.68	3.56	7.24	8	2857
3119	MASSAGE (SOMEBODY)	masować	to rub	V	6.82	3.4	5.3	4.64	4.2	3.4	7.46	8.54	6.92	3.68	5.32	4.36	4	2.96	8	8.8	6.72	3.12	5.28	4.92	4.4	3.84	6.92	8.28	1674
3122	PAINT (SOMETHING)	malować	paint	V	6.42	3.84	5.98	5.08	3.42	3.66	7.64	6.7	6.64	3.64	6.16	5.36	3.4	3	8.12	6.28	6.2	4.04	5.8	4.8	3.44	4.32	7.16	7.12	1629
3127	RAKE (SOMETHING)	grabić	to rake	V	4.18	3.58	4.979166667	5.26	2.74	3.8	7	9.36	4.24	3.48	5.208333333	5.32	2.8	3.28	7.32	9.44	4.12	3.68	4.75	5.2	2.68	4.32	6.68	9.28	914
3128	SHOWER (ACTION)	brać prysznic	to shower	V	6.66	3.54	5.48	5.8	3.68	3.28	7.72	7.22	6.84	3.64	5.84	6	3.92	2.28	8.32	7.32	6.48	3.44	5.12	5.6	3.44	4.28	7.12	7.12	247
3131	SUNBATHE	opalać się	to tan	V	6.02	3.4	5.44	4.82	3.64	3.367346939	7.48	8.28	5.88	3.6	5.76	4.64	4.32	2.92	8.32	8.2	6.16	3.2	5.12	5	2.96	3.833333333	6.64	8.36	2285
3134	TYPE (ON SOMETHING)	pisać na maszynie	to type	V	5.6	3.06	5.42	6.42	2.9	3.14	7.64	10.36	5.76	2.96	5.68	6.72	3	2.08	8.12	9.92	5.44	3.16	5.16	6.12	2.8	4.2	7.16	10.8	2535
3138	STRAWBERRY	truskawka	strawberry	N	6.98	3.38	5.18	5.54	3.1	1.76	8.32	5.78	7.32	4	5.44	5.56	3	1.28	8.72	5.24	6.64	2.76	4.92	5.52	3.2	2.24	7.92	6.32	3943
319	LICK	lizać	lick	V	5.34	4.16	4.58	5.08	3.08	3.58	7.66	6.84	5.24	4.4	4.6	4.92	3.12	2.8	8.2	5.96	5.44	3.92	4.56	5.24	3.04	4.36	7.12	7.72	1535
356	SHEARS	nożyczki	scissors	N	4.98	3.8	5.64	5.88	2.84	1.72	8.14	6.42	4.88	3.72	5.64	6.12	2.8	1.28	8.44	6.4	5.08	3.88	5.64	5.64	2.88	2.16	7.84	6.44	2106
3675	ZEBRA	zebra	zebra	N	5.76	3.3	4.88	5.7	2.12	1.72	8.04	7.46	4.64	4.76	4.44	4.48	4.4	5.92	6.24	7.56	4.8	4.56	4.64	4.48	4.08	6.12	6.16	7.92	4710
503	FROG	żaba	frog	N	5.16	2.897959184	4.5	5.62	3.22	1.48	8.24	7.14	5	3.5	4.6	5.84	2.64	1.28	8.48	6.68	5.32	2.32	4.4	5.4	3.8	1.68	8	7.6	4852
539	NEST	gniazdo	nest	N	5.48	3.44	5.3	5.24	3	2.02	7.8	7.1	5.56	3.76	5.08	5.36	3.32	1.44	8.12	7.2	5.4	3.12	5.52	5.12	2.68	2.6	7.48	7	874
55	WHISPER	szeptać	to murmur	V	5.44	2.98	4.52	5.46	3.6	4.34	6.9	7.18	5.52	2.8	4.52	5.48	3.88	3.52	7.4	7.08	5.36	3.16	4.52	5.44	3.32	5.16	6.4	7.28	3668
578	KISS	całować	to kiss	V	7.84	5.66	6.34	2.46	5.8	3.92	7.9	7.04	7.84	6.04	6.4	2.52	6.36	3.52	8.56	7.24	7.84	5.28	6.28	2.4	5.24	4.32	7.24	6.84	325
587	ANT	mrówka	ant	N	4.72	3.34	3.8	5.72	2.5	2.12	8.16	6.54	4.4	3.24	4.16	6.08	2.32	1.36	8.4	6.28	5.04	3.44	3.44	5.36	2.68	2.88	7.92	6.8	1812
592	PISS	sikać	to piss	V	4.18	3.7	4.06	5.7	3.5	2.8	7.94	5.38	3.88	3.68	4.4	6.12	3.92	2.24	8.52	5	4.48	3.72	3.72	5.28	3.08	3.36	7.36	5.76	3350
615	HORSE	koń	horse	N	5.9	3.9	5.46	5.68	2.82	1.7	8.12	6.84	6.04	3.88	5.92	5.72	2.36	1.04	8.16	5.76	5.76	3.92	5	5.64	3.28	2.36	8.08	7.92	1315
625	LAMP	lampa	lamp	N	5.52	3.08	5.26	6.12	3.4	1.72	8.1	7.46	5.6	3.44	5.36	6.04	3.28	1.12	8.44	6.6	5.44	2.72	5.16	6.2	3.52	2.32	7.76	8.32	1472
628	LEAF	liść	leaf	N	5.92	2.72	4.7	5.82	3.24	1.54	8.04	6.3	5.96	2.84	4.84	5.84	2.68	1.04	8.16	5.6	5.88	2.6	4.56	5.8	3.8	2.04	7.92	7	1530
653	PLANT (VEGETATION)	sadzić	plant	V	5.6	3.42	5.42	6.3	3.24	3.44	7.22	7.88	5.64	3.72	5.32	6.12	3.52	2.88	7.56	7.56	5.56	3.12	5.52	6.48	2.96	4	6.88	8.2	3265
696	STIR	mieszać	to mix	V	5.02	3.74	5.22	5.66	3.52	3.86	7.1	7.14	5.12	3.92	5.52	5.68	3.8	3	7.4	6.44	4.92	3.56	4.92	5.64	3.24	4.72	6.8	7.84	1727
700	CARRY	nieść	to carry	V	5.1	3.78	5.14	5.72	3.6	3.8	6.3	7.24	5.08	3.92	5.56	5.84	3.68	3.52	6.72	6.56	5.12	3.64	4.72	5.6	3.52	4.08	5.88	7.92	2028
724	READ	czytać	to read	V	6.88	3.76	6.18	6.08	4.56	3.9	7.38	6.56	7.36	4.04	6.48	6	5.2	3.16	7.96	6.2	6.4	3.48	5.88	6.16	3.92	4.64	6.8	6.92	493
735	OWL	sowa	owl	N	5.86	3.06	5.58	6.32	2.84	2.08	8.06	6.7	5.96	3.48	5.8	6.4	2.64	1.48	8.32	6.4	5.76	2.64	5.36	6.24	3.04	2.68	7.8	7	3465
739	FEED	karmić	nourish	V	6.02	3.58	5.92	5.82	4.34	3.82	6.96	6.38	6.04	3.72	6.2	5.76	4.6	3.16	7.36	5.92	6	3.44	5.64	5.88	4.08	4.48	6.56	6.84	1152
741	DRIVE	kierować	to head	V	5.68	3.76	6.38	6.6	4.28	4.72	6.82	8.2	5.56	4.2	6.44	6.56	4.96	4.32	7.24	8.2	5.8	3.32	6.32	6.64	3.6	5.12	6.4	8.2	1192
769	ROOF	dach	roof	N	5.46	3.46	5.76	6.5	3.52	1.72	8.14	6.62	5.48	3.52	6.16	6.52	3.76	1.12	8.28	6.4	5.44	3.4	5.36	6.48	3.28	2.32	8	6.84	497
771	HAT	kapelusz	hat	N	5.5	2.82	5.06	6.06	2.8	1.64	7.92	6.86	5.68	2.76	4.92	6.16	3.2	1.2	8.32	7.32	5.32	2.88	5.2	5.96	2.4	2.08	7.52	6.4	1138
787	SAIL	żeglować	to sail	V	6.36	3.44	5.87755102	5.34	3.16	3.58	7.56	8.88	6.64	3.44	6.08	5.72	3.08	3.04	7.8	9	6.08	3.44	5.666666667	4.96	3.24	4.12	7.32	8.76	4869
794	PEN	długopis	pen	N	5.68	2.88	5.44	6.24	2.78	1.8	8.16	6.96	5.4	3	5.68	6.32	2.72	1.32	8.48	6.2	5.96	2.76	5.2	6.16	2.84	2.28	7.84	7.72	538
809	TROUSERS	spodnie	pants	N	5.68	3.26	5.44	6.14	3	2.1	8.28	5.12	5.92	3.32	5.88	6.52	3.4	1.48	8.48	4.84	5.44	3.2	5	5.76	2.6	2.72	8.08	5.4	3487
846	TIGER	tygrys	tiger	N	5.84	4.62	6.66	5.32	3.12	1.62	8.12	6.94	5.96	4.76	6.52	5.6	2.92	1	8.4	6.4	5.72	4.48	6.8	5.04	3.32	2.24	7.84	7.48	3977
908	DRUM	bęben	drum	N	5.56	3.82	5.52	5.76	2.94	1.44	7.86	7.285714286	5.4	4.36	5.76	5.64	2.84	1.32	7.88	6.916666667	5.72	3.28	5.28	5.88	3.04	1.56	7.84	7.64	173
922	PEAR	gruszka	pear	N	6.26	3.16	5	5.56	2.32	2.02	8.24	6.48	6.44	3.64	5.4	5.8	2.16	1.36	8.6	6.12	6.08	2.68	4.6	5.32	2.48	2.68	7.88	6.84	945
937	BIRD	ptak	bird	N	5.66	3.4	5.72	5.2	3.38	2.1	7.82	6.54	5.64	3.4	5.84	5.52	3.16	1.52	8.24	5.8	5.68	3.4	5.6	4.88	3.6	2.68	7.4	7.28	3036
978	WAVE	fala	wave	N	5.4	3.3	5.5	5.32	3.36	2.74	7.9	7.82	5.44	3.28	5.72	5.28	3.32	2.24	8.08	7.6	5.36	3.32	5.28	5.36	3.4	3.24	7.72	8.04	727
986	TOMATO	pomidor	tomato	N	5.78	2.7	5.24	5.64	3	1.86	8.34	6.48	5.6	2.72	5.44	5.8	2.92	1.08	8.56	6.24	5.96	2.68	5.04	5.48	3.08	2.64	8.12	6.72	2724
