CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	VALENCE_LANGUAGE_OMEGAWIKI_WKB	AROUSAL_LANGUAGE_OMEGAWIKI_WKB	DOMINANCE_LANGUAGE_OMEGAWIKI_WKB	VALENCE_LANGUAGE_FAMILY_OMEGAWIKI_WKB	AROUSAL_LANGUAGE_FAMILY_OMEGAWIKI_WKB	DOMINANCE_LANGUAGE_FAMILY_OMEGAWIKI_WKB	VALENCE_MEAN_OMEGAWIKI_WKB	AROUSAL_MEAN_OMEGAWIKI_WKB	DOMINANCE_MEAN_OMEGAWIKI_WKB	LINE_IN_SOURCE
1359	SEPARATE	separate	4.42607142857143	4.01942857142857	4.712	4.58416666666667	3.92972222222222	4.98361111111111	4.49107142857143	4.03678571428571	4.80607142857143	6088
1360	DUCK	duck	5.05	4.32	5.21	5.05	4.32	5.21	5.05	4.32	5.21	4284
1361	TOOL	tool	5.56538461538462	3.90076923076923	6.09384615384615	5.76	3.89714285714286	6.13857142857143	5.4725	3.9025	6.0725	4705
1362	STREET	street	5.725	3.82	5.615	5.725	3.82	5.615	5.725	3.82	5.615	6017
1363	VOICE	voice	5.442	3.672	5.326	5.33	3.62	5.30666666666667	5.61	3.75	5.355	4547
1364	HEALTHY	healthy	7.33	4.185	6.855	7.33	4.185	6.855	7.33	4.185	6.855	1635
1365	KITCHEN	kitchen	6.3280701754386	3.73456140350877	5.91140350877193	6.340625	3.7475	5.95	6.38833333333333	3.79666666666667	6.09666666666667	4707
1366	BOY	boy	7.10333333333333	5.03	5.13333333333333	7.084	4.97	5.12	7.055	4.88	5.1	99
137	COCA	coca	6.44	4.525	5.31	6.44	4.525	5.31	6.44	4.525	5.31	2119
1370	MONTH	month	6.67043015521064	3.76712416851441	5.76185587583149	6.56518433179691	3.82286866359425	5.66211981566793	6.49272727271345	3.69818181817289	5.62939393938206	789
1371	KNEE	knee	4	3.18	4.88	4	3.18	4.88	4	3.18	4.88	4066
1372	MEDICINE	medicine	4.688	4.312	5.104	4.688	4.312	5.104	4.688	4.312	5.104	4474
1373	TEA	tea	6.74333333333333	3.84666666666667	5.96666666666667	6.74333333333333	3.84666666666667	5.96666666666667	6.74333333333333	3.84666666666667	5.96666666666667	4992
1374	RING	ring	6.93782608695652	4.2715652173913	5.46591304347826	6.94416666666667	4.27816666666667	5.46483333333333	6.915	4.2478	5.4698	1710
1375	WINDOW	window	5.18	4.14	6.11	5.18	4.14	6.11	5.18	4.14	6.11	4716
1376	NOW	now	6.90333333333333	4.5	5.55666666666666	6.68999999999774	4.7249999999984	5.49499999999814	6.68999999999883	4.72499999999917	5.49499999999903	901
1377	VISIT	visit	6.26909090909091	3.92363636363636	5.78909090909091	6.24666666666667	3.99666666666667	5.89	6.24666666666667	3.99666666666667	5.89	4718
1379	TELEPHONE	telephone	6.215	3.519	5.589	6.215	3.519	5.589	6.215	3.519	5.589	5111
138	BATHE	bathe	5.69337112339548	3.68344888972173	6.21415159748899	5.64283995186522	3.70451263537906	6.20293622141998	5.57235772357724	3.73373983739837	6.17170731707317	525
1380	TOOTH	tooth	5	3.8	5.65	5	3.8	5.65	5	3.8	5.65	5077
1381	SHOE	shoe	4.91	4.15	6.04	4.91	4.15	6.04	4.91	4.15	6.04	4719
1384	SECOND	second	5.77157894736842	3.82263157894737	5.64526315789474	5.77857142857143	3.82285714285714	5.61142857142857	5.725	3.785	5.54666666666667	4880
1385	PEPPER	pepper	5.64823529411765	4.29470588235294	5.82941176470588	5.69	4.28333333333333	5.82166666666667	5.548	4.322	5.848	5016
1387	ARRIVE	arrive	6.22997448979592	4.16961734693878	6.39614795918367	6.14003703703704	4.11088888888889	6.26074074074074	6.208	4.1262	6.3116	926
1388	SHADE	shadow	5.61705882352941	3.19558823529412	5.68294117647059	5.634	3.221	5.73	5.73	3.365	5.99666666666667	3408
1389	TOE	toe	5.8	4.15	5.32	5.8	4.15	5.32	5.8	4.15	5.32	4727
1390	WRONG	wrong	3.19057971014493	4.72057971014493	3.95811594202899	3.18291666666667	4.72604166666667	4.01020833333333	3.20809523809524	4.70809523809524	3.83904761904762	4659
1391	TOWN	town	6.12	5.08	5.04	6.12	5.08	5.04	6.12	5.08	5.04	4307
1393	HORN (ANATOMY)	horn	5.95	4.05	5.83	5.95	4.05	5.83	5.95	4.05	5.83	6102
1394	BONE	bone	5.755	3.24	5.63	5.755	3.24	5.63	5.755	3.24	5.63	766
1395	ROUND	round	5.92022881330639	3.02687509107412	5.32070704242167	5.87444464678443	3.00514364582409	5.25673362563679	5.87655795017038	2.9998227886691	5.2281614078565	4730
1396	SHARP	sharp	4.69499474421864	4.99942711983181	4.92249474421864	4.85623529411765	5.04078431372549	4.9958137254902	4.61247058823529	4.99156862745098	4.88162745098039	4732
1398	DRY	dry	3.99421052631579	3.5840350877193	4.64635087719298	4.02964285714284	3.58035714285712	4.68785714285712	4.002	3.4875	4.4835	3414
1399	CLAY	clay	3.65	4.5	4.74	3.65	4.5	4.74	3.65	4.5	4.74	6078
1400	THIN (SLIM)	skinny	5.65	4.21111111111111	5.53555555555556	5.59	4.26666666666667	5.42333333333333	5.59	4.26666666666667	5.42333333333333	934
1401	DRINK	drink	5.80899594411897	4.23755565570077	5.58091482649842	5.74788	4.254	5.52812	5.84285714285714	4.08134920634921	5.60357142857143	3383
1402	BREAST	breast	5.23666666666667	5.63	5.99	5.23666666666667	5.63	5.99	5.23666666666667	5.63	5.99	3428
1403	BITE	bite	4.88	3.8	4.64	4.88	3.8	4.64	4.88	3.8	4.64	3424
1404	STRAIGHT	straight	5.47333333333333	4.03333333333333	5.60666666666667	5.93499999999922	4.27499999999944	5.99499999999921	5.93499999999922	4.27499999999944	5.99499999999921	5558
1405	NAME	name	5.63885860255144	3.28997148269816	5.42451631431508	5.63743045361784	3.30968672800831	5.44176757008342	5.58148136597536	3.15879775456105	5.34750038983315	945
1408	HEAR	hear	6.005	4.3125	5.635	6.05714285714286	4.35714285714286	5.59142857142857	6.005	4.3125	5.635	951
1409	SEE	see	6.23946120689655	3.51101293103448	6.53896551724138	6.05365384615385	3.60692307692308	6.41326923076923	5.93119047619048	3.66047619047619	6.29785714285714	3429
1412	RUDE	rude	2.824	4.9875	3.8525	2.79333333333333	4.95833333333333	3.84166666666667	2.79333333333333	4.95833333333333	3.84166666666667	4749
1413	PLAY	play	4.81	5.32	3.74	4.81	5.32	3.74	4.81	5.32	3.74	6464
1414	SQUEEZE	squeeze	5.10875	4.80625	5.02125	5.09333333333333	4.76833333333333	5.12	5.09333333333333	4.76833333333333	5.12	956
1416	SIT	sit	5.64857142857143	3.13571428571429	6.05714285714286	5.64	3.133	6.057	5.67	3.1425	6.0575	958
1417	KILL	kill	3.87073859856425	4.6213786307091	4.82883842957969	3.69024093689225	4.76389842263055	4.71697748826334	3.8041241579526	4.62911356457371	4.77958940953462	961
1418	DIG	dig	5.19318181818182	3.55136363636364	4.86227272727273	5.20166666666667	3.50833333333333	4.96833333333333	5.20166666666667	3.50833333333333	4.96833333333333	964
1419	FEAR (BE AFRAID)	fear	2.64196428571429	5.79559523809524	3.62517857142857	2.634	5.77866666666667	3.586	2.5925	5.69833333333333	3.4325	967
1420	COUNT	count	4.99135374542654	3.47392451376853	5.62561236279607	5.08372093023255	3.57890365448505	5.54646179401993	5.04316239316239	3.55824786324786	5.55376068376068	3564
1422	BE ALIVE	live	5.63117647058824	4.18058823529412	5.69705882352941	5.61333333333333	3.96166666666667	5.695	5.622	4.068	5.696	3431
1423	FIGHT	fight	3.54714285714286	5.76	4.77	3.55166666666667	5.67833333333333	4.62666666666667	3.55166666666667	5.67833333333333	4.62666666666667	1269
1425	GREEN	green	5.3257671957672	4.10026455026455	4.71513227513227	5.5004	4.1452	4.8872	5.5004	4.1452	4.8872	972
1426	EXPENSIVE	expensive	6.04861480075901	4.30888045540797	5.43965844402277	6.5525	4.7305	5.84383333333333	6.08357142857143	4.66857142857143	5.71928571428571	83
1427	BEAUTIFUL	beautiful	7.37426369863014	5.09584589041096	6.6012397260274	7.42075487012986	5.11296266233766	6.65094967532467	7.41760545905707	5.15140198511166	6.60667493796526	731
143	HUMID	humid	5.44254237288136	4.79322033898305	5.79813559322034	5.46076923076923	4.81230769230769	5.82692307692308	5.46076923076923	4.81230769230769	5.82692307692308	598
1430	STAR	star	5.81299145299145	4.50213675213675	5.04529914529915	6.00611111111111	4.39873015873016	5.17238095238095	6.085	4.16888888888889	5.48	4217
1432	CUT	cut	4.415	4.29333333333333	4.99	4.415	4.29333333333333	4.99	4.415	4.29333333333333	4.99	3436
1433	HIT	hit	4.15930617078955	4.92151725092885	4.96305007164342	4.18720418970583	4.91379542162577	4.96401830326193	4.2738715548176	4.87894298568583	4.99513056496035	960
1434	STAB	prick	5.37636363636364	3.23909090909091	6.08181818181818	5.22333333333333	3.14666666666667	6.19333333333333	5.22333333333333	3.14666666666667	6.19333333333333	654
1435	HUNT	hunt	4.27230769230769	5.02538461538462	5.38923076923077	4.39	4.77833333333333	5.48666666666667	4.318	4.992	5.432	980
1436	SCRATCH	scratch	4.5	4.035	5.03	4.5	4.035	5.03	4.5	4.035	5.03	4758
1437	SPLIT	split	4.84375	3.93	5.295	4.884	3.768	5.466	4.86666666666667	3.91	5.37333333333333	4759
1438	FOOL	fool	4.10647625230868	4.04215475370786	4.52895029210489	4.14837596423852	4.07491319169144	4.5725066010076	4.18155934195065	4.07408947456774	4.5270679872419	496
1439	SWIM	swim	6.86545454545455	4.41545454545455	6.04454545454546	6.58666666666667	3.82	6.22333333333333	6.58666666666667	3.82	6.22333333333333	993
1440	SPIT	spit	3.28	2.7	4.35	3.28	2.7	4.35	3.28	2.7	4.35	4982
1441	FLY (MOVE THROUGH AIR)	fly	6.135	4.41666666666667	6.29666666666667	6.12	4.51333333333333	6.09333333333333	6.105	4.61	5.89	3439
1442	STAND	stand	5.54216572504708	3.73866290018832	5.46546767106089	5.60188811188811	3.65195804195804	5.63611888111888	5.36694214876033	3.76809917355372	5.55280991735537	1648
1443	WALK	walk	6.64	3.235	6.0775	6.562	3.232	6.226	6.64	3.235	6.0775	4764
1446	COME	come	5.86503607503608	4.36857142857143	5.87701298701299	5.85814814814815	4.26288888888889	5.8902962962963	5.94545454545455	4.31654545454545	6.016	925
1447	GIVE	give	5.93787878787879	3.68393939393939	5.9169696969697	5.89571428571429	3.68642857142857	5.92428571428571	5.74	3.63909090909091	5.84909090909091	1000
1448	HOLD	hold	5.6217816091954	3.98080459770115	5.80695402298851	5.66416666666667	3.90333333333333	5.80988095238095	5.64712121212121	4.00969696969697	5.76257575757576	3162
1449	RUB	rub	5.11	4.91	5.15	5.11	4.91	5.15	5.11	4.91	5.15	1076
1451	SMILE	smile	7.775	5.135	6.65	7.775	5.135	6.65	7.775	5.135	6.65	1004
1452	PUSH	push	5.06818181818182	4.70363636363636	4.42909090909091	5.036	4.734	4.466	4.9475	4.8175	4.5675	4045
1453	WASH	wash	6.6725	4.17	6.4575	6.6725	4.17	6.4575	6.6725	4.17	6.4575	4928
1454	WIPE	wipe	4.99896296296296	3.91677037037037	5.58844444444444	4.84517441860465	3.87631782945736	5.53327519379845	5.29648148148148	3.97635802469136	5.69654320987654	4738
1455	PULL	pull	4.83511033681765	4.6720905923345	5.28801393728223	4.9056862745098	4.59745098039216	5.28980392156863	5.20402777777778	4.27416666666667	5.43875	549
1458	SAY	say	5.73984126984127	4.01126984126984	5.77190476190476	5.76212121212121	4.05257575757576	5.89545454545454	5.8147619047619	3.96404761904762	5.79857142857143	470
1460	IN	in	5.76226473030648	3.64673644773179	5.50502964407794	5.72723675178954	3.65984478966758	5.52711586143135	5.77115258662654	3.7620087843519	5.5194041244413	1009
1461	AT	at	5.69754910102161	3.14912149243931	5.42343214692648	5.60171025536862	3.25953436900276	5.50134758429406	5.67691551975926	3.27205270611143	5.41642474664778	1012
1462	POT	pot	5.71742857142857	3.49064285714286	5.75914285714286	5.66825396825397	3.51015873015873	5.78793650793651	5.66825396825397	3.51015873015873	5.78793650793651	881
1463	DRUNK	drunk	3.61967523236741	4.59159650082012	3.23423783488245	3.60500967741935	4.56479032258065	3.26491290322581	3.59192451997352	4.55472522621938	3.2812822776429	1021
1464	LADDER	ladder	5.32444444444444	3.57222222222222	5.49666666666667	5.24666666666667	3.56333333333333	5.46	5.24666666666667	3.56333333333333	5.46	1027
1465	BOX	box	4.896	4.776	5.918	4.825	4.935	5.87	4.825	4.935	5.87	1028
1466	EXACT	exact	6.62697374268766	3.69628063978429	6.38277433849188	6.68018388882333	3.83489005411075	6.43120151526101	6.48165262456087	3.95965811234636	6.53608165111671	1029
1467	CIRCLE	circle	5.47	3.4	5.25	5.47	3.4	5.25	5.47	3.4	5.25	594
1468	LOOK FOR	search	5.794	3.796	5.528	5.885	3.775	5.73333333333333	5.8525	3.7825	5.66	6121
1470	FOLD	fold	5.46333333333333	3.92666666666667	5.58	5.46333333333333	3.92666666666667	5.58	5.46333333333333	3.92666666666667	5.58	4789
1471	WINTER	winter	4.32	3.55	5.17	4.32	3.55	5.17	4.32	3.55	5.17	4316
1472	KEY	key	6.11925925925926	3.88518518518519	6.67	5.83127021949087	3.84275785466469	6.4412567264801	5.76458630208454	3.83202892467251	6.3877423696255	1042
1474	SEA	sea	6.96133333333333	3.29116666666667	5.695	6.95074074074074	3.26925925925926	5.67333333333333	6.91	3.185	5.59	6022
1475	COMB	comb	4.80666666666667	3.43333333333333	5.8	4.76	3.455	5.67	4.76	3.455	5.67	2149
1476	CHAIR	seat	5.01389117948384	3.72540517312639	5.43068509732802	4.98336044326285	3.7511173427159	5.47904919858684	5.01463756321113	3.72516750948167	5.43062365676359	2042
1477	KEEP	keep	6.1575	4.0175	5.9285	6.30428571428571	3.93	6.03571428571429	6.3025	3.7825	6.0175	1047
1478	WITHOUT	without	5.83698718524143	3.74113230892377	5.60622424550276	6.06144946274032	3.75802928786722	5.72585514641675	5.96250206292586	3.5816896147292	5.68528247267789	4798
1480	BODY	body	4.43714285714286	3.81142857142857	4.95285714285714	4.47	3.86	4.99666666666667	4.47	3.86	4.99666666666667	1061
1492	DUMB	dumb	3.99	3.815	4.8675	3.99	3.815	4.8675	3.99	3.815	4.8675	3479
1494	DIE	die	2.415	5.45	3.54	2.16666666666667	5.93333333333333	3.45333333333333	2.16666666666667	5.93333333333333	3.45333333333333	3476
1495	HAPPY	happy	7.25733333333333	4.23311111111111	6.392	7.25863636363636	4.22545454545455	6.37590909090909	7.377	4.508	6.563	1087
1496	GRANDMOTHER	grandmother	5.79	3.82	5.09	5.79	3.82	5.09	5.79	3.82	5.09	1094
1499	JUICE	juice	5.73428571428571	4.49	5.41571428571429	5.53	4.518	5.336	5.53	4.518	5.336	3423
150	WORRY	worry	3.09768	5.11149333333333	4.11245333333333	3.02722222222222	5.13355555555556	4.096	3.11083333333333	5.09866666666667	4.10233333333333	5134
1503	SALIVA	saliva	3.28	2.7	4.35	3.28	2.7	4.35	3.28	2.7	4.35	4983
1506	MEASURE	measure	5.13790450928382	3.55554376657825	5.39190981432361	5.132	3.63542857142857	5.45085714285714	5.132	3.63542857142857	5.45085714285714	3231
1510	CHIN	chin	5.09	3.18	5.42	5.09	3.18	5.42	5.09	3.18	5.42	5276
1511	ROOSTER	rooster	5.05	5.74	5.5	5.05	5.74	5.5	5.05	5.74	5.5	6054
1517	WASP	wasp	3.04	5.53	3.815	3.04	5.53	3.815	3.04	5.53	3.815	5202
1518	STUPID	stupid	4.13242872463484	4.02948293830705	4.6096249824029	4.25042322798517	4.03437965715964	4.67992704547957	4.07359777424483	4.02508834885305	4.58823836020895	602
1519	RUN	run	5.248	5.608	5.716	5.248	5.608	5.716	5.248	5.608	5.716	3482
1520	CRUSH	crush	4.55692307692308	4.60461538461538	5.07807692307692	4.53615384615385	4.50769230769231	5.06769230769231	4.46444444444444	4.66222222222222	4.99333333333333	1900
1521	SEEM	seem	5.78	3.85666666666667	5.71333333333333	5.78	3.85666666666667	5.71333333333333	5.78	3.85666666666667	5.71333333333333	4837
1523	FORGET	forget	3.98	4.37	4.40333333333333	3.98	4.37	4.40333333333333	3.98	4.37	4.40333333333333	4838
1526	MEAL	meal	7.0675	4.495	6.05	7.21833333333333	4.56	6.06	7.0675	4.495	6.05	4411
1531	BRANCH	branch	5.3675	3.2475	5.7425	5.3675	3.2475	5.7425	5.3675	3.2475	5.7425	1133
1532	SHEAR	shear	3.8375	3.6075	4.8125	3.8375	3.6075	4.8125	3.8375	3.6075	4.8125	5682
1534	FEVER	fever	5.58	4.86	4.64	5.58	4.86	4.64	5.58	4.86	4.64	535
1536	UNDERSTAND	understand	6.15862066816255	3.60100224382947	6.36402019446522	6.19381724289651	3.543640784568	6.44703216543547	6.15732888323797	3.59775799957618	6.36554248781522	3490
1537	SPRINGTIME	spring	5.931905	3.841195	5.780435	6.03891176470588	3.79358823529412	5.80373529411764	6.16788819875776	3.70869565217391	5.70341614906832	3290
1539	BASKET	basket	5.41020408163265	2.80326530612245	5.24612244897959	5.2775	2.975	5.2175	5.2775	2.975	5.2175	454
1542	ACCOMPANY	accompany	5.521	4.47475	5.727125	5.54	4.38083333333333	5.73791666666667	5.54	4.38083333333333	5.73791666666667	2799
1548	UGLY	ugly	3.24	4.86	3.56	3.24	4.86	3.56	3.24	4.86	3.56	4814
1550	PREVENT	prevent	4.2225	3.6975	5.1775	4.408	3.586	5.18	4.2225	3.6975	5.1775	1165
1551	FEMALE	female	7.06641025641026	4.2725641025641	5.66846153846154	7.11452380952381	4.31857142857143	5.82166666666667	7.135	4.41857142857143	5.845	574
1552	GLOOMY	gloomy	3.745	4.285	4.395	3.745	4.285	4.395	3.745	4.285	4.395	6510
1553	MALE	male	6.06041293260474	4.33115191256831	5.65159772313297	6.03367161716172	4.30357673267327	5.63490511551155	6.09292857142857	4.45607142857143	5.62064285714286	1168
1554	MAN	man	6.24786050394657	4.28140862173649	5.68673687006679	6.2749080622348	4.23536067892504	5.70569071192834	6.32758928571429	4.20574404761905	5.7583630952381	636
1557	BEGINNING	beginning	6.02909090909091	4.99636363636364	5.19	6.10666666666667	4.83333333333333	5.32333333333333	6.10666666666667	4.83333333333333	5.32333333333333	1170
1558	SIMILAR	similar	5.843258348594	3.87799779959705	5.93162893001516	5.82235246764094	3.88854947902398	5.89994446107154	5.82885467930719	3.8693834237929	5.90497660618199	4871
156	RED	red	6.17	4.485	5.41	6.17	4.485	5.41	6.17	4.485	5.41	835
1560	FACE	face	6.176	4.142	5.728	6.05333333333333	3.84333333333333	5.57333333333333	6.13	4.03	5.67	3493
1561	ARMY	army	5.46	4.44333333333333	5.34666666666667	5.46	4.44333333333333	5.34666666666667	5.46	4.44333333333333	5.34666666666667	3775
1562	MIND	mind	6.0515284249767	4.2891798695247	6.06360298229264	6.01323270440252	4.22503514613393	6.07537883832778	5.97155974842767	4.2628498427673	6.03571501572327	2590
1564	LAZY	lazy	4.05	2.9	4	4.05	2.9	4	4.05	2.9	4	1684
1565	HEAVEN	heaven	7.32	2.74	5.61	7.32	2.74	5.61	7.32	2.74	5.61	3500
1567	DOOR	door	5.5	4.075	5.765	5.5	4.075	5.765	5.5	4.075	5.765	818
1568	ARRANGE	arrange	5.29611111111111	3.35777777777778	5.06833333333333	5.29611111111111	3.35777777777778	5.06833333333333	5.29611111111111	3.35777777777778	5.06833333333333	1080
157	DYE	dye	6.498	3.36733333333333	5.78266666666667	6.492	3.443	5.876	6.51625	3.34375	5.78125	5966
1570	EQUAL	equal	5.71049300576851	3.85307306853033	5.78437538943105	5.71934423295004	3.86992850793977	5.78850037095956	5.74835508830136	3.81061055204899	5.81773845840472	1173
1573	SWELL	swell	4.3	3.3	5.28	4.3	3.3	5.28	4.3	3.3	5.28	6422
1574	FLOAT	float	6.44761904761905	3.38095238095238	5.96333333333333	6.45222222222222	3.42777777777778	5.97222222222222	6.45625	3.46875	5.98	994
1576	PILE UP	pile up	6.56	4.12	5.46	6.56	4.12	5.46	6.56	4.12	5.46	801
1579	BE	be	5.67074136955291	3.77031975099038	5.30712790039615	5.68009746588694	3.7469298245614	5.25770955165692	5.6847	3.7403	5.18115	1188
158	PUT ON	put on	5.16	3.24	6.2	5.16	3.24	6.2	5.16	3.24	6.2	5205
1580	ONLY	only	5.10850873214899	3.74552582360073	5.13526782278049	5.52943115963372	3.64606872757724	5.35303451532907	5.47761595753013	3.62697033303579	5.33937783764791	3517
1581	ALLIGATOR	alligator	3.15	6.48	3.47	3.15	6.48	3.47	3.15	6.48	3.47	3158
1583	BRAIN	brain	6.41054545454545	4.43424242424242	6.18818181818182	6.37516666666667	4.49833333333333	6.21508333333333	6.37516666666667	4.49833333333333	6.21508333333333	1176
1584	BLISTER	blister	3.931	4.4805	5.021	3.99636363636364	4.47727272727273	5.04818181818182	3.62285714285714	4.49571428571429	4.89285714285714	228
1585	SLEEP	sleep	6.25475452196382	2.94687338501292	5.17124031007752	6.23048237476809	2.90461966604824	5.13749536178108	6.40166666666667	3.1145	5.21658333333333	478
1587	SMELL (STINK)	stink	2.62	4.53	3.47	2.62	4.53	3.47	2.62	4.53	3.47	4881
1588	TURN	turn	5.139375	4.14754464285714	4.78276785714286	5.096	4.27433333333333	4.726	4.90666666666667	4.5375	4.6025	3440
1590	WAIT (FOR)	wait	5.95954545454545	4.39681818181818	5.35272727272727	6.142	4.504	5.524	6.142	4.504	5.524	4882
1591	UP	up	5.3075	3.905	5.5375	5.3075	3.905	5.5375	5.3075	3.905	5.5375	4885
1592	CHEST	chest	5.72333333333333	5.77666666666667	5.46333333333333	5.72333333333333	5.77666666666667	5.46333333333333	5.72333333333333	5.77666666666667	5.46333333333333	940
1593	DEEP	deep	6.65	4.14	5.4	6.65	4.14	5.4	6.65	4.14	5.4	3515
1594	FLOUR	flour	6.91666666666667	4.43	6.04	6.91666666666667	4.43	6.04	6.91666666666667	4.43	6.04	3202
1597	AIRPLANE	plane	6.25475409836065	4.75573770491803	5.72377049180328	6.21882352941176	4.67294117647059	5.73470588235294	5.84	3.8	5.85	4233
1598	NORTH	north	6.18	4.05	6.26	6.18	4.05	6.26	6.18	4.05	6.26	4893
1599	WORD	word	5.65	3.689	5.506	5.585	3.65666666666667	5.64	5.59	3.715	5.84333333333333	5253
160	SET (HEAVENLY BODIES)	set	5.44578947368421	3.48368421052632	5.53105263157895	5.4125	3.45125	5.44625	5.36	3.45428571428571	5.59714285714286	3252
1600	SKIRT	skirt	5.63372569184742	3.69853777112939	5.59308994016455	5.48090722429351	3.68603474361052	5.38845707029772	5.63127887264251	3.69522091544819	5.59572631913541	3797
1601	WEAK	weak	3.67631578947368	3.93684210526316	3.90684210526315	3.64	3.985	3.9775	3.41	4.29	4.425	4457
1605	SKULL	skull	5.08333333333333	4.02666666666667	4.83	4.72	4.265	4.67	4.72	4.265	4.67	6158
1606	INSIDE	inside	5.76226473030648	3.64673644773179	5.50502964407794	5.72723675178954	3.65984478966758	5.52711586143135	5.77115258662654	3.7620087843519	5.5194041244413	1010
1607	HATE	hate	2.693515625	5.2540625	4.7325	2.78035714285714	5.21658163265306	4.76387755102041	2.70354166666667	5.24895833333333	4.73583333333333	3525
1608	LISTEN	listen	5.68499178981938	4.14949917898194	5.82399835796387	5.72470799640611	4.09508535489668	5.90863432165319	5.56549266247379	4.17426624737945	5.77507337526205	2591
1609	IDEA	idea	5.86	4.25	5.42	5.86	4.25	5.42	5.86	4.25	5.42	1211
161	MISS (A TARGET)	miss	5.035	3.54	5.3625	4.89666666666667	3.49666666666667	5.46333333333333	4.89666666666667	3.49666666666667	5.46333333333333	1494
1611	INVITE	invite	7.05	4.94	6.43	7.05	4.94	6.43	7.05	4.94	6.43	6161
1612	LETTER	letter	5.86470588235294	3.88705882352941	6.60294117647059	5.87428571428571	3.80285714285714	6.52857142857143	5.768	3.584	6.192	4458
1613	COLOR	color	5.946	3.55466666666667	5.61533333333333	5.934	3.706	5.802	5.9825	3.5075	5.6125	121
1614	SUMMIT	peak of mountain	5.44856697819315	4.26781931464174	5.42392523364486	5.56866666666667	4.122	5.48493333333333	5.56866666666667	4.122	5.48493333333333	1866
1615	ESCAPE	escape	4.58102564102564	4.97666666666667	5.12205128205128	4.47488888888889	4.96777777777778	4.97622222222222	4.55055555555556	5.00111111111111	5.10777777777778	316
1616	CLOTH	cloth	6.05	2.4	5.8	6.05	2.4	5.8	6.05	2.4	5.8	176
1617	GRANDCHILD	grandchild	6.22	3.36	5.39	6.22	3.36	5.39	6.22	3.36	5.39	1222
1618	GRANDSON	grandson	7	3.9	5.68	7	3.9	5.68	7	3.9	5.68	4897
1620	SON	son	5.84	4.11	5.5	5.84	4.11	5.5	5.84	4.11	5.5	5861
1623	SPEAK	speak	5.94	3.89	6.08666666666667	5.74	4.03571428571429	5.98571428571429	5.94	3.89	6.08666666666667	471
1624	EMPTY	empty	4.01428571428571	3.32857142857143	4.65142857142857	4.14	3.35333333333333	4.74333333333333	4.14	3.35333333333333	4.74333333333333	1228
1625	DEAD	dead	2.87613333333333	4.83902222222222	3.78115555555556	2.76178571428571	4.77071428571429	3.60214285714286	2.62944444444444	4.68	3.46444444444444	906
1626	EXPLAIN	explain	5.55777642980936	3.66383622183709	5.92129289428076	5.46536107711137	3.81673806609546	5.85127906976743	5.49222222222222	3.75944444444444	5.78694444444444	1235
1627	CHAIN	chain	5.24777777777778	3.93222222222222	4.52	5.82	3.785	4.92	5.82	3.785	4.92	1237
1628	SQUIRREL	squirrel	6.25	4.25333333333333	5.4	6.25	4.25333333333333	5.4	6.25	4.25333333333333	5.4	2832
1629	EVENING	evening	6.31352941176471	3.68352941176471	5.05529411764706	6.43	3.62923076923077	5.06153846153846	6.364	3.66	5.058	1828
163	BLACK	black	5.02425576860579	4.18735619109522	5.17293142671433	5.00575757575758	4.15121212121212	5.19878787878788	5.00575757575758	4.15121212121212	5.19878787878788	3354
1631	FAST	fast	4.67571428571429	5.13	5.21571428571429	4.114	5.118	4.83	4.114	5.118	4.83	716
1632	FLOOR	floor	5.38	2.55666666666667	5.32333333333333	5.465	2.455	5.395	5.465	2.455	5.395	458
1633	FLAT	flat	5.28666666666667	2.97666666666667	5.54	5.39	3.125	5.53	5.39	3.125	5.53	3535
1640	SIBLING	sibling	6.18	4.48	5.46	6.18	4.48	5.46	6.18	4.48	5.46	6070
1641	SILK	silk	6.64571428571429	3.14142857142857	5.85571428571428	6.58666666666667	3.04333333333333	5.84333333333333	6.69	3.215	5.865	3118
1645	SHORT	short	5.36692307692308	3.03846153846154	4.67	5.34166666666667	3.07333333333333	4.69333333333333	5.34166666666667	3.07333333333333	4.69333333333333	333
1649	SIT DOWN	sit down	5.82	3.19	6.06	5.82	3.19	6.06	5.82	3.19	6.06	4745
1650	WATCH	watch	5.62826086956522	3.45130434782609	5.68	5.66909090909091	3.43818181818182	5.65181818181818	5.59142857142857	3.41	5.77857142857143	4682
1651	TEAR (OF EYE)	tear	4.23	4.66999999999999	4.82	4.23	4.67	4.82	4.23	4.67	4.82	3540
1653	BLIND	blind	2.95	3.215	3.4575	3.1	2.7	3.875	3	3.04333333333333	3.59666666666667	2298
1654	LIGHTNING	lightning	5.53	5.38	4.94	5.53	5.38	4.94	5.53	5.38	4.94	4915
1655	BLINK	blink	6.62	4.75	6.05	6.62	4.75	6.05	6.62	4.75	6.05	4154
1657	TRUE	true	6.59705882352941	3.87941176470588	6.38235294117647	6.674	3.938	6.55	6.565	3.855	6.3125	4559
166	MAINLAND	mainland	6.05	3.24	5.16	6.05	3.24	5.16	6.05	3.24	5.16	6036
1664	RAFT	raft	5.24857142857143	3.66	5.63857142857143	5.39333333333333	3.7	5.68	5.39333333333333	3.7	5.68	6174
