CONCEPTICON_ID	CONCEPTICON_GLOSS	TURKISH	TURKISH_VALENCE_MEAN	TURKISH_AROUSAL_MEAN	TURKISH_HAPPINESS_MEAN	TURKISH_ANGER_MEAN	TURKISH_SADNESS_MEAN	TURKISH_FEAR_MEAN	TURKISH_DISGUST_MEAN	TURKISH_CONCRETENESS_MEAN	LINE_IN_SOURCE
696	STIR	KARIŞTIRMAK	3.475	5.375	14.57142857	38.16666667	34.86111111	43.02777778	26.05882353	46.64705882	1447
706	DARK	KOYU	5.057142857	4.457142857	20.03448276	22.92857143	23.10344828	28.89285714	13.64285714	59.43333333	841
730	SNAKE	YILAN	4.216216216	6.378378378	9.225806452	24.64516129	24.2	67.8	56.17647059	84.85294118	1925
735	OWL	BAYKUŞ	5.216216216	4.405405405	42.10714286	11.07142857	13.89285714	36.18518519	11.10714286	89.66666667	625
739	FEED	BESLEMEK	7.058823529	4.676470588	64	6.967741935	11.12903226	9.548387097	9.774193548	58.66666667	518
744	EGG	YUMURTA	4.947368421	3.473684211	36.78125	4.848484848	6.696969697	3.212121212	11.24242424	95.28571429	640
746	SHOP	DÜKKÂN	5.176470588	3.323529412	35.44827586	13.16129032	18.9	13.19354839	13.28125	88.26470588	814
771	HAT	ŞAPKA	5.5	3.472222222	49.16666667	4.6	6.172413793	8.413793103	5.464285714	94.7027027	145
781	FEAR (FRIGHT)	KORKU	2.297297297	6.459459459	9.771428571	41.54285714	46.11764706	76.75	31.8	22.13888889	1594
809	TROUSERS	PANTOLON	5.333333333	3.282051282	31.96969697	9.090909091	9.060606061	8.9375	14.12121212	96.42857143	878
816	HALF	YARIM	4.184210526	4.026315789	25.62962963	26.92592593	41.62962963	26.5	16.48148148	62.03571429	1046
820	LAMB	KUZU	5.081081081	4.72972973	67.31428571	14.06666667	24.53333333	13.3	11.62068966	89.11764706	682
862	SUGAR	ŞEKER	6.5	5.1	65.38709677	5.172413793	5.714285714	11.66666667	6	89.4137931	184
868	BANANA	MUZ	6.72972973	4.594594595	50.11764706	4.314285714	4.971428571	3.8	4.771428571	94.88888889	103
870	BREATH	NEFES	6.742857143	5.342857143	59.66666667	9.612903226	10.375	23.77419355	13.9375	70.63636364	864
892	TIME	ZAMAN	5.028571429	5.771428571	40.28571429	29.75862069	51.46666667	51.3	9.517241379	29.86666667	496
900	TRAIN	TREN	4.868421053	4.315789474	58.35483871	10.4137931	18.06896552	20.79310345	6.392857143	89.22222222	207
906	TREE	AĞAÇ	7.685714286	4.657142857	80.80645161	8.896551724	17.20689655	8.24137931	1.607142857	93.93939394	4
910	DEATH	ÖLÜM	2	7.2	8.333333333	47.12903226	83.1	72.37931034	17.60714286	55.26923077	1111
920	GRAPE	ÜZÜM	6.382352941	4.352941176	52.32258065	9.419354839	7.838709677	6.483870968	10.375	92.85294118	560
924	VEGETABLES	SEBZE	6.212121212	4.1875	52.60714286	12.37037037	14.37037037	9.740740741	18.15384615	92.32258065	1150
928	EMBRACE	SARILMAK	8.285714286	7.028571429	88.45714286	5	26.90625	12.84375	5.03125	63.6875	115
937	BIRD	KUŞ	7.081081081	5.540540541	74.77419355	7.242424242	16	17.63636364	8.303030303	84.94285714	374
942	HONEY	BAL	6.611111111	4.638888889	62.12903226	1.96969697	4.5	7.441176471	5.939393939	88.44117647	178
945	SPEAR	MIZRAK	4.028571429	4.485714286	25.07407407	45.5	32.21428571	49.86666667	26.22222222	85.6875	1458
946	BLOOD	KAN	3.40625	6.5625	15.65384615	39.14285714	54.46428571	68.10344828	52.92857143	89.71875	1903
948	WATER	SU	7.914285714	5.485714286	72.25	4.096774194	8.1875	12.44827586	4.870967742	93.48484848	108
962	WOMAN	KADIN	6.891891892	5.72972973	67.72413793	38.75	40.71428571	33.66666667	15.74074074	82.93548387	988
974	TOBACCO	TÜTÜN	5.236842105	4.432432432	20.40625	34.90909091	48.60606061	28.27272727	42.52941176	96.17647059	1786
980	HEEL	TOPUK	4.885714286	3.857142857	19.89655172	8	7.933333333	12.93333333	19.23333333	90.9	1195
99	HUNCHBACK	KAMBUR	4.5	4.583333333	10.16666667	21.67741935	62.51515152	40.13793103	14.60714286	82.97058824	912
