CONCEPTICON_ID	CONCEPTICON_GLOSS	TURKISH	TURKISH_VALENCE_MEAN	TURKISH_AROUSAL_MEAN	TURKISH_HAPPINESS_MEAN	TURKISH_ANGER_MEAN	TURKISH_SADNESS_MEAN	TURKISH_FEAR_MEAN	TURKISH_DISGUST_MEAN	TURKISH_CONCRETENESS_MEAN	LINE_IN_SOURCE
1476	CHAIR	SANDALYE	5.285714286	2.942857143	34	4.68	4.6	9.923076923	2.84	95	22
1480	BODY	VÜCUT	5.647058824	4.735294118	40.14814815	16	21.69230769	22.88888889	18.03571429	92.25	1143
1482	SHOULDER	OMUZ	5.228571429	3.942857143	36.96153846	15.60714286	21.42857143	17.40740741	10.33333333	84.2	556
1489	CLOUD	BULUT	6.428571429	4.542857143	66.78571429	14.86666667	25.64516129	15.73333333	7.517241379	85.03333333	290
1491	MOUSE	FARE	3.648648649	5.135135135	15.45454545	24.75	19.20689655	48.4375	59.14285714	93.69444444	1941
1507	FRUIT	MEYVE	7.552631579	5.526315789	75.2	6.34375	6.0625	3.129032258	6.65625	96.91176471	225
1508	KING	KRAL	4.405405405	5.162162162	22.63333333	41.23333333	27.26666667	31.88888889	39.07407407	76.25	1745
1514	HEN	TAVUK	5.361111111	4.277777778	37.20689655	5.206896552	10.75862069	9.620689655	12.7	90.94117647	770
1522	SOCK	ÇORAP	5.5	3.184210526	41.72413793	5.321428571	6.035714286	5.142857143	20.06666667	90.41176471	1235
1532	SHEAR	KIRPMAK	4.58974359	4.025641026	27.375	13.63333333	19.26666667	14.13333333	11.25806452	61.8	642
1537	SPRINGTIME	BAHAR	7.823529412	6.303030303	80.0625	5.967741935	12.74193548	6.161290323	3.766666667	70.09677419	54
1539	BASKET	SEPET	5.424242424	3.272727273	40.24	7.64	10.6	8.36	7.8	89.5625	327
1559	MONEY	PARA	4.432432432	6.297297297	56.27272727	34.38235294	34.02777778	27.54285714	28.05714286	83.72222222	1507
156	RED	KIRMIZI	5.911764706	5.676470588	47.9	30.8	17.77419355	25.87096774	16.29032258	65.09375	1027
1560	FACE	YÜZ	4.837837838	3.810810811	35.5	18.96666667	20.73333333	18.46666667	18.8	83.90625	1175
1565	HEAVEN	CENNET	6.555555556	5.277777778	66.67741935	15.82758621	16.1	25.80645161	13.27586207	19.375	813
1566	GUN	TABANCA	4.714285714	6.083333333	14.81818182	71.21212121	57.5625	66.11764706	42.6875	88.26470588	1790
1567	DOOR	KAPI	5.205882353	2.794117647	23.48	11.46153846	13.11538462	18.66666667	7.538461538	90.32258065	293
1595	SOUTH	GÜNEY	5.457142857	4.714285714	59.18518519	12.65517241	14.48275862	14.46428571	11.44827586	60.96666667	665
1597	AIRPLANE	UÇAK	6.555555556	5.75	60.85294118	12.75757576	14.36363636	29.35294118	8.4375	87.6	393
1612	LETTER	MEKTUP	5.416666667	4.972222222	59.06060606	7.774193548	31.875	16.18181818	4.35483871	85.8	80
1622	SHIRT	GÖMLEK	5.189189189	4.162162162	35.96428571	17.64285714	12.85185185	14.44444444	12.69230769	90.58064516	768
1625	DEAD	ÖLÜ	1.944444444	6.361111111	6.133333333	35.67741935	82.31034483	67.2	30.03448276	73.93548387	1555
1631	FAST	ÇABUK	5.025641026	5.487179487	32.17857143	30.17241379	17.53571429	33.65517241	13.14285714	32.12121212	806
1646	GIRL	KIZ	5.35	4.35	40.3	22.93333333	17.86206897	15.93333333	7.709677419	77.375	317
1663	BED	YATAK	7.307692308	5.948717949	82.08571429	8.882352941	14.6	6.676470588	6.852941176	90.02702703	241
1668	GRIEF	ELEM	2.882352941	4.911764706	6.892857143	20	65.21428571	23.71428571	15.62962963	22.61290323	981
1673	ARM	KOL	5.289473684	3.552631579	23.71875	8.75	7.4375	11.4375	5.09375	91.37837838	120
1687	PRAISE	ÖVGÜ	3.777777778	5.571428571	72.22580645	15.07142857	17.85714286	21.85714286	13.07142857	35.03333333	801
1726	WET	ISLAK	4.515151515	5.303030303	36.07407407	24.73076923	26.03846154	12.07692308	23.7037037	74.89285714	1378
1733	RAINBOW	GÖKKUŞAĞI	8.055555556	6.527777778	80.57142857	5.657142857	7.257142857	6.428571429	3.514285714	68.58333333	43
1757	TIRED	YORGUN	4.472222222	4.111111111	10.6	27.43333333	37.875	13.72413793	13.79310345	51.88235294	855
1768	FOAM	KÖPÜK	6.216216216	5	62.06060606	12.4137931	13.07142857	11.79310345	11.67857143	88	685
1773	GRAVE	MEZAR	1.657894737	6.210526316	3.714285714	30.94285714	89	74.08823529	27.14285714	80.26470588	1486
1775	TABLE	MASA	5.459459459	3.108108108	18.15625	9.21875	9.35483871	8.9375	7.75	94.91428571	323
1791	BUTTERFLY	KELEBEK	6.692307692	5.128205128	69.77142857	9.3125	17.27272727	17.05882353	16.48484848	84.63888889	1047
1803	WOOD	TAHTA	5.472222222	3.277777778	25.62962963	12.18518519	11.14814815	11.78571429	11.37931034	89.75	657
1821	BRUSH	FIRÇA	5.105263158	3.27027027	24.66666667	12.06060606	10.57575758	13.24242424	9.4375	85.28571429	485
1844	BOAT	TEKNE	6.35	5.175	74.05882353	10	22.34482759	33.44827586	7.689655172	87.94444444	312
1845	BALL	TOP	5.588235294	4.617647059	49.85714286	9.75862069	10.53333333	15	8.137931034	89.03225806	359
1850	COTTON	PAMUK	6.540540541	4.702702703	52.17647059	5.78125	8.78125	6	5.28125	88.76470588	130
1862	DONKEY	EŞEK	5.333333333	3.861111111	29.34482759	12.13793103	14.23333333	23.16666667	16.73333333	91.90322581	1058
1864	HUNGER	AÇLIK	2.027027027	5.837837838	6.441176471	56.6969697	72.36363636	45.65625	19.90322581	61.08823529	1228
1898	SPECTACLES	GÖZLÜK	5.12195122	3.853658537	27.37142857	15.51428571	21.02941176	17.14285714	12.76470588	93.57142857	777
1904	DROWN	BOĞULMAK	1.547619048	6.476190476	3.736842105	35.75	71.84210526	80.12195122	19.18918919	69.47368421	1193
1924	VEIN	DAMAR	4.416666667	4.257142857	12.5	18.32142857	23.4137931	30.73333333	21.48148148	89.06666667	1293
1941	SOLDIER	ASKER	4.771428571	5.171428571	24.5	23.4	48.4	46.44827586	6.962962963	83.25806452	246
2	DUST	TOZ	4.542857143	4.142857143	10.55172414	26.64285714	19.44444444	17.37037037	64.31034483	86.6969697	1974
2009	DOG	KÖPEK	6.157894737	5.578947368	58.09090909	13.35294118	15.29411765	35.20588235	11.03030303	90.44444444	617
2058	STOOL	TABURE	4.848484848	3.696969697	23.76	14.34615385	10.12	13.15384615	8.2	88.86206897	366
2099	CHILD	ÇOCUK	6.314285714	5.8	65.36666667	22.51724138	21.14285714	26	17.13793103	88.80645161	1079
210	LIFE	HAYAT	5.371428571	5.171428571	67.89655172	34.82758621	43.03448276	39.89285714	14.17857143	42.72413793	885
2190	TASTE	LEZZET	5.222222222	6.055555556	79.15151515	6.548387097	7.161290323	6.193548387	7.870967742	54.75757576	341
221	FIRE	YANGIN	2.184210526	6.973684211	10.11428571	56.51428571	76.8	79.57142857	36.34375	83.82857143	1695
2244	METAL	METAL	5	3.5	17.4137931	8.655172414	9.586206897	11.96551724	13.2	87.83870968	809
227	FISH	BALIK	5.27027027	4.135135135	50.93939394	7.724137931	10.13793103	10	22.06666667	83.55555556	1321
2316	FREE	ÖZGÜR	7.8	7.4	87.61111111	7.533333333	11.9	16.5483871	3.033333333	17.22857143	29
2319	LID (COVER, CAP)	KAPAK	5.088235294	3.647058824	18.125	18.68	9.041666667	10.83333333	16	80.75	1011
2366	ONION	SOĞAN	4.692307692	4.615384615	25.24137931	8.575757576	10.71875	8.176470588	24.08571429	96.27027027	1390
2408	CAKE	PASTA	7.25	6.03125	74.19354839	13.37931034	17.25	19.27586207	7.571428571	94.34482759	297
243	FRESH	TAZE	7.05	5.666666667	78.125	5.03030303	7.911764706	9.147058824	7.857142857	60.17948718	339
2430	OFFICE	BÜRO	5.441176471	3.705882353	22.88888889	23.48	21.96296296	28.92307692	30.85185185	85.74193548	1577
2468	BAG	TORBA	4.575	3.2	18.74285714	14.64705882	14.5	12.54545455	15.625	86.76923077	979
2475	MALE GOAT	TEKE	4.486486486	3.756756757	30.22222222	14.22580645	10.03333333	21.63333333	17.16129032	84.84375	1081
2522	SCREAM (NOISE)	ÇIĞLIK	5.028571429	6.657142857	24.96428571	44.64285714	51.78571429	72.29032258	25.37037037	75.71875	1430
2539	PIT (POTHOLE)	ÇUKUR	3.583333333	4.222222222	6.1	26.22580645	22.82758621	43.72727273	15.87096774	81.625	1001
2543	RAVEN	KUZGUN	4.615384615	4.076923077	19.0625	20.79310345	24.4516129	31.82352941	16.35483871	79.27027027	1037
2548	BARREL	FIÇI	5.314285714	3.742857143	35.66666667	17	18.44827586	21.4137931	22.13333333	84.41935484	1322
2549	VEHICLE	TAŞIT	5.638888889	4.75	40.64285714	24.03703704	19.42307692	26.04	17	91.16666667	1071
2556	OIL (HYDROPHOBIC LIQUID)	PETROL	4.6875	4.03125	27.60714286	27.40740741	21.53571429	19.64285714	21.17857143	81.88888889	1281
2589	WREATH	ÇELENK	4.243243243	5.162162162	33.80645161	22.09677419	46.4516129	30	11.48387097	83.40625	669
2618	CAMERA	KAMERA	5.454545455	5.060606061	50.3	14.53846154	14.44444444	23.92857143	12.84615385	86.06896552	783
2623	FLAG	BAYRAK	6.235294118	5.676470588	60.92857143	20.96551724	18.67857143	17.78571429	16.76666667	68.22580645	1061
2624	FRAME	ÇERÇEVE	5.277777778	3.777777778	36.84375	10.84375	17.53125	16.03125	7.8	83.73529412	328
2717	STEEP	SARP	4.527777778	4.138888889	21.72413793	21.20689655	26.78571429	42.1	14.10714286	48.75	877
273	DOUGH	HAMUR	6.382352941	4.735294118	60.40625	7.516129032	10.80645161	6.064516129	9	87.19354839	438
2770	JACKET	CEKET	5.628571429	3.628571429	42	14.42307692	18.48148148	16.51851852	13.82142857	92.54545455	859
2815	DIALECT	LEHÇE	5.289473684	3.184210526	28.375	12.93548387	12.83870968	11.90322581	11.93333333	48.5	701
2826	LIE (FALSEHOOD)	YALAN	2.151515152	5.666666667	3.75862069	72.66666667	74.93333333	43.24137931	62.5	23.06666667	1963
2930	BOSS	PATRON	3.058823529	5.088235294	11.17857143	50.64285714	32.5862069	38.81481481	42.65517241	80.75	1789
2941	HAPPINESS	MUTLULUK	7.804878049	6.43902439	85.79411765	3.666666667	11.57575758	14.48484848	4.333333333	16.34285714	78
2944	CALL (APPEAL)	ÇAĞRI	5.5	4.764705882	39.03846154	17.4	13.48	25.68	12.24	49.80769231	729
2947	DAMAGE (INJURY)	HASAR	2.135135135	4.756756757	6.6875	51.90625	64.66666667	50.0625	18.51612903	72	1166
2955	STATE (POLITICS)	DEVLET	4.486486486	5.108108108	19.8	65.22580645	55.78571429	61.51612903	56.35714286	71.73333333	1926
2964	NEWS	HABER	4.527777778	4.805555556	20.42307692	45.10714286	49.57692308	51.55555556	33.2962963	61.87096774	1632
2972	SLEEP (STATE)	UYKU	7.842105263	6.184210526	87.82857143	6.852941176	15.58823529	12.4	3.575757576	65.20588235	45
2981	ITEM	EŞYA	5.333333333	4.179487179	36.4	20.27586207	18.5862069	19.25	18.03448276	84.27777778	1142
3	BRAVE	CESUR	7.184210526	5.526315789	58.67741935	17.25	12.65625	19.77142857	4.419354839	23.25	82
3006	SPACE (AVAILABLE)	UZAY	5.315789474	5.710526316	54.80555556	7.0625	13.1875	49.63636364	8.71875	62.5	415
3060	PHEASANT	SÜLÜN	5.405405405	4.324324324	42.85714286	15.57142857	16.86206897	16.36666667	20.10344828	80.29032258	1237
3065	SADDLE	SEMER	4.157894737	3.5	14.12903226	16.93333333	24.64516129	11.85714286	19.36666667	82.33333333	1202
3083	BALLOON	BALON	5.722222222	5.722222222	74.28125	4.533333333	8.966666667	14.74193548	2.966666667	94.84848485	26
3085	CARROT	HAVUÇ	5.710526316	4.368421053	50.40625	7	11.40625	5.4375	8.032258065	93.47058824	353
3102	TANK	TANK	5.111111111	5.611111111	5.310344828	48.80645161	50.35483871	62.84375	39.125	87.36363636	1747
3104	THERMOMETER	TERMOMETRE	5.205128205	3.692307692	20.82758621	10.89285714	13.67857143	11.03571429	7.857142857	89.08333333	338
3106	WARDROBE	DOLAP	5.05	3.725	27.83870968	18.65714286	15.73529412	13.32352941	12.34285714	93.3	739
3107	WHISTLE (INSTRUMENT)	ISLIK	4.916666667	4.916666667	38.70967742	24.84375	16.03333333	15.68965517	19.3	83.19354839	1200
3118	IRON (CLOTHES)	ÜTÜLEMEK	4.861111111	4.714285714	32.96875	25.06451613	20.77419355	16.22580645	23.03225806	78.74193548	1356
3150	BOX OR CHEST	SANDIK	4.735294118	3.647058824	30.93548387	16.03448276	20.75862069	19.03448276	13.55172414	85.12121212	833
3197	SUSPICION	ŞÜPHE	2.684210526	6.210526316	11.15151515	49.71875	49.96875	58.1875	28.375	14.71428571	1518
3336	FUNERAL	CENAZE	1.611111111	6.25	4.424242424	40.39393939	84.77142857	65.67647059	23.5483871	69.59375	1375
3399	WAREHOUSE	DEPO	4.641025641	3.666666667	20.1875	13.74193548	18.03125	24.80645161	17.3125	88.45714286	1092
3467	HELP (ASSISTANCE)	YARDIM	5.675675676	6	74.36363636	8.4375	25.93939394	18.40625	8.303030303	48.3125	375
3472	DANCE (MOVEMENT)	DANS	7.314285714	5.514285714	74.125	13.22580645	13.41935484	16.25806452	7.806451613	69	331
356	SHEARS	MAKAS	4.657894737	4.631578947	20.3	18.64516129	20.96666667	30	14.16129032	90.48571429	882
3633	CURIOUS	MERAKLI	5.4	5.342857143	53.48148148	21.38461538	19	20.73076923	14.77777778	29.03333333	922
3702	SLIPPERY	KAYGAN	4.205882353	5.235294118	29.84375	34.86206897	26.63333333	49.19354839	34.22580645	79.8	1648
3730	APRICOT	KAYISI	5.882352941	4.147058824	51.82142857	5.2	9.24	7.692307692	8.461538462	92.82352941	397
3748	DROP (OF A LIQUID)	DAMLA	5.540540541	3.648648649	49.6	13.2	17.03333333	8.655172414	16.31034483	75.93939394	1032
3754	TRANSPARENT	ŞEFFAF	5.138888889	3.833333333	41.6969697	15.14705882	12.25	14.96875	7.322580645	45.64705882	272
3821	BROOK	DERE	6.282051282	4.769230769	67.48275862	9.928571429	17.82758621	19.96428571	9.068965517	87.91176471	444
3854	SADNESS	HÜZÜN	3.945945946	5.888888889	5.709677419	23.75	79.05555556	39.65517241	14.23333333	13.67647059	890
3875	CRIMINAL	SUÇLU	2.111111111	4.972222222	6.233333333	63.51724138	57.83333333	58.79310345	43.03703704	56.23333333	1798
3877	DEPRESSION	BUNALIM	4.285714286	5.885714286	5.125	51.03225806	82.29032258	63.75	43.89655172	18.03125	1805
3915	PRIDE	GURUR	4.861111111	5.25	54.53333333	28.83333333	28.65517241	17.35714286	9.448275862	20.65625	487
3916	PLEASURE	HAZ	7.435897436	7.051282051	80.89473684	11.02777778	8.972222222	16.18918919	12.45714286	20	745
392	MAGIC	BÜYÜ	3.685714286	5.4	18.28571429	32.5	27.07407407	56.75862069	42.39285714	16.83870968	1785
3954	FRIENDSHIP	DOSTLUK	8.114285714	7.142857143	87.21875	18.74193548	24.26666667	19.74193548	7.709677419	30.625	319
404	ALCOHOL (FERMENTED DRINK)	ALKOL	4.891891892	5.405405405	40.82352941	42.79310345	54.26666667	28	38.25806452	95.51515152	1730
420	FOREST	ORMAN	7	5.552631579	73.28571429	16.6969697	20.52941176	40.6969697	10.6875	87.32432432	586
478	LIP	DUDAK	6.027777778	5.416666667	54.1875	5.363636364	14.09375	15.54545455	13.75757576	80.22222222	852
503	FROG	KURBAĞA	4.621621622	4.162162162	19.3030303	9.15625	8.25	28.12121212	39.25	94.43243243	1749
587	ANT	KARINCA	5.864864865	4.108108108	40.92592593	11.11111111	12.03448276	15.32142857	10.73076923	87.21875	590
588	BROKEN	KIRIK	2.789473684	4.405405405	8.870967742	36.90322581	56.15625	38.4516129	23.62068966	61.3125	1377
603	COAT	PALTO	5.428571429	3.485714286	34.53333333	13	13.03448276	10.96428571	9.655172414	89.40625	507
604	GLASS	BARDAK	5.297297297	3.083333333	24.39285714	11.61538462	11.23076923	13.11538462	11.36	84.58064516	651
606	GRASS	OT	5.108108108	4.702702703	47.35714286	16.5	14.42857143	16.10714286	16.82142857	87.93333333	1063
615	HORSE	AT	6.918918919	6.297297297	68.02941176	16.66666667	20.09090909	18.78125	13	88.97142857	799
616	HOSPITAL	HASTANE	2.619047619	6.428571429	15.62162162	28.48571429	68.14285714	65.32432432	46.66666667	88.64102564	1843
617	ICE	BUZ	4.09375	5	32.72413793	14.96551724	20.13793103	29.03571429	11.82142857	84.77419355	691
619	ANIMAL	HAYVAN	6.181818182	4.666666667	61.79310345	9.75862069	18.06896552	34.31034483	15.75862069	94.12903226	990
620	INSECT	BÖCEK	2.794117647	5.852941176	12.61290323	32.93333333	21.9	59.32258065	70.8125	90.34375	2000
624	LAKE	GÖL	5.444444444	4.75	63.77419355	5.6	9.965517241	14.96551724	7.413793103	86.53125	280
625	LAMP	LAMBA	5.216216216	3.594594595	31.3	9.741935484	6.533333333	8.266666667	7.733333333	91.37142857	322
635	MILK	SÜT	5.121212121	4.181818182	61.37037037	4.214285714	5.357142857	4.25	14.34615385	94.48275862	896
641	MUSHROOM	MANTAR	5.162162162	4.783783784	40.07407407	16.76923077	22.5	33.80769231	46.03846154	91	1836
647	PAINT (PIGMENTS)	BOYA	5.470588235	3.264705882	46.42857143	7.689655172	8.344827586	7.482758621	16.26666667	84.90322581	1025
65	AMBUSH	PUSU	4.085714286	6.342857143	9.032258065	61.55172414	45.80645161	72.93939394	32.46875	72.3125	1615
658	RAIN (PRECIPITATION)	YAĞMUR	6.717948718	6.512820513	71.47222222	14.06060606	38.26470588	15.5	12.84848485	78.44444444	785
671	SAND	KUM	5.388888889	4.166666667	53.79310345	6.551724138	10.96551724	10.79310345	7.172413793	91.74285714	257
673	SCHOOL	OKUL	5.5	5.617647059	50.66666667	41.80645161	42.46875	47.13333333	28.23333333	78.38235294	1514
674	MOUTH	AĞIZ	4.974358974	4.333333333	30.88888889	17.96551724	13.51724138	18.82758621	31	87.60606061	1581
690	BOTTOM	ALT	3.945945946	3.243243243	14.41176471	22	23.15151515	23.61764706	10.61290323	42.8125	579
691	SEASON	SEZON	5.5	4.710526316	52.71428571	16.31034483	15.27586207	16.82758621	11.17241379	44.4	632
