CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	DUTCH_AUDITORY_MEAN	DUTCH_GUSTATORY_MEAN	DUTCH_HAPTIC_MEAN	DUTCH_INTEROCEPTIVE_MEAN	DUTCH_OLFACTORY_MEAN	DUTCH_VISUAL_MEAN	DUTCH_PERCEPTUAL_DOMINANT	DUTCH_PERCEPTUAL_EXCLUSIVITY	DUTCH_PERCEPTUAL_STRENGTH_MAX	DUTCH_PERCEPTUAL_STRENGTH_MEAN	DUTCH_PERCEPTUAL_STRENGTH_AGGREGATED	DUTCH_POS	LINE_IN_SOURCE
100	FAITHFUL	trouw	1.9	0	1.3	2.2	0	3	Zien	0.357142857142857	3	1.4	3.60123414476586	N	20200
1002	STATUE	standbeeld	0.1	0	2.6	0.2	0.3	5	Zien	0.609756097560976	5	1.36666666666667	5.22458769821123	N	18608
1006	BRICK	baksteen	0.8	0	3.5	0	0.6	4.5	Zien	0.478723404255319	4.5	1.56666666666667	5.12648023869592	N	1515
1007	COW	koe	3.25	0.916666666666667	2.16666666666667	0.0833333333333333	2.08333333333333	3.58333333333333	Zien	0.289655172413793	3.58	2.01388888888889	4.6465885545231	N	10234
1011	BRIDGE	brug	0	0	0.5	0	0.1	4	Zien	0.869565217391304	4	0.766666666666667	4.00262327922543	N	3314
1013	FRESHWATER EEL	paling	0.1	3.7	3.6	0.2	3.4	4.6	Zien	0.288461538461538	4.6	2.6	6.16187144465452	N	14782
1019	RIGHT	rechts	0.153846153846154	0	0.692307692307692	0.230769230769231	0	2.61538461538462	Zien	0.708333333333333	2.62	0.615384615384615	2.63222212995724	ADJ	16235
1020	HANDKERCHIEF	zakdoek	0.916666666666667	0	3.33333333333333	0.25	1.08333333333333	3.75	Zien	0.401785714285714	3.75	1.55555555555556	4.51155390959958	N	23471
1025	WHISTLE	fluiten	3.83333333333333	0.333333333333333	0.333333333333333	0	0.333333333333333	1.41666666666667	Horen	0.613333333333333	3.83	1.04166666666667	3.89921058120476	WW	6236
1030	NECESSARY	nodig	0.636363636363636	0	0.0909090909090909	1.36363636363636	0	0.272727272727273	Sensaties	0.576923076923077	1.36	0.393939393939394	1.41187605414793	ADJ	12985
1035	GOOD	goed	0.833333333333333	0.166666666666667	1.08333333333333	0.75	0.166666666666667	2	Zien	0.366666666666667	2	0.833333333333333	2.17444606495002	ADJ	7359
1038	TEACHER	leraar	2.72727272727273	0	0.727272727272727	0.272727272727273	0.0909090909090909	3.90909090909091	Zien	0.505882352941177	3.91	1.28787878787879	4.31650400695412	N	11084
1040	HAIR	haar	0	0.416666666666667	4.16666666666667	0.416666666666667	1.83333333333333	4.33333333333333	Zien	0.388059701492537	4.33	1.86111111111111	5.42900540257126	N	7668
1044	PILLOW	kussen	1.16666666666667	1.16666666666667	2.66666666666667	1.75	0.916666666666667	2.83333333333333	Zien	0.182539682539683	2.83	1.75	3.70876637903197	WW	10694
1069	GLUE	lijm	0.833333333333333	0.416666666666667	2.41666666666667	0	2.25	2.83333333333333	Zien	0.323809523809524	2.83	1.45833333333333	3.65684065668026	N	11257
1070	BUS	bus	2.7	0	0.8	0.3	0.3	4.3	Zien	0.511904761904762	4.3	1.4	4.63781060006322	N	3450
1088	SINK (DESCEND)	zinken	1.1	0	1.2	0.9	0	4.4	Zien	0.578947368421053	4.4	1.26666666666667	4.46427683350614	WW	23755
1098	WEIGH	wegen	0.166666666666667	0	1.75	0	0.25	3.5	Zien	0.617647058823529	3.5	0.944444444444444	3.6406561437834	WW	22908
110	MOTOR	motor	3.5	0	1.5	0	0.9	3.7	Zien	0.385416666666667	3.7	1.6	4.60465816728599	N	12532
1102	CLIMB	klimmen	1.3	0	3.3	0.9	0.1	4.5	Zien	0.445544554455446	4.5	1.68333333333333	5.06565413361632	WW	10046
1111	CAR	auto	3	0.0833333333333333	2.83333333333333	0.166666666666667	0.666666666666667	4.16666666666667	Zien	0.374045801526718	4.17	1.81944444444444	4.96488513946678	N	1382
1117	LIKE	lijken	0.666666666666667	0.416666666666667	1.41666666666667	0.75	1	3	Zien	0.35632183908046	3	1.20833333333333	3.16264108352957	WW	11250
1120	HONEST	eerlijk	2.16666666666667	0	0	2.16666666666667	0	2	Joint	0.342105263157895	2.17	1.05555555555556	3.04892347899053	ADJ	5450
1123	PREGNANT	zwanger	0.181818181818182	0.181818181818182	2.45454545454545	3.54545454545455	0.181818181818182	3.90909090909091	Zien	0.356521739130435	3.91	1.74242424242424	4.92017489699462	ADJ	23964
1125	BALD	kaal	0.307692307692308	0.0769230769230769	3.30769230769231	0.384615384615385	0.0769230769230769	4.30769230769231	Zien	0.5	4.31	1.41025641025641	4.87994421735183	ADJ	9447
1129	PAINFUL	pijnlijk	1.5	0.916666666666667	1.91666666666667	3.08333333333333	0.666666666666667	2.41666666666667	Sensaties	0.23015873015873	3.08	1.75	3.80087058128735	ADJ	15201
1133	MATCH	lucifer	0.769230769230769	0	3	0	1.92307692307692	4.46153846153846	Zien	0.439393939393939	4.46	1.69230769230769	4.9782456477273	N	11504
1135	KICK	schoppen	1.15384615384615	0	2.53846153846154	0.615384615384615	0	2.38461538461538	Voelen	0.379310344827586	2.54	1.11538461538462	3.16439670424058	WW	17444
1136	RABBIT	konijn	1.3	3.2	3.5	0.1	1.8	4.7	Zien	0.315068493150685	4.7	2.43333333333333	5.72353051152638	N	10321
1146	AUBERGINE	aubergine	0.181818181818182	4	2.27272727272727	0.0909090909090909	2.09090909090909	3	Proeven	0.3359375	4	1.93939393939394	4.81866722188223	N	1361
1147	PURE	puur	0.666666666666667	2.33333333333333	0.416666666666667	1.33333333333333	1.25	2.75	Zien	0.266666666666667	2.75	1.45833333333333	3.36764899065419	ADJ	16015
1150	THUNDER	donder	4.08333333333333	0	0	1.66666666666667	0.0833333333333333	1.5	Horen	0.556818181818182	4.08	1.22222222222222	4.23747863121396	N	4843
1154	OLIVE	olijf	0	4.09090909090909	2.36363636363636	0	3.36363636363636	3.18181818181818	Proeven	0.314685314685315	4.09	2.16666666666667	5.33607337655825	N	13185
1156	OPEN	openen	1.76923076923077	0	3.15384615384615	0.384615384615385	0	3.23076923076923	Zien	0.378378378378378	3.23	1.42307692307692	4.13473866310187	WW	14113
