CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_KNOWN_PERCENTAGE	ENGLISH_ICONICITY_MEAN	LINE_IN_SOURCE
17	EYELID	eyelid		4.363636363636363	4678
1700	SATURDAY	Saturday		3.4	11215
1702	HOLY	holy		4.2727272727272725	6201
1703	SIX	six		4.833333333333333	11805
1704	SEVEN	seven		3.7	11532
1705	EIGHT	eight		3.8	4184
1706	ELEVEN	eleven		2.8	4222
1707	TWELVE	twelve		3.5	13629
1708	THIRTEEN	thirteen		2.4	13165
1709	FIFTEEN	fifteen		2.4	4899
1710	TWENTY	twenty		3.5	13630
1711	TELL	tell		2.909090909090909	13038
1712	OATH	oath		3.9	8818
1715	THIRTY	thirty		3.1538461538461537	13166
1716	FORTY	forty		3.7	5206
1717	FIFTY	fifty		3.4	4901
1718	SIXTY	sixty		4.2	11808
1719	BURY	bury		4.090909090909091	1672
1720	SIGN	sign		3.1	11742
1722	EIGHTY	eighty		3.5454545454545454	4185
1724	NINETY	ninety		3.2	8712
1725	CORRECT (RIGHT)	correct		2.6363636363636362	2802
1726	WET	wet		5.1	14447
1727	THRESHOLD	threshold		3.8	13189
1728	ROTTEN	rotten		3.7	11049
1730	CHEEK	cheek		4	2044
1732	SKY	sky		4.7	11856
1733	RAINBOW	rainbow		4.7272727272727275	10392
1737	OKRA	okra		2.6363636363636362	8916
1739	DECORATE	decorate		3.6666666666666665	3261
174	PROUD	proud		2.8	10158
1740	PINE	pine		4.6	9583
1741	ABOVE	above		3.8	32
1743	JOIN	join		4.1	7188
1744	SPLEEN	spleen		4.181818181818182	12249
1745	HIP	hip		3.5	6158
1746	BLADDER	bladder		3.6	1232
1747	CUSTOM	custom		2.9	3108
1748	RIDGE	ridge		3.4	10941
1749	TAKE	take		2.5	12927
175	BLOW (OF WIND)	blow		5.636363636363637	1310
1750	CHOOSE	choose		2.7	2115
1751	BIRTHMARK	birthmark		4.5	1202
1752	LEAVE	leave		2.9166666666666665	7475
1753	TOP	top		5.166666666666667	13340
1754	BRACELET	bracelet		3.25	1464
1755	UNDRESS	undress		4.3	13804
1756	WIDOW	widow		3.1538461538461537	14528
1757	TIRED	tired		3.3	13280
1763	CLUB	club		4.3	2293
1764	OBSCURE	obscure		4.2	8846
1766	FINISH	finish		3.909090909090909	4941
1767	SCRAPE	scrape		5.833333333333333	11326
1768	FOAM	foam		5.384615384615385	5101
1770	CARCASS	carcass		3	1825
1771	TASTELESS	tasteless		3.625	12980
1772	ELK	elk		2.4	4230
1773	GRAVE	grave		3.5454545454545454	5720
1774	STINGY	stingy		4.363636363636363	12487
1775	TABLE	table		4.2	12903
1776	SHAME	shame		2.8	11574
1777	RESEMBLE	resemble		3.1	10787
1778	APPROACH	approach		2.909090909090909	600
1779	DARE	dare		3.1	3171
178	RIPE	ripe		3.769230769230769	10968
1780	BILE	bile		3.6	1174
1781	THUMB	thumb		4.8	13213
1782	GUEST	guest		2.4	5817
1783	PAIN	pain		4.454545454545454	9145
1784	WANT	want		3.923076923076923	14326
1787	LOOM	loom		3.9	7729
1788	TELEVISION	television		3.8	13037
1789	AGE	age		3.3	271
179	RIPEN	ripen		3.8181818181818183	10969
1791	BUTTERFLY	butterfly		4.7272727272727275	1692
1792	PERJURY	perjury		3	9441
1793	BAT	bat		3.6363636363636362	1004
1796	SLAUGHTER	slaughter		5	11873
1797	HEDGEHOG	hedgehog		3.8	6059
1798	GUNPOWDER	gunpowder		4.166666666666667	5847
1799	HYENA	hyena		3.75	6376
1800	DANDELION	dandelion		3.272727272727273	3161
1801	CHILD (DESCENDANT)	offspring		3.090909090909091	8906
1802	SCREW	screw		5.583333333333333	11343
1803	WOOD	wood		3.6363636363636362	14624
1804	BOMB	bomb		4.3	1360
1806	BEGIN	begin		2.6	1085
1807	AFTERNOON	afternoon		3.6	266
1808	PUS	pus		4.181818181818182	10268
1809	PIMPLE	pimple		4.363636363636363	9579
1810	DANGER	danger		3.3636363636363638	3164
1812	TRY	try		3.3	13565
1813	TASTY	tasty		3.9	12981
1814	ACCUSE	accuse		3.875	108
1815	ACHE	ache		5.8	113
1816	BESIDE	beside		3.5454545454545454	1131
1817	WEST	west		4.5	14443
1819	LOOK	look		5.6	7726
182	SPOKE	spoke		3.9166666666666665	12263
1820	BEAR	bear		3.909090909090909	1039
1821	BRUSH	brush		5.2	1584
1823	BORROW	borrow		2.272727272727273	1417
1825	COPPER	copper		4	2774
1826	ANGRY	angry		3.9	486
1828	ASK (REQUEST)	request		1.7	10778
1829	JUMP	jump		5.6875	7224
183	BAKE	bake		4.909090909090909	907
1830	CRANE	crane		4.1	2906
1831	MEET	meet		2.8	8097
1833	DINNER (SUPPER)	dinner		2.1	3620
1834	SHE	she		3.1	11599
1835	MARROW	marrow		3	7981
1836	VAGINA	vagina		3.6	14066
1838	NAVEL	navel		2.8	8616
1839	CRY	cry		4.846153846153846	3040
184	MAST	mast		3.5	8008
1840	BUILD	build		4	1609
1841	SUSPECT	suspect		2.9	12800
1842	OBSTINATE	obstinate		2.1538461538461537	8861
1843	THOUSAND	thousand		3.5	13181
1844	BOAT	boat		4	1339
1845	BALL	ball		3.3	915
1846	RULE	rule		3.3	11084
1847	SICK	sick		3.6	11719
1848	QUARREL	quarrel		4.7	10305
1849	ROW	row		3.4545454545454546	11061
185	FIREPLACE	fireplace		5.181818181818182	4950
1850	COTTON	cotton		2.4545454545454546	2831
1851	POCKET	pocket		4	9722
1852	OFTEN	often		2.0833333333333335	8907
1853	DOVE	dove		3.3333333333333335	3957
1854	SPARROW	sparrow		3.6666666666666665	12161
1855	BIRCH	birch		2.7	1197
1856	SOFT	soft		4.636363636363637	12056
1857	CROCODILE	crocodile		3.0714285714285716	2988
1859	THIRD	third		3.7	13162
186	SHIN	shin		3.5384615384615383	11630
1860	BEAD	bead		3.7	1030
1861	ACTIVE	active		4.454545454545454	145
1862	DONKEY	donkey		3.7	3928
1863	AMAZING	amazing		4.545454545454546	407
1864	HUNGER	hunger		4.363636363636363	6344
1865	BUZZARD	buzzard		4.2	1702
1866	STUTTER	stutter		5.8	12629
1867	COIN	coin		3.7	2354
1868	VISIBLE	visible		3.8181818181818183	14234
1869	BUY	buy		3.272727272727273	1699
187	LOIN	loin		3.2857142857142856	7714
1870	ANCHOR	anchor		3.8181818181818183	472
1871	CAMEL	camel		2.7	1756
1873	ANTHILL	anthill		3.272727272727273	523
1874	SAUSAGE	sausage		2.3	11223
1875	REGRET	sorry		4.636363636363637	12114
1876	REINDEER	caribou		3.2	1839
1877	EAST	east		3.4166666666666665	4132
1879	DANCE	dance		4.545454545454546	3159
1880	PASSIONATE	passionate		4.4	9266
1881	ENOUGH	enough		3.5454545454545454	4344
1882	BEFORE	before		3.6923076923076925	1081
1884	HARD	hard		4.6923076923076925	5945
1885	ARMADILLO	armadillo		3.4	651
1886	ARMPIT	armpit		3.4	655
1887	CHEAP	cheap		2.8333333333333335	2029
1888	PAIR	pair		3.7	9155
1889	ARSON	arson		2.3	676
1890	BELIEVE	believe		3	1101
1891	PUMA	puma		3.5833333333333335	10226
1892	TOUCH	touch		5.5	13368
1893	QUAIL	quail		3.5714285714285716	10290
1894	ASHAMED	ashamed		2.6	700
1895	CLOTHES	clothes		3	2284
1897	HELP	help		3.7	6083
1899	MAD	mad		4.8	7832
190	MOW	reap		3.5454545454545454	10497
1901	SHOVEL	shovel		4.4	11679
1902	BETRAY	betray		3.1818181818181817	1138
1903	SWELLING	bump		4.4	1633
1904	DROWN	drown		4.3	4033
1905	EAGLE	eagle		2.4	4107
1906	SOUR	sour		5.2	12128
1907	MOLE	mole		3.272727272727273	8355
1908	ATTENTIVE	attentive		2.8	780
1909	SHAKE	shake		6	11564
191	NUT	nut		4.1	8802
1913	PRESS	press		4.5	9973
1914	DEBT	debt		4.3	3222
1915	FIR	fir		3.142857142857143	4944
1916	GILL	gill		3.7	5514
1917	TIE	tie		4	13242
1918	MANE	mane		3.2	7915
1919	TORCH	torch		4.9	13346
192	CORNER	corner		5.1	2789
1923	ROUGH	rough		5.1	11051
1924	VEIN	vein		3.8333333333333335	14125
1926	OINTMENT	ointment		4.2	8914
1927	BAMBOO	bamboo		1.9	925
1928	CEASE	cease		3.727272727272727	1922
1929	STUDY	study		4.4	12613
193	SHALLOW	shallow		4.4	11570
1930	RAVINE	ravine		3.1	10466
1931	BEESWAX	wax		4.4	14387
1932	GUESS	guess		2.9	5816
1933	LOOSEN	loosen		4.7	7737
1934	BEGGAR	beggar		4.6	1084
1935	ANUS	anus		2.8	538
1936	DEER	deer		3.5	3282
1937	THERE	there		2.9	13138
1938	FORTRESS	castle		3.8	1879
1939	SWEAR	swear		4.3	12825
194	FAMILY	family		3.1	4739
1940	GUARD	guard		4.2	5812
1941	SOLDIER	soldier		3.5	12068
1942	NEAR	near		4.1	8620
1943	CROWN (OF HEAD)	crown		3	3013
1944	GOD	God		4.7	5604
1945	IDOL	idol		3.9	6424
1947	BASTARD	bastard		3.5833333333333335	1001
1948	SAW	saw		4.416666666666667	11233
1949	BEDBUG	bedbug		5.230769230769231	1061
195	MAT	mat		4	8017
1950	BEECH	beech		3.357142857142857	1070
1951	PASS	pass		4.363636363636363	9260
1952	TORTURE	torture		2.7	13359
1953	ABUSE	abuse		2.7	60
1954	GENTLE	gentle		3.909090909090909	5483
1955	GRIEVE	mourn		3.9285714285714284	8466
1956	SUNFLOWER	sunflower		3.6	12735
1958	UNRIPE	unripe		3.3636363636363638	13949
1959	RAW	raw		5	10469
196	DONATE	donate		3.0833333333333335	3924
1961	NECKLACE	necklace		3.1	8631
1962	ROAST (SOMETHING)	roast		5	10995
1964	ALONE	alone		3.3	376
1966	BUNCH	bunch		3.2	1637
1967	CALENDAR	calendar		2.2	1738
197	OTHER	other		2	9023
1970	CANOE	canoe		3	1790
1971	FAN (OBJECT)	fan		4.357142857142857	4742
1972	YOUNG GOAT (KID)	kid		4.5	7284
1973	DEMON	demon		3.8181818181818183	3388
1974	CENTIPEDE	centipede		3.3	1947
1975	CHECK	check		4.181818181818182	2034
1976	MERRY	funny		2.9	5350
1977	DEW	dew		4	3552
1978	RECOVER	recover		3.9	10556
1979	CHISEL	chisel		4.9	2100
198	GENITALIA	genitalia		3.272727272727273	5475
1981	WIDOWER	widower		3.8181818181818183	14529
1982	WHIRLPOOL	whirlpool		5	14488
1983	SNORE	snore		5.0588235294117645	12008
1986	DISEASE	disease		4.25	3719
1987	CHOPSTICKS	chopstick		5.2727272727272725	2121
1989	CALF	calf		2.1666666666666665	1740
199	FAMINE	famine		3.0714285714285716	4740
1990	BECOME	become		3.272727272727273	1058
1991	INTESTINES	intestine		4.2727272727272725	6998
1992	MORE	more		2.9	8417
1993	SELF	self		3.8181818181818183	11444
1994	COLLARBONE	collarbone		4.1	2370
1995	DEFECT	defect		3.6	3292
1996	GET TIRED	tire		2.7	13279
1997	PRESERVE	preserve		4	9969
1998	COMMAND	command		4	2422
1999	OVERCOME	overcome		5.1	9070
2	DUST	dust		4.769230769230769	4085
200	SAME	same		3.6	11167
2001	PAINTING	draw		4.7	3984
2002	DITCH	ditch		5.090909090909091	3857
2003	FLOW	flow		5.076923076923077	5071
2005	MASK	mask		5.3	7998
2006	FILL	fill		4	4913
2007	BOLT (OF LIGHTNING)	bolt		4.7	1359
2008	RESCUE	rescue		2.2	10785
2009	DOG	dog		2.5	3902
201	FARM	farm		3.9	4760
2010	INVESTIGATE	investigate		4.3	7042
2011	COFFIN	coffin		2.8	2347
2012	COLLAR	collar		3.6	2369
2013	BAIT	bait		4.3	906
2014	GO DOWN (DESCEND)	descend		4.2	3455
2016	JEALOUSY	jealousy		3.5	7156
2017	MIX	mix		5.1	8315
2018	GREEDY	greedy		4.090909090909091	5737
2019	HAMMOCK	hammock		3.4545454545454546	5903
202	STRENGTH	strength		4.454545454545454	12562
2020	PLAINTIFF	plaintiff		1.9090909090909092	9637
2021	GRASP	grasp		5.7	5706
2022	ADMIT	admit		3.5	195
2023	CROWD	crowd		4.2	3011
2024	PLOT	plot		3.7	9698
2025	PEA	pea		4.166666666666667	9328
203	MARRY	marry		3.7	7982
2030	DRAG	drag		4.5	3971
2033	DELIVER	deliver		2.8333333333333335	3360
2034	FROST	frost		2.909090909090909	5304
2035	POND	pond		4.090909090909091	9777
2036	JANUARY	January		2.769230769230769	7141
2037	FEBRUARY	February		2.6	4817
2038	DRAGON	dragon		3.1	3973
2039	MAGPIE	magpie		3.727272727272727	7858
204	AGAIN	again		1.8461538461538463	269
2041	HEMP	hemp		2.4	6095
2042	WALNUT	walnut		2.4	14316
2043	PEACH	peach		3.5	9331
2044	PERSIMMON	persimmon		2.8181818181818183	9461
2045	COLUMN	pillar		3.909090909090909	9573
2046	APRON	apron		2.6	608
2048	QUILT	quilt		3.8181818181818183	10333
2049	CONGEE	porridge		3.7857142857142856	9813
2051	DUSTPAN	dustpan		4.6	4088
2052	BUCKET	bucket		4.4	1594
2056	WOK	wok		2.909090909090909	14607
2057	DUNG (ANIMAL FAECES)	dung		5.583333333333333	4074
2058	STOOL	stool		3.7	12515
206	FIREFLY	firefly		5.363636363636363	4948
2060	STORY	story		4.8	12527
2062	INTEREST	interest		2	6955
2064	SCATTER (SEEDS)	scatter		4.8	11271
2067	STEAM (VERB)	braise		3.6363636363636362	1474
2069	SOAK (VERB)	soak		4.4	12028
2071	LAY (VERB)	lay		3.7	7447
2072	USE (VERB)	use		2.7	14042
2073	ROB (VERB)	rob		3.6363636363636362	10997
2075	BROOD (VERB)	brood		3.5	1564
2076	SPROUT (VERB)	sprout		4.636363636363637	12304
2077	DILIGENT	diligent		3.090909090909091	3606
208	NASAL MUCUS (SNOT)	snot		4.9	12011
209	RARE	rare		3.090909090909091	10432
2090	MY	my		3.5	8560
2099	CHILD	child		4.6	2075
21	TASTE (SOMETHING)	taste		4.5	12978
210	LIFE	life		4.181818181818182	7575
2102	BURN	burn		5.4	1662
2112	OLD (AGED)	elder		3.090909090909091	4197
2113	OLD (USED)	used		2.3636363636363638	14043
212	FIELD	field		2.5	4892
2124	SMELL	smell		3.5454545454545454	11948
213	FIN	fin		3.8461538461538463	4922
2130	HEADGEAR	headgear		3.5	6012
2134	RAISE (BRING UP)	raise		4.181818181818182	10399
2137	MAGICIAN	magician		3.7142857142857144	7844
214	STRETCH	stretch		4.166666666666667	12568
2148	PICK	pick		3.6	9541
215	LIE DOWN	lying		3.7	7816
2150	MATTER	matter		2.9	8035
2151	COARSE	coarse		5.363636363636363	2308
2154	PLOUGH (INSTRUMENT)	plow		5.6	9699
2155	CUT (WITH SCISSORS)	scissor		4.9	11296
2159	GROUND	ground		4.6923076923076925	5781
216	MOVIE	movie		3	8482
2165	SLOWLY	slowly		4	11924
218	FINE (PENALTY)	fine		3.2	4935
2181	LIGHT (IN TASTE)	bland		5	1241
219	TOILET	toilet		3.1	13306
2190	TASTE	savor		3.909090909090909	11230
2192	REJOICE	rejoice		3.5454545454545454	10661
2194	FRONT (PART)	front		4.2	5301
220	INTACT	intact		4.3	6920
2200	SNOUT	muzzle		5	8558
2203	RABID	rabid		4.545454545454546	10351
2204	LEDGE	ledge		4.3	7483
2205	PEAK	peak		5.7	9334
2206	RABIES	rabies		2.909090909090909	10352
221	FIRE	fire		3.8	4945
2214	AFFAIR	affair		2.7	244
2216	BECOME NUMB	numb		4.6	8795
2218	EXPERIENCED	experienced		4.3	4602
2219	LEAN (MEAT)	lean		4.7	7462
222	LAVISH	lavish		4.1	7439
2222	CONJURE	conjure		3.5	2620
2223	BE ANGRY	annoyed		3.9	506
2224	BEND (SOMETHING)	bend		5.2727272727272725	1116
2227	SPAWN (VERB)	spawn		4.2	12166
2230	UNTAMED OR WILD	wild		5.153846153846154	14538
2232	KEEN OR SUBTLE	subtle		4.833333333333333	12670
2233	LOVELY	lovely		4.2727272727272725	7763
2239	DENSE	dense		4	3403
224	MORTAR	mortar		2.9	8426
2242	BEETLE	beetle		3.9	1078
2243	REPAIR	repair		3.7	10732
2244	METAL	metal		3.857142857142857	8150
2245	BELCH	belch		5.5	1099
2246	BELL	bell		4.2	1103
2247	CATERPILLAR	caterpillar		3.6	1898
225	PESTLE	pestle		2.1	9493
2252	PATH	path		3.8	9291
2253	DRIP (EMIT LIQUID)	leak		4.6	7459
2259	FLESH	flesh		4.6	5025
227	FISH	fish		3.3125	4958
2271	THINK	think		3.3636363636363638	13158
2273	LEECH	leech		5.454545454545454	7485
2276	IDENTICAL	identical		3.6	6414
2277	WHOLE	whole		4.6	14508
2278	PERHAPS	perhaps		1.9	9432
228	CARVE	carve		4.2	1864
2283	SEMEN	semen		3	11455
2284	CLEARING	clearing		4.2	2231
2285	ECLIPSE	eclipse		4.1	4143
2287	HORIZON	horizon		4.25	6252
2288	METEOROID (SHOOTING OR SHINING STAR)	meteor		4.230769230769231	8156
229	MOVE AWAY	migrate		2.6	8192
2290	PUDDLE	puddle		4.75	10211
2291	VOLCANO	volcano		3.3	14261
2294	WRINKLE	wrinkle		4.3	14690
2295	SUNSET	sunset		5.363636363636363	12741
2296	SUNRISE	sunrise		4.818181818181818	12739
2297	DUSK	dusk		4.5	4084
2298	VIRGIN	virgin		4.7272727272727275	14225
2299	STRAW	straw		4.25	12552
23	RYE	rye		3.090909090909091	11116
230	SWEEP	sweep		6.2	12832
2301	ME	me		4.9	8051
2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	circular		5.2	2161
2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	spherical		5.090909090909091	12208
2308	THIN	thin		4.75	13156
231	SHAVE	shave		4.4	11594
2310	US (OBLIQUE CASE OF WE)	us		3.3636363636363638	14039
2313	BRONZE	bronze		2.6666666666666665	1562
2316	FREE	free		3.6	5257
2318	CHESTNUT	chestnut		4.7	2067
2319	LID (COVER, CAP)	lid		4.1	7569
232	FLEA	flea		3.1818181818181817	5018
2321	MAD PERSON	lunatic		5.3	7796
2329	LACK (NOT HAVE)	lack		2.9	7361
2334	MELT	melt		4.75	8105
2335	CUNNING	cunning		3.6	3071
2336	OF THIS KIND (SUCH)	so		2.1666666666666665	12027
2339	NEED (SOMETHING)	need		4.2	8636
234	PADDLE	paddle		4.666666666666667	9136
2340	SUNNY	sunny		5.3	12738
2341	CLOUDY	cloudy		5	2288
2342	LANDSCAPE	landscape		4	7393
2343	STEEL	steel		4.7	12435
2348	CRAB	crab		4	2891
2349	SHRIMP	shrimp		4.9	11696
2350	EARTHWORM	earthworm		4.3076923076923075	4124
2351	SILKWORM	silkworm		4.230769230769231	11755
2352	DRAGONFLY	dragonfly		3.6	3974
2354	CRICKET	cricket		5.615384615384615	2965
2355	GECKO	gecko		3.7	5448
2359	LOTUS	lotus		4.2	7752
236	STEPMOTHER	stepmother		3.1	12453
2362	BRAN	bran		3.5	1476
2365	RADISH	radish		2.75	10375
2366	ONION	onion		4.363636363636363	8933
2367	MANDARINE	tangerine		3.8	12949
2368	GARLIC	garlic		2.8181818181818183	5417
237	STEPFATHER	stepfather		3.5454545454545454	12451
2374	DREAM	dream		3.727272727272727	3994
2375	VERTICAL	vertical		3.8	14163
2376	HORIZONTAL	horizontal		4.4	6253
238	PRAWNS	prawn		4	9897
2386	TURKEY	turkey		4.8	13599
239	FLOWER	flower		3.8	5072
2393	JOURNEY	journey		4.1	7197
2395	CONGEAL (BLOOD)	coagulate		4.583333333333333	2306
2396	KNOCK	knock		4.7272727272727275	7335
2397	LOBSTER	lobster		2.5	7688
2398	MANGO	mango		2.764705882352941	7918
24	PRAY	pray		3.6	9898
240	ELECTION	election		3.090909090909091	4200
2400	THEIR	their		2.8	13125
2401	PICTURE	picture		3.1666666666666665	9552
2402	ROBIN	robin		3.8	11001
2403	TOY	toy		3.2	13392
2405	CHRISTMAS	Christmas		4.5	2132
2406	HOME	home		4.4	6204
2407	BIRTHDAY	birthday		4.6	1201
2408	CAKE	cake		4.3	1728
2409	BROWN	brown		3.923076923076923	1577
241	TREE STUMP	stump		4.4	12618
2410	GOOD-LOOKING	pretty		3.5	9992
2411	HURT (SOMEBODY)	hurt		3.5	6358
2412	THANK (SOMEBODY)	thank		3.6	13114
242	COST	cost		3.2	2826
2422	SOMEONE	someone		4	12090
2423	CHANNEL	channel		2.2222222222222223	1988
2424	MEMBER	member		3.4	8106
2425	PROBLEM	problem		3.272727272727273	10047
2426	CLIMATE	climate		3.9	2247
2427	FUTURE	future		2.4	5369
2428	LIBRARY	library		3.3636363636363638	7562
2429	LOGIC	logic		3.272727272727273	7710
243	FRESH	fresh		5.3	5272
2430	OFFICE	office		3.2	8900
2431	REVOLUTION	revolution		3.6	10907
2432	MARRIAGE	marriage		2.5	7979
2433	THEORY	theory		2.8	13134
2434	TRAGEDY	tragedy		3.272727272727273	13409
2435	UNIVERSITY	university		2.6923076923076925	13885
244	LEFT	left		3.3076923076923075	7488
2440	PINEAPPLE	pineapple		3.7	9584
2441	CASHEW	cashew		2.6	1868
2445	PAPAYA	papaya		2.8	9190
2446	SLOTH	sloth		4.7	11921
2449	FAT (OF MEAT AND FOOD)	fatty		5	4792
245	BROOM	broom		3.5	1568
2452	PURPLE	purple		3.3	10259
2453	SEVENTEEN	seventeen		3.727272727272727	11533
2454	SIXTEEN	sixteen		3.1	11806
2457	PATH OR ROAD	way		3.090909090909091	14390
246	THRUST	thrust		5	13209
2460	DINGO	dingo		4.6	3617
2465	DISGUST	disgust		5.181818181818182	3734
2466	WEIGHT	weight		3.7	14428
2467	GAME	game		3.5384615384615383	5398
2468	BAG	bag		3.727272727272727	897
2469	AGAINST	against		3	270
2470	DEAR	dear		2.9166666666666665	3210
2471	LADY	lady		4.555555555555555	7371
2472	SUCKLE (BREASTFEED, NURSE)	suckle		4.666666666666667	12687
2473	HIS (GENITIVE OF HE)	his		2.4	6165
2474	HER (GENITIVE OF SHE)	her		3.6363636363636362	6099
2477	YAK	yak		5.8	14708
248	HAPPEN	happen		3.1818181818181817	5937
2481	FEMALE DOG	bitch		3.8	1210
2482	TOGETHER	together		2.5	13303
2483	COLD (OF WEATHER)	cool		5.3	2761
2486	HIDE	hide		3.4166666666666665	6136
249	FOG	fog		4.461538461538462	5105
2493	BOIL	boil		3.8181818181818183	1352
2498	OPIUM	opium		2.6363636363636362	8952
25	DIRT	dirt		4.8	3637
2500	GINGER	ginger		3.1818181818181817	5518
2501	RICE HUSK	husk		5.153846153846154	6363
2502	GONG	gong		5.75	5622
2504	DIFFERENT	different		2.6	3586
2505	BEDROOM	bedroom		4.3076923076923075	1065
2506	LOOSE	loose		5.090909090909091	7736
2507	DISGUSTING	disgusting		4.9	3736
2509	EXCHANGE	exchange		3.9444444444444446	4537
251	SHARPEN (SOMETHING)	sharpen		5.3	11589
2510	PORCUPINE	porcupine		3.8	9807
2512	CHICK	chick		4	2071
2514	SPOUSE	spouse		2.8	12286
2517	CROWDED	crowded		5.266666666666667	3012
2519	SEEING (VISUAL SENSE)	sight		3.727272727272727	11740
252	FRIGHTEN	frighten		3.909090909090909	5285
2524	JOY	joy		4.454545454545454	7201
2526	POWER	power		4.454545454545454	9879
2527	ABILITY	ability		3.0833333333333335	15
2530	SMART	intelligent		3.2	6932
2531	BROAD	broad		3.272727272727273	1548
2532	TORNADO	tornado		4.7	13349
2534	DEPTH	depth		4.357142857142857	3446
2537	LENGTH	length		3	7520
2538	TRENCH (FOSSE)	trench		3.6363636363636362	13485
2539	PIT (POTHOLE)	pit		3.6363636363636362	9608
2540	LIME (MATERIAL)	lime		3.1	7604
2541	MIRACLE	miracle		4	8243
2542	HERB	herb		4.3	6101
2543	RAVEN	raven		3.3	10464
2544	SHEPHERD	shepherd		3.2	11619
2546	BORDER	border		3.8	1410
2547	CITY	city		2.727272727272727	2178
2548	BARREL	barrel		5	978
2549	VEHICLE	vehicle		2.9	14122
255	SERVANT	servant		3.5	11515
2553	MISERY	misery		3.6	8269
2554	PRINCE (RULER)	prince		4.2	10020
256	FOOD	food		3	5123
2562	SEX (GENDER)	sex		3.2	11544
2564	PIGLET	piglet		5.2727272727272725	9562
2566	GELDING	gelding		3.7	5456
2568	BAKER	baker		4.3076923076923075	908
2569	BUTCHER	butcher		4.1	1687
257	WORSHIP	worship		4.3	14659
2570	BEEF	beef		4.090909090909091	1071
2571	TRY (TEST)	test		3.2	13098
2572	SENSE (PERCEIVE BY SENSES)	sense		4.4	11471
2573	FEELING (EMOTION)	emotion		3.1	4260
2576	ALREADY	already		3.0833333333333335	384
2577	YET	yet		2.6363636363636362	14728
2578	PENCIL	pencil		3.4	9384
2579	TOOTHBRUSH	toothbrush		4.3	13334
258	CALM	calm		4.75	1749
2580	HELICOPTER	helicopter		4.7	6074
2581	OCTOPUS	octopus		4	8884
2584	BENCH	bench		3.4166666666666665	1115
2585	RACQUET	racquet		4	10363
2587	DARTS	dart		4.909090909090909	3179
2588	GLOBE	globe		4	5565
2589	WREATH	wreath		2.909090909090909	14677
2590	HARMONICA	harmonica		3.5384615384615383	5961
2591	RHINOCEROS	rhinoceros		3	10922
2592	IGLOO	igloo		4.2	6430
2595	CACTUS	cactus		4.1	1716
2596	ESCALATOR	escalator		4.9	4429
2597	HARP	harp		4.2727272727272725	5966
2599	STETHOSCOPE	stethoscope		2.8333333333333335	12462
26	UNPLEASANT	unpleasant		3	13921
2600	PYRAMID	pyramid		3.1	10284
2601	UNICORN	unicorn		3.4	13857
2602	FUNNEL	funnel		3.7	5349
2603	ACCORDION	accordion		3.909090909090909	93
2604	NOOSE	noose		3.8	8742
2605	ASPARAGUS	asparagus		3.2	705
2606	COMPASS	compass		4.3	2470
2607	TRIPOD	tripod		4.7	13520
2617	BULB	bulb		4.181818181818182	1614
2618	CAMERA	camera		2.3	1758
2619	CARD	card		3.6	1826
2620	CARRIAGE	carriage		3	1852
2621	CURTAIN	curtain		3.2	3095
2622	ENGINE	engine		2.5	4326
2623	FLAG	flag		3.9	4978
2624	FRAME	frame		4.2727272727272725	5236
2625	MAP	map		3.2	7949
2626	NERVE	nerve		3.6	8663
2627	ORANGE (FRUIT)	orange		3.909090909090909	8978
2628	PLANT STEM	stem		2.727272727272727	12442
2629	TRAY	tray		3.8	13466
2630	WHIP	whip		6.363636363636363	14482
2631	WIRE	wire		2.4	14575
2638	FISHING	fishing		4.7	4959
2640	LARVA	maggot		3.4	7841
2643	INK	ink		3.727272727272727	6828
265	FOWL	fowl		3.6363636363636362	5223
2651	BE IGNORANT	ignorant		3.3	6433
2656	MIDNIGHT	midnight		3.9	8182
2657	LADLE	ladle		3.6666666666666665	7370
2658	COAL	coal		3.3	2307
2662	TOENAIL	toenail		3.8461538461538463	13299
2664	SCAB	scab		4.5	11239
2665	WART	wart		3.4545454545454546	14349
2666	SOLE (FOOT)	sole		4.2	12069
2667	TORSO	torso		2.7	13354
2668	SKELETON	skeleton		3.9	11819
2669	POINT (WITH FINGER)	point		5.2727272727272725	9735
2670	ACROSS	across		3.7	140
268	DRIBBLE	dribble		6	4005
2680	MACHETE	machete		3.4	7828
2685	CARP (FISH)	carp		3.1818181818181817	1846
269	COOKED	boiled		4	1353
2691	PATERNAL AUNT (FATHER'S SISTER)	satisfy		2.5	11213
27	AIR	air		3.3	308
270	JUG	jug		3.6363636363636362	7213
2704	FADE (LOOSE COLOR)	fade		3.9	4708
2705	INHALE	inhale		4.6	6806
2706	GNAW	gnaw		4.5	5593
2708	TALK	talk		4.5	12935
2709	FLATTER	flatter		3.7	5009
271	SAUCER	saucer		4.545454545454546	11219
2712	GET DIZZY	dizzy		5.5	3886
2715	DESPISE	despise		4.2	3484
2717	STEEP	steep		5.363636363636363	12436
272	TONGS	tongs		3.8	13323
273	DOUGH	dough		4.3	3954
274	KNEAD	knead		3.9	7320
275	PEEL	peel		5.6	9361
2753	UNTIL	until		2.272727272727273	13989
