CONCEPTICON_ID	CONCEPTICON_GLOSS	POLISH	GERMAN	POLISH_VALENCE_MEAN_MALE	POLISH_VALENCE_MEAN_FEMALE	POLISH_VALENCE_MEAN	POLISH_AROUSAL_MEAN_MALE	POLISH_AROUSAL_MEAN_FEMALE	POLISH_AROUSAL_MEAN	POLISH_IMAGEABILITY_MEAN_MALE	POLISH_IMAGEABILITY_MEAN_FEMALE	POLISH_IMAGEABILITY_MEAN	LINE_IN_SOURCE
1599	WORD	słowo	wort	0.5	0.62	0.56	1.43	2.31	1.85	5.0	5.69	5.33	2050
1600	SKIRT	spódnica	rock	0.64	1.75	1.15	2.07	1.92	2.0	6.36	6.75	6.54	2094
1601	WEAK	słaby	schwach	-1.79	-1.5	-1.65	2.29	3.08	2.65	5.07	5.25	5.15	2043
1607	HATE	nienawidzić	hassen	-1.86	-2.46	-2.15	2.93	3.62	3.26	5.43	5.46	5.44	1189
1609	IDEA	pomysł	einfall	1.86	1.92	1.89	3.21	3.0	3.11	5.36	4.77	5.07	1628
1612	LETTER	list	brief	1.44	1.11	1.22	3.11	2.17	2.48	6.56	6.5	6.52	898
1613	COLOR	kolor	farbe	1.1	1.29	1.22	2.0	2.0	2.0	6.2	6.18	6.19	733
1620	SON	syn	sohn	1.64	1.5	1.58	2.43	2.5	2.46	5.64	6.08	5.85	2162
1622	SHIRT	koszula	hemd	0.11	1.0	0.7	2.0	1.61	1.74	6.33	6.72	6.59	786
1623	SPEAK	mówić	sprechen	0.38	0.82	0.56	1.88	2.45	2.11	6.25	5.91	6.11	1099
1629	EVENING	wieczór	abend	1.23	1.69	1.46	2.15	2.15	2.15	6.69	6.46	6.58	2516
163	BLACK	czarny	schwarz	-0.1	0.41	0.22	1.5	1.59	1.56	5.9	6.76	6.44	277
1635	OBEY	przestrzegać	beachten	0.0	0.0	0.0	1.93	2.31	2.11	4.93	5.0	4.96	1778
1639	BEER	piwo	bier	1.8	0.88	1.22	2.8	2.47	2.59	6.7	6.76	6.74	1531
164	KANGAROO	kangur	känguruh	1.56	1.33	1.41	2.56	1.67	1.96	6.11	6.61	6.44	661
1646	GIRL	dziewczyna	mädchen	2.43	0.85	1.67	3.64	2.15	2.93	6.79	6.69	6.74	409
1650	WATCH	zegarek	unruh	0.93	1.15	1.04	1.93	2.08	2.0	6.79	6.85	6.81	2805
1651	TEAR (OF EYE)	łza	träne	-1.0	-0.45	-0.78	2.88	2.09	2.56	6.38	6.09	6.26	954
1657	TRUE	prawdziwy	wahrheit	1.57	2.23	1.89	1.93	3.0	2.44	5.36	4.31	4.85	1694
1659	DOLL	lalka	puppe	0.11	0.89	0.63	2.0	1.72	1.81	5.89	6.72	6.44	859
1663	BED	łóżko	bett	1.79	2.15	1.96	2.5	2.54	2.52	6.86	6.92	6.89	951
1665	BEAT	bić	schlagen	-2.1	-2.0	-2.04	2.6	3.29	3.04	5.8	6.65	6.33	124
1667	HOLE	dziura	loch	-0.33	-1.17	-0.89	2.33	1.94	2.07	5.89	6.17	6.07	412
1671	TOWER	wieża	turm	0.33	0.56	0.48	2.0	2.0	2.0	6.11	6.67	6.48	2531
1672	WRITE	pisać	schreiben	0.57	1.0	0.78	2.29	2.38	2.33	6.57	6.46	6.52	1526
1673	ARM	ramię	achsel	0.75	0.27	0.56	1.44	1.36	1.41	6.69	6.36	6.56	1855
1682	GUILTY	winny	schuld	-1.45	-1.94	-1.74	3.0	2.94	2.96	5.09	5.75	5.48	2542
1689	SMOKE (INHALE)	palić	raucher	-0.79	-1.5	-1.12	2.79	2.58	2.69	6.29	5.83	6.08	1431
1700	SATURDAY	sobota	sonnabend	1.64	1.94	1.81	2.91	3.13	3.04	5.64	6.5	6.15	2059
1730	CHEEK	policzek	wange	0.43	0.5	0.46	1.71	2.0	1.85	6.0	6.33	6.15	1612
1732	SKY	niebo	himmel	2.25	1.27	1.85	2.44	1.73	2.15	6.19	6.55	6.33	1174
1735	TEAR (SHRED)	drzeć	reißen	-1.8	-0.94	-1.26	3.0	2.82	2.89	5.3	5.82	5.63	375
174	PROUD	dumny	stolz	1.2	1.36	1.27	2.4	2.64	2.5	5.73	5.09	5.46	379
1749	TAKE	brać	nehmen	0.0	-0.09	-0.04	1.73	2.73	2.15	6.0	5.82	5.92	162
1750	CHOOSE	wybierać	wählen	-0.11	0.61	0.37	2.78	1.78	2.11	5.22	4.61	4.81	2602
1773	GRAVE	grób	grab	-1.23	-1.77	-1.5	1.69	2.54	2.12	6.46	6.69	6.58	536
1776	SHAME	wstyd	scham	-1.63	-1.73	-1.67	3.25	2.82	3.07	6.06	4.73	5.52	2596
1781	THUMB	kciuk	daumen	0.6	0.18	0.42	1.93	1.45	1.73	6.47	6.36	6.42	690
1782	GUEST	gość	gast	1.47	1.18	1.35	2.93	2.64	2.81	5.93	5.82	5.88	519
1783	PAIN	ból	schmerz	-1.89	-2.5	-2.3	3.56	3.22	3.33	6.0	6.17	6.11	161
1784	WANT	chcieć	wollen	1.33	1.67	1.56	3.33	2.61	2.85	5.22	5.17	5.19	213
1786	DRY UP	suszyć	föhn	0.44	0.33	0.37	1.78	1.44	1.56	6.33	6.17	6.22	2156
1789	AGE	wiek	alter	-0.1	0.53	0.3	2.3	1.71	1.93	4.8	5.0	4.93	2519
1810	DANGER	niebezpieczeństwo	gefahr	-1.73	-2.38	-2.11	3.27	3.63	3.48	5.82	5.94	5.89	1173
1812	TRY	próbować	versuch	1.2	1.36	1.27	2.87	2.82	2.85	5.6	4.55	5.15	1731
1814	ACCUSE	oskarżać	anklagen	-1.5	-2.54	-2.0	3.21	3.23	3.22	5.43	5.92	5.67	1392
1823	BORROW	pożyczać	verleihen	-0.8	-0.65	-0.7	1.8	2.24	2.07	5.2	5.71	5.52	1683
1829	JUMP	skakać	sprung	1.44	1.27	1.37	2.81	2.64	2.74	6.25	6.09	6.19	2013
1839	CRY	płakać	weinen	-1.29	-2.25	-1.73	3.21	3.92	3.54	6.0	6.58	6.27	1549
1840	BUILD	budować	bauen	1.6	0.94	1.19	2.8	2.06	2.33	5.9	5.94	5.93	179
1841	SUSPECT	podejrzewać	verdacht	-1.36	-1.25	-1.3	2.91	2.56	2.7	4.09	4.81	4.52	1570
1844	BOAT	łódź	boot	1.2	0.88	1.0	2.3	2.18	2.22	6.3	6.53	6.44	950
1845	BALL	kula	kugel	-0.1	-0.12	-0.11	2.3	1.65	1.89	6.2	6.12	6.15	841
1847	SICK	chory	krank	-1.64	-2.15	-1.89	2.43	3.38	2.89	6.14	6.08	6.11	227
1849	ROW	wiosłować	paddel	0.67	0.39	0.48	2.33	1.94	2.07	6.0	6.06	6.04	2548
1856	SOFT	miękki	weich	0.8	1.91	1.27	2.0	2.27	2.12	6.0	6.36	6.15	1041
1857	CROCODILE	krokodyl	krokodil	0.89	-0.06	0.26	2.56	2.22	2.33	6.56	6.28	6.37	811
1869	BUY	kupować	kaufen	0.87	1.18	1.0	2.27	2.82	2.5	6.0	6.45	6.19	845
1879	DANCE	tańczyć	tanzen	1.79	2.31	2.04	3.79	3.46	3.63	6.43	6.77	6.59	2284
1888	PAIR	para	paar	1.43	1.58	1.5	2.5	3.08	2.77	6.43	6.33	6.38	1452
1890	BELIEVE	wierzyć	glauben	1.4	1.45	1.42	2.4	2.64	2.5	5.73	4.55	5.23	2529
1897	HELP	pomagać	helfen	2.0	2.55	2.23	2.47	2.64	2.54	6.0	5.91	5.96	1618
1898	SPECTACLES	okulary	brille	-0.23	0.23	0.0	1.15	1.46	1.31	6.92	6.77	6.85	1351
1905	EAGLE	orzeł	adler	1.62	1.08	1.35	2.08	2.08	2.08	6.85	6.85	6.85	1386
1913	PRESS	naciskać	drücken	-1.07	-1.25	-1.15	2.43	3.25	2.81	4.14	5.25	4.65	1123
1917	TIE	wiązać	binden	0.29	0.25	0.27	2.36	2.33	2.35	5.36	4.67	5.04	2509
1923	ROUGH	szorstki	barsch	-0.55	-1.31	-1.0	2.64	2.31	2.44	5.27	5.25	5.26	2207
1939	SWEAR	przysięgać	schwur	0.71	-0.31	0.22	2.5	2.92	2.7	5.43	4.92	5.19	1814
1941	SOLDIER	żołnierz	soldat	-0.18	0.94	0.48	2.91	2.44	2.63	6.64	6.69	6.67	2893
1942	NEAR	bliski	nah	1.93	2.73	2.27	2.73	3.27	2.96	6.07	5.73	5.92	138
1948	SAW	piła	säge	-0.67	-1.11	-0.96	2.67	2.06	2.26	6.33	6.39	6.37	1518
1954	GENTLE	delikatny	zart	1.5	1.55	1.52	2.63	1.64	2.22	6.13	4.73	5.56	321
1959	RAW	surowy	streng	-0.57	-1.15	-0.85	2.29	2.77	2.52	5.43	5.54	5.48	2155
2	DUST	kurz	staub	-0.91	-1.0	-0.96	2.0	1.63	1.78	6.18	6.69	6.48	851
2003	FLOW	płynąć	fließen	1.45	1.06	1.22	2.91	2.75	2.81	5.45	6.5	6.07	1555
2005	MASK	maska	maske	0.38	-0.09	0.19	2.13	1.91	2.04	6.06	5.91	6.0	1002
2009	DOG	pies	haustier	0.93	1.69	1.3	2.21	2.92	2.56	6.86	6.69	6.78	1510
201	FARM	gospodarstwo	haushalt	1.0	0.81	0.89	2.73	1.69	2.11	6.27	6.44	6.37	517
202	STRENGTH	siła	kraft	1.53	1.91	1.69	2.8	3.0	2.88	5.6	5.36	5.5	2006
2021	GRASP	pojmować	erfassen	1.43	0.83	1.15	2.86	2.58	2.73	4.93	5.0	4.96	1597
2022	ADMIT	przyznawać	zugeben	0.08	0.62	0.35	2.0	2.23	2.12	5.62	4.62	5.12	1819
2058	STOOL	stołek	hocker	0.2	0.09	0.15	1.4	1.09	1.27	6.13	6.73	6.38	2126
2070	COMB (VERB)	plaster	pflaster	-0.33	-0.27	-0.31	2.07	1.73	1.92	6.07	6.55	6.27	1540
2099	CHILD	dziecko	kind	1.11	1.06	1.07	3.0	2.28	2.52	6.56	6.56	6.56	401
2117	DESIRE	pragnąć	durst	1.21	1.23	1.22	3.21	3.62	3.41	6.0	5.38	5.7	1689
2134	RAISE (BRING UP)	wznosić	errichten	0.88	1.09	0.96	2.31	2.09	2.22	4.94	5.18	5.04	2677
2144	SPRING OR WELL	studnia	brunnen	0.43	0.0	0.22	1.86	2.46	2.15	6.5	6.31	6.41	2147
221	FIRE	ogień	feuer	1.71	0.54	1.15	3.14	3.31	3.22	6.71	6.08	6.41	1331
2246	BELL	dzwon	glocke	0.53	0.18	0.38	1.87	1.91	1.88	6.53	6.64	6.58	416
2247	CATERPILLAR	gąsienica	raupe	0.44	-0.06	0.11	2.67	1.72	2.04	6.44	6.56	6.52	486
227	FISH	ryba	fisch	1.07	0.45	0.81	1.87	1.45	1.69	6.53	6.73	6.62	1939
2271	THINK	myśleć	meinen	1.33	1.78	1.63	3.78	2.33	2.81	5.44	5.61	5.56	1117
2291	VOLCANO	wulkan	vulkan	0.44	-0.22	0.0	2.78	2.33	2.48	6.44	6.39	6.41	2601
2308	THIN	chudy	mager	0.21	-0.08	0.08	1.86	2.5	2.15	5.86	5.75	5.81	233
2319	LID (COVER, CAP)	pokrywka	deckel	0.06	0.0	0.04	1.19	1.0	1.11	6.75	5.91	6.41	1602
2344	PETROL	benzyna	benzin	0.43	-0.17	0.15	2.07	1.67	1.88	6.43	5.83	6.15	99
239	FLOWER	kwiat	blume	1.29	2.15	1.7	1.93	2.69	2.3	6.71	6.85	6.78	855
2393	JOURNEY	podróż	reise	2.0	2.65	2.41	3.2	3.65	3.48	6.1	6.59	6.41	1580
2396	KNOCK	pukać	pochen	0.71	0.83	0.77	2.14	2.67	2.38	6.14	5.83	6.0	1830
2401	PICTURE	obraz	bild	0.87	0.91	0.88	1.67	1.64	1.65	6.13	6.18	6.15	1261
2407	BIRTHDAY	urodziny	geburtstag	2.0	2.35	2.22	3.1	3.47	3.33	6.4	6.71	6.59	2426
2408	CAKE	ciasto	kuchen	1.45	2.25	1.93	2.27	3.0	2.7	6.36	6.75	6.59	242
2410	GOOD-LOOKING	atrakcyjny	reiz	1.6	2.36	1.92	2.87	3.64	3.19	5.8	6.36	6.04	68
2424	MEMBER	członek	mitglied	0.85	1.54	1.19	2.54	3.08	2.81	6.15	6.23	6.19	288
2425	PROBLEM	problem	problem	-1.4	-1.24	-1.3	3.0	2.71	2.81	5.4	5.59	5.52	1704
2429	LOGIC	logika	logik	0.67	1.61	1.3	3.0	1.94	2.3	5.0	5.56	5.37	908
245	BROOM	miotła	besen	-0.1	0.0	-0.04	1.6	1.65	1.63	5.9	6.76	6.44	1061
2467	GAME	gra	spiel	0.36	0.25	0.31	2.79	3.25	3.0	5.14	5.92	5.5	523
2468	BAG	torba	tasche	0.21	1.08	0.63	1.36	2.0	1.67	6.43	6.85	6.63	2317
2471	LADY	dama	dame	1.36	1.42	1.38	2.57	2.33	2.46	6.29	6.08	6.19	306
249	FOG	mgła	nebel	0.5	-0.75	-0.08	2.43	2.67	2.54	6.57	6.17	6.38	1034
25	DIRT	brud	schmutz	-1.71	-2.08	-1.88	2.79	2.83	2.81	5.93	5.75	5.85	170
2522	SCREAM (NOISE)	krzyczeć	schreien	-1.0	-1.17	-1.08	2.86	3.83	3.31	6.0	6.33	6.15	823
2524	JOY	radość	freude	2.3	2.71	2.56	3.4	3.65	3.56	6.0	6.24	6.15	1850
2530	SMART	bystry	agil	1.82	2.13	2.0	2.91	2.56	2.7	4.82	6.06	5.56	194
2546	BORDER	granica	grenze	0.0	0.17	0.08	1.86	2.25	2.04	5.21	5.25	5.23	529
2572	SENSE (PERCEIVE BY SENSES)	rozum	verstand	1.63	1.27	1.48	2.31	2.0	2.19	4.94	4.09	4.59	1923
2573	FEELING (EMOTION)	emocja	emotion	0.82	0.94	0.89	2.82	2.63	2.7	4.91	5.75	5.41	434
258	CALM	spokojny	ruhig	1.82	1.5	1.63	2.09	1.94	2.0	5.64	6.19	5.96	2083
2606	COMPASS	kompas	kompass	1.1	0.59	0.78	2.0	1.76	1.85	6.2	6.29	6.26	748
2620	CARRIAGE	przedział	abteil	-0.14	0.0	-0.08	1.57	1.5	1.54	5.43	4.67	5.08	1750
2623	FLAG	flaga	flagge	1.0	0.54	0.78	2.21	1.85	2.04	6.93	6.69	6.81	459
2624	FRAME	rama	rahmen	0.29	0.15	0.22	1.79	1.54	1.67	6.29	6.31	6.3	1854
2625	MAP	mapa	karte	0.79	0.17	0.5	2.29	1.83	2.08	6.36	6.0	6.19	991
2658	COAL	węgiel	kohle	0.89	0.28	0.48	2.89	1.28	1.81	6.11	6.61	6.44	2500
27	AIR	powietrze	luft	0.77	1.62	1.19	1.77	2.0	1.88	6.15	5.85	6.0	1667
2770	JACKET	kurtka	jacke	0.13	0.27	0.19	1.44	1.55	1.48	6.88	6.82	6.85	849
2783	SCALES (MEASURE INSTRUMENT)	waga	gewicht	0.21	-0.46	-0.11	1.43	2.46	1.93	6.5	6.0	6.26	2460
2819	GRASSLAND	łąka	wiese	2.07	2.67	2.35	3.0	2.83	2.92	6.5	6.75	6.62	945
2851	AUGUST	sierpień	august	1.55	2.06	1.85	3.18	3.25	3.22	5.27	6.56	6.04	2002
2864	DECREASE	obniżać	senken	-0.57	-0.92	-0.74	2.07	2.31	2.19	3.5	5.08	4.26	1254
2875	RING (MAKE SOUND)	dzwonić	anrufen	0.11	0.56	0.41	2.56	2.0	2.19	6.56	6.44	6.48	418
2879	SOUND (OF INSTRUMENT OR VOICE)	dźwięk	klang	1.54	0.54	1.04	2.54	2.38	2.46	5.46	5.15	5.31	420
2880	HALT (STOP)	zatrzymywać	aufhalten	0.14	-0.38	-0.11	2.0	2.08	2.04	6.14	5.46	5.81	2769
2883	DISTURB	przeszkadzać	stören	-1.64	-1.56	-1.59	2.91	2.56	2.7	5.09	5.81	5.52	1781
2900	PROTECT	chronić	schützen	1.44	1.0	1.26	2.56	2.36	2.48	5.81	5.09	5.52	228
292	RUG	dywan	teppich	0.21	0.46	0.33	1.14	1.38	1.26	6.29	6.62	6.44	393
2930	BOSS	szef	chef	-0.38	-0.31	-0.35	2.0	2.38	2.19	6.15	5.62	5.88	2188
2946	CRADLE	kołyska	wiege	0.22	1.22	0.89	2.67	1.83	2.11	6.44	6.11	6.22	737
2948	GAP (DISTANCE)	przerwa	pause	1.44	1.27	1.37	2.75	2.18	2.52	6.25	5.18	5.81	1773
2950	MEANING	znaczenie	bedeutung	0.6	0.91	0.73	2.07	1.73	1.92	4.8	3.82	4.38	2840
2955	STATE (POLITICS)	stan	zustand	0.2	0.24	0.22	1.9	1.53	1.67	3.6	3.82	3.74	2111
2977	WORKER	robotnik	arbeiter	0.27	0.0	0.15	1.93	1.45	1.73	6.27	6.45	6.35	1891
2980	AREA	obszar	gebiet	0.18	-0.13	0.0	1.55	1.31	1.41	4.91	5.94	5.52	1272
3002	PRECIOUS	cenny	wert	1.2	1.41	1.33	2.5	2.24	2.33	5.0	5.88	5.56	208
3049	COURAGE	odwaga	mut	2.07	2.46	2.26	3.29	3.46	3.37	5.64	5.23	5.44	1318
3083	BALLOON	balon	ballon	0.64	1.23	0.93	1.5	2.38	1.93	6.64	6.92	6.78	84
3084	BLACKBOARD	tablica	tafel	0.14	-0.23	-0.04	2.07	1.92	2.0	6.21	6.69	6.44	2270
3089	GIRAFFE	żyrafa	giraffe	1.36	0.85	1.11	2.21	1.77	2.0	6.79	6.54	6.67	2900
3090	GUITAR	gitara	gitarre	1.87	1.36	1.65	2.67	2.09	2.42	6.67	6.36	6.54	496
3091	LEMON	cytryna	zitrone	1.0	0.83	0.89	2.44	1.78	2.0	6.56	6.61	6.59	272
3094	PAINTBRUSH	pędzel	pinsel	0.14	0.54	0.33	1.29	1.85	1.56	6.5	6.69	6.59	1493
3096	RACKET	rakieta	rakete	0.79	-0.09	0.4	2.71	1.36	2.12	6.5	6.09	6.32	1853
3099	SOFA	sofa	sofa	1.21	1.08	1.15	1.57	1.83	1.69	6.5	6.58	6.54	2064
3101	SWING	huśtawka	schaukel	1.87	1.27	1.62	2.2	2.36	2.27	6.73	6.64	6.69	580
3102	TANK	czołg	panzer	0.75	-0.45	0.26	2.25	2.36	2.3	6.69	6.73	6.7	290
3105	UMBRELLA	parasol	schirm	0.18	0.5	0.37	1.82	1.56	1.67	6.64	6.75	6.7	1454
3122	PAINT (SOMETHING)	malować	malerei	1.57	2.08	1.81	2.57	2.33	2.46	6.07	5.67	5.88	977
3133	TALK (PHONE)	telefonować	anruf	0.29	-0.17	0.08	2.36	2.67	2.5	5.79	6.0	5.88	2292
323	FAT (ORGANIC SUBSTANCE)	tłuszcz	fett	-0.86	-1.46	-1.15	1.93	2.77	2.33	6.14	6.31	6.22	2310
3231	DEITY	bóg	gott	1.18	1.56	1.41	3.0	2.81	2.89	2.82	3.63	3.3	160
3248	MAPLE TREE	klon	ahorn	-0.4	0.65	0.26	2.0	1.71	1.81	4.9	6.18	5.7	711
3268	QUESTION	pytanie	frage	0.33	0.36	0.35	2.33	2.36	2.35	5.13	4.0	4.65	1843
3283	CAGE	klatka	käfig	-1.5	-1.25	-1.38	2.71	2.5	2.62	5.86	6.33	6.08	705
3299	KIND	miły	nett	2.0	2.08	2.04	2.07	2.75	2.38	5.71	5.58	5.65	1050
3368	POWDER	puder	puder	0.82	0.44	0.59	1.73	1.75	1.74	5.55	6.63	6.19	1829
3375	PATIENT (SICK PERSON)	pacjent	patient	-1.0	-0.75	-0.88	1.93	2.58	2.23	5.86	5.92	5.88	1424
3405	RULER	linijka	lineal	0.14	0.08	0.12	1.36	1.25	1.31	6.0	6.25	6.12	894
3460	BEACH	plaża	strand	2.53	1.82	2.23	3.27	2.36	2.88	6.6	6.45	6.54	1542
3469	LEVEL	poziom	niveau	1.11	0.56	0.74	2.78	1.61	2.0	4.44	5.0	4.81	1677
3534	BEG	żebrać	betteln	-1.43	-2.25	-1.81	2.79	3.5	3.12	5.64	5.67	5.65	2887
3552	GREET	pozdrawiać	gruß	1.0	1.82	1.35	2.27	2.45	2.35	5.87	6.0	5.92	1676
356	SHEARS	nożyczki	schere	0.07	0.0	0.04	1.79	2.17	1.96	6.0	6.58	6.27	1239
3626	KNOW	wiedzieć	wissen	2.0	1.58	1.81	2.93	2.67	2.81	4.43	4.58	4.5	2518
3628	HONOR (SOMEBODY)	honor	ehre	1.57	2.08	1.81	3.21	3.08	3.15	5.71	5.15	5.44	570
3630	PLAN	plan	plan	0.55	0.94	0.78	2.0	1.88	1.93	4.73	5.94	5.44	1536
3632	GENEROUS	hojny	spenden	1.54	2.0	1.77	2.46	3.0	2.73	6.0	5.69	5.85	567
3634	STUBBORN	uparty	stur	-0.77	-0.77	-0.77	2.38	2.69	2.54	6.0	5.92	5.96	2412
3639	AVOID	unikać	vermeiden	-1.07	-1.0	-1.04	2.57	2.92	2.74	5.36	5.38	5.37	2406
3644	AGREEMENT	porozumienie	einigung	1.27	1.63	1.48	2.36	2.56	2.48	5.27	5.44	5.37	1638
3649	PUNISH	karać	strafen	-1.25	-1.45	-1.33	2.94	2.36	2.7	5.69	5.0	5.41	667
366	LIMP	utykać	krücke	-0.64	-1.62	-1.11	2.5	2.31	2.41	6.36	5.92	6.15	2443
3665	TRAVEL	podróżować	reisen	1.71	2.54	2.11	3.43	3.77	3.59	6.14	6.69	6.41	1581
3675	ZEBRA	zebra	zebra	0.36	1.0	0.67	1.36	1.85	1.59	6.64	6.69	6.67	2803
3687	DESERT	deser	dessert	1.64	2.0	1.81	2.64	2.77	2.7	6.36	6.77	6.56	327
3695	MOVEMENT	ruch	regung	0.64	0.58	0.62	2.5	3.17	2.81	5.07	5.83	5.42	1933
3704	ODOR (SMELL)	zapach	duft	1.44	1.5	1.48	3.0	2.06	2.37	5.22	5.78	5.59	2740
3709	BRILLIANT	błyskotliwy	spritzig	2.0	1.83	1.92	3.36	3.0	3.19	5.07	5.08	5.08	148
3711	TIE (NOUN)	krawat	krawatte	0.11	0.83	0.59	2.22	1.78	1.93	6.67	6.61	6.63	799
3747	SHAPE	forma	form	0.82	0.19	0.44	1.91	1.69	1.78	3.55	5.31	4.59	464
3762	SAFE	bezpieczny	sicherheit	2.0	2.38	2.19	2.46	2.69	2.58	6.15	6.15	6.15	114
377	LOUD	głośny	laut	-0.06	-0.82	-0.37	3.0	2.91	2.96	6.25	5.09	5.78	502
379	BLUNT	tępy	starr	-1.21	-1.69	-1.44	2.43	2.15	2.3	5.64	5.23	5.44	2306
404	ALCOHOL (FERMENTED DRINK)	alkohol	alkohol	0.44	0.0	0.26	2.94	1.91	2.52	6.63	6.64	6.63	25
476	CUP	filiżanka	tasse	0.44	1.22	0.96	2.22	1.61	1.81	6.22	6.72	6.56	453
478	LIP	warga	lippe	0.81	0.64	0.74	2.75	1.91	2.41	6.5	6.82	6.63	2470
479	GROW	rosnąć	wachsen	1.13	1.45	1.27	2.47	1.73	2.15	5.8	6.0	5.88	1898
480	PLATE	talerz	teller	0.27	0.38	0.33	1.64	1.38	1.48	6.09	6.88	6.56	2280
486	MINISTER	duchowny	pater	-0.21	0.83	0.27	2.14	2.58	2.35	6.21	5.92	6.08	378
487	SHY	nieśmiały	scheu	0.0	0.06	0.04	2.89	1.78	2.15	6.0	5.22	5.48	1205
488	MANNER	sposób	weise	0.73	0.44	0.56	1.82	1.5	1.63	3.18	4.13	3.74	2089
489	KIDNEY	nerka	niere	0.31	-0.23	0.04	1.62	1.77	1.69	6.69	5.54	6.12	1169
49	REFUSE	odrzucać	ablehnen	-1.09	-2.13	-1.7	3.18	3.25	3.22	5.0	5.88	5.52	1314
496	CUCUMBER	ogórek	gurke	0.31	0.69	0.5	1.31	1.38	1.35	6.38	6.85	6.62	1333
500	CRUEL	okrutny	grausam	-1.87	-2.55	-2.15	3.13	3.73	3.38	5.67	4.45	5.15	1350
503	FROG	żaba	frosch	0.2	0.18	0.19	1.8	2.29	2.11	6.4	6.71	6.59	2877
506	MAIZE	kukurydza	mais	0.64	0.63	0.63	1.73	1.5	1.59	6.73	6.75	6.74	840
53	SPIRIT	duch	geist	-0.69	-0.85	-0.77	1.85	2.38	2.12	5.54	4.92	5.23	377
55	WHISPER	szeptać	tuscheln	0.07	0.54	0.3	2.5	2.23	2.37	6.36	6.15	6.26	2192
578	KISS	całować	küssen	2.07	2.38	2.22	3.64	3.92	3.78	6.64	6.77	6.7	197
579	BATTLE	bitwa	schlacht	0.71	-0.92	-0.07	3.71	3.08	3.41	6.21	5.69	5.96	133
58	LIQUID	płynny	liquide	0.23	0.54	0.38	1.62	1.85	1.73	6.23	5.92	6.08	1556
580	FUR	futro	pelz	0.21	-0.46	-0.11	1.71	1.85	1.78	6.43	6.77	6.59	474
586	GARDEN	ogród	garten	1.23	2.08	1.65	1.92	2.85	2.38	6.46	6.92	6.69	1335
597	PHYSICIAN	doktor	doktor	0.67	1.18	0.88	2.33	2.36	2.35	6.47	6.27	6.38	341
598	SHELL	muszla	muschel	0.3	1.0	0.74	1.9	1.76	1.81	6.2	6.59	6.44	1108
60	OAT	owies	hafer	0.38	0.82	0.56	1.38	1.45	1.41	6.19	6.73	6.41	1419
600	STRANGE	dziwny	seltsam	0.0	-0.56	-0.33	2.82	2.25	2.48	4.55	5.19	4.93	415
601	LIE (MISLEAD)	kłamać	mogeln	-1.67	-2.3	-1.92	3.0	3.7	3.28	6.13	5.6	5.92	713
603	COAT	płaszcz	mantel	0.07	0.27	0.15	1.33	1.18	1.27	6.4	6.36	6.38	1550
606	GRASS	trawa	gras	1.7	1.59	1.63	2.2	2.24	2.22	6.1	6.88	6.59	2336
609	HAIL	grad	hagel	-0.33	-1.06	-0.81	2.78	1.94	2.22	5.78	6.61	6.33	526
610	PORT	port	hafen	0.77	0.85	0.81	2.08	1.69	1.88	6.31	6.46	6.38	1640
615	HORSE	koń	pferd	0.57	0.92	0.74	1.64	2.31	1.96	6.86	6.62	6.74	768
617	ICE	lód	eis	-0.4	0.18	-0.04	1.9	2.24	2.11	6.0	6.65	6.41	916
619	ANIMAL	zwierzę	tier	0.64	0.75	0.69	2.64	2.5	2.58	5.79	5.83	5.81	2864
620	INSECT	owad	insekt	-0.71	-1.38	-1.04	2.5	3.15	2.81	6.36	6.38	6.37	1416
622	ISLAND	wyspa	insel	1.56	1.39	1.44	3.11	2.17	2.48	6.44	6.67	6.59	2658
624	LAKE	jezioro	see	1.57	2.15	1.85	2.43	2.92	2.67	6.57	6.85	6.7	635
625	LAMP	lampa	lampe	0.5	0.83	0.65	1.29	2.08	1.65	6.36	6.67	6.5	861
626	LAND	ziemia	erde	1.55	1.0	1.22	2.55	1.63	2.0	6.18	6.25	6.22	2816
630	LIGHT (RADIATION)	światło	licht	1.9	1.53	1.67	2.4	2.06	2.19	6.2	6.71	6.52	2258
632	LIZARD	jaszczurka	eidechse	0.71	-0.17	0.31	2.0	2.33	2.15	6.29	6.42	6.35	623
634	MEAT	mięso	fleisch	1.38	0.18	0.89	2.5	1.64	2.15	6.81	6.36	6.63	1043
637	MOSS	mech	moos	0.75	1.09	0.89	1.25	1.64	1.41	6.69	6.64	6.67	1015
642	MUSIC	muzyka	musik	2.5	2.75	2.62	3.79	3.33	3.58	5.93	6.08	6.0	1111
644	OAK	dąb	eiche	1.0	0.94	0.96	1.78	1.5	1.59	6.22	6.67	6.52	312
645	OCEAN	ocean	ozean	1.5	2.15	1.81	2.29	3.08	2.67	6.43	6.62	6.52	1276
657	PRICE	cena	preis	-0.64	-0.31	-0.44	1.91	1.69	1.78	5.64	6.13	5.93	206
661	RELIGION	religia	religion	0.45	0.63	0.56	2.45	2.63	2.56	5.27	5.94	5.67	1876
662	BATTERY	bateria	batterie	0.54	0.31	0.42	1.38	1.77	1.58	6.69	6.0	6.35	94
665	BEE	pszczoła	biene	-0.1	0.47	0.26	2.9	2.35	2.56	6.5	6.82	6.7	1825
