CONCEPTICON_ID	CONCEPTICON_GLOSS	FRENCH	FRENCH_CONCRETENESS_MEAN	FRENCH_CONTEXT_AVAILABILITY_MEAN	FRENCH_VALENCE_MEAN	FRENCH_AROUSAL_MEAN	LINE_IN_SOURCE
1219	WORM	ver	4.08	2.933333333333333	2.6333333333333333	2.757575757575758	1608
122	CART	chariot	4.6	3.066666666666667	3.1379310344827585	2.8620689655172415	247
1220	TAIL	queue	4.2	3.1333333333333333	2.875	2.4827586206896552	1223
1221	NOSE	nez	4.533333333333333	3.533333333333333	3.2758620689655173	2.689655172413793	974
1223	HEART	coeur	4.28	4.433333333333334	4.3	2.303030303030303	328
1224	LIVER	foie	4.166666666666667	3.2666666666666666	3.1724137931034484	2.9655172413793105	559
1225	DAY (NOT NIGHT)	jour	2.72	3.3333333333333335	4.033333333333333	2.2058823529411766	756
1227	BOARD	planche	4.5	3.6	2.966666666666667	2.206896551724138	1118
1228	EARTH (SOIL)	terre	4.482758620689655	3.9	4.033333333333333	2.206896551724138	1487
1229	OLD	vieux	2.64	3.7333333333333334	2.4	2.606060606060606	1622
123	FOREHEAD	front	4.066666666666666	3.2333333333333334	3.0625	2.6206896551724137	598
1230	DIRTY	sale	2.6666666666666665	3.6	1.71875	3.3448275862068964	1315
1232	WARM	chaud	2.6666666666666665	3.566666666666667	3.9655172413793105	2.5172413793103448	253
1233	NIGHT	nuit	3.1	4.233333333333333	3.25	1.9655172413793103	1002
1234	SMOOTH	lisse	2.9	2.6666666666666665	3.5	1.8620689655172413	821
1235	WHO	qui	1.9333333333333333	1.6666666666666667	2.9375	2.310344827586207	1224
1236	WHAT	quoi	1.4	1.9	2.966666666666667	2.676470588235294	1230
1237	WHERE	où	1.5666666666666667	1.7666666666666666	3.25	2.3793103448275863	1026
1238	WHEN	quand	1.68	2.2	2.9	2.606060606060606	1214
1242	FEW	peu	1.5666666666666667	1.8	2.5172413793103448	2.5172413793103448	1079
1243	WIDE	large	2.466666666666667	2.6333333333333333	3.2666666666666666	2.2758620689655173	786
1245	BUTTER	beurre	4.833333333333333	3.9	3.566666666666667	1.8275862068965518	83
1247	EAR	oreille	4.933333333333334	3.5	3.71875	2.3448275862068964	1023
1248	EYE	oeil	4.833333333333333	3.966666666666667	3.8333333333333335	2.413793103448276	1006
125	SWEAT (SUBSTANCE)	sueur	3.8	3.7666666666666666	2.2666666666666666	3.5	1448
1251	BELLY	ventre	4.233333333333333	3.566666666666667	3.0689655172413794	2.6551724137931036	1607
1252	HOUSE	maison	4.833333333333333	4.6	4.3	1.9655172413793103	863
1254	HANDLE	manche	4.32	3.566666666666667	3	2.6666666666666665	869
1256	HEAD	tête	4.5	4.133333333333334	4.033333333333333	2.4827586206896552	1490
1257	WING	aile	4.24	3.6333333333333333	3.5	2.1515151515151514	10
1258	FINGERNAIL	ongle	4.666666666666667	3.8	3.4	2.3448275862068964	1018
1262	BROTHER	frère	3.64	4.066666666666666	4.033333333333333	2.6470588235294117	593
1263	SISTER	soeur	4.066666666666666	3.433333333333333	4.103448275862069	2.1724137931034484	1389
1265	HIGH	haut	2.1666666666666665	2.8666666666666667	3.4827586206896552	2.7241379310344827	704
1268	YES	oui	2.033333333333333	3.433333333333333	4.366666666666666	2.3448275862068964	1029
1269	NO	non	2.44	3.1	2.2	3.1176470588235294	986
1272	AUNT	tante	4.4	3.3333333333333335	3.8214285714285716	2.4827586206896552	1464
1273	CANDLE	bougie	4.566666666666666	3.9	3.8620689655172415	1.6896551724137931	125
1274	SALT	sel	4.5	3.2	3.107142857142857	2.6551724137931036	1349
1277	HAND	main	4.733333333333333	3.7	3.90625	2.2413793103448274	860
1279	FAT (OBESE)	gras	2.7	2.8333333333333335	1.8275862068965518	3.4482758620689653	664
1284	BANK	banque	4.166666666666667	3.466666666666667	3.1724137931034484	3.3793103448275863	63
1287	COLD	froid	2.76	3.933333333333333	2.433333333333333	3.0294117647058822	597
1288	CAP	casquette	4.8	3.8	3.066666666666667	2.2413793103448274	211
1290	ELEPHANT	éléphant	4.96	4.066666666666666	3.5	2.323529411764706	478
1291	BACK	dos	4.4	3.3	3.1379310344827585	2.7586206896551726	448
1292	BAD	mal	1.92	3.9	1.4666666666666666	4	865
1296	WALKING STICK	canne	4.666666666666667	3.6666666666666665	2.8666666666666667	2.1379310344827585	197
1297	LEG	jambe	4.7	3.433333333333333	3.65625	2.310344827586207	734
1301	FOOT	pied	4.866666666666666	4.166666666666667	3.2666666666666666	2.4827586206896552	1090
1302	FORK	fourchette	4.733333333333333	4	3.65625	2.4827586206896552	583
1303	FINGER	doigt	4.88	3.8333333333333335	3.5	2.5294117647058822	441
1306	QUEEN	reine	3.466666666666667	4.366666666666666	3.625	2.689655172413793	1255
1308	DOUBT	doute	1.9333333333333333	2.3333333333333335	1.896551724137931	3.7586206896551726	455
131	FESTIVAL	fête	3.4	4.5	4.366666666666666	3.310344827586207	520
1312	FOX	renard	4.866666666666666	3.533333333333333	3.3793103448275863	2.6206896551724137	1256
1313	MOON	lune	4.266666666666667	3.8666666666666667	4.103448275862069	1.5862068965517242	848
1316	TENT	tente	4.433333333333334	3.6	3.689655172413793	2.103448275862069	1484
1318	CHICKEN	poulet	5	4	3.433333333333333	2.3793103448275863	1170
132	SAUCE	sauce	4.166666666666667	3.6333333333333333	3.466666666666667	2.206896551724138	1323
1320	APPLE	pomme	4.96	4.3	3.6	2.0588235294117645	1151
1321	BOTTLE	bouteille	4.88	4.1	3.433333333333333	2.6363636363636362	134
1323	CLOCK	horloge	4.733333333333333	3.7333333333333334	3.7	2.6206896551724137	716
1327	UNCLE	oncle	3.8	4.066666666666666	3.6	2.484848484848485	1016
1331	SHEEP	mouton	4.96	3.933333333333333	3.3333333333333335	2.176470588235294	950
1333	NECK	cou	4.4	3.3333333333333335	3.2	2.6363636363636362	352
1335	WHITE	blanc	3.433333333333333	3.433333333333333	3.96875	1.6896551724137931	96
1337	PIG	cochon	4.7	4.233333333333333	3.15625	2.4827586206896552	326
1338	PEACE	paix	1.8	3.2	4.9	1.6896551724137931	1038
134	FAULT	faute	2.433333333333333	3.3	2	3.7241379310344827	506
1343	SUN	soleil	4	4.266666666666667	4.724137931034483	2	1398
1346	THROAT	gorge	4.633333333333334	2.933333333333333	3.2758620689655173	2.9310344827586206	646
1347	NAPE (OF NECK)	nuque	4.866666666666666	3.2	3.3	2.413793103448276	1004
1349	CHURCH	église	4.566666666666666	3.8333333333333335	3.3448275862068964	2.4827586206896552	477
1350	MONKEY	singe	4.966666666666667	3.7666666666666666	3.3333333333333335	2.4482758620689653	1374
1351	SOW (FEMALE PIG)	truie	4.4	3.1	2.5517241379310347	3.0344827586206895	1577
1352	KNIFE	couteau	4.933333333333334	4.2	2.7666666666666666	3.4482758620689653	368
1353	HOUR	heure	2.36	3.3666666666666667	3.3	2.7941176470588234	709
1355	LAUGH	rire	3.2	4.366666666666666	4.566666666666666	2.676470588235294	1273
1356	NUMBER	chiffre	3	2.7666666666666666	3.2413793103448274	2.8275862068965516	273
1357	DAUGHTER	fille	4.466666666666667	3.3	4.275862068965517	2.3793103448275863	533
1360	DUCK	canard	4.933333333333334	4.233333333333333	3.78125	2.310344827586207	195
1362	STREET	rue	4.333333333333333	4.166666666666667	3.6	2.6551724137931036	1298
1363	VOICE	voix	3.3666666666666667	3.7	4.133333333333334	2.0344827586206895	1643
1367	CROSS	croix	4.533333333333333	3.3	2.78125	3.103448275862069	393
1368	BREAD	pain	4.866666666666666	4.3	4.266666666666667	1.9310344827586208	1035
1369	GOLD	or	4.066666666666666	3.7333333333333334	4.2	2.689655172413793	1020
1370	MONTH	mois	2.6333333333333333	2.7666666666666666	3.310344827586207	2.5172413793103448	926
1373	TEA	thé	4.04	3.933333333333333	3.9	1.7941176470588236	1492
1374	RING	bague	4.7	4.133333333333334	4.2	2.6551724137931036	48
1375	WINDOW	fenêtre	4.8	3.7666666666666666	3.6	2.323529411764706	515
1378	SPOON	cuillère	4.733333333333333	3.533333333333333	3.5172413793103448	2.310344827586207	402
1379	TELEPHONE	téléphone	4.933333333333334	4.633333333333334	3.75	2.8275862068965516	1479
1380	TOOTH	dent	4.92	4.066666666666666	2.7333333333333334	2.9411764705882355	423
1381	SHOE	chaussure	4.9	4.1	3.625	2.2413793103448274	257
1382	NEEDLE (FOR SEWING)	aiguille	4.666666666666667	3.3333333333333335	2.8620689655172415	3.1724137931034484	8
1385	PEPPER	poivre	4.333333333333333	3.7333333333333334	3.433333333333333	2.793103448275862	1148
1386	LION	lion	4.833333333333333	4	3.90625	3.206896551724138	819
1388	SHADE	ombre	2.8333333333333335	3.2	2.5625	2.1379310344827585	1014
1391	TOWN	ville	3.68	3.8333333333333335	3.3333333333333335	3.090909090909091	1625
1393	HORN (ANATOMY)	corne	4.56	3.433333333333333	2.533333333333333	2.8529411764705883	348
1394	BONE	os	4.76	3.6	3.033333333333333	2.823529411764706	1025
1395	ROUND	rond	3.32	3.466666666666667	3.2	2	1284
1398	DRY	sec	2.433333333333333	2.7666666666666666	2.90625	2.8620689655172415	1343
1400	THIN (SLIM)	mince	2.7	3.4	3.53125	2.206896551724138	913
1401	DRINK	boire	3.76	3.8333333333333335	3.6333333333333333	2.676470588235294	106
1402	BREAST	sein	4.533333333333333	3.8	3.71875	2.3448275862068964	1347
1403	BITE	mordre	3.64	3.2	1.7666666666666666	4.029411764705882	934
1404	STRAIGHT	droit	2.2666666666666666	3.3	3.78125	2.413793103448276	462
1406	FAR	loin	2	2.7666666666666666	2.625	2.7586206896551726	830
1409	SEE	voir	2.5	2.7	4.206896551724138	2.1379310344827585	1641
1413	PLAY	jouer	3.1666666666666665	4.133333333333334	4.310344827586207	2.310344827586207	752
1417	KILL	tuer	3.12	3.2333333333333334	1.2666666666666666	4.529411764705882	1582
1419	FEAR (BE AFRAID)	craindre	1.7666666666666666	3.2	1.8666666666666667	3.9310344827586206	371
1422	BE ALIVE	vivre	2.466666666666667	3.3333333333333335	4.666666666666667	2.896551724137931	1635
1424	YELLOW	jaune	3.3	3.5	3.6333333333333333	2.2413793103448274	737
1425	GREEN	vert	3.066666666666667	3.933333333333333	3.533333333333333	1.9655172413793103	1613
1426	EXPENSIVE	cher	2.1333333333333333	2.9	2.4827586206896552	3.4482758620689653	266
1427	BEAUTIFUL	beau	1.8	3.7	4.625	2.103448275862069	76
1429	FULL	plein	2.4	2.7333333333333334	3.96875	2.586206896551724	1127
1430	STAR	étoile	3.966666666666667	4.166666666666667	4.333333333333333	1.5517241379310345	488
1437	SPLIT	fendre	2.6333333333333333	2.3333333333333335	2.7586206896551726	3.1724137931034484	514
1450	ROOM	chambre	4.433333333333334	4.466666666666667	3.966666666666667	1.896551724137931	236
1457	SEW	coudre	3.3333333333333335	3.3	3.413793103448276	2.3448275862068964	355
1458	SAY	dire	2.1666666666666665	2.7666666666666666	3.586206896551724	2.413793103448276	435
1459	IF	si	1.2333333333333334	2.3	3.033333333333333	2.4827586206896552	1365
1460	IN	dans	1.8	1.3	3.0344827586206895	2.5172413793103448	416
1463	DRUNK	ivre	2.9	4.366666666666666	1.71875	3.586206896551724	733
1464	LADDER	échelle	4.32	3.7333333333333334	3.433333333333333	2.757575757575758	474
1465	BOX	boîte	4.5	3.6333333333333333	3.15625	2.3448275862068964	108
1467	CIRCLE	cercle	3.4	3.7	3.3	1.8275862068965518	226
1472	KEY	clé	4.766666666666667	4.366666666666666	3.966666666666667	2.3793103448275863	309
1473	FIST	poing	4.433333333333334	3.1666666666666665	2.3793103448275863	3.8275862068965516	1141
1474	SEA	mer	4.233333333333333	4.333333333333333	4.433333333333334	1.9655172413793103	893
1475	COMB	peigne	4.76	3.6333333333333333	3.433333333333333	2.5294117647058822	1065
1476	CHAIR	chaise	4.833333333333333	3.9	3.6	1.7586206896551724	234
1478	WITHOUT	sans	1.5666666666666667	1.4	2.413793103448276	3.1724137931034484	1321
1480	BODY	corps	4.266666666666667	3.566666666666667	3.7142857142857144	2.310344827586207	349
1481	HAMMER	marteau	4.9	3.8666666666666667	2.966666666666667	3.206896551724138	880
1483	NINE	neuf	2.52	3.2333333333333334	3.9	2.4705882352941178	972
1484	OIL (ORGANIC SUBSTANCE)	huile	4.166666666666667	3.433333333333333	3.03125	2.413793103448276	723
1489	CLOUD	nuage	3.1333333333333333	3.9	3.25	1.4827586206896552	999
1490	RAT	rat	4.733333333333333	3.3333333333333335	2.0689655172413794	3.3793103448275863	1248
1491	MOUSE	souris	4.833333333333333	3.7333333333333334	3.066666666666667	2.4827586206896552	1417
1493	ONE	un	2.4	1.9	2.966666666666667	2.272727272727273	1587
1498	TWO	deux	2.7666666666666666	3.1666666666666665	3.6333333333333333	1.9310344827586208	428
1499	JUICE	jus	4.133333333333334	3.4	3.84375	1.9310344827586208	762
1500	FOUR	quatre	3.5	2.7	3.25	2.3448275862068964	1218
1502	GOAT	chèvre	4.866666666666666	3.9655172413793105	3.1666666666666665	2.206896551724138	269
1504	FLY (INSECT)	mouche	4.833333333333333	3.566666666666667	2.3125	3.310344827586207	942
1507	FRUIT	fruit	4.7	4.033333333333333	4.28125	1.9655172413793103	600
1508	KING	roi	3.466666666666667	4.1	3.53125	2.896551724137931	1281
1511	ROOSTER	coq	4.8	3.9	3.433333333333333	3.0344827586206895	344
1514	HEN	poule	4.833333333333333	4	3.71875	2.413793103448276	1169
1515	TEN	dix	3.433333333333333	2.8666666666666667	3.625	2.2413793103448274	438
1517	WASP	guêpe	4.866666666666666	3.7	2.2666666666666666	3.793103448275862	685
1522	SOCK	chaussette	4.758620689655173	3.466666666666667	3.1724137931034484	2.310344827586207	256
1524	WINE	vin	4.566666666666666	3.566666666666667	3.5517241379310347	2.586206896551724	1626
1527	TICK	tique	4.44	2.933333333333333	1.7333333333333334	3.4411764705882355	1505
1530	BOWL	bol	4.7	3.7	3.40625	1.8620689655172413	109
1531	BRANCH	branche	4.666666666666667	3.7666666666666666	3.5	2.1379310344827585	141
1532	SHEAR	tondre	3.5	3.533333333333333	3	2.586206896551724	1518
1534	FEVER	fièvre	2.88	3.8666666666666667	1.7333333333333334	3.6176470588235294	529
1539	BASKET	panier	4.8	3.5	3.625	2.103448275862069	1043
1540	EYELASH	cil	4.5	3.066666666666667	3.375	2.103448275862069	295
1543	SNAIL	escargot	4.8	3.3333333333333335	3.413793103448276	1.9310344827586208	485
1545	HOST	hôte	3.4	3	3.78125	2.2758620689655173	718
1547	SOUP	soupe	4.32	4.033333333333333	3.4	2.2941176470588234	1413
1548	UGLY	laid	2.04	3.1666666666666665	1.8333333333333333	3.1515151515151514	773
1554	MAN	homme	4.666666666666667	3.566666666666667	3.8275862068965516	2.310344827586207	714
156	RED	rouge	2.9	3	3.3448275862068964	3.2758620689655173	1291
1567	DOOR	porte	4.92	4	3.2	2.6666666666666665	1160
157	DYE	teindre	2.72	3.1666666666666665	3	2.5294117647058822	1475
1571	SELL	vendre	2.96	3.066666666666667	3.1666666666666665	2.9705882352941178	1604
1577	AND	et	2.033333333333333	1.6666666666666667	3.25	2.206896551724138	487
1584	BLISTER	ampoule	4.56	3.8333333333333335	3.3666666666666667	2.5294117647058822	17
1587	SMELL (STINK)	puer	2.6333333333333333	3.533333333333333	1.4482758620689655	4.103448275862069	1202
1595	SOUTH	sud	2.4	3.5	4.4	2.0344827586206895	1445
1597	AIRPLANE	avion	4.866666666666666	4.333333333333333	4.125	3.0344827586206895	43
1598	NORTH	nord	2.6333333333333333	3.1333333333333333	3	2.206896551724138	987
1599	WORD	mot	2.68	3.066666666666667	3.7	2.411764705882353	938
16	SLED	luge	4.88	3.8333333333333335	3.8	2.4411764705882355	846
1600	SKIRT	jupe	4.766666666666667	3.9	3.625	2.413793103448276	761
1601	WEAK	faible	1.8	2.3666666666666667	2	2.689655172413793	496
1605	SKULL	crâne	4.633333333333334	3.7666666666666666	3.033333333333333	3.103448275862069	375
1612	LETTER	lettre	4.366666666666666	3.8333333333333335	3.8333333333333335	2.1724137931034484	798
1620	SON	fils	3.7	3.1	4.0625	2.413793103448276	535
1622	SHIRT	chemise	4.733333333333333	3.7333333333333334	3.65625	2.1379310344827585	261
1624	EMPTY	vide	2.1666666666666665	2.533333333333333	2	3.3448275862068964	1619
1627	CHAIN	chaîne	4.24	3.5172413793103448	3.1	3.1470588235294117	232
1628	SQUIRREL	écureuil	4.9	3.8	4.133333333333334	2.1379310344827585	476
1629	EVENING	soir	2.7666666666666666	3.8	3.6551724137931036	1.793103448275862	1394
163	BLACK	noir	3.2	2.8333333333333335	2.3793103448275863	2.7586206896551726	983
1631	FAST	vite	2.1	2.966666666666667	3.4	3.413793103448276	1632
1632	FLOOR	sol	4.44	2.8666666666666667	3.2333333333333334	2.2941176470588234	1396
1633	FLAT	plat	3.966666666666667	3.6666666666666665	3.466666666666667	2	1125
1634	HUNDRED	cent	2.6333333333333333	2.5172413793103448	3.4827586206896552	2.4482758620689653	223
1639	BEER	bière	4.8	4	3.466666666666667	2.4411764705882355	88
164	KANGAROO	kangourou	4.833333333333333	3.7333333333333334	3.793103448275862	2.586206896551724	765
1641	SILK	soie	4.2	3.2333333333333334	4.15625	1.5172413793103448	1391
1645	SHORT	court	2.7	2.8666666666666667	2.96875	2.5172413793103448	366
1651	TEAR (OF EYE)	larme	4.166666666666667	4.233333333333333	2.1379310344827585	3.4827586206896552	787
1654	LIGHTNING	foudre	3.44	3.8666666666666667	2.7333333333333334	3.606060606060606	574
1659	DOLL	poupée	4.72	3.8	3.6333333333333333	2.2941176470588234	1172
1660	LOSE	perdre	2.7	3	1.90625	4.0344827586206895	1074
1662	CAPE	cape	4.266666666666667	3.433333333333333	3.3125	2.413793103448276	200
1663	BED	lit	4.8	3.933333333333333	4.379310344827586	1.5517241379310345	823
1665	BEAT	battre	2.9	3.2	1.875	4.103448275862069	74
1666	MUTE	muet	3	3.2	2.433333333333333	2.5757575757575757	953
1667	HOLE	trou	3.966666666666667	3.466666666666667	2.2333333333333334	2.8275862068965516	1570
1673	ARM	bras	4.8	3.7666666666666666	3.6	2.206896551724138	142
1674	POOR	pauvre	2.08	3.6333333333333333	1.8666666666666667	3.4411764705882355	1062
1678	HUT	case	3.466666666666667	2.6333333333333333	2.78125	2.2758620689655173	207
1680	HELMET	casque	4.666666666666667	3.7333333333333334	3.8125	2.413793103448276	209
1681	WAIST	taille	2.8	2.9	3.34375	2.413793103448276	1461
1683	BUSH	brousse	3.5	2.8	3.2413793103448274	2.7241379310344827	162
1687	PRAISE	louange	1.6666666666666667	2.433333333333333	4.233333333333333	2.5172413793103448	836
1688	FATE	sort	1.896551724137931	3.1	2.896551724137931	2.896551724137931	1404
1690	FENCE	barrière	4.433333333333334	2.8333333333333335	2.3448275862068964	3	68
1703	SIX	six	2.84	3.1666666666666665	3.2666666666666666	2.5	1376
1704	SEVEN	sept	2.466666666666667	2.6	3.3333333333333335	2.3448275862068964	1353
1705	EIGHT	huit	2.6333333333333333	3.033333333333333	3.566666666666667	2.310344827586207	724
1706	ELEVEN	onze	2.8333333333333335	2.4	3.0689655172413794	2.7241379310344827	1019
1707	TWELVE	douze	3.033333333333333	2.7	3.46875	2.3448275862068964	457
1709	FIFTEEN	quinze	2.533333333333333	2.433333333333333	3.1666666666666665	2.2413793103448274	1227
1710	TWENTY	vingt	2.9	2.3	3.3448275862068964	2.5517241379310347	1627
1715	THIRTY	trente	3.1	1.6333333333333333	3.310344827586207	2.7241379310344827	1553
1720	SIGN	marque	3.1333333333333333	3.466666666666667	3.0625	2.586206896551724	878
1730	CHEEK	joue	4.28	2.966666666666667	3.9	2.4411764705882355	751
1732	SKY	ciel	3.4	4.1	4.1875	1.5862068965517242	291
174	PROUD	fier	1.9666666666666666	2.466666666666667	3.7586206896551726	2.586206896551724	528
1740	PINE	pin	4.266666666666667	3.066666666666667	3.689655172413793	1.9655172413793103	1098
1741	ABOVE	sur	2.08	2.1333333333333333	3.3666666666666667	2.4545454545454546	1452
1744	SPLEEN	rate	3.103448275862069	2.2666666666666666	2.65625	2.8620689655172415	1249
1745	HIP	hanche	4.32	3.5	3.1	2.6470588235294117	699
1749	TAKE	prendre	2.7	2.6	3.28125	2.4827586206896552	1178
1763	CLUB	club	3.2333333333333334	3.7	3.53125	2.6551724137931036	324
1773	GRAVE	tombe	3.933333333333333	3.5	1.5517241379310345	4.0344827586206895	1515
1775	TABLE	table	4.733333333333333	4.1	3.433333333333333	1.8275862068965518	1454
1776	SHAME	honte	2	2.9	1.7	3.696969696969697	715
178	RIPE	mûr	3.9	3.2333333333333334	3.7	1.8275862068965518	956
1780	BILE	bile	3.56	2.7	1.9666666666666666	3.176470588235294	89
1781	THUMB	pouce	4.766666666666667	3.9	3.566666666666667	2.2413793103448274	1166
1788	TELEVISION	télévision	4.8	4.5	3.433333333333333	2.676470588235294	1480
1789	AGE	âge	2.48	3.1333333333333333	3.1666666666666665	2.606060606060606	4
1791	BUTTERFLY	papillon	4.866666666666666	3.8333333333333335	4.066666666666666	1.6206896551724137	1048
1799	HYENA	hyène	4.6	3.3666666666666667	2	3.689655172413793	728
1802	SCREW	vis	4.233333333333333	2.933333333333333	2.896551724137931	2.7241379310344827	1631
1803	WOOD	bois	4.5	3.8333333333333335	3.6666666666666665	2.0689655172413794	107
1804	BOMB	bombe	4.366666666666666	3.7666666666666666	1.75	4.379310344827586	110
1817	WEST	ouest	2.4	3.2333333333333334	3.433333333333333	1.9310344827586208	1028
1820	BEAR	ours	4.866666666666666	3.9	3.65625	2.8275862068965516	1031
1821	BRUSH	brosse	4.52	3.9	3.2333333333333334	2.4705882352941178	159
1825	COPPER	cuivre	4.066666666666666	2.933333333333333	3.033333333333333	2.1724137931034484	407
1835	MARROW	moelle	3.6	2.7333333333333334	3.033333333333333	2.4827586206896552	920
184	MAST	mât	4.08	3.4	3.3333333333333335	2.323529411764706	883
1843	THOUSAND	mille	2.92	2.6666666666666665	3.4	2.787878787878788	911
1844	BOAT	barque	4.72	3.6666666666666665	3.6666666666666665	2	66
1845	BALL	sphère	3.24	2.3	3.2666666666666666	2.323529411764706	1421
1851	POCKET	poche	4.36	3.533333333333333	3.3	2.5588235294117645	1136
1856	SOFT	doux	2.7333333333333334	3.6333333333333333	4.266666666666667	1.3793103448275863	456
1857	CROCODILE	crocodile	4.933333333333334	3.433333333333333	2.433333333333333	3.8620689655172415	390
1860	BEAD	perle	4.766666666666667	3.533333333333333	4.066666666666666	2.103448275862069	1076
1862	DONKEY	âne	4.96	3.7666666666666666	2.966666666666667	2.3823529411764706	21
1864	HUNGER	faim	2.6333333333333333	4.2	2.375	3.1724137931034484	498
1870	ANCHOR	ancre	4.2	3.5	3.75	2.310344827586207	20
