CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_AOA_MEAN	CHINESE_FAMILIARITY_MEAN	CHINESE_IMAGEABILITY_MEAN	CHINESE_CONCRETENESS_MEAN	CHINESE_FREQUENCY_LOG	CHINESE_STROKE	LINE_IN_SOURCE
2067	STEAM (VERB)	蒸	4.1		5.272727273	5.3	1.456465753	14	300
207	SPARSE	稀	4.80952381		3.318181818	3.3	1.22739336	12	649
2070	COMB (VERB)	梳	3.047619048		6.090909091	5.85	1.223250615	11	2296
2072	USE (VERB)	用	2.523809524		3.045454545	3.35	3.296980674	5	4018
2074	CROW (VERB)	啼	4.523809524		3.727272727	3.95	0.64152013	12	2627
2075	BROOD (VERB)	孵	4.85		4.909090909	4.8	0.443709621	14	2818
2077	DILIGENT	勤	3.85		3.409090909	3.4	1.814955145	13	3222
2082	KNIFE (CLASSIFIER)	把	2.571428571		2.363636364	2.6	2.700926524	7	1594
2093	AFTERWARDS	后	2.857142857		4.772727273	3.8	1.971240379	6	3548
21	TASTE (SOMETHING)	嚐	4.6		4.227272727	4.9	0.967005757	17	2325
2102	BURN	燃	4.523809524		5.045454545	4.05	1.701987636	16	121
2104	HOLD OR TAKE	拿	2.857142857		4.5	4.05	2.596115581	10	3824
2106	MALE PERSON	丁	3.047619048		2.5	2.2632	1.925675645	2	3329
2109	FEAR OR FRIGHTEN	吓	4.428571429		2.590909091	3	1.858682969	6	2222
2112	OLD (AGED)	老	2.095238095		5.318181818	5.15	2.942695749	6	4127
212	FIELD	田	2.285714286		6.6	6.2632	2.491471093	5	4021
2133	STRIKE OR BEAT	拍	2.80952381		5.136363636	5	2.948898747	8	1638
214	STRETCH	伸	3.476190476		5.19047619	4.25	1.715149082	7	357
2148	PICK	摘	3.857142857		4.590909091	4.75	1.601317474	14	2364
2151	COARSE	粗	3.7		5.227272727	4.95	1.864743732	11	477
2154	PLOUGH (INSTRUMENT)	犁	5.80952381		3.090909091	3.3	-0.230901037	11	1118
2155	CUT (WITH SCISSORS)	剪	2.904761905		5.272727273	5.5	1.770871998	11	125
2156	CUT (WITH KNIFE)	切	3.428571429		4.272727273	5.2	2.449887574	4	3196
2157	FINE OR THIN	細	2.666666667		3.772727273	4.65	2.524662012	11	2018
2162	STIR FRY	炒	3.7		5.545454545	4.9	2.046708177	8	619
2163	MARRY (AS WOMAN)	嫁	4.380952381		4.727272727	5.2105	1.567184325	13	50
2164	MARRY (AS MAN)	娶	4.5		5.428571429	4.75	1.191599266	11	75
2165	SLOWLY	冉	6.4		1.761904762	1.5	0.028736273	5	3452
2190	TASTE	含	3.952380952		4.454545455	4.2	1.965501271	7	495
221	FIRE	火	1.476190476		6.952380952	6.4	2.741680455	4	3962
2239	DENSE	稠	5.142857143		3.772727273	3.85	0.439513507	13	2624
224	MORTAR	臼	5.238095238		3.681818182	3.05	-0.054809778	6	4163
225	PESTLE	舂	6		2.727272727	2.85	-0.054809778	11	4166
2253	DRIP (EMIT LIQUID)	漏	4.5		4	4	1.815487695	14	3959
227	FISH	魚	2.19047619		6.666666667	6.5789	2.361830729	11	4358
2271	THINK	想	2.952380952		4.045454545	3.25	2.995897986	13	819
2295	SUNSET	夕	3.857142857		4.909090909	4.2	1.660940406	3	3614
230	SWEEP	掃	3.6		5.318181818	4.95	1.930466965	11	3827
2306	THIN (OF LEAF AND CLOTH)	薄	3.714285714		4.454545455	5.05	1.861564403	17	289
231	SHAVE	剃	4.619047619		5.090909091	5.35	0.988969146	9	3262
2329	LACK (NOT HAVE)	缺	3.857142857		3.181818182	3.95	2.319549689	10	1908
2340	SUNNY	晴	2.619047619		5.590909091	5.25	1.678800834	12	292
2343	STEEL	鋼	4.523809524		5.80952381	5.45	1.670705871	16	389
2345	LEPORID (RABBIT OR HARE)	兔	2.619047619		6.142857143	6.7368	1.357115877	9	3435
2349	SHRIMP	蝦	2.952380952		6.318181818	6.4737	1.607088915	15	2347
2351	SILKWORM	蠶	4.619047619		5.363636364	5.8947	0.700834131	24	1054
2353	CICADA	蟬	4.523809524		5.590909091	6.2632	0.941224035	18	2027
2361	MUGWORT	艾	4.19047619		2.227272727	1.3684	2.07022765	6	1256
2366	ONION	葱	3.904761905		6.285714286	6.3158	1.177955386	13	1369
2368	GARLIC	蒜	4.047619048		5.863636364	5.9	1.036270691	14	1372
2375	VERTICAL	縱	4.761904762		3.409090909	2.9	1.850249802	17	211
2376	HORIZONTAL	橫	3.238095238		4.545454545	4.6	2.017740889	16	3919
239	FLOWER	花	1.904761905		6.571428571	6.5789	2.791621059	8	1179
2396	KNOCK	敲	3.857142857		5.428571429	5	1.530821832	14	58
2406	HOME	家	1.952380952		5.863636364	5.55	3.469350218	10	3676
2408	CAKE	糕	3.19047619		5.545454545	5.9	1.802705464	16	629
2427	FUTURE	未	2.666666667		2.045454545	2.6	3.195743287	5	3890
244	LEFT	左	1.714285714		3.681818182	4.9	2.414521232	5	3725
2452	PURPLE	紫	3.095238095		5.454545455	5.4	1.763136016	12	684
2468	BAG	袋	3.142857143		6.090909091	6.0526	2.207137615	11	896
2483	COLD (OF WEATHER)	涼	2.523809524		4.409090909	4.45	1.634041319	11	5
2486	HIDE	躲	3.904761905		4.772727273	4.75	1.29532072	13	131
249	FOG	霧	4.25		6.047619048	6.2105	1.679529313	19	99
2500	GINGER	姜	4.85		2.590909091	3.45	1.480138887	9	667
2506	LOOSE	松	3.75		4.772727273	4.35	1.884860717	8	640
2526	POWER	力	2.380952381		4.090909091	3.9	3.313116242	2	3480
2527	ABILITY	才	3.095238095		2.863636364	2.3	2.868230033	3	3816
2531	BROAD	廣	3.619047619		3.681818182	3.25	2.757698453	15	855
2539	PIT (POTHOLE)	坑	4.15		5.5	5.25	1.429705752	7	525
2576	ALREADY	已	3.3		1.571428571	1.8421	3.287158031	3	3730
2619	CARD	牌	3.380952381		5.761904762	5	2.751082216	12	1692
262	HE OR SHE OR IT	之	3.3		1.3	1.2	3.329348059	4	3354
2623	FLAG	旗	3.428571429		5.681818182	5.95	2.169165746	14	1212
2643	INK	墨	4.380952381		5.857142857	5.4	1.834576822	16	3607
2647	CATTY (MASS UNIT)	斤	3.19047619		3.409090909	4.15	1.722463222	4	3842
2648	HAIR (HEAD)	髮	2.857142857		6.476190476	6.1	2.064466111	15	1217
2658	COAL	煤	4.25		5.727272727	5.65	1.408947515	13	186
266	SCALE	鱗	4.761904762		5	5.7368	0.64678437	23	2991
2669	POINT (WITH FINGER)	指	2.761904762		4.681818182	4.9	3.314777112	9	1551
2684	CAPRINE (GOAT OR SHEEP)	羊	2.380952381		6.80952381	6.6316	1.777892627	6	4121
2688	FOOT (UNIT)	尺	2.904761905		5.090909091	5.45	1.389518963	4	3703
269	COOKED	熟	3.75		4.181818182	4.45	2.254562265	15	966
270	JUG	缸	3.80952381		5.590909091	5.65	1.083732135	9	492
2706	GNAW	啃	5.25		4.454545455	4.25	0.572804317	11	2442
2711	TRANSPORT	輸	3.428571429		3.818181818	4.15	2.372784512	16	1961
2716	BLAME (SOMEBODY)	怪	3.75		4.272727273	3.5	2.144928782	8	1570
2717	STEEP	陡	5.333333333		4.363636364	2.85	0.301737545	10	2952
2721	TREE (CLASSIFIER)	棵	3.789473684		4.545454545	4.3	1.246877741	12	2469
274	KNEAD	揉	5		5.090909091	5.15	0.335161301	12	3060
275	PEEL	削	4.666666667		4.5	4.9474	1.651209344	9	563
2754	TOWARDS	向	3.095238095		3.772727273	2.4737	3.113616272	6	3549
2755	BUSY	忙	3.4		4.272727273	4.55	2.126253873	6	1981
2756	IDLE	閑	4.476190476		3.272727273	2.7	0.134246458	12	4307
2757	ANGULAR (SQUAREFORMED)	方	2.571428571		4.636363636	4.05	3.443392136	4	3846
2759	RECOMMEND	勸	4.761904762		3.136363636	3.95	1.706571262	20	3221
2762	BLOCK (THE WAY)	擋	4.095238095		4.761904762	5.05	1.733744232	16	1648
2763	CARRY HORIZONTALLY	端	3.857142857		2.523809524	2.75	1.960321261	14	1879
2776	WILD GOOSE	雁	4.380952381		4.5	5.35	0.727706278	12	4318
2783	SCALES (MEASURE INSTRUMENT)	秤	4.095238095		5	5.3	1.164663608	10	611
2785	BIVALVIA (MUSSELS OR OYSTERS)	蚌	5.1		5.181818182	5.8	0.329766269	10	2683
2788	LADLE (WATER)	舀	4.857142857		3.772727273	3.1	-0.670233731	10	4164
2856	CHANGE (SOMETHING)	改	3.285714286		3.363636364	4.15	2.889418584	7	3203
2857	CHANGE (BECOME DIFFERENT)	化	3.380952381		3.136363636	2.8	2.905862755	4	1723
2867	CALCULATE	算	3.285714286		3.5	2.4211	2.679699115	14	4100
2880	HALT (STOP)	停	3.095238095		3.818181818	4.15	2.64829914	11	1761
2881	URGE (SOMEONE)	催	4		3.909090909	3.85	1.890718487	13	189
2882	ADD	加	2.476190476		3.318181818	3.6	3.280483966	5	3481
2884	HANG	吊	3.35		5.5	5	1.709977511	6	3545
2894	TUMBLE (FALL DOWN)	摔	4.428571429		4.681818182	5.05	1.030902335	14	1676
2915	AT FIRST	先	2.714285714		2.772727273	2	2.949993443	6	3430
2955	STATE (POLITICS)	州	3.65		4.272727273	4.05	2.415146052	6	3721
296	CROUCH	蹲	3.666666667		5	5.5	0.703138086	19	1950
2963	NET	網	4		5.363636364	5.3	3.069773481	14	1581
297	CROOKED	彎	3.380952381		5.636363636	5.1	1.642842184	22	976
299	SCOLD	駡	3.736842105		4.772727273	4.95	0.277934631	22	1363
2998	DAMP	潮	4.15		4.5	4.2	2.234008321	15	1783
3020	BREAK (BREAKING)	斷	3.857142857		5	4.8	2.526908934	18	3845
3044	BOVINE	牛	1.619047619		6.523809524	6.8421	2.324523213	4	3993
3050	SEEDLING	秧	5.142857143		4.590909091	4.05	-0.096202463	10	3003
3053	TIGHT	緊	3.95		4.318181818	4.35	2.519992883	14	4111
3061	PHLEGM	痰	3.80952381		5.545454545	5.35	0.750958737	13	1353
3071	INSERT	插	4.25		4.636363636	5.0526	1.881063749	12	1621
3072	MISPLACE	失	3.45		3.5	3.3	2.90580512	5	3623
3073	MANAGE	理	3.333333333		2.318181818	2.75	3.200316475	11	1540
3075	SLANTED	歪	4.142857143		5.571428571	4.65	1.152587914	9	3928
3076	SLOPE	坡	3.857142857		4.454545455	4.5	2.014611631	8	33
3105	UMBRELLA	傘	3		6.761904762	6.3	1.828937664	12	3422
3118	IRON (CLOTHES)	熨	4.952380952		5.181818182	4.9	0.204827532	15	3981
3130	SPILL (SOMETHING)	溢	5.238095238		3.818181818	3.65	1.322651014	13	651
3131	SUNBATHE	曬	4.285714286		5.227272727	4.65	1.550854337	23	126
319	LICK	舔	4.894736842		5.590909091	5.25	0.451982147	14	2669
3191	BROKEN (SHATTERED)	破	3.75		4.681818182	4.5	2.548662661	10	1687
3193	CROSSBOW	弩	5.714285714		4.545454545	5.15	0.516581393	8	1092
3202	CANNON	炮	4		5.727272727	5.6	1.90350791	9	745
321	CHEW	嚼	4.952380952		4.909090909	4.9	0.664722385	20	2594
3231	DEITY	神	3.380952381		5.545454545	5.3	2.798132064	10	1792
3244	EAR (OF GRAIN)	穗	5.9		2.818181818	3.45	1.062160029	17	2747
3251	MOLD (GET ROTTEN)	霉	5.15		5.636363636	4.5	0.797744144	15	312
3311	FLOWING BODY OF WATER	河	2.523809524		6	6.3	2.213285754	8	1728
3313	JACKAL	豺	5.238095238		3.681818182	4.5	-0.193112477	10	2776
3351	STOP DOING	止	3		3.363636364	3.05	2.520027914	4	3923
3358	SPROUT (SHOOT)	芽	3.428571429		5.136363636	5.8421	1.117757774	8	1384
3361	OFFICIAL	官	3.85		4.909090909	5	2.789912086	8	3672
3364	DRY IN SUN	晒	4.095238095		3.909090909	3.45	2.142178227	10	60
3368	POWDER	粉	3		5.318181818	4.85	2.46210602	10	1672
3370	RELY ON	靠	3.857142857		4.090909091	3.15	2.221303726	15	880
3373	HAN CHINESE	漢	4.05		3.727272727	3.35	2.250346095	14	1742
3404	TILE	瓦	4.952380952		4.636363636	4.35	1.697587921	5	4013
3421	SENTENCE (CLASSIFIER)	句	2.666666667		3.272727273	3.7	2.195684153	5	933
3422	SONG (CLASSIFIER)	首	3.476190476		3.454545455	3.45	3.073628657	9	4347
3426	SURNAME	姓	2		2.047619048	3.7	2.372833677	8	1777
3428	WEAR (ON HEAD)	戴	3.619047619		4.136363636	4.45	2.30771839	17	961
3429	COMPARE	比	2.761904762		3.181818182	2.55	3.028127835	4	3939
352	UNTIE	解	4.105263158		2.954545455	3.55	2.90389886	13	4224
3534	BEG	求	3.047619048		3.818181818	3.95	2.961083181	7	3946
3537	TURN OVER	翻	3.714285714		4.136363636	4	2.222556299	18	3237
363	DWELL (LIVE, RESIDE)	住	2.952380952		3.636363636	3.75	2.820356756	7	1784
365	SPLASH	噴	3.952380952		4.818181818	4.75	1.764734157	15	2069
3650	APPLY (OINTMENT)	敷	4.952380952		4.545454545	4.7	1.287014288	15	3242
3664	INHERIT	承	4.35		3.5	3.15	2.554428798	8	3820
369	OWE	欠	3.619047619		2.772727273	3.25	2.165615313	4	3920
3701	HOLLOW	窪	5.9		4.545454545	4.7	0.070128958	14	1248
3703	STICKY	黏	4.333333333		5.363636364	4.95	1.082774484	17	1954
371	PICK UP	撿	3.619047619		5	4.7	1.268035752	16	315
374	ONE TIME	下	1.3		4.772727273	4.55	3.387850494	3	3334
376	FRAGRANT	香	2.380952381		4.636363636	4.45	3.258629197	9	4349
377	LOUD	响	4.714285714		3.045454545	3.2	-0.251104423	9	2937
378	PINCH	捏	4.19047619		4.818181818	4.65	0.520097967	10	3063
379	BLUNT	鈍	4.619047619		4.5	3.85	0.39515923	12	2308
38	SPREAD OUT	鋪	4		4.636363636	4.55	1.758508326	15	301
3837	ASTRINGENT	澀	5.619047619		3.590909091	3.7	0.790288262	17	3960
395	PILL	丹	3.7		4.136363636	3.7	2.073080008	4	3350
3986	COLLAPSE	塌	5.19047619		4.5	4.45	1.449516893	13	2101
404	ALCOHOL (FERMENTED DRINK)	酒	3.857142857		6.333333333	6.4	2.689412062	10	1898
411	GOURD	瓜	2.3		5.590909091	5.95	1.756480804	5	4012
412	CARRY IN HAND	捧	3.80952381		4.318181818	4.8	2.15494888	11	2117
413	CARRY ON SHOULDER	扛	5.142857143		4.409090909	4.4	0.174864309	6	2741
42	STINKING	臭	2.523809524		4.772727273	4.75	1.45606006	10	4160
421	RETREAT	退	3.523809524		4	3.8	2.536726998	10	4275
430	TWIST	搓	4.6		4.318181818	4.75	0.700834131	13	2625
465	CARRY ON BACK	揹	4.380952381		4.454545455	4.4	0.736306449	12	2287
476	CUP	杯	2.476190476		5.909090909	6.6316	1.850904353	8	220
477	LATE	晚	2.428571429		4.954545455	5.1	2.861819607	12	1670
478	LIP	唇	3		6.136363636	6.65	1.359150046	10	790
480	PLATE	碟	3.25		5.909090909	6	1.858843551	14	2212
486	MINISTER	臣	4.238095238		4.227272727	4.35	1.938559643	6	4157
491	CENTER	央	3.9		2.954545455	2.75	2.562095187	5	3622
492	THREE	三	1		4.636363636	4.95	3.384101577	3	3332
493	FIVE	五	1		4.363636364	4.25	3.146728032	4	3375
497	SCAR	疤	4.095238095		6.142857143	6.0526	0.964495377	9	1295
501	LIFT	提	3.333333333		4.272727273	4	3.133564677	12	1572
504	LEARN	學	2.857142857		4.318181818	4.7	3.469810545	16	3665
516	PERSON (CLASSIFIER)	位	3.333333333		3.954545455	3.2	3.179147288	7	3404
522	WOLF	狼	3.761904762		6.523809524	6.5263	1.703826896	10	303
537	TURBID	渾	5.285714286		3	2	1.195314383	12	2263
539	NEST	窩	4.476190476		4	4.65	1.535241306	14	1239
544	SPICY	辣	3.380952381		5.454545455	5.2	1.907401661	14	4269
575	TREAD	踩	3.380952381		5.272727273	4.8	1.653791364	15	460
578	KISS	吻	4.19047619		6.238095238	5.65	1.584435168	7	654
580	FUR	毛	2.285714286		5.818181818	6.15	2.237311982	4	3940
581	COME BACK	回	2.80952381		2.909090909	3.2	3.11789043	6	3587
594	PIECE	片	2.857142857		4.727272727	4.75	2.941396655	4	3991
606	GRASS	草	2.380952381		6.380952381	6.5789	2.405450066	10	1173
617	ICE	冰	2.619047619		6.761904762	6.8333	2.224151569	6	3459
621	IRON	鐵	4.15		5.5	6.0526	2.674845795	21	1827
624	LAKE	湖	3.15		6.181818182	6.25	2.070128958	12	1764
627	LEAD (CHEMICAL ELEMENT)	鉛	3.619047619		4.636363636	4.75	0.869156051	13	2796
628	LEAF	葉	2.904761905		6.045454545	6.3158	2.240857263	13	1208
629	LEATHER	革	4.571428571		3.590909091	2.85	2.204030595	9	4333
630	LIGHT (RADIATION)	光	2.238095238		6.285714286	5.6316	2.743610655	6	3431
634	MEAT	肉	2.285714286		6.523809524	6.25	2.383516772	6	4142
635	MILK	奶	2.19047619		6.045454545	6	2.07022765	5	380
639	MOUNTAIN	山	1.666666667		6.428571429	6.3684	2.762675459	3	3715
640	MUD	泥	2.904761905		6.238095238	5.95	2.193312168	8	1813
646	ASH	灰	2.714285714		5.952380952	5	1.783466742	6	3963
647	PAINT (PIGMENTS)	漆	4.285714286		4.772727273	4.3	1.308631253	14	2389
648	PAPER	紙	2.619047619		6.227272727	6.0526	2.226085762	10	1755
652	PLAIN	素	3.95		2.727272727	3.2	2.509246246	10	4107
655	POISON	毒	3.80952381		5.318181818	4.8	2.488806816	8	3938
658	RAIN (PRECIPITATION)	雨	1.666666667		6.619047619	6.6842	2.353584384	8	4325
66	KNEEL	跪	3.904761905		5.409090909	5.75	1.330308798	13	718
666	RIVER	江	3.523809524		5.409090909	5.75	2.423756717	6	1733
667	ROAD	路	3		5.454545455	5.05	3.047249535	13	1604
670	ROOT	根	3.19047619		5.636363636	5.2	2.570752088	10	1849
671	SAND	沙	2.714285714		5.136363636	6.3684	2.640353384	7	3947
672	EARLY	早	1.571428571		4.590909091	4.1	2.970123462	6	3855
674	MOUTH	嘴	2.142857143		6.090909091	6.4211	2.038505761	16	42
675	FAECES (EXCREMENT)	屎	2.666666667		6.9	6.4211	1.406224656	9	3711
679	BRIGHT	亮	2.666666667		4.636363636	4.05	2.179799527	9	3389
683	PERSON	人	1.4		6.65	6.2	3.950041599	2	3390
688	LUNG	肺	4.19047619		6.476190476	6.3158	1.589240688	8	2328
693	FROM	從	3.55		1.590909091	1.8421	2.895732086	11	3777
694	GET	得	2.761904762		2	2.85	3.38613268	11	1567
695	GO	去	1.714285714		3.727272727	3.4	3.214221765	5	3524
697	CONTAIN	裝	3.476190476		4	3.65	2.701526602	13	913
7	GATHER	措	4.666666667		2.047619048	1.8947	2.036910457	11	1899
700	CARRY	抬	3.619047619		4.818181818	5.3158	1.571250489	8	532
701	SLOW	慢	2.714285714		4.454545455	4.25	2.325072328	14	1891
702	CATCH	捉	3.3		4.545454545	4.6	1.691258011	10	701
704	CLEAN	淨	3.857142857		4.318181818	3.3	1.84481178	11	20
705	GO UP (ASCEND)	升	3.142857143		4.136363636	4.65	2.839858653	4	3500
706	DARK	暗	3.142857143		5.090909091	4.7	2.09113021	13	163
709	TEACH	教	3.142857143		4.181818182	4.4	3.034163474	11	3835
712	RICH	富	3.952380952		4.636363636	3.55	2.473132424	12	1167
713	STEAL	偷	3.476190476		4.681818182	5	2.168457978	11	1924
715	SHOUT	喊	3.047619048		4.818181818	5.1	1.755463482	13	118
717	SWEET	甜	2.80952381		4.727272727	5.25	2.038718027	11	4016
72	CLAW	爪	2.761904762		6.318181818	6.15	1.253398802	4	3985
721	LOW	低	3.095238095		4.090909091	4.4	2.71786747	7	1820
727	WHICH	哪	3.142857143		1.454545455	1.5789	1.922498035	10	734
730	SNAKE	蛇	2.904761905		6.761904762	6.7368	1.730520057	11	4198
734	MAKE	造	4.095238095		3.5	3.4	2.727901666	11	909
739	FEED	餵	3.380952381		4.954545455	5.2632	1.401648276	17	143
744	EGG	蛋	2.619047619		6.619047619	6.7895	2.120139409	11	4199
749	ENTER	入	1.904761905		4.5	3.95	3.328336174	2	3437
761	COVER	蓋	3.80952381		5.090909091	5	1.974450987	14	1218
763	SKIN	皮	2.619047619		5.181818182	4.65	2.410888449	5	4042
765	MOVE	搬	3.80952381		4.818181818	5	1.892505097	13	509
773	HAVE	有	1.571428571		2.095238095	3.15	3.979230131	6	3885
778	SMOKE (EXHAUST)	煙	3.380952381		5.863636364	5.85	2.231837183	13	1631
78	THAT	那	2.619047619		1.285714286	1.5789	2.734984525	7	4283
784	SNOW	雪	2.952380952		6.136363636	6.4211	2.20771322	11	1233
785	STRONG	壯	4.142857143		4.818181818	4.35	1.797189371	7	3265
792	BOIL (OF LIQUID)	沸	4.421052632		4.545454545	4.5	0.893543902	8	2763
803	ANKLE	踝	4.80952381		5.454545455	4.6	0.794032203	15	2674
808	DRIP (FALL IN GLOBULES)	滴	3.571428571		4.5	4.3	1.537602524	14	2458
811	SOUL	魂	4.666666667		4.545454545	3.9	1.552157548	14	564
813	DO	做	2.238095238		3.681818182	3.35	3.017774295	11	3421
816	HALF	半	2.619047619		4.454545455	4.1	2.791546081	5	3503
819	STOMACH	胃	3.761904762		6.363636364	6.4211	1.630796264	9	4149
827	ROLL	滾	4.095238095		5.090909091	5.2	1.691494105	14	706
834	BUTTOCKS	臀	4.65		5.904761905	5.6	1.003017632	17	4156
837	BLUE	藍	2.476190476		5.363636364	5.4	2.281953086	18	1189
846	TIGER	虎	2.428571429		6	6.6842	2.0137134	8	4193
847	THIRSTY	渴	3.19047619		4.409090909	4.65	1.335161301	12	428
849	SPRING (OF WATER)	泉	3.75		5.681818182	5.45	1.530821832	9	3948
857	STONE	石	1.952380952		6.571428571	6.3684	2.496048336	5	4064
859	STOVE	灶	4.571428571		4.863636364	4.9	0.979344498	7	2255
866	WIN	贏	4.142857143		4.045454545	4.5	2.578107426	20	4255
885	OPPOSITE	反	2.857142857		3.909090909	3.65	3.060901568	4	3529
887	BITTER	苦	3.19047619		4.045454545	4.6	2.244505982	9	834
893	TIN (METAL)	錫	3.952380952		5	4.05	1.733530031	16	1790
897	SWALLOW	吞	2.904761905		4.863636364	5.1	1.55410506	7	648
906	TREE	樹	2.15		6.619047619	6.5	2.234346583	16	1959
908	DRUM	鼓	3.761904762		5.681818182	5.75	2.1101736	13	4372
915	SINK (BASIN)	盆	3.666666667		5.904761905	5.5263	1.401187975	9	963
921	VALLEY	谷	4.15		4.772727273	4.85	2.225534014	7	4232
922	PEAR	梨	2.857142857		6.333333333	6.4737	1.29649449	11	349
923	LOVE	愛	2.857142857		5.090909091	4.2	2.923522936	13	3796
924	VEGETABLES	菜	2.333333333		6.55	6.3158	2.311358386	12	1227
926	RICE	米	2.285714286		6.666666667	6.4	2.855216012	6	4102
928	EMBRACE	抱	2.619047619		5.545454545	5.05	2.056085881	8	1605
937	BIRD	鳥	2.380952381		6.666666667	6.5789	1.674894843	11	4361
945	SPEAR	矛	4.05		5.454545455	5	1.712233591	5	4062
946	BLOOD	血	2.952380952		6.619047619	6.3158	2.519291673	6	4204
947	STREAM	溪	4.45		5.772727273	5.85	1.124776828	13	2098
948	WATER	水	1.4		6.523809524	6.7368	3.062913358	4	3943
954	WELL	井	3.428571429		6.333333333	6.15	1.750134649	4	3376
955	GREASY	膩	5.523809524		3.045454545	3.65	1.138483511	16	2019
956	FLEE	逃	3.6		5.090909091	4.85	2.232652633	10	907
958	WILD ANIMAL	獸	4.142857143		5.181818182	4.85	1.653533852	19	4000
960	WIND	風	2.333333333		5.636363636	6.05	2.849134796	9	841
962	WOMAN	女	1.2		6.333333333	6.2105	3.297968937	3	3639
963	BOOK	書	2.380952381		6.095238095	6.4211	2.825067722	10	3878
965	WORLD	世	2.857142857		3.227272727	2.45	2.958282914	5	3339
976	WEAR	穿	2.857142857		4.227272727	4.75	2.466922497	9	4085
977	ARROW	箭	3.571428571		6.090909091	6.2632	1.760928924	15	316
98	ALL	都	2.666666667		1.80952381	2.1	3.35041236	11	3174
981	ELBOW	肘	4.761904762		4.5	5.25	0.90234747	7	4144
984	WORK (LABOUR)	工	2.333333333		3.318181818	3.8	3.268317264	3	3724
985	VINEGAR	醋	4.380952381		5.227272727	6.1579	1.223250615	15	2488
987	REMAIN	留	2.904761905		2.818181818	3.4	2.811531274	10	862
991	FRY	煎	3.85		5.409090909	5.75	1.257905976	13	1034
992	CLIFF	崖	4.666666667		6.136363636	5.95	0.969501709	11	1224
994	BOW	弓	3.75		6.619047619	6.2	1.001864127	3	3762
996	DEAF	聾	4.285714286		4.818181818	5.4	0.976904635	23	1075
998	PUT	放	2.666666667		4.5	4.45	2.957886875	8	3202
