CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	NODE	DEGREE	WEIGHTED_DEGREE	EDGES	LINE_IN_SOURCE
1981	WIDOWER	WIDOWER	22760	0	0		14181
1986	DISEASE	DISEASE	5878	51	94	A;F;R;I;C;A;:;1;;;A;I;L;M;E;N;T;:;2;;;A;V;O;I;D;:;1;;;B;E;D;:;3;;;C;A;N;C;E;R;:;1;;;C;O;N;T;A;G;I;O;U;S;:;1;;;C;R;Y;:;1;;;C;U;R;E;:;3;;;C;U;T;S;:;1;;;D;E;A;D;:;2;;;D;E;A;T;H;:;1;;;D;I;E;:;1;;;D;O;C;T;O;R;:;2;;;E;N;T;I;T;Y;:;1;;;E;P;I;D;E;M;I;C;:;1;;;F;A;M;I;N;E;:;1;;;G;O;U;T;:;1;;;H;E;A;L;T;H;:;2;;;H;E;A;R;T;:;3;;;H;O;S;P;I;T;A;L;:;3;;;H;U;N;G;E;R;:;1;;;I;L;L;:;7;;;I;L;L;N;E;S;S;:;1;7;;;I;N;F;I;R;M;A;R;Y;:;1;;;K;I;L;L;:;1;;;L;E;P;R;O;S;Y;:;2;;;L;U;N;G;:;1;;;M;A;L;A;D;Y;:;1;;;M;A;L;A;R;I;A;:;2;;;M;E;A;S;L;E;S;:;1;;;M;E;D;I;C;I;N;E;:;1;;;M;O;S;Q;U;I;T;O;:;1;;;P;A;I;N;:;3;;;P;E;S;T;E;R;:;1;;;P;L;A;G;U;E;:;1;;;P;O;O;R;:;1;;;P;O;O;R;L;Y;:;1;;;P;U;S;S;:;1;;;R;E;D;:;1;;;R;I;F;E;:;1;;;R;O;T;:;1;;;S;I;C;K;:;1;;;S;I;C;K;N;E;S;S;:;5;;;S;M;A;L;L;P;O;X;:;1;;;S;P;O;T;S;:;1;;;S;P;O;T;T;Y;:;1;;;S;P;R;E;A;D;:;1;;;S;U;F;F;E;R;:;1;;;U;G;L;Y;:;1;;;V;.;D;.;:;1;;;V;E;N;E;R;E;A;L;:;2	18641
1989	CALF	CALF	3093	33	99	A;N;K;L;E;:;3;;;B;A;B;Y;:;1;;;B;O;R;N;:;1;;;B;U;L;L;:;2;;;C;A;L;V;E;S;:;1;;;C;A;T;T;L;E;:;2;;;C;O;W;:;3;8;;;F;A;R;M;:;2;;;F;O;A;L;:;1;;;G;O;A;T;:;1;;;G;O;L;D;E;N;:;1;;;G;R;A;S;S;:;1;;;H;A;L;F;:;1;;;H;E;A;R;T;:;1;;;H;E;E;L;:;1;;;H;O;R;S;E;:;1;;;I;N;N;O;C;E;N;C;E;:;1;;;K;N;E;E;:;2;;;L;A;M;B;:;2;;;L;E;A;T;H;E;R;:;1;;;L;E;G;:;1;1;;;L;E;G;S;:;1;;;L;E;N;G;T;H;:;1;;;M;I;L;K;:;1;;;M;U;S;C;L;E;:;4;;;M;U;S;C;L;E;S;:;1;;;R;O;C;K;S;:;1;;;S;P;R;I;N;G;:;1;;;S;W;E;E;T;:;1;;;T;H;I;G;H;:;3;;;V;E;A;L;:;5;;;W;H;I;T;E;:;1;;;Y;O;U;N;G;:;4	15548
199	FAMINE	FAMINE	7381	34	99	A;F;R;I;C;A;:;1;;;B;I;A;F;R;A;:;1;;;B;I;H;A;R;:;1;;;C;H;I;L;D;:;2;;;D;E;A;R;T;H;:;1;;;D;E;A;T;H;:;2;;;D;R;E;A;R;Y;:;1;;;D;R;O;U;G;H;T;:;4;;;E;L;I;J;A;H;:;1;;;E;V;I;L;:;1;;;F;E;W;:;1;;;F;O;O;D;:;6;;;G;U;N;:;1;;;H;U;N;G;E;R;:;3;5;;;H;U;N;G;R;Y;:;2;;;I;N;D;I;A;:;6;;;L;A;N;D;:;1;;;O;X;F;A;M;:;4;;;P;L;A;G;U;E;:;2;;;P;L;E;N;T;Y;:;1;;;P;O;V;E;R;T;Y;:;1;;;R;E;L;I;E;F;:;3;;;S;T;A;R;V;A;T;I;O;N;:;6;;;S;T;A;R;V;E;:;5;;;S;W;O;R;D;:;1;;;T;E;R;R;I;B;L;E;:;1;;;T;E;R;R;O;R;:;1;;;T;H;I;N;:;1;;;T;H;I;R;S;T;Y;:;1;;;T;R;A;G;I;C;:;1;;;W;A;N;T;:;1;;;W;A;R;:;1;;;W;A;T;E;R;:;1;;;W;I;T;H;E;R;E;D;:;1	20312
1990	BECOME	BECOME	1895	71	98	A;:;1;;;A;B;L;E;:;2;;;A;C;C;E;P;T;E;D;:;1;;;A;C;H;I;E;V;E;:;1;;;A;G;A;I;N;:;1;;;A;L;I;V;E;:;1;;;A;M;:;3;;;A;N;S;W;E;R;:;1;;;A;N;Y;T;H;I;N;G;:;1;;;A;R;E;:;1;;;A;T;T;A;I;N;:;1;;;A;V;O;I;D;:;1;;;A;W;A;R;E;:;1;;;B;E;:;4;;;B;E;C;A;M;E;:;3;;;B;E;C;O;M;E;:;2;;;B;E;G;I;N;:;2;;;C;A;R;E;E;R;:;1;;;C;H;A;N;G;E;:;6;;;C;O;N;F;U;S;E;D;:;1;;;D;E;N;I;A;L;:;1;;;D;E;V;E;L;O;P;:;4;;;E;N;D;:;1;;;E;V;O;L;V;E;:;1;;;F;A;I;L;:;1;;;F;A;M;O;U;S;:;1;;;G;A;I;N;:;1;;;G;A;Y;:;1;;;G;O;:;2;;;G;O;N;E;:;1;;;G;R;E;A;T;:;1;;;G;R;E;E;N;:;1;;;G;R;O;W;:;1;;;H;A;P;P;E;N;:;1;;;H;A;P;P;Y;:;2;;;H;O;P;E;:;1;;;I;:;1;;;I;L;L;:;1;;;I;N;V;O;L;V;E;D;:;1;;;I;S;:;2;;;M;I;N;I;S;T;E;R;:;1;;;M;Y;:;1;;;N;E;W;:;1;;;N;O;T;H;I;N;G;:;1;;;O;B;T;A;I;N;E;D;:;1;;;O;F;F;I;C;E;R;:;1;;;O;L;D;:;4;;;O;N;E;:;1;;;P;R;E;S;I;D;E;N;T;:;1;;;R;E;S;T;:;1;;;R;I;C;H;:;1;;;S;A;M;E;:;1;;;S;E;A;:;1;;;S;E;T;T;L;E;D;:;1;;;S;I;L;L;Y;:;1;;;S;O;M;E;T;H;I;N;G;:;2;;;S;O;O;N;:;2;;;S;T;U;D;E;N;T;:;1;;;S;U;C;C;E;S;S;:;1;;;S;U;I;T;:;1;;;T;O;:;1;;;T;O; ;B;E;:;1;;;T;O;P;:;1;;;T;R;A;N;S;F;I;X;E;D;:;1;;;W;A;S;:;2;;;W;E;A;K;:;1;;;W;E;A;L;T;H;Y;:;1;;;W;E;L;L;:;1;;;W;E;N;T;:;1;;;W;H;A;T;:;1;;;W;I;C;K;E;D;:;1	9946
1991	INTESTINES	INTESTINES	10790	42	99	A;B;D;O;M;E;N;:;2;;;A;N;A;T;O;M;Y;:;2;;;B;I;O;L;O;G;Y;:;2;;;B;O;D;Y;:;1;;;B;O;W;E;L;S;:;6;;;C;O;I;L;:;1;;;C;O;W;:;1;;;C;O;W;S;:;1;;;D;U;O;D;E;N;U;M;:;1;;;E;A;T;I;N;G;:;1;;;F;A;E;C;E;S;:;1;;;F;O;O;D;:;1;;;G;R;E;E;N;:;1;;;G;U;L;P;:;1;;;G;U;T;:;1;3;;;G;U;T;S;:;2;1;;;H;O;S;P;I;T;A;L;:;1;;;H;O;T;:;1;;;I;N;S;I;D;E;:;2;;;I;N;S;I;D;E;S;:;3;;;J;U;M;B;L;E;:;1;;;L;A;R;G;E;:;1;;;L;I;V;E;R;:;1;;;L;O;N;G;:;1;;;M;A;N;:;1;;;O;R;G;A;N;I;S;M;:;1;;;O;R;G;A;N;S;:;1;;;R;A;B;B;I;T;:;1;;;R;A;T;:;1;;;R;O;P;E;:;1;;;S;H;E;E;P;:;1;;;S;H;I;T;:;1;;;S;M;E;L;L;:;1;;;S;N;A;K;E;:;1;;;S;T;O;M;A;C;H;:;1;1;;;T;U;B;E;:;2;;;T;U;B;E;R;:;1;;;T;U;B;E;S;:;2;;;U;G;H;:;3;;;W;E;T;:;1;;;W;I;N;D;I;N;G;:;1;;;Y;U;K;:;1	881
1992	MORE	MORE	13240	38	99	A;F;T;E;R;:;1;;;A;G;A;I;N;:;1;;;A;N;D;:;1;;;A;N;D; ;M;O;R;E;:;2;;;A;N;Y;:;1;;;B;O;R;E;:;1;;;B;R;E;A;D;:;1;;;E;N;O;U;G;H;:;2;;;E;X;C;E;S;S;:;1;;;E;X;T;R;A;:;3;;;F;I;N;I;S;H;:;1;;;F;O;O;D;:;4;;;F;O;R;C;E;:;1;;;G;E;N;E;R;O;U;S;:;1;;;G;R;A;B;:;1;;;K;E;N;N;E;T;H;:;1;;;L;E;S;:;1;;;L;E;S;S;:;3;6;;;L;O;T;S;:;1;;;M;A;N;Y;:;2;;;M;E;R;R;I;E;R;:;1;;;M;O;N;E;Y;:;4;;;M;O;R;E;:;5;;;M;U;C;H;:;1;;;O;F;:;2;;;O;L;I;V;E;R;:;1;;;O;V;E;R;:;1;;;P;L;E;N;T;Y;:;2;;;S;A;G;A;:;1;;;S;H;A;L;L;:;1;;;S;H;O;R;E;:;1;;;S;O;M;E;:;2;;;T;H;A;N;:;7;;;T;H;I;N;G;S;:;1;;;T;H;O;M;A;S;:;3;;;T;I;M;E;:;1;;;T;U;L;I;P;S;:;1;;;Y;E;S;:;1	3604
1997	PRESERVE	PRESERVE	15880	28	98	B;O;D;Y;:;1;;;C;O;N;S;E;R;V;A;T;I;O;N;:;2;;;C;O;N;S;E;R;V;E;:;1;;;C;O;U;N;T;R;Y;:;1;;;D;O;:;1;;;F;O;O;D;:;2;;;F;R;U;I;T;:;3;;;J;A;M;:;3;8;;;J;A;R;:;1;;;K;E;E;P;:;2;7;;;K;N;O;W;:;1;;;L;A;N;D;:;1;;;M;U;S;E;U;M;:;2;;;O;N;I;O;N;S;:;1;;;P;E;A;C;E;:;1;;;P;I;C;K;L;E;:;2;;;P;O;L;L;U;T;I;O;N;:;1;;;P;O;W;E;R;:;2;;;P;R;E;V;E;N;T;:;1;;;R;E;S;E;R;V;E;:;1;;;S;A;F;E;:;1;;;S;A;V;E;:;1;;;S;E;R;V;E;:;1;;;S;T;O;R;E;S;:;1;;;S;T;O;V;E;:;1;;;U;S;:;1;;;V;I;R;G;I;N;:;1;;;W;I;L;D; ;L;I;F;E;:;1	6536
2	DUST	DUST	6417	56	98	A;M;E;R;I;C;A;:;1;;;A;S;H;:;1;;;A;S;H;E;S;:;8;;;A;T;O;M;:;1;;;B;E;D;R;O;O;M;:;1;;;B;E;N;N;E;T;:;1;;;B;I;N;:;7;;;B;L;U;E;S;:;1;;;B;O;W;L;:;3;;;B;R;O;O;M;:;1;;;B;U;G;:;1;;;C;A;P;:;1;;;C;A;R;T;:;3;;;C;L;E;A;N;:;1;;;C;L;O;T;H;:;2;;;C;L;O;U;D;:;1;;;C;O;V;E;R;:;1;;;D;E;S;E;R;T;:;2;;;D;I;R;T;:;1;4;;;D;I;R;T;Y;:;1;;;D;R;Y;:;1;;;D;U;S;T;E;R;:;1;;;D;U;S;T;I;N;G;:;1;;;D;U;S;T;M;A;N;:;1;;;E;Y;E;S;:;1;;;F;E;A;T;H;E;R;:;1;;;F;I;L;T;H;:;2;;;F;L;O;O;R;:;1;;;F;L;U;F;F;:;1;;;G;O;L;D;:;1;;;G;R;I;M;E;:;2;;;G;R;O;U;N;D;:;1;;;H;E;A;T;:;1;;;L;I;D;:;1;;;L;I;G;H;T;:;1;;;M;A;N;:;2;;;M;A;T;T;E;R;:;1;;;M;O;O;N;:;1;;;P;A;N;:;4;;;P;A;R;T;I;C;L;E;:;1;;;P;A;R;T;I;C;L;E;S;:;1;;;P;O;L;I;S;H;:;1;;;R;A;I;L;W;A;Y;:;1;;;R;E;C;O;R;D;:;1;;;R;O;A;D;:;2;;;S;A;N;D;:;1;;;S;H;E;E;T;:;2;;;S;H;E;E;T;S;:;1;;;S;H;O;E;S;:;1;;;S;M;A;L;L;:;2;;;S;N;E;E;Z;E;:;2;;;S;T;O;R;M;:;1;;;S;U;F;F;O;C;A;T;I;N;G;:;1;;;T;H;R;O;A;T;:;1;;;T;R;A;C;K;:;1;;;T;R;A;P;:;1	19241
20	SCYTHE	SCYTHE	17861	28	95	A;I;D;:;1;;;B;L;A;D;E;:;3;;;B;L;O;O;D;:;1;;;C;H;O;P;:;1;;;C;O;R;N;:;5;;;C;U;T;:;1;9;;;C;U;T;S;:;1;;;D;E;A;T;H;:;2;;;F;A;R;M;:;1;;;F;I;E;L;D;:;1;;;F;L;A;T;:;1;;;G;R;A;S;S;:;2;0;;;G;R;O;S;S;:;1;;;H;A;R;V;E;S;T;:;3;;;H;A;Y;:;7;;;H;O;O;K;:;1;;;K;N;I;F;E;:;1;;;L;A;T;H;E;:;1;;;L;O;N;G; ;G;R;A;S;S;:;1;;;M;A;N;:;1;;;M;Y;T;H;:;1;;;S;C;I;M;I;T;A;R;:;2;;;S;H;A;R;P;:;3;;;S;I;C;K;L;E;:;1;0;;;S;I;C;L;E;:;1;;;S;W;I;S;H;:;1;;;T;I;M;E;:;4;;;Y;O;K;E;L;:;1	8737
200	SAME	SAME	17560	36	97	A;:;1;;;A;G;A;I;N;:;5;;;A;L;I;K;E;:;4;;;A;L;W;A;Y;S;:;1;;;A;S;:;1;0;;;B;E;F;O;R;E;:;1;;;B;O;R;I;N;G;:;2;;;B;O;T;H;:;2;;;C;O;L;O;U;R;:;1;;;C;O;U;L;D; ;B;E;:;1;;;D;A;Y;:;1;;;D;I;F;F;E;R;E;N;T;:;1;7;;;D;O;U;B;L;E;:;1;;;E;Q;U;A;L;:;2;;;E;V;E;N;:;1;;;E;X;A;C;T;:;1;;;F;A;C;E;:;1;;;G;A;M;E;:;2;;;I;D;E;N;T;I;C;A;L;:;5;;;I;N;T;E;R;E;S;T;I;N;G;:;1;;;I;T;:;1;;;L;A;M;E;:;1;;;L;I;K;E;:;2;;;M;A;N;:;1;;;N;A;M;E;:;2;;;O;N;E;:;1;;;P;E;R;S;O;N;:;1;;;S;I;M;I;L;A;R;:;1;1;;;S;O;U;N;D;:;1;;;S;T;O;R;Y;:;1;;;T;H;E;:;2;;;T;H;I;N;G;:;5;;;T;I;M;E;:;5;;;T;O;:;1;;;T;O;O;:;1;;;W;A;Y;:;1	8403
2001	PAINTING	PAINTING	14721	42	94	A;R;G;U;M;E;N;T;:;1;;;A;R;T;:;1;2;;;A;R;T;I;S;T;:;6;;;B;E;A;U;T;Y;:;1;;;B;O;X;:;2;;;B;R;U;S;H;:;8;;;C;A;N;V;A;S;:;1;;;C;O;L;O;U;R;:;4;;;C;O;L;O;U;R;S;:;2;;;C;R;A;P;:;1;;;C;U;L;T;U;R;E;:;1;;;D;A; ;V;I;N;C;I;:;1;;;D;E;C;O;R;A;T;I;N;G;:;1;;;D;R;A;W;E;R;S;:;1;;;D;R;A;W;I;N;G;:;2;;;E;A;S;E;L;:;1;;;E;X;P;R;E;S;S;I;O;N;:;1;;;F;I;N;E;:;1;;;F;L;O;W;E;R;S;:;1;;;F;R;E;S;H;:;1;;;G;A;L;L;E;R;Y;:;2;;;G;O;O;D;:;1;;;G;O;O;E;Y;:;1;;;H;O;R;S;E;:;1;;;M;E;S;S;:;1;;;N;I;G;E;L;:;1;;;N;U;M;B;E;R;S;:;2;;;O;I;L;:;9;;;O;I;L;S;:;2;;;P;A;I;N;T;:;1;;;P;A;N;T;I;N;G;:;1;;;P;I;C;A;S;S;O;:;4;;;P;I;C;T;U;R;E;:;8;;;P;I;C;T;U;R;E;S;:;2;;;P;I;N;K;:;1;;;P;O;S;S;I;B;I;L;I;T;Y;:;1;;;R;E;M;B;R;A;N;D;T;:;1;;;S;C;U;L;P;T;U;R;E;:;2;;;S;E;L;F;:;1;;;T;I;M;E;:;1;;;T;R;U;T;H;:;1;;;W;A;L;L;:;1	5249
2002	DITCH	DITCH	6002	50	96	B;I;G;G;E;R;:;1;;;B;O;D;Y;:;1;;;B;O;G;:;1;;;B;R;O;O;K;:;1;;;C;A;R;:;3;;;C;H;R;I;S;:;1;;;C;H;U;C;K;:;2;;;C;L;E;A;N;:;1;;;C;O;U;N;T;R;Y;:;1;;;C;R;A;S;H;:;1;;;D;I;G;:;1;;;D;I;G;G;E;R;:;1;;;D;I;K;E;:;1;;;D;I;R;T;:;1;;;D;R;A;I;N;:;2;;;D;R;O;P;:;2;;;D;U;L;L;:;1;;;D;U;M;P;:;1;;;D;U;T;C;H;:;1;;;D;Y;K;E;:;6;;;F;A;L;L;:;1;;;F;A;R;M;:;1;;;F;O;S;S;I;L;:;1;;;G;I;V;E; ;U;P;:;1;;;G;R;E;E;N;:;1;;;G;U;T;T;E;R;:;1;;;H;E;D;G;E;:;1;0;;;H;I;T;C;H;:;1;;;H;O;L;E;:;7;;;H;O;R;S;E;:;1;;;L;A;S;T;:;2;;;L;E;A;V;E;:;1;;;M;O;N;S;O;O;N;:;1;;;M;U;D;:;3;;;M;U;R;K;Y;:;1;;;P;L;A;N;E;:;1;;;P;L;A;Y;:;1;;;R;A;B;B;I;T;:;1;;;R;A;M;P;A;R;T;:;1;;;R;O;A;D;:;3;;;S;E;W;E;R;:;1;;;S;M;E;L;L;:;1;;;S;O;L;D;I;E;R;:;1;;;S;P;A;D;E;:;1;;;S;T;A;N;D;:;1;;;S;T;R;E;A;M;:;1;;;T;R;E;N;C;H;:;8;;;T;R;O;U;G;H;:;1;;;T;U;R;F;:;1;;;W;A;T;E;R;:;1;0	18781
2003	FLOW	FLOW	7889	42	99	B;A;C;K;:;1;;;B;L;O;O;D;:;2;;;B;R;E;A;K;W;A;T;E;R;:;1;;;C;H;A;R;T;:;3;;;C;O;N;D;I;T;I;O;N;S;:;1;;;C;U;R;R;A;N;T;:;1;;;D;I;A;G;R;A;M;:;3;;;D;O;W;N;:;2;;;D;R;A;I;N;:;1;;;D;R;I;P;:;1;;;E;A;S;Y;:;1;;;E;B;B;:;6;;;F;A;S;T;:;4;;;F;I;E;L;D;:;1;;;F;L;Y;:;1;;;F;R;O;M;:;1;;;G;E;N;T;L;E;:;1;;;G;O;:;1;;;H;I;N;D;E;R;E;D;:;1;;;L;I;Q;U;I;D;:;1;;;M;E;N;S;T;R;U;A;L;:;1;;;M;E;T;H;O;D;:;1;;;M;O;V;E;M;E;N;T;:;1;;;P;A;T;H;:;1;;;P;I;P;E;:;2;;;P;U;R;E;:;1;;;R;I;V;E;R;:;1;5;;;R;U;N;:;5;;;R;U;S;H;:;1;;;S;H;E;E;T;:;1;;;S;L;O;W;:;1;;;S;M;O;O;T;H;:;2;;;S;T;I;C;K;Y;:;1;;;S;T;O;P;:;3;;;S;T;R;E;A;M;:;6;;;S;W;E;E;P;:;1;;;T;I;D;E;:;1;;;T;R;A;F;F;I;C;:;1;;;T;U;B;E;:;1;;;T;U;R;B;U;L;E;N;T;:;1;;;W;A;T;E;R;:;1;7;;;W;O;R;D;S;:;1	20875
2004	BEND	BEND	2007	44	100	B;A;C;K;:;1;;;B;A;C;K;W;A;R;D;S;:;1;;;B;R;E;A;K;:;2;;;B;R;O;K;E;N;:;1;;;C;A;R;:;1;;;C;O;R;N;E;R;:;2;;;C;R;A;S;H;:;2;;;C;R;U;M;P;L;E;:;1;;;C;U;R;V;E;:;4;;;D;O;U;B;L;E;:;1;;;D;O;W;N;:;3;;;F;A;C;E;T;:;1;;;F;L;E;X;U;R;E;:;1;;;F;O;L;D;:;2;;;G;Y;M;N;A;S;T;I;C;S;:;1;;;H;O;M;O;S;E;X;U;A;L;:;1;;;I;T;:;7;;;K;N;E;E;:;1;;;K;N;E;E;S;:;2;;;L;O;O;P;:;1;;;M;A;N;I;P;U;L;A;T;E;:;1;;;M;E;T;A;L;S;:;1;;;O;V;E;R;:;7;;;P;A;P;E;R;:;1;;;P;I;P;E;:;2;;;R;I;V;E;R;:;1;;;R;O;A;D;:;1;0;;;R;O;U;N;D;:;5;;;S;H;A;K;E;:;1;;;S;H;A;P;E;:;3;;;S;H;A;R;P;:;1;;;S;I;X;:;1;;;S;L;O;P;E;:;1;;;S;N;A;P;:;1;;;S;T;O;O;P;:;1;;;S;T;R;A;I;G;H;T;:;2;;;S;T;R;A;I;G;H;T;E;N;:;1;;;S;T;R;E;T;C;H;:;6;;;S;W;A;Y;:;1;;;T;U;B;E;:;1;;;T;U;R;N;:;1;;;T;W;I;S;T;:;1;3;;;U;:;1;;;U;P;:;1	11192
2008	RESCUE	RESCUE	16976	42	99	A;I;D;:;3;;;A;I;R;C;R;A;F;T;:;1;;;A;T;T;E;M;P;T;:;1;;;B;O;A;T;:;7;;;C;L;I;F;F;:;2;;;C;L;U;T;C;H;:;1;;;C;R;A;F;T;:;1;;;D;A;N;G;E;R;:;1;;;D;E;F;E;N;D;:;1;;;D;I;E;:;1;;;D;O;G;:;1;;;F;A;I;L;U;R;E;:;1;;;F;R;E;E;D;O;M;:;1;;;H;A;T;E;:;1;;;H;E;L;I;C;O;P;T;E;R;:;2;;;H;E;L;P;:;1;3;;;I;C;E;:;1;;;L;A;D;D;E;R;:;1;;;L;A;U;N;C;H;:;1;;;L;I;F;E;B;O;A;T;:;6;;;L;I;G;H;T;:;1;;;M;E;:;2;;;M;O;U;N;T;A;I;N;:;1;;;O;P;E;R;A;T;I;O;N;:;3;;;P;A;R;T;Y;:;1;;;P;U;L;L; ;B;A;C;K;:;1;;;R;.;A;.;F;.;:;1;;;R;A;F;T;:;1;;;R;E;V;I;V;E;:;1;;;R;I;V;E;R;:;1;;;R;O;P;E;:;1;;;S;A;F;E;:;1;;;S;A;V;E;:;1;9;;;S;A;V;E;D;:;2;;;S;E;A;:;7;;;S;E;R;V;I;C;E;:;1;;;S;H;I;P;:;3;;;S;Q;U;A;D;:;1;;;S;W;I;M;:;1;;;S;W;I;M;M;I;N;G;:;1;;;W;A;T;E;R;:;1;;;W;O;R;K;E;R;:;1	7753
2009	DOG	DOG	6081	35	98	A;L;A;S;T;I;A;N;:;1;;;A;N;I;M;A;L;:;1;;;B;A;R;K;:;3;;;B;E;R;R;Y;:;1;;;B;I;T;E;:;1;;;B;L;A;C;K;:;1;;;B;O;W;:;1;;;C;A;R;N;I;V;O;R;E;:;1;;;C;A;T;:;5;7;;;C;H;E;E;S;E;:;1;;;C;O;L;L;A;R;:;5;;;C;O;U;N;T;R;Y;:;1;;;D;A;R;K;:;1;;;D;I;N;N;E;R;:;1;;;F;I;G;H;T;:;1;;;G;U;N;:;1;;;H;O;T;:;1;;;J;A;S;P;E;R;:;1;;;L;A;B;R;A;D;O;R;:;1;;;L;E;A;D;:;1;;;L;E;A;S;H;:;1;;;L;E;G;:;2;;;L;E;G;S;:;1;;;M;A;N;:;1;;;M;O;U;S;E;:;1;;;M;U;C;K;:;1;;;O;U;R;S;:;1;;;P;A;W;:;1;;;P;E;T;:;1;;;R;A;C;I;N;G;:;1;;;R;U;N;:;1;;;S;H;A;M;E;:;1;;;T;A;I;L;:;1;;;T;O;N;G;U;E;:;1;;;W;H;I;S;T;L;E;:;1	18868
2012	COLLAR	COLLAR	4123	22	99	B;O;N;E;:;9;;;C;H;U;R;C;H;:;1;;;C;L;E;A;N;:;1;;;C;U;F;F;:;7;;;D;I;R;T;Y;:;2;;;D;O;G;:;1;0;;;F;I;F;T;E;E;N;:;1;;;H;I;G;H;:;1;;;L;A;C;E;:;1;;;N;E;C;K;:;7;;;O;P;E;N;:;1;;;S;H;I;R;T;:;7;;;S;I;Z;E;:;1;;;S;T;A;R;C;H;:;2;;;S;T;A;R;C;H;E;D;:;1;;;S;T;U;D;:;7;;;T;I;E;:;2;8;;;T;I;E;S;:;1;;;T;I;G;H;T;:;1;;;U;N;C;O;M;F;O;R;T;A;B;L;E;:;1;;;W;H;I;T;E;:;8;;;W;O;R;K;E;R;:;1	16693
2013	BAIT	BAIT	1634	25	100	B;E;A;R;S;:;1;;;B;O;X;:;1;;;C;A;T;C;H;:;1;;;F;I;S;H;:;5;2;;;F;I;S;H;E;R;M;A;N;:;1;;;F;I;S;H;I;N;G;:;9;;;F;O;O;D;:;1;;;G;A;M;E;:;1;;;G;A;O;L;:;1;;;G;R;O;U;N;D;:;1;;;G;R;U;B;:;1;;;H;E;I;G;H;T;:;1;;;H;E;R;:;1;;;H;O;O;K;:;7;;;H;O;U;N;D;S;:;1;;;J;E;W;:;1;;;M;A;G;G;O;T;:;2;;;M;I;C;E;:;1;;;S;L;U;G;:;1;;;S;N;A;R;E;:;1;;;T;R;A;P;:;3;;;W;A;R;M;:;1;;;W;O;M;A;N;:;1;;;W;O;R;M;:;6;;;W;O;R;M;S;:;3	7047
2017	MIX	MIX	13108	47	95	B;A;K;I;N;G;:;1;;;B;A;T;C;H;:;1;;;B;I;T;S;:;1;;;B;O;W;L;:;2;;;C;A;K;E;:;1;1;;;C;A;K;E;S;:;1;;;C;E;M;E;N;T;:;4;;;C;O;A;G;U;L;A;T;E;:;1;;;C;O;N;C;R;E;T;E;:;2;;;C;O;O;K;:;1;;;C;O;O;K;I;N;G;:;1;;;D;O;U;G;H;:;1;;;D;R;I;N;K;:;4;;;D;R;I;N;K;S;:;1;;;D;R;U;N;K;:;1;;;E;G;G;S;:;1;;;F;O;O;D;:;1;;;F;R;I;E;N;D;S;:;1;;;F;U;D;G;E;:;1;;;I;N;G;R;E;D;I;E;N;T;:;1;;;I;T;:;2;;;K;I;T;C;H;E;N;:;1;;;M;A;C;H;I;N;E;:;1;;;M;A;T;C;H;:;1;;;M;A;X;:;1;;;M;E;E;T;:;1;;;M;I;N;G;L;E;:;3;;;M;I;X;E;R;:;1;;;M;I;X;T;U;R;E;:;2;;;P;A;I;N;T;:;1;;;P;A;I;N;T;S;:;1;;;P;A;S;T;E;:;1;;;P;A;S;T;R;Y;:;2;;;P;I;C;K;:;1;;;P;U;D;D;I;N;G;:;4;;;R;A;B;B;I;T;S;:;1;;;R;A;T;I;O;:;1;;;S;E;T;T;L;E;:;1;;;S;P;O;N;G;E;:;1;;;S;T;I;C;K;:;1;;;S;T;I;R;:;1;3;;;T;A;L;K;:;1;;;T;O;G;E;T;H;E;R;:;3;;;U;P;:;7;;;W;H;I;P;:;2;;;W;H;I;S;K;:;2;;;W;I;T;H;:;1	3457
2018	GREEDY	GREEDY	9050	0	0		22167
2019	HAMMOCK	HAMMOCK	9345	30	99	B;E;D;:;2;8;;;B;E;D;S;:;1;;;B;R;A;:;1;;;B;U;N;K;:;1;;;C;H;A;I;R;:;1;;;C;H;A;S;E;:;1;;;C;H;I;L;D;H;O;O;D;:;1;;;D;E;C;K;:;1;;;G;A;R;D;E;N;:;1;;;H;A;D;D;O;C;K;:;1;;;H;A;R;D;:;1;;;L;I;G;A;M;E;N;T;:;1;;;M;O;T;I;O;N;:;1;;;M;O;U;S;E;:;1;;;N;A;V;Y;:;3;;;R;E;S;T;:;2;;;R;O;P;E;:;1;;;S;A;C;K;:;1;;;S;A;I;L;O;R;:;6;;;S;H;I;P;:;4;;;S;L;E;E;P;:;1;7;;;S;L;E;E;P;Y;:;1;;;S;L;I;N;G;:;2;;;S;P;A;I;N;:;1;;;S;T;R;I;N;G;:;3;;;S;U;M;M;E;R;:;2;;;S;W;I;N;G;:;1;0;;;S;W;I;N;G;S;:;1;;;T;R;E;E;:;3;;;U;N;C;E;R;T;A;I;N;T;Y;:;1	22494
