CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	NODE	DEGREE	WEIGHTED_DEGREE	EDGES	LINE_IN_SOURCE
1483	NINE	9	183	35	88	A;C;R;O;S;S;:;1;;;A;S;K;:;1;;;B;E;A;T;L;E;S;:;1;;;B;L;A;C;K;:;1;;;F;I;G;U;R;E;:;1;;;F;I;N;I;S;H;:;1;;;G;R;E;Y;:;1;;;H;O;U;R;S;:;1;;;H;O;U;S;E;:;2;;;I;N;D;I;A;N;S;:;1;;;L;I;N;E;:;1;;;L;I;V;E;S;:;2;;;N;I;N;E;T;Y;:;1;;;N;U;M;B;E;R;:;4;;;O;&;#;3;9;;;C;L;O;C;K;:;3;;;P;.;M;.;:;1;;;P;I;N;E;:;1;;;P;I;N;S;:;1;;;S;E;V;E;N;:;1;;;S;T;I;T;C;H;E;S;:;1;;;T;A;I;L;S;:;1;;;T;E;E;N;:;1;;;T;E;N;:;2;2;;;T;I;M;E;S;:;1;;;T;O;G;E;T;H;E;R;:;1;;;Y;E;A;R;S;:;1;;;Y;E;A;R;S; ;O;L;D;:;1;;;Y;O;U;N;G;:;1;;;1;0;:;2;2;;;1;4;:;1;;;3;0;:;1;;;6;:;1;;;7;:;1;;;8;:;3;;;9;9;:;3	9224
1487	POUR	POUR	15773	42	99	B;E;E;R;:;1;;;B;O;O;Z;E;:;1;;;C;A;S;C;A;D;E;:;1;;;C;O;F;F;E;E;:;1;;;D;R;I;N;K;:;5;;;D;R;I;P;:;1;;;E;M;P;T;Y;:;1;;;F;I;L;L;:;3;;;F;L;O;W;:;1;;;F;L;U;I;D;:;1;;;F;O;R;:;5;;;F;O;R;T;H;:;1;;;I;N;T;O;:;1;;;J;U;G;:;6;;;L;I;Q;U;I;D;:;3;;;L;O;V;E;R;:;1;;;M;I;L;K;:;1;0;;;M;O;I;:;2;;;M;U;G;:;1;;;O;I;L;:;1;;;O;N;:;1;;;O;N;T;O;:;1;;;O;U;T;:;7;;;R;A;I;N;:;9;;;R;U;N;:;2;;;S;O;A;K;:;1;;;S;O;R;E;:;1;;;S;O;W;:;1;;;S;P;I;L;L;:;6;;;S;P;L;A;S;H;:;1;;;S;P;O;U;T;:;1;;;S;T;R;E;A;M;:;1;;;S;U;G;A;R;:;1;;;T;E;A;:;3;;;T;E;A;P;O;T;:;1;;;T;H;R;E;E;:;1;;;T;H;R;O;U;G;H;:;1;;;T;I;P;:;5;;;V;O;U;S;:;1;;;W;A;T;E;R;:;5;;;W;I;N;E;:;1;;;W;I;T;H;:;1	6417
1489	CLOUD	CLOUD	3995	38	97	A;N;V;I;L;:;1;;;B;A;N;K;:;2;;;B;A;S;E;:;1;;;B;E;A;U;T;Y;:;1;;;B;U;R;S;T;:;7;;;C;O;V;E;R;:;1;;;C;U;C;K;O;O;:;1;;;D;A;R;K;:;3;;;F;A;C;E;:;1;;;F;E;A;T;H;E;R;:;1;;;F;L;U;F;F;:;1;;;F;L;U;F;F;Y;:;1;;;F;O;R;M;A;T;I;O;N;:;2;;;G;O;O;D;:;1;;;H;E;A;V;Y;:;1;;;H;E;I;G;H;T;:;1;;;H;I;L;L;:;1;;;L;I;N;I;N;G;:;2;;;L;O;U;D;:;1;;;M;I;S;T;:;1;;;M;O;O;N;:;1;;;M;U;S;H;R;O;O;M;:;1;;;N;I;N;E;:;3;;;P;A;S;S;I;N;G;:;1;;;P;I;N;K;:;1;;;P;R;O;U;D;:;1;;;R;A;I;N;:;1;8;;;R;A;I;N;Y;:;1;;;R;I;S;I;N;G;:;1;;;S;I;L;V;E;R;:;1;;;S;K;Y;:;2;8;;;S;T;R;E;A;M;:;1;;;S;U;N;:;1;;;U;N;D;E;R;:;1;;;W;A;T;E;R;:;1;;;W;E;A;T;H;E;R;:;1;;;W;H;I;T;E;:;3;;;9;:;1	16549
1490	RAT	RAT	16562	47	99	A;L; ;C;A;P;O;N;E;:;1;;;B;A;G;:;1;;;B;A;T;:;1;;;B;L;A;C;K;:;1;;;C;A;P;:;1;;;C;A;T;:;5;;;C;A;T;C;H;E;R;:;5;;;C;H;R;I;S;T;:;1;;;D;E;S;E;R;T;:;1;;;D;I;R;T;:;1;;;D;I;R;T;Y;:;3;;;D;I;S;E;A;S;E;:;1;;;D;I;S;S;E;C;T;I;O;N;:;1;;;D;U;N;G;E;O;N;:;1;;;E;N;E;M;Y;:;1;;;E;X;P;T;.;:;1;;;F;E;A;R;:;1;;;H;A;M;S;T;E;R;:;1;;;H;I;L;A;R;Y;:;1;;;H;O;L;E;:;2;;;H;O;R;R;O;R;:;1;;;K;I;N;G;:;1;;;L;A;B;O;R;A;T;O;R;Y;:;1;;;L;I;C;E;:;1;;;M;E;A;N;:;1;;;M;I;C;E;:;1;;;M;O;R;E;:;1;;;M;O;U;S;E;:;2;8;;;N;A;S;T;Y;:;2;;;P;A;C;K;:;1;;;P;E;T;E;:;1;;;P;I;G;:;1;;;P;L;A;G;U;E;:;3;;;P;O;I;S;O;N;:;2;;;R;A;C;E;:;5;;;R;A;T;:;1;;;R;O;D;E;N;T;:;1;;;R;O;T;T;E;R;:;1;;;S;Q;U;E;A;K;:;1;;;S;W;I;N;E;:;1;;;T;A;I;L;:;4;;;T;E;E;T;H;:;2;;;T;O;A;D;:;1;;;T;R;A;P;:;2;;;V;E;R;M;I;N;:;1;;;W;A;T;E;R;:;2;;;W;H;I;T;E;:;1	7294
1491	MOUSE	MOUSE	13340	27	99	C;A;T;:;2;2;;;C;H;E;E;S;E;:;5;;;D;I;R;T;Y;:;1;;;E;A;R;:;1;;;F;E;A;R;:;1;;;F;I;E;L;D;:;1;;;F;R;I;G;H;T;:;1;;;F;U;R;:;1;;;H;O;L;E;:;5;;;H;O;M;E;:;1;;;H;O;U;S;E;:;1;1;;;M;A;N;:;1;;;M;I;C;E;:;3;;;M;I;C;K;E;Y;:;1;;;M;O;U;S;E;:;2;;;P;A;R;T;Y;:;1;;;P;E;S;T;:;1;;;P;E;T;:;1;;;Q;U;I;E;T;:;2;;;R;A;T;:;6;;;S;M;A;L;L;:;2;;;S;O;N;G;:;1;;;S;Q;U;E;A;K;:;1;;;T;A;I;L;:;2;;;T;O;A;D;:;1;;;T;O;P;:;1;;;T;R;A;P;:;2;3	3715
1493	ONE	1	49	31	95	A;H;:;1;;;A;I;M;:;1;;;A;L;O;N;E;:;1;;;A;M;:;1;0;;;B;E;G;I;N;:;1;;;B;E;L;I;E;V;E;:;1;;;C;A;N;:;2;;;D;:;1;;;D;O;:;1;;;E;G;G;:;1;;;E;G;O;:;1;;;F;I;R;S;T;:;1;;;F;I;V;E;:;1;;;G;O;D;:;1;;;H;O;U;R;:;1;;;L;O;V;E;:;1;;;M;E;:;1;9;;;N;U;M;B;E;R;:;1;;;O;N;E;:;3;;;S;E;L;F;:;1;;;S;E;L;F;I;S;H;:;1;;;S;I;N;G;L;E;:;1;;;S;T;A;R;T;:;1;;;T;W;O;:;1;7;;;U;N;I;T;:;1;;;U;N;K;N;O;W;N;:;1;;;W;A;N;T;:;1;;;Y;O;U;:;5;;;0;:;1;;;1;:;1;;;2;:;1;5	17554
1494	DIE	DIE	5716	49	96	A;G;E;:;1;;;A;G;O;N;Y;:;1;;;A;L;I;V;E;:;1;;;A;N;Y; ;T;I;M;E;:;1;;;B;E;D;:;1;;;B;I;R;T;H;:;1;;;B;R;A;V;E;:;1;;;C;A;P;U;T;:;1;;;C;A;S;T;:;1;;;C;O;F;F;I;N;:;5;;;C;R;A;P;S;:;1;;;D;E;A;D;:;5;;;D;E;A;T;H;:;9;;;D;E;C;A;Y;:;1;;;D;E;S;T;R;O;Y;E;D;:;1;;;D;O;N;N;E;:;1;;;E;A;R;L;Y;:;1;;;E;N;D;:;3;;;E;V;A;N;S;:;1;;;E;X;P;I;R;E;:;2;;;E;X;T;I;N;G;U;I;S;H;:;1;;;F;I;N;I;S;H;E;D;:;1;;;F;O;R;:;1;;;F;R;Y;:;1;;;G;A;M;E;:;1;;;G;L;O;R;Y;:;1;;;G;O;N;E;:;1;;;G;R;A;V;E;:;1;;;G;R;O;U;N;D;:;1;;;H;A;P;P;Y;:;1;;;H;A;R;D;:;6;;;H;E;L;L;:;1;;;H;O;S;P;I;T;A;L;:;2;;;I;L;L;:;2;;;K;I;L;L;:;6;;;L;I;F;E;:;1;;;L;I;T;T;L;E;:;1;;;L;I;V;E;:;1;5;;;N;O;:;1;;;O;L;D;:;1;;;O;U;T;:;1;;;P;A;I;N;T;:;1;;;Q;U;I;C;K;:;1;;;S;I;X;:;1;;;S;L;E;E;P;:;1;;;S;L;O;W;:;1;;;S;O;O;N;:;2;;;W;A;R;:;1;;;Y;O;U;N;G;:;2	18462
1495	HAPPY	GAY	8502	41	92	A;B;A;N;D;O;N;:;2;;;A;L;I;V;E;:;1;;;B;A;L;L;:;1;;;B;E;G;G;A;R;:;1;;;B;O;Y;:;1;;;B;R;I;G;H;T;:;3;;;C;A;R;N;I;V;A;L;:;1;;;C;H;A;R;M;I;N;G;:;1;;;D;E;B;O;N;A;I;R;:;1;;;D;O;G;:;2;;;D;R;A;B;:;1;;;F;L;O;W;E;R;:;1;;;F;R;O;L;I;C;:;1;;;G;A;R;D;E;N;S;:;1;;;G;I;R;L;:;3;;;G;O;R;D;O;N;:;2;;;G;Y;M;:;1;;;H;A;P;P;Y;:;2;8;;;H;U;M;O;U;R;:;1;;;I;R;R;E;S;P;O;N;S;I;B;L;E;:;1;;;J;O;L;L;Y;:;1;;;L;I;F;E;:;5;;;L;I;V;E;L;Y;:;2;;;M;A;N;:;2;;;M;E;A;D;O;W;:;1;;;M;E;R;R;Y;:;4;;;N;E;V;E;R;:;1;;;N;I;C;E;:;1;;;P;A;R;I;S;:;1;;;P;A;R;T;Y;:;1;;;P;I;N;K;:;1;;;Q;U;E;E;R;:;3;;;R;E;D;:;1;;;R;E;F;R;E;S;H;I;N;G;:;1;;;S;A;D;:;6;;;S;E;A;R;C;H;:;1;;;S;P;R;I;G;:;1;;;T;E;N;T;:;1;;;T;I;M;E;:;2;;;W;A;R;M;:;1;;;W;I;L;D;:;1	21558
1496	GRANDMOTHER	GRANDMOTHER	8985	0	0		22093
1497	POSTCARD	POSTCARD	15735	31	97	C;A;R;A;V;A;N;:;1;;;C;A;R;D;:;2;;;C;A;T;H;E;D;R;A;L;:;1;;;C;O;L;L;E;C;T;:;1;;;D;I;R;T;Y;:;3;;;F;R;I;E;N;D;:;1;;;F;U;N;N;Y;:;1;;;H;I;G;H;:;1;;;H;O;L;I;D;A;Y;:;1;4;;;H;O;L;I;D;A;Y;S;:;4;;;H;O;M;E;:;2;;;J;O;K;E;:;1;;;J;O;K;E;S;:;1;;;L;E;T;T;E;R;:;1;1;;;N;O;T;E;:;1;;;O;U;T;:;1;;;P;I;C;T;U;R;E;:;1;0;;;P;I;C;T;U;R;E;S;:;1;;;P;O;S;T;:;1;;;R;E;C;O;R;D;:;1;;;S;E;A;S;I;D;E;:;3;;;S;E;N;D;:;2;;;S;E;N;T;:;1;;;S;E;R;I;E;S;:;1;;;S;H;O;P;:;1;;;S;I;Z;E;:;2;;;S;T;A;M;P;:;2;3;;;S;U;M;M;E;R;:;1;;;T;O;U;R;I;S;T;:;1;;;W;H;I;T;L;E;Y; ;B;A;Y;:;1;;;W;R;I;T;E;:;2	6375
1498	TWO	2	97	37	57	?;:;3;;;B;A;L;L;S;:;1;;;B;A;R;B;A;R;A;:;1;;;B;I;N;A;R;Y;:;1;;;B;L;A;N;K;:;3;;;C;O;M;P;A;N;Y;:;1;;;D;I;S;P;U;T;E;:;1;;;D;O;U;B;L;E;:;1;;;E;M;P;T;Y;:;1;;;E;X;T;R;A;O;R;D;I;N;A;R;Y;:;1;;;F;A;S;T;:;1;;;F;O;U;R;:;2;;;F;U;N;:;1;;;F;U;N;N;Y;:;1;;;G;R;E;A;T;:;1;;;H;E;L;P;:;1;;;H;U;N;D;R;E;D;:;1;;;L;A;T;E;:;1;;;L;I;T;T;L;E; ;B;O;Y;S;:;1;;;M;A;R;I;J;U;A;N;A;:;1;;;M;A;T;H;S;:;1;;;M;I;S;P;R;I;N;T;:;1;;;N;O;T;H;I;N;G;:;2;;;N;U;M;B;E;R;:;5;;;N;U;M;B;E;R;S;:;1;;;P;A;I;R;S;:;1;;;S;O;O;N;:;1;;;S;P;A;C;E;:;1;;;T;H;O;U;S;A;N;D;:;1;;;T;H;R;E;E;:;5;;;U;S;:;1;;;W;H;A;T;:;1;;;W;H;E;R;E;:;1;;;W;O;N;D;E;R;:;1;;;Z;E;R;O;:;1;;;3;:;2;;;4;:;6	22887
1500	FOUR	4	138	0	0		4224
1501	BORE	BORE	2479	58	98	A;N;N;O;Y;:;1;;;B;I;G;:;1;;;B;O;R;E;D;O;M;:;1;;;B;O;R;I;N;G;:;1;;;B;O;R;N;E;:;1;;;B;Y;:;1;;;C;A;R;R;I;E;D;:;1;;;C;H;E;E;S;E;:;1;;;C;R;A;S;H;I;N;G;:;1;;;D;E;A;D;:;1;;;D;E;P;R;E;S;S;E;D;:;1;;;D;O;W;N;:;1;;;D;R;A;G;:;6;;;D;R;I;L;L;:;7;;;D;U;L;L;:;4;;;E;X;C;I;T;E;:;1;;;F;L;A;T;:;1;;;G;U;N;:;6;;;H;A;T;E;F;U;L;:;1;;;H;O;L;E;:;1;0;;;H;O;L;E;S;:;1;;;H;O;M;E;:;1;;;I;D;I;O;T;:;1;;;I;N;G;:;2;;;L;A;T;H;E;:;1;;;L;E;C;T;U;R;E;:;1;;;L;E;C;T;U;R;E;S;:;1;;;L;O;N;E;L;I;N;E;S;S;:;1;;;M;A;N;:;2;;;M;I;S;E;R;A;B;L;E;:;1;;;N;E;E;D;L;E;:;1;;;N;O;P;E;:;1;;;O;L;D;:;1;;;P;A;N;T;S;:;1;;;P;E;O;P;L;E;:;1;;;P;E;R;S;O;N;:;1;;;P;E;S;T;:;1;;;P;I;G;S;:;1;;;P;L;U;M;P;T;O;N;:;1;;;P;O;P;E;:;1;;;P;R;O;D;U;C;E;:;1;;;R;I;F;L;E;:;1;;;S;E;V;E;R;N;:;3;;;S;P;E;C;T;A;C;L;E;S;:;1;;;T;A;L;K;E;R;:;1;;;T;E;A;R;S;:;1;;;T;E;D;I;O;U;S;:;5;;;T;E;L;E;V;I;S;I;O;N;:;1;;;T;H;I;S;:;1;;;T;I;R;E;:;1;;;T;U;B;E;:;2;;;T;U;N;N;E;L;:;1;;;W;E;L;L;:;1;;;W;O;O;D;W;O;R;M;:;1;;;W;O;R;K;:;3;;;X;:;1;;;Y;A;W;N;:;2;;;Y;O;U;:;1	14865
1502	GOAT	GOAT	8817	33	99	A;N;I;M;A;L;:;5;;;A;N;N;O;Y;A;N;C;E;:;1;;;B;E;A;R;D;:;1;7;;;B;E;L;L;:;1;;;B;I;L;L;Y;:;6;;;B;O;A;T;:;1;;;B;U;L;L;:;1;;;B;U;T;T;E;R;:;1;;;C;H;E;E;S;E;:;1;;;C;O;W;:;3;;;F;I;E;L;D;:;1;;;F;O;O;L;:;1;;;G;E;T;:;2;;;H;E;R;D;:;6;;;H;O;A;R;:;1;;;H;O;R;S;E;:;2;;;I;D;I;O;T;:;1;;;J;A;C;K;E;T;:;1;;;K;I;D;:;3;;;K;I;D;S;:;1;;;L;E;C;H;E;R;Y;:;1;;;L;I;B;R;A;:;1;;;L;U;S;T;:;1;;;M;I;L;K;:;1;6;;;M;O;N;K;E;Y;:;1;;;M;O;U;N;T;A;I;N;:;3;;;N;A;N;N;Y;:;5;;;O;L;D;:;1;;;P;I;G;:;2;;;S;H;E;E;P;:;7;;;S;K;I;N;:;1;;;S;M;E;L;L;:;3;;;S;M;E;L;L;Y;:;1	21907
1503	SALIVA	SALIVA	17538	25	97	D;O;G;:;6;;;D;O;G;S;:;1;;;D;R;I;B;B;L;E;:;2;;;D;R;O;O;L;:;2;;;F;O;O;D;:;7;;;F;O;R;M;:;1;;;G;L;A;N;D;:;2;;;G;L;A;N;D;S;:;1;;;G;U;M;:;1;;;J;U;I;C;E;:;2;;;M;E;N;:;1;;;M;E;T;A;L;:;1;;;M;O;U;T;H;:;1;7;;;P;A;V;L;O;V;:;1;;;P;H;L;E;G;M;:;1;;;S;O;M;E;T;I;M;E;S;:;1;;;S;P;I;T;:;3;4;;;S;P;I;T;T;L;E;:;1;;;S;P;O;T;:;1;;;S;T;I;C;K;Y;:;2;;;S;T;O;M;A;C;H;:;1;;;S;W;E;A;T;:;1;;;T;O;N;G;U;E;:;4;;;W;A;T;E;R;:;1;;;W;E;T;:;5	8378
1506	MEASURE	MEASURE	12742	54	100	A;C;C;U;R;A;T;E;:;1;;;A;D;D;:;1;;;B;E;E;R;:;1;;;B;R;A;N;D;Y;:;1;;;B;Y;:;1;;;C;E;N;T;I;M;E;T;R;E;:;1;;;C;H;E;M;I;S;T;R;Y;:;1;;;C;O;M;P;U;T;E;:;1;;;C;O;U;N;T;:;1;;;C;U;T;:;1;;;C;Y;L;I;N;D;E;R;:;2;;;D;I;S;T;A;N;C;E;:;2;;;D;I;V;I;D;E;:;1;;;F;E;E;T;:;1;;;F;O;O;T;:;1;;;F;O;R;:;1;;;F;O;R; ;M;E;A;S;U;R;E;:;2;;;F;U;L;L;:;1;;;G;I;L;L;:;1;;;G;I;N;:;2;;;G;L;A;S;S;:;1;;;H;E;I;G;H;T;:;2;;;I;N;C;H;:;1;0;;;I;N;C;H;E;S;:;1;;;I;T;:;1;;;J;A;Z;Z;:;1;;;J;U;G;:;1;;;L;E;N;G;T;H;:;3;;;L;I;T;R;E;:;1;;;M;A;N;:;1;;;M;E;A;N;:;1;;;M;E;A;S;U;R;E;M;E;N;T;:;1;;;M;E;T;R;E;:;2;;;M;I;L;E;A;G;E;:;1;;;O;U;T;:;1;;;P;I;N;T;:;4;;;P;O;W;E;R;:;1;;;R;U;L;E;:;3;;;R;U;L;E;R;:;1;2;;;S;H;A;K;E;S;P;E;A;R;E;:;1;;;S;I;Z;E;:;2;;;S;P;A;C;E;:;1;;;S;P;O;O;N;:;1;;;S;T;A;N;D;A;R;D;:;1;;;S;T;R;A;I;G;H;T;:;1;;;T;A;P;E;:;4;;;T;E;M;P;E;R;A;T;U;R;E;:;1;;;T;E;S;T;:;1;;;T;I;M;E;:;1;;;T;R;E;A;D;:;1;;;W;A;T;E;R;:;1;;;W;E;I;G;H;T;:;6;;;W;H;I;S;K;Y;:;2;;;Y;A;R;D;:;4	3050
1507	FRUIT	FRUIT	8264	51	99	A;P;P;L;E;:;1;9;;;A;P;P;L;E;S;:;1;;;B;A;N;A;N;A;:;1;;;B;A;S;K;E;T;:;2;;;B;I;T;T;E;R;:;1;;;B;O;D;Y;:;1;;;B;O;W;L;:;1;;;C;A;K;E;:;2;;;C;H;E;R;R;Y;:;1;;;C;H;O;P;:;1;;;C;O;C;K;T;A;I;L;:;2;;;C;R;E;A;M;:;2;;;D;E;L;I;C;I;O;U;S;:;1;;;F;O;O;D;:;1;;;F;R;E;S;H;:;1;;;G;O;L;D;E;N;:;1;;;G;R;E;E;N;:;1;;;G;U;M;:;2;;;G;U;M;S;:;2;;;H;O;T;:;1;;;J;A;M;:;1;;;J;U;I;C;E;:;9;;;J;U;I;C;Y;:;2;;;L;E;M;O;N;:;2;;;L;U;S;C;I;O;U;S;:;1;;;M;A;C;H;I;N;E;:;3;;;M;E;L;O;N;:;1;;;N;U;T;:;1;;;N;U;T;S;:;1;;;O;R;A;N;G;E;:;6;;;P;E;A;C;H;:;1;;;P;E;A;R;:;3;;;P;I;E;:;1;;;P;I;N;E;A;P;P;L;E;:;1;;;P;L;U;M;S;:;1;;;Q;U;E;E;R;:;1;;;R;A;S;P;B;E;R;R;Y;:;1;;;R;I;P;E;:;1;;;S;A;L;A;D;:;4;;;S;A;U;C;E;:;1;;;S;H;O;P;:;1;;;S;Q;U;A;S;H;:;1;;;S;T;A;L;L;:;1;;;S;T;R;A;W;B;E;R;R;I;E;S;:;1;;;S;U;M;M;E;R;:;1;;;T;A;R;T;:;1;;;T;R;E;E;:;3;;;T;R;O;U;B;L;E;S;:;1;;;V;E;G;.;:;1;;;V;E;G;E;T;A;B;L;E;:;1;;;W;A;T;E;R;:;1	21293
1508	KING	KING	11342	27	97	B;E;E;:;1;;;C;A;R;D;:;1;;;C;A;R;D;S;:;1;;;C;A;S;T;L;E;:;1;;;C;H;A;I;R;:;1;;;C;H;A;R;L;E;S;:;2;;;C;H;E;S;S;:;1;;;C;H;R;I;S;T;:;1;;;C;O;L;E;:;2;;;C;O;U;N;T;R;Y;:;1;;;C;R;O;S;S;:;1;;;C;R;O;W;N;:;4;;;D;A;Y;:;1;;;G;E;O;R;G;E;:;2;;;J;U;D;G;E;:;1;;;K;O;N;G;:;1;8;;;L;O;U;I;S;:;1;;;M;A;K;E;R;:;2;;;M;E;:;1;;;M;O;N;A;R;C;H;Y;:;1;;;O;R;D;E;R;:;1;;;P;I;N;:;3;;;Q;U;E;E;N;:;4;4;;;R;O;A;D;:;1;;;S;I;Z;E;:;1;;;S;N;O;W;:;1;;;T;H;R;O;N;E;:;2	1495
1509	MOSQUITO	MOSQUITO	13277	28	99	A;E;R;O;P;L;A;N;E;:;1;;;A;F;R;I;C;A;:;1;;;B;I;T;E;:;1;6;;;B;I;T;E;S;:;1;;;B;U;G;:;1;;;B;U;Z;Z;:;3;;;D;E;A;T;H;:;2;;;D;I;S;E;A;S;E;:;2;;;F;L;I;E;S;:;1;;;F;L;Y;:;1;4;;;G;N;A;T;:;2;;;G;U;N;:;1;;;I;N;S;E;C;T;:;6;;;I;R;R;I;T;A;T;I;O;N;:;1;;;M;A;L;A;R;I;A;:;7;;;M;I;D;G;E;:;1;;;N;E;T;:;2;3;;;N;E;T;S;:;1;;;P;E;S;T;:;1;;;P;L;A;N;E;:;3;;;S;L;A;U;G;H;T;E;R;:;1;;;S;L;E;E;P;:;1;;;S;P;O;T;S;:;1;;;S;P;R;A;Y;:;1;;;S;T;I;N;G;:;3;;;S;W;A;M;P;:;1;;;T;S;E;T;S;E;:;2;;;W;A;S;P;:;1	3644
151	RAZOR	RAZOR	16596	21	98	B;A;R;B;E;R;:;1;;;B;E;A;R;D;:;5;;;B;E;A;R;D;S;:;1;;;B;I;L;L;:;1;;;B;L;A;D;E;:;3;1;;;B;L;O;O;D;:;1;;;B;R;I;G;H;T;:;1;;;C;A;T;:;1;;;C;U;T;:;7;;;C;U;T;S;:;1;;;C;U;T;T;I;N;G;:;1;;;E;D;G;E;:;8;;;K;N;I;F;E;:;1;;;M;O;R;N;I;N;G;:;1;;;N;A;V;E;L;:;1;;;O;U;C;H;:;1;;;S;H;A;R;P;:;2;3;;;S;H;A;V;E;:;8;;;S;H;O;P;:;1;;;S;L;A;S;H;:;1;;;T;H;R;O;A;T;:;2	7331
1510	CHIN	CHIN	3682	33	99	-;C;H;I;N;:;2;;;A;N;A;T;O;M;Y;:;1;;;B;E;A;R;D;:;1;0;;;B;O;D;Y;:;1;;;B;O;N;E;:;2;;;B;O;X;I;N;G;:;1;;;B;R;I;S;T;L;E;S;:;1;;;C;H;I;:;1;;;C;H;I;N;E;S;E;:;1;;;C;L;E;F;T;:;1;;;C;U;P;:;1;;;D;O;U;B;L;E;:;9;;;F;A;C;E;:;1;0;;;F;O;R;E;H;E;A;D;:;1;;;G;O;O;D;-;B;Y;E;:;1;;;G;R;I;N;:;1;;;H;I;T;:;1;;;H;U;R;T;:;1;;;J;A;W;:;2;;;M;O;U;T;H;:;4;;;N;E;C;K;:;3;;;N;O;S;E;:;1;5;;;P;I;N;K;:;1;;;P;O;I;N;T;E;D;:;1;;;R;E;S;T;:;2;;;S;H;A;V;E;:;1;;;S;Q;U;A;R;E;:;1;;;S;T;I;C;K; ;O;U;T;:;1;;;S;T;R;A;P;:;5;;;S;T;R;O;N;G;:;1;;;S;T;U;B;B;L;E;:;2;;;U;P;:;7;;;W;A;G;:;7	16202
1511	ROOSTER	ROOSTER	17319	0	0		8135
1514	HEN	HEN	9662	26	99	C;H;I;C;K;:;3;;;C;H;I;C;K;E;N;:;1;6;;;C;H;I;C;K;S;:;1;;;C;L;U;C;K;:;1;;;C;O;C;K;:;1;5;;;C;O;M;B;:;1;;;C;O;O;P;:;1;;;C;O;W;:;1;;;C;R;O;W;:;1;;;D;U;C;K;:;1;;;E;G;G;:;2;0;;;E;G;G;S;:;4;;;G;O;O;S;E;:;2;;;H;O;U;N;D;:;1;;;H;O;U;S;E;:;5;;;L;A;D;Y;:;1;;;L;A;Y;:;1;;;N;E;C;K;:;1;;;P;A;C;K;E;D;:;1;;;P;E;C;K;:;6;;;P;E;C;K;E;D;:;8;;;P;E;N;:;2;;;P;L;U;C;K;:;1;;;P;O;U;L;T;R;Y;:;1;;;R;U;N;:;2;;;W;O;M;E;N;:;2	22846
1515	TEN	TEN	20468	41	98	B;O;T;T;L;E;S;:;1;;;C;I;G;A;R;E;T;T;E;:;1;;;C;L;O;C;K;:;1;;;D;E;C;I;M;A;L;:;2;;;D;O;Z;E;N;:;1;;;E;L;E;V;E;N;:;1;1;;;F;I;F;T;E;E;N;:;1;;;H;O;U;R;S;:;1;;;H;U;N;D;R;E;D;:;1;;;L;I;T;T;L;E;:;1;;;M;A;N;Y;:;1;;;M;A;R;K;S;:;1;;;M;E;N;:;1;;;M;I;N;U;T;E;S;:;3;;;M;O;N;E;Y;:;1;;;N;I;G;G;E;R;:;1;;;N;I;G;G;E;R;S;:;2;;;N;I;G;H;T;:;1;;;N;I;N;E;:;1;2;;;N;O;U;G;H;T;:;1;;;N;U;M;B;E;R;:;5;;;O;&;#;3;9;;;C;L;O;C;K;:;2;;;O;N;E;:;1;;;P;A;S;T;:;1;;;P;E;N;C;E;:;1;;;P;E;O;P;L;E;:;1;;;P;I;N;:;1;;;P;O;U;N;D;S;:;1;;;S;C;O;R;E;:;2;;;S;E;V;E;N;:;1;;;S;H;I;L;L;I;N;G;S;:;2;;;T;E;N;:;2;;;T;H;E;N;:;2;;;T;H;O;U;S;A;N;D;:;8;;;T;H;R;E;E;:;1;;;T;I;M;E;S;:;1;;;T;O;:;2;;;T;O;N;:;2;;;T;W;E;L;V;E;:;3;;;T;W;E;N;T;Y;:;1;3;;;T;W;O;:;1	11634
1517	WASP	WASP	22442	19	100	A;E;R;O;P;L;A;N;E;:;1;;;B;E;E;:;2;4;;;F;E;A;R;:;1;;;F;E;L;L;O;W;:;1;;;F;L;O;W;E;R;:;1;;;F;L;Y;:;1;;;H;O;R;N;E;T;:;1;;;I;N;S;E;C;T;:;2;;;J;A;M;:;1;;;M;E;T;H;S;:;1;;;N;E;S;T;:;1;;;P;A;I;N;:;1;;;R;U;G;B;Y;:;2;;;S;T;I;N;G;:;5;5;;;S;T;R;I;P;E;:;1;;;S;T;R;I;P;E;D;:;1;;;S;T;U;N;G;:;1;;;S;U;M;M;E;R;:;1;;;Y;E;L;L;O;W;:;3	13828
