CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AUDITORY_MEAN	ENGLISH_GUSTATORY_MEAN	ENGLISH_HAPTIC_MEAN	ENGLISH_INTEROCEPTIVE_MEAN	ENGLISH_OLFACTORY_MEAN	ENGLISH_VISUAL_MEAN	ENGLISH_FOOT_ACTION_MEAN	ENGLISH_HAND_ACTION_MEAN	ENGLISH_HEAD_ACTION_MEAN	ENGLISH_MOUTH_ACTION_MEAN	ENGLISH_TORSO_ACTION_MEAN	ENGLISH_PERCEPTUAL_STRENGTH_MAX	ENGLISH_PERCEPTUAL_STRENGTH_AGGREGATED	ENGLISH_PERCEPTUAL_EXCLUSIVITY	ENGLISH_PERCEPTUAL_DOMINANT	ENGLISH_ACTION_STRENGTH_MAX	ENGLISH_ACTION_STRENGTH_AGGREGATED	ENGLISH_ACTION_EXCLUSIVITY	ENGLISH_ACTION_DOMINANT	ENGLISH_SENSORIMOTOR_STRENGTH_MAX	ENGLISH_SENSORIMOTOR_STRENGTH_AGGREGATED	ENGLISH_SENSORIMOTOR_EXCLUSIVITY	ENGLISH_SENSORIMOTOR_DOMINANT	ENGLISH_PERCEPTUAL_KNOWN_PERCENTAGE	ENGLISH_ACTION_KNOWN_PERCENTAGE	ENGLISH_PERCEPTUAL_AOA_MEAN	ENGLISH_ACTION_AOA_MEAN	LINE_IN_SOURCE
1774	STINGY	STINGY	1.5625	0.625	1.5	1.75	0.6875	2.125	0.615384615	1.384615385	3.615384615	1.846153846	0.615384615	2.125	2.832024638	0.181818182	Visual	3.615384615	3.841049639	0.371428571	Head	3.615384615	4.297770912	0.183745583	Head	1	0.8125	36.26666667	37.76923077	32777
1775	TABLE	DESK	0.375	0	3	0.0625	0.0625	4.875	1.235294118	2.705882353	2	0.352941176	1.705882353	4.875	5.228232101	0.582089552	Visual	2.705882353	3.261852366	0.294117647	Hand_arm	4.875	5.621175279	0.297709924	Visual	1	1	39.0625	39.17647059	8986
1776	SHAME	SHAME	1.305555556	0.25	0.472222222	3.222222222	0.388888889	1.555555556	0.684210526	0.947368421	3.052631579	1.473684211	1.052631579	3.222222222	3.409216833	0.413127413	Interoceptive	3.052631579	3.239088465	0.328467153	Head	3.222222222	4.19091066	0.206333097	Interoceptive	1	1	36.75	35.73684211	30477
1777	RESEMBLE	LOOK ALIKE	0.789473684	0	0.263157895	0.473684211	0.052631579	4.631578947	0.8	1.15	3.3	1.25	0.75	4.631578947	4.641142159	0.745762712	Visual	3.3	3.42975258	0.351724138	Head	4.631578947	5.196397996	0.344086022	Visual	1	1	40.47368421	35.45	20296
1778	APPROACH	APPROACH	1.944444444	0.444444444	1.166666667	0.888888889	0.555555556	2.944444444	3.941176471	1.705882353	2.176470588	1.235294118	1.823529412	2.944444444	3.2843718	0.314685315	Visual	3.941176471	4.387164169	0.248648649	Foot_leg	3.941176471	4.930635613	0.185731644	Foot_leg	1	1	36.77777778	40.64705882	1470
1779	DARE	DARE	1.277777778	0.111111111	0.055555556	1.166666667	0.055555556	2	1.2	1.3	2.7	2.95	1.15	2	2.268630555	0.416666667	Visual	2.95	3.703606175	0.193548387	Mouth	2.95	3.968019492	0.207239459	Mouth	0.947368421	1	34.38888889	35.25	8158
178	RIPE	RIPE	0.636363636	3.227272727	2.909090909	0.454545455	2.590909091	3.318181818	0.272727273	2.545454545	2.181818182	2.636363636	0.409090909	3.318181818	4.827593339	0.21799308	Visual	2.636363636	3.564559765	0.293785311	Mouth	3.318181818	5.403859161	0.143776824	Visual	1	1	35.04545455	37.09090909	28957
1780	BILE	BILE	0.277777778	1.722222222	0.222222222	1.944444444	1.277777778	2.166666667	0.052631579	0.052631579	0.736842105	3.052631579	1.736842105	2.166666667	2.914231612	0.255474453	Visual	3.052631579	3.242336899	0.53271028	Mouth	3.052631579	3.889379412	0.226540075	Mouth	0.947368421	1	38.55555556	37.73684211	2954
1781	THUMB	THUMB	0.257142857	0.2	3.314285714	0.6	0.085714286	3.428571429	0.085714286	4.342857143	1.571428571	0.342857143	0.085714286	3.428571429	4.253410453	0.423913043	Visual	4.342857143	4.411096089	0.662222222	Hand_arm	4.342857143	5.460104306	0.29740519	Hand_arm	1	0.921052632	34.73529412	40.14285714	34693
1782	GUEST	GUEST	2.371428571	0	0.971428571	0.228571429	0.342857143	3.228571429	1.210526316	1.421052632	2.421052632	1.473684211	1.157894737	3.228571429	3.633197822	0.452	Visual	2.421052632	2.867873856	0.164383562	Head	3.228571429	4.151406577	0.217748479	Visual	1	1	36.31428571	40.05263158	15173
1783	PAIN	PAIN	1.590909091	0.227272727	2.863636364	4.272727273	0.181818182	2.045454545	3.7	3.75	4.15	3.55	3.8	4.272727273	4.850069518	0.365853659	Interoceptive	4.15	6.498789715	0.031662269	Head	4.272727273	7.297144413	0.135767084	Interoceptive	1	1	37.5	40.4	24296
1784	WANT	WANT	0.8125	0.6875	0.75	3.375	0.9375	2.375	0.578947368	1.210526316	3.578947368	1.789473684	1.105263158	3.375	3.778526657	0.300699301	Interoceptive	3.578947368	3.800430575	0.363057325	Head	3.578947368	4.774483755	0.174411933	Head	1	1	33.5	37	38447
1787	LOOM	LOOM	1.3125	0.1875	1.875	0.8125	0.5625	3.6875	1.210526316	1.789473684	1.526315789	0.210526316	0.842105263	3.6875	3.908661178	0.414814815	Visual	1.789473684	2.268014959	0.283018868	Hand_arm	3.6875	4.148221264	0.249706642	Visual	0.888888889	0.904761905	33.3125	37.10526316	20309
1788	TELEVISION	TELEVISION	4.470588235	0.176470588	1.235294118	0	0	4.647058824	0.333333333	1.833333333	4.5	0.444444444	0.277777778	4.647058824	5.764932495	0.441340782	Visual	4.5	4.601532241	0.571428571	Head	4.647058824	6.611699791	0.259347073	Visual	1	1	40.47058824	35.72222222	34293
1789	AGE	AGE	2.25	1.25	1.8125	2.25	1.0625	3.8125	2.428571429	2.380952381	3.428571429	2.238095238	2.238095238	3.8125	4.436193658	0.221105528	Visual	3.428571429	4.49044619	0.093632959	Head	3.8125	5.623638431	0.109336173	Visual	1	1	37.6875	38.71428571	624
179	RIPEN	RIPEN	0.411764706	2.058823529	1.235294118	0.235294118	1.588235294	2.705882353	0	0.222222222	0.944444444	0.388888889	0.055555556	2.705882353	3.255821515	0.3	Visual	0.944444444	0.969896178	0.586206897	Head	2.705882353	3.28426253	0.27480916	Visual	0.944444444	0.9	38.52941176	31.94444444	28958
1790	LICENSE PLATE	LICENSE PLATE	0.1	0.05	1.95	0.15	0.35	4.2	0.227272727	1	3.409090909	0.181818182	0.181818182	4.2	4.336524113	0.610294118	Visual	3.409090909	3.438204534	0.645454545	Head	4.2	4.962304887	0.351694915	Visual	1	1	31.5	35.09090909	19883
1791	BUTTERFLY	BUTTERFLY	0.1875	0.125	1.25	0.5625	0	4.5625	0.4	1.25	2.35	0.25	0.3	4.5625	4.596508093	0.682242991	Visual	2.35	2.46827238	0.461538462	Head	4.5625	4.822465967	0.406006674	Visual	1	1	36.0625	39.4	4344
1792	PERJURY	PERJURY	3.588235294	0.117647059	0.117647059	0.411764706	0.117647059	2.352941176	0.210526316	0.263157895	1.684210526	2.631578947	0.263157895	3.588235294	3.89961524	0.51754386	Auditory	2.631578947	2.845818553	0.479166667	Mouth	3.588235294	4.350633248	0.295155345	Auditory	0.944444444	0.95	34.17647059	33.21052632	24968
1793	BAT	BAT	1.947368421	0.052631579	2.578947368	0.157894737	0.105263158	4.052631579	0.52173913	2.608695652	1.695652174	0.217391304	0.434782609	4.052631579	4.499627085	0.449704142	Visual	2.608695652	2.838201999	0.436507937	Hand_arm	4.052631579	4.848313765	0.278299634	Visual	1	1	34.5	36.2173913	2525
1796	SLAUGHTER	SLAUGHTER	2.1	0.3	1.25	0.9	1.05	3.45	1.947368421	3.631578947	2.684210526	1.105263158	1.736842105	3.45	3.784223022	0.348066298	Visual	3.631578947	4.330462907	0.227488152	Hand_arm	3.631578947	5.134991358	0.165295731	Hand_arm	1	1	38.4	35.63157895	31206
1797	HEDGEHOG	HEDGEHOG	1.052631579	0.052631579	2.368421053	0.157894737	0.421052632	3.947368421	0.315789474	2.105263158	2.684210526	0	0.105263158	3.947368421	4.236516868	0.486842105	Visual	2.684210526	3.061798383	0.515151515	Head	3.947368421	4.713804097	0.298804781	Visual	0.95	0.95	35.83333333	38.68421053	15822
1798	GUNPOWDER	GUNPOWDER	2.294117647	0.411764706	1.529411765	0.647058824	3.647058824	3.705882353	0.368421053	1.789473684	1.526315789	0.157894737	0.526315789	3.705882353	4.868529432	0.269230769	Visual	1.789473684	2.116854917	0.373493976	Hand_arm	3.705882353	4.998432678	0.21368637	Visual	0.944444444	1	37.05882353	38.57894737	15247
1799	HYENA	HYENA	3.117647059	0.176470588	1.352941176	0.470588235	0.764705882	3.764705882	0.157894737	0.210526316	3.105263158	0.421052632	0.105263158	3.764705882	4.425833952	0.37195122	Visual	3.105263158	3.108339482	0.75	Head	3.764705882	4.88714299	0.26814882	Visual	0.944444444	1	38.70588235	38.78947368	16677
18	EARLOBE	EARLOBE	0.470588235	0.117647059	3.411764706	0.176470588	0.235294118	4	0.043478261	1.304347826	3.782608696	0.173913043	0.043478261	4	4.700222976	0.461538462	Visual	3.782608696	3.833739102	0.699186992	Head	4	5.430919677	0.287546468	Visual	1	1	37.41176471	35	10642
1800	DANDELION	DANDELION	0.047619048	0.380952381	2.714285714	0.238095238	2.523809524	4.285714286	0.380952381	1.714285714	2.238095238	0.333333333	0.142857143	4.285714286	4.860954028	0.41588785	Visual	2.238095238	2.537768689	0.435643564	Head	4.285714286	5.081372336	0.282539683	Visual	1	1	34.66666667	36.42857143	8144
1801	CHILD (DESCENDANT)	OFFSPRING	2.823529412	0.117647059	1.529411765	0.588235294	0.529411765	4.117647059	0.631578947	1.421052632	2.052631579	1.105263158	1.210526316	4.117647059	4.582921101	0.412121212	Visual	2.052631579	2.46038947	0.221311475	Head	4.117647059	4.808057354	0.248032252	Visual	1	1	34.11764706	37.21052632	23523
1802	SCREW	SCREW	1	0.1	2.85	0.35	0.05	3.75	0.85	3.15	2	1	1.05	3.75	4.252985215	0.456790123	Visual	3.15	3.476788583	0.285714286	Hand_arm	3.75	4.918066377	0.229102167	Visual	1	1	37.3	35.9	29886
1803	WOOD	WOOD	0.578947368	0.315789474	3.368421053	0.368421053	1.894736842	4.263157895	1.35	2.75	2.5	0.35	0.5	4.263157895	4.970189535	0.365853659	Visual	2.75	3.39266368	0.322147651	Hand_arm	4.263157895	5.449427806	0.216418987	Visual	1	1	35.26315789	35.75	39288
1804	BOMB	BOMB	2.470588235	0	0.705882353	0.411764706	0.176470588	3.176470588	1.444444444	1.722222222	1.777777778	0.833333333	1.722222222	3.176470588	3.623038984	0.457627119	Visual	1.777777778	2.688264988	0.125925926	Head	3.176470588	4.061244364	0.219959267	Visual	1	1	39.29411765	37.66666667	3515
1805	INJECTION	INJECTION	0.393939394	0.121212121	3.303030303	2.181818182	0.272727273	3.606060606	1.55	3.1	1.8	0.6	1.25	3.606060606	4.537100706	0.352760736	Visual	3.1	3.462622668	0.301204819	Hand_arm	3.606060606	5.12883197	0.191698616	Visual	0.970588235	1	35.1875	35.7	17986
1806	BEGIN	BEGIN	1.647058824	0	0.647058824	0.470588235	0.058823529	2	1.047619048	1.333333333	1.571428571	1.142857143	0.80952381	2	2.341859657	0.414634146	Visual	1.571428571	2.112235475	0.129032258	Head	2	2.813341803	0.186422977	Visual	1	1	40.52941176	36.04761905	2724
1807	AFTERNOON	AFTERNOON	1.15	0.45	0.5	1.7	0.55	3.05	1.315789474	1.052631579	2.842105263	1.315789474	1.315789474	3.05	3.276943663	0.351351351	Visual	2.842105263	3.139951849	0.228187919	Head	3.05	4.0442324	0.17058011	Visual	1	1	38.4	35.63157895	607
1808	PUS	PUS	0.111111111	0.333333333	2.055555556	1.444444444	1.555555556	3.222222222	0.647058824	1.764705882	2.470588235	0.882352941	0.705882353	3.222222222	3.658234031	0.356687898	Visual	2.470588235	2.797157086	0.281818182	Head	3.222222222	4.137747071	0.20477522	Visual	0.9	0.85	37.16666667	34.41176471	27036
1809	PIMPLE	PIMPLE	0.176470588	0	3.882352941	0.705882353	0	4.411764706	1.105263158	2	3.789473684	1.421052632	1.368421053	4.411764706	5.250491154	0.480769231	Visual	3.789473684	4.1055169	0.277173913	Head	4.411764706	5.980896023	0.233913329	Visual	1	1	37.94117647	39.84210526	25356
181	ANTEATER	ANTEATER	1.411764706	0.117647059	1.411764706	0.235294118	0.764705882	4	0.375	0.9375	3.375	0.4375	0.3125	4	4.123038157	0.488888889	Visual	3.375	3.403753817	0.563218391	Head	4	4.784493958	0.290189613	Visual	1	0.941176471	34.88235294	33.6875	1223
1810	DANGER	DANGER	2.705882353	0.588235294	1.235294118	4.058823529	0.941176471	3.882352941	1.05	1.3	3.05	1.3	1.2	4.058823529	5.29096399	0.25877193	Interoceptive	3.05	3.29126093	0.253164557	Head	4.058823529	5.685353625	0.162848468	Interoceptive	1	1	33.82352941	40.7	8149
1812	TRY	TRY	1.3	0.75	0.7	1.65	0.25	2.5	2.578947368	3.210526316	3.578947368	2.105263158	2.526315789	2.5	2.847761657	0.314685315	Visual	3.578947368	4.953456405	0.105263158	Head	3.578947368	5.249191097	0.157397039	Head	1	1	38.1	36.31578947	35576
1813	TASTY	TASTY	0.105263158	4.631578947	0.157894737	1	1.526315789	1.421052632	0	0.25	1.6	4.8	0.55	4.631578947	4.744276824	0.511904762	Gustatory	4.8	4.861111026	0.666666667	Mouth	4.8	6.051910278	0.299212598	Mouth	1	1	35.78947368	39.85	34118
1814	ACCUSE	ACCUSE	3.647058824	0.235294118	0.117647059	1.235294118	0.176470588	1.588235294	0	0.428571429	2.904761905	2.952380952	0.19047619	3.647058824	3.789563413	0.504201681	Auditory	2.952380952	3.692107697	0.455882353	Mouth	3.647058824	4.713957029	0.270629807	Auditory	1	1	34.82352941	42.57142857	237
1815	ACHE	ACHE	1	0.0625	1.1875	4.375	0.0625	1.0625	2.736842105	3.052631579	3.210526316	2.578947368	2.684210526	4.375	4.441459799	0.556451613	Interoceptive	3.210526316	4.912208123	0.044280443	Head	4.375	5.907328726	0.195905559	Interoceptive	1	1	36	40.15789474	247
1816	BESIDE	BESIDE	0.578947368	0	1.210526316	0.157894737	0.210526316	4.052631579	0.6	0.75	1.45	0.45	0.65	4.052631579	4.092448825	0.652542373	Visual	1.45	1.594282982	0.256410256	Head	4.052631579	4.171560415	0.4008329	Visual	1	1	36.84210526	37.05	2839
1817	WEST	WEST	0.4	0.1	0.25	0.4	0.05	2.9	1.238095238	1.19047619	2.238095238	0.571428571	0.80952381	2.9	2.905725905	0.695121951	Visual	2.238095238	2.49400717	0.275590551	Head	2.9	3.421280985	0.280854059	Visual	1	1	37.85	37.66666667	38803
1818	ADJUDICATE	ADJUDICATE	2.769230769	0	0.153846154	0.615384615	0	1.846153846	0.071428571	0.714285714	2.5	2.285714286	0.142857143	2.769230769	3.028074756	0.514285714	Auditory	2.5	3.034215771	0.425	Head	2.769230769	3.819007641	0.24950495	Auditory	0.8125	0.823529412	45.23076923	37.14285714	392
1819	LOOK	LOOK	0	0	0	0.055555556	0	4.222222222	0.35	0.4	4.55	0.55	0.5	4.222222222	4.222225428	0.987012987	Visual	4.55	4.556403253	0.661417323	Head	4.55	5.538191811	0.428123366	Head	1	1	33.55555556	39.8	20294
182	SPOKE	SPOKE	3.411764706	0.294117647	0.588235294	1.117647059	0.294117647	2.411764706	0.526315789	0.894736842	1.578947368	3.052631579	0.684210526	3.411764706	3.811971128	0.384057971	Auditory	3.052631579	3.225734902	0.375	Mouth	3.411764706	4.46402888	0.209879116	Auditory	0.944444444	1	38.76470588	39	32220
1820	BEAR	BEAR	3.263157895	0.368421053	1.526315789	0.368421053	0.631578947	4.315789474	1.142857143	1.142857143	2.285714286	1.047619048	0.952380952	4.315789474	4.919243096	0.376884422	Visual	2.285714286	2.56828933	0.202898551	Head	4.315789474	5.142326837	0.231583591	Visual	1	1	32.47368421	33.95238095	2609
1821	BRUSH	BRUSH	1.277777778	0.222222222	3.388888889	1.111111111	0.222222222	3.277777778	0.368421053	3.631578947	2.368421053	1.157894737	0.526315789	3.388888889	4.265630852	0.333333333	Haptic	3.631578947	3.977546475	0.405228758	Hand_arm	3.631578947	5.199211051	0.194236215	Hand_arm	1	1	38.72222222	31.26315789	4081
1823	BORROW	BORROW	1.263157895	0	1.263157895	0.157894737	0.210526316	2.210526316	0.315789474	2.473684211	2.052631579	1.473684211	0.315789474	2.210526316	2.45772931	0.432989691	Visual	2.473684211	3.001797047	0.325396825	Hand_arm	2.473684211	3.47310818	0.210762332	Hand_arm	1	0.95	43.31578947	36.05263158	3653
1824	DEXTEROUS	DEXTEROUS	0.5	0	2.25	0.875	0	2.75	1.266666667	4.333333333	1.133333333	1.133333333	0.6	2.75	3.206964709	0.431372549	Visual	4.333333333	4.423055191	0.440944882	Hand_arm	4.333333333	4.925735703	0.291970803	Hand_arm	0.842105263	0.882352941	37	35.4	9164
1825	COPPER	COPPER	0.555555556	0.222222222	2.944444444	0.388888889	1	4.444444444	0.368421053	2.263157895	2.315789474	0.210526316	0.210526316	4.444444444	4.856739229	0.441860465	Visual	2.315789474	2.887684733	0.392156863	Head	4.444444444	5.175625074	0.28369906	Visual	1	1	38.11111111	38.78947368	7131
1826	ANGRY	ANGRY	2.205128205	0.051282051	0.615384615	4.153846154	0.179487179	2.641025641	0.619047619	1.142857143	3.19047619	2.095238095	1.095238095	4.153846154	4.65785584	0.416666667	Interoceptive	3.19047619	3.549452352	0.315789474	Head	4.153846154	5.262910003	0.228059458	Interoceptive	0.951219512	1	33.31578947	37	1146
1828	ASK (REQUEST)	REQUEST	3.611111111	0.277777778	0.611111111	0.833333333	0.333333333	2.388888889	0.5	0.85	2.1	2.85	0.5	3.611111111	3.949097054	0.413793103	Auditory	2.85	3.216395346	0.345588235	Mouth	3.611111111	4.560690076	0.224382947	Auditory	1	1	37.66666667	39.85	28456
1829	JUMP	JUMP	1.555555556	0	1.388888889	2.833333333	0	3.944444444	4.85	1.7	1.3	0.3	2.55	3.944444444	4.490660687	0.405714286	Visual	4.85	5.165182832	0.425233645	Foot_leg	4.85	6.112340096	0.237486398	Foot_leg	1	1	35.11111111	39.75	19063
183	BAKE	BAKE	1	3.588235294	1.647058824	0.588235294	4.294117647	3.588235294	0.857142857	3.333333333	2.666666667	1.142857143	1.142857143	4.294117647	5.617346322	0.252	Olfactory	3.333333333	3.906479703	0.270833333	Hand_arm	4.294117647	6.187315052	0.155391121	Olfactory	1	1	35.47058824	42	2269
1830	CRANE	CRANE	1.777777778	0.055555556	1.444444444	0.222222222	0.055555556	4	1.047619048	1.714285714	2.333333333	0.666666667	0.857142857	4	4.172528375	0.522058824	Visual	2.333333333	2.706131758	0.251798561	Head	4	4.521886731	0.278275476	Visual	1	1	36.88888889	37.14285714	7533
1831	MEET	MEET	1.764705882	0.058823529	0.764705882	0.588235294	0.176470588	3.058823529	1.526315789	3.210526316	3.315789474	3.210526316	1.736842105	3.058823529	3.263936251	0.467889908	Visual	3.315789474	4.812170223	0.137651822	Head	3.315789474	5.268124408	0.167783094	Head	1	1	39.41176471	37.26315789	21128
1833	DINNER (SUPPER)	DINNER	1.235294118	4.823529412	2.117647059	1.235294118	3.647058824	4.058823529	1.105263158	2.052631579	2.473684211	4	1.368421053	4.823529412	6.22194528	0.209621993	Gustatory	4	4.509408617	0.263157895	Mouth	4.823529412	6.928284564	0.132239595	Gustatory	1	1	39.23529412	35.31578947	9344
1834	SHE	SHE	2.263157895	0.736842105	2.052631579	1.105263158	1.157894737	3.578947368	0.526315789	0.842105263	2.473684211	1.421052632	1	3.578947368	4.109178244	0.260869565	Visual	2.473684211	2.70303182	0.31092437	Head	3.578947368	4.466989318	0.17791411	Visual	1	1	33.47368421	41.47368421	30535
1835	MARROW	BONE MARROW	0.333333333	0.939393939	0.96969697	1.090909091	0.303030303	1.636363636	1.542857143	1.571428571	1.114285714	0.514285714	1.8	1.636363636	1.956180243	0.252873563	Visual	1.8	2.460975502	0.19650655	Torso	1.8	2.818510558	0.126694512	Torso	0.970588235	0.921052632	37.42424242	37.68571429	3539
1836	VAGINA	VAGINA	0.45	2.65	4.25	2	2	4.55	0.761904762	2.047619048	1.285714286	1.714285714	3.047619048	4.55	5.902715881	0.257861635	Visual	3.047619048	3.543588841	0.258064516	Torso	4.55	6.30094613	0.165608771	Visual	1	1	32.05	37.47619048	37887
1837	VULVA	VULVA	0.133333333	0.666666667	3.133333333	1.666666667	0.933333333	3.466666667	0.8125	1.875	1.125	1.5625	1.5625	3.466666667	4.27567541	0.333333333	Visual	1.875	2.529329056	0.153153153	Hand_arm	3.466666667	4.552419593	0.196801968	Visual	0.882352941	0.888888889	33.2	36.5625	38356
1838	NAVEL	NAVEL	0.133333333	0.133333333	2.866666667	0.466666667	0.333333333	3.933333333	0.1	1.5	1.1	0.35	3.35	3.933333333	4.389127323	0.483050847	Visual	3.35	3.485525254	0.5078125	Torso	3.933333333	5.025197129	0.268691589	Visual	0.9375	1	37.86666667	37.45	22515
1839	CRY	CRY	3.8125	0.5	0.625	3.875	0.0625	4.0625	0.5	1.05	4.35	2.7	1.4	4.0625	5.656833395	0.309178744	Visual	4.35	4.732958323	0.385	Head	4.35	6.596507442	0.186920981	Head	1	1	36.5	35.75	7850
184	MAST	MAST	0.5	0.214285714	2.214285714	0.285714286	0	4.285714286	0.388888889	1.277777778	1.222222222	0.388888889	0.444444444	4.285714286	4.476954491	0.571428571	Visual	1.277777778	1.602788811	0.23880597	Hand_arm	4.285714286	4.544409642	0.381895332	Visual	0.933333333	0.9	41.28571429	32.55555556	20915
1840	BUILD	BUILD	1.529411765	0	2.882352941	0.176470588	0.294117647	3.529411765	1.473684211	3.947368421	2.736842105	0.947368421	1.421052632	3.529411765	4.150899216	0.41958042	Visual	3.947368421	4.463523349	0.285	Hand_arm	3.947368421	5.433883907	0.208435508	Hand_arm	1	1	36.11764706	35.15789474	4156
1841	SUSPECT	SUSPECT	1.529411765	0	0.294117647	1.235294118	0.176470588	2.411764706	0.19047619	0.523809524	2.714285714	1.19047619	0.714285714	2.411764706	2.692603312	0.427083333	Visual	2.714285714	2.810476506	0.473214286	Head	2.714285714	3.468312836	0.247193878	Head	1	1	35.70588235	41.14285714	33658
1842	OBSTINATE	OBSTINATE	1.363636364	0.181818182	0.272727273	1.090909091	0.090909091	1.272727273	0.529411765	1	2.705882353	2.705882353	0.294117647	1.363636364	1.809274617	0.29787234	Auditory	2.705882353	3.442535978	0.333333333	Head	2.705882353	3.601652898	0.227230483	Mouth	0.647058824	0.85	40.36363636	39.23529412	23417
1843	THOUSAND	THOUSAND	0.764705882	0	0.352941176	0.117647059	0	2.411764706	0.388888889	0.722222222	2.833333333	0.666666667	0.277777778	2.411764706	2.439679847	0.661290323	Visual	2.833333333	2.864271425	0.522727273	Head	2.833333333	3.362556127	0.331929556	Head	1	1	36.52941176	39.38888889	34631
1844	BOAT	BOAT	1.894736842	0.263157895	2.157894737	0.421052632	0.631578947	3.631578947	1.428571429	2	1.904761905	0.19047619	1.428571429	3.631578947	4.022576688	0.374269006	Visual	2	2.747866788	0.260273973	Hand_arm	3.631578947	4.411237191	0.215710919	Visual	1	1	37.78947368	36.33333333	3440
1845	BALL	BALL	0.764705882	0.058823529	3.117647059	0.117647059	0	3.823529412	2.19047619	3.904761905	1.904761905	0.523809524	0.666666667	3.823529412	4.425085664	0.485074627	Visual	3.904761905	4.261630542	0.367875648	Hand_arm	3.904761905	5.474225174	0.228712059	Hand_arm	1	1	36.05882353	38.71428571	2297
1846	RULE	RULE	2.444444444	0	0.333333333	0.722222222	0.055555556	2.5	0.65	1.35	1.95	1.4	0.85	2.5	3.129351232	0.412844037	Visual	1.95	2.381571826	0.209677419	Head	2.5	3.534441819	0.203989121	Visual	0.9	1	34.11111111	36.7	29279
1847	SICK	SICK	1.684210526	0.526315789	0.736842105	3.894736842	0.842105263	3.105263158	1.529411765	1.823529412	3.882352941	3.470588235	3.176470588	3.894736842	4.561982781	0.312195122	Interoceptive	3.882352941	5.217253005	0.169491525	Head	3.894736842	6.188069058	0.13652905	Interoceptive	1	1	36.47368421	39.29411765	30835
1848	QUARREL	QUARREL	3.952380952	0	0.523809524	1.523809524	0	3.19047619	1	1.476190476	2.523809524	3.571428571	0.857142857	3.952380952	4.608862669	0.430051813	Auditory	3.571428571	4.050935931	0.287878788	Mouth	3.952380952	5.477882275	0.212276215	Auditory	1	1	34.85714286	35.66666667	27132
1849	ROW	ROW	0.470588235	0.176470588	1.411764706	0.294117647	0.235294118	2.941176471	1.238095238	3.523809524	1.380952381	0.714285714	1.904761905	2.941176471	3.051146778	0.5	Visual	3.523809524	3.815872351	0.320652174	Hand_arm	3.523809524	4.378947416	0.234221874	Hand_arm	1	1	35.35294118	37.23809524	29225
185	FIREPLACE	FIREPLACE	2	0.055555556	1.833333333	0.555555556	2.111111111	4.277777778	0.75	1.4	2.4	0.55	0.9	4.277777778	4.672682152	0.38974359	Visual	2.4	2.615160442	0.308333333	Head	4.277777778	4.931168776	0.250825083	Visual	1	1	33.72222222	35.85	12859
1850	COTTON	COTTON	0.25	0.3	3.8	0.25	0.8	3.6	1.136363636	3.045454545	1.727272727	0.772727273	1.318181818	3.8	4.673828431	0.394444444	Haptic	3.045454545	3.350687315	0.284090909	Hand_arm	3.8	5.188990141	0.208823529	Haptic	1	1	38.45	38.27272727	7304
1851	POCKET	POCKET	0.315789474	0	3.157894737	0.210526316	0	4.105263158	0.473684211	3	1.368421053	0.368421053	0.684210526	4.105263158	4.65268747	0.527027027	Visual	3	3.1085809	0.446428571	Hand_arm	4.105263158	5.075625432	0.3	Visual	1	1	39.89473684	36.84210526	25669
1852	OFTEN	FREQUENTLY	2.055555556	0.666666667	0.666666667	1.444444444	0.333333333	2.666666667	1.05	1.15	1.95	1.25	0.8	2.666666667	3.151201915	0.29787234	Visual	1.95	2.324409223	0.185483871	Head	2.666666667	3.526336476	0.166270784	Visual	1	1	37.83333333	38.4	13797
1853	DOVE	PIGEON	3.529411765	0.352941176	1.235294118	0.294117647	0.764705882	4.588235294	0.368421053	0.789473684	1.842105263	0.315789474	0.210526316	4.588235294	5.228805416	0.398907104	Visual	1.842105263	1.897669813	0.462686567	Head	4.588235294	5.310829387	0.306325823	Visual	0.944444444	0.95	33.70588235	33.21052632	25309
1854	SPARROW	SPARROW	2.842105263	0	0.473684211	0.105263158	0.210526316	4.315789474	0.1875	0.9375	2.90625	0.5	0.1875	4.315789474	4.694517908	0.543046358	Visual	2.90625	2.943736045	0.57615894	Head	4.315789474	5.052373634	0.340734969	Visual	0.904761905	0.941176471	32.89473684	36	31970
1855	BIRCH	BIRCH	0.230769231	0.153846154	1.846153846	0	1.307692308	3.846153846	0.277777778	2	2.166666667	0.166666667	0.111111111	3.846153846	4.029780761	0.520833333	Visual	2.166666667	2.630350984	0.435294118	Head	3.846153846	4.373234148	0.317684433	Visual	0.8125	0.9	35.46153846	39.94444444	3040
1856	SOFT	SOFT	0.684210526	0.368421053	4.526315789	0.842105263	0.315789474	1.947368421	1.222222222	3.388888889	1.722222222	1.222222222	1	4.526315789	4.658805939	0.484848485	Haptic	3.388888889	3.651314925	0.279220779	Hand_arm	4.526315789	5.310890445	0.244233379	Haptic	1	1	37.63157895	39.55555556	31695
1857	CROCODILE	CROCODILE	1.315789474	0.263157895	0.947368421	0.105263158	0.315789474	3.421052632	0.5	0.7	2.25	0.7	0.35	3.421052632	3.509303574	0.520661157	Visual	2.25	2.304873096	0.422222222	Head	3.421052632	3.813578294	0.305084746	Visual	1	1	37.84210526	36.45	7725
