CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	PAVIO_NORMS	ENGLISH_IMAGEABILITY_MEAN	ENGLISH_FAMILIARITY_MEAN	LINE_IN_SOURCE
2758	CAREFUL	CAUTIOUS	0	3.28	5.55	334
281	POST	POLE	674	6.10	5.29	1581
2819	GRASSLAND	MEADOW	562	6.43	5.55	1303
2821	JEALOUS	JEALOUS	0	4.34	5.59	1132
2824	KNUCKLE	KNUCKLE	0	5.31	5.24	1173
2831	PENGUIN	PENGUIN	0	0.00	4.00	1530
2872	IMPROVE (SOMETHING)	IMPROVE	0	2.56	6.18	1062
2904	RINSE	RINSE	0	4.59	5.20	1769
2912	FORWARD	FORWARD	0	2.84	6.36	832
292	RUG	CARPET	0	5.66	5.27	319
2921	THEN	THEN	0	1.38	6.80	2069
2926	HARDLY	HARDLY	0	1.84	5.45	958
2930	BOSS	BOSS	104	5.73	6.14	240
2931	BUSINESS	BUSINESS	0	4.69	6.33	280
2935	CURRENT (STREAM)	CURRENT	0	5.00	5.49	507
2937	FAIRY TALE	TALE	0	3.50	5.33	2042
2940	GATE	GATE	0	0.00	5.76	876
2941	HAPPINESS	HAPPINESS	404	5.13	6.17	954
2945	COUNT (QUANTITY)	QUANTITY	710	3.47	5.92	1669
2946	CRADLE	CRADLE	209	6.23	5.00	485
2947	DAMAGE (INJURY)	INJURY	465	5.70	6.08	1090
2963	NET	NET	0	0.00	5.54	1403
2968	REASON	REASON	0	1.78	6.66	1705
2975	THOUGHT	THOUGHT	846	2.77	6.35	2087
298	SHRIEK	SHRIEK	775	5.73	5.13	1882
2981	ITEM	ITEM	484	3.67	6.08	1130
2982	GIFT	PRESENT	687	4.80	6.09	1616
2987	AMOUNT	AMOUNT	31	2.73	6.31	79
2997	COLORFUL	COLORFUL	0	5.00	6.00	411
3	BRAVE	BRAVE	0	4.13	5.49	251
300	RATTLE	RATTLE	716	6.30	4.74	1700
3002	PRECIOUS	PRECIOUS	0	4.06	5.53	1608
3004	FORMER	FORMER	0	2.25	5.63	830
301	CHIEFTAIN	CHIEF	155	6.07	4.96	357
3020	BREAK (BREAKING)	BREAK	0	3.50	5.59	254
3033	SCARED	AFRAID	0	4.44	6.40	47
3050	SEEDLING	SEEDLING	0	4.41	3.63	1837
3053	TIGHT	TENSE	0	3.59	5.60	2061
3059	MALARIA	MALARIA	550	4.83	3.96	1280
3064	RUST	STAIN	805	5.93	5.59	1960
3069	FALSE	FALSE	0	2.66	6.43	749
307	HAWK	KITE	0	0.00	4.80	1167
3073	MANAGE	MANAGE	0	2.50	5.48	1285
3076	SLOPE	HILLSIDE	420	6.30	5.09	994
3083	BALLOON	BALLOON	0	6.13	5.73	165
3085	CARROT	CARROT	0	0.00	5.50	321
3087	PACIFIER	DUMMY	271	5.83	5.18	631
3089	GIRAFFE	GIRAFFE	0	0.00	4.21	891
3090	GUITAR	GUITAR	0	0.00	5.90	934
3091	LEMON	LEMON	519	6.83	5.35	1208
3092	LIGHTER	LIGHTER	0	0.00	5.69	1222
3096	RACKET	RACKET	0	5.28	5.27	1683
3102	TANK	TANK	834	6.23	5.61	2047
3104	THERMOMETER	THERMOMETER	0	0.00	5.08	2074
3105	UMBRELLA	UMBRELLA	873	6.60	5.78	2156
3112	ERUPT	ERUPT	0	4.53	5.06	694
3120	MOP (SOMETHING)	MOP	0	0.00	4.83	1356
3123	PHOTOGRAPH (SOMETHING)	PHOTOGRAPH	660	6.43	5.85	1552
3135	VACUUM (SOMETHING)	VACUUM	883	4.77	5.27	2182
3138	STRAWBERRY	STRAWBERRY	813	6.80	5.52	1988
3140	VEST	VEST	892	6.37	4.81	2200
3142	BISON	BISON	0	5.56	3.38	214
3153	LORD	LORD	536	4.63	5.50	1250
3168	DOWRY	DOWRY	0	4.44	2.94	614
323	FAT (ORGANIC SUBSTANCE)	FAT	0	5.69	6.53	761
3232	PELT	PELT	649	5.40	3.94	1528
326	CLOAK	CLOAK	0	0.00	4.37	392
3268	QUESTION	QUESTION	0	3.44	6.10	1675
3287	BLOOM	BLOOM	96	5.63	4.75	225
3299	KIND	KIND	0	3.56	6.37	1161
3300	POLITE	POLITE	0	4.13	6.02	1584
3302	QUARREL (VERB)	ARGUE	0	3.91	6.04	118
3333	BELIEF (RELIGIOUS)	BELIEF	83	2.73	5.75	196
336	PADLOCK	PADLOCK	0	5.34	4.27	1505
3365	QUICKLY	QUICKLY	0	3.22	6.27	1679
3376	ROBBER	ROBBER	737	5.67	5.33	1774
3380	HUNTING DOG	HOUND	436	6.27	4.73	1020
3386	SULPHUR	SULPHUR	824	6.03	4.66	2014
3396	BUILDING	BUILDING	120	6.40	6.63	271
3423	DRILL	DRILL	0	0.00	4.88	623
3425	JOKE	JOKE	489	4.27	6.51	1140
3427	DIRECTION	DIRECTION	246	3.83	5.94	574
3452	MUCH	MUCH	0	2.38	6.67	1368
3458	SILENCE	SILENCE	777	4.10	6.18	1886
3468	KINDNESS	KINDNESS	501	4.20	6.06	1162
3471	OBLIGATION (DUTY)	DUTY	273	3.17	5.75	633
3535	BE DEFEATED	DEFEATED	0	3.47	5.83	536
356	SHEARS	SCISSORS	0	6.19	5.96	1824
362	STRING	STRING	816	6.20	6.11	1993
3626	KNOW	KNOW	0	1.84	6.84	1171
3629	HESITATE	HESITATE	0	3.16	5.85	988
3630	PLAN	PLAN	0	3.44	6.08	1563
3634	STUBBORN	STUBBORN	0	3.75	5.83	1997
3644	AGREEMENT	AGREEMENT	21	3.33	5.81	55
367	RIDE	RIDE	0	4.91	6.39	1764
3675	ZEBRA	ZEBRA	0	0.00	3.73	2310
3701	HOLLOW	HOLLOW	0	4.75	5.60	1001
3704	ODOR (SMELL)	ODOR	619	5.13	5.36	1450
3709	BRILLIANT	BRILLIANT	0	4.63	5.27	258
3746	VASE	VASE	0	0.00	4.39	2189
3747	SHAPE	FORM	347	4.30	5.92	827
3761	EMOTIONAL	EMOTIONAL	0	4.44	6.06	668
377	LOUD	LOUD	0	4.25	6.31	1253
379	BLUNT	BLUNT	0	3.81	4.74	229
3797	OSTRICH	OSTRICH	0	0.00	3.98	1482
3803	RASPBERRY	RASPBERRY	0	0.00	5.38	1697
3808	JUNGLE	JUNGLE	0	5.75	4.79	1150
3810	BOULDER	BOULDER	106	6.13	4.44	244
3812	COWARDLY	COWARDLY	0	3.66	5.16	482
3813	DISOBEDIENT	DISOBEDIENT	0	3.56	5.52	589
383	MASTER	MASTER	558	4.97	5.35	1295
3830	WALL	WALL	0	5.84	6.67	2228
3841	WINDMILL	WINDMILL	0	0.00	4.08	2275
3843	BUT	BUT	0	1.38	6.76	284
3847	INTEREST (FEELING)	INTEREST	475	3.13	6.24	1109
3854	SADNESS	SADNESS	743	4.63	5.84	1799
3860	POSSESSIONS	BELONGINGS	84	5.10	5.64	199
3861	FAIL	FAIL	0	3.53	6.47	743
3869	ANXIOUS	ANXIOUS	0	3.44	5.84	102
3870	RUSTY	RUSTY	0	5.34	5.32	1797
3874	KNOWLEDGE	KNOWLEDGE	505	2.97	6.29	1172
3878	DIAMOND	DIAMOND	244	6.67	5.88	566
3882	ROSE	ROSE	0	0.00	5.94	1783
3883	NOISY	NOISY	0	1.38	6.49	1412
3897	NATURE	NATURE	0	5.09	5.39	1390
39	KEEN	KEEN	0	2.72	4.81	1153
3915	PRIDE	PRIDE	691	4.23	6.06	1626
3916	PLEASURE	PLEASURE	670	4.80	6.38	1573
3917	DEVIL	DEVIL	242	5.63	5.14	563
3947	HONEYCOMB	HONEYCOMB	426	6.23	4.45	1005
3948	SHOTGUN	SHOTGUN	774	6.60	4.94	1879
3952	REFRIGERATOR	REFRIGERATOR	722	6.67	5.88	1721
3955	HOSTILITY	HOSTILITY	434	4.23	5.12	1016
3962	DISCIPLINE	DISCIPLINE	249	3.57	5.47	578
3966	CONCEPT	CONCEPT	187	1.93	5.72	436
3967	CONTENT	CONTENTS	191	3.57	6.06	454
3971	METHOD	METHOD	570	2.63	6.04	1318
3972	EXCITED	ENTHUSIASTIC	0	3.81	5.62	685
3973	DEPRESSED	DEPRESSED	0	4.22	5.87	549
3975	NERVOUS	NERVOUS	0	4.37	6.19	1401
3982	BREEZE	BREEZE	114	5.87	5.53	256
3990	LAWN	LAWN	512	6.57	5.51	1195
3994	PIANO (INSTRUMENT)	PIANO	663	6.70	5.96	1555
4005	SUITCASE	SUITCASE	0	0.00	5.92	2012
4010	TOASTER	TOASTER	0	0.00	5.54	2102
4011	TRUCK	TRUCK	867	6.60	6.60	2143
4012	TELESCOPE	TELESCOPE	0	0.00	4.28	2053
4013	AMBULANCE	AMBULANCE	30	6.67	5.39	76
4016	MICROSCOPE	MICROSCOPE	572	6.57	5.08	1323
4019	CIGAR	CIGAR	161	6.80	5.78	368
4020	CLOWN	CLOWN	0	0.00	5.42	398
4023	VIOLIN	VIOLIN	0	0.00	4.46	2212
4025	LANTERN	LANTERN	0	6.06	4.31	1184
4026	SAILBOAT	SAILBOAT	0	0.00	5.37	1801
404	ALCOHOL (FERMENTED DRINK)	ALCOHOL	23	6.47	6.43	58
419	SEVERE	NASTY	0	3.59	5.47	1387
420	FOREST	FOREST	344	6.63	5.58	823
45	EVIL	EVIL	0	4.19	5.78	707
474	DRESS	DRESS	270	6.53	6.35	622
476	CUP	CUP	0	0.00	6.71	505
477	LATE	LATE	0	3.53	6.72	1189
478	LIP	LIP	532	6.57	6.08	1232
482	NOBLE	NOBLE	0	3.53	4.50	1411
487	SHY	TIMID	0	3.81	5.13	2097
491	CENTER	CENTER	0	4.19	5.94	340
501	LIFT	LIFT	0	4.28	5.86	1219
503	FROG	FROG	356	6.73	5.69	849
505	PARENTS	PARENTS	0	6.06	6.63	1513
506	MAIZE	CORN	200	6.47	6.16	469
507	MELON	MELON	0	0.00	4.81	1310
508	PERIOD	PERIOD	0	4.00	6.22	1540
53	SPIRIT	SPIRIT	800	3.43	5.59	1950
533	GLUTTON	GLUTTON	382	5.77	4.10	903
539	NEST	NEST	0	0.00	5.31	1402
541	POETRY	POETRY	673	4.90	5.77	1577
574	TRANSIT	CROSS	0	4.97	5.78	498
578	KISS	KISS	504	6.80	6.34	1166
580	FUR	FUR	360	6.23	5.68	863
581	COME BACK	RETURN	0	2.38	6.22	1754
582	LEND	LEND	0	2.81	6.06	1210
586	GARDEN	GARDEN	366	6.73	5.43	873
587	ANT	ANT	0	0.00	5.21	98
588	BROKEN	BROKEN	0	4.66	6.29	261
593	POTATO	POTATO	681	6.50	6.55	1597
597	PHYSICIAN	PHYSICIAN	661	6.37	5.79	1553
60	OAT	OATS	614	6.07	5.04	1435
600	STRANGE	STRANGE	0	3.47	6.46	1987
606	GRASS	GRASS	390	6.63	6.30	920
610	PORT	HARBOR	0	6.06	4.88	956
613	HIGH TIDE	FLOOD	337	6.33	5.57	808
615	HORSE	HORSE	430	6.80	6.17	1010
616	HOSPITAL	HOSPITAL	432	6.53	6.06	1013
619	ANIMAL	ANIMAL	37	6.10	6.67	91
620	INSECT	INSECT	468	6.10	5.72	1094
621	IRON	IRON	481	6.07	6.11	1122
624	LAKE	LAKE	508	6.67	6.37	1181
625	LAMP	LAMP	0	6.22	6.36	1182
628	LEAF	LEAF	0	0.00	5.98	1199
63	RUMOUR	RUMOUR	0	3.03	5.22	1793
633	MARKET	MARKET	555	6.13	5.27	1291
634	MEAT	MEAT	563	6.63	6.51	1305
637	MOSS	MOSS	592	6.33	4.32	1362
639	MOUNTAIN	MOUNTAIN	594	6.77	6.08	1364
642	MUSIC	MUSIC	0	5.44	6.33	1376
645	OCEAN	OCEAN	618	6.77	5.63	1447
647	PAINT (PIGMENTS)	PAINT	0	5.88	5.88	1506
648	PAPER	PAPER	642	6.30	6.79	1511
65	AMBUSH	AMBUSH	0	0.00	4.76	77
652	PLAIN	PLAIN	667	5.37	5.92	1562
653	PLANT (VEGETATION)	PLANT	669	6.50	6.31	1565
655	POISON	POISON	0	5.25	5.55	1580
661	RELIGION	RELIGION	0	3.91	6.16	1728
666	RIVER	RIVER	736	6.63	6.06	1771
668	ROCK	ROCK	739	6.37	6.34	1776
672	EARLY	EARLY	0	3.44	6.15	640
679	BRIGHT	BRIGHT	0	4.69	6.54	257
683	PERSON	PERSON	658	5.83	6.60	1546
686	EASY	EASY	0	2.53	6.75	644
690	BOTTOM	BOTTOM	0	4.22	6.27	243
691	SEASON	SEASON	757	4.87	6.22	1832
693	FROM	FROM	0	1.72	6.85	850
694	GET	GET	0	1.66	6.67	885
695	GO	GO	0	3.25	6.78	904
698	WISE	WISE	0	3.47	5.81	2281
699	SAD	SAD	0	4.19	6.47	1798
700	CARRY	CARRY	0	3.47	6.14	322
701	SLOW	SLOW	0	3.66	6.47	1914
704	CLEAN	CLEAN	0	4.63	6.85	384
706	DARK	DARK	0	5.63	6.57	516
710	WHEEL	WHEEL	0	0.00	6.12	2255
711	TALL	TALL	0	4.63	6.42	2046
712	RICH	RICH	0	4.53	6.40	1762
713	STEAL	STEAL	0	4.38	6.15	1970
715	SHOUT	SHOUT	0	4.63	6.38	1881
717	SWEET	SWEET	0	4.72	6.38	2031
719	FIND	FIND	0	2.81	6.37	784
72	CLAW	CLAW	166	6.33	4.85	383
721	LOW	LOW	0	3.59	6.20	1256
728	FIRST	FIRST	0	2.94	6.69	792
729	DAWN	DAWN	222	6.37	5.55	517
730	SNAKE	SNAKE	788	6.90	5.69	1923
731	BEVERAGE	BEVERAGE	87	5.87	6.06	206
734	MAKE	MAKE	0	2.53	6.82	1277
740	SHIP	SHIP	770	6.67	5.84	1873
75	DISGRACE	DISGRACE	0	3.66	5.50	587
753	PUPIL (STUDENT)	STUDENT	818	6.27	6.83	1998
762	OUTSIDE	OUTSIDE	0	4.00	6.47	1491
763	SKIN	SKIN	782	6.43	6.43	1902
765	MOVE	MOVE	0	3.19	6.45	1367
767	CORPSE	CORPSE	202	6.50	4.46	471
769	ROOF	ROOF	0	0.00	5.92	1780
771	HAT	HAT	0	0.00	6.18	965
773	HAVE	HAVE	0	1.61	6.88	967
774	CABBAGE	CABBAGE	0	5.75	5.50	293
775	TRUMPET	TRUMPET	868	6.60	5.10	2145
78	THAT	THAT	0	1.25	6.96	2066
780	OUR	OUR	0	2.66	6.86	1483
783	VICTORY	VICTORY	895	4.93	5.92	2206
784	SNOW	SNOW	0	6.34	6.85	1925
785	STRONG	STRONG	0	4.56	6.43	1994
789	PEOPLE	PEOPLE	0	5.72	6.85	1532
803	ANKLE	ANKLE	39	6.77	5.64	93
811	SOUL	SOUL	793	2.13	5.85	1939
812	SLAVE	SLAVE	785	6.23	4.69	1907
813	DO	DO	0	1.41	6.73	596
817	THEY	THEY	0	2.34	6.96	2075
819	STOMACH	STOMACH	0	5.34	6.00	1979
82	ANGER	ANGER	35	4.87	5.77	88
824	WITCH	WITCH	0	0.00	5.06	2285
837	BLUE	BLUE	0	5.88	6.59	227
843	SPIDER	SPIDER	0	6.27	5.30	1947
845	MURDER	MURDER	598	5.40	5.92	1374
847	THIRSTY	THIRSTY	0	4.59	6.55	2083
850	SQUARE	SQUARE	803	6.37	6.27	1957
852	PRIEST	PRIEST	692	6.53	5.29	1627
854	KETTLE	KETTLE	500	6.23	5.52	1158
857	STONE	STONE	810	6.23	6.26	1980
858	STORM	STORM	812	6.43	5.83	1983
859	STOVE	STOVE	0	6.25	6.08	1985
861	JUDGE	JUDGE	493	6.27	5.60	1145
862	SUGAR	SUGAR	823	6.57	6.74	2009
874	CANDY	CANDY	131	6.63	6.18	305
887	BITTER	BITTER	0	4.19	5.49	215
890	MULE	MULE	596	6.60	4.84	1372
892	TIME	TIME	849	4.13	6.82	2095
895	TORTOISE	TORTOISE	0	5.38	3.98	2113
898	TRADE	TRADE	0	3.63	5.77	2122
900	TRAIN	TRAIN	0	0.00	6.04	2124
905	BORING	BORING	0	3.63	6.30	237
906	TREE	TREE	860	6.77	6.88	2131
908	DRUM	DRUM	0	0.00	5.39	625
91	INSOLENT	INSOLENT	0	3.09	4.15	1099
910	DEATH	DEATH	225	5.00	6.43	524
911	TEMPLE	TEMPLE	838	6.13	4.80	2058
915	SINK (BASIN)	BASIN	0	4.97	4.90	180
921	VALLEY	VALLEY	884	6.57	5.43	2185
923	LOVE	LOVE	537	5.60	6.67	1254
924	VEGETABLES	VEGETABLE	887	5.83	6.44	2190
930	VILLAGE	VILLAGE	898	6.50	5.44	2210
937	BIRD	BIRD	88	6.67	6.49	213
946	BLOOD	BLOOD	95	6.70	6.34	224
948	WATER	WATER	907	6.60	6.90	2240
951	WEAPONS	WEAPON	908	5.73	5.85	2243
952	WEATHER	WEATHER	0	5.34	6.29	2244
957	WHALE	WHALE	911	6.50	5.19	2251
958	WILD ANIMAL	BEAST	79	5.90	5.06	185
961	PEBBLES	PEBBLE	0	5.63	5.17	1526
962	WOMAN	WOMAN	921	6.70	6.80	2290
963	BOOK	BOOK	101	6.43	6.88	235
965	WORLD	WORLD	924	5.97	6.70	2297
968	ACORN	ACORN	0	0.00	4.37	28
971	MUST	MUST	0	1.47	6.59	1379
972	BE ABLE	ABLE	0	2.25	6.36	10
974	TOBACCO	TOBACCO	852	6.27	6.31	2103
975	SPINACH	SPINACH	798	6.47	4.51	1948
977	ARROW	ARROW	52	6.57	5.30	128
98	ALL	EVERY	0	1.78	6.71	705
981	ELBOW	ELBOW	284	6.30	5.94	658
989	CLEAR	CLEAR	0	4.41	6.18	386
999	JOINT	JOINT	0	0.00	5.67	1139
