CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_FREQUENCY	ENGLISH_FREQUENCY_CBEEBIES	ENGLISH_FREQUENCY_CBBC	ENGLISH_FREQUENCY_BNC	ENGLISH_FREQUENCY_LOG	ENGLISH_FREQUENCY_LOG_CBEEBIES	ENGLISH_FREQUENCY_LOG_CBBC	ENGLISH_FREQUENCY_LOG_BNC	ENGLISH_CD	ENGLISH_CD_CBEEBIES	ENGLISH_CD_CBBC	ENGLISH_POS	ENGLISH_WORD_HOMOPHONIC	ENGLISH_WORD_DOUBLE	ENGLISH_FREQUENCY_DOUBLE	LINE_IN_SOURCE
1633	FLAT	flat	19845	412.00000000000006	762	8585	4.993408713214044	4.846942180712627	4.7467242546527695	4.931408809210659	8548	221	482	adjective				2809
1634	HUNDRED	hundred	6047	61.00000000000001	194	19109	4.477347508687741	4.02338381855448	4.154234328060407	5.278878612122252	4528	35	171	number				4254
1635	OBEY	obey	660	5	99	739	3.5159371856802304	3.0091433794398696	3.8641997166978888	3.8668496447982155	527	5	71	verb				11600
1636	MOTIONLESS	motionless	88	0	16	392	2.645125732839503	2.2309921290562262	3.094648638076163	3.592010475442666	81	0	15	adjective				27149
1637	AUTHORITY	authority	7877	2	73	18345	4.592151702667714	2.7081133837758884	3.733431436428865	5.261159314238817	4782	2	66	noun				3843
1638	TRUTH	truth	16373	102.99999999999999	1104	8250	4.909890512248131	4.2480254683550065	4.9075619947190185	4.914124512182395	9185	68	690	noun				2958
1639	BEER	beer	6002	38	55	3316	4.474104069550464	3.8220567360827253	3.6123877437040894	4.518363396586722	3222	7	32	noun				4265
164	KANGAROO	kangaroo	840	242	116	115	3.6205317219925024	4.616598402654539	3.9323855784440505	3.062075914294158	401	70	67	noun				10407
1640	SIBLING	siblings	923	1	34	299	3.661407697414697	2.5320221247202075	3.4082677610481644	3.474739179786902	527	1	23	noun				9953
1641	SILK	fabric	1898	11	105	2127	3.974260690931608	3.310173375103851	3.889505581962659	4.32558954869025	1339	8	70	noun				7141
1642	NIECE	niece	1013	8	39	477	3.7017736811919075	3.185234638495551	3.4662597080258513	3.677045821679358	669	5	27	noun	nice(2), niece			9522
1644	RELATIVES	relative	2357	4	66	4866	4.068279526953661	2.929962133392245	3.690274519398715	4.684879271310746	1907	3	57	adjective				6474
1645	SHORT	short	26871	303	1362	18652	5.125035717028198	4.71386571266498	4.998695572532562	5.268366615295989	15736	197	942	adjective				2594
1646	GIRL	girl	39601	816	3987	15762	5.2934528456309735	5.143214185588642	5.464954866337507	5.195256800622809	14056	423	1620	noun				2396
1647	FOAL	colt	263	0	5	297	3.1173396530644215	2.2309921290562262	2.6423509670815326	3.4718341891434945	167	0	3	noun				17677
1648	ANVIL	anvil	186	1	7	74	2.9675773327310893	2.5320221247202075	2.7672897036898325	2.8726791884589393	91	1	4	noun				20444
1649	SIT DOWN	sit	27519	1265	2212	8703	5.135384155758064	5.333425834737563	5.209181130625147	4.937336807421344	15198	804	1302	verb	cit, sit			2581
165	WALLABY	wallaby	198	5	71	117	2.994588802604297	3.0091433794398696	3.7215322131291573	3.0694999323733647	95	4	23	noun				19926
1650	WATCH	watch	40471	2297	4901	9557	5.302890392595101	5.5923421534084925	5.554573023613948	4.977984951252014	19154	1447	2433	verb				2388
1651	TEAR (OF EYE)	tears	5418	104.00000000000001	330	4301	4.429654877206981	4.252181428126164	4.384027710473608	4.631288331118683	3839	52	241	noun				4443
1652	INSTEAD	instead	16516	661	1350	7438	4.913666894980371	5.051850118495926	4.9948550657199196	4.869132483775621	11876	548	1060	adverb				2948
1653	BLIND	blind	5299	23	261	3135	4.42001159579538	3.611203370767832	4.2825010080176344	4.49399397907964	3449	14	195	adjective				4482
1654	LIGHTNING	lightening	128	1	20	82	2.8063254364938395	2.5320221247202075	3.1864190114318083	2.916696017443313	103	1	18	verb				23644
1655	BLINK	wink	576	59	37	234	3.4569115393503216	4.00914337943987	3.443983313314699	3.3686857873389755	449	34	32	noun				12365
1656	NEVER	never	155547	4696	12338	55899	5.88760015761779	5.902812689239475	5.955479680926727	5.745029732953663	35318	2303	3722	adverb				2100
1657	TRUE	real	68410	1321	5226	23180	5.530861664979142	5.352223584205848	5.582452216795639	5.362750092031931	26374	773	2400	adjective	real, reel, riel			2224
1658	PUPIL	pupil	1725	23	210	2321	3.932776517573781	3.611203370767832	4.188482171995581	4.363480140469794	1037	9	137	noun				7473
1659	DOLL	doll	2379	107	203	751	4.072312683251102	4.264415884543176	4.173829884123787	3.8738357656588818	1120	37	106	noun				6446
166	MAINLAND	land	30529	1134	1509	21334	5.180462530493252	5.285987990585367	5.0431766639910585	5.32671057226257	12218	646	899	noun				2516
1660	LOSE	lose	26111	347	2078	6488	5.112575863268358	4.7725713730028065	5.182054206029358	4.809795699225993	14953	255	1304	verb	loos, lose			2610
1661	STRAIT	strait	427	0	24	184	3.3271794952077625	2.2309921290562262	3.2621397253699262	3.264789653470253	271	0	14	name	straight, strait			14168
1662	CAPE	headland	231	0	2	268	3.06122371108549	2.2309921290562262	2.3413209714175514	3.4273702050696473	166	0	2	noun		head land	12	18671
1663	BED	bed	26282	2130	1730	15896	5.115410661248463	5.559575578770428	5.102496784573283	5.1989330993012315	12130	894	850	noun				2607
1664	RAFT	raft	804	8	101	310	3.601531606562459	3.185234638495551	3.8727998884598063	3.4903783140940767	558	6	40	noun				10616
1666	MUTE	dumb	1424	7	243	752	3.8495505905391196	3.1340821160481696	4.251589543036618	3.87441290126794	1037	6	185	adjective				8178
1667	HOLE	opening	12345	178	461	7793	4.787261998825681	4.483845160036119	4.528841692254014	4.889378326523911	7792	108	363	noun				3242
1668	GRIEF	sorrow	735	3	70	570	3.562613540532089	2.8330521203841883	3.715458065416964	3.7542540333130874	512	1	24	noun				11086
1669	ANCESTORS	ancestors	1713	1	67	903	3.9297465437817696	2.5320221247202075	3.6967086294041254	3.9537863555426025	924	1	47	noun				7497
167	MAIL	post	15047	443.00000000000006	510	9339	4.873214508736913	4.878375099170846	4.572620616832602	4.967964801297333	8423	157	307	noun				3034
1670	RAPIDS	rapids	258	95	36	119	3.109035490275842	4.213263362095795	3.4324014407648837	3.076799171114864	133	25	27	noun				17831
1671	TOWER	tower	6401	462	1039	3442	4.502051396002704	4.896573120074179	4.8812330559966695	4.5345549477719125	2904	141	295	noun				4150
1672	WRITE	write	15768	324	1151	10882	4.893539879368	4.7428754900351	4.925652195785082	5.034366554239441	8643	185	667	verb	right, rite, write			2989
1673	ARM	arms	11433	864	995	11143	4.753933914072844	5.1680082365210405	4.862459055121588	5.044659028483146	6860	438	610	noun				3341
1674	POOR	poor	22377	847	1748	15125	5.045556995706981	5.15938798131294	5.106989526176566	5.177342021127329	12923	626	994	adjective				2715
1675	PROMISE	promise	12442	400	1114	3963	4.790660827318753	4.834136501676408	4.911474584082068	4.595751570880477	7594	261	699	verb				3236
1676	ALWAYS	always	117021	3348.0000000000005	7230	46228	5.7640032424743435	5.755907276596093	5.723398078231766	5.662532424190394	32933	1915	3045	adverb				2136
1678	HUT	shelter	2733	155	253	1525	4.132534236426394	4.424116727410688	4.269033433317826	4.181172458686101	1773	65	164	noun				6031
1679	LOAD	burden	2307	3	27	2676	4.058971530678284	2.8330521203841883	3.311357748040108	4.425266296254172	1740	3	26	noun				6537
168	REST	relax	6322	203	767	1790	4.4966589080078085	4.540622296482125	4.7495609367294005	4.25071351091627	4581	137	603	verb				4171
1680	HELMET	helmet	2398	248	399	690	4.075765974162421	4.627191476151962	4.466259708025851	3.8370959724414377	1284	116	228	noun				6415
1681	WAIST	waist	1031	15	56	1420	3.709415423485783	3.435112111712151	3.62007457237038	4.150212002994709	816	11	49	noun	waist, waste			9444
1682	GUILTY	guilty	7564	6	310	4233	4.574544658553796	3.0760901690704827	4.356960105724726	4.6243687787506325	4480	5	224	adjective				3898
1683	BUSH	bush	3955	231	337	3768	4.292992009119732	4.596480113947126	4.393116416975543	4.573844062516844	2170	142	153	name				5078
1684	BUD	bud	1419	603	76	432	3.848024070577647	5.012029067677358	3.7506904418703706	3.634105821420605	662	152	61	name				8187
1685	AFTER	after	175461	3301	9776	117138	5.939918801542072	5.749769197983001	5.854405331882695	6.0663194372610105	37322	1885	3521	preposition				2088
1686	BEHIND	behind	52851	1178	3233	23698	5.418797152512193	5.302505934151315	5.373939732268271	5.372347946029052	23632	778	1882	preposition				2306
1687	PRAISE	praise	2811	58.00000000000001	83	1645	4.144751042542377	4.0018441406983705	3.7884790027597703	4.21404775594349	1705	23	67	noun	praise, prays, preys			5965
1688	FATE	fate	3377	3	324	2203	4.22439537142958	2.8330521203841883	4.376083077676763	4.340829515246987	2688	3	267	noun	fait, fate, fete			5476
1689	SMOKE (INHALE)	smoking	4021	4	89	2938	4.3001777924553135	2.929962133392245	3.8184422261372135	4.465817511139852	2054	3	48	noun				5038
169	IT	it	4317835	121282	296718	1089559	7.3310018691377685	7.314792059983814	7.33654507336512	7.034869076080379	44244	4635	4746	pronoun				1952
1690	FENCE	fence	4074	139	253	1719	4.305863339270585	4.377120164734464	4.269033433317826	4.233146371974788	2247	58	145	noun				5006
1691	FLEXIBLE	flexible	1929	8	121	2398	3.981293035202364	3.185234638495551	3.950559547372637	4.37764817303507	1422	4	87	adjective				7095
1692	FRIDAY	friday	12827	39	827	5540	4.803894677450993	3.8330521203841883	4.782230053482769	4.741206075227143	7470	23	345	name				3208
1693	THURSDAY	thursday	6511	24	158	3722	4.509450118075735	3.6289321377282637	4.0655968410183405	4.568510961285631	4275	21	127	name				4125
1694	WEDNESDAY	wednesday	6829	27	136	4406	4.530156429876123	3.6781501603984452	4.000920283854295	4.641760975577158	4283	21	111	name				4033
1696	SURRENDER	surrender	1149	6	122	1099	3.756433566548202	3.0760901690704827	3.954104828137287	4.039010610225464	806	5	88	verb				9017
1697	MONDAY	monday	8141	24.999999999999996	272	5286	4.606466824237971	3.645965477027044	4.300362363738644	4.720827235472351	5367	22	206	name	monday, mundi			3803
1699	SUNDAY	sunday	15260	32	300	9364	4.8793187185456075	3.7495060689341138	4.342766212291732	4.969125706778495	7835	23	222	name	sundae, sunday	sun day	2	3018
17	EYELID	eyelid	202	2	43	150	3.0032317641078032	2.7081133837758884	3.507652393184076	3.1765948723604085	165	2	29	noun		eye lid	9	19704
1700	SATURDAY	saturday	13732	67	528	8310	4.833501146251932	4.063501041762462	4.587655388733074	4.9172712073776035	7014	45	303	name				3122
1702	HOLY	sacred	1686	5	68	1306	3.9228508087837155	3.0091433794398696	3.7030488074351444	4.113893512647784	1007	4	48	adjective				7548
1703	SIX	six	59483	1817	3588	30379	5.4701358911473665	5.490586007942175	5.419173175031128	5.480205694594007	23590	656	1700	number	sics, sicks, sixs, six			2262
1704	SEVEN	seven	33119	1142	2101	17350	5.215826054307433	5.289038359451508	5.186832428390112	5.236942434855036	16963	555	1220	number				2475
1705	EIGHT	eight	33528	1320	2135	17309	5.221156327015052	5.351894946670754	5.1938009650544075	5.235914992942633	16932	558	1200	number	ait, ate, eight			2469
1706	ELEVEN	eleven	1037	27	80	3788	3.7119330797070296	3.6781501603984452	3.7726847355765383	4.576142530342232	799	24	68	number				9417
1707	TWELVE	twelve	929	18	67	6576	3.6642186747485255	3.509745730009055	3.6967086294041254	4.815645766926496	732	16	58	number				9929
1708	THIRTEEN	thirteen	162	3	15	2176	2.9079233305985484	2.8330521203841883	3.0683196993538138	4.335476354108334	125	2	13	number				21622
1709	FIFTEEN	fifteen	368	5	27	5359	3.262762092353651	3.0091433794398696	3.311357748040108	4.726782714760009	290	2	22	number				15167
1710	TWENTY	twenty	1065	10	87	15642	3.723492930885144	3.272384814214451	3.8086823888480574	5.191937970370661	766	7	60	number				9316
1712	OATH	oath	699	0	25	547	3.540833766208847	2.2309921290562262	3.279173064668707	3.7363984835516084	439	0	17	noun				11329
1713	EIGHTEEN	eighteen	143	2	11	2974	2.85409821828984	2.7081133837758884	2.9433809627455134	4.471104895131807	121	2	11	number				22665
1714	NINETEEN	nineteen	92	1	8	4758	2.6642186747485255	2.5320221247202075	2.8184422261372135	4.6751336298659965	78	1	8	name				26717
1715	THIRTY	thirty	510	2	40	9234	3.404156626329303	2.7081133837758884	3.476983573417624	4.9630548248435	394	2	28	number				13084
1716	FORTY	forty	406	2	12	6633	3.3053301354198106	2.7081133837758884	2.9781430690047257	4.819393392250703	285	2	10	number				14480
1717	FIFTY	fifty	651	2	49	8582	3.5099833219265104	2.7081133837758884	3.5631697210339075	4.9312570375921645	431	2	30	adjective				11668
1718	SIXTY	sixty	198	3	15	4351	2.994588802604297	2.8330521203841883	3.0683196993538138	4.636306811757363	153	1	13	adjective				19916
1719	BURY	bury	2379	61.00000000000001	139	904	4.072312683251102	4.02338381855448	4.010327752376127	3.9542665042724425	1612	45	100	verb	berry, bury			6445
1720	SIGN	mark	47054	159	2927	12492	5.368341503948017	4.435112111712151	5.330770789084243	5.094284665042622	13355	106	893	name	marc, mark			2338
1721	SEVENTY	seventy	83	0	1	2932	2.620015012256472	2.2309921290562262	2.16522971236187	4.464929988047791	63	0	1	adjective				27707
1722	EIGHTY	eighty	120	0	10	3823	2.7785210965110405	2.2309921290562262	2.9055924018561137	4.580135808671302	100	0	9	name				24205
1724	NINETY	ninety	103	0	17	4186	2.7127690654933705	2.2309921290562262	3.1194722218011948	4.61952088595847	77	0	8	number				25623
1725	CORRECT (RIGHT)	correct	46842	359	1744	6789	5.366380427320024	4.7872946298235135	5.105995147993088	4.829487699347741	8592	154	680	adjective				2342
1726	WET	wet	11463	778	1045	3975	4.755071903583879	5.12252958672879	4.883731401229144	4.597064300792515	6816	403	643	adjective	wet, whet			3339
1727	THRESHOLD	threshold	1126	0	12	999	3.7476596422406967	2.2309921290562262	2.9781430690047257	3.9976179250672392	826	0	9	noun				9091
1728	ROTTEN	rotten	2186	76	413	807	4.035584509232227	4.117482854228708	4.481200057818787	3.9050292858418256	1608	53	280	adjective				6707
1730	CHEEK	cheeks	956	47.99999999999999	71	1619	3.676647663971434	3.9211882090847396	3.7215322131291573	4.2071329396098704	682	39	53	noun				9789
1731	MORTAR BINDER	mortar	908	7	18	614	3.654299609416558	3.1340821160481696	3.1429533176507176	3.786493040842656	637	6	12	noun				10033
1732	SKY	heaven	8052	14	210	2426	4.601693425287017	3.407083388111907	4.188482171995581	4.382687701399174	3771	13	172	noun				3814
1733	RAINBOW	rainbow	3052	1303	176	978	4.180462530493252	5.346269720452128	4.112172983059695	3.9884006168703774	1154	180	95	noun		rain bow	4	5753
1735	TEAR (SHRED)	tear	3402	237	260	1181	4.2275976752904	4.607569086112738	4.28084022403617	4.070235401612476	2563	99	217	verb				5461
1737	OKRA	okra	130	0	6	30	2.8130070218503547	2.2309921290562262	2.7092977567121457	2.488979618901512	48	0	5	noun				23512
1739	DECORATE	decorate	1003	178	99	376	3.6974694390035907	4.483845160036119	3.8641997166978888	3.5739592752730323	815	122	78	verb				9563
174	PROUD	proud	19777	239	1670	3162	4.991918098750025	4.611203370767832	5.087176166591281	4.497717116982962	11002	190	936	adjective				2810
1740	PINE	pine	1956	145	60	1037	3.9873265518525915	4.395344984840663	3.649529551708656	4.013815278579679	972	46	38	verb				7050
1741	ABOVE	over	279764	7026	19355	132276	6.14252910733809	6.077762082593445	6.151015330134475	6.119102261760824	40442	2648	4155	preposition				2049
1743	JOIN	unite	1310	3	28	461	3.8133384178846748	2.8330521203841883	3.326597714596845	3.662259900623365	875	1	27	verb				8476
1744	SPLEEN	spleen	267	0	10	150	3.123870520223379	2.2309921290562262	2.9055924018561137	3.1765948723604085	163	0	7	noun				17571
1745	HIP	hip	4730	864	406	1106	4.370688674243156	5.1680082365210405	4.473794125923109	4.041765545945962	2097	186	208	noun				4707
1746	BLADDER	bladder	541	14	64	1005	3.4297350127329773	3.407083388111907	3.6771130733407444	4.000215905787147	355	3	33	noun				12735
1747	CUSTOM	tradition	6009	24	119	5119	4.47461019819733	3.6289321377282637	3.943380962745514	4.70688788604307	3816	9	95	noun				4262
1748	RIDGE	ridge	1180	18	26	1312	3.767985623808105	3.509745730009055	3.295563480856876	4.115882651156719	730	6	21	noun				8915
1749	TAKE	take	241661	7688.999999999999	18993	71735	6.078944091588746	6.116918468857657	6.1428161503657215	5.853355081818126	39811	2707	4198	verb				2059
1750	CHOOSE	chose	5467	114	358	2850	4.433564232090375	4.291689969409838	4.419294165276208	4.4526151423766995	4339	87	296	verb				4425
1751	BIRTHMARK	birthmark	54	0	21	21	2.4360984156888343	2.2309921290562262	3.206622397520095	2.3400406058894454	28	0	5	noun		birth mark	10	31846
1752	LEAVE	left	92415	2095	6843	47089	5.6614828934120975	5.552383407367915	5.699509717566952	5.670546615509962	29878	1198	2739	verb				2161
1753	TOP	top	88872	2674	6969	23737	5.644505566669548	5.658315915413473	5.707432494795898	5.373062050572356	27645	1241	2569	adjective				2175
1754	BRACELET	bracelet	1250	43	63	195	3.7929930358880104	3.8744448055424137	3.670379690681776	3.289873996423715	453	18	33	noun				8659
1755	UNDRESS	undress	95	0	1	158	2.6780069592341587	2.2309921290562262	2.16522971236187	3.1990150493876905	90	0	1	noun				26431
1756	WIDOW	widow	1211	11.999999999999998	42	1576	3.779238346024858	3.3449354813630627	3.4976681722774754	4.195449618396142	864	2	16	noun				8795
1757	TIRED	tired	8859	643	811	4121	4.6431694480816414	5.039877996416038	4.773755745939064	4.612725912510434	5758	426	596	adjective				3665
176	BLOW (WITH MOUTH)	blow	10407	754	1062	3289	4.71310300974812	5.108939080685414	4.890732981221186	4.514813823017214	7001	373	690	verb				3456
1762	STONE (OF FRUIT)	stone	13847	404	768	8249	4.837122781061928	4.838447152270895	4.75012605649932	4.914071873617164	6414	139	351	noun				3116
1763	CLUB	cane	1137	16	80	473	3.751877988253643	3.4614410504345	3.7726847355765383	3.6733962667413245	560	8	35	noun				9059
1764	OBSCURE	obscure	3101	0	6	1207	4.187377519672177	2.2309921290562262	2.7092977567121457	4.079684859352352	959	0	6	adjective				5708
1766	FINISH	finish	23034	1380	1501	4511	5.058123942783289	5.371185807634857	5.040869649366039	4.651987016042526	10926	619	1032	verb				2692
1767	SCRAPE	scrape	812	52	95	359	3.6058262717886587	3.955267998657015	3.846470949737457	3.5539204258345265	679	27	77	verb				10572
1768	FOAM	foam	1399	82	389	687	3.8418637618728284	4.1500702214322995	4.455264323724388	3.8352063633027504	716	32	148	noun				8227
1769	AXLE	axle	171	30.000000000000004	5	166	2.9312641731021394	3.722353822890499	2.6423509670815326	3.2203343962148225	99	4	4	noun	axel, axle			21115
177	BETEL PEPPER VINE	betel	15	0	0	25	1.8998557088505152	2.2309921290562262	1.8641997166978888	2.412591273038057	7	0	0	noun				44405
1770	CARCASS	carcass	569	0	79	140	3.4516105818670817	2.2309921290562262	3.7672897036898325	3.1468370377226194	340	0	44	noun				12444
1771	TASTELESS	insipid	64	0	2	67	2.508649082837446	2.2309921290562262	2.3413209714175514	2.8301268377734754	60	0	2	adjective				30215
1772	ELK	moose	455	53	80	97	3.3547005688590255	3.963385888879195	3.7726847355765383	2.9888440007597343	212	22	46	noun	moose, mousse			13753
1773	GRAVE	tomb	994	5	97	625	3.693558806940316	3.0091433794398696	3.855425792390384	3.794192258277669	526	2	51	noun				9612
1774	STINGY	avaricious	17	0	0	35	1.9510082312978965	2.2309921290562262	1.8641997166978888	2.5539204258345265	17	0	0	adjective				43215
1775	TABLE	desk	4361	74	275	4515	4.335421387437272	4.106053392447926	4.305108798763106	4.652371858320169	2758	42	171	noun				4876
1776	SHAME	shame	10663	249	790	2076	4.723655862600394	4.628932137728263	4.762376200195566	4.315054421602339	7688	222	663	noun				3421
1777	RESEMBLE	resemble	316	0	14	568	3.196794988412342	2.2309921290562262	3.04029097575357	3.7527301914623106	299	0	13	verb				16282
1778	APPROACH	approach	10310	10	325	16217	4.709036513051478	3.272384814214451	4.377417316765827	5.2076152211496085	6909	10	265	noun				3469
1779	DARE	dare	5004	47.99999999999999	627	2153	4.395139808009928	3.9211882090847396	4.662159360435085	4.330863624029202	3826	46	466	verb				4591
178	RIPE	ripe	999	110.00000000000001	54	634	3.6957357261945902	4.276315107842883	3.604562406192133	3.800391650359215	763	57	47	adjective				9587
1780	BILE	bile	173	0	17	1183	2.93628497447719	2.2309921290562262	3.1194722218011948	4.07096962745414	137	0	8	noun				21022
1781	THUMB	thumb	1881	102.99999999999999	257	1145	3.9703553452858285	4.2480254683550065	4.275819422661119	4.056802542698611	1317	57	172	noun				7175
1782	GUEST	guest	7576	267	745	2388	4.575233013444019	4.659126923085015	4.736938544170558	4.375834074817117	4913	120	398	noun	guessed, guest			3896
1783	PAIN	suffering	5778	4	148	4251	4.457588420660974	2.929962133392245	4.037385985110163	4.6262111809184985	4385	4	128	verb				4322
1784	WANT	would	567763	7441.000000000001	23772	255198	6.4499035781093195	6.102681794741741	6.24028370706025	6.404496893332144	40945	2805	4220	verb	wood, would			2002
1787	LOOM	loom	372	8	17	273	3.267444558003278	3.185234638495551	3.1194722218011948	3.435368487887627	190	2	8	verb				15092
1788	TELEVISION	tv	22923	127	2699	6537	5.056026125980303	4.338202098704095	5.295563480856876	4.81306284131159	9755	77	1135	noun				2697
1789	AGE	age	30622	64	1212	21857	5.181783460552416	4.0439054856990815	4.948060517564462	5.3372283466927986	14953	44	740	noun				2514
179	RIPEN	ripen	161	11	1	96	2.9052507407372214	3.310173375103851	2.16522971236187	2.984389659333484	116	9	1	verb				21669
1791	BUTTERFLY	butterfly	2181	488.00000000000006	247	645	4.034590472446913	4.9203009881798465	4.258651397524105	3.8078504430623235	996	153	129	noun		butter fly	3	6712
1792	PERJURY	perjury	219	0	0	69	3.0381584070167964	2.2309921290562262	1.8641997166978888	2.842715965081496	118	0	0	noun				19063
1793	BAT	bat	3975	320	873	1092	4.295182101919866	4.737497161461098	4.805711149332292	4.036238087016942	1900	83	270	noun				5069
1794	FURROW	furrow	112	0	1	129	2.74881416967801	2.2309921290562262	2.16522971236187	3.111561277374076	67	0	1	noun				24849
1796	SLAUGHTER	slaughter	903	0	50	537	3.6519041566699535	2.2309921290562262	3.571769892795825	3.7284002007336285	580	0	33	noun				10062
1797	HEDGEHOG	hedgehog	1061	376.99999999999994	147	266	3.7218602429400405	4.808483928893452	4.034461432092846	3.4241291864318146	369	71	68	noun		hedge hog	6	9324
1798	GUNPOWDER	gunpowder	435	2	46	179	3.3352222154631765	2.7081133837758884	3.5362975746336063	3.2528904301705452	243	2	21	noun		gun powder	20	14026
1799	HYENA	hyena	321	73	99	30	3.2035915978904215	4.100223848787202	3.8641997166978888	2.488979618901512	119	15	36	noun				16161
18	EARLOBE	earlobe	18	0	3	15	1.9744893271474193	2.2309921290562262	2.4662597080258513	2.201737907723164	15	0	3	noun		ear lobe	8	42531
1801	CHILD (DESCENDANT)	offspring	546	0	39	958	3.433723052528021	2.2309921290562262	3.4662597080258513	3.979436532237903	415	0	32	noun		off spring	13	12678
1802	SCREW	screws	546	20	31	481	3.433723052528021	3.5532114237901453	3.3693496950177946	3.680664963306089	428	6	22	noun				12690
1803	WOOD	log	2490	213	204	1256	4.092109453731097	4.561405902405417	4.175953577753643	4.0969532027531965	1602	91	140	verb				6294
1804	BOMB	bomb	6242	1	280	3034	4.49112906112588	2.5320221247202075	4.312906036602969	4.479776620478516	3177	1	146	noun	balm, bomb, bombe			4186
1807	AFTERNOON	afternoon	23073	308	885	8420	5.058858614488741	4.720950608481061	4.8116334385849395	4.9229815924213405	12102	237	674	noun		after noon	19	2691
1808	PUS	pus	272	0	74	94	3.1318983732353463	2.2309921290562262	3.739260980089589	2.975341530356087	158	0	30	noun	pus, puss(2)			17408
1809	PIMPLE	pimples	80	0	12	36	2.60422074507324	2.2309921290562262	2.9781430690047257	2.565819649134234	71	0	9	noun				28062
181	ANTEATER	anteater	191	18	133	20	2.97903695489814	3.509745730009055	3.9913045150626965	2.3198372198011583	59	7	30	noun		ant eater	6	20197
1810	DANGER	danger	11370	76	957	6018	4.751534385727071	4.117482854228708	4.845565225776433	4.777142268392029	7427	52	603	noun				3348
1811	SOUND OR NOISE	sound	29460	3235.0000000000005	2708	14542	5.164983210286781	5.741000641996461	5.297008721731057	5.160271929186815	14937	1290	1551	noun				2533
1812	TRY	tried	28644	802.9999999999999	1870	15181	5.152784552780222	5.136248177804678	5.136273504197899	5.178946912156973	16804	568	1281	verb				2549
1813	TASTY	delicious	9144	1069	843	1129	4.656919436007026	5.2603759067414355	4.790542163323543	4.050696368550659	3630	578	529	adjective				3625
1814	ACCUSE	accuse	772	0	24	361	3.583915220112915	2.2309921290562262	3.2621397253699262	3.556326495600405	704	0	22	verb				10820
1815	ACHE	ache	453	23	55	409	3.3527915790516944	3.611203370767832	3.6123877437040894	3.6104017817869747	394	17	50	noun				13777
1816	BESIDE	beside	2720	148	118	5793	4.130464267974348	4.4041783974685	3.93974667809042	4.760596415934982	2192	86	105	preposition				6047
1817	WEST	west	38988	98.00000000000001	593	21498	5.286677822627734	4.226627323653776	4.637986161679082	5.330036184769725	14542	49	385	name				2404
1819	LOOK	look	340978	23936	30626	54366	6.228463358955539	6.610061848848972	6.350304175233023	5.732953294129425	40720	4048	4346	verb				2038
1820	BEAR	bear	15194	2537	2344	5799	4.877436430610552	5.635483746814912	5.23434256374899	4.761045918630177	6846	401	615	noun	bare, bear			3022
1821	BRUSH	brush	3898	757	586	1970	4.286688961382576	5.110661334688279	4.632837817945504	4.2923045493466825	2404	236	370	noun				5112
1823	BORROW	borrow	3733	284	341	1451	4.26791003980765	4.685836989064736	4.398225822754024	4.159584541431315	2684	205	267	verb				5221
1824	DEXTEROUS	skilful	393	0	49	456	3.2912319480201644	2.2309921290562262	3.5631697210339075	3.6575341251370896	362	0	47	adjective	skilful, skillful			14717
1825	COPPER	copper	3620	14	96	1885	4.254564251011602	3.407083388111907	3.8509714509641335	4.273159613468549	1728	4	43	noun				5298
1826	ANGRY	angry	10384	121	1342	4226	4.7121422270657085	4.317351959730974	4.992275729366604	4.623650172896259	6397	73	643	adjective				3459
1827	HARVEST CROPS	reap	344	1	8	271	3.2335548212678646	2.5320221247202075	2.8184422261372135	3.432186829101438	311	1	8	verb				15649
1828	ASK (REQUEST)	ask	51658	2247	3296	19401	5.408881721166125	5.582788435953249	5.382318663841042	5.285464425316757	22810	1129	1856	verb				2315
1829	JUMP	jump	14018	1909	2413	2521	4.842452761938566	5.512025496303954	5.24693698245922	4.399363007304302	6588	801	781	noun				3104
183	BAKE	bake	3350	114	585	502	4.220910154029862	4.291689969409838	4.632097332715979	3.6991859101231666	1144	70	131	verb				5502
1831	MEET	meet	51266	2036	4791	14109	5.405573630692421	5.5399831580563905	5.544716526079144	5.147144938821587	23368	1160	2427	verb	meat, meet, mete			2317
1833	DINNER (SUPPER)	supper	2056	120	170	1517	4.008970017889315	4.3137774993726765	4.097195827090043	4.178889696626701	1351	73	136	noun				6915
1834	SHE	she	524565	12151	43770	380284	6.4155358643534095	6.3156398899109565	6.505386185392814	6.5777271204611925	35099	2424	3815	pronoun	she, shih, xi			2008
1835	MARROW	marrow	792	80	77	315	3.5950089135121943	4.139477147934876	3.756294319388369	3.497305007685643	343	57	33	noun				10705
1836	VAGINA	vagina	276	0	0	279	3.138215495259039	2.2309921290562262	1.8641997166978888	3.4447759564094587	176	0	0	noun				17293
1837	VULVA	vulva	15	0	0	50	1.8998557088505152	2.2309921290562262	1.8641997166978888	2.7051881011651755	12	0	0	noun				44874
1838	NAVEL	bellybutton	47	14	9	36	2.3769769635701774	3.407083388111907	2.8641997166978888	2.565819649134234	24	1	4	noun		belly button	138	33205
1839	CRY	weep	503	8	47	378	3.3981662626401157	3.185234638495551	3.545440954073476	3.576257135035312	384	7	37	noun				13159
