CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	SPANISH_HAPPINESS_MEAN	SPANISH_DISGUST_MEAN	SPANISH_ANGER_MEAN	SPANISH_FEAR_MEAN	SPANISH_SADNESS_MEAN	SPANISH_POS	LINE_IN_SOURCE
244	LEFT	izquierda	2.6500	1.2000	1.1000	1.1000	1.1000	NOUN	5816
2440	PINEAPPLE	piña	2.4500	1.1500	1.1000	1.1000	1.2000	NOUN	7594
2458	PERSPIRE OR SWEAT	sudar	1.5500	3.7000	2.0000	1.5000	1.7500	VERB	9455
249	FOG	neblina	1.6000	1.3500	1.8000	2.4400	1.9500	NOUN	6812
250	LIGHT (COLOR)	claro	2.4500	1.0500	1.1000	1.0500	1.0000	ADVERB	1988
255	SERVANT	sirviente	1.3500	1.9500	1.9500	1.4500	2.6300	NOUN	9262
2575	DO OR MAKE	hacer	3.0500	1.2500	1.5000	1.0500	1.0000	VERB	4945
2580	HELICOPTER	helicóptero	1.9500	1.1000	1.2000	1.6000	1.1500	NOUN	4969
2615	FLESH OR MEAT	carne	2.8500	1.6000	1.4500	1.3500	1.2000	NOUN	1683
2618	CAMERA	cámara	3.2500	1.0500	1.1500	1.4500	1.2000	NOUN	1546
2619	CARD	carnet	3.0000	1.0500	1.2000	1.1500	1.0500	NOUN	1686
2627	ORANGE (FRUIT)	naranja	2.8500	1.4000	1.0000	1.0500	1.0500	NOUN	6778
2638	FISHING	pescar	2.5500	1.5500	1.2000	1.3500	1.6000	VERB	7549
271	SAUCER	platillo	1.9500	1.3000	1.3000	1.1500	1.2500	NOUN	7659
273	DOUGH	masa	1.8500	1.3000	1.3000	1.7000	1.4000	NOUN	6337
275	PEEL	mondar	1.5000	1.3300	1.3300	1.2500	1.0000	VERB	6630
277	SPINDLE	huso	1.2900	1.5900	1.0600	1.2700	1.4700	NOUN	5152
281	POST	poste	1.6500	1.2000	1.3200	1.1500	1.2000	NOUN	7809
2871	SWING (MOVEMENT)	mecer	3.2100	1.0000	1.0500	1.1600	1.4700	VERB	6390
288	FORGE	fragua	1.2700	1.3000	1.5000	1.2100	1.4400	NOUN	4572
2900	PROTECT	guardar	2.9500	1.1500	1.2500	1.1500	1.3000	VERB	4907
2905	KNIT	tejer	2.0500	1.0500	1.2500	1.1000	1.1500	VERB	9658
2991	SKI	esquiar	3.0000	1.1000	1.3500	1.7500	1.4000	VERB	3992
2992	TIP (OF OBJECT)	punta	1.7000	1.0500	1.2000	1.6500	1.1000	NOUN	8195
304	PREACH	predicar	1.7000	2.0500	1.8500	1.6500	1.4500	VERB	7870
3078	IRRIGATE	regar	2.6000	1.0500	1.0000	1.0000	1.1000	VERB	8514
3085	CARROT	zanahoria	1.8000	1.5500	1.2500	1.0000	1.2000	NOUN	10465
3090	GUITAR	guitarra	3.2500	1.0000	1.0000	1.0500	1.4000	NOUN	4928
3094	PAINTBRUSH	brocha	1.9500	1.2000	1.0000	1.0000	1.1500	NOUN	1393
3095	POSTMAN	cartero	2.2000	1.0500	1.2000	1.0000	1.0500	NOUN	1702
3096	RACKET	raqueta	2.1000	1.0500	1.0500	1.1500	1.0000	NOUN	8302
3099	SOFA	sillón	2.8000	1.0000	1.1000	1.0500	1.0500	NOUN	9206
31	PAN	sartén	1.9500	1.1500	1.1100	1.4500	1.0500	NOUN	9019
3111	CONDUCT	dirigir	2.4000	1.4500	1.9000	2.0500	1.5000	VERB	3301
3113	FILE (SOMETHING)	archivar	2.1500	1.2000	1.5000	1.4500	1.2000	VERB	766
3121	OPERATE (MEDICINE)	operar	1.4700	2.0000	1.4500	2.9000	2.1000	VERB	7078
3122	PAINT (SOMETHING)	pintar	3.7500	1.0500	1.4000	1.2000	1.0500	VERB	7597
3129	SKATE	patinar	2.7500	1.0500	1.0500	1.2000	1.2500	VERB	7365
3130	SPILL (SOMETHING)	tirar	2.0000	1.9500	2.0000	1.6000	1.9000	VERB	9804
3135	VACUUM (SOMETHING)	aspirar	2.6500	1.2500	1.6000	1.3500	1.1500	VERB	920
3137	OAR	remo	1.8500	1.2500	1.2200	1.1100	1.2000	NOUN	8597
3138	STRAWBERRY	fresa	3.8500	1.6800	1.3500	1.0000	1.0000	NOUN	4605
317	PIRANHA	caribe	4.0000	1.0000	1.0500	1.1100	1.1000	NOUN	1673
318	FOOTPRINT	huella	2.1000	1.4000	1.1500	1.8000	1.4000	NOUN	5125
3189	STAB TO DEATH	apuñalar	1.0000	3.2500	4.0500	4.5500	4.0000	VERB	737
319	LICK	lamer	2.5000	2.9500	1.3000	1.3500	1.1500	VERB	5923
3217	TIN OR TINPLATE	estaño	1.3900	1.3700	1.0000	1.1100	1.1100	NOUN	4023
322	FIG	higo	1.9500	2.2000	1.0500	1.1000	1.1000	NOUN	5026
3223	BRANCH OR TWIG	rama	1.7500	1.1500	1.2000	1.2500	1.0500	NOUN	8283
325	FELT	fieltro	1.3300	1.4500	1.3000	1.0600	1.2500	NOUN	4403
3306	NAIL	clavar	1.5500	2.1500	2.0500	2.3500	2.0500	VERB	1999
3351	STOP DOING	parar	1.7000	1.3500	1.8500	1.7500	1.8000	VERB	7286
3405	RULER	regla	1.4000	2.1500	2.3000	1.6500	1.6000	NOUN	8532
344	TREE TRUNK	tronco	1.6500	1.1500	1.2500	1.0000	1.0500	NOUN	10018
345	SAP	savia	2.0000	1.4700	1.1600	1.1500	1.1000	NOUN	9029
3462	FLAX OR LINEN	lino	2.0000	1.2800	1.0500	1.0000	1.0500	NOUN	6081
352	UNTIE	desatar	1.8000	1.2000	1.2500	1.5000	1.3000	VERB	3016
3534	BEG	suplicar	1.2000	2.6000	2.6000	2.0000	3.3000	VERB	9528
357	HANG UP	colgar	1.8500	1.4500	1.6500	1.8500	1.8500	VERB	2098
359	POTTER	alfarero	1.4700	1.1800	1.0000	1.0600	1.1300	NOUN	392
3654	TAKE OUT	sacar	1.8000	1.2500	1.3500	1.1000	1.4500	VERB	8935
367	RIDE	montar	2.5000	1.2500	1.3000	1.4500	1.1000	VERB	6652
369	OWE	deber	1.3500	2.0500	2.1500	1.7500	1.9500	NOUN	2834
371	PICK UP	recoger	1.8500	1.2500	1.2500	1.3500	1.1500	VERB	8409
388	FISHNET	red	2.0000	1.3000	1.3500	1.5500	1.0500	NOUN	8460
411	GOURD	calabaza	1.9500	1.5000	1.3500	1.1000	1.4500	NOUN	1506
43	LEAD (GUIDE)	guiar	2.7000	1.1500	1.3500	1.5000	1.3000	VERB	4919
441	CHICHA	chicha	1.7500	2.1600	1.5800	1.5000	1.5600	NOUN	1886
446	LOWER ARM	antebrazo	1.6500	1.3500	1.1000	1.1500	1.1000	NOUN	613
482	NOBLE	noble	2.7400	1.6000	1.2500	1.3500	1.3700	ADJECTIVE	6874
484	CONDEMN	condenar	1.2500	2.1500	3.1000	2.9000	3.0500	VERB	2299
489	KIDNEY	riñón	1.5500	2.4500	1.3000	1.4500	1.3000	NOUN	8833
49	REFUSE	rehusar	1.6300	1.6300	2.1000	1.4700	2.1200	VERB	8550
493	FIVE	cinco	1.8500	1.0000	1.1500	1.0000	1.6000	DETERMINER	1939
496	CUCUMBER	pepino	2.0000	1.4500	1.3500	1.1000	1.1500	NOUN	7445
498	CALF OF LEG	pantorrilla	1.5500	1.6800	1.1600	1.2500	1.1100	NOUN	7250
501	LIFT	levantar	2.3500	1.2000	1.7500	1.1000	1.1500	VERB	6015
502	NAIL (TOOL)	clavo	1.3500	1.6000	1.4000	2.0500	1.3000	NOUN	2003
506	MAIZE	maíz	2.5000	1.7000	1.1500	1.0500	1.0500	NOUN	6221
52	SHIVER	temblar	1.3500	1.7500	1.9000	2.7500	2.6500	VERB	9680
526	HOWL	aullar	1.7500	1.3500	1.5000	2.2500	1.8500	VERB	1003
539	NEST	nido	2.4500	1.4000	1.0500	1.0500	1.2000	NOUN	6858
571	STING	picar	1.4000	2.1000	1.8500	2.0000	1.4500	VERB	7574
575	TREAD	pisar	1.4000	1.8000	2.3500	1.4000	1.9000	VERB	7615
582	LEND	prestar	1.6000	1.4500	1.5000	1.6500	1.2500	VERB	7929
584	DIFFICULT	difícil	1.7500	1.9500	2.8500	2.9500	2.5500	ADJECTIVE	3260
593	POTATO	patata	3.0000	1.2000	1.0000	1.0000	1.1000	NOUN	7357
596	POSTAGE STAMP	sello	1.9500	1.1500	1.5000	1.1000	1.1000	NOUN	9080
60	OAT	avena	1.6800	1.3500	1.1500	1.1000	1.0000	NOUN	1066
606	GRASS	hierba	2.9500	1.9500	1.1000	1.2500	1.1000	NOUN	5020
619	ANIMAL	animal	4.0500	1.3000	1.2000	1.6000	1.2000	NOUN	585
622	ISLAND	isla	3.0500	1.0000	1.0000	1.5500	1.2500	NOUN	5800
623	LAGOON	laguna	2.7000	1.3500	1.4500	1.6000	1.3700	NOUN	5917
627	LEAD (CHEMICAL ELEMENT)	plomo	1.2000	1.3500	1.5500	2.0000	1.3500	NOUN	7678
638	MOTORCYCLE	motocicleta	2.5500	1.2100	1.4000	1.7500	1.1500	NOUN	6698
639	MOUNTAIN	cerro	2.1900	1.4500	1.2400	1.7500	1.2200	NOUN	1848
640	MUD	barro	1.7500	2.2500	1.2500	1.3500	1.2500	NOUN	1184
643	NEED (NOUN)	necesidad	1.8000	1.6000	2.0000	2.0500	2.1500	NOUN	6816
644	OAK	roble	2.6000	1.0500	1.0500	1.1500	1.2000	NOUN	8842
653	PLANT (VEGETATION)	plantar	2.6000	1.3500	1.0500	1.1500	1.4500	VERB	7640
657	PRICE	precio	1.8000	1.7500	2.1000	2.0000	1.7500	NOUN	7850
660	REEF	arrecife	2.9000	1.5000	1.3500	1.3000	1.3200	NOUN	822
661	RELIGION	religión	1.3000	2.8500	3.1000	2.1000	2.3000	NOUN	8580
666	RIVER	rio	3.0500	1.2500	1.0500	1.4500	1.1000	NOUN	8834
670	ROOT	raíz	1.9000	1.6000	1.1000	1.2000	1.2000	NOUN	8280
671	SAND	arena	2.5500	1.8000	1.4500	1.2500	1.4500	NOUN	775
672	EARLY	temprano	1.7400	1.9000	2.4000	1.6500	1.6500	ADVERB	9694
674	MOUTH	boca	2.3000	1.9500	1.1100	1.2000	1.0000	NOUN	1317
680	BREAK (DESTROY OR GET DESTROYED)	quebrar	1.1500	1.9500	2.3500	2.7000	2.8000	VERB	8220
688	LUNG	pulmón	1.8500	1.7400	1.1000	1.4500	1.3000	NOUN	8181
690	BOTTOM	fondo	1.4500	1.1000	1.1500	1.7000	1.4000	NOUN	4523
692	BRING	traer	2.0000	1.1500	1.3500	1.0500	1.2500	VERB	9894
694	GET	obtener	3.0000	1.1500	1.1500	1.2500	1.0500	VERB	6986
695	GO	ir	2.9000	1.0500	1.4500	1.2000	1.1000	VERB	5768
700	CARRY	llevar	2.0000	1.0500	1.1000	1.1000	1.1000	VERB	6114
702	CATCH	atrapar	1.6500	1.4000	2.7000	2.3000	2.2000	VERB	969
703	SOON	pronto	2.7000	1.3000	1.4000	1.3000	1.2000	ADVERB	8068
708	SHINE	brillar	3.3500	1.0000	1.0000	1.0000	1.0000	VERB	1387
709	TEACH	enseñar	3.2500	1.1000	1.0500	1.0500	1.3000	VERB	3736
713	STEAL	hurtar	1.0500	3.1100	3.5800	3.5300	3.0500	VERB	5150
714	SEED	semilla	2.1000	1.4000	1.2000	1.1000	1.0500	NOUN	9095
715	SHOUT	gritar	2.2500	2.2000	3.9500	2.7500	2.0000	VERB	4889
716	GROAN	gemir	3.6500	1.4000	1.2500	1.4000	1.7500	VERB	4742
717	SWEET	dulce	4.2600	1.0500	1.0000	1.1500	1.0500	ADJECTIVE	3468
718	PAY	pagar	1.9500	1.8000	1.6000	2.0000	2.0000	VERB	7198
72	CLAW	garra	1.5500	1.6500	2.2100	2.4000	1.5000	NOUN	4714
721	LOW	bajo	1.7900	1.1500	1.3000	1.2500	1.5500	ADPOSITION	1119
729	DAWN	madrugada	1.8500	1.5500	1.7500	1.6000	1.8500	NOUN	6191
73	BEAK	pico	2.5000	1.2000	1.4200	1.7000	1.1000	NOUN	7577
737	LIGHT (IGNITE)	encender	2.6000	1.0500	1.4000	1.2500	1.1000	VERB	3661
741	DRIVE	conducir	3.7500	1.3000	1.6500	1.7000	1.1000	VERB	2311
742	END (OF SPACE)	final	2.0500	2.0500	2.1000	2.9000	3.0500	NOUN	4437
743	END (OF TIME)	fin	1.9500	1.7900	1.8500	2.9000	3.7400	NOUN	4434
749	ENTER	entrar	2.3000	1.1000	1.1500	1.4500	1.1500	VERB	3755
755	DENY	negar	1.3500	1.5000	2.5500	2.1500	2.3000	VERB	6820
759	SILVER	plata	2.7000	1.0000	1.1500	1.0500	1.1000	NOUN	7651
761	COVER	cubrir	1.7000	1.4000	1.1500	1.4500	1.4500	VERB	2759
768	LUNCH	almuerzo	3.8000	1.0000	1.0000	1.0000	1.0500	NOUN	442
769	ROOF	tejado	1.7000	1.3000	1.1000	1.6000	1.0500	NOUN	9656
773	HAVE	tener	2.5500	1.1500	1.3000	1.4000	1.1500	VERB	9705
777	FLUTE	flauta	2.2000	1.3500	1.7500	1.2000	1.2000	NOUN	4480
778	SMOKE (EXHAUST)	humo	1.5500	2.2500	2.1500	2.4000	1.8000	NOUN	5142
78	THAT	aquel	1.4700	1.2100	1.1100	1.2000	1.1500	DETERMINER	742
782	DEFEAT	derrota	1.0500	2.7000	3.7000	3.0000	3.6500	NOUN	2991
798	JAW	mandíbula	1.6000	1.6000	1.6500	1.1500	1.1500	NOUN	6261
8	CURSE	maldecir	1.1500	1.6000	2.9500	2.7000	2.9500	VERB	6227
800	THIGH	muslo	2.1000	1.2500	1.3500	1.1500	1.2000	NOUN	6755
83	FORBID	prohibir	1.2000	2.9000	3.0000	2.4000	3.3500	VERB	8038
834	BUTTOCKS	culo	2.4500	2.2500	1.5000	1.1000	1.3500	NOUN	2785
85	GIVE BACK	devolver	2.0000	1.8500	1.6500	1.6500	1.4500	VERB	3217
851	STABLE	establo	2.1000	1.9500	1.4000	1.3500	1.2000	NOUN	4001
853	ALTAR	altar	2.4500	1.9500	1.1500	1.8000	1.4000	NOUN	458
854	KETTLE	caldera	1.5000	1.2000	1.1000	1.8000	1.2000	NOUN	1513
860	CAUSE	causar	1.7500	1.2000	1.9500	1.3500	1.5500	VERB	1764
868	BANANA	plátano	2.5000	1.8500	1.0000	1.0500	1.1000	NOUN	7654
875	SHOEMAKER	zapatero	1.6000	1.5500	1.4500	1.2000	1.2000	NOUN	10471
88	BEEHIVE	colmena	1.2500	2.4000	2.0500	2.8000	1.5800	NOUN	2107
884	SHARE	repartir	2.1500	1.0500	1.1500	1.1000	1.3000	VERB	8638
887	BITTER	amargo	1.4000	2.8000	2.3500	2.0500	2.4500	ADJECTIVE	492
89	NATIVE COUNTRY	patria	2.5000	2.1500	2.2000	1.2500	1.4500	NOUN	7370
890	MULE	mulo	1.4200	1.4400	1.5300	1.1900	1.7800	NOUN	6724
891	TIDE	marea	2.4000	1.5000	1.5500	2.2000	1.7500	NOUN	6307
896	ANACONDA (WATER BOA)	anaconda	1.5000	2.5500	1.7500	4.2500	1.5500	NOUN	531
897	SWALLOW	tragar	1.7500	2.1500	1.3500	1.6800	1.1500	VERB	9897
901	ADOBE	adobe	1.7200	2.0000	1.3100	1.4700	1.2100	NOUN	205
920	GRAPE	uva	2.5500	1.3000	1.2000	1.0500	1.0000	NOUN	10127
922	PEAR	pera	2.3500	1.2000	1.0000	1.0000	1.1000	NOUN	7448
923	LOVE	querer	4.2500	1.1000	1.2000	2.1000	1.5500	VERB	8228
930	VILLAGE	caserío	2.7500	1.4000	1.0000	1.0500	1.2100	NOUN	1713
932	BARLEY	cebada	1.8900	2.0500	1.4000	1.2000	1.1500	NOUN	1781
938	MARE	yegua	2.6000	1.2000	1.0500	1.3000	1.0500	NOUN	10450
947	STREAM	quebrada	1.3000	1.7400	2.0500	2.2100	2.4500	NOUN	8216
951	WEAPONS	armas	1.4500	3.0000	4.1000	3.9000	3.8000	NOUN	798
956	FLEE	huir	1.4000	1.4000	2.5500	3.2000	3.6000	VERB	5130
960	WIND	viento	1.6500	1.7000	2.1000	1.8000	1.7500	NOUN	10317
964	WOOL	lana	2.6000	1.4200	1.0500	1.1000	1.2000	NOUN	5925
978	WAVE	ola	3.5000	1.1600	1.4000	2.2000	1.1000	NOUN	7044
987	REMAIN	quedar	3.7500	1.1000	1.2000	1.5000	1.3000	VERB	8222
996	DEAF	sordo	1.2500	1.0500	1.3000	1.6000	3.0500	ADJECTIVE	9366
998	PUT	meter	2.1500	1.5000	1.3000	1.4000	1.3000	VERB	6497
