CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	SPANISH_FREQUENCY	SPANISH_FREQUENCY_PM	SPANISH_FREQUENCY_LOG
769	ROOF	tejado	18	5.6711	1.2788
771	HAT	sombrero	39	12.2873	1.6021
772	BELT	cinturón	14	4.4108	1.1761
773	HAVE	tener	2383	750.7876	3.3773
777	FLUTE	flauta	9	2.8355	1.0000
778	SMOKE (EXHAUST)	humo	35	11.0271	1.5563
779	PART	pedazo	81	25.5198	1.9138
78	THAT	aquel	463	145.8727	2.6665
781	FEAR (FRIGHT)	miedo	607	191.2413	2.7839
782	DEFEAT	derrota	39	12.2873	1.6021
783	VICTORY	victoria	306	96.4083	2.4871
784	SNOW	nieve	66	20.7940	1.8261
787	SAIL	navegar	9	2.8355	1.0000
788	SOAP	jabón	20	6.3012	1.3222
789	PEOPLE	people	7	2.2054	0.9031
790	READY	listo	57	17.9584	1.7634
794	PEN	bolígrafo	13	4.0958	1.1461
796	NIPPLE	pezón	2	0.6301	0.4771
798	JAW	mandíbula	4	1.2602	0.6990
799	WRIST	muñeca	33	10.3970	1.5315
8	CURSE	maldecir	2	0.6301	0.4771
800	THIGH	muslo	7	2.2054	0.9031
801	RIB	costilla	2	0.6301	0.4771
803	ANKLE	tobillo	20	6.3012	1.3222
809	TROUSERS	pantalones	55	17.3283	1.7482
811	SOUL	alma	162	51.0397	2.2122
812	SLAVE	esclavo	12	3.7807	1.1139
816	HALF	mitad	347	109.3258	2.5416
817	THEY	ellos	2124	669.1871	3.3274
819	STOMACH	estómago	31	9.7669	1.5051
82	ANGER	enojo	3	0.9452	0.6021
829	RAFTER	viga	2	0.6301	0.4771
83	FORBID	prohibir	16	5.0410	1.2304
834	BUTTOCKS	culo	84	26.4650	1.9294
837	BLUE	azul	113	35.6018	2.0569
843	SPIDER	araña	15	4.7259	1.2041
845	MURDER	asesinar	10	3.1506	1.0414
846	TIGER	tigre	17	5.3560	1.2553
848	THIRST	sed	22	6.9313	1.3617
85	GIVE BACK	devolver	33	10.3970	1.5315
850	SQUARE	cuadrado	56	17.6434	1.7559
853	ALTAR	altar	11	3.4657	1.0792
854	KETTLE	caldera	7	2.2054	0.9031
855	SEIZE	embargar	1	0.3151	0.3010
857	STONE	stone	4	1.2602	0.6990
859	STOVE	estufa	11	3.4657	1.0792
860	CAUSE	causar	17	5.3560	1.2553
861	JUDGE	juez	287	90.4222	2.4594
862	SUGAR	azúcar	41	12.9175	1.6232
867	GLOVE	guante	13	4.0958	1.1461
871	RATTLESNAKE	cascabel	1	0.3151	0.3010
875	SHOEMAKER	zapatero	17	5.3560	1.2553
877	MASON	albañil	18	5.6711	1.2788
878	HELL	infierno	33	10.3970	1.5315
879	COUGH	toser	1	0.3151	0.3010
88	BEEHIVE	colmena	3	0.9452	0.6021
881	TAILOR	sastre	16	5.0410	1.2304
882	PARROT	loro	27	8.5066	1.4472
884	SHARE	repartir	28	8.8217	1.4624
886	PARAKEET	perico	26	8.1916	1.4314
887	BITTER	amargo	11	3.4657	1.0792
889	FLAME	llama	1020	321.3611	3.0090
89	NATIVE COUNTRY	patria	79	24.8897	1.9031
890	MULE	mulo	3	0.9452	0.6021
891	TIDE	marea	5	1.5753	0.7782
892	TIME	tiempo	2966	934.4675	3.4723
894	TOAD	sapo	3	0.9452	0.6021
896	ANACONDA (WATER BOA)	anaconda	7	2.2054	0.9031
897	SWALLOW	tragar	14	4.4108	1.1761
90	INNOCENT	inocente	48	15.1229	1.6902
901	ADOBE	adobe	1	0.3151	0.3010
902	ADULTERY	adulterio	2	0.6301	0.4771
906	TREE	árbol	80	25.2048	1.9085
907	OLD WOMAN	viejita	2	0.6301	0.4771
908	DRUM	tambor	5	1.5753	0.7782
911	TEMPLE	iglesia	571	179.8992	2.7574
913	CROW	cuervo	16	5.0410	1.2304
914	SCULPTOR	escultor	8	2.5205	0.9542
919	CHILI PEPPER	ají	3	0.9452	0.6021
920	GRAPE	uva	13	4.0958	1.1461
921	VALLEY	valle	91	28.6704	1.9638
922	PEAR	pera	10	3.1506	1.0414
923	LOVE	querer	114	35.9168	2.0607
924	VEGETABLES	legumbres	7	2.2054	0.9031
926	RICE	arroz	30	9.4518	1.4914
928	EMBRACE	abrazar	5	1.5753	0.7782
93	DRAW MILK	ordeñar	2	0.6301	0.4771
930	VILLAGE	pueblo	874	275.3623	2.9420
932	BARLEY	cebada	5	1.5753	0.7782
937	BIRD	pájaro	31	9.7669	1.5051
938	MARE	yegua	2	0.6301	0.4771
942	HONEY	miel	22	6.9313	1.3617
943	WATERFALL	cascada	9	2.8355	1.0000
945	SPEAR	lanza	52	16.3831	1.7243
946	BLOOD	sangre	201	63.3270	2.3054
947	STREAM	quebrada	2	0.6301	0.4771
948	WATER	water	10	3.1506	1.0414
951	WEAPONS	armas	134	42.2180	2.1303
953	RAPE	violación	25	7.8765	1.4150
956	FLEE	huir	21	6.6163	1.3424
957	WHALE	ballena	1	0.3151	0.3010
96	CRAWL	gatear	1	0.3151	0.3010
960	WIND	viento	134	42.2180	2.1303
962	WOMAN	mujer	1616	509.1367	3.2087
963	BOOK	libro	559	176.1185	2.7482
964	WOOL	lana	24	7.5614	1.3979
965	WORLD	mundo	2685	845.9357	3.4291
968	ACORN	bellota	4	1.2602	0.6990
970	COCONUT	coco	61	19.2187	1.7924
974	TOBACCO	tabaco	83	26.1500	1.9243
977	ARROW	flecha	4	1.2602	0.6990
978	WAVE	saludar	38	11.9723	1.5911
98	ALL	todos	5233	1648.7083	3.7188
980	HEEL	talón	8	2.5205	0.9542
981	ELBOW	codo	16	5.0410	1.2304
984	WORK (LABOUR)	trabajar	623	196.2823	2.7952
986	TOMATO	tomate	35	11.0271	1.5563
987	REMAIN	quedar	263	82.8607	2.4216
989	CLEAR	claro	6578	2072.4638	3.8182
994	BOW	arco	47	14.8078	1.6812
996	DEAF	sordo	7	2.2054	0.9031
998	PUT	meter	202	63.6421	2.3075
