CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	VALENCE_LANGUAGE_FREEDICT_NRCVAD	AROUSAL_LANGUAGE_FREEDICT_NRCVAD	DOMINANCE_LANGUAGE_FREEDICT_NRCVAD	VALENCE_LANGUAGE_FAMILY_FREEDICT_NRCVAD	AROUSAL_LANGUAGE_FAMILY_FREEDICT_NRCVAD	DOMINANCE_LANGUAGE_FAMILY_FREEDICT_NRCVAD	VALENCE_MEAN_FREEDICT_NRCVAD	AROUSAL_MEAN_FREEDICT_NRCVAD	DOMINANCE_MEAN_FREEDICT_NRCVAD	LINE_IN_SOURCE
1017	APPEARANCE	appearance	0.614539867100683	0.440310629831028	0.563521754361962	0.598709383594786	0.465204058827928	0.554304478370649	0.600867462259906	0.458430666293047	0.559738406078425	474
1018	MEMORY	memory	0.747156862745098	0.331588235294118	0.506852941176471	0.752777777777778	0.3335	0.506833333333333	0.741952380952381	0.35	0.501785714285714	1275
1019	RIGHT	right	0.68888849804537	0.416793463981035	0.626117337028297	0.680648054856487	0.414497007741332	0.623954831063251	0.680917668331695	0.415052823755674	0.623493909977791	73
102	COMMON COLD (DISEASE)	common	0.538035752760571	0.375796323727444	0.493774827183769	0.557220673923578	0.365916167310806	0.509356002316538	0.558096030083065	0.363034666616778	0.504926139339969	1763
1020	HANDKERCHIEF	handkerchief	0.562	0.276	0.277	0.562	0.276	0.277	0.562	0.276	0.277	20425
1024	CHARACTER	character	0.603887218045113	0.417436090225564	0.548932330827068	0.608034482758621	0.389741379310345	0.546051724137931	0.599515151515152	0.395333333333333	0.545878787878788	642
1025	WHISTLE	whistle	0.5567	0.48135	0.4172	0.5875	0.4725	0.420875	0.5875	0.4725	0.420875	7633
1027	BUG	bug	0.247013605442177	0.554367346938776	0.283585034013605	0.247435483870968	0.561798387096774	0.290137096774194	0.264802083333333	0.55203125	0.297395833333333	171
1028	YAWN	yawn	0.436333333333333	0.506	0.241333333333333	0.408	0.4335	0.2185	0.408	0.4335	0.2185	14512
1029	JEWEL	jewel	0.781375	0.425875	0.581625	0.753777777777778	0.416777777777778	0.583666666666667	0.7	0.3934	0.5814	5445
1030	NECESSARY	necessary	0.574662843260256	0.481515716476658	0.628197386950062	0.551457035298607	0.481459833119132	0.605391664381592	0.551011929336626	0.494460712958736	0.62072564187902	7420
1031	ON PURPOSE	on purpose	0.567573983739837	0.679993495934959	0.707360975609756	0.564105263157895	0.679	0.707473684210526	0.579230769230769	0.671115384615385	0.713230769230769	11721
1032	CITIZEN	citizen	0.603153439153439	0.355726631393298	0.617774250440917	0.614626262626263	0.342375420875421	0.617636363636364	0.603959595959596	0.361430976430976	0.622969696969697	6049
1033	GRIND	to grind	0.398	0.343	0.602	0.398	0.343	0.602	0.398	0.343	0.602	17934
1034	DEFENDANT	defendant	0.168615384615385	0.637846153846154	0.415846153846154	0.213666666666667	0.600333333333333	0.411	0.213666666666667	0.600333333333333	0.411	13353
1035	GOOD	good	0.79457141579196	0.425739616719679	0.623374260869937	0.776466444375382	0.422978069916114	0.625356260515165	0.790325710742174	0.425011655986177	0.629449363369178	188
1036	OWNER	owner	0.63647619047619	0.459238095238095	0.829047619047619	0.620083333333333	0.47175	0.82075	0.609428571428571	0.468285714285714	0.829142857142857	3990
1037	ELF	elf	0.428610495626822	0.427834256559767	0.379284110787172	0.437937543133195	0.421907177363699	0.381857487922705	0.448341071428571	0.430735714285714	0.391558928571429	10680
1038	TEACHER	teacher	0.711755769230769	0.491338461538462	0.760576923076923	0.684648148148148	0.473518518518519	0.762666666666667	0.690205882352941	0.479941176470588	0.760705882352941	6331
1039	SHOW	to show	0.553402652817346	0.505896359320744	0.60118627462508	0.557583350864142	0.508204881918291	0.59057217929747	0.553284206286514	0.505975965643028	0.601191390657582	17876
1040	HAIR	hair	0.582666666666667	0.323333333333333	0.305333333333333	0.582333333333333	0.254666666666667	0.295666666666667	0.5825	0.289	0.3005	5889
1041	INCREASE	to increase	0.776274497676557	0.496808934818075	0.74264400190804	0.756481147178538	0.495468746649764	0.721849797324389	0.773197569797992	0.497281764377434	0.739149309290041	17924
1043	BRAID	braid	0.483041049339643	0.332439493796257	0.324815644731721	0.480981252430961	0.33751287436795	0.334357759626604	0.495019405199665	0.333778675569318	0.335988345913167	3237
1044	PILLOW	pillow	0.644727272727273	0.296363636363636	0.387090909090909	0.64575	0.327916666666667	0.420583333333333	0.6235	0.307833333333333	0.413833333333333	15714
1046	SHUT	to shut	0.310814835801431	0.385573822968051	0.369317765186339	0.309957033182571	0.385049753549059	0.368498504810515	0.310788610620605	0.385588589902852	0.369312273676362	17903
1047	PURSUE	to pursue	0.427610434083759	0.569194351516737	0.432108763998844	0.426733217967075	0.569009907910884	0.431585587248874	0.426789073176405	0.569872522138153	0.432425334325599	9421
1048	LINE	line	0.565728114335182	0.393254749204357	0.507646180227325	0.555033437072021	0.39659862384926	0.499687663921105	0.553604216310736	0.396750313489003	0.50734517100609	571
1052	LIGHT (WEIGHT)	lightweight	0.771	0.32	0.519	0.771	0.32	0.519	0.771	0.32	0.519	16161
1053	HUNTER	hunter	0.323222222222222	0.730888888888889	0.727555555555556	0.314285714285714	0.747571428571429	0.735571428571429	0.3115	0.75625	0.74575	4382
1061	ARMOUR	armor	0.467181818181818	0.486909090909091	0.611363636363636	0.434333333333333	0.52411111111111	0.642888888888888	0.411749999999994	0.560749999999992	0.654749999999991	13021
1062	LAW	law	0.665302637362637	0.47189956043956	0.706895824175824	0.669159420289855	0.46783768115942	0.704620289855073	0.645302083333333	0.458183333333333	0.683527083333333	3636
1063	NEPHEW	nephew	0.7134	0.3644	0.4162	0.707	0.369333333333333	0.418	0.723	0.357	0.4135	119
1064	SHIELD	shield	0.618411391514742	0.447450047828044	0.610305241390952	0.612778779681391	0.441514352269309	0.61971701232341	0.612247028423771	0.443240051679585	0.625968217054262	1039
1065	SPIDER WEB	spider web	0.495615384615385	0.335307692307692	0.456230769230769	0.518454545454541	0.355090909090906	0.47263636363636	0.4978	0.3372	0.4578	18222
1066	CRIME	crime	0.175	0.768375	0.446	0.170285714285714	0.797142857142857	0.480285714285714	0.178666666666667	0.746	0.419333333333333	7574
1067	JUDGMENT	judgment	0.574697936210131	0.497305816135084	0.675793621013133	0.5583525	0.5096075	0.6676775	0.557767857142857	0.496232142857143	0.653950892857143	491
1068	COURT	court	0.575923197492163	0.404938871473354	0.515525078369906	0.563833333333333	0.492590909090909	0.602969696969697	0.569013888888889	0.475791666666667	0.580722222222222	276
1069	GLUE	glue	0.516290091264668	0.370610821382008	0.41890482398957	0.507093555093554	0.3436632016632	0.408305613305612	0.49969696969697	0.345831168831169	0.406549783549784	871
107	OMEN	omen	0.59222200421439	0.495252887355924	0.635501374895595	0.59139580638105	0.489833006971607	0.602451042984598	0.585256257721759	0.491243421732306	0.597628659919869	1035
1070	BUS	bus	0.500425	0.496275	0.51055	0.547666666666667	0.616666666666667	0.591833333333333	0.523833333333333	0.547833333333333	0.548166666666667	2917
1071	HOOK	hook	0.45491452991453	0.44468717948718	0.406641025641026	0.447671428571429	0.454190476190476	0.41912380952381	0.451125	0.449841666666667	0.416108333333333	5450
1072	PRISONER	prisoner	0.14875	0.683625	0.3808125	0.1795	0.67875	0.3985	0.1578	0.6738	0.3804	15707
1074	FISHHOOK	fishhook	0.418	0.444	0.395	0.418	0.444	0.395	0.418	0.444	0.395	14435
1075	TRAP (PITFALL)	trap	0.313535714285714	0.569392857142857	0.426285714285714	0.318294117647059	0.509764705882353	0.420352941176471	0.339555555555556	0.47	0.405222222222222	15908
1076	EMERGE (APPEAR)	appear	0.617769507803121	0.474247298919568	0.563470588235294	0.582190476190476	0.51302380952381	0.534952380952381	0.602518518518518	0.506481481481482	0.547259259259259	1114
1078	MAIN	main	0.642547415038135	0.439841932452644	0.729891876849191	0.647977709575194	0.446066287585633	0.709861582201073	0.661936088198429	0.457886042201139	0.738221283781878	2844
1079	FEEL	to feel	0.518207660163402	0.540900056274842	0.497059469612105	0.515022724346755	0.539186747878773	0.494564052847687	0.517817894733733	0.541200403302482	0.497161172627581	9653
108	RUDDER	rudder	0.492676701116737	0.451359887632656	0.567996254421863	0.503249999999997	0.440749999999997	0.538499999999997	0.493833333333329	0.446999999999996	0.546333333333329	3213
1080	VULGAR	vulgar	0.398673189914823	0.458712592586322	0.432839957329974	0.344558487452404	0.513327227849369	0.448033793964693	0.369216444303696	0.491934646523268	0.437482620447905	15194
1081	BILL	bill	0.521175465829788	0.428280744581779	0.495873763599246	0.516630488334999	0.418099835899738	0.492496363120856	0.518437829613752	0.410892710034302	0.491224794894426	669
1082	MERCHANT	merchant	0.649393939393939	0.540378787878788	0.716475757575758	0.65152380952381	0.552537414965986	0.68175	0.637977272727273	0.545845454545454	0.691825	3465
1084	CALL	call	0.583367802684281	0.534641168341414	0.565237472185136	0.577451257631258	0.559334334554335	0.558285787545788	0.579394590643275	0.549985380116959	0.552642543859649	813
1085	FOLLOW	to follow	0.470582450026934	0.561511301879284	0.433697003021776	0.46992339755365	0.560994569911493	0.432709555314158	0.470008312386952	0.561981266140026	0.433908891385199	9420
1086	WORK (ACTIVITY)	to work	0.594933507450732	0.538988440623973	0.589102107571674	0.586879877383215	0.533246276608884	0.582024926471042	0.594772058877957	0.539076386393149	0.589061622187311	17694
1087	CONCEIVE	to conceive	0.693146500507811	0.48334456088683	0.632608888411277	0.686701619348504	0.479860528562461	0.626833632141695	0.693008492176253	0.483404260884316	0.63253939319064	9470
1088	SINK (DESCEND)	sink	0.401536585365854	0.538975609756097	0.456707317073171	0.414113636363636	0.523681818181818	0.479272727272727	0.415911764705882	0.532529411764706	0.463235294117647	5391
109	FOREIGN	foreign	0.43618	0.568603870967742	0.461321935483871	0.460957142857143	0.537728571428571	0.457757142857143	0.462547619047619	0.53102380952381	0.451297619047619	845
1090	BE BORN	be born	0.663714285714286	0.578571428571429	0.653571428571429	0.599	0.576	0.6	0.599	0.576	0.6	7134
1091	SALTY	salty	0.496558441558442	0.478194805194805	0.50912987012987	0.484114285714286	0.501485714285714	0.521114285714286	0.548916666666667	0.506	0.554583333333333	6517
1092	HOPE	hope	0.692352941176471	0.470470588235294	0.589117647058824	0.715772727272727	0.466772727272727	0.599863636363636	0.691461538461538	0.458615384615385	0.581	2271
1093	MIDDLE	middle	0.533027605244996	0.359128364389234	0.527735679779158	0.558990942028985	0.328101449275362	0.498661231884058	0.558916666666666	0.331152777777778	0.496699074074074	2763
1094	FASTEN	to fasten	0.48130071278529	0.495329357264811	0.526753807033469	0.481214616698747	0.49496491167712	0.527484039231976	0.48121251075873	0.495398044106335	0.526778135046089	9668
1095	LET GO OR SET FREE	release	0.599697924546225	0.476025524553729	0.531160401285038	0.596741461165715	0.49816838215287	0.552731514211701	0.602073820035741	0.49251196629516	0.54596284833591	5589
1096	SONG	song	0.772660427807487	0.423986631016043	0.496331550802139	0.755925925925926	0.425407407407407	0.508833333333333	0.748770833333333	0.4191875	0.496958333333333	8345
1097	ABANDON	to abandon	0.29418021268662	0.481160377409137	0.354812957009997	0.294150898322571	0.481151846999628	0.354775638834822	0.294179643446223	0.481160828306755	0.354813130266592	9514
1098	WEIGH	weigh	0.48	0.3775	0.471	0.48	0.3775	0.471	0.48	0.3775	0.471	8006
11	DARKNESS	darkness	0.299418866249904	0.447670062514471	0.370175735123871	0.332815893488662	0.431147077179113	0.366067193675889	0.285662442396313	0.437691244239631	0.346396889400922	217
110	MOTOR	motor	0.628826306543698	0.618788976723759	0.636782608695652	0.631727053140089	0.602594202898543	0.617350241545887	0.635755905511754	0.584309055118055	0.587334645669236	2963
1100	COOK (SOMETHING)	cook	0.74219696969697	0.52580303030303	0.533363636363636	0.7402	0.5351	0.5029	0.724428571428571	0.535571428571429	0.525142857142857	1682
1101	SUFFER	to suffer	0.43074843536212	0.374233174175263	0.314747737261725	0.430749991736424	0.37422829032253	0.314757966574556	0.43074770051246	0.374233738760386	0.31474791993183	9443
1102	CLIMB	climb	0.648082332593845	0.555367924100612	0.654597189216923	0.631365623749284	0.557384838085319	0.609480548935942	0.635638852149559	0.547233970029767	0.624181865145066	1862
1103	SACRIFICE	sacrifice	0.316910714285714	0.650599025974026	0.404292207792208	0.296369444444444	0.669047222222222	0.400866666666667	0.321690058479532	0.646163742690058	0.398894736842105	8304
1104	NURSE	nurse	0.671821902509151	0.46001729639199	0.498449153368281	0.67439704648229	0.447031084133916	0.491213268122271	0.668224897035405	0.454914089454552	0.490658581490849	724
1105	CAMP	camp	0.540906759923063	0.554805542927085	0.513991320160867	0.590189189189189	0.545163548163548	0.540063756063756	0.564207692307692	0.544320512820513	0.526089743589744	3003
1106	FALL ASLEEP	fall asleep	0.719	0.09	0.339	0.719	0.09	0.339	0.719	0.09	0.339	7345
1107	GO OUT	go out	0.501272727272727	0.388636363636364	0.446454545454545	0.5505	0.402	0.46425	0.5505	0.402	0.46425	6673
1108	UNCOVER	uncover	0.599142857142857	0.659380952380952	0.595714285714286	0.486666666666667	0.593777777777778	0.552555555555556	0.521333333333333	0.607	0.557666666666667	4955
1109	WOUND	wound	0.156961438121541	0.706020092303746	0.353894679708121	0.200544698987099	0.670395714523117	0.380596392830652	0.203840229088389	0.681756143070806	0.389361753547587	15138
1110	SHARK	shark	0.277208333333333	0.645215277777778	0.518166666666667	0.285171406310869	0.639608881963381	0.525196727697702	0.275579029733959	0.646957746478873	0.517339593114241	11134
1111	CAR	car	0.672140933637346	0.535485518029417	0.506912949561461	0.654933954933955	0.522923076923077	0.511905205905206	0.653423796791442	0.541775401069518	0.522778074866309	2278
1112	SUCCEED	to succeed	0.470582164355699	0.561510880637562	0.433696659089068	0.469923033114936	0.560994062637078	0.432709125506171	0.470008029785514	0.561980848836667	0.433908550362669	17784
1113	WRAP	wrap	0.508785034013605	0.361013605442177	0.411859410430839	0.502292473118279	0.381588709677419	0.397288172043011	0.51550350877193	0.364105263157895	0.398048245614035	7204
1114	BULLET	bullet	0.439428571428571	0.54152380952381	0.466190476190476	0.422733333333333	0.536333333333333	0.471133333333333	0.417111111111111	0.538222222222222	0.466222222222222	10909
1115	SPEECH	speech	0.614195402298851	0.393977011494253	0.624367816091954	0.624911111111111	0.392522222222222	0.6074	0.617925925925926	0.38962962962963	0.612259259259259	3561
1116	DAMAGE	to damage	0.17588555577738	0.649706705188775	0.357393704447745	0.174946579804047	0.651991929059795	0.359351215398922	0.174200737074197	0.651117345544902	0.358091591339044	9873
1117	LIKE	like	0.661158311761685	0.363416112479738	0.501753565579607	0.653495351823194	0.372968840759774	0.495549241032125	0.652489191268468	0.372482028568536	0.49638658646377	1029
1119	DIVIDE	to divide	0.359833174018639	0.582109870631425	0.410965224631903	0.359454374086893	0.583049504182048	0.410651595718858	0.35982835495376	0.582113316849288	0.410965854572103	9597
112	TURTLE	turtle	0.673	0.078	0.25	0.673	0.078	0.25	0.673	0.078	0.25	19351
1120	HONEST	honest	0.754509623371738	0.378804414550644	0.64277736724311	0.743886450718869	0.372256989457142	0.63659468432612	0.748966555959897	0.378197762440672	0.638112266098662	2659
1121	SECRET	secret	0.455766992250565	0.452473482402325	0.524269292864062	0.465080800128017	0.473447902064328	0.535377865258438	0.476930640964995	0.462591236991485	0.537087630085147	6445
1122	WAGES	wages	0.739352941176471	0.529764705882353	0.639323529411765	0.773444444444444	0.583444444444444	0.679111111111111	0.769714285714286	0.588714285714286	0.667428571428571	15192
1123	PREGNANT	pregnant	0.418504282272338	0.548382923979611	0.53880076029125	0.481525871523236	0.558814095026422	0.532604651602202	0.454400577364508	0.559524915411911	0.521275725109412	328
1124	PIPE	pipe	0.49316	0.31524	0.41114	0.518	0.338181818181818	0.397409090909091	0.513916666666667	0.335833333333333	0.395916666666667	586
1125	BALD	bald	0.35642005325418	0.430605286132088	0.287050678772535	0.346333804221372	0.455167608442745	0.288931361143426	0.368411510791365	0.438229256594723	0.290344964028776	7424
1127	SEND	to send	0.397355130039865	0.482228697780245	0.385846820402866	0.397457058043372	0.483651658366199	0.388112230318673	0.397315579619297	0.482256654546418	0.385851302424922	17942
1128	ORDER	to order	0.518378336232753	0.489469466460978	0.612773202726769	0.518431423612268	0.489510549232391	0.612637717693276	0.518367270741378	0.489477746498227	0.612775492886341	17887
1129	PAINFUL	painful	0.250625	0.646577302631579	0.423422697368421	0.253415584415584	0.658383116883117	0.427675324675325	0.259386554621849	0.644218487394958	0.426554621848739	5930
113	SHORE	shore	0.623264705882353	0.374394117647059	0.449664705882353	0.600564285714286	0.352835714285714	0.443192857142857	0.58328125	0.359635416666667	0.44065625	5974
1132	BEAM	beam	0.472338624338624	0.425603174603175	0.465804232804233	0.493148148148148	0.395805555555556	0.464657407407407	0.499733333333333	0.39375	0.466716666666667	1293
1133	MATCH	match	0.646752252252252	0.566135135135135	0.624261261261261	0.656192592592593	0.547755555555556	0.610874074074074	0.646574712643678	0.550275862068966	0.604942528735632	4248
1134	DIVORCE	divorce	0.328705882352941	0.571882352941176	0.430176470588235	0.277545454545455	0.587727272727273	0.409636363636364	0.297571428571429	0.574428571428571	0.418857142857143	4660
1135	KICK	kick	0.342276955602537	0.622693446088795	0.493949260042283	0.347715617715618	0.625969696969697	0.499379953379953	0.35235	0.61386	0.4945	6436
1136	RABBIT	rabbit	0.605717261904762	0.382229166666667	0.230449404761905	0.595944581280788	0.392693349753695	0.2383460591133	0.532166666666667	0.410333333333333	0.2265	15115
1137	TENDON	tendon	0.369342105263158	0.510827935222672	0.537991902834008	0.353653333333333	0.50674	0.510666666666667	0.3494	0.50808	0.518	15268
1138	FAIRY	fairy	0.62768253968254	0.443904761904762	0.528539682539683	0.615614285714286	0.451342857142857	0.518485714285714	0.623488888888889	0.443444444444444	0.539933333333333	1936
1139	LEOPARD	leopard	0.361666666666667	0.651	0.676	0.3734	0.6624	0.6748	0.391	0.6795	0.673	5711
1140	FATIGUE	fatigue	0.29333	0.45909	0.36499	0.299434210526316	0.445302631578947	0.370131578947368	0.292714285714286	0.457648809523809	0.35791369047619	5342
1141	PITY	pity	0.4407125	0.42455	0.3957875	0.384125	0.478772727272727	0.399511363636364	0.3893125	0.473	0.3904375	6647
1142	URINE	urine	0.305	0.411	0.2275	0.305	0.411	0.2275	0.305	0.411	0.2275	17421
1143	OVEN	oven	0.466158620689655	0.450213793103448	0.458944827586207	0.469075	0.4419	0.453925	0.47095	0.4379	0.4528	850
1144	WITNESS	witness	0.649441599402557	0.477063742594239	0.627613519485826	0.650147059877497	0.495042668494781	0.649407490363053	0.655004636184244	0.479672981285243	0.630534902615561	15153
1145	SWAMP	swamp	0.33896439628483	0.378544891640867	0.320631578947368	0.342030588235294	0.383325490196078	0.327133333333333	0.33585	0.383485714285714	0.3262	10317
1147	PURE	pure	0.624278842547017	0.346878593222034	0.519041315001005	0.654838608821455	0.353714264449174	0.553426392420477	0.666066518263828	0.341261597996835	0.553065376245033	3805
1148	BRUISE	bruise	0.14525	0.654416666666667	0.39575	0.1514	0.6515	0.3949	0.1409	0.6723	0.3731	7470
1149	ORPHAN	orphan	0.062	0.43	0.228	0.062	0.43	0.228	0.062	0.43	0.228	12068
1150	THUNDER	thunder	0.353749050004789	0.75228789985062	0.630746420158482	0.344845947327701	0.756991212613109	0.644395197102375	0.352615585464889	0.759900956780856	0.644376362131892	5350
1151	VEIL	veil	0.452615384615385	0.325384615384615	0.317076923076923	0.410545454545455	0.332	0.309181818181818	0.432166666666667	0.329333333333333	0.318166666666667	16402
1152	BEGET	beget	0.771	0.423	0.772	0.771	0.423	0.772	0.771	0.423	0.772	4473
1153	CATTLE	cattle	0.6455	0.454	0.496833333333333	0.617666666666667	0.465333333333333	0.489444444444444	0.60375	0.471	0.48575	4766
1155	CAVE	cave	0.458985476500428	0.372970140710775	0.379617959743977	0.473784834105205	0.38656245362093	0.397003224262267	0.47315391441031	0.394852722541951	0.395714735372563	1849
1156	OPEN	open	0.649226271913506	0.467656916375203	0.572438470889688	0.650835087397382	0.449977966980829	0.586928886104356	0.65326881867579	0.446693640379879	0.582396322149709	1547
1157	BECAUSE	because	0.561977206129795	0.390855340648449	0.482917959882908	0.566825107402165	0.390540108813333	0.486706867568444	0.566878517495119	0.38852529737107	0.486521502246022	2094
1158	STEP	step	0.552015117891817	0.416474664817383	0.474758992140546	0.577223214285714	0.433367445054945	0.513831272893773	0.572873399014778	0.439252709359606	0.50714039408867	836
1159	FART	fart	0.531	0.404	0.578	0.531	0.404	0.578	0.531	0.404	0.578	5199
1160	THIEF	thief	0.151478260869565	0.74770938215103	0.41750114416476	0.179076923076923	0.716846153846154	0.410230769230769	0.1625625	0.73425	0.4163125	15926
1161	THREAD	thread	0.511012019230769	0.353466346153846	0.384439903846154	0.514320987654321	0.332796296296296	0.359	0.5078	0.33165	0.3661	5193
1162	INTENTION	intention	0.628283783783784	0.408648648648649	0.599824324324324	0.628685714285714	0.395657142857143	0.602428571428571	0.6297	0.4078	0.61255	2872
1163	BRIBE (AMOUNT)	bribe	0.108711538461538	0.726074175824176	0.450637912087912	0.106927272727273	0.732036363636364	0.458854545454545	0.110083333333333	0.714175	0.427616666666667	4708
1165	MOUSTACHE	moustache	0.444904761904762	0.27	0.296476190476191	0.44675	0.2675	0.30475	0.44675	0.2675	0.30475	7587
1166	MOULD	mould	0.483106804478897	0.389906976744186	0.489844099913867	0.477193675889328	0.376150197628458	0.492213438735178	0.483783333333333	0.393875	0.482333333333333	4209
1167	GRUEL	gruel	0.3215	0.577	0.199	0.3215	0.577	0.199	0.3215	0.577	0.199	4196
1168	HAWTHORN	hawthorn	0.5	0.407	0.336	0.431999999999995	0.451666666666661	0.366333333333329	0.5	0.407	0.336	7281
1169	OX	ox	0.48731746031746	0.389642857142857	0.458484126984127	0.525555555555556	0.374236111111111	0.465152777777778	0.516142857142857	0.383928571428571	0.4665	13205
117	IMITATE	imitate	0.543315789473684	0.364947368421053	0.374157894736842	0.5907	0.4072	0.4035	0.565	0.402	0.398142857142857	6277
1171	MIRROR	mirror	0.620798094103633	0.351203097081596	0.409519952352591	0.595845410628019	0.360251207729469	0.39231884057971	0.620784615384615	0.346769230769231	0.407323076923077	4224
1172	SHOOT	to shoot	0.277749461934119	0.594517418742932	0.490859336811002	0.277749461934119	0.594517418742932	0.490859336811002	0.277749461934119	0.594517418742932	0.490859336811002	9375
1173	EYEBROW	eyebrow	0.562	0.311	0.481	0.562	0.311	0.481	0.562	0.311	0.481	15498
1175	GHOST	ghost	0.510065738175849	0.52932928080435	0.536076638965836	0.510928571428572	0.53805	0.535042857142857	0.508285714285714	0.530978571428571	0.522185714285714	1462
1176	SPADE	spade	0.428508333333333	0.4812	0.421183333333333	0.405625	0.4785625	0.388625	0.429555555555556	0.474666666666667	0.410055555555556	6421
1177	DIARRHEA	diarrhea	0.038	0.692	0.25	0.038	0.692	0.25	0.038	0.692	0.25	12875
1179	DAY AFTER TOMORROW	the day after tomorrow	0.611409148123485	0.365669504570126	0.486485739321854	0.602230230001411	0.365058899753827	0.478296016118319	0.608972052580316	0.364118482846161	0.486027011558103	15566
1180	DAY BEFORE YESTERDAY	the day before yesterday	0.611409148123485	0.365669504570126	0.486485739321854	0.602230230001411	0.365058899753827	0.478296016118319	0.608972052580316	0.364118482846161	0.486027011558103	15565
1181	PALM TREE	palm tree	0.531	0.194	0.34	0.531	0.194	0.34	0.531	0.194	0.34	19993
1182	NOISE	noise	0.416060498622576	0.571075110722256	0.434867490335742	0.388877570797362	0.618137180914846	0.458279096817742	0.387996976225975	0.630217064414215	0.462452919931771	2361
1183	PALM OF HAND	palm	0.519923076923077	0.227230769230769	0.358153846153846	0.511625	0.233	0.35775	0.5166	0.2372	0.3636	1508
1184	DIMINISH	to diminish	0.225414006743092	0.506571673785464	0.245106201612284	0.225520254493687	0.506500016422379	0.245637710966488	0.22540108524495	0.506581355230423	0.245108867181767	9742
1186	LAST (ENDURE)	to last	0.370354900493824	0.570723126361394	0.436515302942184	0.369818587942019	0.570348406873348	0.438381608209616	0.369811447767647	0.571175196917998	0.436731076182809	9893
1188	CHARCOAL	charcoal	0.457	0.301	0.372	0.4376	0.289	0.3656	0.457	0.301	0.372	14477
1189	ULCER	ulcer	0.129076923076923	0.591538461538462	0.274461538461538	0.151	0.555	0.306	0.17	0.523333333333333	0.333333333333333	15092
119	DIVE	dive	0.403147368421053	0.581410526315789	0.470947368421053	0.470333333333333	0.530666666666667	0.438222222222222	0.4608	0.5215	0.4266	1412
1190	HARE	hare	0.685	0.33	0.241	0.685	0.33	0.241	0.685	0.33	0.241	183
