CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	VALENCE_LANGUAGE_FREEDICT_WKB	AROUSAL_LANGUAGE_FREEDICT_WKB	DOMINANCE_LANGUAGE_FREEDICT_WKB	VALENCE_LANGUAGE_FAMILY_FREEDICT_WKB	AROUSAL_LANGUAGE_FAMILY_FREEDICT_WKB	DOMINANCE_LANGUAGE_FAMILY_FREEDICT_WKB	VALENCE_MEAN_FREEDICT_WKB	AROUSAL_MEAN_FREEDICT_WKB	DOMINANCE_MEAN_FREEDICT_WKB	LINE_IN_SOURCE
1017	APPEARANCE	appearance	5.77703842839351	3.96195056026327	5.5910323002301	5.60905040405695	4.06359065722608	5.54157240787385	5.69016362666466	4.0408997523882	5.54046792839824	474
1018	MEMORY	memory	6.32441176470588	4.24137254901961	5.80725490196078	6.16	4.23388888888889	5.86972222222222	6.19	4.16261904761905	5.79761904761905	1273
1019	RIGHT	righthand	5.84686968804781	4.09322617136851	6.00873788325084	5.96030361792431	4.12891051857007	6.1345269807065	5.93062550814363	4.13198577792539	6.11458019803126	3622
102	COMMON COLD (DISEASE)	common	5.00355398550534	3.57704150637005	5.43629976586322	5.05142159088423	3.60260420995846	5.38795864862998	5.06133342535081	3.61256104957857	5.40177664788157	1759
1020	HANDKERCHIEF	kerchief	4.578	3.518	5.34	4.815	3.33	5.515	4.81499999999998	3.32999999999998	5.51499999999997	14310
1024	CHARACTER	graph	5.24166666666667	3.61166666666667	6.085	5.22142857142857	3.76714285714286	5.94142857142857	5.1575	3.715	6.0675	7315
1025	WHISTLE	whistle	4.86170390996548	4.45285139800389	4.92136468015349	5.10225211661832	4.34766622037114	5.1990047792262	5.11198768274166	4.34981480691639	5.20667978160269	7578
1027	BUG	bug	3.67408163265306	4.95789115646259	4.40387755102041	3.70782258064516	4.79282258064516	4.40556451612903	3.7946875	4.71895833333333	4.523125	171
1028	YAWN	gape	4.45	4.68	6.38	4.45	4.68	6.38	4.45	4.68	6.38	1878
1029	JEWEL	jewel	6.745	4.0525	6.00875	6.55666666666667	3.88333333333333	5.81555555555556	6.382	3.82	5.96	5413
1030	NECESSARY	necessary	5.42349201315144	4.16432193621795	5.1458031278798	5.27353463068695	4.12972872646042	5.03122202404251	5.26683820203578	4.09955148567265	4.98851464008914	7368
1031	ON PURPOSE	on purpose	5.36999999999998	3.88999999999999	5.99999999999998	5.36999999999999	3.88999999999999	5.99999999999999	5.37	3.89	6	11609
1032	CITIZEN	citizen	6.00743232377379	3.15133654962923	5.98555436433485	6.01699415204678	3.1546081871345	5.97209356725146	6.02687631027254	3.14006289308176	5.9782180293501	6011
1033	GRIND	grind	4.93529857429639	4.03058002552208	4.71422081861275	5.14015181920707	3.71562795114563	4.77551691539457	5.06446703250442	3.84482147179617	4.76784785687281	2812
1034	DEFENDANT	defendant	3.72832167832168	4.53160839160839	3.91363636363636	3.475	4.84	3.885	3.475	4.84	3.885	13163
1035	GOOD	good	6.74026547038236	3.95692115399626	6.12922361073145	6.64907681505098	4.04393689892133	6.18143720339615	6.69777631629399	4.05212210593212	6.19583084467457	188
1036	OWNER	owner	4.71619047619048	3.81130952380952	5.01702380952381	4.84861111111111	3.78972222222222	5.07888888888889	4.97952380952381	3.83904761904762	5.04047619047619	3974
1038	TEACHER	teacher	5.98569871794872	4.36497435897436	5.48205769230769	5.91774074074074	4.05925925925926	5.47206172839506	6.02872549019608	3.96333333333333	5.48421568627451	6290
1039	SHOW	show	5.85477073581255	4.03990851953645	5.81301743943625	5.91392776944612	4.0454556316977	5.77560380335841	5.89705190671691	4.03708456603825	5.74854335809569	939
1040	HAIR	hair	5.82666666666667	3.66333333333333	6.30333333333333	6.00333333333333	3.68666666666667	6.49666666666667	5.915	3.675	6.4	5851
1041	INCREASE	increase	5.79664432380405	4.21513794367682	5.98052914861647	5.84483007205188	4.24893273285435	6.04325268688165	5.84613507874111	4.30479746890693	6.04145868496196	3942
1043	BRAID	braid	5.45220612723176	3.61212116635631	5.5044586815687	5.45821469437315	3.64951735690162	5.53201033886669	5.48698018292683	3.62413414634146	5.49370274390244	3225
1044	PILLOW	cushion	6.22355555555556	3.248	6.03622222222222	6.11333333333333	3.36	5.94566666666667	6.12416666666667	3.3425	5.95833333333333	2869
1046	SHUT	shut	4.34871757793485	4.02956792589459	5.21300917887306	4.37584434497092	4.06330092576358	5.08496262880598	4.41336789675628	4.04436064462475	5.05285721747208	2656
1047	PURSUE	chase	4.8161303510147	4.68134744407436	5.06183094556726	4.6543268633444	4.69295229094421	4.90642927609229	4.74962897797302	4.68170737149714	4.96129945205076	1065
1048	LINE	line	5.43103314976006	3.78828512317898	5.53443946189938	5.40685073110963	3.83047343594006	5.44940910612953	5.40114344252329	3.84802855748722	5.48080181218719	570
1052	LIGHT (WEIGHT)	lightweight	6.55	3.52	5.89	6.55	3.52	5.89	6.55	3.52	5.89	15885
1053	HUNTER	hunter	4.88	4.602	5.04	4.775	4.685	4.84	4.77499999999993	4.68499999999993	4.83999999999993	4364
1061	ARMOUR	armor	5.52636363636364	4.21909090909091	5.41454545454545	5.38444444444444	4.37444444444444	5.40888888888888	5.27249999999992	4.44499999999994	5.42749999999992	12844
1062	LAW	law	5.71306381077841	3.94638211331088	6.07550430402483	5.71865193061119	3.89630350618889	6.11643652979932	5.76485047743612	4.0081397593221	6.07101862624227	3621
1063	NEPHEW	nephew	6.274	3.14	5.312	6.24666666666667	3.05	5.30666666666667	6.315	3.275	5.32	119
1064	SHIELD	shield	5.6758407938315	3.79159158731802	5.80917102221762	5.7036410705506	3.7559235189282	5.83392868117007	5.72395403677058	3.81164988009592	5.82660831334932	1037
1065	SPIDER WEB	cobweb	5.26153846153846	3.43846153846154	4.36	5.370909090909	3.62181818181812	4.25545454545447	5.272	3.456	4.35	4717
1066	CRIME	crime	2.28175	4.99675	4.095	2.28057142857143	5.07057142857143	4.05857142857143	2.29833333333333	4.915	4.15666666666667	7520
1067	JUDGMENT	judgment	5.54766903365236	4.38579808582896	5.69690336523618	5.47994285714286	4.46697142857143	5.54688571428571	5.49266733266733	4.41807692307692	5.5848001998002	491
1068	COURT	court	5.60851097178683	3.7614263322884	5.58639498432602	5.17878787878788	3.92333333333333	5.08015151515152	5.29861111111111	3.91194444444444	5.19652777777778	276
1069	GLUE	glue	5.28756192959583	3.24468057366362	5.18749022164276	5.16594594594592	3.27866943866941	5.10642411642409	5.17467532467532	3.31688311688312	5.15835497835498	869
107	OMEN	omen	5.06091071435985	4.10634553307959	5.50081873886665	5.1768643657578	3.97035225419786	5.63080712616395	5.12900458442228	3.9837309828582	5.48712696711426	1033
1070	BUS	bus	5.29864768683274	3.68708185053381	4.65073546856465	5.50888888888889	3.51888888888889	4.38092592592593	5.44	3.574	4.46933333333333	2907
1071	HOOK	hook	4.63902613465715	3.9746719767046	5.11002944923633	4.54720201539584	4.00891748940164	5.08854891957748	4.57625193059301	4.00295224661808	5.09763842163977	5418
1072	PRISONER	prisoner	2.685	4.93125	3.068125	2.7225	4.89	3.1975	2.712	4.912	3.04	15438
1074	FISHHOOK	fish-hook	4.275	3.61	5.475	4.275	3.61	5.475	4.275	3.61	5.475	12466
1075	TRAP (PITFALL)	trap	4.59016233766234	4.02116883116883	4.58191558441558	4.61882352941176	3.87882352941176	4.65882352941177	4.54666666666667	3.87333333333333	4.61166666666667	15636
1076	EMERGE (APPEAR)	emerge	5.86881302246573	4.35898016252598	5.83421785585224	5.89258166005748	4.62172344315017	6.19296602445105	5.83658849574577	4.48369876750901	6.11248444369394	2878
1078	MAIN	main	5.55830657515334	3.84609079636976	5.58692382353756	5.56413629706091	4.05467288365981	5.55741085506869	5.55049410190403	4.04135425598024	5.59478715690455	2834
1079	FEEL	feel	5.66141509433962	4.26584905660377	5.49160377358491	5.77740740740741	4.26944444444444	5.53092592592593	5.72897435897436	4.36384615384615	5.6175641025641	2674
108	RUDDER	rudder	5.0385565040404	3.75992723651561	5.91634064241264	4.96744105980412	3.7776270712144	5.80667848385521	5.02406546373102	3.72647143189393	5.80701685531177	3201
1080	VULGAR	vulgar	4.46889147027753	3.89796296396767	5.02878666608354	4.22379946803158	4.09634036707592	4.85008028936844	4.29177366969555	4.00520484733034	4.93639440013699	14934
1082	MERCHANT	merchant	4.93454545454545	3.93112121212121	5.20624242424242	4.79137755102041	4.0766156462585	5.14772108843537	4.84534090909091	4.01419318181818	5.15580681818182	3452
1084	CALL	call for	4.54882352941176	4.95235294117647	5.01058823529412	4.54882352941176	4.95235294117647	5.01058823529412	4.54882352941176	4.95235294117647	5.01058823529412	13624
1085	FOLLOW	follow	5.5596	3.8092	5.6404	5.50066666666667	3.83766666666667	5.67733333333333	5.57266666666667	3.78666666666667	5.72733333333333	5721
1086	WORK (ACTIVITY)	to work	5.15081019215857	4.19884113247526	5.72125637246304	5.03395448440283	4.22786456787113	5.60510114810588	5.1532700283521	4.19910425249892	5.72234295658298	17375
1087	CONCEIVE	conceive	6.69222222222222	3.77111111111111	6.78555555555556	6.75666666666667	3.87333333333333	6.78166666666667	6.7075	3.75	6.7925	4700
1088	SINK (DESCEND)	to sink	5.21522610056019	4.19947140316523	5.18649737943379	5.18973706999404	4.17551189887422	5.14214495535756	5.12396104629474	4.11913267402225	5.13443183546687	9549
109	FOREIGN	foreign	4.71365903047196	4.24856211778059	4.77359479131202	4.73384508155544	4.34722534577881	4.87756765676516	4.7586052756032	4.35188956983283	4.89942164870677	843
1090	BE BORN	born	5.85	3.05	6.05	5.85	3.05	6.05	5.85	3.05	6.05	7472
1091	SALTY	salty	6.09649628067062	4.76658836603183	5.79579143265206	5.87962648862198	5.01038822713662	5.5882387293245	6.24473038191208	4.68129620944609	5.86538718632571	6476
1092	HOPE	hope	6.11683257918552	4.02161387631976	5.6015987933635	6.21599999999998	4.07221818181817	5.77452727272726	6.15842809364545	4.05765886287624	5.67879598662204	2265
1093	MIDDLE	mid	5.25	2.62	5.08	5.25	2.62	5.08	5.25	2.62	5.08	13340
1094	FASTEN	tie up	5.61739112479423	3.81762135673545	5.41037794849481	5.58204399886295	3.86453478480491	5.6110988662376	5.6643736385436	3.87574188487747	5.7487275901943	14987
1095	LET GO OR SET FREE	release	5.75934391958436	4.08613969853458	5.66409482713542	5.72837501982178	4.21288615422663	5.62333490341201	5.72529406690063	4.19160893349817	5.64077074334969	5557
1096	SONG	song	6.72346144539363	4.20080727989992	6.28510879385374	6.54774262217925	4.0866292329225	6.21355980375663	6.68611678849444	4.12987653794426	6.2536198544018	8286
1097	ABANDON	abandon	4.4780891567854	4.10435152050448	4.96158976845014	4.54916727566428	4.1475683902522	4.91158760965224	4.52457447163287	4.18825631831636	4.96853354986438	1317
1098	WEIGH	weigh	4.525	4.205	5.68	4.525	4.205	5.68	4.525	4.205	5.68	7951
11	DARKNESS	darkness	4.55176820201887	4.00139924664211	4.84085434254655	4.93917963351018	3.74449953185607	4.68788488118061	4.63245575221239	3.75147281921618	4.57333122629583	217
110	MOTOR	motor	5.56913921826965	3.99855950812473	5.43835090030742	5.63833333333324	4.05393719806755	5.49367149758444	5.67582677165278	4.17303149606239	5.5190551181095	2953
1100	COOK (SOMETHING)	cook	6.63439393939394	4.68454545454545	6.14909090909091	6.554	4.751	6.12	6.47142857142857	4.74142857142857	6.11285714285714	1678
1101	SUFFER	suffer	5.56806119321284	3.69866441384595	5.49649760360162	5.72362530536195	3.62127706684158	5.77515884233429	5.74930016091638	3.63895875714152	5.70335838427634	3464
1102	CLIMB	climb	5.81194852896043	4.35436865967391	5.78362449259379	5.76747166010895	4.34681322862912	5.73504609017327	5.78670588215318	4.36141179346137	5.80589455069832	1857
1103	SACRIFICE	offering	5.93157894736842	4.14789473684211	5.73473684210526	5.93157894736842	4.14789473684211	5.73473684210526	5.99666666666667	4.10333333333333	5.74222222222222	10055
1104	NURSE	nurse	5.78440245690015	4.09277115350087	5.78818976934141	5.89634874208038	4.08393616384317	5.73987476288552	5.8194271160787	4.09552685871958	5.7461621442383	723
1105	CAMP	camp	5.77980505915953	4.18844746750597	5.52544193040741	6.15977650727644	4.164773042273	5.61660602910597	5.97065384615382	4.15914102564101	5.56665384615382	2993
1106	FALL ASLEEP	fall asleep	7.22	3.6	5.3	7.22	3.6	5.3	7.22	3.6	5.3	7293
1107	GO OUT	exit	4.9466240141097	3.77985270524403	5.74968485745688	4.9911479884244	3.80400172877063	5.71076009545779	5.00329584775027	3.83053633217952	5.7142214532865	405
1108	UNCOVER	uncover	5.91095238095238	4.75142857142857	6.23714285714286	5.22111111111111	4.20333333333333	5.92	5.355	4.295	6.01666666666667	4928
1109	WOUND	wound	3.04502264642511	5.08143569744988	3.99614187052764	3.31781677995436	4.99719481227479	4.09779988813093	3.34578510195892	5.03022533104731	4.14651989931784	14878
1110	SHARK	shark	4.24235145442709	4.63567429427137	4.48711973089457	4.29814290853474	4.62771214365009	4.49313237004553	4.22909087051535	4.64132306451955	4.48545923238495	11034
1111	CAR	car	5.97369213029391	3.87091830803667	5.89513778116342	5.87297591297591	3.88079254079254	5.84144910644911	5.83532085561497	3.91667112299465	5.79143048128342	2271
1112	SUCCEED	succeed	6.56875	4.18875	5.52358333333333	6.73339285714286	4.48107142857143	5.46357142857143	6.57729166666667	4.22791666666667	5.5225	16900
1113	WRAP	wrap up	5.43	4.22666666666667	5.51	5.43	4.22666666666667	5.51	5.43	4.22666666666667	5.51	16082
1114	BULLET	bullet	4.56904761904762	4.21952380952381	4.84380952380952	4.51733333333333	4.27866666666667	4.81866666666667	4.49	4.22111111111111	4.81	10811
1115	SPEECH	speech	5.7914367816092	3.64120689655172	5.86798850574713	5.88898148148148	3.67361111111111	5.86064814814815	5.87	3.70111111111111	5.92888888888889	3547
1116	DAMAGE	to damage	3.13259729989402	4.7043193807045	4.02551584955595	3.12550025314892	4.70666410863566	4.02935106052416	3.135969026064	4.70132304256153	4.02325285471555	9787
1117	LIKE	like	6.29005603369995	3.96218894669638	5.88778117216467	6.31039453679222	4.08614724418976	5.86973927231362	6.32720111890106	4.06984986998036	5.8946579159555	1027
1119	DIVIDE	divide	4.7128798576902	4.29624822112753	5.03012096332786	4.7019074074074	4.16517830687831	5.11949576719576	4.75313888888889	4.10116666666667	5.12202777777778	1088
112	TURTLE	turtle	5.58	3.32	5.54	5.58	3.32	5.54	5.58	3.32	5.54	18961
1120	HONEST	honest	6.44249156442004	3.98458763015255	6.34353512417714	6.42842060241742	3.98360533027819	6.30940234573222	6.40691227470731	3.98441049288823	6.31798286213225	2651
1121	SECRET	secret	5.11584625507128	4.14445098551077	5.04328739182095	5.17365258371528	4.13166318143415	4.99567912205657	5.18649938869075	4.08730832564314	5.03803024908398	6404
1122	WAGES	salary	6.2662243279437	4.53063379289464	5.831208186287	6.21570562943842	4.42853805036494	5.62164383257959	6.1073932754971	4.3831582564935	5.66879130413708	13
1123	PREGNANT	pregnant	4.98736057561353	4.45530057747632	4.42063438229599	5.06576357462246	4.6720240395965	4.6271212685254	4.91949333113435	4.62229826133659	4.64677489131647	328
1124	PIPE	pipe	5.2184	3.3542	5.2742	5.30363636363636	3.45	5.29818181818182	5.285	3.47583333333333	5.2725	585
1125	BALD	bald	4.47412343668252	3.91636614285508	4.86564475418197	4.53454835754183	3.89701883075463	4.84075865885878	4.5885342196804	3.84500546932131	4.88948448373491	7372
1127	SEND	send	4.99472849775776	4.00525038390303	5.35282254246331	5.14745469625169	3.96283635159045	5.44168816339424	5.11953736301484	4.05484958855585	5.42695644993832	608
1128	ORDER	order	5.35092279096438	3.89203769729568	5.77727850844323	5.40449078331011	3.84369709172753	5.7121133344443	5.41841923841575	3.86868379807631	5.69942345340909	741
1129	PAINFUL	painful	3.64858066464536	4.46473264243308	4.49451181475978	3.56073428821793	4.51176173962384	4.46654274618549	3.65883621559786	4.46820403498252	4.50221763396707	5892
113	SHORE	shore	5.86956724427963	3.84668542001989	5.36495770507458	5.7618137965959	3.68722505943848	5.36098818096765	5.67409171812345	3.73704699428737	5.28831705500842	5936
1132	BEAM	beam	5.14310322585357	4.03698032522399	5.26651841332373	5.21865229822998	4.01167188338443	5.27470178691801	5.20587816537955	3.97349003032005	5.3042254083096	1291
1133	MATCH	match	5.65468468468468	4.23914414414414	5.66887387387387	5.73148148148148	4.1997037037037	5.72081481481481	5.6916091954023	4.14471264367816	5.66747126436782	4231
1134	DIVORCE	divorce	3.84550802139037	4.25459893048128	4.64727272727273	3.49636363636364	4.69597402597403	4.4674025974026	3.61964285714286	4.46285714285714	4.47392857142857	4639
1135	KICK	kick	4.2749888199981	4.8185028215642	4.77317133810854	4.28291820368752	4.85220849501896	4.77392204837786	4.31017658379577	4.79855871587991	4.77169691056522	6395
1136	RABBIT	rabbit	6.34568452380952	3.67464285714286	5.40407738095238	6.27166256157636	3.63849753694581	5.37971674876847	5.75666666666667	3.70666666666667	5.22333333333333	14855
1137	TENDON	sinew	5.42923076923077	4.73576923076923	5.87961538461538	5.51666666666663	4.56399999999997	5.8633333333333	5.38466666666663	4.61733333333331	5.69066666666663	725
1138	FAIRY	fairy	6.23450320974331	4.45665182153655	5.69700886068019	6.20710580528008	4.44129648724256	5.61137503472596	6.19156357381612	4.53553431988262	5.7127148136027	1931
1139	LEOPARD	panther	6.43	6.26	4.29	6.43	6.26	4.29	6.43	6.26	4.29	16275
1140	FATIGUE	fatigue	4.06820140350877	3.69284350877193	4.86502385964912	4.24280340557275	3.65515789473684	4.9376919504644	4.0770661076443	3.71630525221008	4.81502827613104	5311
1141	PITY	pity	5.09672727272727	4.31584090909091	5.27186363636364	4.70809917355372	4.42442148760331	5.1104132231405	4.64704545454545	4.33681818181818	5.09310606060606	6606
1142	URINE	urine	3.26	3.53	4.61	3.26	3.53	4.61	3.26	3.53	4.61	17116
1143	OVEN	oven	5.44259676284307	3.39528501055595	5.32367346938776	5.52179347826087	3.39668478260869	5.42576086956522	5.51657894736842	3.45131578947368	5.49657894736842	848
1144	WITNESS	witness	5.68261910707683	3.98542534691636	5.90537337471847	5.6382983743191	4.08494218873253	5.74105188983124	5.706503876511	4.06705922786479	5.78900035644486	14893
1145	SWAMP	swamp	4.08182411274846	3.68533618173299	4.66050189220842	4.11990774730937	3.6928020674379	4.64670929197472	4.11469190191522	3.70707628143889	4.62005791140164	10220
1147	PURE	pure	6.0544050247473	3.88975211965454	5.87200915209026	6.17012771963777	3.94587916907406	5.98328115164854	6.1922354385423	3.89129470170198	6.00649497309094	3790
1148	BRUISE	bruise	3.1025	5.43833333333333	4.01916666666667	3.088	5.459	4.015	2.943	5.336	3.953	7417
1149	ORPHAN	orphan	2.55	4.6	2.91	2.55	4.6	2.91	2.55	4.6	2.91	11943
1150	THUNDER	thundering	5.74	5.75	3.9	5.74	5.75	3.9	5.74	5.75	3.9	17674
1151	VEIL	veil	4.95576923076923	3.54769230769231	4.98038461538462	4.865	3.49181818181818	4.80227272727273	4.92208333333333	3.54166666666667	4.87125	16120
1152	BEGET	beget	6.14	4	5.45	6.14	4	5.45	6.14	4	5.45	4454
1153	CATTLE	cattle	5.71166666666667	3.19333333333333	4.84	5.63222222222222	3.27444444444444	4.89333333333333	5.5925	3.315	4.92	4743
1155	CAVE	cave	5.06528066017831	3.56846830950254	4.94299639695483	4.94230933070077	3.69910380570377	4.9893613001026	4.93288523678874	3.640732952378	4.98154671145928	1844
1156	OPEN	open	5.96803849547788	4.12665664348899	6.02953289357632	5.91606630334661	4.03876215714004	5.99936169490129	5.85336314300459	3.99946859191858	5.97123572777894	1544
1157	BECAUSE	because	5.6826598553739	3.87241412385627	5.56361724791577	5.72908323257322	3.87811773076858	5.62376703696174	5.72980275574397	3.88090005263235	5.62674866761467	2089
1158	STEP	step	5.50232334001257	4.17975395013945	5.4659419071063	5.5475536941606	4.19283706546117	5.58142606711138	5.54180871284888	4.19743220417183	5.57045209036599	834
1159	FART	fart	5.67	3.7	4.5	5.67	3.7	4.5	5.67	3.7	4.5	5171
1160	THIEF	thief	2.80153318077803	5.86814645308925	3.89089244851259	2.90307692307692	5.89	4.03	2.851875	5.88375	3.958125	15653
1161	THREAD	thread	5.20855992844365	3.47796958855098	5.35898926654741	5.20933621933622	3.47440115440115	5.3955772005772	5.1790625	3.5196875	5.3975	5165
1162	INTENTION	intention	5.82783783783784	4.2727027027027	6.05621621621622	5.794	4.294	5.98085714285714	5.759	4.324	6.0525	2862
1163	BRIBE (AMOUNT)	bribe	3.27717032967033	4.89263186813187	4.00702747252747	3.27090909090909	4.90472727272727	3.99181818181818	3.25466666666666	4.93775	3.99133333333333	4686
1165	MOUSTACHE	whiskers	5.73518518518518	4.04777777777778	5.01777777777778	5.61	3.782	5.116	5.675	3.92	5.065	15312
1166	MOULD	mould	4.68603351704978	3.76587310122328	5.29679325178115	4.85255841467022	3.70211623779947	5.35576308784383	4.81229494949495	3.80258181818182	5.27192727272727	4192
1167	GRUEL	gruel	3.775	3.955	3.84	3.775	3.955	3.84	3.775	3.955	3.84	4179
1168	HAWTHORN	hawthorn	4.585	3.695	5.02	4.26333333333328	3.86333333333329	4.71333333333328	4.585	3.695	5.02	7229
1169	OX	ox	4.94357142857143	4.07349206349206	6.18126984126984	5.16763888888889	4.10166666666667	6.15583333333333	5.06928571428571	4.10142857142857	6.17142857142857	13019
117	IMITATE	imitate	5.08842105263158	3.71789473684211	5.28578947368421	5.085	3.98	5.387	5.07571428571429	3.94285714285714	5.41428571428571	6236
1171	MIRROR	mirror	5.82028588445503	3.71282310899345	5.84452650387135	5.75169082125604	3.63623188405797	5.7343961352657	5.80430769230769	3.85446153846154	5.71815384615385	4207
1172	SHOOT	shoot	4.60842456375261	4.73441484019693	5.21796527925729	4.45365660009358	4.88630882878732	5.11170078441841	4.48911826599326	4.84947716059765	5.10585248491701	2356
1173	EYEBROW	brow	5.22710997287984	3.05319287310459	5.57500871326603	5.21528153072236	3.22505295084913	5.73071363965691	5.21672925115042	3.28122197472601	5.81990524742338	1933
1175	GHOST	ghost	5.59189261512133	4.81001654751819	5.44854940298839	5.61997802197802	4.77294505494505	5.54829120879121	5.61146638655462	4.77205462184874	5.53481512605042	1459
1176	SPADE	spade	4.6195	4.09658333333333	5.17175	4.489375	4.19625	5.24375	4.67222222222222	4.24722222222222	5.27555555555556	6380
1179	DAY AFTER TOMORROW	the day after tomorrow	5.96249456371345	3.92525442799064	5.89021073585459	5.93729176370296	3.90199402558009	5.84933879468727	5.93099942558706	3.93677052008343	5.91206486268115	15300
1180	DAY BEFORE YESTERDAY	the day before yesterday	5.96249456371345	3.92525442799064	5.89021073585459	5.93729176370296	3.90199402558009	5.84933879468727	5.93099942558706	3.93677052008343	5.91206486268115	15299
1181	PALM TREE	palm tree	6.05	2.67	5.83	6.05	2.67	5.83	6.05	2.67	5.83	19575
1182	NOISE	noise	4.33536536228445	4.45537770360574	4.47547962921644	4.33001933888052	4.64863560177069	4.50969977528702	4.31852731178431	4.68393184645147	4.53978193957249	2354
1183	PALM OF HAND	palm	6.02692307692308	3.20846153846154	5.81307692307692	6.03125	3.38125	5.79625	6.02	3.37	5.808	1505
1184	DIMINISH	diminish	4.19879904736983	3.87992895545643	4.32765783123099	4.34746235327279	3.89321815699861	4.48926614360981	4.41097588827423	3.83413225609425	4.5665640028072	2251
1186	LAST (ENDURE)	to last	4.4815946215697	4.20042349203538	5.01597244379947	4.4804210863541	4.20379063027815	5.01868452226362	4.48229386843538	4.19752371012127	5.01824361585335	9807
1188	CHARCOAL	charcoal	5.052	2.643	4.916	4.888	2.612	4.904	4.97	2.6275	4.91	14254
1189	ULCER	ulcer	2.76461538461538	4.08	4.02	2.7425	4.0925	4.0825	2.72333333333333	4.10333333333333	4.13666666666667	14832
119	DIVE	dive	5.01484210526316	4.23273684210526	4.44357894736842	5.34777777777778	4.09666666666667	4.84666666666667	5.275	4.057	4.772	1409
1190	HARE	hare	7.21	3.98	5.95	7.21	3.98	5.95	7.21	3.98	5.95	183
1192	THREATEN	threaten	2.99715103612504	5.25329995693368	4.09027999442671	2.94642806523376	5.34991469015751	3.9221216674441	2.90010086555107	5.53431229082516	3.85036376226197	14992
1193	STEAM	vapor	5.226875	3.90666816546763	4.49603192446043	5.11734374999998	3.89699218749998	4.56265624999998	5.025731707317	3.90676829268287	4.5617073170731	500
1195	GIVE BIRTH	give birth	5.36798057944871	4.29999909014095	4.88067341936875	5.34528943689329	4.32482857805802	4.61882926703852	5.40922064278589	4.29355805784726	4.92443746414696	4404
1198	MANY	several	5.66548911312049	3.78920131524574	5.66157580173228	5.77709315162305	3.7727357583887	5.72975811162745	5.7501236422711	3.80238407835139	5.73975052569403	1094
