CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	VALENCE_LANGUAGE_FREEDICT_WKB	AROUSAL_LANGUAGE_FREEDICT_WKB	DOMINANCE_LANGUAGE_FREEDICT_WKB	VALENCE_LANGUAGE_FAMILY_FREEDICT_WKB	AROUSAL_LANGUAGE_FAMILY_FREEDICT_WKB	DOMINANCE_LANGUAGE_FAMILY_FREEDICT_WKB	VALENCE_MEAN_FREEDICT_WKB	AROUSAL_MEAN_FREEDICT_WKB	DOMINANCE_MEAN_FREEDICT_WKB	LINE_IN_SOURCE
1390	WRONG	wrong	3.33035508313676	4.72847289127684	4.14047001267274	3.34726403192849	4.75363274399217	4.13498222286085	3.3147968138054	4.74962904427008	4.09524980937828	7641
1391	TOWN	town	5.74841463414634	4.23914634146341	5.55182926829268	5.68125	3.998125	5.724375	5.62636363636364	3.84090909090909	5.76363636363636	623
1393	HORN (ANATOMY)	horn	5.07684007875738	4.00800922963886	5.46553414264663	5.18530087719295	3.97569052631576	5.52400061403505	5.19382794862355	3.99699528331377	5.53668935862792	1745
1394	BONE	bone	5.533	3.774	5.654	5.34401960784314	4.02745098039216	5.74294117647059	5.45236842105263	3.83907894736842	5.67657894736842	1480
1395	ROUND	round	5.57175372632084	3.80280542203506	5.50041979515506	5.57833894210104	3.8583121309375	5.5321701891835	5.58544330311527	3.87877519215036	5.50075594346644	625
1396	SHARP	sharp	5.22395472090119	4.51909466426673	5.31083343608514	5.24385985892184	4.5417119664474	5.33923721104058	5.22004260766173	4.57804994954113	5.3310741972719	3734
1398	DRY	dry	4.39916810206992	3.73305963666043	5.29792834760724	4.43605406297114	3.75420770393012	5.25105753130988	4.36958924142463	3.80142660252998	5.25747771004811	2231
1399	CLAY	clay	5.194	3.604	6.288	5.23666666666667	3.64333333333333	6.18	5.13	3.545	6.45	3632
1400	THIN (SLIM)	slimy	3.62367647058824	4.31926470588235	4.64661764705882	3.62367647058824	4.31926470588235	4.64661764705882	3.63325	4.31	4.6425	10812
1401	DRINK	drink	5.8896	4.8324	5.5856	6.08153846153846	4.98769230769231	5.60230769230769	6.15928571428571	4.87285714285714	5.67214285714286	1973
1402	BREAST	bosom	5.59494080799056	4.97122106601487	5.65448307249273	5.31887042808163	4.57288284667083	5.45785087867664	5.21405804965232	4.50185841372999	5.48347566803616	2046
1403	BITE	bite	4.3836	4.0232	4.8052	4.55133333333333	3.98333333333333	4.90466666666667	4.39333333333333	4.03	4.85444444444444	4185
1404	STRAIGHT	straight	6.07956263725786	3.95294447493283	6.03042000598799	6.19565075163852	3.9829507697772	6.04658481729871	6.1524359371747	3.96536196697662	6.03232844289481	2555
1405	NAME	last name	5.1	3.68	5.76	5.1	3.68	5.76	5.1	3.68	5.76	10241
1406	FAR	faraway	5.06462341097249	3.450806079378	4.74288573517141	5.08903226424405	3.41590580146284	4.7549708709469	5.15512205117165	3.46459897886582	4.89832588821267	4533
1407	BREATHE	breathing	6.40857142857143	3.18142857142857	5.83571428571429	6.375	3.32	5.845	6.375	3.32	5.845	7067
1408	HEAR	hear	6.37890043290043	3.90248196248196	6.32374025974026	6.29213636363636	3.90631818181818	6.33577272727273	6.4185	3.89491666666667	6.342875	1713
1409	SEE	see	5.83017893708684	3.72368042517548	5.84163452331177	5.81965573704088	3.76150985600194	5.75602526192206	5.73146968934273	3.81132541273856	5.74142367732365	2140
1411	LIE (REST)	to recline	4.30606535550388	4.52087697717295	4.16326017685318	4.50334300434297	4.49299535080413	4.47290214869393	4.49752920328436	4.49074249932386	4.44510032155521	17533
1412	RUDE	rude	4.00518339735453	4.77753495050999	4.68199558395785	4.12373831170095	4.75445158061744	4.76094771334652	4.02043679337733	4.78714708735677	4.70495565051421	5548
1413	PLAY	play	6.13841917388741	4.60043977073609	5.8573415330888	6.09592172440774	4.50937361469839	5.82041063806959	6.12828094031677	4.51659005911449	5.84777814401186	938
1414	SQUEEZE	wring	4.33	4.1055	4.776	4.505	4.04875	4.975	4.505	4.04875	4.975	15304
1416	SIT	sit	5.47804733727811	3.44284023668639	5.92020710059172	5.59051282051282	3.49632478632479	5.83918803418803	5.36384615384615	3.5174358974359	5.77529914529914	53
1417	KILL	kill	3.72519230769231	5.18961538461538	4.515	3.6008	4.9508	4.558	3.68	4.92666666666667	4.65	162
1418	DIG	dig	4.81961737285719	4.15291778429081	5.0597049299923	4.85643961502636	4.12144389439705	5.24151880649477	4.81182745126948	4.20162300952043	5.22493970473933	954
1419	FEAR (BE AFRAID)	be afraid	2.93	6.14	3.32	2.93	6.14	3.32	2.93	6.14	3.32	202
1420	COUNT	counting	5.09033333333333	3.708	5.30683333333333	4.99106456043955	3.67325549450549	5.21883928571428	4.954	3.86684210526316	5.28694736842105	11520
1421	SUCK	suck	3.98	4.705	5.175	3.98	4.705	5.175	3.98	4.705	5.175	10328
1422	BE ALIVE	be alive	6.82363636363636	3.89545454545455	5.86363636363636	7.065	4.07	6	7.065	4.07	6	1711
1423	FIGHT	fight	4.06144595401094	4.96725431655013	4.83078898446414	4.08901326921666	4.91898851431055	4.80493008686229	4.17505121901388	4.86762661287244	4.94608546231373	827
1424	YELLOW	yellow	4.11826437040232	3.84470249909262	4.82309563062706	4.13142937559394	3.88313660495751	4.82914486712725	4.11759826042334	3.87464035718298	4.81842813499022	16379
1425	GREEN	green	4.52498112082671	4.00370429252782	4.7683396263911	4.67694033693811	3.96009343044212	4.88989774148457	4.67561888312967	3.93543465745398	4.89455814622719	5824
1426	EXPENSIVE	expensive	5.42051401768666	4.13455868957442	5.12619397397174	5.42089778936196	4.11138601294168	5.14451608274598	5.91614912146392	4.06555660468151	5.41757555706925	505
1427	BEAUTIFUL	beautiful	7.32755123029449	4.13309573329276	6.35844878666867	7.2058110615232	4.18028468821727	6.39173191641722	7.22887152320989	4.15798671546411	6.41568384504941	187
1428	BURNING	burning	4.01786435786436	5.82729076479076	4.69808441558441	3.90575306708431	5.86804750717828	4.6795471156356	4.03068181818182	5.83415019762846	4.67833003952569	12597
1429	FULL	full	5.62120081178373	3.84042317236134	5.60243622377299	5.55693540302704	3.83176006619311	5.63506390619334	5.61056458153467	3.84765740567497	5.65722267756879	1147
143	HUMID	moist	3.9730303030303	3.56909090909091	4.24060606060606	4.02235294117647	3.80470588235294	4.32705882352941	4.04571428571429	3.79857142857143	4.35428571428571	4203
1430	STAR	star	6.1415532394883	5.09709603568474	5.32149643650068	6.13353649635036	4.78014744525547	5.43988394160584	6.08151366120218	4.94181693989071	5.35703415300546	5437
1431	FREEZE	freeze	4.026	4.205	5.148	4.07	4.14153846153846	5.11923076923076	4.026	4.205	5.148	13996
1432	CUT	cut	4.62634315729357	4.41389669011341	5.09929024234498	4.56476011024765	4.47186544036956	5.02299301594421	4.59828666973679	4.4562744000702	5.02519065091511	1616
1433	HIT	hit	5.14758701463421	4.64243393689243	5.24242474808429	4.92361632397084	4.7195649415995	5.18518943890099	4.88424222107019	4.72654871674576	5.19971714366955	144
1434	STAB	prick	4.1214241677429	4.81622891508487	4.53654786403691	4.15937483265341	4.66609899585293	4.66335167958821	4.10322286276526	4.71381037518971	4.62569824438117	3636
1435	HUNT	hunting	4.68630934312223	4.78568381069639	5.19401152254021	4.65006262099952	4.87966044281821	5.17019473185463	4.58977220975254	4.95129919813329	5.17811729828917	6433
1436	SCRATCH	scratch	4.74407794078721	4.1784109322765	5.03722185454387	4.93430758407375	4.09066382993542	5.17867830976362	4.85537601082077	4.13541642065607	5.13854788655931	7800
1437	SPLIT	split	4.48072383585072	4.49774820786195	5.04692205210243	4.51344887040466	4.43866840707514	5.10453934321297	4.49657023252449	4.44450669860069	5.10815060191974	4961
1438	FOOL	fool	4.02098871325193	4.48141602853892	4.42599675707538	3.97021002594487	4.66193784337246	4.41017107609014	3.98715584062528	4.5827591236315	4.39640225304485	2367
1439	SWIM	swimming	6.83409090909091	4.32181818181818	6.31545454545455	6.9083333333333	4.54333333333331	6.21666666666664	6.86749999999997	4.61999999999998	6.26999999999997	776
144	MACHINE	machine	5.55264705882353	3.74852941176471	5.57205882352941	5.566875	3.76	5.666875	5.546	3.642	5.668	2181
1440	SPIT	spit	4.01561593013928	3.99833187486327	4.76927389460123	3.86358611111111	4.01621083333333	4.60931361111111	3.94818096227147	3.96703974847648	4.73577944902198	5870
1441	FLY (MOVE THROUGH AIR)	flying	6.09125	4.4625	5.31125	6.09	4.48	5.31	6.085	4.55	5.305	14357
1442	STAND	standing	5.3180945946188	3.65035980975447	5.5597642039566	5.36705054919348	3.60844971528441	5.5701120241193	5.32287195692573	3.62159510692583	5.55636560377319	6359
1443	WALK	walks	6.77	3.24	5.83	6.77	3.24	5.83	6.77	3.24	5.83	19355
1444	TURN AROUND	turn around	5.62692307692308	3.69230769230769	5.95230769230769	5.77727272727273	4.01636363636364	6.08181818181818	5.77857142857139	3.87428571428569	6.01428571428567	3402
1445	TURN (SOMETHING)	turn round	5.50897435897436	3.55076923076923	5.90410256410256	5.61363636363636	3.74818181818182	5.98090909090909	5.61428571428555	3.67714285714275	5.94714285714269	14965
1446	COME	come	5.64437526336564	3.81592482050491	5.56957840967479	5.66189426259685	3.81920598503165	5.57365735582123	5.60316174288812	3.86713447931935	5.56997815791804	1205
1447	GIVE	give	5.40634475934612	3.93148841885579	5.4629974301889	5.37650361081341	3.93391510814097	5.48451100538552	5.41588268529356	3.95527081429915	5.50376138097307	1868
1448	HOLD	hold	5.25448540174783	3.91672056616228	5.50885676694407	5.41406611635146	3.84154422024757	5.56300838002076	5.45816224953912	3.80881610088316	5.58648878293148	1368
1449	RUB	rub	5.17428571428571	4.51571428571429	4.98	5.37	4.42666666666667	5.10333333333333	5.37	4.42666666666667	5.10333333333333	2153
145	SORROWFUL	sorrowful	3.17526511497707	4.0192274314749	4.34618382471477	3.25892849892143	4.06246328870551	4.37523145760063	3.25296701226773	4.11753822897252	4.36575903088961	6382
1450	ROOM	room	5.38938923499224	3.7076119345984	5.50203903883315	5.50749193425246	3.57781082558775	5.49881402356429	5.56959535098441	3.57548624254133	5.53004975455406	957
1451	SMILE	smile	7.66	5.65	5.58	7.66	5.65	5.58	7.66	5.65	5.58	16466
1452	PUSH	push	4.42831952799827	4.97288123550758	5.3140442586569	4.29404322919948	4.9642919274151	5.11076327625818	4.34175863506547	4.94816457395329	5.09714412437332	671
1453	WASH	wash	5.75284090909091	3.66642045454545	5.81517045454545	5.70916666666667	3.69614583333333	5.76927083333333	5.85777777777777	3.62177777777777	5.82177777777777	8046
1454	WIPE	wipe off	4.92125	3.98125	5.6325	5.13166666666667	4.1	5.70666666666667	5.13166666666667	4.1	5.70666666666667	15551
1455	PULL	pull	4.85771381951004	4.30108363399341	5.33070631587084	4.94146143791068	4.24915373707084	5.32104014574511	4.92256404053734	4.20690369377647	5.3494095092071	581
1456	THROW	throw	4.69060714285714	4.45764285714286	5.39564285714286	4.6325	4.30815217391304	5.28108695652174	4.58982142857143	4.37982142857143	5.27321428571429	672
1457	SEW	sew	5.51	3.60666666666667	5.5	5.51	3.60666666666667	5.5	5.51	3.60666666666667	5.5	2664
1458	SAY	say	5.8887499078615	3.76264110510045	6.00650672473785	5.90741817499336	3.76641133127495	6.0315539563334	5.89094287010322	3.81557805536223	6.00886244881985	742
1459	IF	if	6.22225859174643	4.02640281353806	5.81912746431333	6.144215787632	4.02849712410494	5.81179352757678	6.19136838583214	4.04150312086565	5.83156094083201	1346
146	SUGAR CANE	cane	4.85448013603032	3.7676779477572	5.22272192488979	5.04198157241379	3.72397142068965	5.21369114482759	5.03883491508491	3.71951881451881	5.21279692529692	871
1460	IN	within	5.56177162837745	3.8711542520037	5.54075688504405	5.52913334471745	3.90387644878015	5.5377213198274	5.53696985449854	3.89672934805644	5.5425683553459	14896
1461	AT	at	5.58660636753648	3.86932404855936	5.56666316228572	5.63986160150002	3.91616660948917	5.60502849456773	5.65612917069652	3.91143597260128	5.61384401439003	343
1462	POT	jar	4.0658381712627	4.77006738544474	5.06736056396434	4.12318861693862	4.70643162393162	5.05662198912199	4.12516911165444	4.70506723716381	5.05655052974735	10571
1463	DRUNK	intoxicated	4.09888888888889	4.76055555555556	3.47166666666667	4.02823529411765	4.52941176470588	3.88235294117647	4.31142857142854	4.40428571428568	4.1485714285714	15194
1464	LADDER	ladder	5.42615384615385	3.94076923076923	5.43615384615385	5.52666666666667	4.08222222222222	5.45777777777778	5.494	4.004	5.476	45
1465	BOX	container	5.46188028749008	3.6486459713295	5.37280032458115	5.46158104854755	3.59421679932459	5.33387135404071	5.44004041711868	3.69176828971556	5.38728443631786	18
1466	EXACT	exact	5.71166827353181	4.11605960976834	6.02325863358046	5.55060378309502	4.19025917077123	5.83782169268989	5.66859221645938	4.18864155791929	5.91718526314679	2728
1467	CIRCLE	circle	5.63880952380952	3.88904761904762	5.50595238095238	5.50021276595745	3.86340425531915	5.43765957446808	5.57071428571429	3.84535714285714	5.48464285714286	1178
1468	LOOK FOR	seek	5.69240435525192	4.19394967671099	5.89663755032329	5.63460366244077	4.21723396081445	5.87322640542963	5.67203242229368	4.25303635226867	5.90780814576634	6219
1469	WEEK	week	5.43	2.86	6.04	5.43	2.86	6.04	5.43	2.86	6.04	13719
1470	FOLD	fold	5.03586147043535	3.94602037415338	5.47440650938805	4.99246115405992	3.87920194124444	5.42851398305827	5.06584010562442	3.85900459816073	5.51395677562308	5670
1471	WINTER	winter	5.6125	3.0175	4.6825	5.64999999999875	3.09999999999937	4.77333333333233	5.64999999999875	3.09999999999937	4.77333333333233	363
1472	KEY	key	5.45777565431036	3.88617295445982	5.87860440316443	5.4087807986104	3.8853850424466	5.8209215327358	5.41517108754814	3.9191029173825	5.81780874566584	163
1473	FIST	fist	5.9	3.98	5.88	5.9	3.98	5.88	5.9	3.98	5.88	6910
1474	SEA	sea	5.81610799544357	3.67078590327832	5.30160377656702	5.7642777813536	3.66605419440745	5.31529397905627	5.68253777199531	3.64544985354084	5.27658538775176	1127
1475	COMB	comb	5.06307692307692	3.58769230769231	5.73538461538462	5.14	3.634	5.716	5.14	3.634	5.716	5964
1476	CHAIR	seat	5.30031283274179	3.57330445874002	5.50555327565809	5.3364560117301	3.53183137829906	5.52458504398816	5.34837654320984	3.55124074074072	5.54936882716046	2589
1477	KEEP	keep	5.86650139915735	3.84565697304384	5.73145106570608	5.90162146001503	3.77714354746361	5.71322532488856	5.8837558347899	3.77565367402788	5.76776229500094	419
1478	WITHOUT	without	5.22667914759545	3.8925615302491	5.49889423656463	5.16467053099492	3.88910524921362	5.42864114983263	5.28234964966247	3.93586663205298	5.4994850516016	336
1480	BODY	body	5.05283431566605	3.9365981233536	5.41031765885998	5.04236921644991	3.90809852833484	5.38205046114519	5.04992683569623	3.92450669357148	5.41538598794374	1453
1481	HAMMER	mallet	4.8036500200876	3.79391068896807	4.726059177465	4.74400305878122	4.0012490729432	4.64395639409581	4.80118534596338	3.79889292017324	4.71929934667018	12184
1482	SHOULDER	shoulder	5.09859664455715	3.79080824772324	5.13807813612619	5.15893507797825	3.83007770975013	5.11519974115445	5.12716508918478	3.81382452576861	5.12141649337728	2284
1484	OIL (ORGANIC SUBSTANCE)	oil	3.93666666666667	3.95666666666667	5.44333333333333	3.938	3.942	5.434	3.94	3.92	5.42	5663
1485	BELOW OR UNDER	underneath	4.89932258904319	3.66658183220172	5.30715856470942	4.85282336168026	3.77940327316517	5.1596279722259	4.865782734106	3.80143711828599	5.18559272800111	14869
1487	POUR	pour	4.71974358974359	4.0201282051282	5.08089743589744	5.37666666666667	3.98986111111111	5.14569444444444	5.10461538461538	4.00134615384615	5.14634615384615	1074
1488	FAUCET	faucet	5.07612736818849	3.88332414828256	5.88699672270652	5.05138958548964	3.88223624711204	5.79283986423304	4.92767422943323	3.84904512743848	5.75306768382946	2450
1489	CLOUD	cloud	5.07429354130917	3.3726111741486	5.19743137850169	5.10734779126968	3.41683263179837	5.1589169865373	5.07662369489246	3.37224104666553	5.19022535276474	7040
1490	RAT	rat	4.8	3.38	4.29	4.8	3.38	4.29	4.8	3.38	4.29	15110
1491	MOUSE	mouse	3.21	5.9	3.35	3.21	5.9	3.35	3.21	5.9	3.35	1295
1492	DUMB	dumb	4.38316124103919	3.4630979152738	4.87358148852638	4.39049784939525	3.65537093884221	5.00468348918756	4.40820894062295	3.65542276541327	5.00955466515152	935
1493	ONE	one	5.83768145812712	3.56201140116177	5.5728780811149	5.84603883881784	3.63740864901337	5.67278842347459	5.88945085231311	3.61513763053637	5.68592028522191	969
1494	DIE	pass away	3.4196	4.9972	4.0004	3.85571428571429	4.94714285714286	4.18142857142857	3.918	4.67	4.242	5988
1495	HAPPY	glad	7.07762421208746	4.83384175308345	6.27593304127805	7.22344083684555	5.01283804239072	6.41113703298999	7.1904077759789	5.01698895146455	6.39264563198158	1651
1496	GRANDMOTHER	grandmother	7.02072463768116	3.45360248447205	5.82801242236025	6.88428571428571	3.32952380952381	5.6552380952381	6.75809523809524	3.34785714285714	5.59071428571429	1854
1497	POSTCARD	postcard	5.8525	3.215	5.58	5.85333333333333	3.50111111111111	5.74888888888889	5.8525	3.215	5.58	15512
1498	TWO	two	6.53	4.15	6.145	6.53	4.15	6.145	6.53	4.15	6.145	19375
1499	JUICE	juice	5.63714285714286	4.01428571428571	4.87571428571429	5.40428571428571	3.78285714285714	5.05857142857143	5.2525	3.8	5.0225	1152
150	WORRY	worry	4.30914749911257	4.51991079699593	4.97571523945461	3.84284356653272	4.85309214922994	4.78009798519189	3.90795860010369	4.77525875275895	4.74834075276488	7711
1501	BORE	perforate	5.91	3.62	5.94	5.91	3.62	5.94	5.91	3.62	5.94	6610
1503	SALIVA	spittle	3.70333333333333	3.95333333333333	4.52222222222222	3.635	3.9475	4.485	3.72571428571428	4.00142857142857	4.50285714285714	17893
1504	FLY (INSECT)	housefly	6.06	4.9	5.28	6.06	4.9	5.28	6.06	4.9	5.28	15199
1505	SPERM	sperm	5.43125	4.175	4.80375	5.115	4.34	4.675	5.115	4.34	4.675	16217
1506	MEASURE	measure	5.30434650016491	3.99871367937729	5.56459981771433	5.29146541096175	3.90992303662228	5.43811451390623	5.27836460932353	3.91204782456942	5.41038876240705	134
1507	FRUIT	fruit	4.92315789473684	4.22947368421053	5.15105263157895	5.13272727272727	4.13	5.24454545454545	5.06777777777778	4.14888888888889	5.23555555555556	1890
1508	KING	king	6.37857142857143	4.65	5.49571428571429	6.29	4.75	5.43333333333333	6.29	4.75	5.43333333333333	1362
1509	MOSQUITO	gnat	3.17781746031746	4.71865079365079	3.83710317460317	3.18358974358974	4.67358974358974	3.83282051282051	3.22333333333333	4.36333333333333	3.80333333333333	4198
151	RAZOR	razor	3.9	4.52	4.56	3.9	4.52	4.56	3.9	4.52	4.56	19310
1510	CHIN	chin	5.09	3.18	5.42	5.09	3.18	5.42	5.09	3.18	5.42	15511
1511	ROOSTER	cock	4.58887475945228	4.58740769670366	5.0212212287323	4.67360947268065	4.5396494941753	5.14810459975695	4.62804055093875	4.59911293218426	5.26141556376321	227
1512	RISE (ONESELF)	to get up	4.92968112877186	3.62357537876702	5.42464575057208	4.92856738494688	3.62672816820763	5.42439183689463	4.92948043708458	3.62205843568163	5.42656285637959	9500
1514	HEN	hen	5.90176470588235	3.47058823529412	5.44	6.21	3.54166666666667	5.55333333333333	5.94333333333333	3.68333333333333	5.65	6859
1518	STUPID	foolish	3.82797822254398	4.33781940674471	4.49349959518238	3.9102619050905	4.4185417880356	4.46603016914747	3.99146769621587	4.38074195111496	4.59591196743011	823
1519	RUN	run	5.48390693476253	4.14901188418516	5.54027788513962	5.46454867073727	4.15970964184239	5.54604626585015	5.46415433671292	4.17943459344201	5.51794628383709	1083
152	HOOF	hoof	4.65333333333333	3.65666666666667	5.06	4.648	3.834	4.878	4.65333333333333	3.65666666666667	5.06	16866
1520	CRUSH	crush	4.74343281193886	4.52650980446694	5.1653263898792	4.72843657238293	4.44465757846753	5.17737249553384	4.66411906199349	4.50019185158035	5.19549285644509	996
1521	SEEM	seem	5.59764705882353	3.53760180995475	5.52923076923077	5.68166666666667	3.66388888888889	5.60611111111111	5.7225	3.74583333333333	5.59916666666667	15078
1522	SOCK	socks	4.43	3.09	5.14	4.43	3.09	5.14	4.43	3.09	5.14	10696
1523	FORGET	forget	5.66	4.06411764705882	5.59764705882353	5.63199999756031	4.07599999823435	5.59399999757677	5.86999999999466	3.97499999999638	5.62499999999488	5250
1524	WINE	wine	6.12	3.47	5.375	6.21	3.21333333333333	5.27666666666667	6.12	3.47	5.375	13691
1525	COAST	coast	5.82259630059101	4.27952360517254	5.18332380312719	5.7078787200293	4.08958196828766	5.17067539082282	5.66240006860867	4.04022932571623	5.13025607334423	228
1526	MEAL	meal	6.23130332180853	3.9367231146757	5.80398930623829	6.25236631273416	4.01457431842078	5.66508255956876	6.29497166968053	4.00983484026522	5.75567209162146	6511
1527	TICK	tick	4.92994869664709	4.35458993976155	5.34252819746708	5.00110442753757	4.39983266218031	5.40580925670389	5.11659546071283	4.36899183530274	5.45364805334313	8944
1528	FORGIVE	forgive	4.79853836920649	3.51948472084265	5.01692147389314	4.99368636251498	3.4520817443721	5.13390724033221	4.88294027475509	3.49267434605291	5.07582807230931	1496
1529	LAST (FINAL)	last	5.21094055781228	3.85181160860905	5.34893127611622	5.14906745759288	3.98516921171713	5.32479582448674	5.14113250745323	3.94746842675009	5.29585607447538	2827
153	GREY	gray	3.87525649362507	3.3595543516659	4.24727892599962	4.10561141629353	3.37748216746461	4.49090380305682	4.15235763477093	3.37067848912625	4.56728272684315	6868
1530	BOWL	bowl	5.61042546948357	3.41408939749609	5.39946009389671	5.49660714285714	3.40044642857143	5.37505952380952	5.49884166666667	3.44286666666667	5.32673333333333	484
1531	BRANCH	limb	5.70901785714286	3.65142857142857	6.15883928571429	5.847	3.65783333333333	6.1345	5.75489795918367	3.63673469387755	6.04204081632653	1655
1532	SHEAR	shear	4.62911764705882	3.99423529411765	5.28547058823529	4.665	4.251375	5.25675	4.77833333333333	4.07611111111111	5.37222222222222	2624
1533	BE HUNGRY	hungry	4.06	5.222	4.808	4.04571428571429	5.11285714285714	4.97571428571429	4.06	5.222	4.808	4366
1534	FEVER	fever	3.98341736694678	5.26761904761905	4.02050420168067	4.51897959183673	5.38571428571428	4.47581632653061	4.52410714285714	5.39517857142857	4.4725	6911
1535	SWORD	sword	4.89681818181818	4.96863636363636	5.78227272727273	4.85666666666666	4.83222222222221	5.75555555555554	4.88199999999986	4.83949999999986	5.76399999999983	15111
1536	UNDERSTAND	understand	6.22476117223949	3.67764636161475	6.26467817426375	6.13448644435447	3.78198213520017	6.12327505164047	6.10862253017529	3.77431635495552	6.08348548967124	14960
1537	SPRINGTIME	spring	5.73740860434872	4.27850834046037	5.66981479142995	5.87379659747158	4.35942747385625	5.72898177453624	5.84659455934494	4.37158135160877	5.68511685269016	915
1540	EYELASH	eyelash	4.63	4.65	5.2	4.63	4.65	5.2	4.63	4.65	5.2	14216
1541	CULTIVATE	cultivate	6.0688	3.868	5.9916	6.22333333333333	3.52555555555556	5.83777777777778	6.21571428571429	3.72571428571429	5.85142857142857	1841
1542	ACCOMPANY	accompany	5.56555555555556	4.17333333333333	5.57111111111111	5.58833333333333	4.34166666666667	5.61666666666667	5.4775	4.2075	5.5175	4486
1543	SNAIL	snail	4.72842105263158	3.65	5.22315789473684	4.86399999999976	3.80999999999984	5.11599999999971	4.89999999999966	3.73214285714263	5.16857142857101	6370
1544	SOMETIMES	sometimes	5.61504543738022	3.77767359318166	5.55812174216632	5.59389226333128	3.75044380434962	5.48191771710436	5.64262493644074	3.76361505065741	5.54017576849459	15053
1545	HOST	host	5.16815085379112	4.08037248430473	5.33003373345274	5.19425320076512	4.04251905762745	5.24784893227979	5.20243975894792	4.05199968930115	5.29547807475043	1735
1546	TWICE	twice	5.46	3.885	5.16	5.46	3.885	5.16	5.46	3.885	5.16	19376
1548	UGLY	ugly	3.09228638088659	4.9988332824	4.0984581997739	3.09183899266626	4.95340209906452	4.13877234889879	3.09784999956936	4.94694523696872	4.1317837183294	8561
1549	TRIBE	tribe	5.71468356953825	4.15323004251425	5.43606689989482	5.78695558528088	4.06063457841753	5.54122502468202	5.79662653064894	4.03411847272705	5.53834802558125	5277
1550	PREVENT	prevent	4.22021955528149	4.24503520865935	4.90618840132869	4.1570894753713	4.35564684261139	4.85941395448232	4.1835146001797	4.30477403414196	4.85505592991914	4919
1551	FEMALE	female	7.02152157738095	4.86888485863095	6.04079427083333	6.92958333333333	4.71229166666667	6.00583333333333	6.86571428571429	4.64261904761905	5.97	201
1552	GLOOMY	gloomy	3.92097708004074	3.73612075426229	4.34084023058785	3.89979055861559	3.70888933174059	4.32562091550507	3.8842161933517	3.70032650962183	4.35196397261771	4187
1553	MALE	male	6.35913125919088	4.48399856115719	5.86471396463175	6.22184235581408	4.57713698319834	5.86219570617324	6.27230211810295	4.56008967988708	5.81207178608333	146
1554	MAN	men	5.7	3.77	5.4	5.7	3.77	5.4	5.7	3.77	5.4	11866
1557	BEGINNING	beginning	5.92806851947456	4.10854742920515	5.61116531864854	5.85599186154497	4.22420059372326	5.60465275253412	5.77883063959103	4.31543859649118	5.530580190634	886
1558	SIMILAR	alike	5.95058607287824	3.69617783070475	5.69083296444354	5.97470655449653	3.73113532032286	5.74181167309915	5.98085728404669	3.74584181689673	5.73628953625413	1028
1559	MONEY	money	6.45481615382377	4.78383983964968	6.05801866508409	6.45261137143909	4.9277246047591	6.03906407857274	6.41706925824364	4.89530281589392	6.03431856211983	128
156	RED	red	5.50388410054761	4.79292425581581	5.24123941694813	5.38652060361586	4.67246583296627	5.25319076901916	5.35409270852585	4.61618456858578	5.28317967260635	5004
1560	FACE	face	5.48267765675729	3.61455165059525	5.59753952008775	5.49595132395831	3.61697322829456	5.62615775387371	5.4895714071718	3.68961734925139	5.61821826823919	4924
1561	ARMY	army	5.02	5.33714285714286	5.59857142857143	5.005	5.395	5.635	5.11	4.99	5.38	7515
1562	MIND	mind	5.99944793160173	4.23998055537206	5.98341978920173	5.9586763766342	4.26156083774833	5.96801176701381	5.93686902067318	4.2833171655337	5.95665053668599	1566
1564	LAZY	lazy	3.64558431489149	3.50501105423195	4.97202480021299	3.77293158034633	3.49442809650076	4.90814405834919	3.82977680819348	3.49063562741889	4.94762434061473	3741
1565	HEAVEN	heaven	6.88083333333333	3.40208333333333	5.95333333333333	7.03375	3.6375	6.175	7.11	3.57375	6.16125	1010
1566	GUN	rifle	3.95684210526316	6.53052631578947	4.76157894736842	4.13	5.56428571428571	4.77	4.365	4.8675	4.8325	15095
1567	DOOR	doorway	5.59	3.5	6.13	5.59	3.5	6.13	5.59	3.5	6.13	12542
1568	ARRANGE	arrange	5.59258844195847	3.76297792717719	6.11531661547747	5.56331900864196	3.85740059011009	6.00029905912954	5.49544871652988	3.92158387065999	5.98875618917959	251
157	DYE	dye	5.89951887225957	3.68771450852197	5.51993751655822	5.54194057901471	3.70803345282451	5.24830858831056	5.53131611034903	3.71357872275568	5.25271871665904	1510
1570	EQUAL	equal	6.07597803595709	3.45879765298994	5.97755390122661	5.93228537206754	3.52192592845845	5.77446301628435	5.9379707940712	3.5010611041932	5.80149583221797	1728
1571	SELL	sell	4.63129894248008	5.16836276759271	5.22210493248106	4.80909239547331	4.99766957166526	5.37637038697714	4.81471866466153	5.24289604432711	5.36683337862409	497
1572	SURPRISED	be surprised	6.68	4.38	6.44	6.68	4.38	6.44	6.68	4.38	6.44	6069
1573	SWELL	swell	5.34230894308943	4.49014634146341	5.80786991869919	5.52285099052541	4.50149870801033	5.97446597760551	5.36614102564103	4.48484615384615	5.83067948717949	10204
1574	FLOAT	float	5.56076508827867	4.17750542185577	5.29745812017378	5.76918530397305	4.44813009138653	5.63213542568175	5.80899791830068	4.43823716063431	5.57819938021331	777
