CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_SER_MEAN	LINE_IN_SOURCE
1871	CAMEL	camel	5.0	708
1874	SAUSAGE	sausage	4.3	4310
1875	REGRET	repent	2.9	4103
1876	REINDEER	reindeer	4.454545454545454	4077
1881	ENOUGH	enough	2.3	1651
1882	BEFORE	till	1.3	5277
1887	CHEAP	cheap	1.4	828
1888	PAIR	pair	1.8181818181818181	3467
1889	ARSON	arson	4.0	195
1890	BELIEVE	faith	2.4	1745
1892	TOUCH	touch	4.090909090909091	5340
1893	QUAIL	quail	1.7272727272727273	3934
1895	CLOTHES	clothes	3.6666666666666665	955
1896	FINGERNAIL OR TOENAIL	nail	3.6	3261
1897	HELP	help	1.6363636363636365	2386
1899	MAD	insane	3.909090909090909	2582
190	MOW	mow	2.5	3215
1901	SHOVEL	shovel	3.5454545454545454	4507
1902	BETRAY	cheat	2.5833333333333335	829
1903	SWELLING	bump	3.3	645
1904	DROWN	drown	3.1818181818181817	1562
1905	EAGLE	eagle	3.9	1603
1906	SOUR	sour	4.75	4738
1907	MOLE	mole	2.4545454545454546	3158
1909	SHAKE	shake	4.545454545454546	4443
191	NUT	nut	4.0	3367
1913	PRESS	press	3.0833333333333335	3797
1914	DEBT	debt	2.0	1317
1915	FIR	fir	2.1818181818181817	1844
1916	GILL	gill	2.4545454545454546	2118
1917	TIE	bind	2.1818181818181817	421
1918	MANE	mane	3.5	2992
1919	TORCH	torch	4.0	5327
1923	ROUGH	rough	4.090909090909091	4221
1924	VEIN	vein	3.727272727272727	5536
1926	OINTMENT	ointment	4.454545454545454	3399
1927	BAMBOO	bamboo	4.090909090909091	288
1929	STUDY	study	2.8	4990
193	SHALLOW	shallow	3.9	4446
1930	RAVINE	ravine	3.9	4023
1931	BEESWAX	wax	4.5	5657
1932	GUESS	guess	2.3333333333333335	2267
1934	BEGGAR	beggar	3.4	372
1938	FORTRESS	castle	4.545454545454546	768
1939	SWEAR	swear	2.4545454545454546	5084
1940	GUARD	guard	2.6363636363636362	2266
1941	SOLDIER	soldier	4.7272727272727275	4709
1942	NEAR	near	2.1	3283
1943	CROWN (OF HEAD)	crown	2.7	1217
1945	IDOL	figure	2.5454545454545454	1829
1947	BASTARD	bastard	3.090909090909091	329
1948	SAW	saw	2.6363636363636362	4316
195	MAT	mat	1.9090909090909092	3031
1950	BEECH	beech	1.0	363
1951	PASS	pass	2.1	3516
1952	TORTURE	torture	3.1818181818181817	5334
1953	ABUSE	abuse	3.0	19
1954	GENTLE	meek	1.8	3062
1959	RAW	raw	3.7	4024
196	DONATE	donate	3.0	1495
1961	NECKLACE	necklace	4.1	3286
1962	ROAST (SOMETHING)	roast	4.4	4190
1964	ALONE	alone	2.8	104
1966	BUNCH	bunch	2.5833333333333335	647
197	OTHER	other	2.1818181818181817	3433
1970	CANOE	canoe	3.2	724
1971	FAN (OBJECT)	fan	2.8181818181818183	1754
1973	DEMON	devil	4.545454545454546	1399
1975	CHECK	check	2.8333333333333335	830
1976	MERRY	merry	4.818181818181818	3085
1977	DEW	dew	3.5833333333333335	1405
1979	CHISEL	chisel	3.090909090909091	859
1983	SNORE	snort	4.454545454545454	4684
1986	DISEASE	disease	5.4	1443
1989	CALF	calf	3.1	701
199	FAMINE	famine	4.7272727272727275	1752
1990	BECOME	become	2.272727272727273	358
1995	DEFECT	defect	2.1818181818181817	1340
1996	GET TIRED	tire	3.3	5291
1997	PRESERVE	preserve	2.3636363636363638	3795
1998	COMMAND	command	2.3	1015
2	DUST	dust	2.4545454545454546	1596
200	SAME	same	1.5833333333333333	4290
2001	PAINTING	draw	2.727272727272727	1535
2002	DITCH	ditch	2.4166666666666665	1466
2003	FLOW	flow	3.8	1900
2005	MASK	mask	2.4	3023
2006	FILL	fill	1.6363636363636365	1831
2007	BOLT (OF LIGHTNING)	bolt	3.272727272727273	501
2008	RESCUE	rescue	3.3636363636363638	4113
2009	DOG	hound	2.6	2477
201	FARM	farm	4.25	1761
2011	COFFIN	coffin	4.7	989
2012	COLLAR	collar	4.0	996
2013	BAIT	bait	1.9090909090909092	275
2014	GO DOWN (DESCEND)	descend	3.2	1375
2017	MIX	mix	2.8181818181818183	3142
2019	HAMMOCK	hammock	4.7	2311
202	STRENGTH	strength	2.3	4961
2020	PLAINTIFF	plaintiff	2.3	3666
2022	ADMIT	admit	1.6	52
2023	CROWD	crowd	4.181818181818182	1216
2025	PEA	pea	4.454545454545454	3543
203	MARRY	marry	4.090909090909091	3015
2030	DRAG	drag	3.1666666666666665	1526
2034	FROST	frost	4.454545454545454	2007
2035	POND	pond	3.5	3734
2038	DRAGON	dragon	5.7	1527
204	AGAIN	again	1.6363636363636365	71
2041	HEMP	hemp	1.7272727272727273	2389
2042	WALNUT	walnut	6.5	5629
2043	PEACH	peach	4.181818181818182	3545
2045	COLUMN	column	2.6	1004
2046	APRON	apron	2.909090909090909	169
2048	QUILT	quilt	2.4545454545454546	3959
2049	CONGEE	porridge	3.909090909090909	3747
205	TROUGH	trough	1.6363636363636365	5421
2052	BUCKET	bucket	2.6363636363636362	621
2057	DUNG (ANIMAL FAECES)	dung	3.090909090909091	1590
2058	STOOL	stool	1.7272727272727273	4937
2060	STORY	story	3.090909090909091	4944
2064	SCATTER (SEEDS)	scatter	2.727272727272727	4332
2067	STEAM (VERB)	braise	2.7	557
2069	SOAK (VERB)	soak	3.4545454545454546	4691
207	SPARSE	sparse	2.1818181818181817	4755
2071	LAY (VERB)	lay	2.3636363636363638	2797
2073	ROB (VERB)	rob	2.3333333333333335	4191
2075	BROOD (VERB)	brood	2.0	603
2076	SPROUT (VERB)	bloom	3.2	475
208	NASAL MUCUS (SNOT)	mucus	5.2	3218
209	RARE	rare	1.8181818181818181	4010
2090	MY	mine	2.0833333333333335	3117
2099	CHILD	children	5.090909090909091	849
21	TASTE (SOMETHING)	taste	4.0	5156
210	LIFE	life	2.8181818181818183	2851
2102	BURN	burn	4.909090909090909	661
2117	DESIRE	desire	4.7272727272727275	1381
2124	SMELL	smell	2.8181818181818183	4648
213	FIN	fin	2.272727272727273	1834
2134	RAISE (BRING UP)	raise	2.272727272727273	3985
214	STRETCH	stretch	4.454545454545454	4963
2148	PICK	pick	3.3636363636363638	3619
2149	CHOP (INTO PIECES)	chop	3.7	867
2150	MATTER	matter	2.0	3037
2151	COARSE	coarse	3.4	970
2154	PLOUGH (INSTRUMENT)	plow	2.5	3695
2159	GROUND	ground	2.4	2256
216	MOVIE	movie	5.2	3214
218	FINE (PENALTY)	fine	2.0	1839
2181	LIGHT (IN TASTE)	bland	3.0	441
219	TOILET	toilet	3.727272727272727	5305
2190	TASTE	savor	4.5	4314
2192	REJOICE	rejoice	4.181818181818182	4079
2194	FRONT (PART)	front	2.0	2005
220	INTACT	intact	2.3636363636363638	2596
2200	SNOUT	muzzle	3.727272727272727	3254
2203	RABID	rabid	3.909090909090909	3971
2205	PEAK	peak	2.909090909090909	3547
2214	AFFAIR	affair	2.727272727272727	63
2219	LEAN (MEAT)	lean	3.6	2804
222	LAVISH	lavish	3.8181818181818183	2792
2224	BEND (SOMETHING)	bend	3.6363636363636362	390
2227	SPAWN (VERB)	spawn	1.7272727272727273	4760
2230	UNTAMED OR WILD	wild	2.909090909090909	5740
2232	KEEN OR SUBTLE	subtle	1.9	5009
2239	DENSE	dense	3.9	1362
224	MORTAR	mortar	3.9	3192
2242	BEETLE	beetle	3.0	368
2243	REPAIR	mend	1.6	3073
2244	METAL	metal	3.8	3090
2245	BELCH	belch	2.5454545454545454	380
2246	BELL	bell	3.909090909090909	383
225	PESTLE	pestle	2.3333333333333335	3603
2252	PATH	path	2.8181818181818183	3530
2253	DRIP (EMIT LIQUID)	leak	2.79	2803
2259	FLESH	flesh	3.1	1878
227	FISH	fish	2.909090909090909	1848
2271	THINK	think	2.6363636363636362	5227
2273	LEECH	leech	3.6	2817
2277	WHOLE	total	2.0	5337
2278	PERHAPS	perhaps	1.4	3590
228	CARVE	carve	2.3636363636363638	757
2285	ECLIPSE	eclipse	5.4	1616
2290	PUDDLE	puddle	5.2	3888
2294	WRINKLE	wrinkle	3.3636363636363638	5801
2297	DUSK	dusk	2.727272727272727	1595
2298	VIRGIN	virgin	4.545454545454546	5578
2299	STRAW	straw	2.909090909090909	4956
23	RYE	rye	3.4166666666666665	4262
230	SWEEP	sweep	2.4545454545454546	5087
2301	ME	me	2.3333333333333335	3049
2308	THIN	thin	3.7	5226
231	SHAVE	shave	3.5	4457
2310	US (OBLIQUE CASE OF WE)	us	2.3636363636363638	5500
2313	BRONZE	bronze	3.4545454545454546	601
2316	FREE	free	3.2	1984
2319	LID (COVER, CAP)	lid	1.9	2849
232	FLEA	flea	3.727272727272727	1872
2334	MELT	melt	3.8181818181818183	3067
2335	CUNNING	cunning	2.727272727272727	1244
2336	OF THIS KIND (SUCH)	so	1.0	4690
2339	NEED (SOMETHING)	need	1.8	3288
234	PADDLE	paddle	3.5454545454545454	3459
2340	SUNNY	sunny	5.1	5041
2343	STEEL	steel	3.8181818181818183	4902
2348	CRAB	crab	2.5	1165
2349	SHRIMP	shrimp	2.6363636363636362	4517
2354	CRICKET	cricket	4.3	1197
2362	BRAN	bran	3.1	558
2363	CHAFF (HUSK)	chaff	2.6	796
2364	PEANUT	peanut	4.0	3549
2365	RADISH	radish	5.111111111111111	3977
2366	ONION	onion	4.363636363636363	3409
2368	GARLIC	garlic	6.555555555555555	2067
2374	DREAM	dream	3.3	1540
2386	TURKEY	turkey	4.454545454545454	5451
239	FLOWER	flower	5.3	1901
2393	JOURNEY	journey	4.2727272727272725	2668
2396	KNOCK	knock	3.6363636363636362	2730
2397	LOBSTER	lobster	5.0	2895
2398	MANGO	mango	5.0	2994
24	PRAY	pray	2.6363636363636362	3779
2400	THEIR	their	1.5454545454545454	5211
2401	PICTURE	picture	5.1	3624
2402	ROBIN	robin	4.181818181818182	4193
2406	HOME	home	4.0	2445
2407	BIRTHDAY	birthday	5.6	426
241	TREE STUMP	stump	2.9	4993
2410	GOOD-LOOKING	pretty	4.9	3803
2411	HURT (SOMEBODY)	hurt	3.0	2511
2412	THANK (SOMBEODY)	thank	3.0	5206
2422	SOMEONE	someone	1.8181818181818181	4717
2423	CHANNEL	channel	3.0	806
2424	MEMBER	member	3.0	3068
2425	PROBLEM	problem	2.6	3831
2426	CLIMATE	climate	4.454545454545454	933
2427	FUTURE	future	3.5	2036
2429	LOGIC	logic	2.909090909090909	2906
2430	OFFICE	office	3.272727272727273	3396
2432	MARRIAGE	marriage	4.3	3013
2433	THEORY	theory	2.272727272727273	5216
244	LEFT	left	1.7	2820
245	BROOM	broom	2.3636363636363638	605
2452	PURPLE	purple	4.555555555555555	3914
2458	PERSPIRE OR SWEAT	sweat	4.4	5085
246	THRUST	thrust	3.0	5257
2465	DISGUST	disgust	4.2727272727272725	1445
2467	GAME	game	2.8333333333333335	2054
2468	BAG	bag	1.4545454545454546	270
2469	AGAINST	against	2.0	72
2470	DEAR	dear	2.3333333333333335	1312
2471	LADY	lady	4.7	2750
2473	HIS (GENITIVE OF HE)	his	1.8	2420
2477	YAK	yak	3.6	5814
248	HAPPEN	happen	1.7	2321
2483	COLD (OF WEATHER)	cool	3.1	1107
2486	HIDE	hide	2.3	2406
249	FOG	mist	3.8	3136
2493	BOIL	boil	3.090909090909091	499
2495	ELEPHANT TUSK	tusk	2.8	5456
25	DIRT	dirt	2.1	1433
2500	GINGER	ginger	5.4	2122
2501	RICE HUSK	husk	2.4	2514
2502	GONG	gong	3.3636363636363638	2182
2503	LAUNDER	launder	2.6363636363636362	2789
2505	BEDROOM	bedroom	4.5	361
2506	LOOSE	slack	2.090909090909091	4593
2509	EXCHANGE	swap	2.3	5077
2512	CHICK	chick	3.6	844
2519	SEEING (VISUAL SENSE)	sight	3.5454545454545454	4542
2521	FEELING (HAPTIC SENSE)	feeling	4.2	1788
2522	SCREAMING	scream	4.181818181818182	4360
2524	JOY	pleasure	4.7272727272727275	3686
2526	POWER	power	4.8	3772
2530	SMART	smart	2.4166666666666665	4645
2531	BROAD	broad	1.6	596
2534	DEPTH	depth	1.7272727272727273	1372
2537	LENGTH	length	1.7	2827
2539	PIT (POTHOLE)	pit	2.090909090909091	3654
2540	LIME (MATERIAL)	lime	4.3	2861
2543	RAVEN	raven	4.2727272727272725	4022
2546	BORDER	border	2.4	520
2547	CITY	city	4.2	895
2548	BARREL	barrel	2.8	314
255	SERVANT	servant	2.5	4425
2554	PRINCE (RULER)	prince	3.3636363636363638	3818
256	FOOD	pizza	4.818181818181818	3659
2562	SEX (GENDER)	sex	4.7	4436
2569	BUTCHER	butcher	4.2727272727272725	677
257	WORSHIP	worship	3.9	5784
2570	BEEF	beef	3.6666666666666665	364
2571	TRY (TEST)	test	2.0	5202
2572	SENSE (PERCEIVE BY SENSES)	sense	2.7	4411
2577	YET	yet	1.0	5830
2578	PENCIL	pencil	3.5454545454545454	3573
258	CALM	calm	3.6	704
2584	BENCH	bench	2.4	389
2587	DARTS	dart	3.5454545454545454	1293
2591	RHINOCEROS	rhino	4.818181818181818	4155
2595	CACTUS	cactus	4.0	694
2604	NOOSE	noose	2.5454545454545454	3338
2606	COMPASS	compass	3.8181818181818183	1026
2607	TRIPOD	tripod	2.4545454545454546	5408
2617	BULB	bulb	1.9090909090909092	637
2619	CARD	card	3.272727272727273	739
2620	CARRIAGE	carriage	3.5	749
2621	CURTAIN	curtain	3.6363636363636362	1254
2622	ENGINE	engine	2.9	1647
2624	FRAME	frame	2.3333333333333335	1974
2625	MAP	map	2.5454545454545454	3003
2626	NERVE	nerve	2.8181818181818183	3296
2628	PLANT STEM	stalk	2.1	4864
2629	TRAY	tray	2.0	5379
2640	LARVA	maggot	4.0	2969
2643	INK	ink	2.9	2576
2656	MIDNIGHT	midnight	4.545454545454546	3101
2657	LADLE	ladle	3.4	2749
2658	COAL	coal	3.727272727272727	969
2664	SCAB	scab	4.6	4319
2665	WART	wart	3.3	5647
2666	SOLE (FOOT)	sole	1.5	4710
2669	POINT (WITH FINGER)	point	3.272727272727273	3718
268	DRIBBLE	dribble	3.2222222222222223	1548
2685	CARP (FISH)	carp	2.0833333333333335	747
2704	FADE (LOOSE COLOR)	fade	1.8181818181818181	1738
2705	INHALE	inhale	4.5	2573
2706	GNAW	gnaw	2.8	2164
2708	TALK	talk	2.5	5136
271	SAUCER	saucer	2.3636363636363638	4308
2715	DESPISE	despise	2.727272727272727	1385
2717	STEEP	steep	2.9166666666666665	4903
273	DOUGH	dough	3.272727272727273	1513
274	KNEAD	knead	3.5454545454545454	2721
275	PEEL	peel	3.5	3560
2753	UNTIL	until	1.7	5492
2754	TOWARDS	to	1.0909090909090908	5296
2755	BUSY	busy	2.2	674
2756	IDLE	idle	2.4545454545454546	2529
2758	CAREFUL	cautious	2.7	777
2765	CHERRY	cherry	5.1	839
2769	PORK	pork	2.6	3746
2770	JACKET	jacket	3.9	2627
2771	SHAWL	shawl	2.3	4458
2783	SCALES (MEASURE INSTRUMENT)	scale	1.8181818181818181	4321
281	POST	pole	1.6363636363636365	3724
2810	BREASTBONE	sternum	2.6	4914
2816	ECHO	echo	3.7	1615
2818	FORD (CROSSING)	ford	1.3	1938
2819	GRASSLAND	meadow	5.0	3051
2821	JEALOUS	jealous	3.8	2642
2824	KNUCKLE	knuckle	4.4	2735
2828	MOTH	moth	3.6363636363636362	3199
2830	OYSTERS	oyster	3.6363636363636362	3450
2831	PENGUIN	penguin	5.4	3575
2832	PYRE	pyre	1.9090909090909092	3929
2833	RUM	rum	4.7272727272727275	4245
2837	SWAN	swan	2.8	5075
2838	TAME	tame	2.5833333333333335	5139
284	HOE	hoe	3.909090909090909	2434
2845	SIZE (OF OBJECT)	size	1.5454545454545454	4572
285	THRESH	thresh	1.5	5242
2860	BOLT (MOVE IN HASTE)	rush	3.2	4257
2861	BUDGE (ONESELF)	budge	2.3	625
2862	CONNECT	connect	2.6	1071
2863	DASH (OF VEHICLE)	dash	2.0	1294
2864	DECREASE	decrease	1.7272727272727273	1331
2865	DIE (FROM ACCIDENT)	perish	2.8181818181818183	3592
2869	BOTHER (HARASS)	bother	2.3636363636363638	532
2871	SWING (MOVEMENT)	swing	3.1818181818181817	5097
2872	IMPROVE (SOMETHING)	improve	3.0	2550
2876	ROAR (OF SEA)	roar	3.5	4189
2877	RUSTLE (OF LEAVES)	rustle	3.6363636363636362	4260
2879	SOUND (OF INSTRUMENT OR VOICE)	sound	4.2727272727272725	4736
288	FORGE	forge	1.9090909090909092	1945
2880	HALT (STOP)	stop	1.7	4939
2881	URGE (SOMEONE)	urge	2.9	5497
2882	ADD	add	2.2	44
2883	DISTURB	disturb	2.909090909090909	1465
2884	HANG	hang	2.4545454545454546	2316
2885	HERD (SOMETHING)	herd	2.5	2394
2886	PRODUCE	produce	3.8	3836
2887	THAW (DEW)	thaw	3.6	5208
2888	TINKLE	tinkle	4.181818181818182	5286
289	MOLD	mold	3.909090909090909	3157
2892	MAKE ANGRY (ANNOY)	annoy	3.4	146
2893	NOTICE (SOMETHING)	notice	2.7	3349
2894	TUMBLE (FALL DOWN)	tumble	3.6	5441
2896	CAUSE TO (LET)	let	1.4	2836
2897	CHIME (ACTION)	chime	4.0	853
2898	CONVEY (A MESSAGE)	convey	2.0	1101
29	GELD	castrate	3.3636363636363638	769
2900	PROTECT	protect	3.8181818181818183	3862
2902	BRAWL (FIGHT)	brawl	2.8181818181818183	567
2903	CHAT (WITH SOMEBODY)	chat	2.4	825
2904	RINSE	rinse	3.2	4177
2905	KNIT	knit	2.8	2728
2906	TRANSLATE	translate	1.8	5369
2907	ROT	decay	3.909090909090909	1321
2909	PREPARE	prepare	2.6363636363636362	3792
2911	BACKWARD	backward	2.4545454545454546	267
2912	FORWARD	forward	2.0	1961
2919	STILL (CONTINUING)	still	2.5833333333333335	4921
292	RUG	carpet	4.666666666666667	748
2921	THEN	then	1.0	5214
2925	HITHER (HERE TO)	hither	1.5	2424
2927	FROM HERE	hence	1.0	2391
2929	BENEFIT	profit	2.3	3840
2930	BOSS	boss	1.6	529
2931	BUSINESS	business	2.2	670
2932	COLD (CHILL)	chill	3.4	851
2934	CUCKOO	cuckoo	3.6	1235
2935	CURRENT (STREAM)	current	2.5454545454545454	1250
2937	FAIRY TALE	tale	2.6666666666666665	5134
2938	FLAVOR	flavor	4.090909090909091	1869
2939	FLOCK (OF ANIMALS)	flock	2.9	1891
2940	GATE	gate	3.8181818181818183	2075
2943	BUNDLE	bundle	2.4	648
2946	CRADLE	cradle	3.9	1168
2947	DAMAGE (INJURY)	damage	3.909090909090909	1278
2948	GAP (DISTANCE)	gap	2.4	2059
2949	LAIR	lair	1.8	2755
2951	POUCH	pouch	2.6666666666666665	3765
2952	SLAB	slab	2.4545454545454546	4592
2953	SLEEVE	sleeve	2.9166666666666665	4613
2954	SLICE	slice	3.0	4619
2955	STATE (POLITICS)	state	2.3	4885
2956	TUBE	tube	2.1	5437
2957	WARE	ware	1.1818181818181819	5641
2959	LEASH	leash	2.9166666666666665	2809
296	CROUCH	squat	3.6666666666666665	4840
2961	MESSAGE	message	3.6	3088
2962	MOORLAND	moor	1.7272727272727273	3177
2963	NET	net	3.8181818181818183	3298
2965	PAW	paw	4.0	3539
2966	PERCH (FISH)	perch	2.4545454545454546	3585
2967	PIKE (FISH)	pike	2.3	3631
2968	REASON	reason	1.8	4035
2969	RIBBON	ribbon	3.2	4160
297	CROOKED	bent	3.4545454545454546	393
2970	RIDDLE	riddle	3.0	4164
2971	SIN	sin	2.2	4555
2973	STRAP	strap	2.8181818181818183	4955
2974	SWARM (OF BIRDS)	swarm	3.1818181818181817	5078
2975	THOUGHT	thought	2.1	5236
298	SHRIEK	shriek	4.8	4515
2981	ITEM	item	2.090909090909091	2622
2982	GIFT	present	3.1	3794
2984	HEAP	heap	2.909090909090909	2357
2985	HEIGHT	height	1.8181818181818181	2375
2987	AMOUNT	amount	1.7272727272727273	128
2988	PATTERN	pattern	3.4	3535
2989	FRINGE	fringe	2.6	1996
299	SCOLD	scold	2.8181818181818183	4343
2990	SACK	sack	1.9090909090909092	4265
2991	SKI	ski	3.272727272727273	4577
2992	TIP (OF OBJECT)	tip	1.6363636363636365	5289
2993	STROKE (OF PEN)	stroke	3.1666666666666665	4975
2995	TONE (MUSIC)	tone	3.5454545454545454	5311
2996	WEALTH	wealth	3.1818181818181817	5661
2998	DAMP	damp	2.5	1281
3	BRAVE	brave	2.090909090909091	566
300	RATTLE	rattle	3.090909090909091	4019
3002	PRECIOUS	precious	4.6	3783
3003	SOLID	solid	3.3636363636363638	4712
3004	FORMER	former	1.7	1953
301	CHIEFTAIN	chief	2.75	847
3011	GRUB	grub	3.5	2262
302	CLAN	clan	1.9	903
3025	BARN OR SHED	shed	3.909090909090909	4464
3028	GRAVEL	gravel	4.6	2221
304	PREACH	preach	3.4166666666666665	3781
3049	COURAGE	courage	3.1	1152
3053	TIGHT	tense	3.5	5191
3057	FLAIL	flail	2.727272727272727	1857
3058	GRAZE	graze	1.9090909090909092	2224
3060	PHEASANT	pheasant	3.090909090909091	3612
3062	TURNIP	turnip	3.0	5454
3064	RUST	stain	2.3636363636363638	4861
3065	SADDLE	saddle	4.363636363636363	4268
3066	SCARF OR TURBAN	turban	3.4545454545454546	5448
3069	FALSE	fraud	1.7272727272727273	1978
307	HAWK	kite	2.1666666666666665	2715
3071	INSERT	insert	2.5	2584
3072	MISPLACE	lose	2.4545454545454546	2922
3073	MANAGE	manage	2.5454545454545454	2989
3074	FIX	fix	2.0	1853
3076	SLOPE	slope	4.0	4630
3080	SPLIT OPEN	crack	4.181818181818182	1166
3083	BALLOON	balloon	5.454545454545454	285
3085	CARROT	carrot	4.0	750
3087	PACIFIER	dummy	3.3	1585
3089	GIRAFFE	giraffe	5.4	2123
3090	GUITAR	guitar	4.7272727272727275	2275
3091	LEMON	lemon	4.5	2826
3096	RACKET	racket	3.6	3975
3099	SOFA	couch	3.727272727272727	1139
31	PAN	pan	2.8	3479
3102	TANK	tank	2.0	5144
3110	CLAP	clap	4.916666666666667	906
3111	CONDUCT	conduct	3.3	1055
3114	GRATE (SOMETHING)	grate	3.5454545454545454	2218
3116	HATCH (OUT)	hatch	2.4545454545454546	2340
3119	MASSAGE (SOMEBODY)	massage	4.818181818181818	3026
3120	MOP (SOMETHING)	mop	2.5833333333333335	3180
3128	SHOWER (ACTION)	shower	4.363636363636363	4509
3129	SKATE	skate	3.8	4574
3130	SPILL (SOMETHING)	spill	4.181818181818182	4781
3132	SURF	surf	3.7	5053
3134	TYPE (ON SOMETHING)	type	2.1	5479
3137	OAR	oar	2.3	3374
3140	VEST	vest	2.3	5559
3145	HIPPOPOTAMUS	hippo	5.1	2417
3146	CHEETAH	cheetah	4.6	836
3147	HAMSTER	hamster	5.6	2313
3153	LORD	lord	3.3636363636363638	2920
3168	DOWRY	dowry	2.1818181818181817	1520
3174	WAKE UP (SOMEONE)	wake	2.5454545454545454	5623
3179	CORAL ROCK	coral	4.090909090909091	1116
318	FOOTPRINT	track	2.0	5351
3181	MUSTARD	mustard	3.6363636363636362	3248
319	LICK	lick	4.8	2848
320	LAME	lame	1.4	2758
3202	CANNON	cannon	3.272727272727273	722
3204	INSULT	insult	3.727272727272727	2594
321	CHEW	chew	3.8181818181818183	842
3213	HIRE OR RENT	hire	1.4545454545454546	2419
322	FIG	fig	4.0	1826
3222	TWIG	twig	1.8	5466
323	FAT (ORGANIC SUBSTANCE)	fat	4.0	1766
3230	DECEIVE	deceive	2.727272727272727	1323
3231	DEITY	god	2.8	2174
3247	KIWIFRUIT	kiwi	4.0	2718
3248	MAPLE TREE	maple	4.1	3004
325	FELT	felt	2.5454545454545454	1795
3258	FALCON	falcon	3.5454545454545454	1747
326	CLOAK	cloak	2.4	943
3261	HORNET	hornet	4.9	2467
3263	LAP	lap	2.727272727272727	2765
3267	PULSE	pulse	4.0	3897
3268	QUESTION	question	3.0	3953
327	PONCHO	poncho	4.4	3733
3274	ENCIRCLE	surround	1.8	5061
3282	GROOM	groom	3.8181818181818183	2248
3283	CAGE	cage	2.5454545454545454	700
3288	WEED	weed	4.4	5675
3299	KIND	kind	2.1818181818181817	2708
3302	QUARREL (VERB)	argue	3.2	180
3313	JACKAL	jackal	2.5454545454545454	2626
3314	LYNX	lynx	2.272727272727273	2957
3315	FLAX	flax	2.3	1871
332	RAG	rag	3.1818181818181817	3980
3320	SNARE (TRAP)	snare	2.4	4667
3325	PEARL	pearl	3.2	3551
3327	AUTUMN OR HARVEST SEASON	harvest	3.1	2334
3333	BELIEF (RELIGIOUS)	belief	1.9	381
3334	RITE	rite	1.1	4183
3368	POWDER	powder	3.727272727272727	3771
3375	PATIENT (SICK PERSON)	patient	2.9	3531
338	RAKE	rake	2.3	3987
3382	PEACOCK	peacock	4.818181818181818	3546
3384	WEASEL	weasel	4.5	5666
3386	SULPHUR	sulphur	3.909090909090909	5031
3396	BUILDING	building	3.4545454545454546	635
3401	HENHOUSE	coop	2.4545454545454546	1110
3403	HORSE BARN	stable	3.0	4855
3404	TILE	tile	3.090909090909091	5276
3407	FILE (TOOL)	file	2.3636363636363638	1830
341	SICKLE	sickle	3.090909090909091	4535
3416	EVERY (EACH)	each	1.1	1601
3429	COMPARE	compare	1.7272727272727273	1025
344	TREE TRUNK	trunk	2.1	5432
3446	PINK	pink	3.0833333333333335	3645
3447	BEGIN OR START	begin	2.0	373
345	SAP	sap	2.909090909090909	4299
3452	MUCH	much	1.6363636363636365	3216
3455	COMMEND	praise	2.7	3776
346	BANYAN	bough	2.0	535
3460	BEACH	beach	3.6	343
3469	LEVEL	level	1.9090909090909092	2840
3470	LIAR	liar	3.6	2843
3471	OBLIGATION (DUTY)	duty	2.3	1597
3475	SUFFICE	suffice	1.8	5022
353	STRIKE	strike	3.8181818181818183	4969
3534	BEG	beg	2.5	371
354	POUND	pound	3.272727272727273	3768
355	CUT DOWN	fell	2.909090909090909	1792
3551	FETCH	fetch	2.3	1810
3552	GREET	greet	3.0	2227
3553	HELLO	hello	3.3636363636363638	2383
3554	GOODBYE	farewell	3.6	1760
356	SHEARS	scissors	4.7272727272727275	4341
361	PEG	peg	2.727272727272727	3564
3614	PANT	pant	2.8333333333333335	3486
3615	BLEED	bleed	4.6	453
3616	FAINT (PASS OUT)	faint	3.3	1742
3617	STUMBLE	stumble	3.727272727272727	4992
362	STRING	string	3.1818181818181817	4970
3621	DISABLED PERSON	cripple	3.9	1201
3626	KNOW	know	1.7	2733
3628	HONOR (SOMEBODY)	honor	3.1	2451
363	DWELL (LIVE, RESIDE)	dwell	1.7	1599
3630	PLAN	plan	1.9090909090909092	3667
3631	PRETEND	pretend	2.6363636363636362	3802
3634	STUBBORN	stubborn	3.4	4986
3635	ADULT	adult	4.0	57
3639	AVOID	avoid	2.6	245
3640	GOSSIP	gossip	3.5454545454545454	2194
3642	COMPLAIN	complain	3.8181818181818183	1030
3643	AGREE	agree	1.8	76
3645	PERSUADE	persuade	3.2	3597
3646	PROVERB	proverb	2.6363636363636362	3867
3647	TICKLE (SOMEBODY)	tickle	5.090909090909091	5270
3648	SERVE (SOMEONE)	serve	1.4	4426
3649	PUNISH	punish	3.8181818181818183	3903
365	SPLASH	splash	3.272727272727273	4791
3657	GRANARY	barn	3.3	312
3659	POLISH (SOMETHING)	polish	3.4	3726
3665	TRAVEL	travel	3.272727272727273	5377
3666	WANDER	wander	3.3	5633
3667	LOST	lost	3.1818181818181817	2924
367	RIDE	ride	3.0	4165
3670	PLUNDER	plunder	2.6363636363636362	3704
3675	ZEBRA	zebra	4.4	5848
3676	SHREW	shrew	2.9	4513
3677	MONGOOSE	mongoose	3.1	3166
3679	GROWL	growl	4.166666666666667	2261
