CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_VALENCE_MEAN	ENGLISH_AROUSAL_MEAN	ENGLISH_DOMINANCE_MEAN	LINE_IN_SOURCE
2218	EXPERIENCED	experienced	0.771	0.613	0.914	6283
2219	LEAN (MEAT)	lean	0.734	0.353	0.438	10078
222	LAVISH	lavish	0.792	0.648	0.730	10042
2224	BEND (SOMETHING)	bend	0.571	0.324	0.368	1614
2227	SPAWN (VERB)	spawn	0.542	0.586	0.709	16547
2230	UNTAMED OR WILD	wild	0.312	0.922	0.750	19661
2232	KEEN OR SUBTLE	subtle	0.708	0.167	0.228	17195
2233	LOVELY	lovely	0.917	0.456	0.741	10464
2239	DENSE	dense	0.354	0.343	0.536	4647
224	MORTAR	mortar	0.333	0.627	0.562	11376
2240	CORAL SNAKE	coral snake	0.276	0.712	0.607	3878
2242	BEETLE	beetle	0.323	0.356	0.295	1562
2243	REPAIR	repair	0.583	0.460	0.589	14683
2244	METAL	metal	0.551	0.429	0.547	10991
2245	BELCH	belch	0.194	0.562	0.240	1588
2246	BELL	bell	0.552	0.510	0.505	1597
2247	CATERPILLAR	caterpillar	0.461	0.286	0.330	2660
225	PESTLE	pestle	0.427	0.463	0.426	12925
2252	PATH	path	0.590	0.245	0.421	12662
2253	DRIP (EMIT LIQUID)	leak	0.378	0.833	0.520	10075
2259	FLESH	flesh	0.604	0.390	0.475	6837
227	FISH	fish	0.510	0.280	0.250	6748
2271	THINK	think	0.786	0.408	0.618	17881
2273	LEECH	leech	0.250	0.623	0.268	10099
2276	IDENTICAL	identical	0.635	0.380	0.527	8728
2277	WHOLE	whole	0.653	0.357	0.572	19630
228	CARVE	carve	0.469	0.443	0.598	2611
2283	SEMEN	semen	0.500	0.755	0.471	15654
2284	CLEARING	clearing	0.680	0.333	0.509	3116
2285	ECLIPSE	eclipse	0.541	0.469	0.616	5623
2286	ESTUARY	estuary	0.469	0.278	0.482	6095
2287	HORIZON	horizon	0.729	0.284	0.590	8507
229	MOVE AWAY	migrate	0.415	0.580	0.454	11064
2290	PUDDLE	puddle	0.396	0.302	0.298	13929
2291	VOLCANO	volcano	0.240	0.844	0.787	19338
2294	WRINKLE	wrinkle	0.150	0.370	0.274	19856
2295	SUNSET	sunset	0.875	0.231	0.298	17294
2296	SUNRISE	sunrise	0.823	0.347	0.640	17291
2297	DUSK	dusk	0.532	0.276	0.519	5548
2298	VIRGIN	virgin	0.622	0.433	0.462	19286
2299	STRAW	straw	0.480	0.290	0.163	17025
23	RYE	rye	0.490	0.298	0.411	15221
230	SWEEP	sweep	0.448	0.385	0.383	17432
2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	circular	0.562	0.342	0.417	3027
2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	spherical	0.550	0.308	0.500	16605
2308	THIN	thin	0.469	0.337	0.356	17877
231	SHAVE	shave	0.521	0.410	0.480	15817
2313	BRONZE	bronze	0.622	0.333	0.526	2195
2316	FREE	free	0.896	0.500	0.544	7130
2318	CHESTNUT	chestnut	0.714	0.210	0.294	2901
2319	LID (COVER, CAP)	lid	0.490	0.189	0.255	10207
232	FLEA	flea	0.286	0.353	0.218	6830
2321	MAD PERSON	lunatic	0.125	0.792	0.442	10512
2329	LACK (NOT HAVE)	lack	0.250	0.365	0.242	9925
2334	MELT	melt	0.448	0.615	0.312	10919
2335	CUNNING	cunning	0.604	0.685	0.683	4241
2339	NEED (SOMETHING)	need	0.510	0.574	0.200	11645
234	PADDLE	paddle	0.561	0.375	0.393	12435
2340	SUNNY	sunny	0.740	0.348	0.481	17290
2341	CLOUDY	cloudy	0.281	0.280	0.202	3182
2342	LANDSCAPE	landscape	0.719	0.176	0.423	9971
2343	STEEL	steel	0.521	0.420	0.714	16874
2344	PETROL	petrol	0.418	0.519	0.577	12936
2348	CRAB	crab	0.421	0.396	0.330	4027
2349	SHRIMP	shrimp	0.571	0.361	0.425	15943
2352	DRAGONFLY	dragonfly	0.571	0.373	0.357	5402
2354	CRICKET	cricket	0.423	0.539	0.370	4115
2359	LOTUS	lotus	0.604	0.377	0.510	10445
236	STEPMOTHER	stepmother	0.427	0.530	0.484	16887
2362	BRAN	bran	0.688	0.433	0.483	2091
2363	CHAFF (HUSK)	chaff	0.333	0.327	0.188	2767
2365	RADISH	radish	0.500	0.316	0.398	14148
2366	ONION	onion	0.378	0.367	0.382	12126
2367	MANDARINE	tangerine	0.571	0.271	0.395	17595
2368	GARLIC	garlic	0.460	0.323	0.277	7360
237	STEPFATHER	stepfather	0.396	0.491	0.611	16886
2374	DREAM	dream	0.844	0.157	0.328	5428
2375	VERTICAL	vertical	0.520	0.387	0.492	19200
2376	HORIZONTAL	horizontal	0.573	0.304	0.387	8508
238	PRAWNS	prawn	0.488	0.324	0.390	13453
2386	TURKEY	turkey	0.634	0.245	0.247	18453
239	FLOWER	flower	0.802	0.189	0.254	6881
2393	JOURNEY	journey	0.910	0.702	0.625	9712
2396	KNOCK	knock	0.312	0.531	0.527	9887
2397	LOBSTER	lobster	0.571	0.356	0.291	10364
2398	MANGO	mango	0.765	0.327	0.290	10671
24	PRAY	pray	0.714	0.127	0.627	13455
240	ELECTION	election	0.625	0.519	0.651	5708
2401	PICTURE	picture	0.714	0.308	0.462	13019
2402	ROBIN	robin	0.552	0.363	0.393	15071
2403	TOY	toy	0.878	0.420	0.275	18163
2405	CHRISTMAS	christmas	0.959	0.520	0.741	2981
2406	HOME	home	0.854	0.270	0.545	8437
2407	BIRTHDAY	birthday	0.969	0.844	0.575	1746
2408	CAKE	cake	0.810	0.375	0.287	2414
2409	BROWN	brown	0.396	0.202	0.293	2208
241	TREE STUMP	stump	0.449	0.510	0.340	17104
2410	GOOD-LOOKING	pretty	0.875	0.516	0.561	13593
2411	HURT (SOMEBODY)	hurt	0.062	0.773	0.291	8647
2412	THANK (SOMEBODY)	thank	0.958	0.353	0.526	17821
242	COST	cost	0.365	0.420	0.439	3946
2423	CHANNEL	channel	0.490	0.287	0.405	2801
2424	MEMBER	member	0.698	0.333	0.555	10922
2425	PROBLEM	problem	0.062	0.644	0.415	13673
2426	CLIMATE	climate	0.635	0.240	0.483	3139
2427	FUTURE	future	0.888	0.644	0.786	7293
2428	LIBRARY	library	0.776	0.122	0.549	10200
2429	LOGIC	logic	0.646	0.245	0.819	10393
243	FRESH	fresh	0.908	0.292	0.419	7153
2430	OFFICE	office	0.427	0.302	0.509	12070
2431	REVOLUTION	revolution	0.417	0.902	0.798	14941
2432	MARRIAGE	marriage	0.844	0.684	0.750	10752
2433	THEORY	theory	0.583	0.314	0.529	17853
2434	TRAGEDY	tragedy	0.052	0.843	0.340	18188
2435	UNIVERSITY	university	0.735	0.574	0.741	18803
244	LEFT	left	0.354	0.370	0.361	10105
2440	PINEAPPLE	pineapple	0.677	0.316	0.245	13059
2445	PAPAYA	papaya	0.630	0.306	0.300	12524
2446	SLOTH	sloth	0.198	0.140	0.125	16220
2447	WOODPECKER	woodpecker	0.520	0.482	0.445	19771
2449	FAT (OF MEAT AND FOOD)	fatty	0.286	0.361	0.325	6531
245	BROOM	broom	0.385	0.154	0.302	2200
2451	FOURTEEN	fourteen	0.552	0.279	0.308	7085
2452	PURPLE	purple	0.700	0.298	0.330	13988
2453	SEVENTEEN	seventeen	0.585	0.296	0.321	15749
2454	SIXTEEN	sixteen	0.583	0.290	0.324	16090
2457	PATH OR ROAD	way	0.480	0.275	0.420	19499
2459	GRINDSTONE	grindstone	0.541	0.453	0.526	7817
246	THRUST	thrust	0.510	0.647	0.663	17937
2460	DINGO	dingo	0.608	0.472	0.346	4936
2465	DISGUST	disgust	0.052	0.775	0.317	5068
2466	WEIGHT	weight	0.450	0.380	0.577	19548
2467	GAME	game	0.735	0.788	0.493	7332
2468	BAG	bag	0.500	0.250	0.314	1318
2470	DEAR	dear	0.880	0.434	0.629	4419
2471	LADY	lady	0.854	0.481	0.602	9938
2477	YAK	yak	0.469	0.422	0.422	19883
248	HAPPEN	happen	0.677	0.670	0.551	8057
2482	TOGETHER	together	0.874	0.392	0.658	18057
2483	COLD (OF WEATHER)	cool	0.885	0.540	0.781	3850
2486	HIDE	hide	0.438	0.510	0.218	8335
2489	ABACUS	abacus	0.510	0.276	0.485	5
249	FOG	fog	0.510	0.213	0.260	6925
2493	BOIL	boil	0.417	0.684	0.433	1928
2497	RATTAN	rattan	0.434	0.334	0.377	14244
2498	OPIUM	opium	0.276	0.490	0.333	12161
25	DIRT	dirt	0.112	0.500	0.236	4964
2500	GINGER	ginger	0.406	0.375	0.316	7498
2501	RICE HUSK	husk	0.378	0.173	0.147	8654
2502	GONG	gong	0.490	0.529	0.462	7617
2503	LAUNDER (WASH CLOTHES)	launder	0.479	0.450	0.349	10032
2504	DIFFERENT	different	0.612	0.394	0.473	4889
2505	BEDROOM	bedroom	0.744	0.296	0.491	1549
2506	LOOSE	loose	0.573	0.312	0.365	10424
2507	DISGUSTING	disgusting	0.031	0.796	0.245	5070
2509	EXCHANGE	exchange	0.740	0.569	0.491	6193
251	SHARPEN (SOMETHING)	sharpen	0.582	0.694	0.611	15809
2510	PORCUPINE	porcupine	0.388	0.421	0.367	13335
2512	CHICK	chick	0.771	0.602	0.387	2907
2514	SPOUSE	spouse	0.750	0.600	0.645	16692
2517	CROWDED	crowded	0.694	0.286	0.585	4166
2518	HEARING (AURAL SENSE)	hearing	0.669	0.490	0.595	8188
2519	SEEING (VISUAL SENSE)	sight	0.684	0.250	0.528	16001
252	FRIGHTEN	frighten	0.255	0.843	0.500	7178
2521	FEELING (HAPTIC SENSE)	feeling	0.806	0.329	0.531	6578
2524	JOY	joy	0.980	0.824	0.794	9716
2526	POWER	power	0.719	0.670	0.953	13428
2527	ABILITY	ability	0.875	0.510	0.816	30
2530	SMART	smart	0.906	0.607	0.923	16245
2531	BROAD	broad	0.762	0.365	0.637	2177
2532	TORNADO	tornado	0.260	0.896	0.784	18115
2534	DEPTH	depth	0.708	0.561	0.759	4698
2537	LENGTH	length	0.479	0.308	0.533	10142
2539	PIT (POTHOLE)	pit	0.408	0.396	0.278	13097
2540	LIME (MATERIAL)	lime	0.594	0.240	0.415	10256
2541	MIRACLE	miracle	0.917	0.607	0.806	11135
2542	HERB	herb	0.643	0.418	0.353	8288
2543	RAVEN	raven	0.479	0.446	0.426	14253
2544	SHEPHERD	shepherd	0.656	0.304	0.610	15842
2546	BORDER	border	0.406	0.382	0.424	2006
2547	CITY	city	0.847	0.531	0.508	3052
2548	BARREL	barrel	0.429	0.298	0.474	1431
2549	VEHICLE	vehicle	0.641	0.565	0.500	19136
255	SERVANT	servant	0.340	0.408	0.331	15727
2553	MISERY	misery	0.146	0.378	0.158	11158
2554	PRINCE (RULER)	prince	0.888	0.464	0.870	13633
256	FOOD	food	0.888	0.324	0.527	6947
2562	SEX (GENDER)	sex	0.803	0.939	0.704	15764
2564	PIGLET	piglet	0.540	0.443	0.250	13035
2565	CASTRATED BOAR	barrow	0.479	0.363	0.362	1438
2566	GELDING	gelding	0.398	0.520	0.455	7411
2569	BUTCHER	butcher	0.500	0.575	0.608	2355
257	WORSHIP	worship	0.688	0.380	0.573	19817
2570	BEEF	beef	0.582	0.312	0.492	1554
2571	TRY (TEST)	test	0.449	0.500	0.509	17802
2572	SENSE (PERCEIVE BY SENSES)	sense	0.781	0.417	0.474	15675
2573	FEELING (EMOTION)	emotion	0.693	0.873	0.696	5811
2578	PENCIL	pencil	0.552	0.200	0.263	12777
2579	TOOTHBRUSH	toothbrush	0.517	0.330	0.321	18094
258	CALM	calm	0.875	0.100	0.282	2442
2580	HELICOPTER	helicopter	0.714	0.806	0.617	8253
2581	OCTOPUS	octopus	0.713	0.378	0.411	12045
2584	BENCH	bench	0.571	0.289	0.544	1613
2587	DARTS	dart	0.417	0.608	0.500	4376
2588	GLOBE	globe	0.760	0.315	0.364	7554
2589	WREATH	wreath	0.745	0.440	0.660	19839
2590	HARMONICA	harmonica	0.847	0.235	0.510	8098
2591	RHINOCEROS	rhinoceros	0.556	0.656	0.569	14961
2593	STILTS	stilts	0.439	0.577	0.300	16927
2595	CACTUS	cactus	0.439	0.412	0.284	2400
2597	HARP	harp	0.618	0.310	0.356	8105
26	UNPLEASANT	unpleasant	0.122	0.612	0.185	18850
2600	PYRAMID	pyramid	0.740	0.390	0.635	14022
2601	UNICORN	unicorn	0.776	0.510	0.480	18764
2602	FUNNEL	funnel	0.354	0.274	0.336	7268
2603	ACCORDION	accordion	0.604	0.490	0.361	122
2604	NOOSE	noose	0.356	0.300	0.330	11838
2605	ASPARAGUS	asparagus	0.469	0.317	0.264	1019
2606	COMPASS	compass	0.541	0.307	0.529	3426
2607	TRIPOD	tripod	0.406	0.388	0.483	18356
2617	BULB	bulb	0.562	0.208	0.300	2259
2618	CAMERA	camera	0.640	0.288	0.379	2454
2619	CARD	card	0.531	0.269	0.436	2553
2620	CARRIAGE	carriage	0.650	0.538	0.491	2593
2621	CURTAIN	curtain	0.698	0.278	0.304	4271
2622	ENGINE	engine	0.615	0.644	0.676	5907
2623	FLAG	flag	0.592	0.378	0.536	6782
2624	FRAME	frame	0.469	0.333	0.420	7104
2625	MAP	map	0.561	0.229	0.463	10715
2626	NERVE	nerve	0.129	0.698	0.307	11687
2627	ORANGE (FRUIT)	orange	0.646	0.132	0.296	12196
2628	PLANT STEM	stem	0.615	0.191	0.336	16880
2629	TRAY	tray	0.549	0.250	0.345	18282
2630	WHIP	whip	0.208	0.899	0.509	19609
2631	WIRE	wire	0.480	0.330	0.245	19711
2638	FISHING	fishing	0.677	0.283	0.405	6751
2640	LARVA	maggot	0.235	0.500	0.235	10576
2643	INK	ink	0.471	0.408	0.235	9237
265	FOWL	fowl	0.510	0.388	0.364	7087
2651	BE IGNORANT	ignorant	0.102	0.461	0.223	8754
2656	MIDNIGHT	midnight	0.562	0.470	0.545	11050
2657	LADLE	ladle	0.531	0.368	0.352	9937
2658	COAL	coal	0.360	0.241	0.340	3205
266	SCALE	scales	0.439	0.330	0.491	15385
2662	TOENAIL	toenail	0.530	0.380	0.306	18053
2664	SCAB	scab	0.354	0.330	0.272	15379
2665	WART	wart	0.082	0.314	0.205	19455
2666	SOLE (FOOT)	sole	0.427	0.194	0.279	16410
2667	TORSO	torso	0.408	0.394	0.473	18121
2668	SKELETON	skeleton	0.183	0.464	0.343	16105
2669	POINT (WITH FINGER)	point	0.490	0.193	0.431	13255
268	DRIBBLE	dribble	0.417	0.551	0.465	5443
2680	MACHETE	machete	0.260	0.690	0.474	10554
2685	CARP (FISH)	carp	0.531	0.324	0.375	2586
2689	LADDER OR STAIRS	escalator	0.500	0.530	0.518	6062
2691	PATERNAL AUNT (FATHER'S SISTER)	satisfy	0.867	0.790	0.705	15346
27	AIR	air	0.708	0.163	0.427	430
270	JUG	jug	0.520	0.250	0.213	9732
2704	FADE (LOOSE COLOR)	fade	0.354	0.333	0.245	6420
2705	INHALE	inhale	0.427	0.340	0.492	9207
2708	TALK	talk	0.833	0.346	0.594	17576
2709	FLATTER	flatter	0.521	0.418	0.302	6820
271	SAUCER	saucer	0.510	0.327	0.337	15354
2715	DESPISE	despise	0.167	0.745	0.296	4752
2717	STEEP	steep	0.312	0.612	0.321	16875
272	TONGS	tongs	0.500	0.459	0.321	18081
273	DOUGH	dough	0.588	0.229	0.391	5373
274	KNEAD	knead	0.490	0.457	0.345	9874
275	PEEL	peel	0.439	0.250	0.279	12756
2755	BUSY	busy	0.402	0.500	0.474	2352
2756	IDLE	idle	0.179	0.167	0.112	8740
2758	CAREFUL	careful	0.625	0.538	0.530	2565
2759	RECOMMEND	recommend	0.812	0.439	0.672	14377
2762	BLOCK (THE WAY)	obstruct	0.115	0.660	0.458	12015
2765	CHERRY	cherry	0.688	0.186	0.250	2897
2766	WATERMELON	watermelon	0.714	0.230	0.239	19486
2769	PORK	pork	0.370	0.450	0.333	13337
277	SPINDLE	spindle	0.552	0.410	0.360	16623
2770	JACKET	jacket	0.656	0.302	0.382	9611
2771	SHAWL	shawl	0.720	0.365	0.230	15820
2772	KITCHEN KNIFE	chopper	0.594	0.560	0.509	2964
2783	SCALES (MEASURE INSTRUMENT)	scale	0.310	0.350	0.577	15384
279	THATCH	thatch	0.337	0.245	0.161	17832
2797	SESAME	sesame	0.673	0.250	0.382	15734
2804	AMULET	amulet	0.781	0.260	0.630	622
2805	BIRTH (ACCOUCHEMENT)	birth	0.896	0.655	0.536	1745
2806	BLACK MAN	negro	0.354	0.368	0.461	11673
2808	BLACKEN	blacken	0.208	0.500	0.228	1777
2809	BLUEBERRY	blueberry	0.656	0.185	0.365	1880
281	POST	pole	0.418	0.398	0.368	13270
2810	BREASTBONE	sternum	0.520	0.422	0.436	16900
2815	DIALECT	dialect	0.635	0.422	0.526	4849
2816	ECHO	echo	0.573	0.373	0.345	5621
2817	EMU	emu	0.420	0.358	0.330	5835
2818	FORD (CROSSING)	ford	0.521	0.340	0.382	6981
2819	GRASSLAND	meadow	0.622	0.130	0.382	10848
2821	JEALOUS	jealous	0.173	0.855	0.345	9650
2824	KNUCKLE	knuckle	0.655	0.333	0.393	9899
2828	MOTH	moth	0.323	0.350	0.196	11391
2830	OYSTERS	oyster	0.500	0.311	0.327	12416
2831	PENGUIN	penguin	0.615	0.296	0.307	12786
2833	RUM	rum	0.561	0.377	0.451	15187
2836	STARLIGHT	starlight	0.908	0.368	0.611	16812
2837	SWAN	swan	0.781	0.225	0.357	17416
2838	TAME	tame	0.560	0.604	0.642	17586
284	HOE	hoe	0.302	0.480	0.418	8409
2842	TURMERIC	turmeric	0.542	0.316	0.312	18454
2843	CAULIFLOWER	cauliflower	0.448	0.255	0.231	2673
2845	SIZE (OF OBJECT)	size	0.531	0.336	0.569	16094
285	THRESH	thresh	0.490	0.417	0.500	17914
2851	AUGUST	august	0.652	0.292	0.462	1176
2860	BOLT (MOVE IN HASTE)	rush	0.406	0.809	0.546	15210
2861	BUDGE (ONESELF)	budge	0.719	0.755	0.543	2239
2862	CONNECT	connect	0.724	0.299	0.536	3647
2863	DASH (OF VEHICLE)	dash	0.574	0.312	0.324	4377
2864	DECREASE	decrease	0.125	0.360	0.267	4493
2865	DIE (FROM ACCIDENT)	perish	0.296	0.570	0.415	12852
2867	CALCULATE	calculate	0.490	0.452	0.440	2421
2869	BOTHER (HARASS)	bother	0.208	0.780	0.370	2027
287	CONE	cone	0.417	0.208	0.343	3574
2870	RECOGNIZE (SOMEBODY)	recognize	0.760	0.315	0.600	14370
2871	SWING (MOVEMENT)	swing	0.602	0.510	0.481	17459
2872	IMPROVE (SOMETHING)	improve	0.833	0.528	0.815	8907
2877	RUSTLE (OF LEAVES)	rustle	0.333	0.538	0.394	15215
2879	SOUND (OF INSTRUMENT OR VOICE)	sound	0.765	0.623	0.398	16491
288	FORGE	forge	0.520	0.424	0.686	7018
2880	HALT (STOP)	stop	0.280	0.510	0.490	16975
2881	URGE (SOMEONE)	urge	0.418	0.680	0.653	19010
2882	ADD	add	0.728	0.490	0.554	206
2883	DISTURB	disturb	0.175	0.760	0.481	5223
2884	HANG	hang	0.323	0.529	0.446	8043
2885	HERD (SOMETHING)	herd	0.592	0.500	0.474	8293
2886	PRODUCE	produce	0.908	0.737	0.836	13698
2887	THAW (DEW)	thaw	0.438	0.321	0.327	17835
2888	TINKLE	tinkle	0.562	0.529	0.356	18013
2889	TWINKLE	sparkle	0.819	0.765	0.510	16535
289	MOLD	mold	0.330	0.274	0.402	11270
2891	TIE UP (TETHER)	tether	0.323	0.620	0.407	17812
2892	MAKE ANGRY (ANNOY)	annoy	0.094	0.765	0.286	709
2893	NOTICE (SOMETHING)	notice	0.646	0.408	0.491	11879
2894	TUMBLE (FALL DOWN)	tumble	0.276	0.556	0.272	18430
2896	CAUSE TO (LET)	let	0.427	0.373	0.307	10164
2897	CHIME (ACTION)	chime	0.573	0.541	0.464	2928
2898	CONVEY (A MESSAGE)	convey	0.719	0.633	0.708	3829
2899	JOG (SOMETHING)	jog	0.510	0.708	0.519	9692
29	GELD	castrate	0.177	0.485	0.519	2632
2900	PROTECT	protect	0.823	0.714	0.791	13829
2902	BRAWL (FIGHT)	brawl	0.104	0.938	0.603	2105
2903	CHAT (WITH SOMEBODY)	chat	0.729	0.400	0.346	2845
2904	RINSE	rinse	0.663	0.168	0.409	15019
2905	KNIT	knit	0.630	0.144	0.295	9885
2906	TRANSLATE	translate	0.604	0.423	0.462	18239
2907	ROT	decay	0.143	0.312	0.170	4446
2909	PREPARE	prepare	0.656	0.542	0.603	13542
2911	BACKWARD	backward	0.309	0.367	0.250	1297
2912	FORWARD	forward	0.873	0.412	0.750	7071
292	RUG	rug	0.520	0.240	0.245	15176
2920	SUDDENLY	suddenly	0.670	0.510	0.456	17226
2923	THITHER (THERE TO)	thither	0.500	0.270	0.316	17892
2924	A LITTLE	bit	0.427	0.310	0.225	1757
2929	BENEFIT	benefit	0.906	0.422	0.806	1622
2930	BOSS	boss	0.310	0.627	0.954	2021
2931	BUSINESS	business	0.688	0.569	0.755	2341
2932	COLD (CHILL)	chill	0.837	0.206	0.482	2924
2933	CONVERSATION	conversation	0.750	0.510	0.609	3818
2934	CUCKOO	cuckoo	0.420	0.459	0.284	4215
2935	CURRENT (STREAM)	current	0.625	0.312	0.612	4261
2936	ELEVATION	elevation	0.760	0.759	0.711	5734
2937	FAIRY TALE	tale	0.663	0.300	0.336	17572
2938	FLAVOR	flavor	0.885	0.479	0.392	6826
2939	FLOCK (OF ANIMALS)	flock	0.500	0.546	0.543	6864
2940	GATE	gate	0.510	0.235	0.426	7378
2941	HAPPINESS	happiness	0.960	0.732	0.850	8062
2943	BUNDLE	bundle	0.510	0.343	0.434	2291
2946	CRADLE	cradle	0.776	0.194	0.333	4036
2947	DAMAGE (INJURY)	damage	0.059	0.726	0.403	4340
2948	GAP (DISTANCE)	gap	0.396	0.451	0.357	7346
2949	LAIR	lair	0.469	0.438	0.392	9947
2950	MEANING	meaning	0.663	0.395	0.625	10855
2951	POUCH	pouch	0.438	0.230	0.271	13414
2952	SLAB	slab	0.398	0.265	0.264	16142
2953	SLEEVE	sleeve	0.531	0.270	0.273	16179
2954	SLICE	slice	0.583	0.375	0.303	16185
2955	STATE (POLITICS)	state	0.562	0.320	0.604	16828
2956	TUBE	tube	0.418	0.279	0.409	18417
2957	WARE	ware	0.604	0.443	0.455	19431
2958	LAUGHTER	laughter	0.959	0.654	0.588	10028
2959	LEASH	leash	0.320	0.347	0.427	10087
296	CROUCH	crouch	0.281	0.606	0.312	4159
2960	LONGING (WISH)	desire	0.896	0.692	0.647	4738
2961	MESSAGE	message	0.650	0.391	0.415	10984
2962	MOORLAND	moor	0.311	0.464	0.378	11339
2963	NET	net	0.441	0.288	0.417	11697
2964	NEWS	news	0.633	0.580	0.610	11730
2965	PAW	paw	0.417	0.360	0.286	12694
2966	PERCH (FISH)	perch	0.531	0.300	0.314	12820
2967	PIKE (FISH)	pike	0.427	0.410	0.452	13039
2968	REASON	reason	0.781	0.455	0.712	14299
2969	RIBBON	ribbon	0.719	0.288	0.357	14970
297	CROOKED	crooked	0.146	0.594	0.305	4146
2970	RIDDLE	riddle	0.521	0.583	0.543	14981
2971	SIN	sin	0.177	0.712	0.449	16050
2973	STRAP	strap	0.380	0.417	0.382	17014
2974	SWARM (OF BIRDS)	swarm	0.302	0.735	0.458	17419
2975	THOUGHT	thought	0.780	0.315	0.571	17899
2976	VIOLENCE	violence	0.061	0.933	0.719	19278
2977	WORKER	worker	0.719	0.598	0.684	19793
2978	DISTANCE	distance	0.233	0.317	0.418	5193
298	SHRIEK	shriek	0.459	0.827	0.491	15941
2980	AREA	area	0.490	0.306	0.464	918
2981	ITEM	item	0.594	0.270	0.465	9597
2982	GIFT	gift	0.880	0.539	0.483	7482
2983	COMPANIONSHIP	company	0.906	0.425	0.798	3419
2984	HEAP	heap	0.582	0.510	0.474	8185
2985	HEIGHT	height	0.677	0.608	0.648	8243
2986	CAMPFIRE	campfire	0.677	0.509	0.436	2464
2987	AMOUNT	amount	0.562	0.422	0.649	606
2988	PATTERN	pattern	0.479	0.422	0.664	12686
2989	FRINGE	fringe	0.520	0.387	0.323	7183
299	SCOLD	scold	0.194	0.755	0.626	15466
2990	SACK	sack	0.385	0.337	0.264	15228
2991	SKI	ski	0.684	0.670	0.471	16114
2992	TIP (OF OBJECT)	tip	0.708	0.221	0.518	18019
2993	STROKE (OF PEN)	stroke	0.562	0.440	0.570	17072
2995	TONE (MUSIC)	tone	0.551	0.355	0.411	18078
2996	WEALTH	wealth	0.857	0.637	0.858	19508
2997	COLORFUL	colorful	0.850	0.520	0.519	3320
2998	DAMP	damp	0.360	0.279	0.210	4347
3	BRAVE	brave	0.837	0.750	0.917	2103
300	RATTLE	rattle	0.490	0.429	0.268	14245
3001	POWERFUL	powerful	0.865	0.830	0.991	13429
3002	PRECIOUS	precious	0.917	0.500	0.726	13476
3003	SOLID	solid	0.667	0.304	0.763	16415
3005	FAMILIAR	familiar	0.906	0.330	0.615	6463
3006	SPACE (AVAILABLE)	space	0.800	0.317	0.573	16515
301	CHIEFTAIN	chief	0.520	0.544	0.869	2911
3011	GRUB	grub	0.602	0.406	0.355	7866
302	CLAN	clan	0.562	0.491	0.686	3071
3020	BREAK (BREAKING)	burst	0.156	0.894	0.845	2334
3025	BARN OR SHED	shed	0.427	0.402	0.470	15826
3028	GRAVEL	gravel	0.390	0.370	0.332	7747
303	ABSTAIN FROM FOOD	abstain	0.385	0.385	0.427	72
3032	STARFISH	starfish	0.680	0.320	0.421	16807
3033	SCARED	scared	0.146	0.828	0.185	15407
304	PREACH	preach	0.602	0.480	0.702	13460
3044	BOVINE	bovine	0.449	0.255	0.353	2053
3046	FODDER	fodder	0.316	0.358	0.430	6923
3049	COURAGE	courage	0.830	0.728	0.849	3988
3050	SEEDLING	seedling	0.406	0.343	0.423	15617
3053	TIGHT	tense	0.396	0.439	0.655	17757
3055	SWINDLE	cheat	0.125	0.776	0.400	2856
3058	GRAZE	graze	0.560	0.255	0.371	7756
3059	MALARIA	malaria	0.125	0.653	0.304	10629
3060	PHEASANT	pheasant	0.541	0.362	0.292	12954
3061	PHLEGM	phlegm	0.173	0.394	0.240	12968
3062	TURNIP	turnip	0.561	0.183	0.254	18460
3064	RUST	rust	0.281	0.265	0.321	15212
3065	SADDLE	saddle	0.510	0.509	0.306	15239
3066	SCARF OR TURBAN	scarf	0.750	0.224	0.224	15409
3069	FALSE	false	0.120	0.404	0.240	6453
307	HAWK	hawk	0.583	0.530	0.631	8142
3071	INSERT	insert	0.481	0.552	0.519	9286
3072	MISPLACE	lose	0.115	0.538	0.176	10435
3073	MANAGE	manage	0.560	0.530	0.719	10653
3074	FIX	fix	0.760	0.538	0.519	6769
3076	SLOPE	slope	0.347	0.438	0.279	16217
3078	IRRIGATE	irrigate	0.272	0.458	0.490	9575
3080	SPLIT OPEN	crack	0.302	0.625	0.400	4029
3083	BALLOON	balloon	0.729	0.245	0.315	1348
3084	BLACKBOARD	blackboard	0.469	0.255	0.287	1776
3085	CARROT	carrot	0.500	0.235	0.279	2596
3086	COMPUTER	computer	0.802	0.356	0.639	3500
3087	PACIFIER	dummy	0.440	0.144	0.250	5527
3088	ENVELOPE	envelope	0.604	0.275	0.377	5983
3089	GIRAFFE	giraffe	0.561	0.347	0.436	7502
3090	GUITAR	guitar	0.844	0.542	0.469	7910
3091	LEMON	lemon	0.596	0.317	0.316	10137
3093	LIPSTICK	lipstick	0.653	0.429	0.306	10294
3094	PAINTBRUSH	paintbrush	0.714	0.226	0.353	12461
3095	POSTMAN	postman	0.643	0.482	0.455	13389
3096	RACKET	racket	0.520	0.356	0.352	14127
3098	SNOWMAN	snowman	0.776	0.291	0.323	16344
