CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_VALENCE_MEAN	ENGLISH_AROUSAL_MEAN	ENGLISH_DOMINANCE_MEAN	LINE_IN_SOURCE
1537	SPRINGTIME	spring	0.837	0.370	0.481	16700
1538	SCORPION	scorpion	0.198	0.745	0.600	15482
1539	BASKET	basket	0.458	0.227	0.336	1459
1540	EYELASH	eyelash	0.480	0.250	0.278	6386
1541	CULTIVATE	cultivate	0.708	0.410	0.598	4232
1542	ACCOMPANY	accompany	0.833	0.406	0.585	114
1543	SNAIL	snail	0.480	0.104	0.296	16293
1545	HOST	host	0.693	0.471	0.537	8543
1547	SOUP	soup	0.602	0.245	0.269	16496
1548	UGLY	ugly	0.167	0.630	0.254	18531
1549	TRIBE	tribe	0.664	0.486	0.516	18322
1550	PREVENT	prevent	0.635	0.481	0.575	13599
1552	GLOOMY	gloomy	0.107	0.410	0.287	7557
1555	CHAMELEON	chameleon	0.490	0.580	0.345	2787
1556	YOLK	yolk	0.490	0.306	0.280	19930
1557	BEGINNING	beginning	0.816	0.528	0.558	1572
1558	SIMILAR	similar	0.562	0.250	0.423	16031
1559	MONEY	money	0.844	0.608	0.827	11294
156	RED	red	0.427	0.385	0.377	14430
1560	FACE	face	0.571	0.173	0.453	6402
1561	ARMY	army	0.417	0.759	0.902	951
1562	MIND	mind	0.650	0.388	0.627	11097
1563	PYTHON	python	0.219	0.618	0.618	14025
1564	LAZY	lazy	0.392	0.264	0.096	10062
1565	HEAVEN	heaven	0.896	0.385	0.600	8219
1566	GUN	gun	0.147	0.920	0.713	7923
1567	DOOR	door	0.549	0.189	0.421	5338
1568	ARRANGE	arrange	0.740	0.490	0.571	958
1569	CHEESE	cheese	0.740	0.280	0.281	2882
157	DYE	dye	0.479	0.314	0.371	5562
1570	EQUAL	equal	0.781	0.178	0.407	6011
1571	SELL	sell	0.618	0.608	0.605	15647
1572	SURPRISED	surprised	0.784	0.855	0.539	17370
1573	SWELL	swell	0.360	0.679	0.348	17444
1574	FLOAT	float	0.688	0.394	0.344	6862
1575	COCKROACH	cockroach	0.188	0.667	0.196	3225
1578	IGUANA	iguana	0.521	0.235	0.291	8756
1579	BE	be	0.670	0.240	0.554	1503
158	PUT ON	clothe	0.797	0.330	0.481	3174
1581	ALLIGATOR	alligator	0.354	0.704	0.645	513
1583	BRAIN	brain	0.667	0.441	0.823	2084
1584	BLISTER	blister	0.407	0.538	0.402	1834
1585	SLEEP	sleep	0.719	0.090	0.339	16170
1587	SMELL (STINK)	stink	0.042	0.481	0.180	16937
1588	TURN	turn	0.531	0.398	0.482	18456
1589	HUMMINGBIRD	hummingbird	0.750	0.370	0.273	8618
1590	WAIT (FOR)	wait	0.224	0.167	0.264	19390
1591	UP	upwards	0.724	0.439	0.638	19006
1592	CHEST	chest	0.520	0.429	0.481	2900
1593	DEEP	deep	0.490	0.473	0.657	4510
1594	FLOUR	flour	0.530	0.235	0.239	6878
1595	SOUTH	south	0.562	0.265	0.429	16500
1596	LOCK	lock	0.271	0.585	0.600	10375
1597	AIRPLANE	airplane	0.719	0.702	0.708	442
1598	NORTH	north	0.531	0.255	0.450	11845
1599	WORD	word	0.552	0.255	0.482	19786
16	SLED	sleigh	0.742	0.551	0.396	16181
160	SET (HEAVENLY BODIES)	set	0.521	0.482	0.630	15738
1600	SKIRT	skirt	0.602	0.463	0.226	16131
1601	WEAK	weak	0.180	0.241	0.045	19502
1605	SKULL	skull	0.276	0.558	0.574	16136
1606	INSIDE	inside	0.612	0.404	0.472	9289
1607	HATE	hate	0.031	0.802	0.430	8125
1608	LISTEN	listen	0.771	0.360	0.445	10307
1609	IDEA	idea	0.750	0.538	0.704	8723
161	MISS (A TARGET)	miss	0.573	0.490	0.408	11179
1610	PROSTITUTE	prostitute	0.167	0.860	0.427	13825
1611	INVITE	invite	0.745	0.655	0.611	9531
1612	LETTER	letter	0.635	0.279	0.342	10168
1613	COLOR	color	0.786	0.280	0.402	3317
1614	SUMMIT	summit	0.625	0.618	0.764	17269
1615	ESCAPE	escape	0.367	0.765	0.448	6063
1616	CLOTH	cloth	0.510	0.190	0.287	3173
1617	GRANDCHILD	grandchild	0.781	0.433	0.465	7695
1618	GRANDSON	grandson	0.778	0.333	0.500	7706
1619	GRANDDAUGHTER	granddaughter	0.823	0.445	0.389	7699
162	HICCOUGH	hiccup	0.271	0.549	0.240	8330
1620	SON	son	0.792	0.365	0.528	16444
1621	SNEEZE	sneeze	0.271	0.442	0.336	16313
1622	SHIRT	shirt	0.698	0.186	0.231	15868
1623	SPEAK	speak	0.765	0.472	0.500	16549
1624	EMPTY	empty	0.188	0.183	0.081	5834
1625	DEAD	dead	0.052	0.454	0.194	4405
1626	EXPLAIN	explain	0.719	0.517	0.736	6295
1627	CHAIN	chain	0.378	0.500	0.547	2772
1628	SQUIRREL	squirrel	0.592	0.358	0.333	16741
1629	EVENING	evening	0.458	0.185	0.318	6137
1631	FAST	quick	0.704	0.755	0.750	14083
1632	FLOOR	floor	0.430	0.230	0.250	6867
1633	FLAT	flat	0.408	0.236	0.303	6815
1634	HUNDRED	hundred	0.604	0.370	0.406	8628
1635	OBEY	obey	0.677	0.433	0.533	11968
1636	MOTIONLESS	motionless	0.323	0.210	0.246	11401
1637	AUTHORITY	authority	0.592	0.592	0.934	1191
1638	TRUTH	truth	0.971	0.400	0.685	18407
1639	BEER	beer	0.592	0.654	0.500	1559
164	KANGAROO	kangaroo	0.716	0.333	0.301	9781
1640	SIBLING	sibling	0.857	0.340	0.636	15973
1641	SILK	silk	0.760	0.115	0.300	16020
1642	NIECE	niece	0.771	0.320	0.400	11754
1643	COUSIN	cousin	0.675	0.394	0.427	4002
1644	RELATIVES	relative	0.500	0.378	0.386	14584
1645	SHORT	short	0.184	0.264	0.237	15905
1647	FOAL	pony	0.812	0.413	0.315	13312
1648	ANVIL	anvil	0.380	0.510	0.604	776
165	WALLABY	wallaby	0.541	0.368	0.391	19403
1650	WATCH	watch	0.531	0.346	0.423	19471
1654	LIGHTNING	lightning	0.429	0.683	0.595	10241
1655	BLINK	blink	0.552	0.316	0.324	1830
1657	TRUE	true	0.896	0.436	0.777	18390
1659	DOLL	doll	0.729	0.321	0.330	5304
166	MAINLAND	mainland	0.680	0.407	0.806	10610
1661	STRAIT	strait	0.438	0.433	0.412	17005
1662	CAPE	cape	0.531	0.235	0.357	2520
1663	BED	bed	0.604	0.173	0.327	1545
1664	RAFT	raft	0.510	0.229	0.228	14153
1665	BEAT	beat	0.279	0.647	0.492	1530
1666	MUTE	mute	0.271	0.200	0.250	11530
1667	HOLE	hole	0.531	0.310	0.330	8419
1668	GRIEF	grief	0.070	0.640	0.474	7800
1669	ANCESTORS	ancestor	0.592	0.388	0.594	651
167	MAIL	mail	0.615	0.231	0.548	10603
1670	RAPIDS	rapids	0.573	0.817	0.788	14214
1671	TOWER	tower	0.606	0.380	0.644	18153
1672	WRITE	write	0.612	0.387	0.534	19862
1673	ARM	arm	0.552	0.285	0.469	939
1674	POOR	poor	0.156	0.358	0.087	13319
1675	PROMISE	promise	0.823	0.500	0.704	13759
1678	HUT	hut	0.633	0.270	0.375	8659
1679	LOAD	load	0.385	0.417	0.528	10349
168	REST	rest	0.907	0.167	0.300	14834
1680	HELMET	helmet	0.573	0.327	0.402	8263
1681	WAIST	waist	0.542	0.448	0.351	19387
1682	GUILTY	guilty	0.135	0.770	0.352	7907
1683	BUSH	bush	0.413	0.220	0.315	2338
1684	BUD	bud	0.460	0.402	0.333	2234
1688	FATE	fate	0.571	0.479	0.712	6518
1689	SMOKE (INHALE)	smoking	0.176	0.557	0.384	16273
1690	FENCE	fence	0.500	0.198	0.398	6601
1691	FLEXIBLE	flexible	0.719	0.460	0.465	6841
1692	FRIDAY	friday	0.624	0.411	0.341	7166
1696	SURRENDER	surrender	0.115	0.396	0.186	17375
1698	CURVED	curved	0.542	0.407	0.337	4276
1699	SUNDAY	sunday	0.776	0.196	0.394	17279
1702	HOLY	holy	0.812	0.112	0.690	8432
1703	SIX	six	0.500	0.154	0.271	16088
1704	SEVEN	seven	0.672	0.265	0.373	15748
1705	EIGHT	eight	0.540	0.199	0.315	5685
1706	ELEVEN	eleven	0.449	0.250	0.430	5736
1707	TWELVE	twelve	0.490	0.298	0.412	18488
1708	THIRTEEN	thirteen	0.459	0.385	0.331	17888
1709	FIFTEEN	fifteen	0.490	0.290	0.443	6661
1710	TWENTY	twenty	0.520	0.292	0.286	18490
1711	TELL	tell	0.551	0.350	0.457	17714
1712	OATH	oath	0.543	0.615	0.824	11960
1713	EIGHTEEN	eighteen	0.523	0.340	0.404	5686
1714	NINETEEN	nineteen	0.673	0.304	0.375	11777
1715	THIRTY	thirty	0.562	0.349	0.316	17890
1716	FORTY	forty	0.458	0.367	0.482	7069
1717	FIFTY	fifty	0.571	0.368	0.439	6662
1718	SIXTY	sixty	0.694	0.240	0.433	16092
1719	BURY	bury	0.077	0.571	0.346	2335
1720	SIGN	sign	0.620	0.481	0.397	16005
1721	SEVENTY	seventy	0.625	0.353	0.446	15751
1722	EIGHTY	eighty	0.500	0.300	0.453	5688
1724	NINETY	ninety	0.479	0.349	0.436	11778
1725	CORRECT (RIGHT)	correct	0.857	0.306	0.723	3914
1726	WET	wet	0.385	0.417	0.185	19574
1727	THRESHOLD	threshold	0.531	0.519	0.575	17915
1728	ROTTEN	rotten	0.104	0.590	0.327	15127
1730	CHEEK	cheek	0.670	0.314	0.421	2868
1732	SKY	sky	0.958	0.234	0.401	16138
1733	RAINBOW	rainbow	0.878	0.350	0.462	14171
1735	TEAR (SHRED)	tear	0.404	0.620	0.327	17669
1737	OKRA	okra	0.469	0.400	0.362	12094
1739	DECORATE	decorate	0.954	0.370	0.404	4486
174	PROUD	proud	0.906	0.700	0.873	13844
1740	PINE	pine	0.583	0.225	0.312	13058
1743	JOIN	join	0.729	0.479	0.684	9695
1744	SPLEEN	spleen	0.448	0.255	0.396	16645
1745	HIP	hip	0.448	0.415	0.345	8376
1746	BLADDER	bladder	0.406	0.412	0.330	1786
1747	CUSTOM	custom	0.552	0.382	0.688	4287
1748	RIDGE	ridge	0.484	0.402	0.349	14985
1749	TAKE	take	0.828	0.537	0.348	17566
175	BLOW (OF WIND)	blow	0.316	0.750	0.570	1868
1750	CHOOSE	choose	0.615	0.542	0.648	2960
1751	BIRTHMARK	birthmark	0.630	0.461	0.500	1748
1752	LEAVE	leave	0.375	0.315	0.295	10090
1753	TOP	top	0.760	0.400	0.554	18100
1754	BRACELET	bracelet	0.776	0.340	0.322	2075
1755	UNDRESS	undress	0.438	0.900	0.336	18701
1756	WIDOW	widow	0.250	0.450	0.265	19649
1757	TIRED	tired	0.125	0.317	0.191	18026
1763	CLUB	club	0.646	0.618	0.393	3189
1764	OBSCURE	obscure	0.370	0.551	0.278	11994
1766	FINISH	finish	0.471	0.429	0.545	6714
1767	SCRAPE	scrape	0.365	0.615	0.384	15497
1768	FOAM	foam	0.698	0.230	0.204	6917
1769	AXLE	axle	0.459	0.294	0.473	1262
1770	CARCASS	carcass	0.115	0.529	0.309	2551
1771	TASTELESS	tasteless	0.146	0.196	0.148	17637
1772	ELK	elk	0.439	0.337	0.340	5746
1773	GRAVE	grave	0.153	0.385	0.386	7746
1774	STINGY	stingy	0.094	0.548	0.283	16936
1775	TABLE	table	0.551	0.170	0.284	17527
1776	SHAME	shame	0.060	0.670	0.155	15793
1777	RESEMBLE	resemble	0.602	0.388	0.463	14771
1778	APPROACH	approach	0.612	0.392	0.610	860
1779	DARE	dare	0.677	0.788	0.684	4363
178	RIPE	ripe	0.671	0.337	0.670	15026
1780	BILE	bile	0.157	0.461	0.324	1699
1781	THUMB	thumb	0.673	0.271	0.361	17941
1782	GUEST	guest	0.719	0.490	0.558	7896
1783	PAIN	pain	0.012	0.765	0.395	12451
1784	WANT	want	0.671	0.642	0.598	19422
1787	LOOM	loom	0.531	0.245	0.325	10417
1788	TELEVISION	television	0.633	0.391	0.547	17713
1789	AGE	age	0.561	0.226	0.498	373
179	RIPEN	ripen	0.755	0.373	0.671	15027
1791	BUTTERFLY	butterfly	0.892	0.327	0.314	2360
1792	PERJURY	perjury	0.229	0.686	0.409	12856
1793	BAT	bat	0.324	0.409	0.480	1469
1794	FURROW	furrow	0.408	0.420	0.345	7280
1796	SLAUGHTER	slaughter	0.052	0.953	0.602	16156
1797	HEDGEHOG	hedgehog	0.458	0.491	0.377	8232
1798	GUNPOWDER	gunpowder	0.425	0.853	0.509	7935
1799	HYENA	hyena	0.396	0.719	0.464	8675
1801	CHILD (DESCENDANT)	offspring	0.656	0.435	0.600	12081
1802	SCREW	screw	0.385	0.460	0.377	15512
1803	WOOD	wood	0.494	0.182	0.373	19766
1804	BOMB	bomb	0.167	0.912	0.750	1939
1806	BEGIN	begin	0.677	0.569	0.763	1570
1807	AFTERNOON	afternoon	0.533	0.388	0.339	366
1808	PUS	pus	0.135	0.431	0.226	14001
1809	PIMPLE	pimple	0.245	0.370	0.274	13053
1810	DANGER	danger	0.115	0.923	0.673	4356
1812	TRY	try	0.604	0.551	0.556	18410
1813	TASTY	tasty	0.959	0.786	0.555	17639
1814	ACCUSE	accuse	0.133	0.752	0.500	140
1815	ACHE	ache	0.146	0.760	0.312	148
1817	WEST	west	0.562	0.337	0.414	19571
1819	LOOK	look	0.719	0.429	0.615	10414
182	SPOKE	spoke	0.635	0.433	0.483	16659
1820	BEAR	bear	0.448	0.570	0.475	1519
1821	BRUSH	brush	0.490	0.265	0.186	2217
1823	BORROW	borrow	0.398	0.573	0.282	2018
1825	COPPER	copper	0.580	0.260	0.500	3871
1826	ANGRY	angry	0.122	0.830	0.604	681
1828	ASK (REQUEST)	request	0.625	0.471	0.618	14753
1829	JUMP	jump	0.625	0.865	0.611	9746
183	BAKE	bake	0.867	0.418	0.519	1328
1830	CRANE	crane	0.396	0.417	0.589	4049
1831	MEET	meet	0.760	0.510	0.580	10906
1833	DINNER (SUPPER)	dinner	0.823	0.392	0.379	4940
1835	MARROW	marrow	0.398	0.422	0.472	10754
1836	VAGINA	vagina	0.551	0.870	0.500	19055
1838	NAVEL	navel	0.448	0.261	0.276	11620
1839	CRY	cry	0.133	0.627	0.255	4200
184	MAST	mast	0.542	0.390	0.580	10790
1840	BUILD	build	0.771	0.546	0.806	2254
1841	SUSPECT	suspect	0.133	0.750	0.509	17392
1842	OBSTINATE	obstinate	0.146	0.696	0.562	12014
1843	THOUSAND	thousand	0.663	0.355	0.480	17904
1844	BOAT	boat	0.516	0.420	0.554	1909
1845	BALL	ball	0.740	0.427	0.317	1340
1846	RULE	rule	0.567	0.427	0.593	15184
1847	SICK	sick	0.104	0.431	0.136	15975
1848	QUARREL	quarrel	0.112	0.929	0.496	14051
1849	ROW	row	0.427	0.275	0.406	15149
185	FIREPLACE	fireplace	0.667	0.380	0.417	6730
1850	COTTON	cotton	0.639	0.071	0.240	3953
1851	POCKET	pocket	0.458	0.275	0.340	13241
1852	OFTEN	frequently	0.596	0.423	0.634	7151
1853	DOVE	dove	0.729	0.235	0.437	5378
1854	SPARROW	sparrow	0.583	0.460	0.327	16539
1855	BIRCH	birch	0.562	0.346	0.382	1740
1856	SOFT	soft	0.760	0.179	0.232	16390
1857	CROCODILE	crocodile	0.344	0.708	0.610	4142
1858	FISHERMAN	fisherman	0.656	0.461	0.546	6749
1859	THIRD	third	0.551	0.187	0.304	17884
186	SHIN	shin	0.459	0.500	0.231	15854
1860	BEAD	bead	0.592	0.388	0.381	1507
1861	ACTIVE	active	0.847	0.730	0.731	187
1862	DONKEY	donkey	0.406	0.367	0.245	5327
1863	AMAZING	amazing	0.906	0.837	0.849	569
1864	HUNGER	hunger	0.083	0.554	0.328	8630
1865	BUZZARD	buzzard	0.350	0.500	0.225	2373
1866	STUTTER	stutter	0.250	0.469	0.258	17123
1867	COIN	coin	0.677	0.574	0.445	3267
1868	VISIBLE	visible	0.750	0.342	0.509	19304
1869	BUY	buy	0.771	0.769	0.612	2369
187	LOIN	loin	0.420	0.298	0.379	10398
1870	ANCHOR	anchor	0.520	0.284	0.564	654
1871	CAMEL	camel	0.540	0.282	0.314	2452
1873	ANTHILL	anthill	0.327	0.578	0.377	743
1874	SAUSAGE	sausage	0.542	0.429	0.300	15358
1875	REGRET	sorry	0.406	0.362	0.212	16474
1876	REINDEER	caribou	0.562	0.452	0.342	2573
1877	EAST	east	0.510	0.250	0.317	5602
1879	DANCE	dance	0.894	0.840	0.551	4351
1880	PASSIONATE	passionate	0.990	0.827	0.731	12637
1882	BEFORE	till	0.490	0.327	0.319	17983
1884	HARD	hard	0.302	0.708	0.616	8077
1886	ARMPIT	armpit	0.283	0.439	0.250	949
1887	CHEAP	cheap	0.612	0.471	0.272	2853
1888	PAIR	pair	0.552	0.317	0.304	12465
1889	ARSON	arson	0.133	0.904	0.567	974
1890	BELIEVE	believe	0.781	0.370	0.682	1591
1891	PUMA	puma	0.615	0.704	0.561	13945
1892	TOUCH	touch	0.646	0.477	0.455	18135
1893	QUAIL	quail	0.500	0.318	0.287	14035
1894	ASHAMED	ashamed	0.156	0.588	0.228	1011
1895	CLOTHES	clothes	0.833	0.270	0.414	3175
1896	FINGERNAIL OR TOENAIL	nail	0.469	0.397	0.282	11563
1897	HELP	help	0.673	0.471	0.460	8265
1898	SPECTACLES	glasses	0.531	0.210	0.330	7531
1899	MAD	mad	0.219	0.873	0.277	10561
190	MOW	reap	0.677	0.422	0.623	14293
1901	SHOVEL	shovel	0.427	0.308	0.267	15924
1902	BETRAY	betray	0.042	0.870	0.536	1650
1903	SWELLING	swelling	0.323	0.608	0.250	17445
1904	DROWN	drown	0.071	0.860	0.270	5474
1905	EAGLE	eagle	0.604	0.594	0.679	5577
1906	SOUR	sour	0.276	0.594	0.373	16497
1907	MOLE	mole	0.436	0.377	0.352	11274
1908	ATTENTIVE	attentive	0.812	0.520	0.724	1141
1909	SHAKE	shake	0.439	0.689	0.539	15781
191	NUT	nut	0.365	0.310	0.250	11938
1913	PRESS	press	0.552	0.520	0.491	13574
1914	DEBT	debt	0.204	0.598	0.336	4436
1915	FIR	fir	0.521	0.275	0.306	6718
1916	GILL	gill	0.521	0.473	0.382	7492
1917	TIE	tie	0.663	0.464	0.431	17972
1918	MANE	mane	0.521	0.277	0.373	10665
1919	TORCH	torch	0.531	0.630	0.545	18111
192	CORNER	corner	0.400	0.296	0.366	3892
1923	ROUGH	rough	0.406	0.794	0.632	15131
1924	VEIN	vein	0.347	0.373	0.318	19139
1925	ARTERY	artery	0.396	0.580	0.537	978
1926	OINTMENT	ointment	0.438	0.271	0.398	12093
1927	BAMBOO	bamboo	0.646	0.222	0.356	1360
1928	CEASE	cease	0.388	0.250	0.420	2696
1929	STUDY	study	0.653	0.361	0.768	17098
193	SHALLOW	shallow	0.427	0.298	0.351	15788
1930	RAVINE	ravine	0.354	0.673	0.413	14255
1931	BEESWAX	beeswax	0.583	0.402	0.375	1561
1932	GUESS	guess	0.640	0.463	0.442	7893
1933	LOOSEN	loosen	0.487	0.337	0.218	10425
1934	BEGGAR	beggar	0.240	0.402	0.116	1568
1935	ANUS	anus	0.347	0.644	0.350	775
1936	DEER	deer	0.583	0.375	0.292	4512
1938	FORTRESS	fortress	0.816	0.500	0.933	7064
1939	SWEAR	swear	0.601	0.577	0.658	17424
194	FAMILY	family	0.968	0.383	0.643	6466
1940	GUARD	guard	0.592	0.510	0.725	7884
1941	SOLDIER	soldier	0.392	0.708	0.768	16409
1943	CROWN (OF HEAD)	crown	0.708	0.572	0.737	4168
1944	GOD	god	0.758	0.518	0.886	7590
1945	IDOL	idol	0.684	0.805	0.853	8743
1947	BASTARD	bastard	0.094	0.692	0.289	1465
1948	SAW	saw	0.316	0.541	0.518	15372
195	MAT	mat	0.459	0.221	0.304	10798
1951	PASS	pass	0.510	0.324	0.362	12628
1952	TORTURE	torture	0.115	0.878	0.555	18126
1953	ABUSE	abuse	0.071	0.873	0.469	81
1954	GENTLE	gentle	0.847	0.353	0.589	7441
1955	GRIEVE	mourn	0.056	0.583	0.150	11426
1956	SUNFLOWER	sunflower	0.878	0.231	0.270	17283
1959	RAW	raw	0.143	0.349	0.342	14259
196	DONATE	donate	0.774	0.462	0.577	5325
1961	NECKLACE	necklace	0.760	0.294	0.373	11640
1962	ROAST (SOMETHING)	roast	0.521	0.541	0.311	15065
1963	IMMEDIATELY	immediately	0.552	0.780	0.707	8806
1964	ALONE	alone	0.333	0.167	0.216	534
1966	BUNCH	bunch	0.552	0.358	0.473	2290
1967	CALENDAR	calendar	0.480	0.212	0.473	2427
1968	SOYA SAUCE	soy sauce	0.573	0.382	0.318	16512
197	OTHER	other	0.472	0.230	0.259	12266
1970	CANOE	canoe	0.542	0.300	0.418	2497
1971	FAN (OBJECT)	fan	0.781	0.429	0.357	6472
1972	YOUNG GOAT (KID)	kid	0.760	0.453	0.298	9824
1973	DEMON	demon	0.037	0.908	0.509	4625
1974	CENTIPEDE	centipede	0.296	0.399	0.361	2738
1975	CHECK	check	0.523	0.552	0.602	2858
1976	MERRY	funny	0.918	0.610	0.566	7269
1977	DEW	dew	0.604	0.225	0.464	4835
1978	RECOVER	recover	0.918	0.510	0.647	14399
1979	CHISEL	chisel	0.469	0.404	0.452	2946
198	GENITALIA	genitalia	0.323	0.667	0.500	7433
1981	WIDOWER	widower	0.184	0.406	0.325	19651
1982	WHIRLPOOL	whirlpool	0.710	0.415	0.442	19613
1983	SNORE	snore	0.245	0.610	0.481	16329
1986	DISEASE	disease	0.041	0.539	0.333	5056
1989	CALF	calf	0.531	0.366	0.336	2429
199	FAMINE	famine	0.163	0.679	0.310	6468
1990	BECOME	become	0.641	0.583	0.643	1544
1991	INTESTINES	intestines	0.292	0.547	0.398	9457
1993	SELF	self	0.704	0.370	0.500	15640
1994	COLLARBONE	collarbone	0.420	0.427	0.306	3290
1995	DEFECT	defect	0.135	0.561	0.185	4519
1996	GET TIRED	tire	0.438	0.385	0.381	18025
1997	PRESERVE	preserve	0.837	0.431	0.755	13567
1998	COMMAND	command	0.427	0.790	0.849	3359
1999	OVERCOME	overcome	0.719	0.689	0.848	12338
2	DUST	dust	0.344	0.246	0.241	5550
2000	CLOVE	cloves	0.427	0.218	0.396	3186
2001	PAINTING	draw	0.704	0.449	0.481	5417
2002	DITCH	ditch	0.357	0.364	0.322	5229
2003	FLOW	flow	0.696	0.316	0.464	6880
2005	MASK	mask	0.510	0.490	0.537	10776
2006	FILL	fill	0.729	0.449	0.637	6680
2007	BOLT (OF LIGHTNING)	bolt	0.354	0.363	0.426	1937
2008	RESCUE	rescue	0.806	0.926	0.850	14766
2009	DOG	dog	0.704	0.500	0.407	5291
201	FARM	farm	0.781	0.327	0.297	6492
2010	INVESTIGATE	investigate	0.640	0.500	0.781	9519
2011	COFFIN	coffin	0.073	0.432	0.343	3252
2012	COLLAR	collar	0.656	0.442	0.446	3289
2013	BAIT	bait	0.276	0.327	0.296	1327
2014	GO DOWN (DESCEND)	descend	0.385	0.535	0.231	4712
2016	JEALOUSY	jealousy	0.146	0.783	0.481	9651
2017	MIX	mix	0.542	0.490	0.472	11211
2018	GREEDY	greedy	0.125	0.660	0.476	7783
2019	HAMMOCK	hammock	0.673	0.255	0.287	8016
202	STRENGTH	strength	0.802	0.682	0.858	17037
2020	PLAINTIFF	plaintiff	0.365	0.806	0.711	13129
2021	GRASP	grasp	0.560	0.623	0.570	7729
2022	ADMIT	admit	0.538	0.423	0.667	260
2023	CROWD	crowd	0.350	0.827	0.731	4165
2024	PLOT	plot	0.469	0.567	0.510	13207
2025	PEA	pea	0.580	0.275	0.298	12710
2027	SOYA	soybean	0.521	0.250	0.293	16513
203	MARRY	marry	0.896	0.765	0.673	10755
2030	DRAG	drag	0.388	0.606	0.348	5400
2033	DELIVER	deliver	0.583	0.370	0.582	4598
2034	FROST	frost	0.449	0.455	0.385	7199
2035	POND	pond	0.520	0.337	0.358	13305
2038	DRAGON	dragon	0.541	0.821	0.712	5401
2039	MAGPIE	magpie	0.500	0.458	0.327	10597
2040	BUCKWHEAT	buckwheat	0.490	0.471	0.434	2233
2041	HEMP	hemp	0.469	0.439	0.422	8281
2042	WALNUT	walnut	0.688	0.302	0.255	19409
2043	PEACH	peach	0.704	0.480	0.272	12718
2045	COLUMN	pillar	0.583	0.330	0.684	13047
2046	APRON	apron	0.582	0.208	0.245	877
2048	QUILT	quilt	0.643	0.123	0.226	14095
2049	CONGEE	porridge	0.573	0.229	0.274	13346
205	TROUGH	trough	0.500	0.308	0.340	18380
2051	DUSTPAN	dustpan	0.609	0.466	0.371	5552
2052	BUCKET	bucket	0.408	0.167	0.336	2228
2056	WOK	wok	0.583	0.375	0.500	19751
2057	DUNG (ANIMAL FAECES)	dung	0.104	0.549	0.149	5535
2058	STOOL	stool	0.448	0.269	0.302	16971
206	FIREFLY	firefly	0.622	0.410	0.363	6726
2060	STORY	story	0.653	0.406	0.704	16990
2062	INTEREST	interest	0.780	0.667	0.618	9402
2064	SCATTER (SEEDS)	scatter	0.229	0.620	0.404	15415
2069	SOAK (VERB)	soak	0.480	0.370	0.240	16356
207	SPARSE	sparse	0.240	0.367	0.209	16540
2071	LAY (VERB)	lay	0.521	0.336	0.491	10054
2072	USE (VERB)	use	0.438	0.358	0.409	19021
2073	ROB (VERB)	rob	0.112	0.840	0.500	15067
2075	BROOD (VERB)	brood	0.633	0.519	0.434	2197
2076	SPROUT (VERB)	sprout	0.582	0.565	0.443	16707
2077	DILIGENT	diligent	0.760	0.426	0.759	4917
208	NASAL MUCUS (SNOT)	snot	0.214	0.340	0.269	16332
209	RARE	rare	0.396	0.413	0.236	14223
2090	MY	mine	0.688	0.418	0.578	11102
2099	CHILD	child	0.912	0.460	0.413	2915
21	TASTE (SOMETHING)	taste	0.802	0.406	0.465	17635
210	LIFE	life	0.918	0.615	0.824	10213
2101	BE DEAD OR DIE	died	0.021	0.650	0.327	4882
2102	BURN	burn	0.219	0.783	0.509	2321
2112	OLD (AGED)	elder	0.448	0.153	0.462	5704
2113	OLD (USED)	used	0.354	0.306	0.287	19022
212	FIELD	field	0.640	0.380	0.336	6652
2124	SMELL	smell	0.510	0.520	0.330	16253
213	FIN	fin	0.333	0.340	0.377	6692
2134	RAISE (BRING UP)	raise	0.885	0.685	0.765	14182
2137	MAGICIAN	magician	0.714	0.657	0.551	10579
214	STRETCH	stretch	0.604	0.578	0.500	17050
2148	PICK	pick	0.500	0.464	0.525	13007
2149	CHOP (INTO PIECES)	chop	0.250	0.655	0.467	2963
215	LIE DOWN	lying	0.208	0.704	0.317	10538
2150	MATTER	matter	0.487	0.353	0.562	10827
2151	COARSE	coarse	0.333	0.481	0.481	3208
2154	PLOUGH (INSTRUMENT)	plow	0.531	0.560	0.456	13211
2159	GROUND	ground	0.398	0.343	0.602	7842
216	MOVIE	movie	0.792	0.560	0.471	11442
2165	SLOWLY	slowly	0.427	0.185	0.295	16224
218	FINE (PENALTY)	fine	0.823	0.240	0.647	6707
2181	LIGHT (IN TASTE)	bland	0.300	0.226	0.157	1790
219	TOILET	toilet	0.490	0.290	0.233	18060
2190	TASTE	savor	0.827	0.552	0.526	15369
2192	REJOICE	rejoice	0.827	0.650	0.698	14573
2194	FRONT (PART)	front	0.677	0.350	0.623	7193
220	INTACT	intact	0.716	0.212	0.602	9360
2200	SNOUT	muzzle	0.388	0.430	0.232	11541
2203	RABID	rabid	0.089	0.827	0.454	14116
2204	LEDGE	ledge	0.406	0.235	0.339	10096
2205	PEAK	peak	0.500	0.345	0.431	12721
2206	RABIES	rabies	0.115	0.750	0.382	14117
221	FIRE	fire	0.380	0.804	0.635	6719
2214	AFFAIR	affair	0.520	0.459	0.657	330
2216	BECOME NUMB	numb	0.108	0.420	0.352	11918
