CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	SPANISH_AOA_MEAN	SPANISH_RT_MEAN	LINE_IN_SOURCE
921	VALLEY	valle	3.6538	511.1094	2667
922	PEAR	pera	1.9600	547.4503	1963
923	LOVE	querer	2.1600	534.4933	2149
926	RICE	arroz	2.1600	501.2394	191
930	VILLAGE	pueblo	2.1154	487.9314	2135
938	MARE	yegua	3.2800	571.5122	2755
942	HONEY	miel	2.9200	475.9171	1657
943	WATERFALL	cascada	3.1600	524.9782	458
945	SPEAR	lanza	3.9600	549.0584	1455
946	BLOOD	sangre	2.2100	480.9188	2323
948	WATER	agua	1.2167	495.4885	67
956	FLEE	huir	4.0400	528.3156	1329
957	WHALE	ballena	3.1900	539.2567	264
960	WIND	viento	2.4000	508.4542	2721
962	WOMAN	mujer	2.0400	498.9824	1719
963	BOOK	libro	1.9900	463.5562	1492
964	WOOL	lana	3.1600	560.1954	1454
965	WORLD	mundo	2.6800	504.0888	1723
974	TOBACCO	tabaco	4.0000	515.7467	2478
977	ARROW	flecha	2.6900	525.4113	1136
978	WAVE	ola	1.9000	505.9850	1816
981	ELBOW	codo	2.1600	514.0084	575
984	WORK (LABOUR)	trabajar	2.6400	502.6641	2589
986	TOMATO	tomate	1.8500	489.0823	2571
987	REMAIN	quedar	3.0800	515.2029	2145
994	BOW	arco	3.2200	531.3041	173
996	DEAF	sordo	3.1154	503.3521	2431
998	PUT	meter	2.1600	524.5997	1651
