CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_HUMOR_MEAN	ENGLISH_HUMOR_MEAN_MALE	ENGLISH_HUMOR_MEAN_FEMALE	ENGLISH_HUMOR_MEAN_YOUNG	ENGLISH_HUMOR_MEAN_OLD	LINE_IN_SOURCE
1607	HATE	hate	1.44	1.538461538	1.333333333	1.533333333	1.3	1940
1608	LISTEN	listen	2.379310345	1.857142857	2.866666667	2.058823529	2.833333333	2407
1609	IDEA	idea	2.024390244	2.0625	2	1.96	2.125	2112
161	MISS (A TARGET)	miss	2.275862069	2.846153846	1.666666667	2.388888889	2.090909091	2628
1610	PROSTITUTE	harlot	3.227272727	3.125	3.230769231	2.833333333	3.375	1930
1611	INVITE	invite	2.166666667	2	2.294117647	2.266666667	2.066666667	2147
1612	LETTER	letter	2.315789474	2.357142857	2.291666667	2.25	2.388888889	2355
1614	SUMMIT	summit	2.590909091	2.80952381	2.391304348	2.47826087	2.714285714	4279
1615	ESCAPE	escape	2.482758621	2.133333333	2.857142857	2.529411765	2.416666667	1349
1616	CLOTH	cloth	2.028571429	2.105263158	1.9375	1.6875	2.315789474	797
1617	GRANDCHILD	grandchild	2.147058824	2	2.277777778	2.375	1.944444444	1795
1618	GRANDSON	grandson	2.52	2.777777778	2.375	2.4	2.7	1798
1621	SNEEZE	sneeze	2.515151515	2.333333333	2.619047619	2.833333333	2.333333333	3973
1622	SHIRT	shirt	2.0625	2.071428571	2.055555556	2.1	2	3808
1624	EMPTY	empty	1.714285714	2	1.454545455	1.833333333	1.555555556	1331
1625	DEAD	dead	1.511111111	1.4375	1.551724138	1.363636364	1.652173913	1102
1627	CHAIN	chain	1.933333333	1.7	2	1.875	2	648
1631	FAST	swift	2.135135135	1.928571429	2.260869565	2.111111111	2.157894737	4321
1632	FLOOR	floor	1.78125	1.666666667	2	1.6875	1.875	1523
1633	FLAT	flat	2.194444444	2	2.259259259	1.785714286	2.454545455	1504
1634	HUNDRED	hundred	2.071428571	1.909090909	2.176470588	2.111111111	2.052631579	2088
1638	TRUTH	truth	2.230769231	2.555555556	2.058823529	2.235294118	2.222222222	4634
1639	BEER	beer	2.806451613	2.75	2.842105263	3.058823529	2.5	245
1641	SILK	silk	2.4375	2.4	2.454545455	2.25	2.625	3865
1642	NIECE	niece	2.03125	2	2.0625	2.105263158	1.923076923	2787
1643	COUSIN	cousin	2.212121212	2.105263158	2.357142857	2	2.318181818	961
1645	SHORT	short	2.08	2.090909091	2.071428571	2.222222222	2	3820
1646	GIRL	girl	2.647058824	2.846153846	2.523809524	2.9	2.541666667	1729
1647	FOAL	pony	2.608695652	2.6	2.625	2.733333333	2.375	3167
1648	ANVIL	anvil	2.538461538	3	2.368421053	2.823529412	2	80
1650	WATCH	watch	2.032258065	2.2	1.952380952	2.357142857	1.764705882	4829
1653	BLIND	blind	1.566666667	1.428571429	1.6875	1.4	1.733333333	325
1655	BLINK	wink	2.923076923	3	2.882352941	2.888888889	2.941176471	4914
1659	DOLL	doll	2.151515152	2.222222222	2.125	1.866666667	2.388888889	1205
166	MAINLAND	mainland	2.25	2.166666667	2.291666667	2.347826087	2.076923077	2489
1663	BED	bed	2.2	2.181818182	2.214285714	2.066666667	2.4	235
1664	RAFT	raft	1.909090909	1.846153846	2	2.105263158	1.642857143	3371
1665	BEAT	beat	2.184210526	2.266666667	2.136363636	2.2	2.166666667	230
1666	MUTE	mute	2.071428571	1.857142857	2.142857143	1.875	2.333333333	2739
1667	HOLE	hole	2.56097561	3	2.307692308	2.473684211	2.636363636	2030
1668	GRIEF	sorrow	1.470588235	1.666666667	1.315789474	1.409090909	1.583333333	4019
1671	TOWER	tower	2.027777778	2.153846154	1.956521739	2.105263158	1.941176471	4548
1673	ARM	arm	1.904761905	1.857142857	2	1.666666667	2.222222222	94
1674	POOR	poor	1.636363636	1.846153846	1.5	1.8	1.5	3171
1675	PROMISE	promise	2.3125	2.0625	2.5625	2.25	2.375	3261
1678	HUT	shelter	2.142857143	2	2.235294118	2.176470588	2.090909091	3791
1679	LOAD	burden	1.735294118	2.117647059	1.352941176	1.923076923	1.619047619	530
168	REST	rest	2.458333333	2.555555556	2.357142857	2.769230769	2.090909091	3486
1680	HELMET	helmet	2.153846154	2.444444444	2	1.8125	2.7	1985
1687	PRAISE	praise	2.214285714	2.176470588	2.24	2.380952381	2.047619048	3205
1690	FENCE	fence	2.304347826	2.090909091	2.5	2.363636364	2.25	1442
1702	HOLY	holy	2.125	2.666666667	1.913043478	2.157894737	2.076923077	2034
1703	SIX	six	1.970588235	1.722222222	2.25	2.25	1.722222222	3882
1704	SEVEN	seven	1.958333333	1.647058824	2.129032258	1.923076923	2	3761
1705	EIGHT	eight	2.325581395	2.421052632	2.25	2.285714286	2.363636364	1321
1707	TWELVE	twelve	2.148148148	2.111111111	2.166666667	2.157894737	2.125	4666
1709	FIFTEEN	fifteen	1.965517241	1.777777778	2.05	1.882352941	2.083333333	1455
1712	OATH	oath	2.121212121	2.25	2.047619048	2.0625	2.176470588	2848
1715	THIRTY	thirty	1.973684211	1.941176471	2	1.84	2.230769231	4448
1716	FORTY	forty	2.033333333	1.769230769	2.235294118	1.944444444	2.166666667	1582
1717	FIFTY	fifty	2.419354839	2.571428571	2.294117647	2.368421053	2.5	1456
1718	SIXTY	sixty	2.290322581	2.3	2.285714286	2.0625	2.533333333	3885
1722	EIGHTY	eighty	1.965517241	2	1.9375	2.307692308	1.6875	1322
1726	WET	wet	3.058823529	3.411764706	2.8125	3	3.222222222	4860
1727	THRESHOLD	threshold	1.918918919	1.571428571	2	1.777777778	2.052631579	4455
1730	CHEEK	cheek	2.709677419	2.692307692	2.722222222	2.25	3.2	687
1732	SKY	sky	1.866666667	1.833333333	1.888888889	1.866666667	1.866666667	3899
1735	TEAR (SHRED)	tear	1.833333333	1.9	1.785714286	1.961538462	1.681818182	4399
1737	OKRA	okra	2.733333333	2.7	2.75	2.647058824	2.846153846	2862
1744	SPLEEN	spleen	2.40625	2.214285714	2.555555556	2.533333333	2.294117647	4081
1745	HIP	hip	2.814814815	2.545454545	3	2.428571429	3.230769231	2013
1746	BLADDER	bladder	2.64516129	2.583333333	2.684210526	2.619047619	2.7	309
1747	CUSTOM	ritual	2.177777778	2.380952381	2	2.208333333	2.142857143	3530
1748	RIDGE	ridge	2.24	2	2.428571429	2	2.5	3515
1749	TAKE	take	2	1.857142857	2.166666667	1.894736842	2.1	4360
175	BLOW (OF WIND)	blow	2.594594595	2.8	2.352941176	2.75	2.476190476	352
1751	BIRTHMARK	birthmark	2.419354839	3.6	2.192307692	2.588235294	2.214285714	291
1752	LEAVE	leave	1.869565217	1.8	1.909090909	1.8	1.923076923	2338
1753	TOP	top	2.25	2.875	2	2.428571429	2.071428571	4525
1755	UNDRESS	undress	2.722222222	2.8	2.625	2.352941176	3.052631579	4684
1763	CLUB	club	2.029411765	2	2.055555556	2.066666667	2	806
1766	FINISH	finish	2	1.842105263	2.15	2.25	1.736842105	1474
1767	SCRAPE	scrape	2.03125	2	2.05	2	2.058823529	3695
1768	FOAM	foam	2.341463415	2.083333333	2.448275862	2.444444444	2.260869565	1542
1769	AXLE	axle	2.4	2.545454545	2.222222222	2.263157895	2.523809524	132
1770	CARCASS	carcass	2.425	2.352941176	2.47826087	2.4	2.44	597
1772	ELK	moose	3.103448276	3.545454545	2.833333333	3.090909091	3.111111111	2675
1773	GRAVE	tomb	1.818181818	1.777777778	1.846153846	2	1.666666667	4511
1775	TABLE	table	2.419354839	2.857142857	2.058823529	2.647058824	2.142857143	4349
1776	SHAME	shame	1.612903226	1.6	1.619047619	1.611111111	1.615384615	3774
1778	APPROACH	approach	2.029411765	2.076923077	2	1.842105263	2.266666667	87
1779	DARE	dare	2.148148148	2	2.307692308	1.846153846	2.428571429	1087
1780	BILE	gall	2.296296296	2.2	2.352941176	2.071428571	2.538461538	1663
1781	THUMB	thumb	2.371428571	2.631578947	2.0625	2.666666667	1.928571429	4469
1782	GUEST	guest	2.125	2.133333333	2.117647059	2.153846154	2.105263158	1861
1783	PAIN	pain	1.393939394	1.428571429	1.368421053	1.454545455	1.272727273	2928
1784	WANT	wish	2.65625	2.833333333	2.55	3.153846154	2.315789474	4921
1787	LOOM	loom	2.263157895	2.142857143	2.411764706	2.277777778	2.25	2435
1793	BAT	bat	2.25	2.5	2.05	2.380952381	2.066666667	205
1801	CHILD (DESCENDANT)	offspring	3.105263158	3.058823529	3.142857143	3.434782609	2.6	2857
1802	SCREW	screw	3.296296296	3.444444444	3.222222222	3.333333333	3.25	3700
1803	WOOD	log	2.230769231	2.4	2.125	2.461538462	2	2429
1804	BOMB	bomb	2	2.266666667	1.80952381	2	2	380
1806	BEGIN	start	2.055555556	1.909090909	2.12	2.235294118	1.894736842	4163
1808	PUS	pus	2.730769231	2.3	3	2.941176471	2.333333333	3316
1809	PIMPLE	pimple	2.948717949	3.25	2.739130435	2.722222222	3.142857143	3082
1810	DANGER	danger	1.828571429	1.923076923	1.772727273	1.823529412	1.833333333	1086
1812	TRY	try	2.05	1.8	2.2	1.882352941	2.173913043	4635
1815	ACHE	ache	1.973684211	2.384615385	1.76	2.173913043	1.666666667	12
1817	WEST	west	2.15625	2.153846154	2.157894737	2.444444444	1.785714286	4859
1819	LOOK	look	2.323529412	2.461538462	2.238095238	2.25	2.428571429	2433
1820	BEAR	bear	2.233333333	2.461538462	2.058823529	1.818181818	2.473684211	224
1821	BRUSH	brush	2.177777778	2.5	1.92	2.115384615	2.263157895	496
1825	COPPER	copper	2.142857143	2.25	2.052631579	2.066666667	2.2	920
1828	ASK (REQUEST)	request	1.818181818	1.5	2	1.761904762	1.916666667	3477
1829	JUMP	jump	2.32	2	2.5	2.363636364	2.285714286	2207
1831	MEET	meet	2.666666667	2.75	2.6	2.916666667	2.466666667	2565
1833	DINNER (SUPPER)	supper	2.321428571	2.9	2	2.090909091	2.470588235	4286
1835	MARROW	marrow	1.972222222	1.846153846	2.043478261	2.210526316	1.705882353	2528
1838	NAVEL	navel	2.90625	2.533333333	3.235294118	3.210526316	2.461538462	2759
1839	CRY	cry	1.696969697	1.909090909	1.590909091	2.076923077	1.45	1030
1841	SUSPECT	suspect	1.90625	1.333333333	2.130434783	1.882352941	1.933333333	4298
1844	BOAT	boat	2.536585366	2.315789474	2.727272727	2.347826087	2.777777778	369
1845	BALL	sphere	2.204545455	2.523809524	1.863636364	2.333333333	2.086956522	4065
1846	RULE	rule	2	1.8	2.1875	2.25	1.733333333	3592
1847	SICK	sick	1.846153846	1.846153846	1.846153846	2.181818182	1.411764706	3849
1848	QUARREL	quarrel	2.333333333	2.6	2.230769231	2.3	2.375	3330
185	FIREPLACE	hearth	2.235294118	2.25	2.222222222	2.210526316	2.266666667	1968
1850	COTTON	cotton	2.285714286	2	2.347826087	2.076923077	2.466666667	941
1851	POCKET	pocket	2.5	2.466666667	2.523809524	2.411764706	2.578947368	3147
1853	DOVE	pigeon	2.242424242	2.333333333	2.166666667	2.173913043	2.4	3070
1854	SPARROW	sparrow	2.178571429	2.222222222	2.157894737	2.066666667	2.307692308	4048
1855	BIRCH	birch	2.035714286	1.875	2.363636364	1.866666667	2.230769231	286
1856	SOFT	softness	2.228571429	1.941176471	2.5	2.1	2.4	4006
1859	THIRD	third	2.142857143	2.222222222	2.105263158	2.090909091	2.176470588	4446
186	SHIN	shin	2.515151515	2.1	2.695652174	2.6	2.384615385	3799
1860	BEAD	bead	2.352941176	2.636363636	2.217391304	2.444444444	2.25	220
1861	ACTIVE	active	2.074074074	2.1	2.058823529	1.8	2.416666667	16
1862	DONKEY	donkey	3.315789474	3.578947368	3.052631579	3.217391304	3.466666667	1210
1864	HUNGER	hunger	1.923076923	2.181818182	1.733333333	2.1875	1.5	2089
1865	BUZZARD	buzzard	3.03125	3.909090909	2.571428571	2.8125	3.25	554
1866	STUTTER	stutter	2.32	3.142857143	2	2.125	2.666666667	4259
1869	BUY	buy	2.047619048	1.833333333	2.208333333	1.8	2.272727273	552
1870	ANCHOR	anchor	2.304347826	2.111111111	2.428571429	2.454545455	2.166666667	61
1871	CAMEL	camel	3	3.384615385	2.666666667	3.176470588	2.727272727	573
1873	ANTHILL	anthill	2.388888889	2.411764706	2.368421053	2.315789474	2.470588235	74
1874	SAUSAGE	sausage	3.433333333	3.25	3.642857143	3.533333333	3.333333333	3641
1876	REINDEER	reindeer	3	3.266666667	2.714285714	3	3	3456
1877	EAST	east	2.108108108	2	2.19047619	2.333333333	1.894736842	1308
1879	DANCE	dance	2.612903226	2.933333333	2.3125	2.769230769	2.5	1083
1887	CHEAP	cheap	2.263157895	2.153846154	2.32	1.913043478	2.8	677
1888	PAIR	couple	2.263157895	2	2.526315789	2.384615385	2	952
1889	ARSON	arson	1.775	2.1	1.45	2.043478261	1.411764706	101
1892	TOUCH	touch	2.189189189	2.411764706	2	2.136363636	2.266666667	4539
1893	QUAIL	quail	2.931034483	2.625	3.047619048	3.133333333	2.714285714	3327
1895	CLOTHES	clothing	1.921052632	1.933333333	1.954545455	1.888888889	1.95	800
1896	FINGERNAIL OR TOENAIL	nail	2.315789474	2.375	2.272727273	2.571428571	2.166666667	2747
1897	HELP	help	1.810810811	2.142857143	1.608695652	2	1.631578947	1987
1901	SHOVEL	shovel	2.2	2.375	2.095238095	2.2	2.2	3830
1903	SWELLING	bump	2.545454545	2.714285714	2.421052632	2.411764706	2.6875	524
1905	EAGLE	eagle	1.75	1.9	1.692307692	1.736842105	1.764705882	1298
1906	SOUR	acid	1.928571429	2.071428571	1.785714286	2.071428571	1.785714286	13
1907	MOLE	mole	2.923076923	3.266666667	2.454545455	2.866666667	3	2654
1909	SHAKE	shake	2.678571429	2.666666667	2.684210526	2.846153846	2.533333333	3769
191	NUT	nut	3.346153846	2.875	3.555555556	3.625	3.222222222	2840
1913	PRESS	press	2.222222222	1.75	2.421052632	1.909090909	2.4375	3221
1914	DEBT	debt	1.516129032	1.833333333	1.076923077	1.833333333	1.076923077	1111
1915	FIR	fir	2.357142857	2.941176471	2	2.434782609	2.263157895	1475
1917	TIE	bind	1.875	2.25	1.65	1.80952381	2	281
1918	MANE	mane	2.193548387	2.416666667	2.052631579	2.3125	2.066666667	2505
1919	TORCH	torch	2.361111111	2.461538462	2.304347826	2.380952381	2.333333333	4527
192	CORNER	corner	2	1.857142857	2.090909091	1.894736842	2.117647059	929
1923	ROUGH	rough	2.193548387	2.4	2.095238095	2.210526316	2.166666667	3570
1924	VEIN	vein	1.818181818	1.571428571	1.884615385	1.8	1.833333333	4727
1926	OINTMENT	ointment	2.605263158	2.722222222	2.5	3	2.375	2861
1927	BAMBOO	bamboo	2.666666667	3	2.53125	2.8	2.5	166
1928	CEASE	cease	2.027027027	1.882352941	2.15	1.933333333	2.090909091	635
1930	RAVINE	ravine	2.277777778	2	2.5	2.785714286	1.954545455	3410
1931	BEESWAX	beeswax	3.379310345	3.588235294	3.083333333	3.5	3.266666667	246
1932	GUESS	guess	2.129032258	2.1	2.142857143	2.125	2.133333333	1859
1934	BEGGAR	beggar	2.125	2.055555556	2.181818182	1.956521739	2.352941176	248
1935	ANUS	rectum	3.027777778	3.444444444	2.611111111	3.470588235	2.631578947	3435
1936	DEER	deer	2.216216216	2.142857143	2.260869565	2.136363636	2.333333333	1120
1938	FORTRESS	castle	2.487804878	2.411764706	2.541666667	2.36	2.6875	624
1940	GUARD	guard	1.821428571	2	1.666666667	1.928571429	1.714285714	1856
1941	SOLDIER	soldier	1.939393939	1.75	2	1.789473684	2.142857143	4011
1943	CROWN (OF HEAD)	crown	2.081081081	1.666666667	2.28	2.1	2.058823529	1019
1944	GOD	god	2.172413793	1.818181818	2.388888889	2	2.454545455	1763
1945	IDOL	idol	2.2	1.928571429	2.35	1.882352941	2.5	2114
1947	BASTARD	bastard	2.866666667	2.9	2.85	3.1875	2.5	204
1948	SAW	saw	2.068965517	2.2	2	2.2	1.928571429	3648
195	MAT	mat	1.964285714	1.916666667	2	2.363636364	1.705882353	2540
1952	TORTURE	torture	1.264705882	1.272727273	1.272727273	1.375	1.166666667	4533
1954	GENTLE	tender	2.40625	2.153846154	2.578947368	2.125	2.6875	4415
1961	NECKLACE	necklace	2.483870968	2.611111111	2.307692308	2.555555556	2.384615385	2762
1962	ROAST (SOMETHING)	roast	2.461538462	2.833333333	2.142857143	2.533333333	2.363636364	3537
1970	CANOE	canoe	2.7	2.466666667	2.933333333	2.666666667	2.75	586
1971	FAN (OBJECT)	fan	2.447368421	2.5625	2.363636364	2.583333333	2.214285714	1405
1972	KID	kids	2.066666667	2	2.1	1.888888889	2.333333333	2243
1973	DEMON	devil	2.137931034	2	2.217391304	2.266666667	2	1146
1975	CHECK	check	2	1.5625	2.25	1.777777778	2.153846154	680
1979	CHISEL	chisel	2.964285714	2.875	3.090909091	3.052631579	2.777777778	716
1982	WHIRLPOOL	whirlpool	2.322580645	2.266666667	2.375	2.333333333	2.3125	4877
1983	SNORE	snort	3.741935484	3.666666667	3.76	3.833333333	3.615384615	3983
1986	DISEASE	illness	1.870967742	2.125	1.642857143	2.05	1.545454545	2115
1989	CALF	calf	2.365853659	2.526315789	2.227272727	2.352941176	2.375	569
199	FAMINE	famine	1.457142857	1.461538462	1.454545455	1.526315789	1.375	1404
1991	INTESTINES	bowels	2.771428571	3.266666667	2.4	3.076923077	2.590909091	420
1993	SELF	self	2	1.85	2.2	2.235294118	1.777777778	3737
1995	DEFECT	defect	2.40625	2.6875	2.125	2.363636364	2.428571429	1122
1997	PRESERVE	preserve	2.217391304	1.428571429	2.5625	2.2	2.25	3220
1998	COMMAND	command	1.64	1.722222222	1.59375	1.481481481	1.826086957	859
2	DUST	dust	2.027027027	1.833333333	2.210526316	2.041666667	2	1292
2002	DITCH	ditch	2.53125	2.7	2.25	2.25	3	1188
2003	FLOW	flow	2.322580645	2.384615385	2.277777778	2.125	2.533333333	1532
2005	MASK	mask	2.340909091	2.214285714	2.4	2.166666667	2.55	2534
2007	BOLT (OF LIGHTNING)	bolt	2.29787234	2.470588235	2.2	2.538461538	2	379
2008	RESCUE	save	2.184210526	2.642857143	1.916666667	2.130434783	2.266666667	3644
201	FARM	farm	2.297297297	1.923076923	2.5	2	2.5	1411
2011	COFFIN	coffin	1.891891892	1.85	1.941176471	1.727272727	2.133333333	832
2012	COLLAR	collar	2.619047619	2.857142857	2.5	2.333333333	3	843
2017	MIX	mix	2.15625	1.769230769	2.421052632	2	2.357142857	2640
2019	HAMMOCK	hammock	2.194444444	2.0625	2.3	1.882352941	2.473684211	1911
202	STRENGTH	strength	2.258064516	2.1	2.333333333	2.111111111	2.318181818	4234
2020	PLAINTIFF	plaintiff	1.87804878	1.642857143	2	2.227272727	1.473684211	3104
2021	GRASP	grasp	2.4	2.363636364	2.421052632	2.583333333	2.277777778	1808
2023	CROWD	crowd	2.434782609	2.6875	2.344827586	2.24	2.666666667	1018
2024	PLOT	plot	2.380952381	2.529411765	2.28	2.4	2.352941176	3136
2025	PEA	pea	3.034482759	2.909090909	3.111111111	3.4	2.642857143	3002
2027	SOYA	soybean	2.43902439	2.526315789	2.363636364	2.47826087	2.388888889	4033
2030	DRAG	drag	2.333333333	1.888888889	2.481481481	2.388888889	2.277777778	1235
2038	DRAGON	dragon	2.814814815	2.923076923	2.714285714	2.933333333	2.666666667	1236
2039	MAGPIE	magpie	3.066666667	2.583333333	3.388888889	3.461538462	2.764705882	2484
2040	BUCKWHEAT	buckwheat	3.2	3.642857143	2.904761905	3.357142857	3.095238095	502
2042	WALNUT	walnut	2.80998782	2.917888563	2.734309623	2.974056604	2.634760705	4801
2043	PEACH	peach	2.227272727	2.411764706	2.111111111	2.1875	2.25	3004
2045	COLUMN	column	2	2.2	1.833333333	2.076923077	1.888888889	848
2046	APRON	apron	2.257142857	2.25	2.260869565	2.333333333	2.176470588	88
2048	QUILT	quilt	2.186046512	2.214285714	2.172413793	2.173913043	2.2	3347
2049	CONGEE	porridge	2.576923077	3	2.266666667	2.461538462	2.692307692	3179
2051	DUSTPAN	dustpan	2.085714286	2.666666667	1.782608696	2.15	2	1294
2058	STOOL	stool	2.774193548	3	2.666666667	3.071428571	2.529411765	4217
2060	STORY	story	2.125	2.071428571	2.117647059	2.133333333	2.117647059	4223
2062	INTEREST	interest	2.157894737	2	2.214285714	2.384615385	1.666666667	2143
2064	SCATTER (SEEDS)	scatter	2.666666667	2.4	2.823529412	2.466666667	2.916666667	3666
2069	SOAK (VERB)	soak	2.178571429	2.066666667	2.307692308	2.176470588	2.181818182	3995
2071	LAY (VERB)	lay	2.55	2.866666667	2.36	2.461538462	2.714285714	2326
2072	USE (VERB)	use	2	1.888888889	2.058823529	1.785714286	2.25	4701
2075	BROOD (VERB)	brood	2.228571429	2.416666667	2.130434783	2.238095238	2.214285714	483
2076	SPROUT (VERB)	sprout	2.657142857	3.133333333	2.3	3.071428571	2.380952381	4109
208	NASAL MUCUS (SNOT)	mucus	2.9375	3.571428571	2.470588235	3.125	2.75	2714
2099	CHILD	children	2.058823529	2.153846154	2	2	2.142857143	707
21	TASTE (SOMETHING)	taste	2.305555556	2	2.458333333	2.25	2.375	4387
210	LIFE	life	2.419354839	2.363636364	2.45	2.588235294	2.214285714	2366
2102	BURN	burn	1.757575758	1.714285714	1.789473684	2.272727273	1.5	534
2112	OLD (AGED)	elder	2.416666667	2.363636364	2.461538462	2.636363636	2.230769231	1323
2124	SMELL	smell	2.421052632	2.928571429	2.125	2.4	2.434782609	3948
213	FIN	fin	2.655172414	3	2.375	2.666666667	2.642857143	1467
214	STRETCH	stretch	2.1875	2.071428571	2.277777778	2.266666667	2.117647059	4235
2148	PICK	pick	2.090909091	1.75	2.285714286	2	2.181818182	3061
2150	MATTER	matter	2.37037037	2.266666667	2.5	2.4375	2.272727273	2546
2159	GROUND	ground	2.026315789	1.833333333	2.2	2	2.0625	1845
216	MOVIE	movie	2.680851064	3.19047619	2.269230769	2.826086957	2.541666667	2711
218	FINE (PENALTY)	fine	2.263157895	2.272727273	2.25	2.785714286	1.958333333	1471
219	TOILET	toilet	3.038461538	3.416666667	2.714285714	3	3.083333333	4509
2200	SNOUT	muzzle	2.9375	2.555555556	3.086956522	3	2.866666667	2742
2204	LEDGE	ledge	2.076923077	1.75	2.304347826	1.947368421	2.2	2340
2205	PEAK	peak	2.6	2.8	2.45	2.235294118	2.944444444	3005
2206	RABIES	rabies	2.233333333	2.529411765	1.846153846	2.5	2	3357
221	FIRE	fire	2.027777778	2.444444444	1.888888889	2.214285714	1.909090909	1476
2214	AFFAIR	affair	2.151515152	2	2.227272727	2	2.263157895	29
2219	LEAN (MEAT)	lean	1.782608696	1.692307692	1.9	1.5	2.090909091	2334
2224	BEND (SOMETHING)	bend	2.194444444	2.166666667	2.222222222	2.5	2	261
2230	UNTAMED OR WILD	wild	2.565217391	2.545454545	2.583333333	2.636363636	2.5	4896
2233	LOVELY	lovely	2.454545455	2.466666667	2.444444444	2.294117647	2.625	2452
224	MORTAR	mortar	1.935483871	2.222222222	1.818181818	2.235294118	1.571428571	2687
2242	BEETLE	beetle	2.75	3.181818182	2.470588235	2.933333333	2.538461538	247
2243	REPAIR	tinker	3.310344828	3.3	3.315789474	3.166666667	3.545454545	4492
2244	METAL	metal	1.642857143	1.625	1.653846154	1.842105263	1.47826087	2584
2245	BELCH	belch	3.03125	3.2	2.882352941	2.772727273	3.6	251
2246	BELL	bell	1.757575758	1.894736842	1.615384615	1.666666667	1.916666667	253
225	PESTLE	pestle	3.111111111	2.8125	3.35	3.352941176	2.894736842	3043
2252	PATH	path	2.027027027	2.583333333	1.76	2	2.058823529	2987
2259	FLESH	flesh	2.3	2.076923077	2.470588235	2.352941176	2.230769231	1511
2271	THINK	think	2.142857143	2.416666667	2	1.8	2.6	4445
2273	LEECH	leech	2.470588235	2.125	2.777777778	2.571428571	2.4	2342
2277	WHOLE	total	2.282051282	2.35	2.210526316	2.24	2.357142857	4536
2283	SEMEN	semen	2.964285714	3.5	2.818181818	3.25	2.583333333	3741
2285	ECLIPSE	eclipse	2.357142857	2.533333333	2.259259259	2.055555556	2.583333333	1311
2290	PUDDLE	puddle	2.739130435	2.555555556	2.857142857	3	2.538461538	3290
2294	WRINKLE	wrinkle	2.821428571	2.7	2.888888889	2.363636364	3.117647059	4963
2297	DUSK	twilight	2.333333333	2.818181818	2.052631579	2.5	2.142857143	4669
2299	STRAW	straw	2.305555556	2.4375	2.2	2.4	2.1875	4228
23	RYE	rye	2.470588235	2.363636364	2.52173913	2.647058824	2.294117647	3610
230	SWEEP	sweep	2.333333333	2.294117647	2.375	2.272727273	2.363636364	4314
231	SHAVE	shave	2.033333333	2.4	1.85	1.933333333	2.133333333	3782
2313	BRONZE	bronze	2.129032258	2	2.181818182	2.380952381	1.6	481
2318	CHESTNUT	chestnut	2.605263158	2.846153846	2.48	2.619047619	2.588235294	698
2319	LID (COVER, CAP)	lid	2.266666667	2.714285714	1.875	2.6	1.6	2363
232	FLEA	flea	2.347826087	2.25	2.48	2.4	2.307692308	1507
2329	LACK (NOT HAVE)	lack	1.92	1.833333333	2	1.642857143	2.272727273	2279
2339	NEED (SOMETHING)	need	1.9	1.857142857	1.9375	2.153846154	1.705882353	2765
234	PADDLE	paddle	2.523809524	2.5	2.586206897	2.75862069	2	2921
2342	LANDSCAPE	landscape	2.407407407	2.555555556	2.333333333	2.722222222	1.777777778	2302
2343	STEEL	steel	2.129032258	2.2	2.0625	1.933333333	2.3125	4183
2348	CRAB	crab	2.655172414	2.714285714	2.6	2.888888889	2.55	970
2354	CRICKET	cricket	2.470588235	2.214285714	2.65	2.611111111	2.3125	999
2359	LOTUS	lotus	2.862068966	2.857142857	2.866666667	2.5	3.052631579	2448
2362	BRAN	bran	2.153846154	2.3	2	1.777777778	2.476190476	436
2365	RADISH	radish	2.8125	2.769230769	2.842105263	3	2.454545455	3367
2366	ONION	onion	2.689655172	3.076923077	2.375	2.736842105	2.6	2868
2368	GARLIC	garlic	2.4	2.666666667	2.222222222	2.5	2.285714286	1686
2374	DREAM	dream	2.655172414	2.8	2.578947368	2.875	2.384615385	1246
238	PRAWNS	prawn	2.655172414	2.583333333	2.705882353	2.533333333	2.785714286	3208
2386	TURKEY	turkey	3.214285714	3.5	3.055555556	3.263157895	3.111111111	4651
239	FLOWER	flower	2.25	2.181818182	2.307692308	2.25	2.25	1533
2396	KNOCK	knock	2.648648649	2.588235294	2.7	2.68	2.583333333	2271
2397	LOBSTER	lobster	3	2.818181818	3.125	3.181818182	2.875	2421
2398	MANGO	mango	2.848484848	2.818181818	2.863636364	3	2.666666667	2507
2401	PICTURE	picture	1.911764706	2	1.916666667	2.052631579	1.733333333	3065
2402	ROBIN	robin	2.258064516	2.090909091	2.35	2.176470588	2.357142857	3539
2403	TOY	toy	2.516129032	2.75	2.266666667	2.111111111	3.076923077	4552
2405	CHRISTMAS	christmas	2.448275862	2.230769231	2.625	2.571428571	2.333333333	729
2406	HOME	home	2	1.823529412	2.15	2	2	2036
2407	BIRTHDAY	birthday	2.666666667	2.166666667	2.833333333	2.636363636	2.692307692	290
2408	CAKE	cake	2.75	2.615384615	2.866666667	2.545454545	2.882352941	567
2409	BROWN	brown	2.166666667	2.230769231	2.117647059	2	2.3125	490
241	TREE STUMP	stump	2.891304348	2.9375	2.866666667	3.105263158	2.740740741	4255
2410	GOOD-LOOKING	pretty	2.238095238	2.5	2.076923077	2.153846154	2.375	3224
2411	HURT (SOMEBODY)	hurt	1.511111111	1.733333333	1.4	1.55	1.48	2096
242	COST	cost	2.24137931	2.1	2.315789474	2.4375	2	937
2423	CHANNEL	channel	2.375	2.166666667	2.545454545	2.117647059	2.565217391	656
2424	MEMBER	member	2.586956522	1.846153846	2.878787879	2.409090909	2.75	2568
