ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	FAMILY_FREQUENCY	LANGUAGE_FREQUENCY	WORD_FREQUENCY	RANK	COMMUNITY	CENTRAL_CONCEPT	DEGREE	WEIGHTED_FAMILY_DEGREE	WEIGHTED_LANGUAGE_DEGREE	LINKED_CONCEPTS
Rzymski-2020-4164-186	186	1233	NIGHT	NIGHT	192	2684	3028	1406	21	NIGHT	6	64	64	"[{""ID"": ""Rzymski-2020-4164-75"", ""NAME"": ""DARKNESS"", ""WordWeight"": 32, ""LanguageWeight"": 31, ""FamilyWeight"": 22}, {""ID"": ""Rzymski-2020-4164-1291"", ""NAME"": ""LATE"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 3}, {""ID"": ""Rzymski-2020-4164-1436"", ""NAME"": ""DARK"", ""WordWeight"": 48, ""LanguageWeight"": 47, ""FamilyWeight"": 16}, {""ID"": ""Rzymski-2020-4164-183"", ""NAME"": ""DIRTY"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""Rzymski-2020-4164-545"", ""NAME"": ""BLACK"", ""WordWeight"": 11, ""LanguageWeight"": 10, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-544"", ""NAME"": ""EVENING"", ""WordWeight"": 55, ""LanguageWeight"": 54, ""FamilyWeight"": 15}]"
Rzymski-2020-4164-187	187	1234	SMOOTH	SMOOTH	91	945	1149	1049	67	SOFT	4	37	37	"[{""ID"": ""Rzymski-2020-4164-548"", ""NAME"": ""FLAT"", ""WordWeight"": 48, ""LanguageWeight"": 48, ""FamilyWeight"": 12}, {""ID"": ""Rzymski-2020-4164-337"", ""NAME"": ""STRAIGHT"", ""WordWeight"": 21, ""LanguageWeight"": 21, ""FamilyWeight"": 7}, {""ID"": ""Rzymski-2020-4164-709"", ""NAME"": ""SOFT"", ""WordWeight"": 22, ""LanguageWeight"": 20, ""FamilyWeight"": 14}, {""ID"": ""Rzymski-2020-4164-264"", ""NAME"": ""SLIP"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 4}]"
Rzymski-2020-4164-188	188	1235	WHO	WHO	153	2309	2581	1217	55	HOW	5	43	43	"[{""ID"": ""Rzymski-2020-4164-192"", ""NAME"": ""HOW"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""Rzymski-2020-4164-189"", ""NAME"": ""WHAT"", ""WordWeight"": 78, ""LanguageWeight"": 71, ""FamilyWeight"": 19}, {""ID"": ""Rzymski-2020-4164-190"", ""NAME"": ""WHERE"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""Rzymski-2020-4164-1456"", ""NAME"": ""WHICH"", ""WordWeight"": 48, ""LanguageWeight"": 41, ""FamilyWeight"": 11}, {""ID"": ""Rzymski-2020-4164-1416"", ""NAME"": ""PERSON"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 6}]"
Rzymski-2020-4164-189	189	1236	WHAT	WHAT	154	2323	2605	1458	55	HOW	7	80	80	"[{""ID"": ""Rzymski-2020-4164-1466"", ""NAME"": ""THING"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 9}, {""ID"": ""Rzymski-2020-4164-119"", ""NAME"": ""BECAUSE"", ""WordWeight"": 10, ""LanguageWeight"": 7, ""FamilyWeight"": 4}, {""ID"": ""Rzymski-2020-4164-192"", ""NAME"": ""HOW"", ""WordWeight"": 50, ""LanguageWeight"": 47, ""FamilyWeight"": 22}, {""ID"": ""Rzymski-2020-4164-188"", ""NAME"": ""WHO"", ""WordWeight"": 78, ""LanguageWeight"": 71, ""FamilyWeight"": 19}, {""ID"": ""Rzymski-2020-4164-190"", ""NAME"": ""WHERE"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 4}, {""ID"": ""Rzymski-2020-4164-220"", ""NAME"": ""WHY"", ""WordWeight"": 21, ""LanguageWeight"": 19, ""FamilyWeight"": 9}, {""ID"": ""Rzymski-2020-4164-1456"", ""NAME"": ""WHICH"", ""WordWeight"": 34, ""LanguageWeight"": 28, ""FamilyWeight"": 13}]"
Rzymski-2020-4164-190	190	1237	WHERE	WHERE	116	1780	2374	1350	55	HOW	6	40	40	"[{""ID"": ""Rzymski-2020-4164-192"", ""NAME"": ""HOW"", ""WordWeight"": 13, ""LanguageWeight"": 12, ""FamilyWeight"": 11}, {""ID"": ""Rzymski-2020-4164-189"", ""NAME"": ""WHAT"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 4}, {""ID"": ""Rzymski-2020-4164-191"", ""NAME"": ""WHEN"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 8}, {""ID"": ""Rzymski-2020-4164-188"", ""NAME"": ""WHO"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""Rzymski-2020-4164-1456"", ""NAME"": ""WHICH"", ""WordWeight"": 15, ""LanguageWeight"": 14, ""FamilyWeight"": 8}, {""ID"": ""Rzymski-2020-4164-1060"", ""NAME"": ""WHITHER (WHERE TO)"", ""WordWeight"": 19, ""LanguageWeight"": 16, ""FamilyWeight"": 5}]"
Rzymski-2020-4164-191	191	1238	WHEN	WHEN	106	1234	1406	1065	55	HOW	4	25	25	"[{""ID"": ""Rzymski-2020-4164-119"", ""NAME"": ""BECAUSE"", ""WordWeight"": 7, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""Rzymski-2020-4164-393"", ""NAME"": ""IF"", ""WordWeight"": 18, ""LanguageWeight"": 16, ""FamilyWeight"": 8}, {""ID"": ""Rzymski-2020-4164-192"", ""NAME"": ""HOW"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-190"", ""NAME"": ""WHERE"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 8}]"
Rzymski-2020-4164-192	192	1239	HOW	HOW	94	1091	1252	1482	55	HOW	8	70	70	"[{""ID"": ""Rzymski-2020-4164-119"", ""NAME"": ""BECAUSE"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 3}, {""ID"": ""Rzymski-2020-4164-189"", ""NAME"": ""WHAT"", ""WordWeight"": 50, ""LanguageWeight"": 47, ""FamilyWeight"": 22}, {""ID"": ""Rzymski-2020-4164-190"", ""NAME"": ""WHERE"", ""WordWeight"": 13, ""LanguageWeight"": 12, ""FamilyWeight"": 11}, {""ID"": ""Rzymski-2020-4164-191"", ""NAME"": ""WHEN"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-188"", ""NAME"": ""WHO"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""Rzymski-2020-4164-220"", ""NAME"": ""WHY"", ""WordWeight"": 44, ""LanguageWeight"": 42, ""FamilyWeight"": 13}, {""ID"": ""Rzymski-2020-4164-1320"", ""NAME"": ""HOW MUCH"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 6}, {""ID"": ""Rzymski-2020-4164-1456"", ""NAME"": ""WHICH"", ""WordWeight"": 13, ""LanguageWeight"": 13, ""FamilyWeight"": 7}]"
Rzymski-2020-4164-193	193	1240	NOT	NOT	99	851	1073	855	54	NOT	3	24	24	"[{""ID"": ""Rzymski-2020-4164-218"", ""NAME"": ""NO"", ""WordWeight"": 49, ""LanguageWeight"": 45, ""FamilyWeight"": 18}, {""ID"": ""Rzymski-2020-4164-409"", ""NAME"": ""WITHOUT"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""Rzymski-2020-4164-1419"", ""NAME"": ""NOTHING"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
Rzymski-2020-4164-194	194	1241	SOME	SOME	66	583	767	1258	68	NARROW	5	45	45	"[{""ID"": ""Rzymski-2020-4164-1466"", ""NAME"": ""THING"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 7}, {""ID"": ""Rzymski-2020-4164-199"", ""NAME"": ""SMALL"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-195"", ""NAME"": ""FEW"", ""WordWeight"": 45, ""LanguageWeight"": 38, ""FamilyWeight"": 18}, {""ID"": ""Rzymski-2020-4164-423"", ""NAME"": ""ONE"", ""WordWeight"": 8, ""LanguageWeight"": 7, ""FamilyWeight"": 7}, {""ID"": ""Rzymski-2020-4164-1499"", ""NAME"": ""PART"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 8}]"
Rzymski-2020-4164-195	195	1242	FEW	FEW	88	1165	1386	1381	68	NARROW	6	69	69	"[{""ID"": ""Rzymski-2020-4164-199"", ""NAME"": ""SMALL"", ""WordWeight"": 124, ""LanguageWeight"": 115, ""FamilyWeight"": 30}, {""ID"": ""Rzymski-2020-4164-556"", ""NAME"": ""SHORT"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-216"", ""NAME"": ""NARROW"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""Rzymski-2020-4164-194"", ""NAME"": ""SOME"", ""WordWeight"": 45, ""LanguageWeight"": 38, ""FamilyWeight"": 18}, {""ID"": ""Rzymski-2020-4164-423"", ""NAME"": ""ONE"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-428"", ""NAME"": ""TWO"", ""WordWeight"": 8, ""LanguageWeight"": 6, ""FamilyWeight"": 5}]"
Rzymski-2020-4164-196	196	1243	WIDE	WIDE	100	1068	1226	1055	13	MANY	4	52	52	"[{""ID"": ""Rzymski-2020-4164-153"", ""NAME"": ""BIG"", ""WordWeight"": 64, ""LanguageWeight"": 60, ""FamilyWeight"": 27}, {""ID"": ""Rzymski-2020-4164-556"", ""NAME"": ""SHORT"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-197"", ""NAME"": ""THICK"", ""WordWeight"": 17, ""LanguageWeight"": 16, ""FamilyWeight"": 14}, {""ID"": ""Rzymski-2020-4164-548"", ""NAME"": ""FLAT"", ""WordWeight"": 11, ""LanguageWeight"": 10, ""FamilyWeight"": 6}]"
Rzymski-2020-4164-197	197	1244	THICK	THICK	107	1398	1566	1338	13	MANY	6	47	47	"[{""ID"": ""Rzymski-2020-4164-153"", ""NAME"": ""BIG"", ""WordWeight"": 33, ""LanguageWeight"": 33, ""FamilyWeight"": 16}, {""ID"": ""Rzymski-2020-4164-196"", ""NAME"": ""WIDE"", ""WordWeight"": 17, ""LanguageWeight"": 16, ""FamilyWeight"": 14}, {""ID"": ""Rzymski-2020-4164-886"", ""NAME"": ""DENSE"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 4}, {""ID"": ""Rzymski-2020-4164-228"", ""NAME"": ""FAT (OBESE)"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 4}, {""ID"": ""Rzymski-2020-4164-1171"", ""NAME"": ""FAT (ORGANIC SUBSTANCE)"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-363"", ""NAME"": ""FULL"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}]"
Rzymski-2020-4164-198	198	1245	BUTTER	BUTTER	46	361	400	578	139	FAT (ORGANIC SUBSTANCE)	2	32	32	"[{""ID"": ""Rzymski-2020-4164-1171"", ""NAME"": ""FAT (ORGANIC SUBSTANCE)"", ""WordWeight"": 30, ""LanguageWeight"": 30, ""FamilyWeight"": 17}, {""ID"": ""Rzymski-2020-4164-415"", ""NAME"": ""OIL (ORGANIC SUBSTANCE)"", ""WordWeight"": 50, ""LanguageWeight"": 49, ""FamilyWeight"": 15}]"
Rzymski-2020-4164-199	199	1246	SMALL	SMALL	172	2555	3173	1572	68	NARROW	10	114	114	"[{""ID"": ""Rzymski-2020-4164-1452"", ""NAME"": ""LOW"", ""WordWeight"": 7, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-195"", ""NAME"": ""FEW"", ""WordWeight"": 124, ""LanguageWeight"": 115, ""FamilyWeight"": 30}, {""ID"": ""Rzymski-2020-4164-216"", ""NAME"": ""NARROW"", ""WordWeight"": 44, ""LanguageWeight"": 42, ""FamilyWeight"": 24}, {""ID"": ""Rzymski-2020-4164-556"", ""NAME"": ""SHORT"", ""WordWeight"": 25, ""LanguageWeight"": 25, ""FamilyWeight"": 13}, {""ID"": ""Rzymski-2020-4164-194"", ""NAME"": ""SOME"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-249"", ""NAME"": ""CHILD (YOUNG HUMAN)"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 9}, {""ID"": ""Rzymski-2020-4164-235"", ""NAME"": ""BABY"", ""WordWeight"": 9, ""LanguageWeight"": 8, ""FamilyWeight"": 7}, {""ID"": ""Rzymski-2020-4164-914"", ""NAME"": ""THIN"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 3}, {""ID"": ""Rzymski-2020-4164-157"", ""NAME"": ""YOUNG"", ""WordWeight"": 29, ""LanguageWeight"": 28, ""FamilyWeight"": 12}, {""ID"": ""Rzymski-2020-4164-889"", ""NAME"": ""THIN (OF SHAPE OF OBJECT)"", ""WordWeight"": 14, ""LanguageWeight"": 14, ""FamilyWeight"": 6}]"
Rzymski-2020-4164-200	200	1247	EAR	EAR	173	2783	3107	1097	150	EAR	4	25	25	"[{""ID"": ""Rzymski-2020-4164-341"", ""NAME"": ""HEAR"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 7}, {""ID"": ""Rzymski-2020-4164-754"", ""NAME"": ""GILL"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""Rzymski-2020-4164-1494"", ""NAME"": ""EARRING"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}, {""ID"": ""Rzymski-2020-4164-665"", ""NAME"": ""EARLOBE"", ""WordWeight"": 19, ""LanguageWeight"": 19, ""FamilyWeight"": 12}]"
Rzymski-2020-4164-201	201	1248	EYE	EYE	195	2925	3329	1308	11	GRAIN	5	34	34	"[{""ID"": ""Rzymski-2020-4164-338"", ""NAME"": ""NAME"", ""WordWeight"": 21, ""LanguageWeight"": 20, ""FamilyWeight"": 3}, {""ID"": ""Rzymski-2020-4164-1444"", ""NAME"": ""SEED"", ""WordWeight"": 17, ""LanguageWeight"": 17, ""FamilyWeight"": 11}, {""ID"": ""Rzymski-2020-4164-1352"", ""NAME"": ""GRAIN"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 4}, {""ID"": ""Rzymski-2020-4164-435"", ""NAME"": ""FRUIT"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 4}, {""ID"": ""Rzymski-2020-4164-482"", ""NAME"": ""FACE"", ""WordWeight"": 38, ""LanguageWeight"": 36, ""FamilyWeight"": 12}]"
Rzymski-2020-4164-202	202	1250	JAGUAR	JAGUAR	40	130	153	563	147	JAGUAR	2	11	11	"[{""ID"": ""Rzymski-2020-4164-822"", ""NAME"": ""DOG"", ""WordWeight"": 15, ""LanguageWeight"": 15, ""FamilyWeight"": 7}, {""ID"": ""Rzymski-2020-4164-734"", ""NAME"": ""PUMA"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 4}]"
Rzymski-2020-4164-203	203	1251	BELLY	BELLY	124	1438	1670	867	125	INTESTINES	3	37	37	"[{""ID"": ""Rzymski-2020-4164-808"", ""NAME"": ""INTESTINES"", ""WordWeight"": 13, ""LanguageWeight"": 12, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-1535"", ""NAME"": ""STOMACH"", ""WordWeight"": 95, ""LanguageWeight"": 90, ""FamilyWeight"": 29}, {""ID"": ""Rzymski-2020-4164-274"", ""NAME"": ""GUTS"", ""WordWeight"": 14, ""LanguageWeight"": 14, ""FamilyWeight"": 3}]"
Rzymski-2020-4164-204	204	1252	HOUSE	HOUSE	146	2033	2411	1575	61	HOUSE	10	96	96	"[{""ID"": ""Rzymski-2020-4164-325"", ""NAME"": ""TOWN"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""Rzymski-2020-4164-1602"", ""NAME"": ""VILLAGE"", ""WordWeight"": 17, ""LanguageWeight"": 17, ""FamilyWeight"": 13}, {""ID"": ""Rzymski-2020-4164-582"", ""NAME"": ""HUT"", ""WordWeight"": 57, ""LanguageWeight"": 55, ""FamilyWeight"": 21}, {""ID"": ""Rzymski-2020-4164-1248"", ""NAME"": ""GARDEN-HOUSE"", ""WordWeight"": 50, ""LanguageWeight"": 49, ""FamilyWeight"": 6}, {""ID"": ""Rzymski-2020-4164-384"", ""NAME"": ""ROOM"", ""WordWeight"": 92, ""LanguageWeight"": 89, ""FamilyWeight"": 12}, {""ID"": ""Rzymski-2020-4164-774"", ""NAME"": ""FAMILY"", ""WordWeight"": 25, ""LanguageWeight"": 24, ""FamilyWeight"": 6}, {""ID"": ""Rzymski-2020-4164-1492"", ""NAME"": ""ROOF"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 10}, {""ID"": ""Rzymski-2020-4164-1253"", ""NAME"": ""MEN'S HOUSE"", ""WordWeight"": 38, ""LanguageWeight"": 35, ""FamilyWeight"": 6}, {""ID"": ""Rzymski-2020-4164-259"", ""NAME"": ""TENT"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""Rzymski-2020-4164-931"", ""NAME"": ""HOME"", ""WordWeight"": 71, ""LanguageWeight"": 70, ""FamilyWeight"": 16}]"
Rzymski-2020-4164-205	205	1253	RAIN (RAINING)	RAIN (RAINING)	37	353	393	323	29	WATER	1	5	5	"[{""ID"": ""Rzymski-2020-4164-1395"", ""NAME"": ""RAIN (PRECIPITATION)"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 5}]"
Rzymski-2020-4164-206	206	1256	HEAD	HEAD	196	2866	3522	1593	129	HEAD	10	73	73	"[{""ID"": ""Rzymski-2020-4164-520"", ""NAME"": ""SKULL"", ""WordWeight"": 23, ""LanguageWeight"": 22, ""FamilyWeight"": 13}, {""ID"": ""Rzymski-2020-4164-1492"", ""NAME"": ""ROOF"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-29"", ""NAME"": ""HAIR"", ""WordWeight"": 18, ""LanguageWeight"": 17, ""FamilyWeight"": 7}, {""ID"": ""Rzymski-2020-4164-182"", ""NAME"": ""FOREHEAD"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-974"", ""NAME"": ""HAIR (HEAD)"", ""WordWeight"": 11, ""LanguageWeight"": 10, ""FamilyWeight"": 7}, {""ID"": ""Rzymski-2020-4164-1120"", ""NAME"": ""CHIEFTAIN"", ""WordWeight"": 58, ""LanguageWeight"": 57, ""FamilyWeight"": 10}, {""ID"": ""Rzymski-2020-4164-631"", ""NAME"": ""TOP"", ""WordWeight"": 37, ""LanguageWeight"": 37, ""FamilyWeight"": 12}, {""ID"": ""Rzymski-2020-4164-1470"", ""NAME"": ""END (OF SPACE)"", ""WordWeight"": 15, ""LanguageWeight"": 15, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-1108"", ""NAME"": ""TIP (OF OBJECT)"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-1062"", ""NAME"": ""BOSS"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 4}]"
Rzymski-2020-4164-207	207	1257	WING	WING	148	1990	2179	1386	17	FEATHER	6	68	68	"[{""ID"": ""Rzymski-2020-4164-414"", ""NAME"": ""SHOULDER"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 10}, {""ID"": ""Rzymski-2020-4164-152"", ""NAME"": ""FEATHER"", ""WordWeight"": 72, ""LanguageWeight"": 71, ""FamilyWeight"": 26}, {""ID"": ""Rzymski-2020-4164-1370"", ""NAME"": ""LEAF"", ""WordWeight"": 27, ""LanguageWeight"": 27, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-1246"", ""NAME"": ""PLANTAIN"", ""WordWeight"": 9, ""LanguageWeight"": 8, ""FamilyWeight"": 6}, {""ID"": ""Rzymski-2020-4164-578"", ""NAME"": ""ARM"", ""WordWeight"": 17, ""LanguageWeight"": 17, ""FamilyWeight"": 11}, {""ID"": ""Rzymski-2020-4164-863"", ""NAME"": ""FIN"", ""WordWeight"": 20, ""LanguageWeight"": 20, ""FamilyWeight"": 10}]"
Rzymski-2020-4164-208	208	1258	FINGERNAIL	FINGERNAIL	142	2016	2163	1319	98	FINGERNAIL	5	98	98	"[{""ID"": ""Rzymski-2020-4164-1450"", ""NAME"": ""CLAW"", ""WordWeight"": 243, ""LanguageWeight"": 236, ""FamilyWeight"": 55}, {""ID"": ""Rzymski-2020-4164-862"", ""NAME"": ""CLAW OR NAIL"", ""WordWeight"": 36, ""LanguageWeight"": 35, ""FamilyWeight"": 12}, {""ID"": ""Rzymski-2020-4164-1310"", ""NAME"": ""NAIL (TOOL)"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 4}, {""ID"": ""Rzymski-2020-4164-737"", ""NAME"": ""FINGERNAIL OR TOENAIL"", ""WordWeight"": 88, ""LanguageWeight"": 85, ""FamilyWeight"": 20}, {""ID"": ""Rzymski-2020-4164-1089"", ""NAME"": ""PAW"", ""WordWeight"": 30, ""LanguageWeight"": 30, ""FamilyWeight"": 7}]"
Rzymski-2020-4164-209	209	1259	WEDDING	WEDDING	22	83	91	145	36	SLEEP	1	3	3	"[{""ID"": ""Rzymski-2020-4164-832"", ""NAME"": ""MARRY"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
Rzymski-2020-4164-210	210	1260	DAY (24 HOURS)	DAY (24 HOURS)	45	559	630	1005	77	TIME	4	39	39	"[{""ID"": ""Rzymski-2020-4164-1576"", ""NAME"": ""TIME"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""Rzymski-2020-4164-283"", ""NAME"": ""SUN"", ""WordWeight"": 103, ""LanguageWeight"": 101, ""FamilyWeight"": 16}, {""ID"": ""Rzymski-2020-4164-177"", ""NAME"": ""DAY (NOT NIGHT)"", ""WordWeight"": 27, ""LanguageWeight"": 27, ""FamilyWeight"": 15}, {""ID"": ""Rzymski-2020-4164-1619"", ""NAME"": ""WEATHER"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}]"
Rzymski-2020-4164-211	211	1261	SING	SING	111	1542	1682	1269	118	SING	5	32	32	"[{""ID"": ""Rzymski-2020-4164-392"", ""NAME"": ""SAY"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-724"", ""NAME"": ""DANCE"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 7}, {""ID"": ""Rzymski-2020-4164-73"", ""NAME"": ""SONG"", ""WordWeight"": 19, ""LanguageWeight"": 19, ""FamilyWeight"": 7}, {""ID"": ""Rzymski-2020-4164-1455"", ""NAME"": ""READ"", ""WordWeight"": 13, ""LanguageWeight"": 13, ""FamilyWeight"": 7}, {""ID"": ""Rzymski-2020-4164-1445"", ""NAME"": ""SHOUT"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 6}]"
Rzymski-2020-4164-212	212	1262	BROTHER	BROTHER	96	767	963	1597	40	YOUNGER BROTHER	11	135	135	"[{""ID"": ""Rzymski-2020-4164-555"", ""NAME"": ""RELATIVES"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-636"", ""NAME"": ""OLDER BROTHER"", ""WordWeight"": 49, ""LanguageWeight"": 44, ""FamilyWeight"": 16}, {""ID"": ""Rzymski-2020-4164-638"", ""NAME"": ""YOUNGER BROTHER"", ""WordWeight"": 36, ""LanguageWeight"": 34, ""FamilyWeight"": 14}, {""ID"": ""Rzymski-2020-4164-635"", ""NAME"": ""OLDER SISTER"", ""WordWeight"": 14, ""LanguageWeight"": 11, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-639"", ""NAME"": ""YOUNGER SISTER"", ""WordWeight"": 11, ""LanguageWeight"": 10, ""FamilyWeight"": 7}, {""ID"": ""Rzymski-2020-4164-554"", ""NAME"": ""COUSIN"", ""WordWeight"": 33, ""LanguageWeight"": 29, ""FamilyWeight"": 18}, {""ID"": ""Rzymski-2020-4164-552"", ""NAME"": ""SIBLING"", ""WordWeight"": 111, ""LanguageWeight"": 104, ""FamilyWeight"": 23}, {""ID"": ""Rzymski-2020-4164-213"", ""NAME"": ""SISTER"", ""WordWeight"": 105, ""LanguageWeight"": 84, ""FamilyWeight"": 29}, {""ID"": ""Rzymski-2020-4164-265"", ""NAME"": ""FRIEND"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 5}, {""ID"": ""Rzymski-2020-4164-1250"", ""NAME"": ""OLDER SIBLING"", ""WordWeight"": 17, ""LanguageWeight"": 14, ""FamilyWeight"": 7}, {""ID"": ""Rzymski-2020-4164-1270"", ""NAME"": ""YOUNGER SIBLING"", ""WordWeight"": 14, ""LanguageWeight"": 12, ""FamilyWeight"": 6}]"
