CONCEPTICON_ID	CONCEPTICON_GLOSS	ITALIAN	ENGLISH	ITALIAN_FAMILIARITY_MEAN	ITALIAN_IMAGEABILITY_MEAN	ITALIAN_CONCRETENESS_MEAN	ITALIAN_VALENCE_ALL_MEAN	ITALIAN_AROUSAL_ALL_MEAN	ITALIAN_DOMINANCE_ALL_MEAN	ITALIAN_VALENCE_FEMALE_MEAN	ITALIAN_AROUSAL_FEMALE_MEAN	ITALIAN_DOMINANCE_FEMALE_MEAN	ITALIAN_VALENCE_MALE_MEAN	ITALIAN_AROUSAL_MALE_MEAN	ITALIAN_DOMINANCE_MALE_MEAN	ITALIAN_POS	LINE_IN_SOURCE
292	RUG	tappeto	carpet	7.05	8.1	7.8	5.606060606060606	4.757575757575758	5.03030303030303	5.521739130434782	4.739130434782608	4.913043478260869	5.8		5.3	s	1004
2929	BENEFIT	profitto	profit	5.7	6.4	5.2	6.647058823529412	6.0588235294117645	5.617647058823529	6.416666666666667	5.916666666666667	5.375	7.2		6.2	s	796
2947	DAMAGE (INJURY)	ferita	injury	6.1	6.95	6.8	2.5454545454545454	6.0606060606060606	4.0606060606060606	2.739130434782609	6.130434782608695	3.782608695652174	2.1		4.7	s	372
2958	LAUGHTER	risata	laughter	8.55	8.2	7.15	8.318181818181818	6.409090909090909	6.818181818181818	8.411764705882353	6.676470588235294	6.911764705882353	8.0		6.5	s	854
2960	LONGING (WISH)	voglia	desire	7.75	6.25	4.25	7.4375	6.5625	6.65625	7.454545454545454	7.045454545454546	6.681818181818182	7.4		6.6	s	1115
2964	NEWS	notizie	news	8.05	7.3	6.25	6.685714285714286	6.457142857142857	5.828571428571428	6.75	6.708333333333333	6.041666666666667	6.545454545454546		5.363636363636363	s	670
2968	REASON	motivo	tune	6.25	4.4	3.55	6.090909090909091	5.212121212121212	5.484848484848484	6.0	5.391304347826087	5.391304347826087	6.3		5.7	s	639
2971	SIN	peccato	sin	7.0	6.3	4.45	3.606060606060606	5.7272727272727275	5.151515151515151	3.3043478260869565	6.217391304347826	4.521739130434782	4.3		6.6	s	738
2975	THOUGHT	pensiero	thought	7.95	6.25	4.9	7.03030303030303	6.7272727272727275	6.181818181818182	7.130434782608695	6.826086956521739	6.434782608695652	6.8		5.6	s	744
298	SHRIEK	strillo	shriek	7.05	7.6	6.6	2.9393939393939394	6.484848484848484	5.181818181818182	3.090909090909091	6.590909090909091	4.909090909090909	2.6363636363636362		5.7272727272727275	s	985
2980	AREA	aereo	plane	7.75	8.7	8.2	6.5625	5.40625	5.21875	6.363636363636363	5.7727272727272725	5.045454545454546	7.0		5.6	a/s	19
2981	ITEM	elemento	item	5.15	4.75	4.0	5.363636363636363	4.909090909090909	5.090909090909091	5.5	5.2727272727272725	5.181818181818182	5.090909090909091		4.909090909090909	s	326
2982	GIFT	dono	present	7.0	7.35	7.1	7.606060606060606	6.121212121212121	5.757575757575758	7.954545454545454	6.454545454545454	5.818181818181818	6.909090909090909		5.636363636363637	s	313
2992	TIP (OF OBJECT)	testa	head	8.4	8.3	8.25	6.34375	5.09375	5.8125	6.590909090909091	5.7727272727272725	5.7272727272727275	5.8		6.0	s	1025
3	BRAVE	coraggioso	brave	6.65	5.8	5.55	7.696969696969697	7.121212121212121	6.606060606060606	7.608695652173913	7.260869565217392	6.826086956521739	7.9		6.1	a	236
300	RATTLE	sonaglio	rattle	5.45	6.9	7.0	6.0	4.666666666666667	5.472222222222222	6.041666666666667	4.875	5.625	5.916666666666667		5.166666666666667	s	947
3001	POWERFUL	potente	powerful	6.45	6.05	4.5	5.909090909090909	6.242424242424242	5.787878787878788	5.818181818181818	6.7272727272727275	5.681818181818182	6.090909090909091		6.0	a	782
3006	SPACE (AVAILABLE)	spazio	space	6.3	6.35	4.75	6.709677419354839	5.612903225806452	5.741935483870968	6.523809523809524	5.238095238095238	5.666666666666667	7.1		5.9	s	956
3033	SCARED	impaurito	afraid	7.4	7.3	5.55	2.4705882352941178	6.764705882352941	3.676470588235294	2.2916666666666665	7.041666666666667	3.375	2.9		4.4	a	479
3044	BOVINE	mucca	cow	5.95	8.15	7.65	5.935483870967742	4.774193548387097	5.451612903225806	5.857142857142857	4.761904761904762	5.238095238095238	6.1		5.9	s	642
3053	TIGHT	inquieto	tense	6.65	5.75	4.3	3.611111111111111	7.138888888888889	5.111111111111111	3.125	7.375	4.791666666666667	4.583333333333333		5.75	a	508
3059	MALARIA	malaria	malaria	3.45	5.35	5.75	1.3225806451612903	7.032258064516129	2.935483870967742	1.2380952380952381	7.238095238095238	2.2857142857142856	1.5		4.3	s	579
3066	SCARF OR TURBAN	sciarpa	scarf	8.6	8.65	8.7	6.647058823529412	4.147058823529412	5.676470588235294	6.666666666666667	4.5	5.708333333333333	6.6		5.6	s	897
3069	FALSE	truffa	fraud	5.95	6.05	5.1	2.125	7.25	4.3125	1.8181818181818181	7.454545454545454	3.6818181818181817	2.8		5.7	s	1052
3086	COMPUTER	computer	computer	8.4	8.8	8.2	6.340909090909091	5.340909090909091	5.136363636363637	6.294117647058823	5.647058823529412	4.882352941176471	6.5		6.0	s	225
3087	PACIFIER	manichino	dummy	7.15	7.85	7.75	4.818181818181818	4.545454545454546	5.151515151515151	4.956521739130435	4.695652173913044	5.0	4.5		5.5	s	588
3099	SOFA	divano	sofa	8.45	8.6	8.7	7.4411764705882355	2.0	5.823529411764706	7.791666666666667	2.0416666666666665	5.833333333333333	6.6		5.8	s	306
310	HEAD LOUSE	vigliacco	louse	6.6	6.25	5.15	2.0303030303030303	6.878787878787879	5.0	1.8695652173913044	7.043478260869565	5.304347826086956	2.4		4.3	a/s	1099
3102	TANK	serbatoio	tank	6.65	8.05	8.0	4.78125	4.71875	5.09375	4.863636363636363	5.090909090909091	5.0	4.6		5.3	s	920
3104	THERMOMETER	termometro	thermometer	7.8	7.85	8.15	3.6666666666666665	4.878787878787879	4.303030303030303	3.4347826086956523	5.260869565217392	4.043478260869565	4.2		4.9	s	1016
3105	UMBRELLA	ombrello	umbrella	8.1	8.1	8.4	4.352941176470588	4.970588235294118	4.647058823529412	3.9583333333333335	5.083333333333333	4.541666666666667	5.3		4.9	s	688
3107	WHISTLE (INSTRUMENT)	fischio	whistle	7.25	7.6	6.85	4.75	5.818181818181818	4.886363636363637	4.647058823529412	6.0	4.882352941176471	5.1		4.9	s	390
3140	VEST	canottiera	vest	7.15	7.5	7.75	5.666666666666667	4.484848484848484	5.03030303030303	5.739130434782608	4.739130434782608	4.826086956521739	5.5		5.5	s	156
3160	SLAP	schiaffo	slap	5.6	7.9	7.6	2.727272727272727	6.515151515151516	4.696969696969697	2.727272727272727	6.909090909090909	4.7727272727272725	2.727272727272727		4.545454545454546	s	893
3188	MIGHTY OR POWERFUL OR STRONG	possente	mighty	6.0	5.85	4.8	5.704545454545454	5.909090909090909	5.636363636363637	5.4411764705882355	5.911764705882353	5.176470588235294	6.6		7.2	a	778
3191	BROKEN (SHATTERED)	rotto	broken	7.05	7.6	7.0	3.142857142857143	5.4	4.2	3.125	5.708333333333333	4.375	3.1818181818181817		3.8181818181818183	a	871
3202	CANNON	cannone	cannon	5.35	8.1	7.75	4.333333333333333	5.757575757575758	4.0	3.9565217391304346	5.695652173913044	3.739130434782609	5.2		4.6	s	155
3204	INSULT	insulto	insult	6.5	7.2	5.1	3.0285714285714285	6.628571428571429	4.771428571428571	2.88	6.56	4.68	3.4		5.0	s	516
3205	GRAVEN IMAGE	idolo	idol	6.35	6.9	6.1	7.529411764705882	6.588235294117647	5.794117647058823	7.541666666666667	6.791666666666667	6.083333333333333	7.5		5.1	s	471
3231	DEITY	spirito	spirit	4.95	4.5	3.15	6.0285714285714285	4.914285714285715	5.457142857142857	5.833333333333333	5.291666666666667	5.458333333333333	6.454545454545454		5.454545454545454	s	965
325	FELT	pelliccia	fur	5.35	7.55	7.35	4.636363636363637	5.2727272727272725	5.515151515151516	4.826086956521739	5.478260869565218	5.565217391304348	4.2		5.4	s	739
3251	MOLD (GET ROTTEN)	muffa	fungus	6.35	7.3	7.1	2.7142857142857144	5.914285714285715	4.942857142857143	2.72	6.12	5.0	2.7		4.8	s	644
3258	FALCON	falco	hawk	6.25	8.4	8.05	6.676470588235294	5.764705882352941	6.4411764705882355	6.708333333333333	6.25	6.375	6.6		6.6	s	347
3276	SUNSHINE	soleggiato	sunlight	6.65	7.4	5.85	7.424242424242424	5.181818181818182	5.333333333333333	7.173913043478261	5.260869565217392	5.217391304347826	8.0		5.6	a	941
3284	GRAVEYARD	cimitero	cemetery	6.55	7.6	7.4	2.2903225806451615	5.645161290322581	3.2580645161290325	1.4761904761904763	6.380952380952381	2.7142857142857144	4.0		4.4	s	203
3303	PICTURE (PAINTING)	quadro	picture	8.05	8.6	8.3	6.5625	4.3125	5.25	6.454545454545454	4.590909090909091	5.2272727272727275	6.8		5.3	a/s	812
3309	STRIKE (SOMETHING)	colpire	hit	5.9	6.5	5.85	4.212121212121212	6.212121212121212	5.424242424242424	3.619047619047619	6.333333333333333	5.095238095238095	5.25		6.0	v	217
3311	FLOWING BODY OF WATER	fiume	river	6.55	8.0	7.5	5.888888888888889	4.833333333333333	5.138888888888889	5.791666666666667	5.0	5.166666666666667	6.083333333333333		5.083333333333333	s	391
3336	FUNERAL	funerale	funeral	6.1	7.95	6.7	2.212121212121212	7.03030303030303	2.757575757575758	2.391304347826087	7.173913043478261	2.4782608695652173	1.8		3.4	s	411
3357	CUPBOARD	mobile	cabinet	8.05	7.6	8.2	5.352941176470588	4.647058823529412	5.0588235294117645	5.458333333333333	4.875	5.125	5.1		4.9	a/s	623
337	PITCHFORK	forchetta	fork	8.1	8.65	8.4	6.09375	4.6875	6.03125	6.363636363636363	5.2272727272727275	5.863636363636363	5.5		6.4	s	397
3375	PATIENT (SICK PERSON)	paziente	patient	6.45	7.2	6.55	5.32258064516129	5.032258064516129	5.612903225806452	5.0476190476190474	5.238095238095238	5.0476190476190474	5.9		6.8	a/s	735
3376	ROBBER	rapinatore	robber	5.1	7.7	7.75	2.4411764705882355	6.147058823529412	4.794117647058823	2.6666666666666665	7.041666666666667	4.916666666666667	1.9		4.5	s	830
3389	MEASLES	morbillo	measles	5.35	6.6	6.0	2.7096774193548385	5.838709677419355	3.5161290322580645	2.7142857142857144	6.0476190476190474	3.0952380952380953	2.7		4.4	s	635
3396	BUILDING	edificio	building	8.0	8.5	8.15	5.636363636363637	4.7727272727272725	5.045454545454546	5.529411764705882	5.088235294117647	4.882352941176471	6.0		5.6	s	322
342	HAY	fieno	hay	6.2	8.25	7.8	5.303030303030303	3.606060606060606	5.7272727272727275	5.285714285714286	3.761904761904762	5.571428571428571	5.333333333333333		6.0	s	384
3425	JOKE	scherzo	joke	7.55	6.1	5.8	6.9375	6.0	5.9375	6.818181818181818	6.0	5.7272727272727275	7.2		6.4	s	891
3446	PINK	rosa	rose	7.95	8.35	8.15	7.363636363636363	4.590909090909091	5.636363636363637	7.676470588235294	4.647058823529412	5.617647058823529	6.3		5.7	a/s	869
3454	KISS (NOUN)	bacio	kiss	8.6	8.55	7.95	8.6	6.542857142857143	6.6	8.64	6.2	6.48	8.5		6.9	s	93
3468	KINDNESS	gentilezza	kindness	7.55	6.8	4.6	8.242424242424242	5.424242424242424	6.848484848484849	8.521739130434783	5.0	6.913043478260869	7.6		6.7	s	423
3535	BE DEFEATED	sconfitto	defeated	5.3	6.2	5.75	1.8235294117647058	6.529411764705882	2.7058823529411766	1.7083333333333333	6.291666666666667	2.9166666666666665	2.1		2.2	a/s	904
3552	GREET	salutare	greet	7.5	7.1	6.0	6.606060606060606	5.454545454545454	5.2727272727272725	6.7272727272727275	5.7272727272727275	5.181818181818182	6.363636363636363		5.454545454545454	v	877
356	SHEARS	forbici	scissors	8.0	8.1	8.25	4.354838709677419	5.225806451612903	5.451612903225806	4.0476190476190474	5.095238095238095	5.333333333333333	5.0		5.7	s	396
3622	BURN (INJURY)	bruciatura	burn	6.4	7.7	7.9	3.176470588235294	6.205882352941177	4.088235294117647	3.0833333333333335	6.541666666666667	4.208333333333333	3.4		3.8	s	133
3624	LEPROSY	lebbra	leprosy	2.8	5.85	5.3	2.5454545454545454	6.636363636363637	3.5757575757575757	2.608695652173913	6.695652173913044	3.347826086956522	2.4		4.1	s	544
3625	HEADACHE	emicrania	headache	5.55	7.2	7.65	2.0	4.090909090909091	3.4545454545454546	1.9130434782608696	3.8260869565217392	3.5217391304347827	2.2		3.3	s	329
3628	HONOR (SOMEBODY)	onore	honor	5.9	4.7	3.3	7.0	6.0	6.0	7.24	6.36	6.0	6.4		6.0	s	691
3633	CURIOUS	curioso	curious	7.0	6.0	3.6	7.424242424242424	6.363636363636363	6.212121212121212	7.739130434782608	6.869565217391305	6.521739130434782	6.7		5.5	a/s	260
3635	ADULT	adulto	adult	8.05	7.95	7.2	5.777777777777778	5.583333333333333	5.222222222222222	5.708333333333333	5.625	5.333333333333333	5.916666666666667		5.0	a/s	18
3640	GOSSIP	pettegolezzo	gossip	6.6	5.9	5.3	4.114285714285714	6.228571428571429	5.257142857142857	4.416666666666667	6.791666666666667	5.333333333333333	3.4545454545454546		5.090909090909091	s	758
3644	AGREEMENT	accordo	agreement	6.75	6.55	5.0	6.705882352941177	5.823529411764706	6.0	6.75	6.083333333333333	5.958333333333333	6.6		6.1	s	15
3665	TRAVEL	viaggiare	travel	7.35	7.0	6.0	8.305555555555555	6.916666666666667	6.805555555555555	8.458333333333334	6.708333333333333	6.958333333333333	8.0		6.5	v	1095
3667	LOST	perso	lost	6.4	5.75	5.1	2.909090909090909	6.515151515151516	4.0606060606060606	2.652173913043478	6.608695652173913	3.782608695652174	3.5		4.7	a	751
3678	ELEPHANT TRUNK	tronco	trunk	7.25	8.25	8.65	5.090909090909091	4.704545454545454	5.045454545454546	5.117647058823529	4.882352941176471	5.0	5.0		5.2	s	1051
3746	VASE	vaso	vase	8.35	8.65	8.8	5.114285714285714	4.4	5.142857142857143	5.04	4.6	5.08	5.3		5.3	s	1082
3749	HATE (LOATHING)	odio	hate	5.25	5.3	4.05	2.1818181818181817	6.151515151515151	4.787878787878788	2.0	6.863636363636363	4.863636363636363	2.5454545454545454		4.636363636363637	s	683
3762	SAFE	sicuro	safe	6.9	6.65	5.0	7.882352941176471	6.0	6.911764705882353	7.875	6.166666666666667	6.791666666666667	7.9		7.2	a	930
378	PINCH	pizzicotto	pinch	7.0	7.35	7.35	4.696969696969697	5.7272727272727275	5.03030303030303	4.521739130434782	6.0	5.173913043478261	5.1		4.7	s	773
3780	PET	animale domestico	pet	8.0	8.35	8.45	7.386363636363637	5.9772727272727275	6.0227272727272725	7.264705882352941	6.264705882352941	5.9411764705882355	7.8		6.3	s	50
3814	HANDSOME	attraente	handsome	6.7	6.1	4.35	7.878787878787879	5.181818181818182	6.03030303030303	7.818181818181818	6.136363636363637	6.5	8.0		5.090909090909091	a	82
3825	MALE CAT	gatto	cat	8.25	8.9	8.75	6.171428571428572	4.514285714285714	5.428571428571429	6.56	4.44	5.24	5.2		5.9	s	417
3829	DINNER (MAIN MEAL)	cena	dinner	8.05	8.0	7.7	7.575757575757576	3.9696969696969697	6.666666666666667	7.714285714285714	4.095238095238095	6.619047619047619	7.333333333333333		6.75	s	186
3830	WALL	muro	wall	8.0	8.4	7.95	4.685714285714286	5.0285714285714285	4.571428571428571	4.875	4.875	4.666666666666667	4.2727272727272725		4.363636363636363	s	647
3834	LOVE (AFFECTION)	amore	love	7.05	6.65	4.85	8.03225806451613	6.612903225806452	5.419354838709677	8.047619047619047	6.904761904761905	4.9523809523809526	8.0		6.4	s	46
3841	WINDMILL	mulino	windmill	6.2	7.2	7.65	5.909090909090909	4.515151515151516	5.666666666666667	5.956521739130435	4.304347826086956	5.826086956521739	5.8		5.3	s	646
3844	CONTEMPT	disprezzo	contempt	5.75	6.35	3.55	2.606060606060606	5.96969696969697	4.090909090909091	2.5652173913043477	5.608695652173913	3.869565217391304	2.7		4.6	s	299
3846	EXCITEMENT	eccitazione	excitement	6.8	6.9	5.95	7.4411764705882355	7.470588235294118	6.5	7.333333333333333	7.333333333333333	6.125	7.7		7.4	s	321
3847	INTEREST (FEELING)	interesse	interest	7.4	5.95	4.3	8.030303030303031	6.818181818181818	7.0606060606060606	7.818181818181818	7.090909090909091	7.136363636363637	8.454545454545455		6.909090909090909	s	519
3849	TRIUMPH	trionfo	triumph	5.15	5.75	4.8	8.0	6.852941176470588	6.411764705882353	8.0	7.083333333333333	5.958333333333333	8.0		7.5	s	1047
385	RESPECT (SOMEBODY)	rispetto	respect	7.25	6.1	5.5	8.393939393939394	6.96969696969697	7.606060606060606	8.434782608695652	6.6521739130434785	7.608695652173913	8.3		7.6	s	856
3858	CONFUSED	confuso	confused	7.25	6.35	4.6	2.977272727272727	5.886363636363637	3.909090909090909	2.7941176470588234	6.0	3.7941176470588234	3.6		4.3	a	227
3866	ABORTION	aborto	abortion	4.55	6.2	5.75	2.0606060606060606	6.575757575757576	4.2727272727272725	1.7391304347826086	6.608695652173913	4.043478260869565	2.8		4.8	s	10
3867	ALCOHOLIC (PERSON)	alcolista	alcoholic	6.25	7.1	6.2	2.3529411764705883	5.529411764705882	3.9411764705882355	2.2083333333333335	5.708333333333333	3.7916666666666665	2.7		4.3	s	35
3869	ANXIOUS	ansioso	anxious	7.35	7.55	4.9	2.159090909090909	7.25	3.159090909090909	2.0588235294117645	7.235294117647059	2.911764705882353	2.5		4.0	a	52
3870	RUSTY	arrugginito	rusty	5.95	6.85	6.75	4.228571428571429	4.6571428571428575	5.171428571428572	4.2	4.92	5.08	4.3		5.4	v	66
3871	MURDERER	assassino	assassin	4.55	7.15	7.75	1.8529411764705883	6.617647058823529	4.0	2.0416666666666665	7.125	4.333333333333333	1.4		3.2	a/s	72
3872	BLOND	biondo	blond	7.25	8.05	7.4	5.878787878787879	4.7272727272727275	5.424242424242424	5.681818181818182	5.0	5.409090909090909	6.2727272727272725		5.454545454545454	a	120
3873	CHOCOLATE	cioccolato	chocolate	8.5	8.4	8.5	8.352941176470589	5.5	6.411764705882353	8.541666666666666	5.166666666666667	7.0	7.9		5.0	s	204
3874	KNOWLEDGE	conoscenza	knowledge	6.8	5.35	4.35	7.838709677419355	6.741935483870968	6.419354838709677	7.714285714285714	6.523809523809524	6.476190476190476	8.1		6.3	s	230
3875	CRIMINAL	criminale	criminal	5.3	6.2	5.7	1.5833333333333333	7.111111111111111	4.027777777777778	1.4583333333333333	7.416666666666667	4.083333333333333	1.8333333333333333		3.9166666666666665	a	250
3876	DENTIST	dentista	dentist	7.4	8.25	8.15	3.909090909090909	6.03030303030303	3.9696969696969697	3.6363636363636362	6.2727272727272725	4.318181818181818	4.454545454545454		3.272727272727273	s	273
3877	DEPRESSION	depressione	depression	5.85	5.75	4.1	1.8888888888888888	6.277777777777778	3.6944444444444446	1.9615384615384615	6.423076923076923	3.1923076923076925	1.7		5.0	s	274
3878	DIAMOND	diamante	diamond	5.45	8.15	8.05	7.911764705882353	5.9411764705882355	6.647058823529412	8.041666666666666	6.666666666666667	6.666666666666667	7.6		6.6	s	281
3879	IMAGINE	immaginare	imagine	7.4	6.05	4.75	7.909090909090909	5.0	6.818181818181818	8.08695652173913	4.913043478260869	7.0	7.5		6.4	v	475
3880	FIGHT (COMBAT)	lotta	fight	6.9	7.3	6.1	4.382352941176471	6.411764705882353	5.352941176470588	4.041666666666667	6.666666666666667	5.458333333333333	5.2		5.1	s	560
3881	PISTOL	pistola	pistol	5.75	8.0	8.2	3.411764705882353	6.352941176470588	4.147058823529412	2.9583333333333335	6.541666666666667	3.7083333333333335	4.5		5.2	s	769
3883	NOISY	rumoroso	noisy	7.15	6.6	5.55	3.088235294117647	6.529411764705882	4.176470588235294	2.875	6.791666666666667	4.208333333333333	3.6		4.1	a	873
3897	NATURE	natura	nature	7.05	8.15	6.95	7.764705882352941	5.617647058823529	5.470588235294118	7.75	5.958333333333333	5.625	7.8		5.1	s	657
390	PUNISHMENT	punizione	punishment	5.25	6.2	5.75	2.6285714285714286	6.257142857142857	3.4	2.0	6.5	3.125	4.0		4.0	s	805
3902	TRUST (SOMEBODY)	fiducia	trust	7.5	6.3	4.05	7.294117647058823	5.205882352941177	5.764705882352941	7.541666666666667	5.083333333333333	6.083333333333333	6.7		5.0	s	382
391	BLESS	benedire	bless	5.2	6.4	5.25	6.290322580645161	5.290322580645161	5.32258064516129	6.571428571428571	5.571428571428571	5.0	5.7		6.0	v	113
3915	PRIDE	orgoglio	pride	7.0	6.3	4.5	5.714285714285714	6.085714285714285	5.6571428571428575	6.083333333333333	6.5	5.708333333333333	4.909090909090909		5.545454545454546	s	701
3917	DEVIL	diavolo	devil	4.45	5.45	4.0	2.4	6.628571428571429	4.857142857142857	2.2	6.92	4.8	2.9		5.0	s	282
3948	SHOTGUN	fucile	shotgun	6.0	7.75	7.9	2.696969696969697	6.636363636363637	4.393939393939394	2.1818181818181817	6.909090909090909	4.2272727272727275	3.727272727272727		4.7272727272727275	s	409
3960	IDENTITY	identità	identity	6.3	5.15	5.05	6.294117647058823	5.4411764705882355	5.823529411764706	6.041666666666667	5.958333333333333	5.541666666666667	6.9		6.5	s	469
3965	TRAUMA	trauma	trauma	6.8	6.45	4.8	2.0294117647058822	6.5	3.1176470588235294	1.7916666666666667	6.5	3.0833333333333335	2.6		3.2	s	1044
3967	CONTENT	contenuto	contents	5.8	4.95	5.05	5.5588235294117645	4.705882352941177	5.4411764705882355	5.333333333333333	5.041666666666667	5.458333333333333	6.1		5.4	s	233
3971	METHOD	metodo	method	6.0	5.8	4.2	6.4411764705882355	5.705882352941177	6.588235294117647	6.166666666666667	5.666666666666667	6.125	7.1		7.7	s	614
3973	DEPRESSED	depresso	depressed	5.65	5.9	5.0	1.6857142857142857	5.714285714285714	3.6	1.7916666666666667	5.666666666666667	3.5	1.4545454545454546		3.8181818181818183	a	275
3974	UNHAPPY	infelice	unhappy	6.6	6.9	4.8	1.8857142857142857	6.314285714285714	3.257142857142857	1.92	6.68	2.84	1.8		4.3	a	497
3975	NERVOUS	nervoso	nervous	7.3	6.55	5.7	2.3125	6.5	4.40625	2.1818181818181817	7.045454545454546	4.045454545454546	2.6		5.2	a	663
419	SEVERE	grave	severe	6.05	5.2	3.8	2.2857142857142856	6.771428571428571	4.0285714285714285	2.28	6.76	4.12	2.3		3.8	a	454
425	BE LATE	ritardato	delayed	6.1	6.55	4.85	2.8181818181818183	5.386363636363637	4.7727272727272725	2.8529411764705883	5.323529411764706	4.882352941176471	2.7		4.4	a/s	861
45	EVIL	malvagio	wicked	5.3	5.8	4.15	2.272727272727273	6.545454545454546	4.818181818181818	1.8571428571428572	6.523809523809524	4.714285714285714	3.0		5.0	a/s	585
474	DRESS	abito	dress	8.2	8.35	8.6	7.2727272727272725	5.575757575757576	6.03030303030303	7.478260869565218	6.0	6.217391304347826	6.8		5.6	s	8
480	PLATE	piatto	plate	8.85	8.9	8.95	6.0	5.171428571428572	5.628571428571429	6.16	5.16	5.76	5.6		5.3	a/s	761
487	SHY	timido	timid	7.7	7.05	4.7	3.942857142857143	4.885714285714286	4.514285714285714	4.16	4.8	4.52	3.4		4.5	a	1029
488	MANNER	modo	manner	6.4	3.4	2.4	5.1875	4.59375	5.46875	5.318181818181818	4.909090909090909	5.454545454545454	4.9		5.5	s	626
494	FLIRT	flirtare	flirt	6.7	6.55	6.8	6.0	5.757575757575758	6.212121212121212	6.130434782608695	5.869565217391305	6.130434782608695	5.7		6.4	v	393
500	CRUEL	crudele	cruel	4.85	6.1	5.65	2.676470588235294	5.264705882352941	4.764705882352941	2.75	5.5	5.0	2.5		4.2	a	254
503	FROG	rana	frog	6.0	7.6	7.6	4.363636363636363	5.121212121212121	5.242424242424242	4.304347826086956	5.608695652173913	5.173913043478261	4.5		5.4	s	826
504	LEARN	apprendere	learn	6.6	6.65	5.45	7.676470588235294	6.823529411764706	5.970588235294118	7.583333333333333	6.916666666666667	6.25	7.9		5.3	v	58
528	DREADFUL	orribile	dreadful	5.85	5.3	3.95	2.5454545454545454	6.757575757575758	3.909090909090909	2.0434782608695654	7.173913043478261	3.652173913043478	3.7		4.5	a	705
541	POETRY	poesia	poetry	7.2	7.05	5.85	7.411764705882353	4.411764705882353	6.088235294117647	7.583333333333333	4.208333333333333	6.041666666666667	7.0		6.2	s	774
545	SPRUCE	abete	fir	7.75	8.3	8.05	6.171428571428572	4.514285714285714	5.3428571428571425	6.083333333333333	4.666666666666667	5.541666666666667	6.363636363636363		4.909090909090909	s	5
554	HINDER	ostacolare	hinder	6.9	6.15	4.7	3.411764705882353	6.764705882352941	4.735294117647059	3.2916666666666665	6.916666666666667	4.958333333333333	3.7		4.2	v	710
557	OFFEND	offendere	offend	5.25	5.65	3.75	2.4516129032258065	6.806451612903226	5.580645161290323	2.238095238095238	7.0	5.285714285714286	2.9		6.2	v	685
559	BROTHER (OF MAN)	fratello	brother	7.4	8.25	8.3	8.483870967741936	6.774193548387097	6.0	8.619047619047619	6.761904761904762	5.9523809523809526	8.2		6.1	s	403
583	KIND OR POLITE	cortese	kind	6.15	5.0	4.35	7.388888888888889	4.583333333333333	5.805555555555555	7.538461538461538	4.6923076923076925	5.846153846153846	7.0		5.7	a	244
584	DIFFICULT	duro	hard	6.95	6.65	5.75	5.0	5.242424242424242	4.96969696969697	5.0	5.2727272727272725	4.863636363636363	5.0		5.181818181818182	a	317
586	GARDEN	giardino	garden	7.9	8.25	8.4	7.542857142857143	4.171428571428572	5.942857142857143	7.72	4.8	6.08	7.1		5.6	s	430
590	NAKED	svestito	naked	6.7	7.7	6.85	4.96875	5.59375	5.03125	4.7272727272727275	5.863636363636363	4.590909090909091	5.5		6.0	a	999
597	PHYSICIAN	dottore	doctor	7.8	7.95	8.05	5.411764705882353	5.205882352941177	4.294117647058823	5.208333333333333	5.625	4.0	5.9		5.0	s	315
600	STRANGE	strano	odd	7.45	6.2	2.85	5.212121212121212	5.303030303030303	5.090909090909091	5.043478260869565	5.3478260869565215	5.086956521739131	5.6		5.1	a	982
603	COAT	cappotto	coat	8.65	8.6	8.75	7.0606060606060606	4.606060606060606	5.303030303030303	7.434782608695652	4.6521739130434785	5.565217391304348	6.2		4.7	s	164
604	GLASS	bicchiere	glass	8.55	8.8	8.85	5.757575757575758	4.0	6.0	5.666666666666667	4.142857142857143	6.0	5.916666666666667		6.0	s	118
606	GRASS	erba	grass	6.9	7.45	7.45	6.363636363636363	4.484848484848484	5.363636363636363	6.304347826086956	4.0	5.434782608695652	6.5		5.2	s	332
613	HIGH TIDE	inondazione	flood	5.55	7.1	6.9	2.242424242424242	6.909090909090909	3.8484848484848486	2.4347826086956523	6.869565217391305	3.652173913043478	1.8		4.3	s	507
615	HORSE	cavallo	horse	7.55	8.1	8.4	6.411764705882353	5.382352941176471	5.823529411764706	6.5	5.75	6.125	6.2		5.1	s	183
616	HOSPITAL	ospedale	hospital	7.3	8.2	8.45	2.8285714285714287	6.714285714285714	4.057142857142857	2.8	7.04	4.08	2.9		4.0	s	708
620	INSECT	insetto	insect	7.2	7.75	7.55	3.272727272727273	6.303030303030303	4.121212121212121	2.9545454545454546	6.5	3.909090909090909	3.909090909090909		4.545454545454546	s	512
621	IRON	ferro	iron	7.75	7.95	8.4	4.411764705882353	5.235294117647059	4.647058823529412	4.25	5.541666666666667	4.666666666666667	4.8		4.6	s	375
624	LAKE	lago	lake	6.25	7.75	7.25	6.909090909090909	4.303030303030303	5.424242424242424	6.608695652173913	4.434782608695652	5.086956521739131	7.6		6.2	s	533
633	MARKET	mercato	market	7.05	8.2	7.55	6.181818181818182	4.757575757575758	5.636363636363637	6.809523809523809	4.714285714285714	5.761904761904762	5.083333333333333		5.416666666666667	s	610
