CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_EMOTION_DOMINANT	ENGLISH_EMOTION_INTENSITY	LINE_IN_SOURCE
3630	PLAN	plan	anticipation	0.570	1735
3632	GENEROUS	generous	joy	0.609	5611
3633	CURIOUS	curious	anticipation	0.633	1605
3639	AVOID	avoid	disgust	0.188	3386
3642	COMPLAIN	complain	anger	0.469	827
3644	AGREEMENT	agreement	trust	0.727	8418
3645	PERSUADE	persuade	trust	0.430	9407
3647	TICKLE (SOMEBODY)	tickle	anticipation	0.438	2074
3648	SERVE (SOMEONE)	serve	trust	0.414	9492
3649	PUNISH	punish	fear	0.531	4233
365	SPLASH	splash	surprise	0.609	7940
3658	BELLOWS	bellows	anger	0.562	568
3665	TRAVEL	travel	joy	0.409	6012
3667	LOST	lost	sadness	0.625	6834
3670	PLUNDER	plunder	anger	0.469	822
3673	MOURNING	mourning	sadness	0.969	6464
3679	GROWL	growl	anger	0.652	358
3685	HISS	hiss	anger	0.328	1161
3687	DESERT	desert	anger	0.206	1346
3689	BUBBLE	bubble	joy	0.141	6409
370	BARTER	barter	trust	0.398	9521
3701	HOLLOW	hollow	sadness	0.234	7622
3702	SLIPPERY	slippery	fear	0.181	5075
3703	STICKY	sticky	disgust	0.438	3016
3709	BRILLIANT	brilliant	anticipation	0.461	2023
3717	BADGER	badger	anger	0.406	993
3740	WHIRLWIND	whirlwind	fear	0.312	4837
3759	FOGGY	foggy	sadness	0.234	7619
3761	EMOTIONAL	emotional	sadness	0.438	7284
3762	SAFE	safe	joy	0.422	5995
379	BLUNT	dull	sadness	0.297	7530
380	WRINKLED	wrinkled	sadness	0.297	7529
3801	DATE (FRUIT)	date	joy	0.344	6120
3808	JUNGLE	jungle	fear	0.219	5020
3809	SCREAM (PRODUCE A CRY)	scream	anger	0.719	238
381	BLAME	blame	anger	0.484	792
3812	COWARDLY	cowardly	fear	0.531	4234
3813	DISOBEDIENT	disobedient	anger	0.485	780
382	GOVERN	govern	trust	0.547	8969
3844	CONTEMPT	contempt	anger	0.672	315
3845	DISAPPOINTMENT	disappointment	disgust	0.297	3281
3846	EXCITEMENT	excitement	anticipation	0.820	1484
3848	SURPRISE (FEELING)	surprise	fear	0.172	5086
3849	TRIUMPH	triumph	anticipation	0.664	1563
385	RESPECT (SOMEBODY)	respect	anticipation	0.438	2071
3854	SADNESS	sadness	sadness	0.864	6497
3859	MIDWIFE	midwife	anticipation	0.406	2146
3866	ABORTION	abortion	disgust	0.656	2587
3869	ANXIOUS	anxious	anticipation	0.641	1602
3871	MURDERER	assassin	anger	0.703	269
3873	CHOCOLATE	chocolate	anticipation	0.516	1864
3875	CRIMINAL	criminal	anger	0.714	253
3876	DENTIST	dentist	fear	0.312	4845
3877	DEPRESSION	depression	fear	0.508	4305
3878	DIAMOND	diamond	joy	0.500	5829
3881	PISTOL	rifle	anger	0.379	1057
3883	NOISY	noisy	anger	0.250	1286
3885	IMPATIENT	impatient	anticipation	0.586	1688
3886	TARANTULA	tarantula	fear	0.672	3841
3896	ROAR	roar	anger	0.515	699
3897	NATURE	nature	joy	0.500	5820
390	PUNISHMENT	punishment	anger	0.547	603
3902	TRUST (SOMEBODY)	trust	anticipation	0.391	2187
3903	SYMPATHIZE	sympathize	sadness	0.438	7264
391	BLESS	bless	anticipation	0.492	1933
3915	PRIDE	pride	joy	0.516	5782
3916	PLEASURE	pleasure	joy	0.803	5319
3917	DEVIL	devil	anger	0.719	237
392	MAGIC	magic	joy	0.712	5458
395	PILL	pill	trust	0.312	9720
3953	CHARITY	charity	joy	0.406	6016
3954	FRIENDSHIP	friendship	joy	0.591	5647
3955	HOSTILITY	hostility	anger	0.859	66
3956	DISPUTE	dispute	anger	0.531	655
3957	SYSTEM	system	trust	0.406	9510
3959	RELATIONSHIP	relationship	joy	0.514	5814
3961	TEAM	team	trust	0.664	8532
3962	DISCIPLINE	discipline	fear	0.344	4762
3963	SCENERY	scenery	joy	0.453	5947
3964	SPLENDOR	splendor	anticipation	0.555	1767
3965	TRAUMA	trauma	fear	0.828	3549
3967	CONTENT	content	joy	0.688	5494
3969	RESULT	result	anticipation	0.594	1674
3972	EXCITED	excited	anticipation	0.859	1482
3973	DEPRESSED	depressed	anger	0.297	1215
3974	UNHAPPY	unhappy	anger	0.364	1087
3975	NERVOUS	nervous	anticipation	0.602	1658
3976	EXPLODE	explode	anger	0.859	63
3978	COMPANION	companion	joy	0.406	6021
40	ENVY	envy	trust	0.219	9854
42	STINKING	stinking	disgust	0.742	2454
420	FOREST	woods	joy	0.312	6174
43	LEAD (GUIDE)	guide	trust	0.570	8855
44	INJURE	injure	anger	0.625	413
446	LOWER ARM	forearm	anger	0.156	1403
45	EVIL	evil	anger	0.706	266
477	LATE	late	sadness	0.125	7710
479	GROW	grow	anticipation	0.555	1780
482	NOBLE	noble	trust	0.648	8575
484	CONDEMN	condemn	anger	0.825	104
485	DISAPPEAR	disappear	fear	0.422	4545
487	SHY	shy	fear	0.140	5129
491	CENTER	center	trust	0.531	9026
494	FLIRT	flirt	anticipation	0.586	1695
495	REVENGE	revenge	anger	0.738	208
497	SCAR	scar	anger	0.422	955
500	CRUEL	cruel	anger	0.758	185
51	SORE	sore	anger	0.379	1048
52	SHIVER	shiver	anger	0.281	1243
526	HOWL	howl	anger	0.394	1034
528	DREADFUL	dreadful	anger	0.562	552
53	SPIRIT	spirit	joy	0.515	5796
539	NEST	nest	trust	0.398	9536
54	SHRINK	shrink	fear	0.234	4979
557	OFFEND	offend	anger	0.750	193
56	BAD LUCK	misfortune	fear	0.562	4151
569	SPOIL (BECOME SPOILED)	rot	disgust	0.891	2351
571	STING	sting	anger	0.544	633
578	KISS	kiss	anticipation	0.711	1519
579	BATTLE	battle	anger	0.697	282
584	DIFFICULT	difficult	fear	0.359	4700
586	GARDEN	garden	joy	0.333	6142
588	BROKEN	broken	anger	0.359	1096
597	PHYSICIAN	doctor	trust	0.641	8604
598	SHELL	shell	anger	0.234	1309
6	EARTHQUAKE	earthquake	anger	0.391	1039
600	STRANGE	strange	surprise	0.477	8091
602	HIDE (CONCEAL)	conceal	sadness	0.311	7513
609	HAIL	hail	trust	0.430	9429
610	PORT	harbor	trust	0.492	9169
613	HIGH TIDE	flood	fear	0.547	4176
615	HORSE	horse	trust	0.391	9558
616	HOSPITAL	hospital	fear	0.484	4386
618	PRECIPICE	precipice	fear	0.469	4396
620	INSECT	insect	fear	0.250	4968
621	IRON	iron	trust	0.398	9524
624	LAKE	lake	joy	0.103	6440
628	LEAF	leaf	joy	0.065	6451
630	LIGHT (RADIATION)	light	joy	0.297	6203
636	MILL	mill	anticipation	0.305	2290
639	MOUNTAIN	mountain	anticipation	0.375	2213
64	PIN	pin	trust	0.297	9755
641	MUSHROOM	fungus	disgust	0.625	2636
642	MUSIC	music	joy	0.531	5747
645	OCEAN	ocean	joy	0.286	6223
646	ASH	ashes	sadness	0.377	7379
65	AMBUSH	ambush	anger	0.661	345
650	PETROLEUM	petroleum	disgust	0.219	3359
651	SEAL	seal	trust	0.531	9015
655	POISON	poison	anger	0.697	279
656	POLICE	police	fear	0.328	4786
658	RAIN (PRECIPITATION)	rain	sadness	0.163	7681
661	RELIGION	religion	trust	0.469	9270
662	BATTERY	battery	anger	0.609	431
665	BEE	bee	anger	0.152	1413
671	SAND	sand	joy	0.109	6435
673	SCHOOL	school	trust	0.531	9021
674	MOUTH	mouth	surprise	0.172	8307
675	FAECES (EXCREMENT)	excrement	disgust	0.883	2353
680	BREAK (DESTROY OR GET DESTROYED)	break	joy	0.156	6396
681	DESTROY	demolish	anger	0.824	109
686	EASY	simple	joy	0.141	6411
690	BOTTOM	bottom	sadness	0.223	7627
699	SAD	sad	sadness	0.844	6519
702	CATCH	catch	surprise	0.320	8217
704	CLEAN	clean	joy	0.260	6265
706	DARK	dark	sadness	0.545	7031
709	TEACH	teach	joy	0.212	6338
713	STEAL	steal	anger	0.469	831
715	SHOUT	shout	anger	0.667	333
716	GROAN	groan	disgust	0.320	3246
717	SWEET	sweet	anticipation	0.445	2061
718	PAY	pay	anticipation	0.461	2020
719	FIND	found	joy	0.258	6269
72	CLAW	claw	anger	0.485	768
720	GOOD LUCK	luck	anticipation	0.594	1669
722	ATTACK	attack	anger	0.853	68
729	DAWN	dawn	anticipation	0.469	1991
730	SNAKE	snake	disgust	0.562	2754
733	EARN	earn	trust	0.562	8892
74	PUPPY	puppy	anticipation	0.500	1899
740	SHIP	ship	anticipation	0.383	2195
75	DISGRACE	disgrace	anger	0.484	797
752	STORE	store	anticipation	0.352	2247
754	HURRY	hurry	anticipation	0.695	1537
755	DENY	deny	anger	0.438	903
756	DEPEND	depend	anticipation	0.383	2196
760	KNOT	knot	fear	0.109	5150
761	COVER	cover	trust	0.375	9594
767	CORPSE	corpse	disgust	0.883	2352
772	BELT	belt	anger	0.364	1090
775	TRUMPET	trumpet	anger	0.059	1464
783	VICTORY	victory	anticipation	0.656	1574
785	STRONG	strong	trust	0.562	8894
789	PEOPLE	nation	trust	0.406	9501
79	WASTE	waste	disgust	0.695	2533
790	READY	ready	anticipation	0.500	1922
791	STRANGER	stranger	fear	0.453	4455
8	CURSE	curse	anger	0.688	295
805	SPINE	spine	anger	0.288	1225
806	BLANKET	blanket	trust	0.430	9399
810	LOCUST	locust	fear	0.375	4673
811	SOUL	soul	joy	0.401	6027
812	SLAVE	slave	anger	0.652	357
815	GOVERNMENT	government	fear	0.359	4693
819	STOMACH	stomach	disgust	0.312	3261
82	ANGER	anger	anger	0.811	135
820	LAMB	lamb	joy	0.219	6326
824	WITCH	witch	anger	0.242	1304
828	RACCOON	raccoon	fear	0.127	5132
83	FORBID	forbid	sadness	0.438	7262
830	SOOT	soot	disgust	0.320	3250
831	BASE	base	trust	0.430	9408
837	BLUE	blue	sadness	0.400	7343
838	REMAINS	remains	disgust	0.516	2840
842	LIQUOR	liquor	anger	0.075	1455
843	SPIDER	spider	disgust	0.461	2965
845	MURDER	murder	anger	0.897	31
848	THIRST	thirst	anticipation	0.578	1706
851	STABLE	stall	disgust	0.133	3416
852	PRIEST	priest	trust	0.508	9129
855	SEIZE	seize	fear	0.625	3969
857	STONE	stone	anger	0.258	1272
858	STORM	storm	anger	0.507	720
860	CAUSE	lawsuit	anger	0.386	1044
861	JUDGE	judge	trust	0.578	8831
866	WIN	win	joy	0.727	5423
871	RATTLESNAKE	rattlesnake	fear	0.641	3920
873	TAX	tax	sadness	0.142	7691
878	HELL	hell	anger	0.853	69
879	COUGH	cough	disgust	0.469	2956
882	PARROT	parrot	disgust	0.156	3402
883	TERMITE	termite	disgust	0.617	2652
884	SHARE	share	anticipation	0.445	2060
887	BITTER	bitterness	anger	0.594	469
888	POISONOUS	poisonous	anger	0.672	317
890	MULE	mule	anger	0.167	1397
892	TIME	time	anticipation	0.516	1862
894	TOAD	toad	disgust	0.367	3176
896	ANACONDA (WATER BOA)	anaconda	disgust	0.383	3151
898	TRADE	trade	trust	0.461	9299
899	PRESIDENT	president	trust	0.453	9322
90	INNOCENT	innocent	trust	0.703	8449
902	ADULTERY	adultery	disgust	0.727	2475
906	TREE	tree	anger	0.000	1481
909	GARBAGE	garbage	disgust	0.719	2484
910	DEATH	death	anger	0.574	542
912	COYOTE	coyote	fear	0.422	4538
92	SPOIL (SOMEBODY OR SOMETHING)	spoil	disgust	0.617	2654
923	LOVE	love	joy	0.828	5286
928	EMBRACE	hug	joy	0.672	5512
935	WAR	war	fear	0.942	3449
943	WATERFALL	waterfall	joy	0.453	5944
945	SPEAR	spear	anger	0.500	749
946	BLOOD	blood	fear	0.525	4260
953	RAPE	rape	anger	0.894	35
955	GREASY	greasy	disgust	0.672	2565
956	FLEE	flee	fear	0.594	4035
958	WILD ANIMAL	beast	anger	0.562	555
96	CRAWL	crawl	disgust	0.266	3311
960	WIND	wind	joy	0.109	6437
967	YEAST	ferment	anticipation	0.438	2069
976	WEAR	wear	trust	0.328	9685
978	WAVE	waves	joy	0.266	6257
981	ELBOW	elbow	anger	0.117	1442
983	CONVICT	convict	anger	0.621	425
992	CLIFF	cliff	fear	0.500	4333
995	QUIVER (FOR ARROWS)	quiver	fear	0.469	4402
