CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_FREQUENCY	ENGLISH_CD	ENGLISH_SUBTITLE_FREQUENCY	ENGLISH_SUBTITLE_CD	ENGLISH_FREQUENCY_LOG	ENGLISH_CD_LOG	LINE_IN_SOURCE
1059	STEPSON	stepson	3e+01	2e+01	0.5294117647058824	0.23843586075345732	1.4471580313422192	1.3222192947339193	24005
106	SATIATED	satiated	3e+00	3e+00	0.058823529411764705	0.0357653791130186	0.6020599913279624	0.6020599913279624	49029
1061	ARMOUR	armor	4e+02	2e+02	7.294117647058823	2.3485932284215547	2.571708831808688	2.296665190261531	6197
1062	LAW	law	6e+03	3e+03	116.31372549019608	30.007153075822604	3.773274348337454	3.401055725771844	789
1063	NEPHEW	nephew	8e+02	5e+02	16.58823529411765	5.662851692894612	2.9278834103307068	2.677606952720493	3259
1064	SHIELD	shield	4e+02	3e+02	8.196078431372548	3.051979017644254	2.622214022966295	2.4099331233312946	5202
1065	SPIDER WEB	web	5e+02	3e+02	9.215686274509803	3.4334763948497855	2.673020907128896	2.4608978427565478	4794
1066	CRIME	crime	4e+03	2e+03	71.23529411764706	21.24463519313305	3.5603849229720157	3.2511513431753545	1091
1067	JUDGMENT	judgment	8e+02	7e+02	16.45098039215686	7.8206962327134	2.9242792860618816	2.8175653695597807	2563
1068	COURT	court	5e+03	2e+03	100.72549019607843	21.924177396280403	3.7107940999303275	3.2648178230095364	1054
1069	GLUE	glue	3e+02	2e+02	5.882352941176471	2.622794468288031	2.4785664955938436	2.3443922736851106	5732
107	OMEN	omen	9e+01	6e+01	1.7058823529411764	0.7153075822603719	1.9444826721501687	1.7853298350107671	13180
1070	BUS	bus	4e+03	2e+03	74.17647058823529	18.43109203624225	3.5779511277297553	3.1894903136993675	1261
1071	HOOK	hook	2e+03	1e+03	38.0	15.319504053409634	3.2875778090787056	3.109240968588203	1467
1072	PRISONER	prisoner	1e+03	6e+02	23.137254901960784	7.522651406771579	3.072249897613515	2.800717078282385	2640
1074	FISHHOOK	fishhook	2e+00	2e+00	0.0392156862745098	0.023843586075345733	0.47712125471966244	0.47712125471966244	52524
1075	TRAP (PITFALL)	trap	1e+03	8e+02	23.84313725490196	9.60896518836433	3.085290578230065	2.90687353472207	2193
1076	EMERGE (APPEAR)	appear	1e+03	1e+03	23.372549019607842	11.409155937052933	3.076640443670342	2.9813655090785445	1892
1077	WHEAT	wheat	3e+02	2e+02	5.745098039215686	2.420123986647592	2.4683473304121573	2.3096301674258988	6092
1078	MAIN	main	2e+03	1e+03	42.72549019607843	16.690510252742012	3.3384564936046046	3.1464381352857744	1358
1079	FEEL	feel	3e+04	7e+03	627.2352941176471	86.61182641869338	4.505014240084107	3.861295393526696	183
108	RUDDER	rudder	2e+02	7e+01	3.8823529411764706	0.8583690987124464	2.298853076409707	1.863322860120456	11690
1080	VULGAR	vulgar	2e+02	1e+02	3.2745098039215685	1.7525035765379113	2.225309281725863	2.1702617153949575	7501
1082	MERCHANT	merchant	1e+02	1e+02	2.8627450980392157	1.2756318550309966	2.167317334748176	2.03342375548695	9179
1084	CALL	call	4e+04	8e+03	861.3921568627451	90.08106819265618	4.642780974929156	3.8783494222177755	163
1085	FOLLOW	follow	6e+03	3e+03	123.19607843137256	40.903671912255604	3.7982361763679355	3.535547279176668	590
1086	WORK (ACTIVITY)	work	4e+04	8e+03	798.0196078431372	91.44015259895089	4.60959440922522	3.8848519827459977	154
1087	CONCEIVE	conceive	1e+02	1e+02	2.2941176470588234	1.251788268955651	2.0718820073061255	2.0253058652647704	9266
1088	SINK (DESCEND)	sink	9e+02	6e+02	16.92156862745098	7.701478302336672	2.936513742478893	2.8109042806687006	2591
109	FOREIGN	foreign	1e+03	7e+02	22.294117647058822	8.929422985216977	3.056142262059052	2.8750612633917	2312
1090	BE BORN	born	4e+03	3e+03	83.68627450980392	30.5793991416309	3.6303261548039467	3.4092566520389096	776
1091	SALTY	salty	1e+02	1e+02	2.4901960784313726	1.251788268955651	2.1072099696478683	2.0253058652647704	9296
1092	HOPE	hope	2e+04	6e+03	320.62745098039215	72.99713876967097	4.213597436747359	3.7870351820262234	281
1093	MIDDLE	mid	6e+01	6e+01	1.2549019607843137	0.6676204101096805	1.8129133566428555	1.7558748556724915	13689
1094	FASTEN	fasten	2e+02	2e+02	3.7254901960784315	1.8001907486886028	2.2810333672477277	2.1818435879447726	7351
1095	LET GO OR SET FREE	release	2e+03	1e+03	36.294117647058826	13.996185026227945	3.2676409823459154	3.070037866607755	1589
1096	SONG	song	5e+03	2e+03	93.68627450980392	23.1998092513114	3.6793370305207937	3.2893659515200318	1002
1097	ABANDON	abandon	4e+02	3e+02	8.098039215686274	3.7195994277539346	2.617000341120899	2.4955443375464483	4520
1098	WEIGH	weigh	4e+02	3e+02	7.117647058823529	3.3738674296614213	2.561101383649056	2.4533183400470375	4842
11	DARKNESS	darkness	9e+02	6e+02	17.49019607843137	6.7596566523605155	2.9508514588885464	2.754348335711019	2859
1100	COOK (SOMETHING)	cooking	1e+03	9e+02	25.627450980392158	10.705770147830235	3.1166077439882485	2.9537596917332287	1998
1101	SUFFER	suffer	1e+03	9e+02	22.50980392156863	10.705770147830235	3.060320028688285	2.9537596917332287	2001
1102	CLIMB	climb	1e+03	7e+02	19.745098039215687	8.631378159275155	3.0034605321095067	2.8603380065709936	2374
1103	SACRIFICE	offering	8e+02	7e+02	15.235294117647058	8.047210300429185	2.890979596989689	2.829946695941636	2500
1104	NURSE	nurse	2e+03	1e+03	44.98039215686274	13.102050548402481	3.36078268987328	3.041392685158225	1680
1105	CAMP	camp	3e+03	1e+03	51.21568627450981	13.042441583214115	3.4171394097273255	3.0394141191761372	1688
1107	GO OUT	exit	8e+02	6e+02	15.568627450980392	6.783500238435861	2.9003671286564705	2.7558748556724915	2848
1108	UNCOVER	uncover	1e+02	9e+01	1.9215686274509804	1.0371959942775395	1.99563519459755	1.9444826721501687	10449
1109	WOUND	wound	1e+03	9e+02	26.529411764705884	11.170720076299476	3.1316186643491255	2.9722028383790646	1934
111	DRUMMING	drumming	6e+01	5e+01	1.1176470588235294	0.5603242727706247	1.7634279935629373	1.6812412373755872	15113
1110	SHARK	shark	8e+02	3e+02	14.980392156862745	3.0758226037195997	2.8836614351536176	2.413299764081252	5179
1111	CAR	car	2e+04	5e+03	483.05882352941177	61.44492131616595	4.391587823509949	3.7122286696195355	381
1112	SUCCEED	succeed	5e+02	4e+02	9.450980392156863	4.732951835956128	2.683947130751512	2.5998830720736876	3772
1113	WRAP	wrap	9e+02	7e+02	17.80392156862745	8.77443967572723	2.9585638832219674	2.8674674878590514	2344
1114	BULLET	bullet	2e+03	1e+03	38.23529411764706	11.993323795898904	3.2902572693945182	3.003029470553618	1811
1115	SPEECH	speech	2e+03	1e+03	38.03921568627451	12.994754411063425	3.2880255353883627	3.037824750588342	1692
1117	LIKE	like	2e+05	8e+03	3998.9607843137255	99.43967572722939	5.309519450799361	3.9212701855098127	43
1119	DIVIDE	divide	3e+02	2e+02	5.8431372549019605	2.944682880305198	2.4756711883244296	2.3944516808262164	5319
1120	HONEST	honest	4e+03	2e+03	72.33333333333333	27.78969957081545	3.56702636615906	3.3677285460869766	851
1121	SECRET	secret	6e+03	3e+03	109.50980392156863	33.94134477825465	3.747100931364986	3.4545399849648186	708
1122	WAGES	wages	2e+02	1e+02	3.8823529411764706	1.609442060085837	2.298853076409707	2.1335389083702174	7900
1123	PREGNANT	pregnant	3e+03	1e+03	52.01960784313726	14.401525989508823	3.4239009185284166	3.0824263008607717	1544
1124	PIPE	pipe	1e+03	6e+02	19.392156862745097	7.665712923223653	2.99563519459755	2.808885867359812	2598
1125	BALD	bald	5e+02	3e+02	9.72549019607843	3.9818788745827374	2.696356388733332	2.525044807036845	4290
1127	SEND	send	9e+03	4e+03	179.7843137254902	50.667620410109684	3.962369335670021	3.628491104967123	489
1128	ORDER	order	8e+03	4e+03	156.5686274509804	45.60085836909872	3.9023293058583186	3.582744965691277	533
1129	PAINFUL	hurting	1e+03	8e+02	19.098039215686274	9.501669051025274	2.989004615698537	2.9020028913507296	2206
1132	BEAM	beam	4e+02	2e+02	8.72549019607843	2.765855984740105	2.649334858712142	2.367355921026019	5531
1133	MATCH	matches	7e+02	5e+02	12.92156862745098	6.175488793514545	2.8195439355418688	2.7151673578484576	3067
1134	DIVORCE	divorce	2e+03	9e+02	32.72549019607843	10.383881735813066	3.2227164711475833	2.940516484932567	2049
1135	KICK	kick	4e+03	2e+03	73.41176470588235	25.786838340486412	3.5734518220354854	3.3352572564345317	891
1136	RABBIT	rabbit	1e+03	4e+02	20.941176470588236	5.329041487839771	3.028977705208778	2.651278013998144	3434
1137	TENDON	sinew	7e+00	7e+00	0.13725490196078433	0.08345255126371007	0.9030899869919435	0.9030899869919435	37106
1138	FAIRY	fairy	9e+02	4e+02	16.686274509803923	5.126371006199332	2.9304395947667	2.6344772701607315	3550
1139	LEOPARD	leopard	3e+02	8e+01	5.411764705882353	1.0014306151645207	2.4424797690644486	1.9294189257142926	10636
114	PORPOISE	porpoise	2e+01	1e+01	0.35294117647058826	0.16690510252742013	1.2787536009528289	1.1760912590556813	28032
1140	FATIGUE	fatigue	9e+01	7e+01	1.8235294117647058	0.8822126847877921	1.9731278535996986	1.8750612633917	11457
1141	PITY	pity	1e+03	8e+02	23.50980392156863	9.954697186456844	3.0791812460476247	2.9222062774390163	2128
1142	URINE	urine	3e+02	2e+02	6.509803921568627	2.6585598474010492	2.5224442335063197	2.3502480183341627	5695
1143	OVEN	oven	5e+02	3e+02	8.882352941176471	3.946113495469719	2.6570558528571038	2.5211380837040362	4322
1144	WITNESS	witness	3e+03	1e+03	51.3921568627451	14.568431092036244	3.4186326873540653	3.0874264570362855	1529
1145	SWAMP	swamp	5e+02	2e+02	8.980392156862745	2.432045779685265	2.661812685537261	2.311753861055754	6073
1146	AUBERGINE	eggplant	6e+01	4e+01	1.0980392156862746	0.4887935145445875	1.7558748556724915	1.6232492903979006	16315
1147	PURE	pure	1e+03	1e+03	24.92156862745098	11.34954697186457	3.104487111312395	2.979092900638326	1907
1148	BRUISE	bruise	2e+02	1e+02	3.235294117647059	1.5736766809728184	2.220108088040055	2.123851640967086	7983
1149	ORPHAN	orphan	3e+02	2e+02	5.745098039215686	2.2651406771578446	2.4683473304121573	2.2810333672477277	6375
1150	THUNDER	thundering	5e+01	2e+01	0.9215686274509803	0.2980448259418217	1.6812412373755872	1.414973347970818	21439
1151	VEIL	veil	2e+02	1e+02	2.9607843137254903	1.2875536480686696	2.1818435879447726	2.037426497940624	9139
1152	BEGET	beget	2e+01	1e+01	0.3137254901960784	0.1430615164520744	1.2304489213782739	1.1139433523068367	29304
1153	CATTLE	cattle	7e+02	3e+02	13.215686274509803	3.147353361945637	2.829303772831025	2.423245873936808	5090
1155	CAVE	cave	7e+02	4e+02	13.980392156862745	4.351454458750596	2.8536982117761744	2.5634810853944106	4038
1156	OPEN	open	2e+04	6e+03	320.4117647058824	69.70672389127326	4.213305206162794	3.767007363949804	310
1157	BECAUSE	because	5e+04	8e+03	1071.0196078431372	94.30138292799238	4.737375548745249	3.898231384513097	130
1158	STEP	step	6e+03	3e+03	118.66666666666667	39.85455412494039	3.781970673912552	3.524266268766979	608
1159	FART	fart	3e+02	2e+02	6.431372549019608	2.408202193609919	2.5171958979499744	2.307496037913213	6100
1160	THIEF	thief	1e+03	7e+02	24.274509803921568	8.392942298521698	3.0930713063760633	2.848189116991399	2410
1161	THREAD	thread	3e+02	2e+02	5.1568627450980395	2.503576537911302	2.4216039268698313	2.3242824552976926	5948
1162	INTENTION	intention	6e+02	5e+02	10.96078431372549	5.436337625178827	2.7481880270062002	2.6599162000698504	3379
1163	BRIBE (AMOUNT)	bribe	3e+02	2e+02	6.03921568627451	2.8612303290414878	2.4899584794248346	2.3820170425748683	5411
1165	MOUSTACHE	mustache	3e+02	2e+02	4.9411764705882355	2.1101573676680974	2.403120521175818	2.250420002308894	6664
1167	GRUEL	gruel	2e+01	2e+01	0.45098039215686275	0.20267048164043874	1.380211241711606	1.255272505103306	25597
1169	OX	ox	4e+02	2e+02	7.784313725490196	2.1340009537434432	2.5998830720736876	2.255272505103306	6619
117	IMITATE	imitate	9e+01	8e+01	1.803921568627451	0.9298998569384836	1.968482948553935	1.8976270912904414	11116
1171	MIRROR	mirror	1e+03	9e+02	24.176470588235293	10.383881735813066	3.091315159697223	2.940516484932567	2052
1172	SHOOT	shoot	8e+03	3e+03	164.94117647058823	38.91273247496424	3.924950888915611	3.5138831856110926	629
1173	EYEBROW	eyebrows	2e+02	1e+02	3.2941176470588234	1.6332856461611827	2.2278867046136734	2.1398790864012365	7816
1174	YESTERDAY	yesterday	5e+03	3e+03	96.76470588235294	36.00381497377206	3.6933751510251853	3.4801507252732806	678
1175	GHOST	ghost	2e+03	8e+02	36.588235294117645	9.10824988078207	3.2711443179490782	2.8836614351536176	2280
1177	DIARRHEA	diarrhea	1e+02	9e+01	2.392156862745098	1.0610395803528851	2.089905111439398	1.954242509439325	10254
1178	NOSTRIL	nostrils	8e+01	8e+01	1.607843137254902	0.9537434430138293	1.919078092376074	1.9084850188786497	10967
118	BEWITCH	bewitch	6e+00	6e+00	0.11764705882352941	0.0715307582260372	0.8450980400142568	0.8450980400142568	37590
1182	NOISE	noise	2e+03	1e+03	34.88235294117647	14.926084883166428	3.250420002308894	3.09795107099415	1498
1183	PALM OF HAND	palm	7e+02	4e+02	13.235294117647058	5.185979971387697	2.829946695941636	2.639486489268586	3515
1184	DIMINISH	diminish	4e+01	4e+01	0.8235294117647058	0.5007153075822603	1.6334684555795864	1.6334684555795864	16082
1185	VULTURE	vulture	9e+01	6e+01	1.7647058823529411	0.7629947544110635	1.9590413923210936	1.8129133566428555	12705
1187	GOOSE	goose	7e+02	4e+02	13.03921568627451	4.4825941821649975	2.823474229170301	2.576341350205793	3950
1188	CHARCOAL	charcoal	9e+01	7e+01	1.7647058823529411	0.798760133524082	1.9590413923210936	1.8325089127062364	12227
1189	ULCER	ulcer	1e+02	9e+01	2.5686274509803924	1.0252742012398666	2.12057393120585	1.9395192526186185	10509
119	DIVE	dive	7e+02	3e+02	12.823529411764707	3.934191702432046	2.816241299991783	2.519827993775719	4328
1190	HARE	jackrabbit	3e+01	3e+01	0.6470588235294118	0.33381020505484027	1.5314789170422551	1.462397997898956	20079
1192	THREATEN	threaten	4e+02	4e+02	8.529411764705882	4.434907010014307	2.639486489268586	2.571708831808688	3992
1193	STEAM	steam	7e+02	4e+02	13.450980392156863	4.86409155937053	2.8369567370595505	2.611723308007342	3690
1194	BEAVER	Beaver	2e+02	1e+02	4.823529411764706	1.514067715784454	2.392696953259666	2.1072099696478683	8206
1197	BABOON	baboon	9e+01	8e+01	1.7058823529411764	0.9060562708631379	1.9444826721501687	1.8864907251724818	11270
1198	MANY	most	2e+04	6e+03	350.7647058823529	73.12827849308536	4.252610340567373	3.787814567063023	278
1199	WIFE	wives	8e+02	6e+02	15.431372549019608	6.783500238435861	2.8965262174895554	2.7558748556724915	2854
12	MIDDAY	midday	4e+01	4e+01	0.8235294117647058	0.4291845493562232	1.6334684555795864	1.568201724066995	17622
120	PITCHER	pitcher	2e+02	1e+02	3.235294117647059	1.2756318550309966	2.220108088040055	2.03342375548695	9192
1200	HUSBAND	husband	1e+04	3e+03	194.80392156862746	40.25989508822127	3.997211582832505	3.5286596452349897	599
1201	FEATHER	plume	2e+01	2e+01	0.47058823529411764	0.17882689556509299	1.3979400086720377	1.2041199826559248	27257
1202	BIG	great	4e+04	7e+03	820.8627450980392	88.96041964711493	4.621851095544312	3.8729134416203954	171
1203	LONG	long	3e+04	8e+03	675.156862745098	90.379113018598	4.536987475130602	3.8797837800904156	159
1204	BARK	bark	3e+02	2e+02	5.490196078431373	2.4678111587982836	2.44870631990508	2.3180633349627615	5990
1205	TONGUE	tongue	2e+03	1e+03	31.15686274509804	13.316642823080592	3.2013971243204513	3.0484418035504044	1647
1207	YOUNG	young	1e+04	5e+03	243.1764705882353	55.85360038149738	4.093526743699675	3.670802284260944	438
1208	CAT	cat	3e+03	1e+03	66.33333333333333	16.523605150214593	3.529430354366986	3.1420764610732848	1371
1209	I	I	2e+06	8e+03	39971.1568627451	99.80925131139723	6.30931710712425	3.9228810912082936	10
121	SPIN	spin	7e+02	6e+02	14.627450980392156	6.5569861707200765	2.873320601815399	2.741151598851785	2931
1210	HEAVY	heaviness	1e+01	1e+01	0.21568627450980393	0.11921793037672866	1.0791812460476249	1.0413926851582251	31873
1211	HE	he	4e+05	8e+03	7637.196078431372	99.54697186456843	5.590505231992681	3.9217384836845985	29
1212	WE	we	5e+05	8e+03	9011.901960784313	99.6542680019075	5.662387579471464	3.9222062774390163	21
1213	YOU	ye	6e+02	3e+02	12.568627450980392	3.6242250834525516	2.807535028068853	2.484299839346786	4622
1214	THIS	these	5e+04	8e+03	904.0	93.586075345732	4.663748026358395	3.8949249773595436	137
1215	THOU	thou	1e+03	4e+02	22.431372549019606	4.589890319504054	3.0588054866759067	2.586587304671755	3884
1216	MOTHER	mother	2e+04	6e+03	479.921568627451	66.23748211731045	4.388758187849104	3.744840396785379	341
1217	FATHER	father	3e+04	5e+03	554.4901960784314	64.92608488316642	4.451479405124862	3.736157375273132	351
1218	ROPE	ropes	3e+02	2e+02	5.9411764705882355	2.7300906056270864	2.482873583608754	2.361727836017593	5585
1219	WORM	worms	3e+02	2e+02	6.294117647058823	2.3724368144969006	2.507855871695831	2.3010299956639813	6175
122	CART	cart	5e+02	3e+02	9.03921568627451	3.874582737243682	2.6646419755561257	2.513217600067939	4375
1220	TAIL	tail	1e+03	8e+02	23.901960784313726	9.787792083929423	3.0863598306747484	2.9148718175400505	2153
1221	NOSE	nose	4e+03	2e+03	69.74509803921569	25.333810205054842	3.5512059437479064	3.327563260187278	908
1222	PENIS	penis	7e+02	3e+02	13.411764705882353	4.113018597997139	2.8356905714924254	2.5390760987927767	4197
1223	HEART	heart	1e+04	5e+03	244.1764705882353	54.625655698617074	4.095308861385381	3.6611498572447867	450
1224	LIVER	liver	7e+02	4e+02	14.294117647058824	5.1025274201239865	2.863322860120456	2.6324572921847245	3564
1225	DAY (NOT NIGHT)	daytime	2e+02	2e+02	3.784313725490196	1.883643299952313	2.287801729930226	2.2013971243204513	7129
1226	YEAR	year	1e+04	5e+03	277.921568627451	59.38245112064855	4.151523067564944	3.6974037232004875	401
1227	BOARD	plank	1e+02	6e+01	2.0392156862745097	0.7510729613733906	2.0211892990699383	1.806179973983887	12796
1228	EARTH (SOIL)	soil	4e+02	3e+02	7.784313725490196	3.4692417739628043	2.5998830720736876	2.4653828514484184	4755
1229	OLD	overgrown	5e+01	5e+01	0.9607843137254902	0.5603242727706247	1.6989700043360187	1.6812412373755872	15174
123	FOREHEAD	forehead	4e+02	3e+02	7.8431372549019605	4.005722460658083	2.603144372620182	2.5276299008713385	4270
1230	DIRTY	dirty	3e+03	2e+03	66.45098039215686	24.558893657606106	3.530199698203082	3.3140779917792127	943
1231	NEW	new	4e+04	7e+03	723.7843137254902	86.28993800667621	4.5671911078833825	3.8596785766284483	186
1232	WARM	warm	3e+03	2e+03	52.13725490196079	22.377205531711972	3.424881636631067	3.273695587930092	1035
1233	NIGHT	night	4e+04	7e+03	866.0392156862745	87.99475441106343	4.645117566806543	3.8681740408596386	176
1234	SMOOTH	smooth	9e+02	7e+02	18.274509803921568	8.464473056747735	2.9698816437465	2.851869600729766	2394
1235	WHO	who	1e+05	8e+03	2222.9411764705883	99.1654744873629	5.054501977390549	3.920071124297524	54
1236	WHAT	What	5e+05	8e+03	9842.450980392157	99.72579876013353	5.70067430178157	3.9225178602446116	15
1237	WHERE	Where	9e+04	8e+03	1830.2156862745098	98.47401049117788	4.97007710209508	3.9170326221623935	74
1238	WHEN	when	1e+05	8e+03	2034.0980392156862	99.09394372913687	5.015946243657567	3.9197577805018944	56
124	THORN	Thorn	3e+02	7e+01	5.098039215686274	0.8464473056747736	2.416640507338281	1.8573324964312685	11828
1240	NOT	not	3e+05	8e+03	5424.9607843137255	99.53505007153076	5.441968348923855	3.921686475483602	33
1241	SOME	several	2e+03	1e+03	38.78431372549019	17.56080114449213	3.296445794206396	3.1684974835230326	1315
1242	FEW	few	2e+04	6e+03	301.8235294117647	71.91225560324273	4.187351482223461	3.780533325316404	295
1243	WIDE	wide	1e+03	1e+03	23.80392156862745	11.707200762994756	3.084576277934331	2.9925535178321354	1856
1244	THICK	thick	7e+02	6e+02	13.980392156862745	6.723891273247497	2.8536982117761744	2.7520484478194387	2879
1245	BUTTER	butter	1e+03	7e+02	20.431372549019606	8.011444921316166	3.018284308426531	2.828015064223977	2507
1246	SMALL	little	7e+04	8e+03	1446.3921568627452	96.23271340009538	4.867862121672578	3.907034952483417	112
1247	EAR	ears	2e+03	1e+03	33.431372549019606	15.212207916070577	3.231979026831504	3.1061908972634154	1474
1248	EYE	eyes	1e+04	5e+03	221.54901960784315	56.81926561754888	4.05307844348342	3.678245151927042	426
1251	BELLY	abdomen	2e+02	1e+02	3.3529411764705883	1.4544587505960898	2.2355284469075487	2.089905111439398	8412
1252	HOUSE	casa	1e+02	9e+01	2.6862745098039214	1.0848831664282308	2.1398790864012365	1.9637878273455553	10124
1254	HANDLE	handle	6e+03	3e+03	108.41176470588235	39.00810681926562	3.7427251313046983	3.5149460053080044	628
1256	HEAD	head	2e+04	6e+03	371.5098039215686	75.03576537911302	4.277563376055919	3.7989957344438814	268
