CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	POS	WORDNET_ID	NLTK_NAME	HYPERNYMS	HYPONYMS	HYPERNYM_NAMES	HYPONYM_NAMES	IN_DEGREE	OUT_DEGREE	LINE_IN_SOURCE
2396	KNOCK	knock	v	01414467-v	knock.v.02	01414288-v		rap.v.01		1	0	1162
24	PRAY	pray	v	00759944-v	pray.v.01	00760187-v		commune.v.01		1	0	561
240	ELECTION	election	n	00181781-n	election.n.01	00182213-n	00183240-n;00182435-n;00182571-n;00181373-n;00183357-n	vote.n.02	by-election.n.01;general_election.n.01;primary.n.01;reelection.n.01;runoff.n.02	1	5	161
2407	BIRTHDAY	birthday	n	15250178-n	birthday.n.01	15249799-n		anniversary.n.01		1	0	4945
2408	CAKE	cake	n	07628870-n	cake.n.03	07622061-n	07629697-n;07629797-n;07629988-n;07634048-n;07630089-n;07630220-n;07630294-n;07630398-n;07630512-n;07635155-n;07630782-n;07630909-n;07631023-n;07631212-n;07638676-n;07631350-n;07631834-n;07634514-n;07633146-n;07634306-n;07633861-n;07633369-n;07634406-n;07640203-n;07633640-n;07633229-n;07633743-n;07642070-n;07633960-n;07634605-n;07633064-n;07632037-n;07634751-n;07633511-n;07634141-n;07642182-n;07641699-n;07632802-n;07632980-n	baked_goods.n.01	applesauce_cake.n.01;baba.n.01;birthday_cake.n.01;boston_cream_pie.n.01;cheesecake.n.01;chiffon_cake.n.01;chocolate_cake.n.01;coconut_cake.n.01;coffeecake.n.01;cookie.n.01;crumb_cake.n.01;crumpet.n.01;cupcake.n.01;eccles_cake.n.01;friedcake.n.01;fruitcake.n.02;gateau.n.01;genoise.n.01;gingerbread.n.01;honey_cake.n.01;jumble.n.02;layer_cake.n.01;marble_cake.n.01;pancake.n.01;petit_four.n.01;pound_cake.n.01;prune_cake.n.01;rock_cake.n.01;savarin.n.01;seedcake.n.01;spice_cake.n.01;sponge_cake.n.01;teacake.n.02;torte.n.01;upside-down_cake.n.01;victoria_sandwich.n.01;waffle.n.01;wedding_cake.n.01;white_cake.n.01	1	39	3706
2409	BROWN	brown	s	00372111-a	brown.s.01					0	0	297
2410	GOOD-LOOKING	attractive	a	00166146-a	attractive.a.01					0	0	148
2412	THANK (SOMEBODY)	thank	v	00892315-v	thank.v.01	00928630-v	00892467-v	convey.v.01	acknowledge.v.04	1	1	699
2423	CHANNEL	channel	n	03006398-n	channel.n.07	04406350-n		television_station.n.01		1	0	2221
2424	MEMBER	member	n	10307234-n	member.n.01	09816771-n	09807379-n;10308168-n;09876892-n;09885676-n;09910719-n;10308275-n;10308394-n;09944022-n;09944160-n;09957523-n;09944763-n;10083526-n;10181547-n;10181878-n;10190871-n;10203949-n;10223994-n;10230335-n;10240417-n;10441410-n;10539462-n;10539278-n;10539616-n;10602258-n;10621400-n;10728624-n	associate.n.01	areopagite.n.01;board_member.n.01;brother.n.02;cabalist.n.01;charter_member.n.01;clansman.n.01;club_member.n.01;commissioner.n.02;committee_member.n.01;conservative.n.02;council_member.n.01;fellow.n.05;homeboy.n.01;homegirl.n.01;huddler.n.01;inductee.n.01;joiner.n.01;kibbutznik.n.01;kolkhoznik.n.01;pledge.n.02;rosicrucian.n.01;rosicrucian.n.02;rotarian.n.01;sister.n.03;sodalist.n.01;tribesman.n.01	1	26	4268
2425	PROBLEM	problem	n	06784003-n	problem.n.02	06783768-n	06784966-n;06785541-n;06785101-n;06785840-n;06786358-n;06785367-n;06784639-n;06786486-n;06785223-n	question.n.02	case.n.08;gordian_knot.n.01;homework_problem.n.01;koan.n.01;pons_asinorum.n.01;poser.n.03;puzzle.n.01;rebus.n.01;riddle.n.01	1	9	3415
2426	CLIMATE	climate	n	14519366-n	climate.n.01	14516501-n		environmental_condition.n.01		1	0	4809
2427	FUTURE	future	n	15121625-n	future.n.01	00028270-n	15252770-n;15121880-n;15263925-n;15263675-n;15263795-n	time.n.05	by-and-by.n.01;kingdom_come.n.02;manana.n.01;offing.n.01;tomorrow.n.02	1	5	4901
2428	LIBRARY	library	n	03661043-n	library.n.05	02913152-n		building.n.01		1	0	2412
2429	LOGIC	logic	n	05871618-n	logic.n.03	05872477-n		principle.n.03		1	0	3087
243	FRESH	fresh	s	00205295-a	fresh.s.12					0	0	178
2430	OFFICE	office	n	03841666-n	office.n.01	03953020-n	02885882-n;03118846-n;03449858-n;03504723-n;03663433-n;03680629-n;03822504-n;04196677-n	place_of_business.n.01	box_office.n.02;countinghouse.n.01;government_office.n.01;headquarters.n.01;life_office.n.01;loan_office.n.02;newsroom.n.02;shipping_office.n.01	1	8	2474
2431	REVOLUTION	revolution	n	00962722-n	revolution.n.02	01080366-n	00963057-n	group_action.n.01	counterrevolution.n.01	1	1	785
2432	MARRIAGE	marriage	n	01036996-n	marriage.n.03	01027859-n	01037469-n;01037577-n;01037710-n;01248752-n	ritual.n.01	bridal.n.01;civil_marriage.n.01;love_match.n.01;remarriage.n.01	1	4	858
2434	TRAGEDY	tragedy	n	07016948-n	tragedy.n.02	06376154-n	07017161-n	drama.n.03	tragicomedy.n.01	1	1	3468
2435	UNIVERSITY	university	n	08286163-n	university.n.01	07965085-n	08286342-n;08287182-n	body.n.02	gown.n.02;varsity.n.01	1	2	3871
244	LEFT	left	a	02030935-a	left.a.04					0	0	1600
2449	FAT (OF MEAT AND FOOD)	fat	a	00986027-a	fat.a.01					0	0	813
2457	PATH OR ROAD	road	n	04096066-n	road.n.01	04564698-n	02671988-n;02930645-n;02986920-n;03040836-n;03107609-n;03182506-n;03242713-n;03244388-n;03519981-n;03671272-n;03990385-n;04097622-n;04204953-n;04215056-n;04229363-n;04274214-n;04426618-n;04463510-n;04500704-n	way.n.06	access_road.n.01;byway.n.01;causeway.n.01;clearway.n.01;corduroy.n.02;detour.n.01;drive.n.11;driveway.n.01;highway.n.01;line.n.14;post_road.n.01;roadway.n.01;shortcut.n.01;side_road.n.01;skid_road.n.02;speedway.n.01;thoroughfare.n.01;track.n.10;turnoff.n.02	1	19	2544
2466	WEIGHT	weight	n	04571292-n	weight.n.02	04285146-n	02790996-n;03255030-n	sports_equipment.n.01	barbell.n.01;dumbbell.n.01	1	2	2688
2467	GAME	game	n	00430606-n	game.n.03	00426928-n	00458641-n;00458890-n;00459845-n;00459570-n;00459979-n;00460078-n;00458800-n;00459284-n;00460541-n;00460344-n;00460706-n	diversion.n.01	catch.n.08;computer_game.n.01;ducks_and_drakes.n.01;guessing_game.n.01;mind_game.n.01;paper_chase.n.01;party_game.n.01;pinball.n.01;prisoner's_base.n.01;ring-around-the-rosy.n.01;treasure_hunt.n.01	1	11	334
2468	BAG	bag	n	02773838-n	bag.n.06	02774630-n	02967294-n;03420345-n;03460455-n;03865371-n;03986949-n;04570815-n	baggage.n.01	carpetbag.n.01;garment_bag.n.01;gripsack.n.01;overnighter.n.02;portmanteau.n.02;weekender.n.02	1	6	2088
2471	LADY	lady	n	10243137-n	lady.n.01	10787470-n	09847425-n	woman.n.01	begum.n.01	1	1	4251
248	HAPPEN	happen	v	00339934-v	happen.v.01		00342640-v;00339738-v;02378950-v;00345000-v;02600082-v;00339464-v;02594102-v;00341917-v;00344042-v;00345312-v;00342980-v;02611976-v;00342443-v;00341184-v;00343898-v;00344643-v;00344174-v;00340846-v;00341285-v;00341560-v;00343334-v;00340704-v;00341422-v;02739254-v;00341040-v;02634133-v		anticipate.v.06;arise.v.04;backfire.v.01;befall.v.01;break.v.28;break.v.53;chance.v.01;come.v.03;come_around.v.02;concur.v.02;develop.v.09;fall.v.08;fall.v.10;give.v.42;go_off.v.05;happen.v.02;happen.v.04;intervene.v.03;operate.v.05;proceed.v.04;recur.v.01;result.v.03;supervene.v.01;synchronize.v.02;transpire.v.04;turn_out.v.02	0	26	275
2483	COLD (OF WEATHER)	cold	a	01251128-a	cold.a.01					0	0	1077
2485	HIDE (ONESELF)	hide	v	02144835-v	hide.v.01		02147313-v;02147466-v;02148369-v;02147109-v;02158587-v;02148604-v;02640053-v;02157731-v;02145543-v;02145271-v;02371469-v;01483247-v		bosom.v.01;bury.v.01;cover.v.11;cover.v.19;disguise.v.01;harbor.v.04;lurk.v.01;obscure.v.01;obstruct.v.03;secrete.v.02;sweep_under_the_rug.v.01;veil.v.01	0	12	1680
249	FOG	mist	n	11482706-n	mist.n.01	11458314-n		fog.n.01		1	0	4429
2492	BOIL (SOMETHING)	boil	v	00328128-v	boil.v.02	00109660-v	00322719-v;00324231-v	change.v.02	overboil.v.02;simmer.v.01	1	2	262
250	LIGHT (COLOR)	light	a	00269989-a	light.a.06					0	0	225
2505	BEDROOM	bedroom	n	02821627-n	bedroom.n.01	04105893-n	02878534-n;03017070-n;03225108-n;03465718-n;03542860-n;03727465-n;03788601-n	room.n.01	boudoir.n.01;child's_room.n.01;dormitory.n.02;guestroom.n.01;hotel_room.n.01;master_bedroom.n.01;motel_room.n.01	1	7	2116
2506	LOOSE	loose	a	01446749-a	loose.a.03					0	0	1191
2509	EXCHANGE	exchange	n	01166258-n	exchange.n.03	01080366-n	01166760-n	group_action.n.01	tradeoff.n.01	1	1	983
2512	CHICK	chicken	n	01791625-n	chicken.n.02	01789740-n	01792530-n;01792042-n;01792158-n;01793565-n;01792640-n;01793715-n;01793435-n;01793340-n	domestic_fowl.n.01	capon.n.02;chick.n.01;cock.n.04;dominique.n.01;hen.n.01;orpington.n.01;rhode_island_red.n.01;spring_chicken.n.02	1	8	1409
2514	SPOUSE	spouse	n	10640620-n	spouse.n.01	10024362-n;10235549-n	09853305-n;09958724-n;10170598-n;10193967-n;10328782-n;10356066-n;10452260-n;10780632-n	domestic_partner.n.01;relative.n.01	bigamist.n.01;consort.n.01;helpmate.n.01;husband.n.01;monogamist.n.01;newlywed.n.01;polygamist.n.01;wife.n.01	2	8	4356
2516	WATER BUFFALO	water	n	14845743-n	water.n.01	14618834-n;14940100-n	14773787-n;15059797-n;14836851-n;14837258-n;15009326-n;14847503-n;14905422-n;14846517-n;14937093-n;14950055-n;15008847-n;15043308-n;15046716-n;07936177-n;15094136-n	binary_compound.n.01;liquid.n.03	bath_water.n.01;bilge.n.01;dishwater.n.01;distilled_water.n.01;fresh_water.n.01;ground_water.n.01;hard_water.n.01;holy_water.n.01;limewater.n.01;meltwater.n.01;seawater.n.01;slush.n.01;soft_water.n.01;tap_water.n.01;water_of_crystallization.n.01	2	15	4866
2519	SEEING (VISUAL SENSE)	sight	n	05654362-n	sight.n.03	05653848-n;05652396-n	05655482-n;05655567-n;05656042-n;05656160-n;05656294-n;05657166-n;05656418-n;05656537-n;05656803-n;05656890-n;05656997-n;05657373-n;05654783-n	exteroception.n.01;modality.n.03	achromatic_vision.n.01;acuity.n.01;binocular_vision.n.01;central_vision.n.01;color_vision.n.01;daylight_vision.n.01;distance_vision.n.01;eyesight.n.01;monocular_vision.n.01;near_vision.n.01;night_vision.n.01;peripheral_vision.n.01;stigmatism.n.03	2	13	2981
252	FRIGHTEN	frighten	v	01779165-v	frighten.v.01	01761706-v	01779644-v;00837872-v;01791053-v;01782650-v;01781180-v;01830965-v;01780941-v	stimulate.v.03	awe.v.01;bluff.v.02;consternate.v.01;dismay.v.02;intimidate.v.01;spook.v.01;terrify.v.01	1	7	1402
2521	FEELING (HAPTIC SENSE)	touch	n	05655119-n	touch.n.02	05653848-n;05654873-n		exteroception.n.01;somatosense.n.01		2	0	2982
2524	JOY	pleasure	n	07490713-n	pleasure.n.01	00026192-n	07492516-n;07491038-n;07491708-n;07492170-n;07493527-n	feeling.n.01	comfort.n.02;delight.n.01;enjoyment.n.01;pleasantness.n.01;sexual_pleasure.n.01	1	5	3642
2526	POWER	power	n	10461424-n	power.n.05	00007347-n	10461747-n;10226556-n;10462005-n	causal_agent.n.01	influence.n.05;juggernaut.n.01;moloch.n.01	1	3	4310
2527	ABILITY	ability	n	05200169-n	ability.n.01	04723816-n	04659090-n;05202497-n;05153520-n;05201813-n;05200670-n;13974144-n;05200816-n;05201060-n;05201342-n;05201452-n;05201659-n;04842993-n;05214976-n	quality.n.01	adaptability.n.01;capability.n.01;competence.n.01;contractility.n.01;form.n.14;immunocompetence.n.01;interoperability.n.01;magical_ability.n.01;midas_touch.n.01;penetration.n.04;physical_ability.n.01;sensitivity.n.05;totipotency.n.01	1	13	2871
2530	SMART	smart	a	00438707-a	smart.a.01					0	0	338
2537	LENGTH	length	n	05133107-n	length.n.03	05123416-n		extent.n.02		1	0	2842
254	STICKING	stick	v	01441793-v	stick.v.13	01441510-v		pierce.v.04		1	0	1186
2541	MIRACLE	miracle	n	07288801-n	miracle.n.02	00029378-n	07357866-n;07358377-n	event.n.01	assumption.n.05;transfiguration.n.02	1	2	3561
2542	HERB	herb	n	07811416-n	herb.n.02	07809368-n	07826340-n;07816164-n;07816296-n;07816398-n;07816726-n;07816839-n;07817024-n;07817160-n;07817315-n;07817599-n;07827896-n;07817758-n;07812046-n;07816575-n;07818689-n;07818825-n;07818995-n;07819166-n;07819896-n;07820145-n;07820297-n;07820497-n;07820814-n;07821404-n;07821260-n;07821610-n;07932841-n;07821758-n	flavorer.n.01	angelica.n.03;basil.n.03;bay_leaf.n.01;borage.n.02;caraway.n.02;chervil.n.02;chives.n.02;comfrey.n.02;coriander.n.03;costmary.n.02;dill.n.02;fennel.n.03;fines_herbes.n.01;hyssop.n.02;lemon_balm.n.02;lovage.n.02;marjoram.n.02;mint.n.04;parsley.n.02;rosemary.n.02;rue.n.02;sage.n.02;savory.n.03;sweet_cicely.n.03;sweet_woodruff.n.02;tarragon.n.02;tea.n.05;thyme.n.02	1	28	3749
2547	CITY	city	n	08524735-n	city.n.01	08626283-n	08691669-n;08695198-n;08695539-n	municipality.n.01	national_capital.n.01;provincial_capital.n.01;state_capital.n.01	1	3	3949
2548	BARREL	barrel	n	02795169-n	barrel.n.02	04531098-n	02823335-n;02927608-n;03524976-n;03610418-n;03930515-n;04201618-n;04497442-n;04592005-n	vessel.n.03	beer_barrel.n.01;butt.n.08;hogshead.n.02;keg.n.02;pickle_barrel.n.01;shook.n.01;tun.n.01;wine_cask.n.01	1	8	2100
2549	VEHICLE	vehicle	n	04524313-n	vehicle.n.01	03100490-n	02918964-n;03125870-n;03764276-n;04099429-n;04228422-n;04235291-n;04310157-n;04576211-n	conveyance.n.03	bumper_car.n.01;craft.n.02;military_vehicle.n.01;rocket.n.01;skibob.n.01;sled.n.01;steamroller.n.02;wheeled_vehicle.n.01	1	8	2673
255	SERVANT	servant	n	10582154-n	servant.n.01	09632518-n	09863238-n;09885769-n;10024119-n;10075802-n;10077106-n;10242573-n;10283546-n;10292192-n;10308938-n;10565951-n;10582507-n	worker.n.01	body_servant.n.01;cabin_boy.n.01;domestic.n.01;factotum.n.01;familiar.n.01;lackey.n.01;major-domo.n.01;manservant.n.01;menial.n.01;scullion.n.01;servant_girl.n.01	1	11	4343
2553	MISERY	misery	n	14448333-n	misery.n.01	14448200-n	14448692-n;14448825-n;14448910-n	ill-being.n.01	concentration_camp.n.02;living_death.n.01;suffering.n.02	1	3	4779
2554	PRINCE (RULER)	prince	n	10472799-n	prince.n.01	09807754-n	09804658-n;09981092-n;09993122-n;10473273-n;10142060-n;10281637-n;10473562-n;10473917-n;10473789-n;10473718-n	aristocrat.n.01	archduke.n.01;crown_prince.n.01;dauphin.n.01;elector.n.02;grand_duke.n.01;maharaja.n.01;prince_consort.n.01;prince_of_wales.n.01;princeling.n.01;princeling.n.02	1	10	4314
2555	OIL (FROM PLANTS)	fat	n	14864360-n	fat.n.01	14938907-n	14787520-n;14864731-n;07672135-n;14864825-n;14957893-n;14994824-n	lipid.n.01	animal_fat.n.01;cocoa_butter.n.01;edible_fat.n.01;leaf_fat.n.01;myelin.n.01;polyunsaturated_fat.n.01	1	6	4871
2556	OIL (HYDROPHOBIC LIQUID)	oil	n	14966667-n	oil.n.01	14938907-n	12645754-n;14755077-n;12592971-n;11781301-n;14791202-n;15086672-n;12593508-n;12922933-n;14892655-n;14967478-n;14686585-n;14967577-n;14890945-n;12380029-n;12848770-n;15102167-n;15086352-n;14953091-n;14953441-n;11878520-n;14968038-n;12856868-n;12848212-n;14980579-n;11880032-n;11946433-n;11707511-n;15038892-n;12850531-n;14967893-n;14968185-n;15086545-n	lipid.n.01	almond_oil.n.01;animal_oil.n.01;babassu_oil.n.01;calamus_oil.n.01;camphor_oil.n.01;chaulmoogra_oil.n.01;cohune-nut_oil.n.01;croton_oil.n.01;essential_oil.n.01;fixed_oil.n.01;fuel_oil.n.01;fusel_oil.n.01;grease.n.01;hydnocarpus_oil.n.01;hyssop_oil.n.01;lemongrass.n.01;linseed_oil.n.01;mineral_oil.n.01;motor_oil.n.01;mustard_oil.n.01;neroli_oil.n.01;pennyroyal_oil.n.01;pennyroyal_oil.n.02;petroleum.n.01;rape_oil.n.01;safflower_oil.n.01;sassafras_oil.n.01;shale_oil.n.01;spike_lavender_oil.n.01;stand_oil.n.01;tall_oil.n.01;tung_oil.n.01	1	32	4885
2558	BREAK (CLEAVE)	break	v	00334996-v	break.v.05	02031158-v	00335555-v;00335366-v;00333907-v;00335923-v	separate.v.07	break_in.v.05;fracture.v.03;shatter.v.03;smash.v.02	1	4	270
2559	FEEL (TACTUALLY)	feel	v	01771535-v	feel.v.01		01787106-v;01829292-v;01788733-v;01777707-v;01829475-v;01829625-v;01795333-v;01830042-v;01829747-v;01773130-v;01772172-v;01772498-v;01772363-v;01813884-v;01796582-v;01813393-v;01772699-v;01794668-v;01822724-v;01828993-v		anger.v.02;burn.v.06;chafe.v.02;cool_off.v.03;die.v.05;fly_high.v.01;fume.v.01;glow.v.04;glow.v.05;harbor.v.01;incline.v.05;pride.v.01;recapture.v.01;rejoice.v.01;repent.v.02;sadden.v.02;smolder.v.02;suffer.v.03;sympathize.v.01;take_pride.v.01	0	20	1393
256	FOOD	food	n	00021265-n	food.n.01	00020090-n	07881800-n;14583400-n;07556637-n;07556406-n;07572353-n;14899328-n;07560652-n;07800091-n;07566340-n;14582716-n;07860629-n;07570720-n;07938313-n;07935504-n;01464844-n	substance.n.07	beverage.n.01;chyme.n.01;comestible.n.01;comfort_food.n.01;commissariat.n.01;culture_medium.n.01;fare.n.04;feed.n.01;foodstuff.n.02;micronutrient.n.01;miraculous_food.n.01;nutriment.n.01;soul_food.n.01;water.n.06;yolk.n.02	1	15	31
2561	HURT (SENSE PAIN)	hurt	v	01793177-v	hurt.v.05	01759326-v	00848420-v;01799794-v;01793587-v;01793742-v	arouse.v.01	diss.v.01;humiliate.v.01;lacerate.v.02;sting.v.05	1	4	1412
2562	SEX (GENDER)	sex	n	05006898-n	sex.n.04	05005250-n	05008746-n;05008943-n;05008227-n	physiological_property.n.01	androgyny.n.01;femaleness.n.01;maleness.n.01	1	3	2797
2570	BEEF	beef	n	07663592-n	beef.n.02	07649854-n	07664266-n;07664007-n;07664379-n	meat.n.01	bully_beef.n.01;ground_beef.n.01;pastrami.n.01	1	3	3712
2572	SENSE (PERCEIVE BY SENSES)	sense	n	05651971-n	sense.n.03	05650329-n	05652396-n;05652926-n	faculty.n.01	modality.n.03;sensitivity.n.01	1	2	2979
2573	FEELING (EMOTION)	feeling	n	05707718-n	feeling.n.06	05707495-n	05707885-n	intuition.n.01	sprachgefuhl.n.01	1	1	3004
2574	BEAN OR PEA	bean	n	07724943-n	bean.n.01	07708798-n	07726796-n;07725158-n;07729485-n	legume.n.03	common_bean.n.02;goa_bean.n.02;soy.n.04	1	3	3728
2578	PENCIL	pencil	n	03908204-n	pencil.n.01	04608567-n	03652100-n;04234763-n	writing_implement.n.01	lead_pencil.n.01;slate_pencil.n.01	1	2	2489
258	CALM	calm	v	01764800-v	calm.v.01	01814815-v	01765178-v;01763643-v;01765392-v;01766407-v	comfort.v.01	compose.v.05;lull.v.01;pacify.v.01;reassure.v.01	1	4	1386
2580	HELICOPTER	helicopter	n	03512147-n	helicopter.n.01	03510583-n	02965122-n;04212467-n;04223066-n;04232543-n	heavier-than-air_craft.n.01	cargo_helicopter.n.01;shuttle_helicopter.n.01;single-rotor_helicopter.n.01;skyhook.n.01	1	4	2361
2584	BENCH	bench	n	02828884-n	bench.n.01	04161981-n	02788386-n;03360622-n;03891251-n;03907908-n;03920867-n;04002371-n;04177820-n;04590021-n	seat.n.03	banquette.n.01;flat_bench.n.01;park_bench.n.01;penalty_box.n.01;pew.n.01;prie-dieu.n.01;settle.n.01;window_seat.n.01	1	8	2118
26	UNPLEASANT	unpleasant	a	01801600-a	unpleasant.a.01					0	0	1418
2600	PYRAMID	pyramid	n	13914837-n	pyramid.n.01	13883885-n		polyhedron.n.01		1	0	4659
2614	SKIN (ANIMAL)	skin	n	05238282-n	skin.n.01	05237755-n;05286536-n	05239589-n;05581932-n;05239680-n;05584746-n;01458616-n;05527085-n;05526957-n;05539947-n;05239437-n;02665413-n	body_covering.n.01;connective_tissue.n.01	buff.n.03;cuticle.n.01;dewlap.n.01;hangnail.n.01;investment.n.04;prepuce.n.01;prepuce.n.02;scalp.n.01;skin_graft.n.01;thick_skin.n.01	2	10	2878
2615	FLESH OR MEAT	meat	n	07649854-n	meat.n.01	07555863-n	07663592-n;07644382-n;07664468-n;07654438-n;07653394-n;07650637-n;07782475-n;07650449-n;07664582-n;07666406-n;07664770-n;07667151-n;07666733-n;07665146-n;07668702-n;07651159-n;07651325-n;07675627-n;07675962-n;07592558-n;07651454-n;07665308-n	food.n.02	beef.n.02;bird.n.02;carbonado.n.02;cold_cuts.n.01;cut.n.06;dark_meat.n.01;escargot.n.01;game.n.07;halal.n.01;horsemeat.n.01;jerky.n.01;lamb.n.05;mouton.n.01;pemmican.n.01;pork.n.01;raw_meat.n.01;red_meat.n.01;sausage.n.01;sausage_meat.n.01;stew_meat.n.01;variety_meat.n.01;veal.n.01	1	22	3709
2617	BULB	bulb	n	13134059-n	bulb.n.01	13129165-n	13134531-n;12433081-n;12433429-n;12462805-n	stalk.n.02	bulbil.n.01;onion.n.01;shallot.n.01;squill.n.01	1	4	4465
2618	CAMERA	camera	n	02942699-n	camera.n.01	03926148-n	02884994-n;02947977-n;03196062-n;03358726-n;03789171-n;03974915-n;03976467-n;03987266-n;04069434-n	photographic_equipment.n.01	box_camera.n.01;candid_camera.n.01;digital_camera.n.01;flash_camera.n.01;motion-picture_camera.n.01;point-and-shoot_camera.n.01;polaroid_camera.n.01;portrait_camera.n.01;reflex_camera.n.01	1	9	2184
2619	CARD	card	n	02962545-n	card.n.01	14974264-n	03963982-n;04023808-n;04394821-n;04465795-n	paper.n.01	playing_card.n.01;punched_card.n.01;tarot_card.n.01;trading_card.n.01	1	4	2199
2620	CARRIAGE	carriage	n	05002822-n	carriage.n.03	04997988-n	05004294-n;05003423-n;05003273-n;05003090-n	bodily_property.n.01	awkwardness.n.03;gracefulness.n.01;slouch.n.02;walk.n.03	1	4	2795
2621	CURTAIN	curtain	n	03151077-n	curtain.n.01	02851099-n;03405265-n	03246454-n;03330665-n;03398950-n;03986857-n;04209239-n;04418357-n	blind.n.03;furnishing.n.02	drop_curtain.n.01;festoon.n.01;frontal.n.02;portiere.n.01;shower_curtain.n.01;theater_curtain.n.01	2	6	2261
2622	ENGINE	engine	n	03287733-n	engine.n.01	03789946-n	02687423-n;02761557-n;02762909-n;03433877-n;03507963-n;04057435-n	motor.n.01	aircraft_engine.n.01;automobile_engine.n.01;auxiliary_engine.n.01;generator.n.02;heat_engine.n.01;reaction-propulsion_engine.n.01	1	6	2296
2623	FLAG	flag	n	03354903-n	flag.n.01	03282591-n	02701566-n;02788021-n;02811842-n;02847009-n;03071923-n;03320845-n;03589220-n;06882009-n;03911866-n;04301140-n;04304084-n;04481796-n;04509985-n;04580126-n;04612623-n	emblem.n.01	american_flag.n.01;banner.n.01;battle_flag.n.01;black_flag.n.01;colors.n.01;fanion.n.01;jack.n.08;national_flag.n.01;pennant.n.03;standard.n.06;stars_and_bars.n.01;tricolor.n.01;union_jack.n.01;white_flag.n.01;yellow_jack.n.02	1	15	2318
2624	FRAME	frame	v	02711835-v	frame.v.02	02711114-v		enclose.v.02		1	0	2048
2625	MAP	map	n	03720163-n	map.n.01	04076846-n	03009920-n;03026093-n;03096142-n;03959350-n;04097256-n;04227618-n;04567222-n	representation.n.02	chart.n.02;choropleth_map.n.01;contour_map.n.01;plat.n.01;road_map.n.02;sketch_map.n.01;weather_map.n.01	1	7	2432
2626	NERVE	nerve	n	05474346-n	nerve.n.01	05475681-n	05476256-n;05476592-n;05474738-n;05504807-n;05568349-n;05567875-n;05475134-n;05569053-n;05505479-n;05568767-n	fiber_bundle.n.01	cranial_nerve.n.01;depressor.n.02;motor_nerve.n.01;radial_nerve.n.01;saphenous_nerve.n.01;sciatic_nerve.n.01;sensory_nerve.n.01;spinal_nerve.n.01;splanchnic_nerve.n.01;ulnar_nerve.n.01	1	10	2914
2627	ORANGE (FRUIT)	orange	n	04965179-n	orange.n.02	04959672-n	04965451-n	chromatic_color.n.01	reddish_orange.n.01	1	1	2784
2628	PLANT STEM	stalk	n	13129165-n	stalk.n.02	13087625-n	13128771-n;13129938-n;13163250-n;13134059-n;12136206-n;11677902-n;13129078-n;13130014-n;13134680-n;11678010-n;13163471-n;13127473-n;11678123-n;11678199-n;11676850-n;13163649-n;13131618-n;11678299-n;13128582-n;13130726-n;13091982-n;13130569-n;13130305-n;13165815-n;13128365-n	plant_organ.n.01	axis.n.02;beanstalk.n.01;branch.n.02;bulb.n.01;cane.n.02;carpophore.n.01;caudex.n.02;cladode.n.01;corm.n.01;cornstalk.n.01;culm.n.01;cutting.n.02;filament.n.02;funicle.n.01;gynophore.n.01;haulm.n.01;petiole.n.01;petiolule.n.01;rhizome.n.01;scape.n.01;sporangiophore.n.01;stipe.n.01;stock.n.10;trunk.n.01;tuber.n.01	1	25	4463
2629	TRAY	tray	n	04476259-n	tray.n.01	04060904-n	02698244-n;02936176-n;03012159-n;03558739-n;03572205-n;04131929-n;04399046-n;04501837-n	receptacle.n.01	alms_dish.n.01;cafeteria_tray.n.01;cheeseboard.n.01;icetray.n.01;inkstand.n.02;salver.n.01;tea_tray.n.01;turntable.n.02	1	8	2662
2630	WHIP	whip	v	01398032-v	whip.v.04	01410223-v	02120912-v	strike.v.01	urticate.v.01	1	1	1150
2631	WIRE	wire	n	04594218-n	wire.n.01	03664943-n	02778588-n;02790823-n;03501068-n;03928994-n;04485586-n	ligament.n.02	baling_wire.n.01;barbed_wire.n.01;haywire.n.01;piano_wire.n.01;trip_wire.n.02	1	5	2694
2651	BE IGNORANT	ignorant	s	00831225-a	ignorant.s.01					0	0	635
2653	NET (FOR CATCHING)	net	n	03820154-n	net.n.05	03414162-n	04540255-n	game_equipment.n.01	volleyball_net.n.01	1	1	2467
2656	MIDNIGHT	midnight	n	15168185-n	midnight.n.01	15228378-n		hour.n.02		1	0	4918
2658	COAL	coal	n	14814616-n	coal.n.01	14686352-n;15110956-n	14814921-n;14815086-n;14815263-n;14815530-n	fossil_fuel.n.01;vegetable_matter.n.01	anthracite.n.01;bituminous_coal.n.01;lignite.n.01;steam_coal.n.01	2	4	4859
266	SCALE	scale	n	01902877-n	scale.n.10	09257949-n	01903110-n;01903234-n	covering.n.01	fish_scale.n.01;squama.n.01	1	2	1501
2664	SCAB	scab	n	10554455-n	scab.n.01	09632518-n		worker.n.01		1	0	4335
2667	TORSO	torso	n	05549830-n	torso.n.01	05220461-n		body_part.n.01		1	0	2926
2669	POINT (WITH FINGER)	point	n	13902482-n	point.n.08	13864153-n	05307521-n;14312481-n;05256562-n	convex_shape.n.01	cusp.n.03;head.n.10;widow's_peak.n.01	1	3	4649
