CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	POS	WORDNET_ID	NLTK_NAME	HYPERNYMS	HYPONYMS	HYPERNYM_NAMES	HYPONYM_NAMES	IN_DEGREE	OUT_DEGREE	LINE_IN_SOURCE
1417	KILL	kill	v	01323958-v	kill.v.01		02483000-v;01327020-v;01322854-v;01324996-v;01571354-v;00471058-v;01326528-v;01572224-v;01325128-v;02483564-v;00479060-v;02484957-v;00470701-v;00479391-v;02483267-v;01327582-v;01572003-v;02484397-v;01605021-v;00479176-v;02482425-v;01327301-v;01326890-v;01323338-v;01323793-v;01327133-v;01326730-v;01326093-v;01616151-v;02484570-v;01569181-v;01323518-v;01570935-v;01326323-v;01326424-v;01325288-v		assassinate.v.01;brain.v.02;butcher.v.01;commit_suicide.v.01;decapitate.v.01;decimate.v.01;destroy.v.04;dismember.v.01;dispatch.v.05;draw.v.23;drown.v.04;electrocute.v.02;eliminate.v.03;erase.v.01;execute.v.01;exterminate.v.01;impale.v.02;lynch.v.01;martyr.v.01;massacre.v.01;murder.v.01;neutralize.v.04;overlie.v.02;poison.v.02;poison.v.04;put_away.v.05;saber.v.02;sacrifice.v.02;shed_blood.v.01;shoot.v.02;smother.v.02;stone.v.01;strangle.v.01;take_off.v.08;tomahawk.v.02;zap.v.02	0	36	1112
1418	DIG	dig	v	01309701-v	dig.v.01	00173338-v	02042067-v;01277431-v;01282413-v;01312810-v;01310249-v;01313113-v	remove.v.01	burrow.v.01;furrow.v.01;rout.v.02;shovel.v.01;spade.v.01;trowel.v.01	1	6	1106
1419	FEAR (BE AFRAID)	fear	v	01780202-v	fear.v.02		01782218-v		panic.v.01	0	1	1403
1420	COUNT	count	v	00948071-v	count.v.01	00918872-v	00948707-v;00948602-v;00801355-v;00949288-v	determine.v.01	census.v.01;miscount.v.01;recount.v.02;total.v.02	1	4	766
1422	BE ALIVE	alive	a	00094448-a	alive.a.01					0	0	107
1425	GREEN	Green	n	10060904-n	green.n.04	10060621-n		environmentalist.n.01		1	0	4197
1426	EXPENSIVE	expensive	a	00933154-a	expensive.a.01					0	0	755
1427	BEAUTIFUL	beautiful	a	00217728-a	beautiful.a.01					0	0	188
1428	BURNING	burn	v	02762468-v	burn.v.05		02771997-v;02772310-v;02759614-v;02760139-v		char.v.01;deflagrate.v.01;ignite.v.01;set_ablaze.v.01	0	4	2080
1429	FULL	full	a	01083157-a	full.a.01					0	0	896
1430	STAR	star	n	09444783-n	star.n.03	09239740-n	09444942-n	celestial_body.n.01	starlet.n.02	1	1	4075
1431	FREEZE	freeze	v	00078138-v	freeze.v.03	00078401-v		suffer.v.08		1	0	94
1432	CUT	cut	n	00352331-n	cut.n.19	00351638-n	00352585-n;00352778-n;00352683-n;00352861-n;00353013-n;00353100-n	decrease.n.04	budget_cut.n.01;cost_cutting.n.01;pay_cut.n.01;price_cutting.n.01;spending_cut.n.01;tax_cut.n.01	1	6	286
1435	HUNT	chase	v	02001858-v	chase.v.01	02000868-v	02003601-v;02002591-v;02004227-v;01145163-v	pursue.v.02	hound.v.01;quest.v.02;run_down.v.07;tree.v.03	1	4	1584
1436	SCRATCH	scratch	v	01309143-v	scratch.v.02	01555742-v	01306654-v;01370336-v	incise.v.01	claw.v.03;scuff.v.03	1	2	1105
1437	SPLIT	split	n	09443136-n	split.n.04	09258715-n		crack.n.01		1	0	4073
1438	FOOL	fool	n	10100761-n	fool.n.01	10599354-n	09813632-n;09931165-n;10157744-n;10096126-n;10114476-n;10310516-n;10331098-n;10496393-n;10765305-n	simpleton.n.01	ass.n.02;clown.n.01;fathead.n.01;flibbertigibbet.n.01;fucker.n.02;meshuggeneh.n.01;morosoph.n.01;putz.n.01;wally.n.01	1	9	4206
1439	SWIM	swim	v	01960911-v	swim.v.01	01835496-v	01962375-v;01962178-v;01961974-v;01962671-v;01961691-v;01961510-v;01961859-v;01961334-v;01962498-v	travel.v.01	backstroke.v.01;breaststroke.v.01;crawl.v.05;dive.v.03;fin.v.02;fin.v.03;paddle.v.03;school.v.03;skinny-dip.v.01	1	9	1545
144	MACHINE	machine	n	03699975-n	machine.n.01	03183080-n	02749790-n;02775359-n;02938886-n;02939565-n;02977058-n;03075248-n;03082979-n;03087069-n;03109033-n;03115525-n;03169063-n;03322940-n;03392741-n;03535429-n;03702248-n;03701640-n;03764995-n;03789946-n;03901229-n;03918074-n;03936466-n;03996416-n;03997484-n;04000311-n;03999992-n;04004475-n;04064401-n;04095577-n;04169707-n;04221823-n;04237423-n;04243941-n;04252653-n;04261116-n;04300080-n;04303357-n;04303497-n;04417180-n;04437793-n;04483925-n;04601291-n;04613939-n	device.n.01	assembly.n.01;bagger.n.02;calculator.n.02;calender.n.01;cash_machine.n.01;comber.n.03;computer.n.01;concrete_mixer.n.01;corker.n.02;cotton_gin.n.01;decoder.n.02;farm_machine.n.01;franking_machine.n.01;hop-picker.n.01;machine_tool.n.01;machinery.n.01;milking_machine.n.01;motor.n.01;pavior.n.01;perpetual_motion_machine.n.01;pile_driver.n.01;power_shovel.n.01;power_tool.n.01;press.n.03;press.n.07;printer.n.03;record_player.n.01;riveting_machine.n.01;self-feeder.n.01;simulator.n.01;slicer.n.02;slot_machine.n.01;snow_thrower.n.01;sorter.n.02;stamp.n.07;staple_gun.n.01;stapler.n.01;textile_machine.n.01;time_machine.n.01;trimmer.n.02;workhorse.n.01;zamboni.n.01	1	42	2428
1440	SPIT	spit	v	00101956-v	spit.v.01	00006238-v		expectorate.v.02		1	0	113
1441	FLY (MOVE THROUGH AIR)	fly	v	01940403-v	fly.v.01	01835496-v	01924267-v;01940868-v;01941006-v;01943448-v;01940782-v;01943338-v	travel.v.01	buzz.v.02;flight.v.02;fly_on.v.01;hover.v.03;rack.v.06;soar.v.03	1	6	1533
1443	WALK	walk	v	01904930-v	walk.v.01	01835496-v	01918183-v;01911698-v;01930033-v;01924405-v;01906322-v;01920932-v;01917244-v;01900918-v;01925548-v;01996735-v;01919391-v;01929927-v;01929254-v;01910965-v;01919226-v;01918304-v;01917549-v;01918521-v;01916960-v;01917123-v;01921204-v;01929824-v;01911888-v;01906202-v;01924882-v;01925170-v;01924148-v;02091689-v;01925338-v;01919711-v;01917980-v;01901133-v;01901021-v;01924023-v;01916634-v;01918803-v;01906525-v;01910873-v;01867504-v;01929467-v;01916214-v	travel.v.01	amble.v.01;ambulate.v.01;clump.v.03;flounce.v.01;foot.v.02;hike.v.02;limp.v.01;lollop.v.01;lumber.v.01;march.v.01;march.v.03;mince.v.02;pace.v.01;perambulate.v.02;promenade.v.02;prowl.v.01;shuffle.v.01;skulk.v.03;sleepwalk.v.01;slink.v.01;slog.v.02;slouch.v.02;sneak.v.01;spacewalk.v.01;stagger.v.01;stagger.v.02;stalk.v.01;step.v.07;stomp.v.01;stride.v.01;stroll.v.01;stumble.v.01;tap.v.08;tiptoe.v.01;tittup.v.01;toddle.v.01;toe.v.01;traipse.v.01;tramp_down.v.01;tread.v.02;wade.v.01	1	41	1505
1445	TURN (SOMETHING)	turn	v	01907258-v	turn.v.01	01831531-v	01909042-v;02034511-v;02033137-v;01909161-v;02049561-v;01909275-v;02034300-v;02033805-v;02064887-v;01908365-v;01893079-v;01222958-v;01908941-v;02049190-v;01909397-v;02046572-v;01908204-v;02081410-v;01866192-v;01867816-v;02045790-v;02033295-v;01878949-v;01908809-v;01908658-v;01861927-v;02045415-v;01222645-v	move.v.03	about-face.v.01;avert.v.02;bend.v.02;caracole.v.01;corkscrew.v.01;corner.v.03;deflect.v.02;deflect.v.03;deviate.v.01;face.v.05;flip.v.01;flip.v.08;gee.v.01;gyrate.v.01;overturn.v.01;pivot.v.01;port.v.04;pronate.v.01;roll.v.01;roll_over.v.01;rotate.v.04;swerve.v.01;swing_around.v.01;turn_away.v.01;turn_off.v.02;turn_on_a_dime.v.01;turn_out.v.10;twist.v.03	1	28	1507
1448	HOLD	hold	v	01217043-v	hold.v.10		01217924-v;01219706-v;01218791-v;01218512-v;01218084-v;01218396-v;01218652-v;01219004-v;01217617-v;01219397-v;01218918-v		block.v.11;brace.v.03;bracket.v.01;buoy.v.02;carry.v.05;chock.v.02;pole.v.02;prop_up.v.01;scaffold.v.01;truss.v.03;underpin.v.01	0	11	1039
1449	RUB	rub	v	01249724-v	rub.v.01	01212230-v	01243809-v;01250374-v;01574077-v;01250243-v;01250474-v;01250676-v;01251651-v;01308160-v;01251228-v;01251928-v;01250795-v;01392237-v;01251109-v	guide.v.05	brush.v.01;gauge.v.02;grate.v.03;pumice.v.01;puree.v.01;rosin.v.01;scour.v.03;scrape.v.01;scrub.v.01;smear.v.02;sponge_down.v.01;wipe.v.01;worry.v.06	1	13	1076
1450	ROOM	room	n	04105893-n	room.n.01	02735688-n	02710324-n;02715513-n;02770293-n;02783324-n;02796995-n;02807731-n;02821627-n;02824319-n;02839592-n;02857644-n;02963987-n;02991555-n;02991302-n;03004146-n;03011892-n;03038685-n;03040376-n;03045800-n;03049457-n;03054491-n;03079741-n;03089879-n;03098688-n;03120778-n;03144365-n;03154616-n;03162460-n;03175081-n;03199775-n;03200701-n;03222176-n;03238131-n;03258049-n;03288500-n;03366301-n;03405111-n;03412058-n;03411927-n;03458128-n;03464952-n;03478907-n;03541091-n;03619890-n;03660909-n;03679712-n;03683708-n;03691817-n;03718581-n;03982331-n;03999621-n;04055595-n;04058096-n;04061793-n;04065464-n;04112579-n;04155889-n;04157099-n;04180229-n;04196803-n;04209509-n;04213105-n;04213530-n;04247440-n;04291069-n;04290945-n;04308583-n;04329477-n;04345028-n;04356925-n;04363991-n;04406239-n;04415815-n;04446276-n;04458201-n;04532504-n;04545984-n;04552551-n;04602762-n	area.n.05	anechoic_chamber.n.01;anteroom.n.01;back_room.n.01;ballroom.n.01;barroom.n.01;bathroom.n.01;bedroom.n.01;belfry.n.02;billiard_room.n.01;boardroom.n.01;cardroom.n.01;cell.n.06;cell.n.07;chamber.n.03;checkroom.n.01;classroom.n.01;clean_room.n.01;cloakroom.n.02;closet.n.04;clubroom.n.01;compartment.n.02;conference_room.n.01;control_room.n.01;court.n.02;cubby.n.01;cutting_room.n.01;darkroom.n.01;den.n.04;dinette.n.01;dining_room.n.01;door.n.05;dressing_room.n.01;durbar.n.01;engineering.n.03;floor.n.10;furnace_room.n.01;gallery.n.03;gallery.n.04;greenroom.n.01;guardroom.n.02;hall.n.03;hospital_room.n.01;kitchen.n.01;library.n.01;living_room.n.01;locker_room.n.01;lounge.n.02;manor_hall.n.01;poolroom.n.01;presence_chamber.n.01;rathole.n.02;reading_room.n.01;reception_room.n.01;recreation_room.n.01;rotunda.n.02;scriptorium.n.01;scullery.n.01;sewing_room.n.01;shipping_room.n.01;shower_room.n.01;sickbay.n.01;sickroom.n.01;smoking_room.n.01;squad_room.n.01;squad_room.n.02;steam_bath.n.01;storeroom.n.01;study.n.05;sun_parlor.n.01;surgery.n.02;television_room.n.01;test_room.n.01;toilet.n.01;torture_chamber.n.01;vestry.n.02;walk-in.n.04;war_room.n.01;workroom.n.01	1	78	2548
1451	SMILE	smile	v	00028565-v	smile.v.01	00034288-v	00029214-v;00028876-v;00029025-v;00029336-v;00032539-v	grimace.v.01	beam.v.01;dimple.v.02;grin.v.01;smirk.v.01;sneer.v.02	1	5	40
1452	PUSH	push	v	01871979-v	push.v.01	01850315-v	01939553-v;01993668-v;01591158-v;01871680-v;01873417-v;01873051-v;01231252-v;01447632-v;01873294-v;01873157-v;01873530-v;01506157-v;01584701-v;01899262-v;02094569-v;02097047-v	move.v.02	drive.v.15;jam.v.02;jerk.v.05;jostle.v.02;muscle_into.v.01;nose.v.04;nudge.v.01;press.v.11;push_aside.v.01;push_out.v.01;push_up.v.01;repel.v.01;shove.v.02;thrust.v.01;thrust.v.02;topple.v.02	1	16	1471
1454	WIPE	wipe	v	01392237-v	wipe.v.01	01249724-v	01392663-v;01392790-v;01393714-v;01394335-v;01435254-v	rub.v.01	sponge.v.01;squeegee.v.01;sweep.v.03;towel.v.01;whisk.v.03	1	5	1147
1455	PULL	pull	v	01448100-v	pull.v.01	01850315-v	01449427-v;01449236-v;01505254-v;01453433-v;01454810-v;01592456-v;01452546-v;01449053-v;01449591-v;01453109-v;01448778-v;01592306-v;01592072-v	move.v.02	abduct.v.02;adduct.v.01;attract.v.01;drag.v.01;haul.v.01;pluck.v.01;pluck.v.04;pull_back.v.03;stretch.v.07;tug.v.06;twitch.v.05;winch.v.01;yank.v.01	1	13	1195
1456	THROW	throw	v	01508368-v	throw.v.01	01511706-v	01514525-v;01509824-v;01508884-v;01509079-v;01509584-v;01512465-v;01893465-v;01406684-v;01507792-v;01507143-v;01510082-v;01604814-v;01513290-v;02231473-v;01507914-v;01498005-v;01509933-v;01509492-v;01515924-v;01242689-v	propel.v.01	chuck.v.01;deep-six.v.02;defenestrate.v.01;deliver.v.11;drive.v.09;fling.v.01;flip.v.05;ground.v.07;heave.v.02;hurl.v.01;jettison.v.02;juggle.v.04;lob.v.01;pass.v.20;pelt.v.01;prostrate.v.03;ridge.v.03;shy.v.02;skim.v.04;slam.v.04	1	20	1242
1458	SAY	tell	v	00953216-v	tell.v.03	00831651-v	00953923-v;00953058-v;00954137-v;00954038-v	inform.v.01	crack.v.10;relate.v.03;rhapsodize.v.01;yarn.v.01	1	4	774
1462	POT	jar	n	03593526-n	jar.n.01	04531098-n	02705429-n;02815834-n;02951703-n;03101664-n;03133415-n;03141612-n;03593122-n;03725600-n;04522168-n	vessel.n.03	amphora.n.01;beaker.n.01;canopic_jar.n.01;cookie_jar.n.01;crock.n.03;cruse.n.01;jampot.n.01;mason_jar.n.01;vase.n.01	1	9	2385
1464	LADDER	ladder	n	03632277-n	ladder.n.01	04298171-n	02745228-n;03307156-n;03591116-n;03782689-n;04108908-n;04142327-n;04159676-n;04315599-n	stairs.n.01	articulated_ladder.n.01;extension_ladder.n.01;jacob's_ladder.n.02;monkey_ladder.n.01;rope_ladder.n.01;scaling_ladder.n.01;sea_ladder.n.01;step_ladder.n.01	1	8	2404
1465	BOX	case	n	02975212-n	case.n.20	03094503-n	04488202-n	container.n.01	trophy_case.n.01	1	1	2200
1466	EXACT	exact	a	00914421-a	exact.a.01					0	0	734
1467	CIRCLE	circle	n	13873502-n	circle.n.01	13878306-n	05102889-n;13873849-n;13909296-n;13874073-n	ellipse.n.01	circle_of_curvature.n.01;circlet.n.01;epicycle.n.01;equator.n.02	1	4	4637
1468	LOOK FOR	search	n	00637354-n	search.n.02	00633864-n		investigation.n.02		1	0	471
1469	WEEK	week	n	15136147-n	week.n.03	15113229-n		time_period.n.01		1	0	4904
1470	FOLD	fold	v	01277974-v	fold.v.01	00356258-v	02083497-v;01387164-v;01457206-v;01914657-v;01277784-v;01217780-v;01387301-v;01390327-v;01278427-v	change_surface.v.01	collapse.v.03;corrugate.v.01;crimp.v.01;cross.v.04;furrow.v.02;pleat.v.02;ruffle.v.09;tuck.v.02;wrinkle.v.02	1	9	1093
1471	WINTER	winter	n	15237782-n	winter.n.01	15236475-n		season.n.02		1	0	4940
1472	KEY	key	n	03613294-n	key.n.01	03183080-n	03561047-n;03645290-n;03896984-n	device.n.01	ignition_key.n.01;latchkey.n.01;passkey.n.01	1	3	2393
1473	FIST	fist	n	05565064-n	fist.n.01	05564590-n		hand.n.01		1	0	2939
1476	CHAIR	seat	n	04161981-n	seat.n.03	03405725-n	02828884-n;02829116-n;02884450-n;02886183-n;03001627-n;03858418-n;04256520-n;04326896-n;04447861-n	furniture.n.01	bench.n.01;bench.n.07;box.n.08;box_seat.n.01;chair.n.01;ottoman.n.03;sofa.n.01;stool.n.01;toilet_seat.n.01	1	9	2567
1477	KEEP	keep	v	01065877-v	keep.v.08	01000214-v		record.v.01		1	0	881
1479	DOLPHIN	dolphin	n	02068974-n	dolphin.n.02	02066707-n	02069701-n;02069412-n;02071028-n;02071294-n;02071636-n;02070430-n;02072040-n;02072798-n	toothed_whale.n.01	bottlenose_dolphin.n.01;common_dolphin.n.01;grampus.n.02;killer_whale.n.01;pilot_whale.n.01;porpoise.n.01;river_dolphin.n.01;white_whale.n.01	1	8	1628
1480	BODY	body	n	05216365-n	body.n.01	00019128-n	05217168-n;05217061-n;05218788-n	natural_object.n.01	human_body.n.01;life_form.n.01;live_body.n.01	1	3	2874
1481	HAMMER	hammer	n	03481172-n	hammer.n.02	03489162-n	02783035-n;02898173-n;02966545-n;03715386-n;03731695-n;03966751-n;04383301-n	hand_tool.n.01	ball-peen_hammer.n.01;bricklayer's_hammer.n.01;carpenter's_hammer.n.01;mallet.n.03;maul.n.01;plexor.n.01;tack_hammer.n.01	1	7	2351
1482	SHOULDER	shoulder	n	04206948-n	shoulder.n.05	03264542-n	03493079-n	edge.n.06	hard_shoulder.n.01	1	1	2583
1486	PLANT (SOMETHING)	plant	v	01567275-v	plant.v.01	01494310-v	01567888-v;01567653-v;01529407-v;01567754-v;01529292-v;01568489-v;01529194-v;01616293-v	put.v.01	afforest.v.01;bed.v.02;checkrow.v.01;dibble.v.01;puddle.v.03;replant.v.01;root.v.03;tree.v.02	1	8	1272
1487	POUR	pour	v	02028366-v	pour.v.02	02027612-v	02070150-v	crowd.v.03	spill_over.v.02	1	1	1598
1488	FAUCET	tap	v	01247804-v	tap.v.03	01410223-v	01248023-v	strike.v.01	percuss.v.01	1	1	1075
1491	MOUSE	rat	n	02331046-n	rat.n.01	02329401-n	02334201-n;02333909-n;02333546-n;02334460-n;02331309-n;02340640-n	rodent.n.01	bandicoot_rat.n.01;black_rat.n.01;brown_rat.n.01;jerboa_rat.n.01;pocket_rat.n.01;rice_rat.n.01	1	6	1809
1494	DIE	die	v	00358431-v	die.v.01	00146138-v	00060063-v;00359806-v;00360501-v;02620213-v;00360805-v;01187537-v;02620466-v;00359511-v	change_state.v.01	abort.v.02;buy_it.v.01;drown.v.03;fall.v.07;predecease.v.01;starve.v.02;succumb.v.02;suffocate.v.05	1	8	289
1495	HAPPY	glad	a	01361414-a	glad.a.01					0	0	1129
1497	POSTCARD	postcard	n	06627938-n	postcard.n.01	06627006-n	06628125-n;06628228-n	card.n.03	lettercard.n.01;picture_postcard.n.01	1	2	3327
1499	JUICE	juice	n	07923748-n	juice.n.01	07566340-n	07925608-n;07837912-n;07925229-n;07925327-n;07925423-n;07925500-n;07925708-n	foodstuff.n.02	carrot_juice.n.01;gravy.n.02;lemon_juice.n.01;lime_juice.n.01;papaya_juice.n.01;tomato_juice.n.01;v-8_juice.n.01	1	7	3768
150	WORRY	worry	v	01767163-v	worry.v.01		01780729-v;01767461-v;01793933-v;01831143-v		fear.v.01;fret.v.02;fuss.v.01;obsess.v.02	0	4	1387
1504	FLY (INSECT)	fly	n	02190166-n	fly.n.01	02188699-n	02195819-n;02191773-n;02192513-n;02193009-n;02199502-n;02190790-n;02192814-n;02191273-n	dipterous_insect.n.01	bee_fly.n.01;blowfly.n.01;flesh_fly.n.01;gadfly.n.02;horn_fly.n.01;housefly.n.01;tachina_fly.n.01;tsetse_fly.n.01	1	8	1709
1506	MEASURE	measure	n	00174412-n	measure.n.01	00168237-n	00174663-n;00822970-n;00175605-n	maneuver.n.04	countermeasure.n.01;precaution.n.01;shark_repellent.n.01	1	3	157
1507	FRUIT	fruit	n	13134947-n	fruit.n.01	11675842-n	13140367-n;12036067-n;12267677-n;13137672-n;13137409-n;13141415-n;12737251-n;12650805-n;13150378-n;13138308-n;13133613-n;07705931-n;13135692-n;12158031-n;12647787-n;12620546-n;11636835-n;12644283-n;11700279-n;12301445-n;13139055-n;13138842-n;12162758-n;13139482-n;12193334-n;12658481-n;13150592-n;13135832-n;12642090-n	reproductive_structure.n.01	accessory_fruit.n.01;achene.n.01;acorn.n.01;aggregate_fruit.n.01;berry.n.02;buckthorn_berry.n.01;buffalo_nut.n.01;chokecherry.n.01;cubeb.n.01;drupe.n.01;ear.n.05;edible_fruit.n.01;fruitlet.n.01;gourd.n.02;hagberry.n.01;hip.n.05;juniper_berry.n.01;marasca.n.01;may_apple.n.01;olive.n.01;pod.n.02;pome.n.01;prairie_gourd.n.01;pyxidium.n.01;quandong.n.02;rowanberry.n.01;schizocarp.n.01;seed.n.01;wild_cherry.n.01	1	29	4466
1508	KING	king	n	03618101-n	king.n.10	03014440-n		chessman.n.01		1	0	2394
1509	MOSQUITO	mosquito	n	02200198-n	mosquito.n.01	02188699-n	02201497-n;02201000-n;02202006-n;02202124-n;02200630-n;02201626-n;02200850-n	dipterous_insect.n.01	anopheline.n.01;asian_tiger_mosquito.n.01;common_mosquito.n.01;culex_quinquefasciatus.n.01;gnat.n.02;malarial_mosquito.n.01;yellow-fever_mosquito.n.01	1	7	1711
1510	CHIN	chin	n	05599617-n	chin.n.01	05601758-n	05599769-n	feature.n.02	double_chin.n.01	1	1	2954
1514	HEN	hen	n	01792640-n	hen.n.01	01791625-n	01792955-n;01792808-n;01793159-n;01793085-n;01793249-n	chicken.n.02	brood_hen.n.01;cackler.n.01;layer.n.04;mother_hen.n.02;pullet.n.02	1	5	1411
1518	STUPID	foolish	a	02570282-a	foolish.a.01					0	0	1979
1519	RUN	run	v	01526290-v	run.v.13	01525666-v		function.v.01		1	0	1254
1522	SOCK	sock	n	04254777-n	sock.n.01	03540267-n	02713218-n;02736798-n;02752496-n;03622931-n;04378956-n	hosiery.n.01	anklet.n.02;argyle.n.03;athletic_sock.n.01;knee-high.n.01;tabi.n.01	1	5	2598
1523	FORGET	forget	v	00609100-v	forget.v.02		00608978-v		slip.v.10	0	1	437
1524	WINE	wine	n	07891726-n	wine.n.01	07884567-n	07893425-n;07893253-n;07895237-n;07893891-n;07896060-n;07896165-n;07896287-n;07896422-n;07900406-n;07899976-n;07896560-n;07896661-n;07926920-n;07896994-n;07892512-n;07897116-n;07897750-n;07893528-n;07898745-n;07898895-n;07900225-n;07899108-n;07892418-n;07892813-n	alcohol.n.01	altar_wine.n.01;blush_wine.n.01;bordeaux.n.02;burgundy.n.02;california_wine.n.01;cotes_de_provence.n.01;dessert_wine.n.01;dubonnet.n.01;fortified_wine.n.01;generic.n.01;jug_wine.n.01;macon.n.02;mulled_wine.n.01;plonk.n.01;red_wine.n.01;retsina.n.01;rhone_wine.n.01;sparkling_wine.n.01;table_wine.n.01;tokay.n.01;varietal.n.01;vermouth.n.01;vintage.n.01;white_wine.n.01	1	24	3765
1526	MEAL	meal	n	07573696-n	meal.n.01	07570720-n	07578093-n;07577374-n;07574602-n;07574923-n;07576182-n;07575726-n;07575076-n;07565608-n;07577657-n;07576438-n;07577772-n;07574176-n;07574426-n;07573563-n;07575984-n;07575510-n	nutriment.n.01	banquet.n.02;bite.n.04;breakfast.n.01;brunch.n.01;buffet.n.02;dinner.n.01;lunch.n.01;mess.n.04;nosh-up.n.01;picnic.n.03;ploughman's_lunch.n.01;potluck.n.01;refection.n.01;square_meal.n.01;supper.n.01;tea.n.02	1	16	3691
1529	LAST (FINAL)	last	v	02704928-v	last.v.01	02704349-v	02705428-v;02648110-v;02705132-v	measure.v.03	drag_on.v.01;run.v.30;wear.v.06	1	3	2046
1530	BOWL	bowl	n	02881193-n	bowl.n.01	04531098-n	03350204-n;03602194-n;03733465-n;04447028-n	vessel.n.03	fishbowl.n.02;jorum.n.01;mazer.n.01;toilet_bowl.n.01	1	4	2145
1531	BRANCH	limb	n	05560244-n	limb.n.01	05559908-n	05563770-n;05561390-n;05564229-n;02465084-n;05564323-n;02464785-n;02464461-n;05560787-n;05561507-n;05562249-n	extremity.n.01	arm.n.01;crus.n.01;cubitus.n.02;flipper.n.02;forearm.n.01;forelimb.n.01;hind_limb.n.01;leg.n.01;leg.n.02;thigh.n.01	1	10	2933
1533	BE HUNGRY	hungry	a	01269073-a	hungry.a.01					0	0	1090
1534	FEVER	fever	n	14365356-n	fever.n.01	14299637-n	14365619-n	symptom.n.01	hyperpyrexia.n.01	1	1	4744
1535	SWORD	sword	n	04373894-n	sword.n.01	04565375-n	02771750-n;02904640-n;02987492-n;03153246-n;03318865-n;03327691-n;04054361-n	weapon.n.01	backsword.n.02;broadsword.n.01;cavalry_sword.n.01;cutlas.n.01;falchion.n.01;fencing_sword.n.01;rapier.n.01	1	7	2633
1536	UNDERSTAND	understand	v	00588888-v	understand.v.01		00589904-v;00589738-v;00588221-v;00623151-v;00626300-v;00728954-v;00620239-v;00589309-v;00634906-v;00590642-v;00593852-v		catch.v.18;follow.v.23;grok.v.01;interpret.v.01;make_out.v.03;penetrate.v.02;read.v.10;sense.v.04;solve.v.01;touch.v.13;understand.v.03	0	11	416
1539	BASKET	basket	n	02801938-n	basket.n.01	03094503-n	02893608-n;02925009-n;03129848-n;03390673-n;03482405-n;04024862-n;04204238-n;04227050-n;04582349-n	container.n.01	breadbasket.n.03;bushel_basket.n.01;creel.n.01;frail.n.02;hamper.n.02;punnet.n.01;shopping_basket.n.01;skep.n.01;wicker_basket.n.01	1	9	2107
1542	ACCOMPANY	accompany	v	02025550-v	accompany.v.02	01835496-v	02025829-v;01927747-v;02026086-v;02027030-v;01907076-v	travel.v.01	escort.v.01;run.v.32;see.v.22;tag_along.v.01;walk.v.02	1	5	1597
1543	SNAIL	snail	n	01944390-n	snail.n.01	01942177-n	01944812-n;01944955-n;01943541-n	gastropod.n.01	edible_snail.n.01;garden_snail.n.01;scorpion_shell.n.01	1	3	1538
1545	HOST	host	v	01194418-v	host.v.01	02492198-v	02592543-v;02592397-v;01186208-v;01194661-v	entertain.v.01	do_the_honors.v.01;emcee.v.01;feast.v.02;wine_and_dine.v.02	1	4	1013
1547	SOUP	soup	n	07583197-n	soup.n.01	07557434-n	07583978-n;07584332-n;07584423-n;07585208-n;07584593-n;07585557-n;07587441-n;07585644-n;07584110-n;07587331-n;07585758-n;07588419-n;07585906-n;07585997-n;07588574-n;07586099-n;07586179-n;07586318-n;07586485-n;07586604-n;07586718-n;07586894-n;07587023-n;07588688-n;07583865-n;07588299-n;07587206-n;07588817-n;07588193-n	dish.n.02	alphabet_soup.n.02;bisque.n.01;borsch.n.01;broth.n.01;broth.n.02;chicken_soup.n.01;chowder.n.01;cock-a-leekie.n.01;consomme.n.01;eggdrop_soup.n.01;gazpacho.n.01;green_pea_soup.n.01;gumbo.n.04;julienne.n.02;lentil_soup.n.01;marmite.n.01;mock_turtle_soup.n.01;mulligatawny.n.01;oxtail_soup.n.01;pea_soup.n.01;pepper_pot.n.01;petite_marmite.n.01;potage.n.01;scotch_broth.n.01;soup_du_jour.n.01;split-pea_soup.n.01;turtle_soup.n.01;vichyssoise.n.01;won_ton.n.02	1	29	3700
1548	UGLY	ugly	a	00220956-a	ugly.a.01					0	0	191
1550	PREVENT	prevent	v	02452885-v	prevent.v.01		02453321-v;02557199-v;00549552-v;02559752-v;02558172-v		debar.v.02;obstruct.v.01;save.v.06;stop.v.03;thwart.v.01	0	5	1888
1552	GLOOMY	gloomy	s	00703615-a	gloomy.s.02					0	0	522
1557	BEGINNING	beginning	n	05868051-n	beginning.n.03	05867413-n		part.n.09		1	0	3083
1558	SIMILAR	alike	a	01410606-a	alike.a.01					0	0	1157
1559	MONEY	money	n	13250542-n	money.n.02	13250398-n	13250680-n	wealth.n.04	pile.n.03	1	1	4477
156	RED	red	n	04962784-n	red.n.01	04959672-n	04963449-n;04964443-n;04963201-n;04963588-n;04963740-n;04964287-n;04963111-n;04964977-n;04963307-n	chromatic_color.n.01	cardinal.n.03;cerise.n.01;chrome_red.n.01;crimson.n.01;dark_red.n.01;purplish_red.n.01;sanguine.n.01;scarlet.n.01;turkey_red.n.01	1	9	2783
1560	FACE	face	n	05600637-n	face.n.01	05225090-n	05601357-n	external_body_part.n.01	countenance.n.03	1	1	2955
