CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_ASSOCIATED_CONCEPT1	ENGLISH_ASSOCIATED_CONCEPT2	ENGLISH_FAMILIARITY_MEAN_CONCEPT1	ENGLISH_FAMILIARITY_MEAN_CONCEPT2	ENGLISH_AUDITORY_MEAN_CONCEPT1	ENGLISH_AUDITORY_MEAN_CONCEPT2	ENGLISH_GUSTATORY_MEAN_CONCEPT1	ENGLISH_GUSTATORY_MEAN_CONCEPT2	ENGLISH_HAPTIC_MEAN_CONCEPT1	ENGLISH_HAPTIC_MEAN_CONCEPT2	ENGLISH_OLFACTORY_MEAN_CONCEPT1	ENGLISH_OLFACTORY_MEAN_CONCEPT2	ENGLISH_VISUAL_MEAN_CONCEPT1	ENGLISH_VISUAL_MEAN_CONCEPT2	ENGLISH_PERCEPTUAL_DOMINANT_CONCEPT1	ENGLISH_PERCEPTUAL_EXCLUSIVITY_CONCEPT1	ENGLISH_PERCEPTUAL_DOMINANT_CONCEPT2	ENGLISH_PERCEPTUAL_EXCLUSIVITY_CONCEPT2	ENGLISH_PERCEPTUAL_DOMINANT_DISTRIBUTION	LINE_IN_SOURCE
1243	WIDE	wide	pants	street	0.9761904761904762	1.0	0.1951219512195122	1.2325581395348837	0.04878048780487805	0.0	3.658536585365854	1.1395348837209303	0.04878048780487805	0.11627906976744186	4.7560975609756095	4.976744186046512	visual	0.5406162464985994	visual	0.6666666666666666	unidominant	383
1246	SMALL	small	mouse	sweater	0.96	1.0	1.0526315789473684	0.06976744186046512	0.05263157894736842	0.0	4.0	3.6511627906976742	0.13157894736842105	0.023255813953488372	4.825	4.5813953488372094	visual	0.4743036484896039	visual	0.5502793296089385	unidominant	310
1265	HIGH	high	pitch	tower	1.0	1.0	4.925	0.24390243902439024	0.0	0.0	0.725	1.2926829268292683	0.0	0.04878048780487805	0.575	4.975609756097561	auditory	0.7911646586345382	visual	0.758364312267658	bidominant	182
1267	NARROW	narrow	alley	sleeve	1.0	0.97	0.7209302325581395	0.15789473684210525	0.023255813953488372	0.0	1.5348837209302326	4.153846153846154	0.23255813953488372	0.0	4.953488372093023	4.512820512820513	visual	0.660436137071651	visual	0.5113931793852271	unidominant	235
1286	HOT	hot	chili pepper	grill pan	1.0	1.0	0.3	1.3658536585365855	4.825	0.4878048780487805	1.15	4.780487804878049	3.325	1.853658536585366	2.075	3.2195121951219514	gustatory	0.3875802997858672	haptic	0.3666666666666667	bidominant	187
1287	COLD	cold	ice cream	snow ball	1.0	1.0	0.25	0.38095238095238093	4.85	2.4285714285714284	4.425	4.928571428571429	0.8	0.7142857142857143	2.575	2.238095238095238	gustatory	0.35658914728682173	haptic	0.42538975501113585	bidominant	79
1314	QUIET	quiet	graveyard	snake	0.9761904761904762	1.0	4.829268292682927	4.4186046511627906	0.04878048780487805	0.023255813953488372	0.43902439024390244	0.6046511627906976	0.34146341463414637	0.06976744186046512	2.975609756097561	3.4186046511627906	auditory	0.5536723163841807	auditory	0.5149863760217984	unidominant	263
1335	WHITE	white	sheets	swan	1.0	1.0	0.25	0.04878048780487805	0.0	0.0	0.625	0.5121951219512195	0.45	0.04878048780487805	4.925	4.926829268292683	visual	0.7879999999999999	visual	0.8898678414096916	unidominant	382
1369	GOLD	gold	bracelet	honey	1.0	0.9800000000000001	0.46511627906976744	0.07692307692307693	0.2558139534883721	1.2307692307692308	1.6046511627906976	0.3333333333333333	0.3488372093023256	0.48717948717948717	4.837209302325581	4.825	visual	0.609907120743034	visual	0.6828616207246243	unidominant	160
1395	ROUND	round	coin	planet	1.0	1.0	0.21428571428571427	0.475	0.38095238095238093	0.025	4.619047619047619	1.175	0.023809523809523808	0.0	4.928571428571429	4.3	visual	0.4824355971896956	visual	0.7196652719665272	unidominant	279
1396	SHARP	sharp	cheese	thorn	1.0	0.985	0.023255813953488372	0.23076923076923078	4.465116279069767	0.1794871794871795	1.069767441860465	4.9	3.372093023255814	0.02564102564102564	1.7674418604651163	4.225	gustatory	0.4152173913043478	haptic	0.5098223265169293	bidominant	295
1398	DRY	dry	biscuit	riverbed	1.0	0.9767441860465116	0.3023255813953488	1.6904761904761905	4.906976744186046	0.3333333333333333	3.5813953488372094	3.0	0.8372093023255814	0.7380952380952381	3.0	4.571428571428571	gustatory	0.36464088397790057	visual	0.4101382488479263	bidominant	116
1400	THIN (SLIM)	skinny	legs	rope	0.985	1.0	0.10256410256410256	0.13953488372093023	0.0	0.046511627906976744	3.45	4.488372093023256	0.0	0.023255813953488372	4.85	4.837209302325581	visual	0.5772047604516325	visual	0.5048780487804878	unidominant	305
1404	STRAIGHT	straight	laser beam	road	1.0	1.0	0.42857142857142855	0.4	0.11904761904761904	0.025	0.5714285714285714	0.95	0.11904761904761904	0.025	4.833333333333333	4.9	visual	0.7764705882352941	visual	0.7738095238095237	unidominant	339
1424	YELLOW	yellow	lemon	tennis ball	1.0	1.0	0.0	0.2558139534883721	0.5348837209302325	0.0	0.27906976744186046	0.5813953488372093	0.3023255813953488	0.046511627906976744	4.976744186046512	4.976744186046512	visual	0.8167938931297709	visual	0.8492063492063492	unidominant	387
1425	GREEN	green	broccoli	grass	1.0	0.9761904761904762	0.0	0.21951219512195122	1.4186046511627908	0.3170731707317073	0.6511627906976745	1.146341463414634	0.6046511627906976	1.5365853658536586	4.837209302325581	4.878048780487805	visual	0.6439628482972136	visual	0.575301204819277	unidominant	168
1427	BEAUTIFUL	beautiful	girl	song	1.0	1.0	1.4146341463414633	4.95	0.04878048780487805	0.175	1.4878048780487805	0.525	1.5121951219512195	0.225	4.878048780487805	0.95	visual	0.5169712793733682	auditory	0.6996336996336997	bidominant	17
1428	BURNING	burning	candle	toast	1.0	1.0	0.7804878048780488	1.275	0.12195121951219512	3.55	3.0	2.15	3.658536585365854	4.8	4.780487804878049	4.4	visual	0.37747035573122534	olfactory	0.21792890262751163	bidominant	52
143	HUMID	humid	bathroom	rainforest	1.0	0.99	0.23255813953488372	0.6923076923076923	0.5116279069767442	0.6	3.697674418604651	3.725	2.395348837209302	2.425	3.0697674418604652	2.717948717948718	haptic	0.34976525821596244	haptic	0.30757097791798105	unidominant	190
149	ITCHY	itchy	mosquito bite	shawl	1.0	1.0	0.2682926829268293	0.175	0.024390243902439025	0.125	4.878048780487805	4.675	0.17073170731707318	0.05	2.3902439024390243	2.15	haptic	0.6277602523659306	haptic	0.6445993031358886	unidominant	197
1495	HAPPY	happy	face	music	1.0	1.0	1.6341463414634145	4.85	0.04878048780487805	0.075	1.5609756097560976	0.45	0.07317073170731707	0.125	4.878048780487805	1.2	visual	0.5892857142857143	auditory	0.712686567164179	bidominant	177
153	GREY	gray	elephant	pebble	1.0	1.0	0.11627906976744186	0.06976744186046512	0.023255813953488372	0.023255813953488372	0.09302325581395349	0.3023255813953488	0.0	0.023255813953488372	5.0	4.953488372093023	visual	0.9555555555555555	visual	0.9177489177489178	unidominant	166
1548	UGLY	ugly	blemish	witch	0.9761904761904762	0.9906976744186047	0.14634146341463414	1.6511627906976745	0.21951219512195122	0.09523809523809523	2.317073170731707	1.4047619047619047	0.21951219512195122	0.813953488372093	4.682926829268292	4.744186046511628	visual	0.5980707395498392	visual	0.5337910865280693	unidominant	368
156	RED	red	fire truck	strawberry	0.9761904761904762	0.9767441860465116	0.6829268292682927	0.0	0.12195121951219512	1.8095238095238095	0.04878048780487805	0.8809523809523809	0.024390243902439025	1.119047619047619	4.975609756097561	5.0	visual	0.8458333333333333	visual	0.5675675675675675	unidominant	268
1593	DEEP	deep	color	well	0.9550000000000001	1.0	0.07894736842105263	2.86046511627907	0.0	0.09302325581395349	0.23684210526315788	1.6744186046511629	0.05263157894736842	0.3023255813953488	4.897435897435898	4.5813953488372094	visual	0.9300358790363916	visual	0.471882640586797	unidominant	110
1601	WEAK	weak	muscle	night light	1.0	1.0	0.225	0.2682926829268293	0.075	0.0	4.05	0.4146341463414634	0.025	0.07317073170731707	2.775	4.804878048780488	haptic	0.5629370629370628	visual	0.8640350877192983	bidominant	377
1624	EMPTY	empty	coke bottle	milk carton	1.0	1.0	1.5	2.325	2.238095238095238	0.75	3.2142857142857144	3.725	0.30952380952380953	0.525	4.928571428571429	4.375	visual	0.37890625000000006	visual	0.32905982905982906	unidominant	124
1625	DEAD	dead	bird	silence	0.9761904761904762	0.9767441860465116	1.1219512195121952	4.357142857142857	0.5121951219512195	0.023809523809523808	2.341463414634146	0.5952380952380952	2.5609756097560976	0.23809523809523808	4.902439024390244	1.6666666666666667	visual	0.3837953091684435	auditory	0.629757785467128	bidominant	108
163	BLACK	black	liquorice	piano	0.9761904761904762	1.0	0.24390243902439024	0.32558139534883723	2.292682926829268	0.0	0.21951219512195122	0.3023255813953488	1.4146341463414633	0.06976744186046512	4.829268292682927	5.0	visual	0.5121951219512195	visual	0.8775510204081632	unidominant	23
1631	FAST	swift	dolphin	jet fighter	1.0	1.0	2.302325581395349	2.953488372093023	0.0	0.0	0.8372093023255814	0.5348837209302325	0.06976744186046512	0.0	4.8604651162790695	4.813953488372093	visual	0.6023054755043227	visual	0.5798319327731093	unidominant	346
1633	FLAT	flat	envelope	soft drink	1.0	1.0	0.19047619047619047	1.625	0.23809523809523808	4.925	4.571428571428571	0.725	0.14285714285714285	0.875	4.785714285714286	2.375	visual	0.46762589928057546	gustatory	0.39904988123515445	bidominant	134
1636	MOTIONLESS	motionless	air	statue	1.0	1.0	2.6511627906976742	0.9302325581395349	0.20930232558139536	0.023255813953488372	3.604651162790698	3.3488372093023258	0.5348837209302325	0.11627906976744186	1.6744186046511629	5.0	haptic	0.3914209115281502	visual	0.528395061728395	bidominant	226
1645	SHORT	short	stick	toe	1.0	1.0	0.075	0.023809523809523808	0.225	0.047619047619047616	3.575	3.642857142857143	0.025	0.047619047619047616	4.9	4.809523809523809	visual	0.5539772727272727	visual	0.5583333333333333	unidominant	299
1691	FLEXIBLE	flexible	drinking straw	ruler	1.0	1.0	0.5348837209302325	0.4186046511627907	0.3953488372093023	0.023255813953488372	4.534883720930233	4.627906976744186	0.0	0.023255813953488372	4.093023255813954	4.046511627906977	haptic	0.4744525547445255	haptic	0.5038167938931298	unidominant	136
1698	CURVED	curved	cookie cutter	female body	0.9767441860465116	1.0	0.21428571428571427	0.09302325581395349	0.23809523809523808	0.09302325581395349	4.119047619047619	4.209302325581396	0.14285714285714285	0.023255813953488372	4.857142857142857	4.8604651162790695	visual	0.49253731343283574	visual	0.5213032581453634	unidominant	101
1726	WET	wet	patio	tongue	1.0	1.0	1.5	1.0476190476190477	0.45	2.7857142857142856	3.975	4.357142857142857	1.55	0.38095238095238093	4.6	3.5714285714285716	visual	0.3436853002070393	haptic	0.32745098039215687	bidominant	379
1728	ROTTEN	rotten	apple	egg	1.0	1.0	0.12195121951219512	0.075	4.365853658536586	4.2	3.4634146341463414	1.525	3.8780487804878048	4.75	4.487804878048781	3.975	visual	0.2675635276532138	olfactory	0.3218588640275387	bidominant	277
1771	TASTELESS	tasteless	clothes	water	1.0	1.0	0.11904761904761904	0.125	2.0476190476190474	4.925	0.9761904761904762	0.275	1.0476190476190477	2.05	3.261904761904762	1.3	visual	0.4217252396166134	gustatory	0.5533141210374639	bidominant	354
178	RIPE	ripe	cheese	tomato	0.9761904761904762	1.0	0.12195121951219512	0.27906976744186046	4.536585365853658	4.5813953488372094	1.4634146341463414	3.604651162790698	3.8292682926829267	2.5348837209302326	2.926829268292683	4.4186046511627906	gustatory	0.34280303030303033	gustatory	0.2790346907993967	unidominant	273
1813	TASTY	delicious	dessert	perfume	1.0	1.0	0.3488372093023256	0.18604651162790697	4.976744186046512	1.2325581395348837	0.7209302325581395	0.13953488372093023	3.604651162790698	4.558139534883721	3.395348837209302	0.6046511627906976	gustatory	0.35472370766488415	olfactory	0.657439446366782	bidominant	111
1847	SICK	feverish	eyes	forehead	0.9767441860465116	1.0	0.0	0.09302325581395349	0.023809523809523808	0.0	0.8571428571428571	4.767441860465116	0.0	0.09302325581395349	4.261904761904762	1.9534883720930232	visual	0.8287037037037038	haptic	0.6902356902356902	bidominant	131
1856	SOFT	soft	breeze	music	0.9761904761904762	1.0	2.292682926829268	4.906976744186046	0.2682926829268293	0.023255813953488372	4.2926829268292686	0.4186046511627907	0.8048780487804879	0.0	1.5609756097560976	0.627906976744186	haptic	0.43650793650793657	auditory	0.8210116731517509	bidominant	318
1884	HARD	hard	liquor	marble	1.0	1.0	0.19047619047619047	2.1	4.690476190476191	0.6	0.7380952380952381	4.9	3.619047619047619	0.075	1.8095238095238095	3.45	gustatory	0.4073275862068965	haptic	0.4337078651685393	bidominant	178
1906	SOUR	sour	lemon	vinegar	0.9813953488372094	0.9761904761904762	0.023809523809523808	0.0975609756097561	4.953488372093023	4.829268292682927	0.35714285714285715	0.12195121951219512	2.5	3.8292682926829267	1.0238095238095237	0.4634146341463415	gustatory	0.5565070633829229	gustatory	0.5065274151436031	unidominant	323
1923	ROUGH	rough	sketch	tree bark	1.0	0.9761904761904762	0.37209302325581395	1.0	0.046511627906976744	0.3170731707317073	2.2325581395348837	4.7317073170731705	0.13953488372093023	0.1951219512195122	4.604651162790698	3.951219512195122	visual	0.6163522012578616	haptic	0.44497607655502386	bidominant	278
193	SHALLOW	shallow	breathing	pond	1.0	1.0	4.325	1.0	0.0	0.07142857142857142	1.1	4.095238095238095	0.075	0.09523809523809523	2.45	4.190476190476191	auditory	0.5440251572327044	visual	0.43576826196473556	bidominant	294
1954	GENTLE	tender	bruise	steak	1.0	0.9949999999999999	0.16279069767441862	0.3333333333333333	0.0	4.875	4.488372093023256	3.275	0.11627906976744186	1.325	3.3488372093023258	3.025	haptic	0.5530085959885387	gustatory	0.35389610389610393	bidominant	355
1958	UNRIPE	unripe	peach	red pepper	1.0	0.985	0.37209302325581395	0.1794871794871795	4.72093023255814	4.325	4.046511627906977	1.794871794871795	2.7209302325581395	2.051282051282051	3.813953488372093	3.775	gustatory	0.27744807121661724	gustatory	0.34187989004017766	unidominant	370
2151	COARSE	coarse	brush strokes	burlap	1.0	0.8536585365853658	1.125	0.2857142857142857	0.25	0.17142857142857143	3.925	4.485714285714286	0.075	0.2571428571428571	3.825	3.6857142857142855	haptic	0.4184782608695652	haptic	0.4855305466237942	unidominant	77
2181	LIGHT (IN TASTE)	bland	sauce	skin tone	0.9800000000000001	1.0	0.15384615384615385	0.09302325581395349	4.625	0.06976744186046512	0.28205128205128205	1.069767441860465	2.4615384615384617	0.11627906976744186	1.435897435897436	4.813953488372093	gustatory	0.49910554561717346	visual	0.769811320754717	bidominant	25
2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	circular	coaster	mint	1.0	0.9512195121951219	0.55	0.05128205128205128	0.075	1.8717948717948718	3.675	4.128205128205129	0.075	0.23076923076923078	4.775	4.897435897435898	visual	0.5136612021857924	visual	0.4334862385321101	unidominant	67
2313	BRONZE	bronze	medal	statue	1.0	1.0	0.175	0.34146341463414637	0.625	0.4878048780487805	1.5	1.5609756097560976	0.525	0.8292682926829268	4.7	4.853658536585366	visual	0.6013289036544851	visual	0.5589123867069485	unidominant	47
2340	SUNNY	sunny	day	room	0.9761904761904762	1.0	0.8536585365853658	0.3023255813953488	0.2682926829268293	0.046511627906976744	2.6097560975609757	2.5813953488372094	0.975609756097561	0.5581395348837209	4.902439024390244	4.906976744186046	visual	0.48223350253807107	visual	0.5789473684210527	unidominant	343
2341	CLOUDY	cloudy	apple juice	day	0.9550000000000001	1.0	0.10526315789473684	0.27906976744186046	2.1842105263157894	0.3488372093023256	0.5526315789473685	0.7441860465116279	0.5263157894736842	0.8837209302325582	4.128205128205129	4.883720930232558	visual	0.5366336633663367	visual	0.6449511400651465	unidominant	75
2367	MANDARINE	tangerine	buddhist robe	pumpkin	1.0	0.9523809523809523	0.275	0.3	0.225	2.325	0.3	1.25	0.275	1.875	4.575	3.725	visual	0.7699115044247788	visual	0.3614775725593668	unidominant	349
2409	BROWN	brown	chestnut	monkey	0.9761904761904762	1.0	0.21951219512195122	0.5348837209302325	0.4878048780487805	0.0	0.3902439024390244	0.5348837209302325	0.36585365853658536	0.23255813953488372	4.926829268292683	5.0	visual	0.7366412213740458	visual	0.7933579335793358	unidominant	48
243	FRESH	fresh	breath	rain	1.0	1.0	0.325	2.1463414634146343	2.975	1.6097560975609757	0.55	3.1219512195121952	4.825	3.926829268292683	0.575	3.1951219512195124	olfactory	0.4864864864864865	olfactory	0.16550522648083624	unidominant	147
2449	FAT (OF MEAT AND FOOD)	fatty	croissant	raw meat	1.0	1.0	0.2	0.21428571428571427	4.1	3.119047619047619	2.225	2.8333333333333335	2.05	1.1666666666666667	2.775	4.214285714285714	gustatory	0.34361233480176206	visual	0.3463917525773196	bidominant	129
2452	PURPLE	purple	bruise	crocus	1.0	0.7209302325581395	0.023255813953488372	0.06451612903225806	0.046511627906976744	0.06451612903225806	1.372093023255814	0.06451612903225806	0.0	0.16129032258064516	4.930232558139535	4.612903225806452	visual	0.7737226277372263	visual	0.9155844155844156	unidominant	261
2483	COLD (OF WEATHER)	cool	evening	soda	1.0	1.0	0.8604651162790697	0.16279069767441862	0.3488372093023256	4.3023255813953485	4.465116279069767	4.604651162790698	1.3488372093023255	0.32558139534883723	2.3255813953488373	2.2093023255813953	haptic	0.4402985074626866	haptic	0.3827655310621242	unidominant	86
2506	LOOSE	loose	cable 	clothes	1.0	1.0	0.5348837209302325	0.5581395348837209	0.023255813953488372	0.0	4.093023255813954	4.488372093023256	0.0	0.0	4.441860465116279	4.72093023255814	visual	0.48849104859335035	visual	0.4833333333333334	unidominant	211
2517	CROWDED	crowded	airport	elevator	1.0	1.0	4.512195121951219	3.15	0.07317073170731707	0.075	3.0	3.9	1.4146341463414633	1.575	4.951219512195122	4.75	visual	0.34965034965034963	visual	0.3475836431226766	unidominant	97
2531	BROAD	broad	shoulders	vista	0.985	0.7209302325581395	0.07692307692307693	0.4838709677419355	0.02564102564102564	0.0	3.875	0.8709677419354839	0.05128205128205128	0.22580645161290322	4.85	4.129032258064516	visual	0.5433542704497869	visual	0.7231638418079096	unidominant	45
2627	ORANGE (FRUIT)	orange	buoy	fruit juice	0.975	1.0	0.23076923076923078	0.024390243902439025	0.0	3.8780487804878048	0.15384615384615385	0.34146341463414637	0.05128205128205128	2.6341463414634148	4.923076923076923	4.536585365853658	visual	0.9186602870813397	visual	0.3952991452991453	unidominant	242
2717	STEEP	steep	hill	staircase	1.0	1.0	0.425	0.6904761904761905	0.0	0.09523809523809523	2.425	3.357142857142857	0.1	0.047619047619047616	4.825	4.809523809523809	visual	0.6205787781350482	visual	0.5291005291005291	unidominant	334
297	CROOKED	crooked	gait	nose	0.7674418604651163	1.0	1.3636363636363635	0.09302325581395349	0.06060606060606061	0.046511627906976744	2.212121212121212	3.627906976744186	0.030303030303030304	0.023255813953488372	4.696969696969697	4.8604651162790695	visual	0.5579710144927537	visual	0.5591397849462366	unidominant	96
2997	COLORFUL	colorful	magazine	parrot	0.9800000000000001	1.0	0.1282051282051282	0.23255813953488372	0.0	0.023255813953488372	0.10256410256410256	0.11627906976744186	0.05128205128205128	0.023255813953488372	4.925	5.0	visual	0.9458328203865567	visual	0.9224137931034483	unidominant	80
2998	DAMP	damp	fog	towel	1.0	0.9761904761904762	0.20930232558139536	0.6829268292682927	0.6976744186046512	0.5853658536585366	3.7209302325581395	4.804878048780488	1.7674418604651163	2.5121951219512195	3.0930232558139537	3.341463414634146	haptic	0.37009803921568624	haptic	0.3537832310838446	unidominant	103
3003	SOLID	solid	pool ball	wood	1.0	1.0	1.880952380952381	1.8	0.42857142857142855	0.4	4.333333333333333	4.6	0.047619047619047616	0.175	3.9285714285714284	4.025	haptic	0.40358744394618834	haptic	0.4022727272727273	unidominant	319
3053	TIGHT	tight	collar	rope	1.0	1.0	0.32558139534883723	0.37209302325581395	0.0	0.046511627906976744	4.627906976744186	4.790697674418604	0.0	0.046511627906976744	3.8372093023255816	4.488372093023256	haptic	0.5264550264550265	haptic	0.4868735083532219	unidominant	361
323	FAT (ORGANIC SUBSTANCE)	fat	belly	hamburger	0.9761904761904762	1.0	0.3902439024390244	0.5581395348837209	0.024390243902439025	3.813953488372093	4.219512195121951	3.186046511627907	0.0975609756097561	2.441860465116279	4.853658536585366	4.604651162790698	visual	0.5038167938931297	visual	0.2770700636942675	unidominant	128
3446	PINK	pink	cotton candy	flamingo	1.0	1.0	0.046511627906976744	0.046511627906976744	1.441860465116279	0.023255813953488372	0.18604651162790697	0.13953488372093023	0.6511627906976745	0.023255813953488372	4.8604651162790695	5.0	visual	0.6699029126213593	visual	0.951111111111111	unidominant	251
3616	FAINT (PASS OUT)	faint	trace	whiff	0.9534883720930233	0.9069767441860465	1.853658536585366	0.8717948717948718	1.024390243902439	0.5897435897435898	1.6097560975609757	0.38461538461538464	1.4634146341463414	3.41025641025641	3.8780487804878048	0.7948717948717948	visual	0.2903225806451613	olfactory	0.5	bidominant	126
3701	HOLLOW	hollow	barrel	face	1.0	0.96	2.7674418604651163	0.47368421052631576	0.09302325581395349	0.02631578947368421	3.1627906976744184	3.2051282051282053	0.18604651162790697	0.05263157894736842	4.651162790697675	4.538461538461538	visual	0.4197002141327623	visual	0.5438796258641724	unidominant	185
3702	SLIPPERY	slippery	ice rink	jello	1.0	0.9761904761904762	1.1162790697674418	0.5609756097560976	0.06976744186046512	3.2439024390243905	4.651162790697675	4.926829268292683	0.23255813953488372	0.3170731707317073	3.7209302325581395	3.5121951219512195	haptic	0.46793349168646087	haptic	0.3669902912621359	unidominant	308
3703	STICKY	sticky	cotton candy	glue	1.0	1.0	0.13953488372093023	0.4418604651162791	3.2093023255813953	0.5813953488372093	4.837209302325581	4.976744186046512	0.7441860465116279	0.4186046511627907	3.0232558139534884	3.604651162790698	haptic	0.3929961089494163	haptic	0.4547563805104408	unidominant	336
3707	BEIGE	beige	mushroom	pants	1.0	1.0	0.0	0.175	0.6046511627906976	0.0	0.3023255813953488	0.25	0.3953488372093023	0.025	4.767441860465116	4.875	visual	0.78544061302682	visual	0.9154929577464789	unidominant	20
3709	BRILLIANT	brilliant	diamond	trumpet note	1.0	1.0	0.06976744186046512	4.767441860465116	0.023255813953488372	0.0	1.6744186046511629	0.32558139534883723	0.023255813953488372	0.0	4.906976744186046	0.5813953488372093	visual	0.7291666666666667	auditory	0.8401639344262295	bidominant	41
3750	KHAKI	khaki	dried mud	shirt	0.925	0.975609756097561	0.1891891891891892	0.025	0.21621621621621623	0.025	1.3783783783783783	2.25	0.2972972972972973	0.125	4.297297297297297	4.775	visual	0.6440677966101694	visual	0.6597222222222222	unidominant	202
3754	TRANSPARENT	transparent	ice cube	window	1.0	0.9767441860465116	0.046511627906976744	0.09523809523809523	0.5116279069767442	0.023809523809523808	0.46511627906976744	0.8571428571428571	0.046511627906976744	0.0	4.953488372093023	4.904761904761905	visual	0.8146718146718146	visual	0.8340080971659919	unidominant	366
3756	FLORAL	floral	incense	wall paper	0.9523809523809523	1.0	0.2	0.1	0.925	0.05	0.55	0.55	4.575	0.3	1.05	4.875	olfactory	0.5993150684931507	visual	0.8212765957446809	bidominant	139
3759	FOGGY	foggy	glasses	riverbank	0.9761904761904762	1.0	0.14634146341463414	0.6744186046511628	0.0975609756097561	0.3953488372093023	1.975609756097561	1.8837209302325582	0.1951219512195122	1.255813953488372	4.853658536585366	4.767441860465116	visual	0.6543624161073825	visual	0.4870466321243523	unidominant	143
376	FRAGRANT	fragrant	bouquet	cinnamon	1.0	1.0	0.16279069767441862	0.046511627906976744	0.5813953488372093	2.6744186046511627	0.627906976744186	0.2558139534883721	4.651162790697675	4.767441860465116	1.744186046511628	0.6744186046511628	olfactory	0.5778443113772456	olfactory	0.5607734806629834	unidominant	145
377	LOUD	loud	drill	necktie	1.0	1.0	4.951219512195122	1.975	0.0	0.0	1.024390243902439	0.275	0.3170731707317073	0.05	2.3902439024390243	2.275	auditory	0.5702247191011236	visual	0.4972677595628416	bidominant	212
