ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	POS	IDS_IN_SOURCE	LINKS	POLYSEMY_CLASS	FREQUENCY_CLASS	DEGREE_CLASS	RELATION_TYPE	FORWARD_SCORES	BACKWARD_SCORES	SCORED_RELATIONS
Lapesa-2014-772-639	639			stout	noun	823:stout-thin:0 824:stout-beer:0 825:stout-ale:0	→665 →61 →26	poli2 poli2 poli2	freqMin freqMin freqMin	NOT HIGH LOW	HYP HYP HYP	0.1 4.8 3.5	0.3 4.9 3.5	"{""stout-thin"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.1, ""BACKWARD_SCORE"": 0.3, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}, ""stout-beer"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 4.9, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}, ""stout-ale"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.5, ""BACKWARD_SCORE"": 3.5, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-640	640			straighten	verb	499:to-spiral-to-straighten:1 500:to-spiral-to-straighten:1 586:to-zigzag-to-straighten:1 591:to-zigzag-to-straighten:1	←623 ←623 ←772 ←772	poli3 poli3 poli1 poli1	freqMed freqMed freqMin freqMin	HIGH NOT HIGH NOT	ANT SYN ANT SYN	4.8 0.1 4.4 0.0	4.3 0.0 4.6 0.0	"{""to-spiral-to-straighten"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.1, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""to-zigzag-to-straighten"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-641	641			streamline	verb	514:to-streamline-to-disorganize:0 515:to-streamline-to-simplify:0 516:to-streamline-to-complicate:0	→198 →602 →124	poli1 poli1 poli1	freqMed freqMed freqMed	LOW NOT HIGH	ANT ANT ANT	4.3 0.0 4.9	4.9 0.0 4.8	"{""to-streamline-to-disorganize"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.3, ""BACKWARD_SCORE"": 4.9, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""to-streamline-to-simplify"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""to-streamline-to-complicate"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.9, ""BACKWARD_SCORE"": 4.8, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-642	642			structure	verb	517:to-structure-to-demolish:0 518:to-structure-to-organize:0 519:to-structure-to-build:0	→172 →463 →79	poli1 poli1 poli1	freqMax freqMax freqMax	NOT LOW HIGH	HYP HYP HYP	0.1 4.2 3.4	0.0 4.3 4.0	"{""to-structure-to-demolish"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.1, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""to-structure-to-organize"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.2, ""BACKWARD_SCORE"": 4.3, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""to-structure-to-build"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.4, ""BACKWARD_SCORE"": 4.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-643	643			structured	adjective	225:unstructured-structured:1	←723	poli3	freqMin	HIGH	ANT	5.0	5.0	"{""unstructured-structured"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 5.0, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-644	644			struggle	verb	538:to-toil-to-struggle:1	←669	poli1	freqMed	LOW	SYN	3.7	3.7	"{""to-toil-to-struggle"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.7, ""BACKWARD_SCORE"": 3.7, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-645	645			strum	verb	520:to-strum-to-play:0 521:to-strum-to-beat:0 522:to-strum-to-sound:0	→491 →59 →616	poli1 poli1 poli1	freqMin freqMin freqMin	HIGH NOT LOW	HYP HYP HYP	4.3 1.7 3.0	4.1 0.8 3.6	"{""to-strum-to-play"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.3, ""BACKWARD_SCORE"": 4.1, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}, ""to-strum-to-beat"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 1.7, ""BACKWARD_SCORE"": 0.8, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}, ""to-strum-to-sound"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.0, ""BACKWARD_SCORE"": 3.6, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-646	646	753	PUPIL (STUDENT)	student	noun	682:educator-student:1	←215	poli1	freqMax	HIGH	ANT	4.1	4.7	"{""educator-student"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.1, ""BACKWARD_SCORE"": 4.7, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-647	647			subtract	verb	525:to-sum-to-subtract:1 526:to-sum-to-subtract:1 528:to-sum-to-subtract:1	←648 ←648 ←648	poli1 poli1 poli1	freqMax freqMax freqMax	NOT NOT HIGH	SYN HYP ANT	0.0 0.3 4.2	0.0 0.1 4.9	"{""to-sum-to-subtract"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.2, ""BACKWARD_SCORE"": 4.9, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-648	648			sum	verb	523:to-sum-to-add:0 524:to-sum-to-add:0 525:to-sum-to-subtract:0 526:to-sum-to-subtract:0 527:to-sum-to-conclude:0 528:to-sum-to-subtract:0 529:to-sum-to-calculate:0 530:to-sum-to-detract:0 531:to-sum-to-add:0	→17 →17 →647 →647 →127 →647 →82 →184 →17	poli1 poli1 poli1 poli1 poli1 poli1 poli1 poli1 poli1	freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax	HIGH HIGH NOT NOT LOW HIGH LOW LOW NOT	HYP SYN SYN HYP SYN ANT HYP ANT ANT	3.6 3.8 0.0 0.3 3.0 4.2 4.5 4.3 0.5	3.6 4.8 0.0 0.1 3.0 4.9 4.5 2.5 0.0	"{""to-sum-to-add"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.5, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""to-sum-to-subtract"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.2, ""BACKWARD_SCORE"": 4.9, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""to-sum-to-conclude"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.0, ""BACKWARD_SCORE"": 3.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""to-sum-to-calculate"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.5, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""to-sum-to-detract"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.3, ""BACKWARD_SCORE"": 2.5, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-649	649			superficial	adjective	145:superficial-shallow:0 146:superficial-deep:0 147:superficial-deep:0 148:superficial-shallow:0 149:superficial-genuine:0 150:superficial-trivial:0	→592 →168 →168 →592 →284 →678	poli3 poli3 poli3 poli3 poli3 poli3	freqMed freqMed freqMed freqMed freqMed freqMed	NOT HIGH NOT HIGH LOW LOW	ANT ANT SYN SYN ANT SYN	0.5 4.7 0.0 4.7 4.8 2.8	0.2 4.2 0.0 4.5 4.3 4.3	"{""superficial-shallow"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.7, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}, ""superficial-deep"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""superficial-genuine"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 4.3, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""superficial-trivial"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 2.8, ""BACKWARD_SCORE"": 4.3, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-650	650			supervised	adjective	229:unsupervised-supervised:1 230:unsupervised-supervised:1	←725 ←725	poli2 poli2	freqMin freqMin	HIGH NOT	ANT HYP	5.0 0.0	5.0 0.0	"{""unsupervised-supervised"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-651	651	1696	SURRENDER	surrender	verb	280:to-battle-to-surrender:1 285:to-battle-to-surrender:1	←57 ←57	poli1 poli1	freqMax freqMax	NOT HIGH	HYP ANT	0.2 4.4	0.0 4.6	"{""to-battle-to-surrender"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.4, ""BACKWARD_SCORE"": 4.6, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-652	652			swat	verb	532:to-swat-to-protect:0 533:to-swat-to-slap:0 534:to-swat-to-hit:0 535:to-swat-to-hit:0 536:to-swat-to-slap:0 537:to-swat-to-protect:0	→513 →607 →317 →317 →607 →513	poli1 poli1 poli1 poli1 poli1 poli1	freqMin freqMin freqMin freqMin freqMin freqMin	NOT LOW HIGH HIGH LOW NOT	HYP HYP SYN HYP SYN SYN	1.6 3.4 4.4 4.4 4.1 0.2	1.6 4.2 4.3 4.5 4.5 0.0	"{""to-swat-to-protect"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.2, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}, ""to-swat-to-slap"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.1, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}, ""to-swat-to-hit"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.4, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-653	653			swiftness	noun	843:velocity-swiftness:1	←740	poli1	freqMax	LOW	SYN	3.6	3.4	"{""velocity-swiftness"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.6, ""BACKWARD_SCORE"": 3.4, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-654	654			symbolic	adjective	151:symbolic-apparent:0 152:symbolic-unsymbolic:0 153:symbolic-representative:0 154:symbolic-unsymbolic:0 155:symbolic-representative:0 156:symbolic-indicative:0	→36 →726 →546 →726 →546 →351	poli2 poli2 poli2 poli2 poli2 poli2	freqMax freqMax freqMax freqMax freqMax freqMax	LOW NOT HIGH HIGH NOT LOW	ANT SYN SYN ANT ANT SYN	2.5 0.1 3.4 5.0 0.8 3.2	2.1 0.1 4.1 5.0 1.0 4.1	"{""symbolic-apparent"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 2.5, ""BACKWARD_SCORE"": 2.1, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""symbolic-unsymbolic"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 5.0, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""symbolic-representative"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.8, ""BACKWARD_SCORE"": 1.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""symbolic-indicative"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.2, ""BACKWARD_SCORE"": 4.1, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-655	655			symphonic	adjective	157:symphonic-unmusical:0 158:symphonic-musical:0 159:symphonic-orchestral:0	→715 →442 →461	poli1 poli1 poli1	freqMin freqMin freqMin	NOT HIGH LOW	HYP HYP HYP	0.0 4.5 3.8	0.0 4.625 4.333	"{""symphonic-unmusical"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}, ""symphonic-musical"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.5, ""BACKWARD_SCORE"": 4.625, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}, ""symphonic-orchestral"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.8, ""BACKWARD_SCORE"": 4.333, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-656	656			synthetic	adjective	20:chemical-synthetic:1	←101	poli2	freqMax	HIGH	SYN	2.8	2.8	"{""chemical-synthetic"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 2.8, ""BACKWARD_SCORE"": 2.8, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-657	657	1749	TAKE	take	verb	572:to-whisk-to-take:1	←754	poli3	freqMed	LOW	HYP	2.3	2.7	"{""to-whisk-to-take"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 2.3, ""BACKWARD_SCORE"": 2.7, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-658	658			tavern	noun	803:saloon-tavern:1 809:saloon-tavern:1	←568 ←568	poli2 poli2	freqMed freqMed	LOW LOW	HYP SYN	2.9 5.0	3.1 4.9	"{""saloon-tavern"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 5.0, ""BACKWARD_SCORE"": 4.9, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-659	659	1038	TEACHER	teacher	noun	683:educator-teacher:1	←215	poli1	freqMax	NOT	ANT	0.1	0.1	"{""educator-teacher"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.1, ""BACKWARD_SCORE"": 0.1, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-660	660			teahouse	noun	805:saloon-teahouse:1	←568	poli2	freqMed	LOW	ANT	2.4	2.8	"{""saloon-teahouse"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 2.4, ""BACKWARD_SCORE"": 2.8, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-661	661			terminate	verb	420:to-kill-to-terminate:1	←379	poli3	freqMax	LOW	SYN	4.1	4.5	"{""to-kill-to-terminate"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.1, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-662	662			terse	adjective	26:concise-terse:1	←126	poli3	freqMed	NOT	ANT	0.3	1.5	"{""concise-terse"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.3, ""BACKWARD_SCORE"": 1.5, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-663	663			test	noun	711:gauge-test:1	←283	poli1	freqMax	LOW	SYN	3.7	3.8	"{""gauge-test"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.7, ""BACKWARD_SCORE"": 3.8, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-664	664			thankful	adjective	160:thankful-gracious:0 161:thankful-grateful:0 162:thankful-ungrateful:0	→294 →297 →705	poli3 poli3 poli3	freqMed freqMed freqMed	LOW HIGH NOT	SYN SYN SYN	3.4 4.8 0.0	3.9 4.8 0.0	"{""thankful-gracious"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.4, ""BACKWARD_SCORE"": 3.9, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""thankful-grateful"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 4.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}, ""thankful-ungrateful"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-665	665	2308	THIN	thin	noun	823:stout-thin:1	←639	poli2	freqMin	NOT	HYP	0.1	0.3	"{""stout-thin"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.1, ""BACKWARD_SCORE"": 0.3, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-666	666			thrifty	adjective	163:thrifty-cheap:0 164:thrifty-wasteful:0 165:thrifty-resourceful:0 166:thrifty-wasteful:0 167:thrifty-wasteful:0 168:thrifty-frugal:0 169:thrifty-frugal:0 170:thrifty-extravagant:0 171:thrifty-frugal:0	→100 →747 →550 →747 →747 →277 →277 →249 →277	poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3	freqMin freqMin freqMin freqMin freqMin freqMin freqMin freqMin freqMin	HIGH HIGH LOW NOT NOT LOW NOT LOW HIGH	HYP ANT SYN SYN HYP HYP ANT ANT SYN	4.1 4.5 3.2 0.0 0.231 4.2 0.9 4.7 4.7	4.5 4.8 3.7 0.1 0.0 4.25 0.0 4.5 5.0	"{""thrifty-cheap"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.1, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}, ""thrifty-wasteful"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.231, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}, ""thrifty-resourceful"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.2, ""BACKWARD_SCORE"": 3.7, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}, ""thrifty-frugal"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.7, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}, ""thrifty-extravagant"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.7, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-667	667			thump	noun	826:thump-silence:0 827:thump-sound:0 828:thump-noise:0	→599 →616 →448	poli2 poli2 poli2	freqMin freqMin freqMin	NOT HIGH LOW	HYP HYP HYP	0.1 4.7 4.6	0.0 4.8 4.7	"{""thump-silence"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.1, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}, ""thump-sound"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.7, ""BACKWARD_SCORE"": 4.8, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}, ""thump-noise"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.6, ""BACKWARD_SCORE"": 4.7, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-668	668	1094	FASTEN	tighten	verb	313:to-constrict-to-tighten:1 317:to-constrict-to-tighten:1	←137 ←137	poli2 poli2	freqMin freqMin	HIGH NOT	HYP ANT	4.3 0.0	4.4 0.5	"{""to-constrict-to-tighten"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.5, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-669	669			toil	verb	538:to-toil-to-struggle:0 539:to-toil-to-rest:0 540:to-toil-to-work:0 541:to-toil-to-labour:0 542:to-toil-to-work:0 543:to-toil-to-rest:0	→644 →552 →762 →384 →762 →552	poli1 poli1 poli1 poli1 poli1 poli1	freqMed freqMed freqMed freqMed freqMed freqMed	LOW NOT HIGH LOW HIGH NOT	SYN HYP SYN HYP HYP SYN	3.7 0.5 3.8 3.2 3.6 0.0	3.7 0.5 4.1 4.4 3.7 0.0	"{""to-toil-to-struggle"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.7, ""BACKWARD_SCORE"": 3.7, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""to-toil-to-rest"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""to-toil-to-work"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.6, ""BACKWARD_SCORE"": 3.7, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}, ""to-toil-to-labour"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.2, ""BACKWARD_SCORE"": 4.4, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
