NUMBER	GLOSS	SENSES	A	B	C	D	
669	brave	good;brave;strong;heart;person;new;relative;to work	0	0	0	0
670	brawl (V)	to beat	0	0	0	0
671	brawn	wart	0	0	0	0
672	brazier	coal	0	0	0	0
673	breach	to cut	0	0	0	0
674	bread	grain	0	0	0	0
675	breadth	wide	0	0	0	0
676	break (V)	to break;to divide;to destroy;to tear;to cut;to beat	0	0	0	0
677	break a treaty (V)	to curse	0	0	0	0
678	break away (V)	free	0	0	0	0
679	break forth (V)	to pierce;to open	0	0	0	0
680	break in (V)	to win	0	0	0	0
681	break off (V)	to break;to cut	0	0	0	0
682	break through (V)	hole;to break;to pierce;to destroy	0	0	0	0
683	break to pieces (V)	to break	0	0	0	0
684	break up (V)	to break	0	0	0	0
685	breakwater	back	0	0	0	0
686	bream	fish	0	0	0	0
687	breast	breast;milk;liver;front;middle;to drink;heart;to suck;neck;wart	0	0	0	89
688	breastplate	breast	0	0	0	0
689	breath	dense;smoke;to blow;blood;good;to live;sky	0	0	0	0
690	breathe (V)	noise;to blow;to live;to smell	0	0	0	99
691	breeches	clothes	0	0	0	0
692	breed (V)	to learn	0	0	0	0
693	breeze	wind	0	0	0	0
694	brew	beer;grain	0	0	0	0
695	brew (V)	beer;to boil;to press	0	0	0	0
696	brick	brick	0	0	0	0
697	bride	woman;debt;relative	0	0	0	0
698	bridegroom	person;relative;host	0	0	0	0
699	bridge	bridge	0	0	0	0
700	bridge (V)	bridge	0	0	0	0
701	bridle	rope;to bind;to bite	0	0	0	0
702	brier	grass;tree	0	0	0	0
703	bright	to burn;to shine;clean;white	0	0	0	0
704	brightness	to shine;to praise	0	0	0	0
705	brilliance	to shine;fire	0	0	0	0
706	brilliant	to burn;to shine	0	0	0	0
707	brim	mouth	0	0	0	0
708	brimming	full	0	0	0	0
709	brimstone	sulphur	0	0	0	0
710	bring (V)	to carry;to take	0	0	0	0
711	bring food (V)	to give;to eat	0	0	0	0
712	bring forth (V)	to bear;to live;to open	0	0	0	0
713	bring in (V)	to sink	0	0	0	0
714	bring out (V)	to go	0	0	0	0
715	bring together (V)	to bind;together	0	0	0	0
716	bring up (V)	to learn;to guard;big	0	0	0	0
717	bring with (V)	to take	0	0	0	0
718	brinjal	vegetable	0	0	0	0
719	briny	bitter	0	0	0	0
720	brisket	side	0	0	0	0
721	bristle	hair	0	0	0	0
722	bristly	rough	0	0	0	0
723	brittle	dry;to break	0	0	0	0
724	broad	wide;flat	0	0	0	0
725	brocade	cloth;skin	0	0	0	0
726	broil (V)	to roast	0	0	0	0
727	broken	to break;to destroy;to beat	0	0	0	0
728	broken off	to cut	0	0	0	0
729	broken piece	to break	0	0	0	0
730	bronze	metal	0	0	0	0
731	brood (V)	host	0	0	0	0
732	brook	valley;water;liquid	0	0	0	0
733	broom	hair;to sweep;stick;grass	0	0	0	0
734	broth	to eat	0	0	0	0
735	brother	relative	0	0	0	0
736	brother in relation to his sister	relative	0	0	0	0
737	brother's son	child	0	0	0	0
738	brother's wife	relative	0	0	0	0
739	brother-in-law	relative	0	0	0	0
740	brow	face	0	0	0	0
741	brown	red;dark	0	0	0	0
742	brownish	red	0	0	0	0
743	bruise (V)	to scrape;bad	0	0	0	0
744	brush (V)	to rub;to sweep;to comb	0	0	0	0
745	brush off (V)	to rub	0	0	0	0
746	brush past (V)	to rub	0	0	0	0
747	brushwood	stick;grass	0	0	0	0
748	brusque	rough	0	0	0	0
749	brusque (V)	to curse	0	0	0	0
750	brutal	bad;dark	0	0	0	0
751	bubble	foam;bubble	0	0	0	0
752	bubble (V)	to boil	0	0	0	0
753	bubble up (V)	bubble	0	0	0	0
754	buck	sheep	0	0	0	0
755	buck (V)	to beat	0	0	0	0
756	bucket	vessel;to scoop	0	0	0	0
757	buckle	obstacle;to bend	0	0	0	0
758	buckle (V)	to close	0	0	0	0
759	buckler	skin	0	0	0	0
760	buckthorn	tree	0	0	0	0
761	buckwheat	grass;grain	0	0	0	0
762	bud	grain;leaf;to swell;tree;egg;thorn	0	0	0	0
763	bud (V)	tree	0	0	0	0
764	buffalo	cow	0	0	0	0
765	buffer coat	skin	0	0	0	0
766	bug	insect	0	0	0	0
767	build (V)	house;to put;to make	0	0	0	0
768	building	house;fence;door	0	0	0	0
769	buildings	house	0	0	0	0
770	bulb	end	0	0	0	0
771	bulbous root	vegetable	0	0	0	0
772	bulge (V)	to swell	0	0	0	0
773	bull	cow;meat;person	0	0	0	0
774	bull kept for breeding	genitals	0	0	0	0
775	bull-calf	genitals;cow;child	0	0	0	0
776	bullet	bow	0	0	0	0
777	bullfinch	bird	0	0	0	0
778	bullock	elephant	0	0	0	0
779	bulrush	grass	0	0	0	0
780	bumble-bee	insect	0	0	0	0
781	bumpy	rough	0	0	0	0
782	bunch	hair;to bind;to adhere;fruit	0	0	0	0
783	bundle	hair;to twist;to bind;together;grass	0	0	0	0
784	bundle (V)	to bind;to take	0	0	0	0
785	bundle of rods	together	0	0	0	0
786	bundle up (V)	to twist	0	0	0	0
787	bungarus	bird	0	0	0	0
788	burbot	fish	0	0	0	0
789	burden	back;to carry	0	0	0	0
790	burdened	grief	0	0	0	0
791	burdock	grass	0	0	0	0
792	burial	grave	0	0	0	0
793	burn (V)	fire;to burn;warm;to boil;to shine	0	0	0	169
794	burned	to burn	0	0	0	0
795	burning	to burn	0	0	0	0
796	burning with grief	grief	0	0	0	0
797	burnt	dirt;to burn	0	0	0	0
798	burnt-offering	to burn	0	0	0	0
799	burrow	hole;to pierce	0	0	0	0
800	burrow (V)	to pierce	0	0	0	0
801	burst (V)	to break;to cut;to pierce	0	0	0	0
802	burst open (V)	to pierce;hole	0	0	0	0
803	bury (V)	grave;to cover;to sink;to dig;hole;to die	0	0	0	0
804	bush	root;tree;thorn;grass;fruit	0	0	0	0
805	bushy	thick;to grow	0	0	0	0
806	bustard	bird	0	0	0	0
807	busy	to make;to work;strong;to want	0	0	0	0
808	butcher	meat	0	0	0	0
809	butt	below	0	0	0	0
810	butt (V)	to beat;horn;to pinch;to destroy;stick	0	0	0	0
811	butter	fat;milk	0	0	0	0
812	butterfly	insect	0	0	0	0
813	buttermilk	milk	0	0	0	0
814	buttock	flat;back;side;below;hole;behind;foot	0	0	0	0
815	buttocks	flat;side;below;hole;behind;foot;back	0	0	0	0
816	button	obstacle	0	0	0	0
817	buy (V)	debt;to move;to search	0	0	0	0
818	buy off (V)	debt	0	0	0	0
819	buzz	noise	0	0	0	0
820	by	to make	0	0	0	0
821	by the side of	pronoun	0	0	0	0
822	cabbage	vegetable	0	0	0	0
823	cabin	house	0	0	0	0
824	cage	obstacle;sheath;fence;net	0	0	0	0
825	cage for a criminal	sheath	0	0	0	0
826	cake	grain	0	0	0	0
827	caked	dry	0	0	0	0
828	caked together	dry	0	0	0	0
829	calandre	insect	0	0	0	0
830	calculate (V)	to think;to count;to write	0	0	0	0
831	calendar	to write	0	0	0	0
832	calf	deer;sheep;child;cow	0	0	0	0
833	calf of leg	foot;bone;hand	0	0	0	0
834	call (V)	name;to speak;to call;noise;relative	0	0	0	0
835	call out (V)	noise	0	0	0	0
836	callosity	wart;horn	0	0	0	0
837	callus	wound	0	0	0	0
838	calm	light;luck;to make	0	0	0	0
839	calm gaze hiding inner anger	obstacle	0	0	0	0
840	camel	pig;deer	0	0	0	0
841	camp	house;place	0	0	0	0
842	can	able;to know;to think	0	0	0	0
843	canal	river;pool;mountain	0	0	0	0
844	cancel (V)	to rub	0	0	0	0
845	candle	to shine	0	0	0	0
846	candy	dense	0	0	0	0
847	cane	grass;stick	0	0	0	0
848	canine tooth	tooth	0	0	0	0
849	canoe	boat	0	0	0	0
850	canted	side	0	0	0	0
851	canterbury	chair	0	0	0	0
852	canvas	cloth	0	0	0	0
853	canyon	ravine	0	0	0	0
854	cap	clothes;to cover;top	0	0	0	0
855	capable	able	0	0	0	0
856	cape	edge	0	0	0	0
857	caper (V)	to curse;to play	0	0	0	0
858	capital	to count	0	0	0	0
859	capital city	village	0	0	0	0
860	captain	head	0	0	0	0
861	captive	war	0	0	0	0
862	captive of war	war	0	0	0	0
863	captive taken in war	war	0	0	0	0
864	capture (V)	to take;war;thief	0	0	0	0
865	caraway	grain	0	0	0	0
866	carcass	body	0	0	0	0
867	care (V)	to love;to guard;to think;grief;to endure	0	0	0	0
868	care for (V)	to love	0	0	0	0
869	careful	to love;to know	0	0	0	0
870	careless	slow;silly;bad	0	0	0	0
871	caress (V)	to rub;to touch;to press;to mix	0	0	0	0
872	carouse (V)	to tire	0	0	0	0
873	carousel	to roll	0	0	0	0
874	carp	fish	0	0	0	0
875	carpenter's axe	knife	0	0	0	0
876	carpet	chair;to cover	0	0	0	0
877	carriage	vehicle	0	0	0	0
878	carrot	vegetable	0	0	0	0
879	carry (V)	sheath;to carry;vehicle;to reach;to change;to pull;to take	0	0	0	0
880	carry away (V)	to carry	0	0	0	0
881	carry in arms (V)	to take	0	0	0	0
882	carry on back (V)	to carry;back	0	0	0	0
883	carry on shoulder (V)	to carry;sheath	0	0	0	0
884	cartilage	horn;throat;joint	0	0	0	0
885	carve (V)	to cut;sign;knife	0	0	0	0
886	carving	sign;to write;to cut	0	0	0	0
887	case 1	to work;shape	0	0	0	0
888	case 2	to bind	0	0	0	0
889	cask	vessel	0	0	0	0
890	casket	vessel	0	0	0	0
891	cast (V)	to melt;to throw;to pour;bow;to press;to beat;to scatter;metal	0	0	0	0
892	cast aside (V)	to throw	0	0	0	0
893	cast down (V)	to fall	0	0	0	0
894	cast lots (V)	sign	0	0	0	0
895	cast net (V)	net	0	0	0	0
896	casting net	net	0	0	0	0
897	castle	house	0	0	0	0
898	castrate (V)	to cut	0	0	0	0
899	cat	wolf;marten	0	0	0	0
900	cataneous disease appearing in white spots	sick	0	0	0	0
901	catch (V)	to take;to pinch;trap;net	0	0	0	0
902	catch fire (V)	to burn	0	0	0	0
903	catch hold (V)	to take	0	0	0	0
904	catch in a noose (V)	rope	0	0	0	0
905	catch one's breath (V)	mucus	0	0	0	0
906	catch with claws (V)	to pinch	0	0	0	0
907	category	to bind	0	0	0	0
908	caterpillar	snake;to crawl;worm	0	0	0	0
909	cattle	cow;cattle	0	0	0	0
910	cauldron	vessel;hearth	0	0	0	0
911	cause	time;shape;bad	0	0	0	0
912	cause (V)	to curse;to send	0	0	0	0
913	caution	to guard	0	0	0	0
914	cautious	to guard;to learn	0	0	0	0
915	cave	hole;mouth;mountain	0	0	0	0
916	cavern	hole	0	0	0	0
917	cavity	hole	0	0	0	0
918	cease (V)	end;obstacle;bad;old	0	0	0	0
919	ceaseless	slow	0	0	0	0
920	cedar	tree	0	0	0	0
921	cede (V)	to give	0	0	0	0
922	ceiling	house;stick	0	0	0	0
923	celebrate (V)	to speak	0	0	0	0
924	celestial	god	0	0	0	0
925	cellar	hole;house	0	0	0	0
926	cemetery	to die	0	0	0	0
927	centipede	insect;snake	0	0	0	0
928	central	middle	0	0	0	0
929	centre	middle;hole	0	0	0	0
930	cereal	grain	0	0	0	0
931	cerement	grave;clothes	0	0	0	0
932	ceremonial gift	to give	0	0	0	0
933	ceremony	sacrifice	0	0	0	0
934	certain	to know;true	0	0	0	0
935	certainly	big	0	0	0	0
936	cervical vertebra	back	0	0	0	0
937	chaff	dust;straw;skin;grain;to throw	0	0	0	0
938	chagrin	skin	0	0	0	0
939	chain	circle	0	0	0	0
940	chair	chair	0	0	0	0
941	chalk	earth	0	0	0	0
942	chamois	deer	0	0	0	0
943	champion	good	0	0	0	0
944	change (V)	to change;to move;debt	0	0	0	0
945	change place (V)	to move;to pull	0	0	0	0
946	channel	ravine;valley;river;obstacle	0	0	0	0
947	chant (V)	to sing;to speak;to curse	0	0	0	0
948	character	to think	0	0	0	0
949	charcoal	coal;smoke	0	0	0	0
950	charge	heart	0	0	0	0
951	charge (V)	to curse	0	0	0	0
952	chariot	vehicle	0	0	0	0
953	charity	luck	0	0	0	0
954	charm	to sing	0	0	0	0
955	chase	hunt;to go	0	0	0	0
956	chase (V)	hunt;to drive;to search;to follow	0	0	0	0
957	chastise (V)	to curse	0	0	0	0
958	chat (V)	to speak	0	0	0	0
959	chatty	vessel	0	0	0	0
960	cheap	good	0	0	0	0
961	cheat (V)	to deceive	0	0	0	0
962	check	obstacle	0	0	0	0
963	check (V)	obstacle;to want	0	0	0	0
964	cheek	cheek;face;side	0	0	0	0
965	cheekbone	cheek;head	0	0	0	0
966	cheep (V)	noise	0	0	0	0
967	cheerful	luck;to love;to play	0	0	0	0
968	cheerfulness	luck	0	0	0	0
969	cheese	beer;milk	0	0	0	0
970	chemise	clothes	0	0	0	0
971	cherish (V)	to love	0	0	0	0
972	cherry	fruit	0	0	0	0
973	cherry-brown	dark	0	0	0	0
974	chess	to play	0	0	0	0
975	chest	belly;breast;vessel	0	0	0	0
976	chestnut	nut	0	0	0	0
977	chew (V)	to bite;to eat;to drink;to swallow;cheek	0	0	0	0
978	chicken	bird	0	0	0	0
979	chief	host	0	0	0	0
980	child	little;child;to bear;relative;new;grain	0	0	0	39
981	child-in-law	relative	0	0	0	0
982	childhood	child	0	0	0	0
983	childless	barren	0	0	0	0
984	children	child	0	0	0	0
985	children of sisters	woman	0	0	0	0
986	chilly	cold;sick;wind	0	0	0	0
987	chimney	hole	0	0	0	0
988	chin	face;mouth	0	0	0	0
989	chip	stick;stone	0	0	0	0
990	chip (V)	to cut	0	0	0	0
991	chipmuck	marten	0	0	0	0
992	chipmunk	marten;frog	0	0	0	0
993	chirp (V)	noise	0	0	0	0
994	chisel	knife;to break;stick	0	0	0	0
995	chisel out (V)	knife	0	0	0	0
996	chock	stick;mountain	0	0	0	0
997	choke	obstacle;sick	0	0	0	0
998	choke (V)	obstacle;to press;to vomit;to bind	0	0	0	0
999	choose (V)	to take;to want;to know	0	0	0	0
1000	chop (V)	knife;to break;to measure;to cut;to destroy;to beat	0	0	0	0
1001	chop off (V)	to divide	0	0	0	0
1002	chopper	to cut	0	0	0	0
1003	chopping-block	stick	0	0	0	0
1004	chopsticks	stick;to pinch;plough;handle	0	0	0	0
1005	chrysalis	insect	0	0	0	0
1006	churn	fat;vessel	0	0	0	0
1007	chute	hole;vessel	0	0	0	0
1008	cicada	insect	0	0	0	0
1009	cicatrize (V)	healthy	0	0	0	0
1010	cinnabar	red	0	0	0	0
1011	circle	circle;to twist;place;to adhere	0	0	0	0
1012	circular	circle	0	0	0	0
1013	circumference	obstacle	0	0	0	0
1014	circumspect	to love	0	0	0	0
1015	circumstance	shape	0	0	0	0
1016	city	to take;house	0	0	0	0
1017	claim (V)	to speak	0	0	0	0
1018	clammy	dirt;thick;slippery	0	0	0	0
1019	clamorous	anger	0	0	0	0
1020	clamour	noise	0	0	0	0
1021	clamour (V)	to cry	0	0	0	0
1022	clamp	to close	0	0	0	0
1023	clamp (V)	to close	0	0	0	0
1024	clan	person;group;relative	0	0	0	0
1025	clap (V)	to beat	0	0	0	0
1026	clap of thunder	to shake	0	0	0	0
1027	clapper	to beat	0	0	0	0
1028	clasp	obstacle	0	0	0	0
1029	class	shape	0	0	0	0
1030	claw	hand;finger-nail;to take;to scrape	0	0	0	79
1031	claw (V)	to take	0	0	0	0
1032	clay	dirt;earth	0	0	0	0
1033	clayey	dirt	0	0	0	0
1034	clean	clean;to wash;white	0	0	0	0
1035	clean (V)	clean;to wash;to scrape;to sweep;to shine	0	0	0	0
1036	clean river bottom (V)	to scoop	0	0	0	0
1037	clean up (V)	clean	0	0	0	0
1038	cleanse (V)	clean	0	0	0	0
1039	clear	clean;to shine;to see;empty;sky;straight;white	0	0	0	0
1040	clear (V)	clean	0	0	0	0
1041	clear away (V)	clean	0	0	0	0
1042	clear field for cultivation (V)	to plough	0	0	0	0
1043	clear land for culture (V)	to plough	0	0	0	0
1044	clear up (V)	white	0	0	0	0
1045	clearing	clean;field	0	0	0	0
1046	clearing sky	clean	0	0	0	0
1047	cleave (V)	dirt;to break;to destroy;to cut;to divide;to open	0	0	0	0
1048	cleft	road;to cut;hole	0	0	0	0
1049	clench (V)	to close	0	0	0	0
1050	clever	to know;to love	0	0	0	0
1051	clew	circle;to twist	0	0	0	0
1052	cliff	ravine;mountain;edge;stone	0	0	0	0
1053	climb (V)	top	0	0	0	0
1054	climb down (V)	to roll	0	0	0	0
1055	climb up (V)	top	0	0	0	0
1056	climbing plant	grass	0	0	0	0
1057	clinch	stick	0	0	0	0
1058	cling (V)	to adhere	0	0	0	0
1059	clingy	to adhere	0	0	0	0
1060	clip (V)	to close;to cut;wound;to divide	0	0	0	0
1061	clitoris	genitals	0	0	0	0
1062	cloak	to cover;top	0	0	0	0
1063	close	end;near;to close;below;to take;similar;to touch	0	0	0	0
1064	close (V)	to close;near;to twist;to cover;to take;obstacle	0	0	0	0
1065	close eyes (V)	shadow;dark	0	0	0	0
1066	close person	relative	0	0	0	0
1067	close the fist (V)	to take;to close	0	0	0	0
1068	close to	near;pronoun;to touch;shore	0	0	0	0
1069	close together	many;near	0	0	0	0
1070	close-fitting	clothes	0	0	0	0
1071	clot	earth	0	0	0	0
1072	cloth	big;cloth;clothes;to weave;to bind;rope;to cover;skin	0	0	0	0
1073	cloth worn during menstruation	cloth	0	0	0	0
1074	clothe (V)	clothes	0	0	0	0
1075	clothes	clothes;thing;hand;to cover	0	0	0	0
1076	clothing	clothes	0	0	0	0
1077	cloud	dark;sky;shadow;smoke	0	0	0	160
1078	cloud of dust	dust	0	0	0	0
1079	clouded	dark	0	0	0	0
1080	cloudless	white	0	0	0	0
1081	cloudy	shadow;sky;dark	0	0	0	0
1082	clover	grass	0	0	0	0
1083	club	stick	0	0	0	0
1084	club-footed	to shake	0	0	0	0
1085	clumsy	sick	0	0	0	0
1086	cluster	forest;to bind	0	0	0	0
1087	cluster together (V)	many	0	0	0	0
1088	coagulate (V)	hard;thick	0	0	0	0
1089	coagulated	cold;hard;to rot;to adhere	0	0	0	0
1090	coal	coal;to roast;to burn;hot	0	0	0	0
1091	coarse	thick;rough	0	0	0	0
1092	coast	river	0	0	0	0
1093	coat	clothes;cloth	0	0	0	0
1094	coat (V)	to cover	0	0	0	0
1095	coat of mail	skin	0	0	0	0
1096	coat-flap	clothes	0	0	0	0
1097	coat-lap	clothes	0	0	0	0
1098	coated	dry	0	0	0	0
1099	coax (V)	to call	0	0	0	0
1100	cobblestone	stone	0	0	0	0
1101	cobweb	cloth;trap	0	0	0	0
1102	cochineal	liquid	0	0	0	0
1103	cock 1	bird	0	0	0	0
1104	cock 2	wart	0	0	0	0
1105	cock (V)	rope	0	0	0	0
1106	cock's comb	fringe	0	0	0	0
1107	cockle	onion	0	0	0	0
1108	cockroach	insect	0	0	0	0
1109	coconut	fruit	0	0	0	0
1110	coerce (V)	thief;shape	0	0	0	0
1111	coffer	vessel	0	0	0	0
1112	coffin	grave;skin;to cover;vessel	0	0	0	0
1113	coil	to twist;circle	0	0	0	0
1114	coil (V)	to bend;to twist	0	0	0	0
1115	coil round (V)	to roll	0	0	0	0
1116	coiled	circle;to bend	0	0	0	0
1117	coin	to change;debt	0	0	0	0
1118	cold	cold;snow;to shake;sick;wind	0	0	0	181
1119	cold season	cold	0	0	0	0
1120	collapse (V)	to fall;to shake	0	0	0	0
1121	collar	neck;hair;back	0	0	0	0
1122	collarbone	hand	0	0	0	0
1123	colleague	to help	0	0	0	0
1124	collect (V)	to take;together;to bind;to put;to cover	0	0	0	0
1125	colostrum	milk	0	0	0	0
1126	colour	face;to paint;shame;body;skin;shape;front	0	0	0	0
1127	colour (V)	to paint	0	0	0	0
1128	colouring	to paint	0	0	0	0
1129	colt	child	0	0	0	0
1130	columba	bird	0	0	0	0
1131	column	stick	0	0	0	0
1132	comb	hat;to comb;to scrape;hair	0	0	0	0
1133	comb (V)	to comb;to scrape	0	0	0	0
1134	combat	to beat;to curse	0	0	0	0
1135	combine (V)	to follow;together;to cover	0	0	0	0
1136	come (V)	to go;to be	0	0	0	122
1137	come across (V)	to go	0	0	0	0
1138	come back (V)	to roll;end	0	0	0	0
1139	come forth (V)	to go;to make	0	0	0	0
1140	come in (V)	to go	0	0	0	0
1141	come into being (V)	to bear	0	0	0	0
1142	come off (V)	to wither	0	0	0	0
1143	come out (V)	to go;to flow	0	0	0	0
1144	come to (V)	to go;to reach;end	0	0	0	0
1145	come together (V)	to meet;together	0	0	0	0
1146	come up to (V)	similar	0	0	0	0
1147	comet	star	0	0	0	0
1148	comfort (V)	light;to think;luck;to love	0	0	0	0
1149	comfortable	light;luck	0	0	0	0
1150	comic	to laugh	0	0	0	0
1151	command	to speak	0	0	0	0
1152	command (V)	slave;to send;to speak;to take	0	0	0	0
1153	commander	war	0	0	0	0
1154	comment (V)	to speak	0	0	0	0
1155	commerce	debt	0	0	0	0
1156	commit (V)	to give	0	0	0	0
1157	common	many;together	0	0	0	0
1158	commonwealth	house	0	0	0	0
1159	commotion	to tire	0	0	0	0
1160	community	to give	0	0	0	0
1161	compact	heavy;strong	0	0	0	0
1162	companion	side;together;one;to follow;to help;similar	0	0	0	0
1163	companionship	together	0	0	0	0
1164	company	to follow	0	0	0	0
1165	compare (V)	similar;to measure;together	0	0	0	0
1166	compared with the other	pronoun	0	0	0	0
1167	compartment	house	0	0	0	0
1168	compass	to press	0	0	0	0
1169	compassionate	to curse	0	0	0	0
1170	compel (V)	to press;to run	0	0	0	0
1171	compensate (V)	debt;to put	0	0	0	0
1172	compete (V)	to curse;together	0	0	0	0
1173	compete with (V)	to curse	0	0	0	0
1174	competition	war	0	0	0	0
1175	complacent	luck	0	0	0	0
1176	complain (V)	to curse;debt;anger	0	0	0	0
1177	complete	body;end;together;full	0	0	0	0
1178	complete (V)	end;body;together;full;to put;to pour	0	0	0	0
1179	completed	end	0	0	0	0
1180	completely	all;end;together;big	0	0	0	0
1181	compose (V)	to bind	0	0	0	0
1182	comprehend (V)	to know	0	0	0	0
1183	comprehensive	together	0	0	0	0
1184	compress (V)	full;to press	0	0	0	0
1185	comprise (V)	to bind	0	0	0	0
1186	compulsion	sick	0	0	0	0
1187	comrade	to help;to meet	0	0	0	0
1188	concave	hole;vessel	0	0	0	0
1189	conceal (V)	shadow;to destroy;to hide;to cover;to take;to sink;to put;thief	0	0	0	0
1190	concealment	to hide;thief	0	0	0	0
1191	conceited	bad	0	0	0	0
1192	conceive (V)	heart	0	0	0	0
1193	concentrate (V)	to think	0	0	0	0
1194	concentrated	to think	0	0	0	0
1195	concentric	circle	0	0	0	0
1196	concept	shape	0	0	0	0
1197	concern (V)	to give;to speak	0	0	0	0
1198	concert	to help	0	0	0	0
1199	concordant	together	0	0	0	0
1200	concubine	woman	0	0	0	0
1201	concupiscent	good	0	0	0	0
1202	concur (V)	true	0	0	0	0
1203	condemn (V)	anger;to curse	0	0	0	0
1204	condemnation	anger	0	0	0	0
1205	condition	shape	0	0	0	0
1206	condole (V)	luck	0	0	0	0
1207	conduct (V)	to follow	0	0	0	0
1208	cone	nut;grain;tree;fruit	0	0	0	0
1209	confer (V)	to give;to speak	0	0	0	0
1210	confine (V)	to divide	0	0	0	0
1211	conflict	smoke	0	0	0	0
1212	confluence	together	0	0	0	0
1213	conform (V)	together;to follow	0	0	0	0
1214	conform to (V)	to think	0	0	0	0
1215	confound (V)	to mix	0	0	0	0
1216	confront (V)	similar	0	0	0	0
1217	confuse (V)	silly;spoon	0	0	0	0
1218	confused	dark;blunt;to fear;grief	0	0	0	0
1219	confusion	to destroy	0	0	0	0
1220	congeal (V)	hard;dense;to wither;cold	0	0	0	0
1221	congealed	hard;dense	0	0	0	0
1222	congest (V)	full	0	0	0	0
1223	congregate	together;to put	0	0	0	0
1224	congruous	similar	0	0	0	0
1225	conical	high	0	0	0	0
1226	conifer	tree	0	0	0	0
1227	conjurer	devil	0	0	0	0
1228	connect (V)	to bind;together;to meet;strong	0	0	0	0
1229	conquer (V)	to beat;to win	0	0	0	0
1230	conscious of	to think	0	0	0	0
1231	consecutively	together	0	0	0	0
1232	consider (V)	to count;to think;to measure;to know;to want	0	0	0	0
1233	consideration	to measure	0	0	0	0
1234	console (V)	to think;luck	0	0	0	0
1235	consort	two	0	0	0	0
1236	conspicuous	to see	0	0	0	0
1237	constant	to follow;slow;time	0	0	0	0
1238	constitution of the body	body	0	0	0	0
1239	constrain (V)	hunger	0	0	0	0
1240	construct (V)	to make;to carry;to know;house;to be	0	0	0	0
1241	consult (V)	to speak	0	0	0	0
1242	consume (V)	belly	0	0	0	0
1243	consumed	end	0	0	0	0
1244	contact	together	0	0	0	0
1245	contagious disease	sick	0	0	0	0
1246	contagious skin disease appearing in white spots	sick	0	0	0	0
1247	contain (V)	to take;valley;vessel	0	0	0	0
1248	contemplate (V)	to think	0	0	0	0
1249	contempt	to curse	0	0	0	0
1250	contend (V)	to die;to curse;war	0	0	0	0
1251	contend with (V)	war	0	0	0	0
1252	content	luck	0	0	0	0
1253	contented	luck	0	0	0	0
1254	contents of intestines	dirt	0	0	0	0
1255	contest (V)	strong;to win;debt;to curse	0	0	0	0
1256	continent	field	0	0	0	0
1257	continually	shape	0	0	0	0
1258	continue (V)	to follow;new	0	0	0	0
1259	continuous	shape;wide;to follow	0	0	0	0
1260	contort (V)	to twist	0	0	0	0
1261	contract	to speak	0	0	0	0
1262	contract (V)	to press;little;wrinkle	0	0	0	0
1263	contracted	full;to press	0	0	0	0
1264	contradiction	obstacle	0	0	0	0
1265	contrast (V)	to bend	0	0	0	0
1266	contribution	debt	0	0	0	0
1267	contrive (V)	to think	0	0	0	0
1268	control (V)	to be;to think;one	0	0	0	0
1269	convalescent	healthy	0	0	0	0
1270	convenient	good;to speak;together	0	0	0	0
1271	convenient time	quick	0	0	0	0
1272	convent	group;house	0	0	0	0
1273	convert (V)	to change	0	0	0	0
1274	convex	to bend;to swell;circle	0	0	0	0
1275	convey (V)	to carry	0	0	0	0
1276	convey news (V)	to speak	0	0	0	0
1277	convulsion	sick	0	0	0	0
1278	cook (V)	to boil;to burn	0	0	0	0
1279	cooked	ripe	0	0	0	0
1280	cookie	grain	0	0	0	0
1281	cooking place	hearth	0	0	0	0
1282	cooking pot	vessel	0	0	0	0
1283	cool	cold;wind	0	0	0	0
1284	cool off (V)	cold	0	0	0	0
1285	coolness	cold	0	0	0	0
1286	copper	metal;red;dirt	0	0	0	0
1287	copulate (V)	to want;to play	0	0	0	0
1288	copy	similar	0	0	0	0
1289	copy (V)	shape	0	0	0	0
1290	cord	rope;to bind	0	0	0	0
1291	core	breast	0	0	0	0
1292	cormorant	bird	0	0	0	0
1293	corn	grain;grass	0	0	0	0
1294	corner	edge;to bend;horn;side;end;thorn	0	0	0	0
