CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_VALENCE_MEAN	ENGLISH_AROUSAL_MEAN	ENGLISH_DOMINANCE_MEAN	ENGLISH_VALENCE_MEAN_MALE	ENGLISH_VALENCE_MEAN_FEMALE	ENGLISH_AROUSAL_MEAN_MALE	ENGLISH_AROUSAL_MEAN_FEMALE	ENGLISH_DOMINANCE_MEAN_MALE	ENGLISH_DOMINANCE_MEAN_FEMALE	ENGLISH_VALENCE_MEAN_YOUNG	ENGLISH_VALENCE_MEAN_OLD	ENGLISH_AROUSAL_MEAN_YOUNG	ENGLISH_AROUSAL_MEAN_OLD	ENGLISH_DOMINANCE_MEAN_YOUNG	ENGLISH_DOMINANCE_MEAN_OLD	ENGLISH_VALENCE_MEAN_HIGH	ENGLISH_VALENCE_MEAN_LOW	ENGLISH_AROUSAL_MEAN_HIGH	ENGLISH_AROUSAL_MEAN_LOW	ENGLISH_DOMINANCE_MEAN_HIGH	ENGLISH_DOMINANCE_MEAN_LOW	LINE_IN_SOURCE
1150	THUNDER	thunder	5.74	5.75	3.9	5.67	5.75	5.83	5.71	3.83	3.93	5.8	5.67	6.29	5.46	4.3	3.5	6	5.38	5.73	5.78	2.83	5.5	12542
1151	VEIL	veil	5.42	3.83	4.94	5.09	5.88	4.25	3.71	4.75	5.11	5.62	5.27	3.71	3.91	4.17	5.36	6	5.15	4	3.73	5.3	4.43	13352
1153	CATTLE	cattle	5.42	2.64	4.74	5.17	5.67	2.29	2.8	4.71	4.8	5.5	5.33	2	2.82	4.93	4.54	5.56	5.33	3.25	1.9	3.69	5.71	1857
1154	OLIVE	olive	6.05	3.92	5.18	6.5	5.77	3.92	3.92	5.46	4.78	7.5	5.33	5	2.55	5.83	4.4	6.36	5.7	4.38	3.71	5.25	5.1	8408
1155	CAVE	cave	5.15	4.39	4.45	5.8	4.93	5.83	3.67	4.4	4.5	5.6	4.7	4.7	4	4.09	4.82	5	5.25	4.78	4	5	3.91	1866
1156	OPEN	open	6.14	4.43	6.17	5.5	6.33	3.14	5.07	5.89	6.38	5.71	6.86	4.22	4.58	6.2	6.12	6.88	5.71	4.33	4.67	6.25	6.1	8429
1158	STEP	step	5.68	3.48	6	5.17	5.93	3	3.71	5.89	6.12	5.86	5.43	3.11	3.75	6.44	5.5	5.75	5.64	3.47	3.5	5.38	6.56	11807
1159	FART	fart	4.05	4.74	3.69	5.18	2.8	6	3.58	3.55	3.86	3.4	4.64	5.36	4.17	3.65	3.88	3.75	4.23	4.12	5.07	2.78	4.18	4484
1160	THIEF	thief	2.32	6.05	3.14	2	2.4	5.25	6.5	3	3.24	3	2	5.3	6.67	3.5	2.68	2.43	2.25	5.79	6.5	3	3.24	12490
1161	THREAD	thread	5.5	3.87	5.5	5.38	5.58	3.5	4.07	5.43	5.57	5.67	5.36	4.73	3.08	5.5	5.5	5.3	5.7	3.75	4	5.19	5.92	12514
1162	INTENTION	intention	5.58	3.91	6.81	6	5.2	4.38	3.64	7.3	6.36	5.57	5.58	3.9	3.92	6.54	7.25	6	5.2	4.14	3.5	6.86	6.79	6499
1163	BRIBE (AMOUNT)	bribe	3.32	4.44	4.59	3.45	3.12	5.25	4.21	5.62	3.67	3.38	3.27	4.29	4.55	4.67	4.55	3	3.46	5.14	4	4.8	4.29	1477
1165	MOUSTACHE	whiskers	6	4.61	4.81	5.6	6.12	4.25	5	4.82	4.33	5.83	6.22	5.06	3.57	4.18	5.5	5.88	6.08	4.75	4.58	5.14	4.64	13682
1166	MOULD	mould	3.57	3.35	5.28	3.56	3.58	3.91	2.83	5.2	5.38	3	3.77	4.09	2.67	4.71	5.64	4.12	3.23	4	2.64	5.56	5	7944
1167	GRUEL	gruel	3.48	4	4.14	3.64	3.14	4.18	3.33	4	4.19	3.4	3.55	3.36	4.7	4.62	3.44	3.33	3.58	3.5	4.31	3.6	4.58	5447
1169	OX	ox	4.95	3.82	5.81	5.11	4.82	4.7	3.08	4.62	6.54	5.07	4.67	4.5	3.43	5.88	5.77	4.5	5.4	4	3.67	5.33	6.17	8612
117	IMITATE	imitate	5.44	3.95	5.04	4.83	5.75	4.18	3.73	5.36	4.82	5.5	5.38	3.82	4.09	5.06	5	4.67	5.83	4	3.93	5.25	4.88	6122
1171	MIRROR	mirror	5.9	4.55	5.5	6.88	5.31	6	4.07	4.73	5.84	6.08	5.62	4.92	4	5.85	5.06	5.7	6.09	4.22	4.82	6.14	5.09	7754
1172	SHOOT	shoot	3.5	6	4.67	3.67	3.53	5.71	6.14	5	4.12	3.71	3.29	5.67	6.25	5.2	4	3	3.79	5.67	6.83	4.12	5.1	11074
1173	EYEBROW	brow	5.11	3.23	4.29	4.17	5.54	3.27	3.18	3.82	4.59	5.09	5.12	2.73	3.73	4.11	4.6	4.33	5.46	3	3.36	4.67	4	1530
1175	GHOST	ghost	4.23	5.7	4.47	4.85	3.33	6.43	5.31	4	4.75	4.33	4.1	5.78	5.64	4.2	4.78	4.2	4.25	5.69	5.71	4.25	4.86	5172
1176	SPADE	spade	5.48	3.74	4.88	5.45	5.5	4.64	2.92	4.91	4.93	5.8	5.18	4.82	2.75	4.71	5.38	5	5.77	3.5	3.87	5.11	4.76	11530
1177	DIARRHEA	diarrhea	2.1	6.85	2.58	2.27	1.89	6.14	7.23	2.38	2.77	2.27	1.89	7.27	6.33	3.06	1.67	2.5	1.7	6.75	6.92	2.3	2.75	3428
1178	NOSTRIL	nostril	3.58	3.43	4.58	3.33	3.62	3.5	3.4	4.67	4.54	3.9	3.22	3.71	3.29	5	4.2	3.36	3.88	3	4	5	3.86	8256
1182	NOISE	noise	3.36	5.75	5.47	4	2.44	6.43	5.38	5.57	5.42	3.92	2.7	5.89	5.64	5.8	5.11	3.3	3.42	5.46	6.29	5.5	5.43	8226
1183	PALM OF HAND	palm	6.05	2.67	5.83	6.2	6	3.8	2.23	5.77	5.9	6.9	5.2	3	2.45	5.56	6.43	6.33	5.93	2.5	2.75	5.78	5.86	8661
1184	DIMINISH	diminish	4.05	3.87	5.05	3.67	4.36	3.55	4.17	4.88	5.17	4.14	3.83	3.22	4.29	4.86	5.15	3.9	4.2	3.8	3.92	4.22	5.73	3473
1185	VULTURE	vulture	3.23	5	4.43	4.4	2.88	5	5	4.9	4	3.25	3.2	4.4	5.67	4.75	4	3.27	3.18	5.45	4.38	3.75	5.33	13511
1187	GOOSE	goose	5.68	3.29	4.76	5.55	5.88	3.5	3.23	3.88	5.56	5.88	5.55	4.14	2.7	3.83	5.27	6.33	5.38	4.71	2.3	4.2	5.57	5291
1188	CHARCOAL	charcoal	6.2	2.86	5	6	6.25	2.5	2.94	4.75	5.12	6	6.33	2.5	3.18	4.77	5.27	6.33	6.09	3.45	2.2	4.71	5.12	1956
1189	ULCER	ulcer	2.7	4.76	3.35	3.13	2	5.69	4.11	3.86	2.81	3.12	2.38	4.39	5	3.16	3.5	2.25	3.05	5.56	3.75	3.27	3.43	12958
119	DIVE	dive	5.81	3.79	5.75	5.88	5.77	5	3.39	6.18	5.22	5.83	5.78	4.8	3.07	5.92	5.43	5.57	5.93	3.12	4.12	4.88	6.33	3665
1190	HARE	jackrabbit	5.95	3.61	4.36	5.2	6.21	4.5	3.17	4.5	4.25	6.11	5.8	4.2	2.88	5	3.73	6.38	5.64	4.11	3.11	3.91	4.82	6646
1192	THREATEN	threaten	2.6	6.05	3.29	3.11	2.18	5.73	6.4	3.88	2.92	2.5	2.83	5.25	6.54	3.62	3.08	2.8	2.4	7.11	5.25	3.67	3	12516
1193	STEAM	vapor	4.68	3.24	5.32	5.33	4.1	4.12	2.69	4.91	5.73	5	4.5	4.11	2.58	5.46	5.11	4.89	4.5	3.29	3.14	5	5.5	13325
1194	BEAVER	beaver	5	4.05	5.15	4.4	5.19	5.27	2.82	5	4.88	4.5	5.67	4.27	3.57	5	5.33	4.38	5.38	3.75	4.11	6.57	4.38	1012
1197	BABOON	baboon	5.55	5.11	4.96	6	5	5.83	4.77	4.62	5.31	5.45	5.67	5.73	4.25	5.18	4.56	5.7	5.4	5.14	5.08	5.3	4.75	804
1198	MANY	numerous	5.35	3.39	6.25	4.8	5.53	3.8	3.23	6	6.55	6.3	4.4	4.57	2.64	5.81	7.12	6	5.07	3.17	3.5	5.33	6.8	8295
1199	WIFE	wife	6.7	4.21	5.5	6.12	7	3.92	4.23	5.3	5.7	7	6.36	4.08	4.26	5.12	5.78	6.75	6.64	4.39	4	5.04	6.19	13712
12	MIDDAY	midday	5.37	3.63	4.9	6	5.25	4.17	3.38	5	4.86	5.1	5.67	3	3.92	4.8	5	5.45	5.25	4	3.12	4.83	5	7681
120	PITCHER	pitcher	5.7	4.09	6.08	6.57	5.23	4.7	3.58	6.33	5.8	5.36	6.11	4.89	3.54	5.88	6.56	5.71	5.69	4.83	3.81	6.5	5.58	9088
1200	HUSBAND	husband	7.41	4.38	5.72	6.67	7.93	4.71	4.21	5.11	6.25	7.64	7.43	3.89	4.75	5.4	6.12	7.88	7.14	4.53	4	5.5	5.9	6020
1201	FEATHER	plume	5.19	3	4.77	4.67	5.4	2.75	3.17	4.67	4.9	4.56	5.67	3.44	2.64	3.43	5.4	5.45	4.9	2.57	3.23	5.1	4.5	9171
1202	BIG	great	7.5	4.14	6.65	8	7.27	3.43	4.5	6.22	7.12	7.14	8.14	3.56	4.58	6.67	6.62	7.38	7.57	3.8	5	6.88	6.44	5375
1204	BARK	bark	4.86	3.4	4.82	5.33	4.67	4.38	2.75	4.67	5	5.78	4.17	4.22	2.73	2.86	5.73	4.55	5.2	3.57	3.31	4.2	5.33	919
1205	TONGUE	tongue	6.29	4.25	6.32	6.69	5.62	5.57	3.54	6.29	6.33	6.58	5.89	4.33	4.18	6.5	6.11	6.11	6.42	4.38	4	6.33	6.29	12633
1207	YOUNG	young	6.31	4.09	5.6	6	6.5	4.1	4.08	5.52	5.68	6.58	6	4.55	3.64	5.32	6.15	5.89	6.67	3.67	4.6	4.96	6.12	13886
1208	CAT	cat	6.95	4.5	5.48	5.4	7.47	4.48	4.52	4.89	5.86	6.5	7.4	4.81	4.25	5.6	5.25	6.38	7.33	4.59	4.42	5	5.85	1834
121	SPIN	spin	4.9	3.68	4.92	4.6	5.18	2.29	4.33	4.94	4.89	5	4.8	2.6	4	5.36	4.42	4.75	5	3.58	3.8	4.5	5.29	11599
1210	HEAVY	heavy	4.78	3.65	3.61	4.88	4.7	5	2.92	3.82	3.29	4.82	4.71	3.33	3.91	3.36	4	4.33	5	5	2.75	3.89	3.33	5706
1216	MOTHER	mother	7.53	4.73	6.11	7.03	7.84	4.8	4.68	5.78	6.39	7.65	7.36	5.1	4.37	6.08	6.12	7.34	7.67	4.27	5.17	6.08	6.15	7922
1217	FATHER	dad	7.14	4.05	6.12	7.17	7.13	4.29	3.93	7.11	5	6.64	8.14	3.22	4.67	6.33	5.88	7.38	7	4.07	4	6.12	6.11	3055
1218	ROPE	ropes	4.86	3.1	5.5	4.93	4.75	3.45	2.89	4.67	5.81	5	4.75	2.36	3.9	5.15	6	5.4	4.42	3.38	2.92	5.9	5.17	10487
1219	WORM	worm	4.86	3.5	5.22	5.38	4.54	4	3.33	4.45	5.56	4.77	5	3.08	4.12	5.5	4.88	5.4	4.36	3.11	3.82	5.57	5	13822
122	CART	cart	5.37	3.18	5.83	5	5.54	3.75	2.5	5.5	6	6.1	4.56	3.67	2.85	5.82	6	5.18	5.62	3.38	2.89	5.25	6.12	1808
1220	TAIL	tail	5.3	3.27	5.32	5.09	5.5	2.4	3.69	5.5	5.23	5.27	5.38	3.25	3.56	4.67	5.9	5	5.58	3.7	2.92	5.23	5.5	12269
1221	NOSE	nose	5.5	3.1	4.61	4.75	6.1	3.29	3	4.55	4.71	5.27	5.86	2.67	3.45	5.45	3.29	6	5.25	3.38	2.92	4.67	4.56	8252
1222	PENIS	penis	5.3	5.9	6.21	4.33	5.47	4.7	7.1	6.5	5.89	5	5.46	5.71	6	5.62	6.5	5.36	5.22	6.1	5.7	6.64	5.62	8876
1223	HEART	heart	6.95	5.07	5.43	6.86	7	4.12	5.67	5.3	5.5	7.06	6.87	5	5.13	5	6.12	6.71	7.2	4.84	5.24	4.11	5.77	5684
1224	LIVER	liver	4.19	3.27	4.67	4	4.36	2.71	3.53	4.41	5.1	4.09	4.3	4	3.06	4.57	4.77	4.38	4.08	3.92	2.5	4.15	5.14	7163
1225	DAY (NOT NIGHT)	daytime	7.58	4	5.58	7	8.1	3.29	4.4	6.1	5	7.89	7.3	5.2	3.08	5.12	5.6	7.43	7.67	4.67	3.9	5.64	5.5	3105
1226	YEAR	year	5.75	3.33	5.81	5.4	5.93	2.86	3.57	6	5.62	5.67	6	3.44	3.25	6.33	5.14	6.38	5.33	3.2	3.67	5.43	6.11	13870
1227	BOARD	plank	4.76	4.3	6.05	5.17	4.6	4	4.5	5.91	6.2	4.67	4.8	4.7	3.9	6.21	5.71	4.79	4.71	4	4.43	6.67	5.58	9115
1228	EARTH (SOIL)	soil	5.21	2.76	5.18	5.64	5	4	2.14	5.43	5.07	5	5.36	2.33	3.08	5.09	5.27	6	4.75	2.9	2.64	6	4.62	11457
1229	OLD	overgrown	3.29	4.29	4.86	3.5	3.15	4.62	3.91	6.38	2.67	3.12	3.33	5	3.45	5.08	4.6	3.45	3.1	5	3.94	5.25	4.4	8571
123	FOREHEAD	forehead	5.04	3.14	6.5	5.5	4.8	3.8	2.58	6.71	6.38	4.75	5.36	3.27	3	6.2	7.4	5.17	4.91	3.33	2.9	7.7	5.3	4843
1230	DIRTY	dirty	3.17	5.05	5.05	2.69	3.38	5.88	4.54	4.73	5.38	3.38	3.04	5.44	4.75	4.74	5.29	3.11	3.22	4.45	5.7	4.82	5.29	3503
1231	NEW	new	7.68	5.14	5.22	7.5	7.8	5.43	5	4.78	5.88	7.43	8.29	4.78	5.42	5	5.5	7.38	7.86	5	5.5	5.38	5.1	8158
1232	WARM	warm	7.5	3.35	6.33	6.75	8.1	3.29	3.38	5.91	7	7	8.29	3	3.64	6.82	5.57	8.5	7	2.88	3.67	6.78	5.89	13557
1233	NIGHT	night	6.68	3.57	5.22	6.67	6.67	3	3.86	4.33	6.12	6.79	6.43	3.89	3.33	5.5	4.88	6.75	6.64	3.67	3.33	4.62	5.7	8186
1234	SMOOTH	smooth	6.42	2.76	6.26	6.56	6.3	3.29	2.5	6.12	6.43	6.14	6.58	2.8	2.73	6.46	5.94	7	5.9	1.75	3.38	6.38	6.16	11366
124	THORN	thorn	3.62	4.2	4.1	3.46	3.69	4.2	4.2	5	3.62	3.44	3.73	4.29	4.15	4.47	3	3.79	3.48	4.1	4.3	4	4.2	12504
1243	WIDE	wide	4.58	3.05	6.2	5	4.73	3	3.11	6.8	5.6	4.5	4.92	3.14	3	6.12	6.25	4.29	4.75	2.3	3.89	6.82	5.44	13702
1244	THICK	thick	4.63	3.13	5.72	5.25	4.18	3.91	2.42	6.2	5.12	5.33	4.25	3.55	2.75	6	5.55	4.43	4.75	3.42	2.82	5.67	5.78	12487
1245	BUTTER	butter	6.36	3.37	5.67	6.09	6.71	3.38	3.37	5.1	6.17	6.3	6.44	3.06	3.56	5.47	5.81	6.1	6.63	3.5	3.26	5.33	6.05	1648
1246	SMALL	little	5.91	4.2	5.18	5	6.27	4.33	4.14	5.22	5.12	5.71	6.29	3.67	4.64	6	4.25	5.5	6.14	3.79	5.17	5	5.33	7158
1247	EAR	ear	5.86	3.5	6.74	6.31	5.22	3.71	3.38	6.29	7	6.33	5.3	3.78	3.27	6.2	7.33	5.8	5.92	3.08	4.29	6.5	7.14	3901
1248	EYE	eyes	6.57	3.18	5.94	5.89	7.08	3.8	2.67	6	5.88	7	6.15	3.4	3	5.57	6.18	6.12	6.85	3.33	3	7.22	4.67	4412
125	SWEAT (SUBSTANCE)	sweat	4.38	5.1	4.69	5.25	3.85	4.4	5.33	4.73	4.68	4.85	3.62	5.33	4.75	5	4.31	4.6	4.18	4.33	5.73	4.93	4.55	12175
1250	JAGUAR	wildcat	5.21	5.2	4.96	5.15	5.33	7	4.6	5.31	4.5	5.89	4.6	7.43	4	4.9	5	4.8	5.67	4.9	5.5	4.29	6	13717
1251	BELLY	abdomen	5.43	3.68	5.15	5.3	5.55	3	4	4.76	5.8	5.64	5.2	3.4	3.76	5.07	5.23	5	5.69	4.17	3.1	4.31	5.93	6
1252	HOUSE	house	7.19	3.95	6.41	7.09	7.23	4.06	3.88	6.62	6.2	7.19	7.18	3.91	4	6.29	6.5	7.23	7.14	3.88	4	6.24	6.69	5954
1254	HANDLE	handle	5.73	3.48	6	5.5	5.87	2.86	3.79	6.33	5.62	5.86	5.57	3.89	3.17	6	6	6	5.57	3.33	3.83	5.5	6.44	5574
1256	HEAD	head	5.86	4.45	5.56	6.17	5.8	3.71	4.85	5.11	6.12	6	5.71	4.62	4.33	5.4	5.75	6.38	5.57	4.07	5.6	5.88	5.3	5656
1257	WING	wing	6.15	4.32	6.5	6.36	5.89	5.86	3.42	6.54	6.46	6.36	5.89	4.9	3.67	6.65	6.22	6.4	5.9	4	4.5	6.7	6.38	13745
1258	FINGERNAIL	fingernail	5.57	3.5	4.73	6	5.4	4	3.17	4.92	4.5	6.33	5	3.78	3.27	4.29	4.93	5.64	5.5	4.29	3.08	5.1	4.42	4639
1259	WEDDING	wedding	7.35	5.32	5.08	7	7.88	5.57	5.09	5.05	4.94	8.33	7.18	5.1	5.5	4.47	5.57	7	7.64	6.14	4.93	5.82	4.48	13622
1261	SING	sing	7.5	4.1	6.67	7.17	7.6	4.14	4.07	6	7.62	7.57	7.29	4.33	3.92	6.3	7.12	7.5	7.5	4.13	4	6.38	6.9	11200
1262	BROTHER	brother	6.18	4.48	5.46	6	6.29	4.56	4.42	5.75	5.31	6.1	6.29	4.75	4.31	5.35	5.67	6.37	6	4.74	4.26	5	5.69	1527
1263	SISTER	sister	7	3.86	5.59	6.5	7.2	4	3.79	5.56	5.62	6.79	7.43	3.67	4	5.22	6	7.5	6.71	4	3.5	6.38	4.89	11216
1264	CHANGE	change	5.09	4.05	5.81	4.17	5.4	3.29	4.43	5	6.62	4.5	6.14	3.78	4.25	6.12	5.5	5.38	4.93	3.93	4.33	5.12	6.5	1941
1265	HIGH	high	5.77	4.1	5.76	5	6	3.29	4.54	5.89	5.62	5.43	6.29	3.25	4.67	6.56	4.88	5.25	6.07	3.71	5	5.62	5.89	5785
1266	BRIDE	bride	6.8	4.5	6.08	6.59	7.06	4.71	4.37	6.12	6.05	6.52	7.11	4.36	4.57	6.66	5.21	6.88	6.75	4.83	4.27	6.18	6	1481
1267	NARROW	narrow	4.95	4.53	5.19	4.73	5.22	5.33	4.15	4.77	5.62	4.64	5.33	4.1	5	5.06	5.44	5	4.9	4.29	4.67	6	4.69	8077
1268	YES	affirmative	5.94	3.64	6.78	6.6	5.43	3.75	3.57	6.57	6.88	5.62	6.2	2.56	4.38	6.55	7	6.17	5.83	4	3.27	6.4	7.08	213
127	EXTINGUISH	extinguish	4.65	4.91	5.47	4.67	4.64	5	4.81	5.17	5.62	4.79	4.33	4.42	5.44	4.22	6.6	4.7	4.6	6.2	3.83	5.69	5	4388
1271	DELIGHT	delight	8.21	5.02	7.29	7.78	8.6	3.75	5.53	6.75	7.56	8.22	8.2	5.17	4.97	6.79	8	8.29	8.17	4.61	5.5	6.14	7.76	3240
1272	AUNT	aunt	6.56	2.71	4.28	5.25	7.6	1.86	3.14	3.82	5	6	7.43	2.33	3	4.27	4.29	7.17	6.25	2.78	2.67	4.33	4.22	742
1273	CANDLE	candle	6.14	3.81	6.08	5.56	6.54	3	4.31	5.78	6.27	5.12	6.71	4.08	3.54	5.5	6.67	6	6.25	3.64	3.93	5.91	6.23	1727
1274	SALT	salt	6.05	4.53	6.04	6.45	5.56	6	3.67	5.62	6.46	6.18	5.89	4.36	4.75	6	6.11	6	6.1	4.88	4.27	6.3	5.88	10617
1275	ANSWER	answer	6.1	4	5.95	6.42	5.85	4.12	3.92	6	5.89	6.57	5.71	4.52	3.5	5.62	6	6.26	5.95	4.32	3.75	6.09	5.75	453
1276	AUTUMN	autumn	7.12	3.21	5.17	6.81	7.31	2.9	3.28	4.44	5.64	7.05	7.43	2.87	3.39	4.93	5.62	7.5	6.83	3.12	3.32	4.7	5.54	767
1277	HAND	hand	5.9	3.98	5.88	5.81	5.96	4.15	3.84	6.06	5.77	5.96	5.87	4.96	2.75	5.67	6.33	5.89	5.9	4.62	3.62	5.95	5.81	5562
1278	VOMIT	puke	1.84	5.05	3.09	2.11	1.6	4.75	5.21	2.91	3.27	2.57	1.42	4.1	5.83	2.85	3.44	1.56	2.1	5.29	4.62	3	3.14	9670
128	MUMBLE	mumble	4.4	3.19	3.68	5	4.25	4	3	5.11	2.88	5	4	3.4	3	4	3.27	3.89	4.82	3.64	2.7	2.14	4.28	7995
1280	FALL	fall	3.89	4.24	3.83	4.33	3.5	4.62	4	3.75	3.88	5.29	3.08	4.56	4	4.18	2.67	4.44	3.4	3.73	4.8	2.75	4.38	4450
1281	PRISON	jail	1.91	4.47	3.91	2.09	1.79	4.11	4.59	4.11	3.79	2.04	1.78	4.43	4.5	4.53	2.75	1.77	2.01	5.35	3.76	3.3	4.38	6651
1282	FAT (FROM ANIMALS)	lard	3.55	2.95	4.18	3.43	3.62	3.78	2.27	3.83	4.31	3.6	3.11	3.62	2.5	4.4	3.71	3.22	3.82	2.25	3.42	3.73	4.64	6928
1284	BANK	bank	6	4.19	4.78	5.25	6.6	4.57	4	4.64	5	5.36	7	3.22	4.92	4.64	5	6.5	5.75	6.11	2.75	4.67	4.89	889
1285	IMPORTANT	important	6.82	4.71	6.39	7	6.73	4.29	4.93	6.56	6.5	6.57	7.29	4.33	5	6.4	6.38	7	6.71	4.67	4.83	6	6.7	6174
1286	HOT	hot	5.73	4.76	5	6	5.8	3.71	5.29	5.11	4.88	6.36	4.86	3.78	5.5	5.89	4	5.62	5.79	4.8	4.67	5	5	5943
1287	COLD	cold	4.32	3.55	5.17	4.78	3.9	3.67	3.43	5.2	5.12	4.86	4	3	4	5.14	5.18	4.67	4	3.57	3.53	5.78	4.56	2307
1288	CAP	cap	5	3.27	5.57	5.78	4.3	3.62	3.07	5.8	5.36	5.71	4.58	3.9	2.75	5.15	6.25	5.89	4.2	2.86	4	5.5	5.62	1751
1289	BABY	infant	6.65	4.1	5.26	7.33	6.53	3.57	4.31	4.54	5.64	7	6.46	4	4.08	5.22	5.3	6.55	6.78	3.1	5	5.48	5	6324
129	CHOKE	choke	2.42	5.3	3.74	2.33	2.5	6.57	4.87	4.8	2.56	2.67	2.2	5.5	5.33	4.62	3.2	2.29	2.5	5.67	5.25	3.36	4.25	2063
1290	ELEPHANT	elephant	6.17	4.23	4.23	6.6	6.29	4.75	3.93	2.86	4.87	5.57	6.55	3.89	4.46	3.9	4.5	7	5.64	4.82	3.64	4.44	4.08	4003
1291	BACK	back	4.76	2.59	5.22	5.33	4.33	3.18	2	5	5.5	4.29	5.08	2.73	2.45	4.71	5.55	5.12	4.54	2.73	2.45	5.44	5	811
1292	BAD	bad	3.24	4.86	3.56	3.67	3.14	4.43	5.07	3.67	3.62	3.46	3	4.33	5.25	4.2	2.75	2.88	3.46	4.8	5	3.5	3.6	833
1293	MISTAKE	error	3.36	4.43	4.18	3.43	3.25	4.82	4	4.5	4.06	3.5	3.25	3.64	5.3	4.62	3.56	3	3.67	4.5	4.38	3.7	4.58	4205
1295	STICK	stick	5.27	3.81	5.82	5	5.4	3.43	4	6.11	5.5	5.29	5.29	3.56	4	6.67	4.88	5.75	5	3.93	3.5	4.5	7	11825
1297	LEG	leg	6.22	2.75	5.5	5.25	7	2.57	2.85	5.45	5.57	5.73	7	2.67	2.82	5.82	5	6.17	6.25	2	3.25	4.67	6.33	7008
1298	NEWSPAPER	newspaper	5.11	2.67	5.05	5	5.12	3.33	2.4	5.67	4.77	5	5.22	2.29	2.86	4.8	5.33	5	5.25	2.92	2.33	5.25	4.71	8170
1299	COFFEE	coffee	7	5.1	6.12	7	7	6	4.64	5.44	6.88	6.86	7.29	4.11	5.83	6.33	5.88	6.88	7.07	5.4	4.33	6.12	6.11	2290
13	DECEIT	deception	2.36	5.79	3.81	2.2	2.44	6.25	5.45	3.9	3.73	2.42	2.3	6.1	5.44	3.33	4.44	2.82	1.91	6.09	5.38	3.92	3.67	3148
1300	COUNTRY	country	6.14	3.71	6.35	6.17	6.07	2.14	4.5	6.22	6.5	5.79	6.71	3.89	3.58	6.22	6.5	6.75	5.79	3.67	3.83	6	6.67	2803
1301	FOOT	foot	4.68	2.77	5.97	6	4.44	3.5	2.36	6.87	5.42	5	4.33	3.2	2.42	5.86	6.27	4.45	5	2.93	2.5	6.2	5.74	4815
1302	FORK	fork	5.47	3.35	6.02	5.33	5.5	3.1	3.6	5.94	6.08	6	5	4.29	2.85	6.15	5.81	5.5	5.43	2.6	4.1	5.89	6.12	4865
1303	FINGER	finger	5.8	4.15	5.32	6.15	5.63	5.26	3.41	5	5.64	6.06	5.61	4.96	3.33	5.23	5.44	5.39	6.14	3.8	4.3	4.88	5.57	4638
1305	CHIMNEY	chimney	4.89	2.45	5.19	5.67	4.67	1.9	3	6	4.56	5.17	4.67	1.29	3.08	5	5.27	5.43	4.58	2.6	2.3	6.12	4.25	2043
1306	QUEEN	queen	6.52	5.05	6.04	6.58	6.44	4.86	5.15	4.75	6.69	7.25	6.35	4.56	5.45	5.65	7.33	6.89	6.25	4.5	5.6	6	6.06	9755
1307	LANGUAGE	language	6.38	3.7	7.37	5.92	7.12	5	3	7	7.58	6	6.89	4.22	3.27	6.4	8.44	6.44	6.33	2.92	5.14	7.58	7	6919
1308	DOUBT	doubt	3.28	4.33	3.06	3	3.5	4.43	4.29	2.64	3.71	3.09	3.57	3.44	5	2.82	3.43	3.67	3.08	5.67	3.33	2.22	3.89	3751
1309	ASK (INQUIRE)	inquire	5.32	3.73	6.25	4.83	5.54	4.17	3.2	6	6.38	5.7	4.89	3.89	3.62	6	7.17	5.27	5.38	4	3.33	6.75	6	6419
131	FESTIVAL	party	7.18	6.08	5.92	7.19	7.29	5.9	6.19	6.16	5.73	7.11	7.42	6.11	6.05	6	5.83	7.48	7	6.12	6.04	5.78	6.09	8755
1310	CLEVER	clever	7.36	5.25	7	7.46	7.22	5.71	5	5.86	7.67	7.67	7	4.89	5.55	6.3	7.78	7.4	7.33	4.69	6.29	6.5	7.86	2193
1312	FOX	fox	5.52	4.36	5.5	6.11	5.08	5.1	3.75	5.2	5.88	6	5.38	5.18	3.55	6	5.18	5.5	5.54	5.08	3.5	5.89	5.11	4903
1313	MOON	moon	7	3.43	6.11	6.12	7.7	4.43	2.93	5.45	7.14	6.73	7.43	3.33	3.5	6	6.29	6.83	7.08	4.22	2.83	6	6.22	7884
1314	QUIET	quiet	6.47	1.95	5.8	5.67	6.62	1.88	2	5.84	5.83	5.9	7.11	1.91	2	5.76	5.83	6.64	6.25	2.27	1.83	5.52	6.04	9769
1315	RADIO	radio	6	3.84	6.27	7.33	6.07	2.95	4.57	5.85	6.62	6.17	6.33	3.94	3.76	6.11	6.4	6	6	3.65	4.05	5.52	7.1	9808
1316	TENT	tent	6.23	3.38	5.91	6	6.62	3.36	3.56	5.83	5.94	6.1	6.33	3	3.8	5.62	6.33	6.5	6	3.88	3.08	5.4	6.33	12422
1318	CHICKEN	chicken	6.17	3.2	5.22	5.38	6.8	2.86	3.38	5.45	4.86	5.82	6.71	2.56	3.73	5.27	5.14	7.5	5.5	3.88	2.75	4.67	5.78	2026
1319	COWARD	coward	2.42	4.09	4.09	3	2.31	3.71	4.43	4.9	3.42	3	1.78	3.7	4.42	4	4.18	2.36	2.5	4	4.13	2.73	5.45	2832
