CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	CONCRETENESS_MEAN	CONCRETENESS_SD	DUNNO	FREQUENCY_SUBTITLE	POS	LINE_IN_SOURCE
16	SLED	sled	5	0	0	149	Adjective	16
683	PERSON	human	4.93	0.26	0	6363	Adjective	18
2500	GINGER	ginger	4.92	0.27	0	327	Adjective	21
1154	OLIVE	olive	4.9	0.31	0	375	Adjective	24
2027	SOYA	soybean	4.82	0.77	0	25	Adjective	27
2367	MANDARINE	mandarin	3.67	1.41	0	67	Noun	15808
58	LIQUID	liquid	4.72	0.54	0	395	Adjective	34
1125	BALD	bald	4.69	0.47	0	496	Adjective	39
3752	LILAC	lilac	4.69	0.97	0	39	Adjective	40
3328	ORANGE (COLOR)	orange	4.66	0.9	0	1138	Adjective	42
1123	PREGNANT	pregnant	4.59	0.89	0	2653	Adjective	52
1551	FEMALE	female	4.57	0.88	0	1612	Adjective	55
1279	FAT (OBESE)	fatness	3.18	1.36	0	6	Noun	17637
590	NAKED	naked	4.5	1	0	2002	Adjective	66
1726	WET	wet	4.46	0.58	0	2000	Adjective	70
1553	MALE	male	4.45	1.02	0	1731	Adjective	72
3003	SOLID	solid	4.42	0.81	0	998	Adjective	77
1962	ROAST (SOMETHING)	roast	4.4	0.97	0	499	Adjective	83
999	JOINT	joint	4.37	1.08	0	1405	Adjective	91
3737	BAREFOOT	barefooted	4.33	1.3	0	9	Adjective	96
1286	HOT	hot	4.31	1	0	9682	Adjective	111
1424	YELLOW	yellow	4.3	1.06	0	1724	Adjective	115
706	DARK	dark	4.29	1.15	0	4519	Adjective	117
380	WRINKLED	wrinkled	4.29	1.16	0	86	Adjective	123
156	RED	red	4.24	1.36	0	7551	Adjective	139
1230	DIRTY	dirty	4.23	1.14	0	3389	Adjective	143
2340	SUNNY	sunny	4.2	1.12	0	391	Adjective	152
3750	KHAKI	khaki	4.19	1.1	0	42	Adjective	158
3367	STUTTERER	stutterer	4.16	0.8	3	1	Adjective	166
1903	SWELLING	bump	4.1	1.16	0	630	Noun	13959
153	GREY	gray	3.46	1.53	0	1077	Adjective	756
2997	COLORFUL	multicolored	4.11	1.26	0	8	Adjective	187
2666	SOLE (FOOT)	sole	4.11	1.22	0	268	Adjective	192
1625	DEAD	dead	4.07	1.27	0	22898	Adjective	206
1425	GREEN	green	4.07	1.22	0	3696	Adjective	209
2341	CLOUDY	overcast	4.04	1.13	0	24	Adjective	229
2452	PURPLE	purple	4.04	1.43	0	629	Adjective	231
1653	BLIND	blind	4.03	1.15	0	2337	Adjective	239
717	SWEET	sweetness	2.83	1.46	0	167	Noun	18947
1244	THICK	thick	4	0.95	0	713	Adjective	263
3702	SLIPPERY	slippery	3.94	1.12	0	225	Adjective	287
3044	BOVINE	bovine	3.93	1.47	2	22	Adjective	290
535	INFLATED	inflated	3.93	0.94	0	26	Adjective	296
3446	PINK	pink	3.93	1.33	0	1452	Adjective	302
1091	SALTY	salty	3.93	1.44	0	127	Adjective	303
1400	THIN (SLIM)	slimy	3.26	1.53	0	159	Adjective	1020
3545	WATERY	watery	3.93	1.13	0	36	Adjective	310
679	BRIGHT	bright	3.92	0.93	0	2265	Adjective	312
1395	ROUND	round	3.9	1.4	0	3393	Adjective	328
1335	WHITE	white	3.89	1.29	0	8744	Adjective	339
1856	SOFT	softness	3.1	1.56	0	24	Noun	17932
1728	ROTTEN	rotten	3.87	1.48	0	891	Adjective	350
1396	SHARP	sharp	3.86	1.22	0	1213	Adjective	356
847	THIRSTY	thirsty	3.86	1.36	0	627	Adjective	359
3758	WINDY	windy	3.86	1.22	0	134	Adjective	362
1287	COLD	coldness	3.33	1.49	0	17	Noun	17039
1923	ROUGH	rough	3.83	1.31	0	1907	Adjective	381
2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	spherical	3.83	1.1	0	9	Adjective	383
2308	THIN	thin	3.83	1.28	0	1029	Adjective	384
955	GREASY	greasy	3.82	1.33	0	199	Adjective	388
2998	DAMP	damp	3.81	1.3	0	149	Adjective	395
1234	SMOOTH	smooth	3.81	1.24	0	932	Adjective	406
3759	FOGGY	foggy	3.8	1.47	0	66	Adjective	408
2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	circular	3.79	1.34	2	81	Adjective	413
297	CROOKED	bent	3.62	1.42	0	368	Verb	24435
1398	DRY	dry	3.77	1.41	0	2184	Adjective	436
3403	HORSE BARN	stable	3.77	1.41	0	673	Adjective	439
163	BLACK	black	3.76	1.64	0	8565	Adjective	443
837	BLUE	blue	3.76	1.45	0	5222	Adjective	444
1884	HARD	hardness	3.34	1.45	0	13	Noun	17028
2717	STEEP	steep	3.76	1.18	0	125	Adjective	454
3756	FLORAL	floral	3.75	1.27	0	37	Adjective	458
3616	FAINT (PASS OUT)	faint	3.74	1.02	0	473	Adjective	463
42	STINKING	stinking	3.2	1.38	0	473	Adjective	1121
2112	OLD (AGED)	elderly	3.68	1.35	0	209	Adjective	516
1246	SMALL	little	3.67	1.32	0	73766	Adjective	529
3755	MOUNTAINOUS	mountainous	3.67	1.14	0	8	Adjective	531
1202	BIG	great	1.81	0.96	0	41864	Adjective	5176
544	SPICY	peppery	3.66	1.17	0	1	Adjective	539
1645	SHORT	short	3.61	1.41	0	4367	Adjective	589
1429	FULL	full	3.59	1.19	0	8512	Adjective	602
3703	STICKY	sticky	3.59	1.55	0	292	Adjective	613
1232	WARM	warm	3.56	1.42	0	2659	Adjective	653
989	CLEAR	clear	3.55	1.3	0	8763	Adjective	656
2483	COLD (OF WEATHER)	cool	3.53	1.07	0	9990	Adjective	686
2276	IDENTICAL	identical	3.5	1.43	0	282	Adjective	718
1463	DRUNK	intoxicated	3.56	1.31	0	52	Verb	24560
143	HUMID	humid	3.48	1.09	0	45	Adjective	741
2375	VERTICAL	vertical	3.48	1.6	0	141	Adjective	749
1265	HIGH	high	3.46	1.39	0	9945	Adjective	757
2376	HORIZONTAL	horizontal	3.46	1.45	0	77	Adjective	758
193	SHALLOW	shallow	3.45	1.4	0	301	Adjective	780
1624	EMPTY	empty	3.43	1.5	0	2409	Adjective	792
1129	PAINFUL	hurting	3.03	1.38	0	974	Verb	25699
3707	BEIGE	beige	3.41	1.59	0	69	Adjective	819
3762	SAFE	safe	3.41	1.55	0	7303	Adjective	829
1593	DEEP	deep	3.38	1.35	0	3896	Adjective	853
1210	HEAVY	heaviness	2.89	1.22	0	11	Noun	18708
711	TALL	tall	3.36	1.39	0	1649	Adjective	888
1698	CURVED	curved	3.35	1.35	0	31	Adjective	892
376	FRAGRANT	fragrant	3.35	1.32	1	36	Adjective	894
1959	RAW	raw	3.35	1.38	0	519	Adjective	896
721	LOW	low	3.34	1.47	0	3016	Adjective	903
1861	ACTIVE	active	3.32	1.25	0	584	Adjective	919
825	AWAKE	awake	3.32	1.25	0	1362	Adjective	921
1364	HEALTHY	health	2.28	1.22	0	2054	Noun	20855
1573	SWELL	swollen	3.6	1.16	0	165	Verb	24482
1958	UNRIPE	unripe	3.31	1.35	2	2	Adjective	950
178	RIPE	ripe	3.3	1.6	0	213	Adjective	963
2517	CROWDED	crowded	3.28	1.44	0	456	Adjective	984
3757	MUGGY	muggy	3.28	1.22	0	5	Adjective	989
1229	OLD	overgrown	3.28	1.33	0	49	Adjective	990
701	SLOW	slow	3.28	1.25	0	3877	Adjective	993
996	DEAF	deaf	3.27	1.43	0	741	Adjective	999
2151	COARSE	coarse	3.25	1.35	0	69	Adjective	1027
1359	SEPARATE	separate	3.25	1.24	0	1107	Adjective	1033
2277	WHOLE	total	2.8	1.47	0	1920	Adjective	1821
1666	MUTE	mute	3.24	1.33	0	127	Adjective	1053
3708	FEELING SORE	sore	3.23	1.55	0	765	Adjective	1064
1548	UGLY	ugly	3.23	1.52	0	2150	Adjective	1068
149	ITCHY	itchy	3.21	1.47	0	116	Adjective	1094
3735	NEAR (IN SPACE)	close	3.2	1.32	0	11191	Adjective	1116
2506	LOOSE	slack	3.15	1.56	0	302	Noun	17743
3754	TRANSPARENT	transparent	3.18	1.09	0	92	Adjective	1160
2935	CURRENT (STREAM)	current	3.16	1.62	1	869	Adjective	1185
1326	DOWN	downward	3.16	1.37	0	60	Adjective	1186
1207	YOUNG	young	3.16	1.46	0	12402	Adjective	1192
2496	ADORNED	crested	3.15	1.16	0	5	Adjective	1196
1422	BE ALIVE	living	3.04	1.65	0	7983	Verb	25653
2239	DENSE	dense	3.14	1.53	0	108	Adjective	1220
1906	SOUR	sourness	3.27	1.41	0	0	#N/A	32402
785	STRONG	strong	3.14	1.35	0	4430	Adjective	1234
1426	EXPENSIVE	expensiveness	2	1.12	2	0	#N/A	36997
1868	VISIBLE	visible	3.08	1.62	2	253	Adjective	1325
379	BLUNT	blunt	3.07	1.41	0	250	Adjective	1332
704	CLEAN	cleanness	3.61	1.4	2	2	Noun	16022
699	SAD	unhappy	2.04	1.45	0	843	Adjective	4216
1243	WIDE	wideness	3.07	1.36	0	0	#N/A	32954
1267	NARROW	narrow	3.04	1.4	0	358	Adjective	1403
1631	FAST	swift	3.04	1.43	2	197	Adjective	1416
1636	MOTIONLESS	motionless	3	1.61	0	17	Adjective	1463
1757	TIRED	tired	3	1.33	0	5745	Adjective	1478
1847	SICK	feverish	2.57	1.19	0	33	Adjective	2323
887	BITTER	bitterness	2.36	1.28	0	72	Noun	20558
1533	BE HUNGRY	hungry	2.9	1.42	0	3931	Adjective	1637
2203	RABID	rabid	2.9	1.37	0	70	Adjective	1643
1964	ALONE	alone	2.86	1.6	0	15735	Adjective	1698
69	SOBER	sober	2.86	1.27	0	515	Adjective	1718
1813	TASTY	delicious	2.43	1.55	0	1098	Adjective	2698
1231	NEW	new	2.81	1.62	0	36913	Adjective	1798
2756	IDLE	idle	2.79	1.32	0	141	Adjective	1832
712	RICH	wealthy	2.73	1.56	0	376	Adjective	1966
1601	WEAK	weak	2.79	1.57	0	1607	Adjective	1841
3620	SLEEPY	sleepy	2.77	1.2	0	437	Adjective	1871
1899	MAD	insane	1.77	0.97	0	1973	Adjective	5335
1314	QUIET	quiet	2.76	1.5	0	5978	Adjective	1895
1406	FAR	faraway	2.96	1.4	3	93	Noun	18440
888	POISONOUS	poisonous	2.74	1.35	0	170	Adjective	1947
1419	FEAR (BE AFRAID)	afraid	2.7	1.39	0	12631	Adjective	2011
1674	POOR	poor	2.7	1.71	0	6583	Adjective	2027
1093	MIDDLE	mid	2.69	1.34	1	64	Adjective	2044
1564	LAZY	lazy	2.67	1.39	0	591	Adjective	2089
2410	GOOD-LOOKING	attractive	2.64	1.28	0	1256	Adjective	2136
1691	FLEXIBLE	flexible	2.64	1.19	0	136	Adjective	2141
2018	GREEDY	greedy	2.64	1.37	0	338	Adjective	2143
220	INTACT	intact	2.64	1.47	0	324	Adjective	2148
218	FINE (PENALTY)	fine	2.61	1.47	0	30502	Adjective	2230
425	BE LATE	late	2.6	1.41	0	13756	Adjective	2248
1725	CORRECT (RIGHT)	correct	2.59	1.34	0	2292	Adjective	2261
1954	GENTLE	meek	2.22	1.34	1	88	Adjective	3408
1198	MANY	numerous	2.57	1.45	0	183	Adjective	2331
1570	EQUAL	equal	2.56	1.34	0	682	Adjective	2345
1495	HAPPY	glad	2.36	1.37	0	8740	Adjective	2922
1466	EXACT	exact	2.54	1.37	0	1154	Adjective	2386
3361	OFFICIAL	official	2.54	1.43	0	1224	Adjective	2394
1771	TASTELESS	tasteless	2.54	1.57	1	45	Adjective	2407
1826	ANGRY	angry	2.53	1.63	0	3008	Adjective	2411
1552	GLOOMY	gloomy	2.52	1.4	0	123	Adjective	2438
320	LAME	lame	2.52	1.58	0	557	Adjective	2445
1412	RUDE	rude	2.52	1.42	0	1125	Adjective	2455
487	SHY	shy	2.52	1.31	0	937	Adjective	2461
109	FOREIGN	foreign	2.5	1.4	2	1137	Adjective	2490
1976	MERRY	merry	2.41	1.27	0	1994	Adjective	2776
1657	TRUE	real	2.5	1.62	0	22583	Adjective	2513
3033	SCARED	scared	2.5	1.3	0	6803	Adjective	2518
1572	SURPRISED	surprised	2.5	1.33	0	2808	Adjective	2522
2530	SMART	smart	1.75	1.08	0	4909	Adjective	5411
1558	SIMILAR	alike	2.38	1.35	0	579	Adverb	6486
2531	BROAD	broad	2.45	1.43	0	751	Adjective	2631
419	SEVERE	severe	2.43	1.1	1	480	Adjective	2724
2755	BUSY	busy	2.41	1.38	0	5433	Adjective	2754
1078	MAIN	main	2.41	1.31	0	2179	Adjective	2774
2230	UNTAMED OR WILD	wild	2.41	1.19	0	2923	Adjective	2791
2181	LIGHT (IN TASTE)	bland	2.38	1.42	1	55	Adjective	2837
1492	DUMB	dumb	2.36	1.5	0	2395	Adjective	2917
3069	FALSE	fraud	1.68	0.86	0	512	Noun	22751
1682	GUILTY	guilty	2.36	1.41	0	3177	Adjective	2923
3053	TIGHT	tense	2.35	1.29	0	522	Adjective	2975
222	LAVISH	lavish	2.31	1.2	0	39	Adjective	3097
207	SPARSE	sparse	2.31	1.28	0	11	Adjective	3109
2233	LOVELY	lovely	2.29	1.27	1	4853	Adjective	3177
3	BRAVE	courageous	2	1.2	0	161	Adjective	4307
652	PLAIN	plain	2.26	1.29	0	1113	Adjective	3291
3632	GENEROUS	generous	2.25	1.27	0	852	Adjective	3312
584	DIFFICULT	difficult	2.21	1.55	0	3068	Adjective	3444
2507	DISGUSTING	disgusting	2.21	1.47	0	1357	Adjective	3445
100	FAITHFUL	faithful	2.2	1.47	0	465	Adjective	3518
528	DREADFUL	fearful	2.2	1.32	0	110	Adjective	3519
3634	STUBBORN	stubborn	2.18	1.19	0	554	Adjective	3612
2821	JEALOUS	jealous	2.17	1.26	0	1952	Adjective	3637
3001	POWERFUL	powerful	2.17	1.28	0	1791	Adjective	3641
1427	BEAUTIFUL	beautiful	2.16	1.24	0	14266	Adjective	3658
1285	IMPORTANT	important	2.14	1.48	0	10587	Adjective	3734
905	BORING	bored	2.13	1.28	0	1029	Adjective	3766
3466	DANGEROUS	dangerous	2.13	1.26	0	3817	Adjective	3768
2335	CUNNING	cunning	2.12	1.21	1	207	Adjective	3789
1887	CHEAP	inexpensiveness	1.92	1.16	2	1	Noun	22121
500	CRUEL	cruel	2.11	1.37	0	936	Adjective	3832
45	EVIL	wicked	2.11	1.26	0	678	Adjective	3889
3709	BRILLIANT	brilliant	2.07	1.25	0	1826	Adjective	3999
102	COMMON COLD (DISEASE)	common	2.07	1.01	0	2275	Adjective	4006
686	EASY	simple	1.62	0.98	0	4555	Adjective	5783
174	PROUD	proud	2.07	1.39	0	4265	Adjective	4055
790	READY	ready	2.07	1.31	0	19778	Adjective	4057
2316	FREE	free	2.04	1.22	0	9054	Adjective	4139
197	OTHER	another	2.69	1.37	1	25970	Determiner	8038
3005	FAMILIAR	familiar	2.03	1.15	0	1760	Adjective	4250
3761	EMOTIONAL	emotional	2	1.25	0	1081	Adjective	4323
1764	OBSCURE	obscure	2	1.12	0	132	Adjective	4376
3002	PRECIOUS	precious	2	1.16	0	1191	Adjective	4387
1774	STINGY	stingy	2	0.87	0	63	Adjective	4402
2504	DIFFERENT	different	1.97	1.27	0	10686	Adjective	4452
243	FRESH	fresh	1.97	1.03	0	2780	Adjective	4455
1080	VULGAR	vulgar	1.97	0.98	0	167	Adjective	4485
698	WISE	wise	1.97	1.1	0	1452	Adjective	4487
209	RARE	rare	1.96	1.06	0	1087	Adjective	4552
807	SKILLED	skilled	1.96	1.02	0	121	Adjective	4559
26	UNPLEASANT	unpleasant	1.91	1.03	0	311	Adjective	4771
1875	REGRET	repent	1.96	1.23	0	123	Verb	28165
1147	PURE	pure	1.87	1.22	0	1271	Adjective	4952
2758	CAREFUL	careful	1.86	1.03	0	5550	Adjective	4968
600	STRANGE	odd	1.7	1.1	0	1226	Adjective	5564
583	KIND OR POLITE	polite	1.85	1.02	5	711	Adjective	5043
1518	STUPID	foolish	1.84	0.99	0	893	Adjective	5074
1390	WRONG	wrong	1.83	1.1	0	26678	Adjective	5130
1030	NECESSARY	necessary	1.8	1.19	0	2345	Adjective	5220
1310	CLEVER	clever	1.79	1.03	0	1391	Adjective	5233
1842	OBSTINATE	obstinate	1.79	1.15	1	46	Adjective	5257
885	OPPOSITE	opposite	1.79	0.73	0	775	Adjective	5258
1908	ATTENTIVE	attentive	1.78	0.97	0	66	Adjective	5291
1702	HOLY	sacred	1.77	1.28	0	715	Adjective	5343
3633	CURIOUS	curious	1.75	1.29	0	1337	Adjective	5395
1894	ASHAMED	ashamed	1.74	1.2	0	1396	Adjective	5423
145	SORROWFUL	sorrowful	1.74	0.86	0	20	Adjective	5441
509	CERTAIN	certainly	1.86	1.11	0	6067	Adverb	7241
2232	KEEN OR SUBTLE	subtle	1.72	1.07	0	354	Adjective	5513
2077	DILIGENT	diligent	1.69	0.97	0	40	Adjective	5583
1292	BAD	bad	1.68	1.02	1	27804	Adjective	5615
1120	HONEST	honest	1.66	1.08	0	3689	Adjective	5683
1035	GOOD	goodness	1.38	0.73	0	1655	Noun	23113
2651	BE IGNORANT	ignorant	1.62	0.82	0	319	Adjective	5773
39	KEEN	keen	1.61	0.92	1	228	Adjective	5797
1863	AMAZING	amazing	1.55	0.83	0	4167	Adjective	5891
90	INNOCENT	innocent	1.54	0.79	0	2780	Adjective	5911
1880	PASSIONATE	passionate	1.48	0.69	0	306	Adjective	5999
3262	HORSEFLY	horsefly	4.97	0.19	0	5	Adverb	6128
1504	FLY (INSECT)	housefly	4.96	0.2	0	9	Adverb	6129
2910	BACK (DIRECTION)	back	4.33	1.15	0	102467	Adverb	6135
762	OUTSIDE	out	2.73	1.51	0	197131	Adverb	6319
2406	HOME	home	4.11	1.25	0	39491	Adverb	6147
1591	UP	upwards	2.63	1.52	0	46	Adverb	6358
377	LOUD	loud	3.73	1.22	0	2031	Adverb	6163
1606	INSIDE	inside	3.67	1.07	0	10775	Adverb	6168
1019	RIGHT	right	3.47	1.76	0	204428	Adverb	6178
2919	STILL (CONTINUING)	still	3.46	1.35	0	40225	Adverb	6179
1485	BELOW OR UNDER	underneath	3.71	1.15	0	829	Preposition	23206
2911	BACKWARD	backwards	3.17	1.44	0	667	Adverb	6212
844	KIND (THING)	sort	3.34	1.32	1	7584	Adverb	6192
954	WELL	well	3.33	1.58	0	152523	Adverb	6194
1203	LONG	long	3.18	1.39	0	34433	Adverb	6210
136	HERE	here	3.13	1.53	0	230788	Adverb	6219
2165	SLOWLY	slowly	3.1	1.47	0	1279	Adverb	6224
1174	YESTERDAY	yesterday	3	1.73	0	4935	Adverb	6241
1546	TWICE	twice	2.93	1.7	0	3191	Adverb	6254
1942	NEAR	nearby	2.86	1.33	0	425	Adverb	6274
1404	STRAIGHT	straight	2.76	1.41	0	6244	Adverb	6304
2914	ONCE (IN THE PAST)	formerly	1.9	1.05	0	123	Adverb	7166
2482	TOGETHER	together	2.74	1.43	0	19553	Adverb	6316
2912	FORWARD	forward	2.66	1.17	0	3689	Adverb	6344
1283	TODAY	today	2.57	1.48	0	22124	Adverb	6376
1852	OFTEN	frequently	1.88	1.28	0	167	Adverb	7215
1741	ABOVE	over	2.46	1.27	0	67488	Adverb	6440
2916	INSTANTLY (IMMEDIATELY)	instantly	2.44	1.55	0	232	Adverb	6449
1580	ONLY	only	2.41	1.4	0	55269	Adverb	6467
1963	IMMEDIATELY	immediately	2.3	1.32	0	2446	Adverb	6571
672	EARLY	early	2.25	1.38	0	5510	Adverb	6614
2925	HITHER (HERE TO)	hither	2.17	1.13	3	51	Adverb	6706
2093	AFTERWARDS	afterwards	2.14	1.21	0	714	Adverb	6736
1329	TOMORROW	tomorrow	2.04	1.04	0	17134	Adverb	6919
204	AGAIN	again	2	1.25	0	40428	Adverb	6944
2999	EVERYWHERE	everywhere	2	1.54	0	2641	Adverb	6958
1270	WHY	why	1.86	1.27	0	114687	Adverb	7276
2920	SUDDENLY	suddenly	1.84	1.34	1	2854	Adverb	7296
703	SOON	soon	1.79	1.11	0	13140	Adverb	7400
1544	SOMETIMES	sometimes	1.77	1.04	0	9129	Adverb	7428
1676	ALWAYS	always	1.71	0.9	0	33418	Adverb	7534
1237	WHERE	where	1.66	0.9	0	93341	Adverb	7633
2576	ALREADY	already	1.64	1.08	0	16246	Adverb	7650
1271	DELIGHT	please	1.64	1.04	0	56149	Adverb	7660
2926	HARDLY	hardly	1.62	1.01	0	2613	Adverb	7697
1656	NEVER	never	1.59	0.95	0	69490	Adverb	7753
84	JUST	just	1.52	0.91	0	242206	Adverb	7838
1376	NOW	now	1.48	0.87	0	163333	Adverb	7884
2921	THEN	then	1.44	0.8	2	75966	Adverb	7918
1311	VERY	very	1.43	0.82	0	63304	Adverb	7925
2336	OF THIS KIND (SUCH)	so	1.42	0.95	1	216452	Adverb	7931
2927	FROM HERE	hence	1.41	0.73	0	247	Adverb	7935
2577	YET	yet	1.39	0.83	0	17428	Adverb	7947
1239	HOW	how	1.35	0.8	0	155867	Adverb	7969
1881	ENOUGH	enough	1.33	0.68	0	25568	Adverb	7973
2278	PERHAPS	perhaps	1.19	0.4	0	6939	Adverb	8002
98	ALL	everything	2.3	1.37	0	33399	Pronoun	23308
1882	BEFORE	till	4	1.47	1	8503	Conjunction	8008
506	MAIZE	but	2.04	1.34	0	225291	Conjunction	8009
1014	OR	or	1.72	1.39	0	86970	Conjunction	8016
1238	WHEN	when	1.6	1.04	0	103739	Conjunction	8018
726	WHILE	while	1.55	0.95	0	17821	Conjunction	8020
1577	AND	and	1.52	1.09	0	682780	Conjunction	8022
2753	UNTIL	until	1.33	0.71	0	15426	Conjunction	8029
1157	BECAUSE	because	1.22	0.51	0	54622	Conjunction	8030
1459	IF	if	1.19	0.56	0	180610	Conjunction	8033
816	HALF	half	3.27	1.51	0	10156	Determiner	8035
1241	SOME	several	3	1.39	0	1978	Determiner	8036
200	SAME	same	2.64	1.45	18	21276	Determiner	8039
1242	FEW	few	2.48	1.35	0	15393	Determiner	8040
1992	MORE	more	2.37	1.39	0	66228	Determiner	8043
78	THAT	those	2.32	1.47	0	38404	Determiner	8044
3004	FORMER	former	2.18	1.12	0	932	Determiner	8046
1214	THIS	these	2.03	1.55	0	46104	Determiner	8049
1236	WHAT	what	2	1.52	0	501965	Determiner	8050
684	OWN	got	1.93	1.11	1	168631	Verb	28202
3452	MUCH	much	1.69	0.93	0	49636	Determiner	8053
727	WHICH	which	1.54	0.95	2	24339	Determiner	8056
1937	THERE	there	2.2	1.3	0	221754	Ex	8061
3553	HELLO	hello	2.8	1.47	0	29857	Interjection	8072
1269	NO	no	2.45	1.64	0	304549	Interjection	8082
2470	DEAR	dear	2.25	1.6	0	11395	Interjection	8090
1268	YES	affirmative	1.93	0.92	0	241	Noun	22021
3382	PEACOCK	peacock	5	0	0	261	Name	8115
124	THORN	thorn	5	0	0	260	Name	8117
1312	FOX	fox	4.97	0.19	0	1102	Name	8119
1208	CAT	kitty	4.97	0.19	0	1362	Name	8120
646	ASH	ash	4.96	0.19	0	469	Name	8121
2837	SWAN	swan	4.96	0.19	0	348	Name	8127
904	BERRY	berry	4.93	0.37	0	178	Name	8128
307	HAWK	kite	5	0	0	117	Noun	8642
361	PEG	peg	4.93	0.26	0	1857	Name	8131
410	YAM	yam	4.93	0.26	0	43	Name	8132
1885	ARMADILLO	armadillo	4.9	0.41	0	154	Name	8135
637	MOSS	moss	4.9	0.31	0	145	Name	8136
1910	STINGRAY	stingray	4.9	0.4	0	15	Name	8137
3325	PEARL	pearl	4.87	0.34	1	799	Name	8140
3688	MARSH	marsh	4.85	0.36	1	179	Name	8143
1854	SPARROW	sparrow	4.85	0.46	0	133	Name	8144
934	BUFFALO	buffalo	4.83	0.54	0	607	Name	8145
113	SHORE	shore	4.79	0.63	0	1013	Name	8151
1662	CAPE	cape	4.77	0.77	0	420	Name	8154
3243	CYPRESS	cypress	4.76	0.6	3	38	Name	8159
3724	STORK	stork	4.72	0.7	0	83	Name	8167
2568	BAKER	baker	4.71	0.71	0	698	Name	8169
992	CLIFF	cliff	4.71	0.81	0	1100	Name	8170
2502	GONG	gong	4.7	0.84	0	124	Name	8173
659	REED	reed	4.7	0.84	1	464	Name	8175
1830	CRANE	crane	4.68	0.61	0	1714	Name	8182
2402	ROBIN	robin	4.61	1.16	0	1272	Name	8193
903	ASPEN	aspen	4.59	1.05	4	96	Name	8194
2034	FROST	frost	4.56	0.85	0	245	Name	8198
2409	BROWN	brown	4.48	1.05	0	3066	Name	8211
1684	BUD	bud	4.48	0.89	0	1808	Name	8212
3401	HENHOUSE	coop	4.46	0.96	1	528	Name	8217
3723	NIGHTINGALE	nightingale	4.46	1.14	3	145	Name	8218
1042	CARPENTER	carpenter	4.41	1.05	0	306	Name	8225
1053	HUNTER	hunter	4.41	1.02	0	936	Name	8227
1916	GILL	gills	4.55	0.91	0	61	Noun	11682
3721	FINCH	finch	4.3	1.37	0	205	Name	8245
3637	WEAVER	weaver	4.29	1.04	0	413	Name	8250
1720	SIGN	mark	4.21	1.21	0	4183	Name	8265
877	MASON	mason	4.2	1.12	2	709	Name	8268
2818	FORD (CROSSING)	ford	4.19	0.96	2	587	Name	8272
3684	PECK	peck	4.16	0.9	0	180	Name	8276
1855	BIRCH	birch	4.12	1.42	1	79	Name	8285
359	POTTER	potter	4.12	1.28	3	1039	Name	8288
1001	BLACKSMITH	smith	3.81	1.44	1	1856	Name	8332
398	PIERCE	pierce	3.73	1.31	0	1313	Name	8349
2957	WARE	ware	3.54	1.61	4	112	Name	8392
1943	CROWN (OF HEAD)	corona	3.46	1.47	2	58	Name	8408
3231	DEITY	deity	2.33	1.57	1	28	Noun	20669
1240	NOT	not	2.08	1.52	0	276673	Not	8552
3674	ANTELOPE	antelope	5	0	0	50	Noun	8554
1320	APPLE	apple	5	0	0	1207	Noun	8555
677	AXE	hatchet	4.93	0.27	1	100	Noun	9009
1289	BABY	infant	4.93	0.37	0	215	Noun	9017
1845	BALL	sphere	4.44	0.93	0	126	Noun	12333
868	BANANA	banana	5	0	0	547	Noun	8561
1539	BASKET	basket	5	0	0	672	Noun	8564
1793	BAT	bat	5	0	0	1052	Noun	8565
832	BEAN	bean	5	0	0	349	Noun	8567
1663	BED	bed	5	0	0	9543	Noun	8568
3715	BELLYBUTTON	bellybutton	5	0	1	33	Noun	8570
937	BIRD	bird	5	0	0	2318	Noun	8573
806	BLANKET	blanket	5	0	1	662	Noun	8575
585	BOOT	boots	5	0	0	977	Noun	8577
1402	BREAST	bosom	4.63	0.69	2	159	Noun	11156
1027	BUG	bug	5	0	0	1068	Noun	8580
2595	CACTUS	cactus	5	0	0	148	Noun	8582
3283	CAGE	cage	5	0	0	1034	Noun	8583
2618	CAMERA	camera	5	0	0	2907	Noun	8585
3085	CARROT	carrot	5	0	0	195	Noun	8586
2843	CAULIFLOWER	cauliflower	5	0	0	28	Noun	8588
1305	CHIMNEY	chimney	5	0	0	213	Noun	8589
1987	CHOPSTICKS	chopstick	4.93	0.27	0	13	Noun	8971
1323	CLOCK	clock	5	0	0	2990	Noun	8591
476	CUP	drinking glass	4.96	0.19	0	0	#N/A	28866
1659	DOLL	doll	5	0	0	1263	Noun	8600
1862	DONKEY	ass	4.67	0.88	0	11545	Noun	10881
2051	DUSTPAN	dustpan	5	0	0	13	Noun	8603
1905	EAGLE	eagle	5	0	0	586	Noun	8604
1247	EAR	ear	5	0	0	1632	Noun	8605
981	ELBOW	elbow	5	0	0	313	Noun	8607
1290	ELEPHANT	elephant	5	0	0	580	Noun	8608
2596	ESCALATOR	escalator	5	0	0	66	Noun	8609
1540	EYELASH	eyelash	5	0	0	44	Noun	8611
17	EYELID	eyelid	5	0	0	17	Noun	8612
1303	FINGER	finger	5	0	0	1870	Noun	8614
227	FISH	fish	5	0	0	4258	Noun	8615
239	FLOWER	flower	5	0	0	1161	Noun	8617
