CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	CONCRETENESS_MEAN	CONCRETENESS_SD	DUNNO	FREQUENCY_SUBTITLE	POS	LINE_IN_SOURCE
2864	DECREASE	decrease	2.68	1.16	0	60	Verb	26462
1590	WAIT (FOR)	await	1.54	0.86	0	181	Verb	28642
3667	LOST	lost	2.67	1.27	1	13974	Verb	26492
734	MAKE	made	2.52	1.36	0	28626	Verb	26876
1635	OBEY	obey	2.67	1.54	0	456	Verb	26494
866	WIN	win	2.67	1.47	0	6867	Verb	26506
117	IMITATE	imitate	2.66	1.37	0	92	Verb	26515
3649	PUNISH	punish	2.66	1.45	0	493	Verb	26519
2861	BUDGE (ONESELF)	budge	2.65	1.38	2	104	Verb	26524
1978	RECOVER	recover	2.64	1.15	0	409	Verb	26553
2113	OLD (USED)	used	2.64	1.37	0	17551	Verb	26562
1579	BE	will	2.64	1.45	0	108306	Verb	26563
719	FIND	found	2.53	1.41	0	20196	Verb	26842
754	HURRY	hasten	2.22	1.12	1	37	Verb	27565
1696	SURRENDER	give up	2.59	1.01	0	0	#N/A	34366
1192	THREATEN	threaten	2.63	1.5	0	435	Verb	26597
1750	CHOOSE	chose	2.48	1.12	1	952	Verb	26934
363	DWELL (LIVE, RESIDE)	dwell	2.62	1.24	0	142	Verb	26605
257	WORSHIP	worship	2.62	1.36	0	409	Verb	26625
1041	INCREASE	increase	2.61	1.57	0	436	Verb	26634
3455	COMMEND	praise	2.61	1.37	0	482	Verb	26636
3642	COMPLAIN	complain	2.6	1.4	0	640	Verb	26649
3071	INSERT	insert	2.57	1.29	0	141	Verb	26733
1997	PRESERVE	preserve	2.57	1.52	0	287	Verb	26742
1897	HELP	help	2.56	1.42	0	46977	Verb	26761
692	BRING	bring	2.55	1.43	0	16685	Verb	26788
150	WORRY	worry	2.55	1.15	0	14638	Verb	26803
1097	ABANDON	abandon	2.54	1.45	1	413	Verb	26804
1309	ASK (INQUIRE)	ask	2.52	1.58	0	24640	Verb	26850
3429	COMPARE	compare	2.52	1.25	0	426	Verb	26856
1184	DIMINISH	diminish	2.5	1.21	0	42	Verb	26904
998	PUT	put down	2.86	1.74	0	0	#N/A	33494
2704	FADE (LOOSE COLOR)	fade	2.48	1.12	0	286	Verb	26939
813	DO	did	2.45	1.57	0	119410	Verb	27011
3629	HESITATE	hesitate	2.46	1.43	0	279	Verb	26991
1939	SWEAR	swear	2.45	1.35	0	4496	Verb	27018
1003	PERMIT	allow	2.41	1.21	0	2263	Verb	27088
3639	AVOID	avoid	2.41	1.28	0	1239	Verb	27090
101	BOAST	brag	2.41	1.01	0	179	Verb	27092
707	REMEMBER	remember	2.41	1.52	0	27666	Verb	27125
2271	THINK	think	2.41	1.39	0	137261	Verb	27131
733	EARN	earn	2.39	1.17	0	783	Verb	27160
303	ABSTAIN FROM FOOD	abstain	2.38	1.42	0	26	Verb	27173
1477	KEEP	keep	2.37	1.4	0	35846	Verb	27215
2909	PREPARE	prepare	2.36	1.19	0	1711	Verb	27241
1550	PREVENT	prevent	2.34	1.17	0	666	Verb	27284
1112	SUCCEED	succeed	2.33	1.21	0	482	Verb	27314
2022	ADMIT	admit	2.32	1.28	1	3019	Verb	27319
3643	AGREE	agree	2.31	1.26	0	3298	Verb	27341
1779	DARE	dare	2.28	1.36	0	2826	Verb	27412
1079	FEEL	feel	2.28	1.41	0	31989	Verb	27416
1932	GUESS	guess	2.28	1.19	0	23153	Verb	27417
1999	OVERCOME	overcome	2.28	1.39	0	316	Verb	27421
1101	SUFFER	suffer	2.28	1.1	0	1148	Verb	27430
1536	UNDERSTAND	understand	2.28	1.44	0	24605	Verb	27432
3666	WANDER	wander	2.28	1.07	0	299	Verb	27434
2896	CAUSE TO (LET)	let	2.26	1.2	0	123381	Verb	27460
1814	ACCUSE	accuse	2.25	1.29	0	290	Verb	27474
1152	BEGET	beget	2.25	1.33	4	16	Verb	27476
3072	MISPLACE	lose	2.25	1.35	0	8382	Verb	27485
1902	BETRAY	cheat	2.23	1.19	0	901	Verb	27528
41	IGNORE	ignore	2.22	1.28	0	951	Verb	27566
1812	TRY	tried	2.07	1.44	0	9529	Verb	27953
382	GOVERN	govern	2.21	1.21	0	62	Verb	27592
755	DENY	deny	2.2	1.27	0	1091	Verb	27627
504	LEARN	learn	2.2	1.19	0	6047	Verb	27632
1777	RESEMBLE	look alike	3.83	1.46	0	0	#N/A	31295
3680	RUMINATE	ruminate	2.19	1.23	3	5	Verb	27664
773	HAVE	had	1.77	1.36	0	85472	Verb	28445
2192	REJOICE	rejoice	2.17	1.31	0	86	Verb	27712
987	REMAIN	remain	1.96	1.22	0	1694	Verb	28164
2709	FLATTER	flatter	2.14	0.93	0	200	Verb	27772
971	MUST	must	2.13	1.31	0	35661	Verb	27794
2715	DESPISE	despise	2.12	1.3	0	230	Verb	27807
118	BEWITCH	bewitch	2.11	1.12	1	6	Verb	27828
3631	PRETEND	pretend	2.11	1.37	0	2056	Verb	27842
1675	PROMISE	promise	2.09	1.16	0	7809	Verb	27877
3111	CONDUCT	conduct	2.08	1.2	0	566	Verb	27882
81	FATHOM	fathom	2.07	1.25	0	53	Verb	27920
923	LOVE	love	2.07	1.19	0	56864	Verb	27932
369	OWE	owe	2.07	1.21	0	3782	Verb	27938
3645	PERSUADE	persuade	2.07	1.21	0	326	Verb	27940
2870	RECOGNIZE (SOMEBODY)	recognize	2.07	1.24	0	1750	Verb	27946
381	BLAME	blame	2.06	1.18	0	2998	Verb	27958
1087	CONCEIVE	conceive	2.04	1.2	0	117	Verb	27967
1523	FORGET	forget	2.04	1.22	0	14130	Verb	27979
3664	INHERIT	inherit	2.04	1.29	0	181	Verb	27983
2838	TAME	tame	2.04	1.26	0	139	Verb	28006
2869	BOTHER (HARASS)	bother	2	1.12	0	3436	Verb	28045
833	ENDURE	endure	2	1.2	0	225	Verb	28063
3073	MANAGE	manage	2	1.08	0	1095	Verb	28080
1626	EXPLAIN	explain	1.97	1.05	0	5670	Verb	28118
1607	HATE	hate	1.97	1.35	0	10944	Verb	28119
2975	THOUGHT	thought	1.97	1.35	0	41232	Verb	28128
484	CONDEMN	condemn	1.96	1.28	1	121	Verb	28135
83	FORBID	forbid	1.96	1.1	0	436	Verb	28146
2892	MAKE ANGRY (ANNOY)	annoy	1.93	0.96	0	128	Verb	28186
555	INFRINGE	infringe	1.93	1.07	0	7	Verb	28205
1784	WANT	wish	1.77	1.25	0	11991	Verb	28451
685	DECIDE	decide	1.92	1.25	0	2571	Verb	28229
1528	FORGIVE	forgive	1.92	1.21	0	3917	Verb	28234
756	DEPEND	depend	1.89	1.2	0	504	Verb	28266
2872	IMPROVE (SOMETHING)	improve	1.82	0.98	0	413	Verb	28376
3536	DOUBT (SOMETHING)	doubt	1.79	1.18	0	3205	Verb	28410
248	HAPPEN	happen	1.78	1.12	0	12968	Verb	28434
1521	SEEM	seem	1.75	1	0	7131	Verb	28478
2898	CONVEY (A MESSAGE)	convey	1.72	0.92	0	136	Verb	28503
3475	SUFFICE	suffice	1.72	0.75	0	84	Verb	28512
40	ENVY	envy	1.69	0.85	0	487	Verb	28539
2339	NEED (SOMETHING)	need	1.69	1.07	0	66040	Verb	28541
3230	DECEIVE	deceive	1.68	1.12	0	174	Verb	28551
2521	FEELING (HAPTIC SENSE)	feeling	1.68	0.98	0	8577	Verb	28555
3626	KNOW	know	1.68	0.98	0	291780	Verb	28558
1990	BECOME	become	1.54	0.84	0	5894	Verb	28643
2218	EXPERIENCED	experienced	1.5	0.95	0	510	Verb	28664
1092	HOPE	hope	1.25	0.59	0	16352	Verb	28703
2240	CORAL SNAKE	coral snake	5	0	0	0	#N/A	28731
3690	FULL MOON	full moon	5	0	0	0	#N/A	28743
3148	MEERKAT	meerkat	5	0	1	11	#N/A	28759
1181	PALM TREE	palm tree	5	0	0	0	#N/A	28766
3143	POLAR BEAR	polar bear	5	0	0	0	#N/A	28772
3097	SEWING MACHINE	sewing machine	5	0	0	0	#N/A	28777
159	SWEET POTATO	sweet potato	5	0	0	0	#N/A	28789
3103	TENNIS BALL	tennis ball	5	0	0	0	#N/A	28792
1968	SOYA SAUCE	soy sauce	4.97	0.18	0	0	#N/A	28844
3718	GUINEA PIG	guinea pig	4.93	0.27	0	0	#N/A	28970
2795	MOSQUITO NET	mosquito net	4.93	0.27	0	0	#N/A	28988
2555	OIL (FROM PLANTS)	vegetable oil	4.93	0.26	0	0	#N/A	29028
172	SHOULDERBLADE	shoulder blade	4.92	0.28	0	0	#N/A	29053
577	FOREFINGER	index finger	4.89	0.42	0	0	#N/A	29133
449	CORN FIELD	corn field	4.87	0.34	0	0	#N/A	29195
19	FISHING LINE	fishing line	4.86	0.45	0	0	#N/A	29245
2663	UMBILICAL CORD	umbilical cord	4.86	0.58	0	0	#N/A	29291
3738	GRIZZLY BEAR	grizzly bear	4.85	0.46	0	0	#N/A	29310
2196	HORSETAIL	horsetail	4.8	0.71	1	0	#N/A	29475
907	OLD WOMAN	old lady	4.78	0.42	0	0	#N/A	29558
525	BLOOD VESSEL	blood vessel	4.76	0.58	0	0	#N/A	29598
2811	BUSHFIRE	bushfire	4.75	0.59	1	0	#N/A	29626
36	PUBIC HAIR	pubic hair	4.69	0.71	0	0	#N/A	29812
1126	CITRUS FRUIT	citrus fruit	4.65	0.71	0	0	#N/A	29914
2289	MILKY WAY	milky way	4.52	1.02	0	0	#N/A	30223
2213	BODY PART	body part	4.47	1.17	0	0	#N/A	30312
1759	OLDER BROTHER	big brother	4.41	1.22	0	0	#N/A	30429
3691	NEW MOON	new moon	4.28	1	0	0	#N/A	30658
3386	SULPHUR	sulphur	4.23	1.25	0	43	#N/A	30733
215	LIE DOWN	lie down	4.21	1.13	0	0	#N/A	30758
1106	FALL ASLEEP	fall asleep	4.15	1.16	0	0	#N/A	30826
570	STAND UP	stand up	4.15	1.13	0	0	#N/A	30841
1195	GIVE BIRTH	give birth	4	1.23	0	0	#N/A	31040
1445	TURN (SOMETHING)	turn over	3.93	1.36	0	0	#N/A	31150
3260	HORNBILL	hornbill	3.91	1.47	4	0	#N/A	31175
1576	PILE UP	pile up	3.85	1.13	1	0	#N/A	31273
1444	TURN AROUND	turn around	3.8	1.32	0	0	#N/A	31347
2142	RUN AWAY	run away	3.75	1.35	0	0	#N/A	31430
3654	TAKE OUT	take out	3.44	1.36	0	0	#N/A	32014
357	HANG UP	hang up	3.15	1.26	0	0	#N/A	32676
2067	STEAM (VERB)	braise	3.09	1.41	4	0	#N/A	32842
1700	SATURDAY	saturday	3.07	1.51	0	2423	#N/A	32942
48	BE SILENT	shut up	3.03	1.52	0	0	#N/A	33038
1723	RESULT IN	turn out	2.89	1.55	0	0	#N/A	33407
253	CARE FOR	look after	2.73	1.48	0	0	#N/A	33918
552	GROW UP	grow up	2.14	1.33	0	0	#N/A	36260
1765	IN VAIN	in vain	1.69	0.85	1	0	#N/A	38878
