ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	FAMILY_FREQUENCY	LANGUAGE_FREQUENCY	WORD_FREQUENCY	RANK	COMMUNITY	CENTRAL_CONCEPT	DEGREE	WEIGHTED_FAMILY_DEGREE	WEIGHTED_LANGUAGE_DEGREE	LINKED_CONCEPTS
List-2018-1105-805	805	285	THRESH	THRESH	45	161	196	541	14	STRIKE OR BEAT	2	12	13	"[{""ID"": ""List-2018-1105-251"", ""NAME"": ""POUND"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-42"", ""NAME"": ""STRIKE OR BEAT"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 8}]"
List-2018-1105-806	806	488	MANNER	MANNER	38	165	256	542	65	CUSTOM	2	16	31	"[{""ID"": ""List-2018-1105-579"", ""NAME"": ""CUSTOM"", ""WordWeight"": 20, ""LanguageWeight"": 19, ""FamilyWeight"": 11}, {""ID"": ""List-2018-1105-613"", ""NAME"": ""ROAD"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 5}]"
List-2018-1105-807	807	227	FISH	FISH	64	213	248	543	105	MEAT	2	7	7	"[{""ID"": ""List-2018-1105-247"", ""NAME"": ""MEAT"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-453"", ""NAME"": ""FLESH"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
List-2018-1105-808	808	161	MISS (A TARGET)	MISS (A TARGET)	55	177	212	544	19	FAULT	2	12	15	"[{""ID"": ""List-2018-1105-456"", ""NAME"": ""MISTAKE"", ""WordWeight"": 13, ""LanguageWeight"": 12, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-198"", ""NAME"": ""FAULT"", ""WordWeight"": 4, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
List-2018-1105-809	809	620	INSECT	INSECT	35	153	180	545	97	ANIMAL	2	14	16	"[{""ID"": ""List-2018-1105-967"", ""NAME"": ""WORM"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-197"", ""NAME"": ""ANIMAL"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}]"
List-2018-1105-810	810	1546	TWICE	TWICE	56	192	233	546	46	TWO	2	6	8	"[{""ID"": ""List-2018-1105-254"", ""NAME"": ""TWO"", ""WordWeight"": 8, ""LanguageWeight"": 5, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-647"", ""NAME"": ""SECOND"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
List-2018-1105-811	811	1811	SOUND OR NOISE	SOUND OR NOISE	59	204	336	547	10	ANNOUNCE	2	21	68	"[{""ID"": ""List-2018-1105-357"", ""NAME"": ""LOUD"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-106"", ""NAME"": ""VOICE"", ""WordWeight"": 65, ""LanguageWeight"": 63, ""FamilyWeight"": 16}]"
List-2018-1105-812	812	578	KISS	KISS	63	208	251	548	25	SUCK	2	10	12	"[{""ID"": ""List-2018-1105-985"", ""NAME"": ""EMBRACE"", ""WordWeight"": 6, ""LanguageWeight"": 5, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-201"", ""NAME"": ""SUCK"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 6}]"
List-2018-1105-813	813	172	SHOULDERBLADE	SHOULDERBLADE	53	181	204	549	152	COLLARBONE	2	9	13	"[{""ID"": ""List-2018-1105-364"", ""NAME"": ""SHOULDER"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-796"", ""NAME"": ""COLLARBONE"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}]"
List-2018-1105-814	814	1654	LIGHTNING	LIGHTNING	62	209	250	550	132	THUNDER	2	27	94	"[{""ID"": ""List-2018-1105-609"", ""NAME"": ""BOLT (OF LIGHTNING)"", ""WordWeight"": 98, ""LanguageWeight"": 91, ""FamilyWeight"": 24}, {""ID"": ""List-2018-1105-723"", ""NAME"": ""THUNDER"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
List-2018-1105-815	815	1860	BEAD	BEAD	55	185	206	551	148	NECKLACE	2	21	27	"[{""ID"": ""List-2018-1105-150"", ""NAME"": ""SEED"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-380"", ""NAME"": ""NECKLACE"", ""WordWeight"": 22, ""LanguageWeight"": 20, ""FamilyWeight"": 15}]"
List-2018-1105-816	816	1524	WINE	WINE	35	149	163	552	145	BEER	2	15	16	"[{""ID"": ""List-2018-1105-799"", ""NAME"": ""ALCOHOL (FERMENTED DRINK)"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-802"", ""NAME"": ""BEER"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 8}]"
List-2018-1105-817	817	1092	HOPE	HOPE	45	169	214	553	117	WANT	2	10	24	"[{""ID"": ""List-2018-1105-84"", ""NAME"": ""BELIEVE"", ""WordWeight"": 19, ""LanguageWeight"": 19, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-517"", ""NAME"": ""WANT"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}]"
List-2018-1105-818	818	1087	CONCEIVE	CONCEIVE	48	166	187	554	61	HEAVY	2	16	19	"[{""ID"": ""List-2018-1105-587"", ""NAME"": ""BEGET"", ""WordWeight"": 8, ""LanguageWeight"": 7, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-768"", ""NAME"": ""PREGNANT"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 9}]"
List-2018-1105-819	819	2130	HEADGEAR	HEADGEAR	56	198	288	555	157	HEADBAND	2	11	18	"[{""ID"": ""List-2018-1105-569"", ""NAME"": ""HELMET"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-742"", ""NAME"": ""HEADBAND"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 5}]"
List-2018-1105-820	820	1179	DAY AFTER TOMORROW	DAY AFTER TOMORROW	59	193	205	556	144	DAY AFTER TOMORROW	2	11	13	"[{""ID"": ""List-2018-1105-571"", ""NAME"": ""DAY BEFORE YESTERDAY"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-532"", ""NAME"": ""YESTERDAY"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
List-2018-1105-821	821	812	SLAVE	SLAVE	45	169	203	557	121	PRISONER	2	18	28	"[{""ID"": ""List-2018-1105-899"", ""NAME"": ""SERVANT"", ""WordWeight"": 19, ""LanguageWeight"": 19, ""FamilyWeight"": 11}, {""ID"": ""List-2018-1105-724"", ""NAME"": ""PRISONER"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 7}]"
List-2018-1105-822	822	1566	GUN	GUN	53	187	299	558	26	BOW	2	12	17	"[{""ID"": ""List-2018-1105-215"", ""NAME"": ""BOW"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-625"", ""NAME"": ""WEAPONS"", ""WordWeight"": 13, ""LanguageWeight"": 13, ""FamilyWeight"": 8}]"
List-2018-1105-823	823	1434	STAB	STAB	59	199	274	559	14	STRIKE OR BEAT	2	7	8	"[{""ID"": ""List-2018-1105-70"", ""NAME"": ""KILL"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-42"", ""NAME"": ""STRIKE OR BEAT"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
List-2018-1105-824	824	1077	WHEAT	WHEAT	31	143	159	1	12	GRAIN	1	3	6	"[{""ID"": ""List-2018-1105-89"", ""NAME"": ""GRAIN"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 3}]"
List-2018-1105-825	825	259	ROUGH (OF SEA)	ROUGH (OF SEA)	38	154	185	2	102	TIDE	1	8	8	"[{""ID"": ""List-2018-1105-677"", ""NAME"": ""WAVE"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 8}]"
List-2018-1105-826	826	784	SNOW	SNOW	49	163	183	3	138	ICE	1	12	17	"[{""ID"": ""List-2018-1105-726"", ""NAME"": ""ICE"", ""WordWeight"": 17, ""LanguageWeight"": 17, ""FamilyWeight"": 12}]"
List-2018-1105-827	827	225	PESTLE	PESTLE	52	170	200	4	158	MORTAR CRUSHER	1	4	5	"[{""ID"": ""List-2018-1105-604"", ""NAME"": ""MORTAR CRUSHER"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 4}]"
List-2018-1105-828	828	1779	DARE	DARE	37	151	192	5	92	STRONG	1	6	16	"[{""ID"": ""List-2018-1105-719"", ""NAME"": ""BRAVE"", ""WordWeight"": 18, ""LanguageWeight"": 16, ""FamilyWeight"": 6}]"
List-2018-1105-829	829	1452	PUSH	PUSH	64	214	295	6	53	SQUEEZE	1	4	9	"[{""ID"": ""List-2018-1105-352"", ""NAME"": ""PRESS"", ""WordWeight"": 10, ""LanguageWeight"": 9, ""FamilyWeight"": 4}]"
List-2018-1105-830	830	1851	POCKET	POCKET	44	171	199	7	78	FISH TRAP	1	3	4	"[{""ID"": ""List-2018-1105-788"", ""NAME"": ""NETBAG"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}]"
List-2018-1105-831	831	218	FINE (PENALTY)	FINE (PENALTY)	30	137	156	8	65	CUSTOM	1	5	11	"[{""ID"": ""List-2018-1105-711"", ""NAME"": ""PUNISHMENT"", ""WordWeight"": 12, ""LanguageWeight"": 11, ""FamilyWeight"": 5}]"
List-2018-1105-832	832	52	SHIVER	SHIVER	60	206	275	9	93	MIX	1	10	11	"[{""ID"": ""List-2018-1105-427"", ""NAME"": ""SHAKE"", ""WordWeight"": 12, ""LanguageWeight"": 11, ""FamilyWeight"": 10}]"
List-2018-1105-833	833	636	MILL	MILL	41	168	186	10	158	MORTAR CRUSHER	1	5	5	"[{""ID"": ""List-2018-1105-604"", ""NAME"": ""MORTAR CRUSHER"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}]"
List-2018-1105-834	834	1671	TOWER	TOWER	27	124	141	11	64	FENCE	1	4	9	"[{""ID"": ""List-2018-1105-781"", ""NAME"": ""FORTRESS"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 4}]"
List-2018-1105-835	835	38	SPREAD OUT	SPREAD OUT	55	197	303	12	25	SUCK	1	5	8	"[{""ID"": ""List-2018-1105-599"", ""NAME"": ""STRETCH"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 5}]"
List-2018-1105-836	836	319	LICK	LICK	61	214	239	13	25	SUCK	1	4	5	"[{""ID"": ""List-2018-1105-201"", ""NAME"": ""SUCK"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 4}]"
List-2018-1105-837	837	2252	PATH	PATH	58	202	268	14	163	PATH	1	37	75	"[{""ID"": ""List-2018-1105-613"", ""NAME"": ""ROAD"", ""WordWeight"": 85, ""LanguageWeight"": 75, ""FamilyWeight"": 37}]"
List-2018-1105-838	838	1838	NAVEL	NAVEL	64	212	239	15	45	WAIST	1	3	3	"[{""ID"": ""List-2018-1105-510"", ""NAME"": ""MIDDLE"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
List-2018-1105-839	839	329	STOCKING	STOCKING	43	158	209	16	147	SHOE	1	6	6	"[{""ID"": ""List-2018-1105-637"", ""NAME"": ""SHOE"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}]"
List-2018-1105-840	840	1388	SHADE	SHADE	65	217	286	17	29	MIND	1	8	12	"[{""ID"": ""List-2018-1105-296"", ""NAME"": ""SPIRIT"", ""WordWeight"": 13, ""LanguageWeight"": 12, ""FamilyWeight"": 8}]"
List-2018-1105-841	841	921	VALLEY	VALLEY	51	181	228	18	55	FIELD	1	4	9	"[{""ID"": ""List-2018-1105-276"", ""NAME"": ""PLAIN"", ""WordWeight"": 10, ""LanguageWeight"": 9, ""FamilyWeight"": 4}]"
List-2018-1105-842	842	334	COOKHOUSE	COOKHOUSE	39	145	164	19	124	FIREPLACE	1	5	5	"[{""ID"": ""List-2018-1105-444"", ""NAME"": ""FIREPLACE"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}]"
List-2018-1105-843	843	1991	INTESTINES	INTESTINES	66	215	273	20	142	STOMACH	1	8	9	"[{""ID"": ""List-2018-1105-473"", ""NAME"": ""STOMACH"", ""WordWeight"": 10, ""LanguageWeight"": 9, ""FamilyWeight"": 8}]"
List-2018-1105-844	844	32	EARWAX	EARWAX	46	157	173	21	7	LIGHT (RADIATION)	1	3	10	"[{""ID"": ""List-2018-1105-740"", ""NAME"": ""BEESWAX"", ""WordWeight"": 11, ""LanguageWeight"": 10, ""FamilyWeight"": 3}]"
List-2018-1105-845	845	320	LAME	LAME	59	206	256	22	174	LIMP	1	18	56	"[{""ID"": ""List-2018-1105-1045"", ""NAME"": ""LIMP"", ""WordWeight"": 56, ""LanguageWeight"": 56, ""FamilyWeight"": 18}]"
List-2018-1105-846	846	713	STEAL	STEAL	66	213	275	23	183	THIEF	1	8	10	"[{""ID"": ""List-2018-1105-1025"", ""NAME"": ""THIEF"", ""WordWeight"": 11, ""LanguageWeight"": 10, ""FamilyWeight"": 8}]"
List-2018-1105-847	847	1501	BORE	BORE	55	200	269	24	136	HOLLOW OUT	1	9	11	"[{""ID"": ""List-2018-1105-595"", ""NAME"": ""HOLLOW OUT"", ""WordWeight"": 13, ""LanguageWeight"": 11, ""FamilyWeight"": 9}]"
List-2018-1105-848	848	1064	SHIELD	SHIELD	32	110	125	25	191	ARMOUR	1	4	4	"[{""ID"": ""List-2018-1105-1002"", ""NAME"": ""ARMOUR"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}]"
List-2018-1105-849	849	232	FLEA	FLEA	56	201	226	26	98	NIT	1	9	10	"[{""ID"": ""List-2018-1105-665"", ""NAME"": ""LOUSE"", ""WordWeight"": 11, ""LanguageWeight"": 10, ""FamilyWeight"": 9}]"
List-2018-1105-850	850	941	MEAD	MEAD	27	112	124	27	68	BEEHIVE	1	6	16	"[{""ID"": ""List-2018-1105-489"", ""NAME"": ""HONEY"", ""WordWeight"": 16, ""LanguageWeight"": 16, ""FamilyWeight"": 6}]"
List-2018-1105-851	851	963	BOOK	BOOK	46	169	184	28	123	PAPER	1	22	30	"[{""ID"": ""List-2018-1105-679"", ""NAME"": ""PAPER"", ""WordWeight"": 31, ""LanguageWeight"": 30, ""FamilyWeight"": 22}]"
List-2018-1105-852	852	1025	WHISTLE	WHISTLE	65	211	259	29	118	FAN ACTION	1	3	3	"[{""ID"": ""List-2018-1105-691"", ""NAME"": ""BLOW (OF WIND)"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
List-2018-1105-853	853	418	FOR A LONG TIME	FOR A LONG TIME	54	186	229	30	20	LONG	1	6	14	"[{""ID"": ""List-2018-1105-127"", ""NAME"": ""LONG"", ""WordWeight"": 14, ""LanguageWeight"": 14, ""FamilyWeight"": 6}]"
List-2018-1105-854	854	924	VEGETABLES	VEGETABLES	35	148	173	31	12	GRAIN	1	7	9	"[{""ID"": ""List-2018-1105-119"", ""NAME"": ""FRUIT"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 7}]"
List-2018-1105-855	855	12	MIDDAY	MIDDAY	62	204	240	32	23	MEAL	1	4	8	"[{""ID"": ""List-2018-1105-162"", ""NAME"": ""DINNER (SUPPER)"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 4}]"
List-2018-1105-856	856	791	STRANGER	STRANGER	55	192	255	33	176	GUEST	1	5	7	"[{""ID"": ""List-2018-1105-989"", ""NAME"": ""GUEST"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 5}]"
List-2018-1105-857	857	1405	NAME	NAME	64	217	247	34	38	SHRIEK	1	6	6	"[{""ID"": ""List-2018-1105-501"", ""NAME"": ""CALL BY NAME"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}]"
List-2018-1105-858	858	1756	WIDOW	WIDOW	60	201	231	35	168	WIDOWER	1	22	36	"[{""ID"": ""List-2018-1105-868"", ""NAME"": ""WIDOWER"", ""WordWeight"": 36, ""LanguageWeight"": 36, ""FamilyWeight"": 22}]"
List-2018-1105-859	859	752	STORE	STORE	42	167	228	36	129	SUNDAY	1	7	7	"[{""ID"": ""List-2018-1105-731"", ""NAME"": ""MARKET"", ""WordWeight"": 8, ""LanguageWeight"": 7, ""FamilyWeight"": 7}]"
List-2018-1105-860	860	18	EARLOBE	EARLOBE	41	139	143	37	141	EAR	1	10	10	"[{""ID"": ""List-2018-1105-586"", ""NAME"": ""EAR"", ""WordWeight"": 11, ""LanguageWeight"": 10, ""FamilyWeight"": 10}]"
List-2018-1105-861	861	1026	LOW TIDE	LOW TIDE	30	98	116	38	102	TIDE	1	3	6	"[{""ID"": ""List-2018-1105-412"", ""NAME"": ""TIDE"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 3}]"
List-2018-1105-862	862	1232	WARM	WARM	61	206	256	39	135	HOT	1	18	42	"[{""ID"": ""List-2018-1105-635"", ""NAME"": ""HOT"", ""WordWeight"": 47, ""LanguageWeight"": 42, ""FamilyWeight"": 18}]"
List-2018-1105-863	863	1595	SOUTH	SOUTH	54	188	227	40	190	SOUTH	1	7	7	"[{""ID"": ""List-2018-1105-1067"", ""NAME"": ""NORTH"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 7}]"
List-2018-1105-864	864	1034	DEFENDANT	DEFENDANT	35	130	160	41	19	FAULT	1	3	3	"[{""ID"": ""List-2018-1105-438"", ""NAME"": ""GUILTY"", ""WordWeight"": 4, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
List-2018-1105-865	865	1308	DOUBT	DOUBT	42	167	210	42	9	FEEL	1	9	13	"[{""ID"": ""List-2018-1105-263"", ""NAME"": ""SUSPECT"", ""WordWeight"": 13, ""LanguageWeight"": 13, ""FamilyWeight"": 9}]"
List-2018-1105-866	866	1592	CHEST	CHEST	63	214	269	43	81	BREAST	1	13	41	"[{""ID"": ""List-2018-1105-232"", ""NAME"": ""BREAST"", ""WordWeight"": 45, ""LanguageWeight"": 41, ""FamilyWeight"": 13}]"
List-2018-1105-867	867	539	NEST	NEST	61	209	242	44	47	BLANKET	1	4	6	"[{""ID"": ""List-2018-1105-770"", ""NAME"": ""BED"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 4}]"
List-2018-1105-868	868	1981	WIDOWER	WIDOWER	57	195	211	45	168	WIDOWER	1	22	36	"[{""ID"": ""List-2018-1105-858"", ""NAME"": ""WIDOW"", ""WordWeight"": 36, ""LanguageWeight"": 36, ""FamilyWeight"": 22}]"
List-2018-1105-869	869	1966	BUNCH	BUNCH	45	179	254	46	32	ROPE	1	3	7	"[{""ID"": ""List-2018-1105-492"", ""NAME"": ""VINE"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 3}]"
List-2018-1105-870	870	720	GOOD LUCK	GOOD LUCK	42	163	231	47	188	GOOD LUCK	1	3	3	"[{""ID"": ""List-2018-1105-940"", ""NAME"": ""BAD LUCK"", ""WordWeight"": 4, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
List-2018-1105-871	871	1903	SWELLING	SWELLING	62	214	307	48	186	SWELLING	1	7	7	"[{""ID"": ""List-2018-1105-1032"", ""NAME"": ""BOIL (OF SKIN)"", ""WordWeight"": 8, ""LanguageWeight"": 7, ""FamilyWeight"": 7}]"
List-2018-1105-872	872	660	REEF	REEF	27	80	104	49	77	PRECIPICE	1	5	5	"[{""ID"": ""List-2018-1105-433"", ""NAME"": ""PRECIPICE"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}]"
List-2018-1105-873	873	1941	SOLDIER	SOLDIER	39	161	212	50	73	BATTLE	1	7	10	"[{""ID"": ""List-2018-1105-573"", ""NAME"": ""ARMY"", ""WordWeight"": 12, ""LanguageWeight"": 10, ""FamilyWeight"": 7}]"
List-2018-1105-874	874	698	WISE	WISE	55	198	249	51	179	WISE	1	15	51	"[{""ID"": ""List-2018-1105-1038"", ""NAME"": ""CLEVER"", ""WordWeight"": 54, ""LanguageWeight"": 51, ""FamilyWeight"": 15}]"
List-2018-1105-875	875	1186	LAST (ENDURE)	LAST (ENDURE)	50	173	215	52	44	SIT	1	3	3	"[{""ID"": ""List-2018-1105-283"", ""NAME"": ""DWELL (LIVE, RESIDE)"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
List-2018-1105-876	876	762	OUTSIDE	OUTSIDE	52	174	232	53	64	FENCE	1	4	4	"[{""ID"": ""List-2018-1105-795"", ""NAME"": ""YARD"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}]"
List-2018-1105-877	877	1281	PRISON	PRISON	48	178	215	54	121	PRISONER	1	5	7	"[{""ID"": ""List-2018-1105-724"", ""NAME"": ""PRISONER"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 5}]"
List-2018-1105-878	878	174	PROUD	PROUD	48	176	228	55	181	PROUD	1	8	12	"[{""ID"": ""List-2018-1105-1083"", ""NAME"": ""BOAST"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 8}]"
List-2018-1105-879	879	497	SCAR	SCAR	56	194	241	56	88	WOUND	1	8	11	"[{""ID"": ""List-2018-1105-401"", ""NAME"": ""WOUND"", ""WordWeight"": 12, ""LanguageWeight"": 11, ""FamilyWeight"": 8}]"
List-2018-1105-880	880	1921	PLOUGH	PLOUGH	37	157	202	57	43	SOW (FEMALE PIG)	1	10	27	"[{""ID"": ""List-2018-1105-481"", ""NAME"": ""CULTIVATE"", ""WordWeight"": 29, ""LanguageWeight"": 27, ""FamilyWeight"": 10}]"
List-2018-1105-881	881	873	TAX	TAX	29	143	198	58	8	PAY	1	3	3	"[{""ID"": ""List-2018-1105-729"", ""NAME"": ""HIRE"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
List-2018-1105-882	882	1656	NEVER	NEVER	49	188	257	59	153	ALWAYS	1	4	7	"[{""ID"": ""List-2018-1105-790"", ""NAME"": ""ALWAYS"", ""WordWeight"": 8, ""LanguageWeight"": 7, ""FamilyWeight"": 4}]"
List-2018-1105-883	883	199	FAMINE	FAMINE	51	184	225	60	169	HUNGER	1	17	68	"[{""ID"": ""List-2018-1105-947"", ""NAME"": ""HUNGER"", ""WordWeight"": 69, ""LanguageWeight"": 68, ""FamilyWeight"": 17}]"
List-2018-1105-884	884	658	RAIN (PRECIPITATION)	RAIN (PRECIPITATION)	66	217	257	61	57	WATER	1	7	10	"[{""ID"": ""List-2018-1105-274"", ""NAME"": ""WATER"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 7}]"
List-2018-1105-885	885	1231	NEW	NEW	63	215	249	62	2	CHILD (YOUNG HUMAN)	1	6	11	"[{""ID"": ""List-2018-1105-36"", ""NAME"": ""YOUNG"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 6}]"
List-2018-1105-886	886	1155	CAVE	CAVE	59	204	258	63	58	HOLE	1	17	24	"[{""ID"": ""List-2018-1105-343"", ""NAME"": ""HOLE"", ""WordWeight"": 24, ""LanguageWeight"": 24, ""FamilyWeight"": 17}]"
List-2018-1105-887	887	81	FATHOM	FATHOM	33	116	161	64	42	HAND	1	4	4	"[{""ID"": ""List-2018-1105-147"", ""NAME"": ""ARM"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}]"
List-2018-1105-888	888	128	MUMBLE	MUMBLE	37	149	191	65	180	MUMBLE	1	7	8	"[{""ID"": ""List-2018-1105-928"", ""NAME"": ""WHISPER"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 7}]"
List-2018-1105-889	889	757	BUTTON	BUTTON	42	166	194	66	100	KNOT	1	4	4	"[{""ID"": ""List-2018-1105-773"", ""NAME"": ""KNOT"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}]"
List-2018-1105-890	890	777	FLUTE	FLUTE	50	169	212	67	127	BRASS INSTRUMENT (HORN OR TRUMPET)	1	10	13	"[{""ID"": ""List-2018-1105-529"", ""NAME"": ""BRASS INSTRUMENT (HORN OR TRUMPET)"", ""WordWeight"": 13, ""LanguageWeight"": 13, ""FamilyWeight"": 10}]"
List-2018-1105-891	891	146	SUGAR CANE	SUGAR CANE	46	143	150	68	151	SUGAR	1	4	4	"[{""ID"": ""List-2018-1105-673"", ""NAME"": ""SUGAR"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}]"
List-2018-1105-892	892	1069	GLUE	GLUE	48	180	241	69	57	WATER	1	3	4	"[{""ID"": ""List-2018-1105-582"", ""NAME"": ""SAP"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}]"
List-2018-1105-893	893	1870	ANCHOR	ANCHOR	31	110	122	70	75	HOOK	1	3	5	"[{""ID"": ""List-2018-1105-514"", ""NAME"": ""HOOK"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 3}]"
List-2018-1105-894	894	358	TINPLATE	TINPLATE	29	139	180	71	48	IRON	1	3	23	"[{""ID"": ""List-2018-1105-419"", ""NAME"": ""IRON"", ""WordWeight"": 23, ""LanguageWeight"": 23, ""FamilyWeight"": 3}]"
List-2018-1105-895	895	1276	AUTUMN	AUTUMN	42	154	167	72	12	GRAIN	1	3	3	"[{""ID"": ""List-2018-1105-395"", ""NAME"": ""HARVEST"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
List-2018-1105-896	896	688	LUNG	LUNG	62	212	226	73	122	LIGHT (WEIGHT)	1	4	4	"[{""ID"": ""List-2018-1105-442"", ""NAME"": ""LIGHT (WEIGHT)"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}]"
List-2018-1105-897	897	772	BELT	BELT	57	195	263	74	45	WAIST	1	3	5	"[{""ID"": ""List-2018-1105-326"", ""NAME"": ""WAIST"", ""WordWeight"": 6, ""LanguageWeight"": 5, ""FamilyWeight"": 3}]"
List-2018-1105-898	898	678	BEARD	BEARD	64	212	235	75	130	CHIN	1	5	11	"[{""ID"": ""List-2018-1105-642"", ""NAME"": ""CHIN"", ""WordWeight"": 13, ""LanguageWeight"": 11, ""FamilyWeight"": 5}]"
