ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	FAMILY_FREQUENCY	LANGUAGE_FREQUENCY	WORD_FREQUENCY	RANK	COMMUNITY	CENTRAL_CONCEPT	DEGREE	WEIGHTED_FAMILY_DEGREE	WEIGHTED_LANGUAGE_DEGREE	LINKED_CONCEPTS
List-2018-1105-131	131	141	BURN (SOMETHING)	BURN (SOMETHING)	66	222	296	1004	22	BURN (SOMETHING)	6	52	103	"[{""ID"": ""List-2018-1105-149"", ""NAME"": ""COOK (SOMETHING)"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-230"", ""NAME"": ""BAKE"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-662"", ""NAME"": ""LIGHT (IGNITE)"", ""WordWeight"": 34, ""LanguageWeight"": 32, ""FamilyWeight"": 17}, {""ID"": ""List-2018-1105-680"", ""NAME"": ""BURNING"", ""WordWeight"": 44, ""LanguageWeight"": 43, ""FamilyWeight"": 12}, {""ID"": ""List-2018-1105-960"", ""NAME"": ""ARSON"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-493"", ""NAME"": ""ROAST OR FRY"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 8}]"
List-2018-1105-132	132	1892	TOUCH	TOUCH	60	209	291	1005	1	TAKE	6	31	40	"[{""ID"": ""List-2018-1105-13"", ""NAME"": ""GRASP"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-40"", ""NAME"": ""TRAP (CATCH)"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-12"", ""NAME"": ""FEEL"", ""WordWeight"": 20, ""LanguageWeight"": 19, ""FamilyWeight"": 13}, {""ID"": ""List-2018-1105-177"", ""NAME"": ""JOIN"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-6"", ""NAME"": ""HOLD"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-3"", ""NAME"": ""CATCH"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}]"
List-2018-1105-133	133	724	READ	READ	55	191	211	1006	83	LEARN	6	41	101	"[{""ID"": ""List-2018-1105-102"", ""NAME"": ""LEARN"", ""WordWeight"": 26, ""LanguageWeight"": 26, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-405"", ""NAME"": ""STUDY"", ""WordWeight"": 34, ""LanguageWeight"": 33, ""FamilyWeight"": 13}, {""ID"": ""List-2018-1105-168"", ""NAME"": ""COUNT"", ""WordWeight"": 18, ""LanguageWeight"": 18, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-743"", ""NAME"": ""SING"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-333"", ""NAME"": ""LOOK"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-207"", ""NAME"": ""TEACH"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 4}]"
List-2018-1105-134	134	2003	FLOW	FLOW	61	202	266	1007	67	FLOW	6	30	41	"[{""ID"": ""List-2018-1105-55"", ""NAME"": ""GO"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-379"", ""NAME"": ""FLEE"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-610"", ""NAME"": ""POUR"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-409"", ""NAME"": ""RETREAT"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-508"", ""NAME"": ""FLOAT"", ""WordWeight"": 8, ""LanguageWeight"": 7, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-513"", ""NAME"": ""RUN"", ""WordWeight"": 16, ""LanguageWeight"": 15, ""FamilyWeight"": 9}]"
List-2018-1105-135	135	7	GATHER	GATHER	59	207	307	1008	1	TAKE	6	51	107	"[{""ID"": ""List-2018-1105-10"", ""NAME"": ""PICK UP"", ""WordWeight"": 38, ""LanguageWeight"": 36, ""FamilyWeight"": 17}, {""ID"": ""List-2018-1105-1"", ""NAME"": ""GET"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-177"", ""NAME"": ""JOIN"", ""WordWeight"": 20, ""LanguageWeight"": 19, ""FamilyWeight"": 11}, {""ID"": ""List-2018-1105-325"", ""NAME"": ""MOW"", ""WordWeight"": 9, ""LanguageWeight"": 8, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-204"", ""NAME"": ""CHOOSE"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-544"", ""NAME"": ""PILE UP"", ""WordWeight"": 37, ""LanguageWeight"": 37, ""FamilyWeight"": 9}]"
List-2018-1105-136	136	1869	BUY	BUY	64	213	240	1009	8	PAY	6	38	77	"[{""ID"": ""List-2018-1105-96"", ""NAME"": ""SELL"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-59"", ""NAME"": ""PAY"", ""WordWeight"": 10, ""LanguageWeight"": 9, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-1"", ""NAME"": ""GET"", ""WordWeight"": 14, ""LanguageWeight"": 14, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-176"", ""NAME"": ""TRADE OR BARTER"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-2"", ""NAME"": ""TAKE"", ""WordWeight"": 38, ""LanguageWeight"": 37, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-320"", ""NAME"": ""ASK (REQUEST)"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}]"
List-2018-1105-137	137	741	DRIVE	DRIVE	48	177	217	1010	15	GO UP (ASCEND)	6	28	49	"[{""ID"": ""List-2018-1105-142"", ""NAME"": ""WALK"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-94"", ""NAME"": ""RIDE"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-55"", ""NAME"": ""GO"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-117"", ""NAME"": ""LEAD (GUIDE)"", ""WordWeight"": 19, ""LanguageWeight"": 19, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-7"", ""NAME"": ""CARRY"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-542"", ""NAME"": ""RULE"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}]"
List-2018-1105-138	138	1932	GUESS	GUESS	48	171	225	1011	9	FEEL	6	27	56	"[{""ID"": ""List-2018-1105-57"", ""NAME"": ""THINK (REFLECT)"", ""WordWeight"": 14, ""LanguageWeight"": 14, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-12"", ""NAME"": ""FEEL"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-263"", ""NAME"": ""SUSPECT"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-14"", ""NAME"": ""KNOW (SOMETHING)"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-44"", ""NAME"": ""THINK (BELIEVE)"", ""WordWeight"": 24, ""LanguageWeight"": 22, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-291"", ""NAME"": ""REMEMBER"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}]"
List-2018-1105-139	139	789	PEOPLE	PEOPLE	61	209	281	1012	33	RELATIVES	6	49	63	"[{""ID"": ""List-2018-1105-216"", ""NAME"": ""VILLAGE"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-58"", ""NAME"": ""RELATIVES"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-248"", ""NAME"": ""FAMILY"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-249"", ""NAME"": ""CLAN"", ""WordWeight"": 14, ""LanguageWeight"": 12, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-167"", ""NAME"": ""PERSON"", ""WordWeight"": 33, ""LanguageWeight"": 32, ""FamilyWeight"": 22}, {""ID"": ""List-2018-1105-350"", ""NAME"": ""CITIZEN"", ""WordWeight"": 7, ""LanguageWeight"": 6, ""FamilyWeight"": 6}]"
List-2018-1105-140	140	1562	MIND	MIND	50	183	250	1013	29	MIND	6	56	74	"[{""ID"": ""List-2018-1105-57"", ""NAME"": ""THINK (REFLECT)"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 10}, {""ID"": ""List-2018-1105-447"", ""NAME"": ""IDEA"", ""WordWeight"": 27, ""LanguageWeight"": 26, ""FamilyWeight"": 19}, {""ID"": ""List-2018-1105-971"", ""NAME"": ""BRAIN"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-705"", ""NAME"": ""INTENTION"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-290"", ""NAME"": ""HEART"", ""WordWeight"": 9, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-296"", ""NAME"": ""SPIRIT"", ""WordWeight"": 14, ""LanguageWeight"": 13, ""FamilyWeight"": 9}]"
List-2018-1105-141	141	1172	SHOOT	SHOOT	62	211	294	892	14	STRIKE OR BEAT	5	26	38	"[{""ID"": ""List-2018-1105-42"", ""NAME"": ""STRIKE OR BEAT"", ""WordWeight"": 8, ""LanguageWeight"": 7, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-598"", ""NAME"": ""KICK"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-226"", ""NAME"": ""THROW"", ""WordWeight"": 20, ""LanguageWeight"": 19, ""FamilyWeight"": 10}, {""ID"": ""List-2018-1105-172"", ""NAME"": ""HUNT"", ""WordWeight"": 6, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-70"", ""NAME"": ""KILL"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}]"
List-2018-1105-142	142	1443	WALK	WALK	65	219	323	893	15	GO UP (ASCEND)	5	38	84	"[{""ID"": ""List-2018-1105-101"", ""NAME"": ""GO UP (ASCEND)"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-137"", ""NAME"": ""DRIVE"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-509"", ""NAME"": ""LEAVE"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-94"", ""NAME"": ""RIDE"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-55"", ""NAME"": ""GO"", ""WordWeight"": 68, ""LanguageWeight"": 59, ""FamilyWeight"": 21}]"
List-2018-1105-143	143	1599	WORD	WORD	61	207	245	894	10	ANNOUNCE	5	75	114	"[{""ID"": ""List-2018-1105-154"", ""NAME"": ""LANGUAGE"", ""WordWeight"": 65, ""LanguageWeight"": 64, ""FamilyWeight"": 40}, {""ID"": ""List-2018-1105-106"", ""NAME"": ""VOICE"", ""WordWeight"": 17, ""LanguageWeight"": 17, ""FamilyWeight"": 14}, {""ID"": ""List-2018-1105-69"", ""NAME"": ""SPEECH"", ""WordWeight"": 14, ""LanguageWeight"": 14, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-737"", ""NAME"": ""TONGUE"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-71"", ""NAME"": ""SPEAK"", ""WordWeight"": 15, ""LanguageWeight"": 15, ""FamilyWeight"": 10}]"
List-2018-1105-144	144	1336	EAT	EAT	66	217	305	895	23	MEAL	5	34	61	"[{""ID"": ""List-2018-1105-754"", ""NAME"": ""CHEW"", ""WordWeight"": 6, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-178"", ""NAME"": ""DRINK"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-744"", ""NAME"": ""BITE"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-161"", ""NAME"": ""FOOD"", ""WordWeight"": 22, ""LanguageWeight"": 21, ""FamilyWeight"": 10}, {""ID"": ""List-2018-1105-125"", ""NAME"": ""MEAL"", ""WordWeight"": 18, ""LanguageWeight"": 18, ""FamilyWeight"": 7}]"
List-2018-1105-145	145	383	MASTER	MASTER	51	184	270	896	63	MASTER	5	34	82	"[{""ID"": ""List-2018-1105-432"", ""NAME"": ""KING"", ""WordWeight"": 10, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-270"", ""NAME"": ""CHIEFTAIN"", ""WordWeight"": 15, ""LanguageWeight"": 14, ""FamilyWeight"": 10}, {""ID"": ""List-2018-1105-669"", ""NAME"": ""TEACHER"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-265"", ""NAME"": ""OWN"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-1063"", ""NAME"": ""HOST"", ""WordWeight"": 58, ""LanguageWeight"": 50, ""FamilyWeight"": 8}]"
List-2018-1105-146	146	155	CHOP	CHOP	63	201	279	897	6	CUT	5	51	122	"[{""ID"": ""List-2018-1105-23"", ""NAME"": ""CUT"", ""WordWeight"": 64, ""LanguageWeight"": 59, ""FamilyWeight"": 17}, {""ID"": ""List-2018-1105-90"", ""NAME"": ""SPLIT"", ""WordWeight"": 16, ""LanguageWeight"": 15, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-325"", ""NAME"": ""MOW"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-231"", ""NAME"": ""CUT DOWN"", ""WordWeight"": 20, ""LanguageWeight"": 20, ""FamilyWeight"": 15}, {""ID"": ""List-2018-1105-746"", ""NAME"": ""CARVE"", ""WordWeight"": 24, ""LanguageWeight"": 23, ""FamilyWeight"": 7}]"
List-2018-1105-147	147	1673	ARM	ARM	66	214	260	898	42	HAND	5	45	109	"[{""ID"": ""List-2018-1105-887"", ""NAME"": ""FATHOM"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-389"", ""NAME"": ""BRANCH"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-521"", ""NAME"": ""WING"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-605"", ""NAME"": ""WRIST"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-123"", ""NAME"": ""HAND"", ""WordWeight"": 85, ""LanguageWeight"": 82, ""FamilyWeight"": 24}]"
List-2018-1105-148	148	727	WHICH	WHICH	59	206	251	899	50	WHAT	5	32	44	"[{""ID"": ""List-2018-1105-787"", ""NAME"": ""WHERE"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-518"", ""NAME"": ""THING"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-792"", ""NAME"": ""WHO"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-153"", ""NAME"": ""WHAT"", ""WordWeight"": 17, ""LanguageWeight"": 16, ""FamilyWeight"": 10}, {""ID"": ""List-2018-1105-156"", ""NAME"": ""HOW"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}]"
List-2018-1105-149	149	1100	COOK (SOMETHING)	COOK (SOMETHING)	62	209	281	900	22	BURN (SOMETHING)	5	35	69	"[{""ID"": ""List-2018-1105-575"", ""NAME"": ""BOIL (OF LIQUID)"", ""WordWeight"": 34, ""LanguageWeight"": 32, ""FamilyWeight"": 10}, {""ID"": ""List-2018-1105-423"", ""NAME"": ""COOKED"", ""WordWeight"": 12, ""LanguageWeight"": 11, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-131"", ""NAME"": ""BURN (SOMETHING)"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-493"", ""NAME"": ""ROAST OR FRY"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-230"", ""NAME"": ""BAKE"", ""WordWeight"": 14, ""LanguageWeight"": 14, ""FamilyWeight"": 7}]"
List-2018-1105-150	150	714	SEED	SEED	63	213	267	901	12	GRAIN	5	48	72	"[{""ID"": ""List-2018-1105-119"", ""NAME"": ""FRUIT"", ""WordWeight"": 12, ""LanguageWeight"": 11, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-89"", ""NAME"": ""GRAIN"", ""WordWeight"": 39, ""LanguageWeight"": 38, ""FamilyWeight"": 22}, {""ID"": ""List-2018-1105-707"", ""NAME"": ""NUT"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-600"", ""NAME"": ""TESTICLES"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-815"", ""NAME"": ""BEAD"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 6}]"
List-2018-1105-151	151	964	WOOL	WOOL	44	170	203	902	5	FEATHER	5	36	41	"[{""ID"": ""List-2018-1105-38"", ""NAME"": ""FUR"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-46"", ""NAME"": ""FEATHER"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-107"", ""NAME"": ""HAIR (HEAD)"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-159"", ""NAME"": ""PUBIC HAIR"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-180"", ""NAME"": ""HAIR (BODY)"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 11}]"
List-2018-1105-152	152	2575	DO OR MAKE	DO OR MAKE	63	216	300	903	66	DO OR MAKE	5	56	100	"[{""ID"": ""List-2018-1105-211"", ""NAME"": ""PUT"", ""WordWeight"": 8, ""LanguageWeight"": 7, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-757"", ""NAME"": ""MOLD"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-74"", ""NAME"": ""SAY"", ""WordWeight"": 14, ""LanguageWeight"": 14, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-622"", ""NAME"": ""WORK (LABOUR)"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 11}, {""ID"": ""List-2018-1105-302"", ""NAME"": ""BUILD"", ""WordWeight"": 63, ""LanguageWeight"": 58, ""FamilyWeight"": 25}]"
List-2018-1105-153	153	1236	WHAT	WHAT	65	213	271	904	50	WHAT	5	34	49	"[{""ID"": ""List-2018-1105-148"", ""NAME"": ""WHICH"", ""WordWeight"": 17, ""LanguageWeight"": 16, ""FamilyWeight"": 10}, {""ID"": ""List-2018-1105-156"", ""NAME"": ""HOW"", ""WordWeight"": 9, ""LanguageWeight"": 8, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-792"", ""NAME"": ""WHO"", ""WordWeight"": 15, ""LanguageWeight"": 13, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-518"", ""NAME"": ""THING"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-663"", ""NAME"": ""WHY"", ""WordWeight"": 7, ""LanguageWeight"": 6, ""FamilyWeight"": 6}]"
List-2018-1105-154	154	1307	LANGUAGE	LANGUAGE	62	214	251	905	10	ANNOUNCE	5	83	193	"[{""ID"": ""List-2018-1105-143"", ""NAME"": ""WORD"", ""WordWeight"": 65, ""LanguageWeight"": 64, ""FamilyWeight"": 40}, {""ID"": ""List-2018-1105-69"", ""NAME"": ""SPEECH"", ""WordWeight"": 16, ""LanguageWeight"": 15, ""FamilyWeight"": 10}, {""ID"": ""List-2018-1105-737"", ""NAME"": ""TONGUE"", ""WordWeight"": 80, ""LanguageWeight"": 79, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-106"", ""NAME"": ""VOICE"", ""WordWeight"": 21, ""LanguageWeight"": 21, ""FamilyWeight"": 16}, {""ID"": ""List-2018-1105-71"", ""NAME"": ""SPEAK"", ""WordWeight"": 14, ""LanguageWeight"": 14, ""FamilyWeight"": 8}]"
List-2018-1105-155	155	1646	GIRL	GIRL	65	213	273	906	2	CHILD (YOUNG HUMAN)	5	53	148	"[{""ID"": ""List-2018-1105-27"", ""NAME"": ""BOY"", ""WordWeight"": 13, ""LanguageWeight"": 13, ""FamilyWeight"": 11}, {""ID"": ""List-2018-1105-5"", ""NAME"": ""CHILD (YOUNG HUMAN)"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 11}, {""ID"": ""List-2018-1105-78"", ""NAME"": ""DAUGHTER"", ""WordWeight"": 76, ""LanguageWeight"": 71, ""FamilyWeight"": 14}, {""ID"": ""List-2018-1105-408"", ""NAME"": ""STEPDAUGHTER"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-268"", ""NAME"": ""YOUNG WOMAN"", ""WordWeight"": 55, ""LanguageWeight"": 49, ""FamilyWeight"": 14}]"
List-2018-1105-156	156	1239	HOW	HOW	63	213	261	907	50	WHAT	5	30	31	"[{""ID"": ""List-2018-1105-148"", ""NAME"": ""WHICH"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-153"", ""NAME"": ""WHAT"", ""WordWeight"": 9, ""LanguageWeight"": 8, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-725"", ""NAME"": ""HOW MUCH"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-787"", ""NAME"": ""WHERE"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-663"", ""NAME"": ""WHY"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}]"
List-2018-1105-157	157	2693	MATERNAL AUNT (MOTHER'S SISTER)	MOTHER'S SISTER	55	178	219	908	3	MOTHER-IN-LAW (OF WOMAN)	5	62	158	"[{""ID"": ""List-2018-1105-24"", ""NAME"": ""AUNT"", ""WordWeight"": 95, ""LanguageWeight"": 83, ""FamilyWeight"": 24}, {""ID"": ""List-2018-1105-469"", ""NAME"": ""MOTHER"", ""WordWeight"": 19, ""LanguageWeight"": 16, ""FamilyWeight"": 13}, {""ID"": ""List-2018-1105-76"", ""NAME"": ""FATHER'S SISTER"", ""WordWeight"": 56, ""LanguageWeight"": 49, ""FamilyWeight"": 17}, {""ID"": ""List-2018-1105-8"", ""NAME"": ""MOTHER-IN-LAW (OF WOMAN)"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-85"", ""NAME"": ""MOTHER'S BROTHER"", ""WordWeight"": 7, ""LanguageWeight"": 6, ""FamilyWeight"": 4}]"
List-2018-1105-158	158	1635	OBEY	OBEY	56	199	241	909	9	FEEL	5	57	78	"[{""ID"": ""List-2018-1105-45"", ""NAME"": ""UNDERSTAND"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-84"", ""NAME"": ""BELIEVE"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-195"", ""NAME"": ""LISTEN"", ""WordWeight"": 34, ""LanguageWeight"": 32, ""FamilyWeight"": 19}, {""ID"": ""List-2018-1105-12"", ""NAME"": ""FEEL"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-112"", ""NAME"": ""HEAR"", ""WordWeight"": 25, ""LanguageWeight"": 24, ""FamilyWeight"": 18}]"
List-2018-1105-159	159	36	PUBIC HAIR	PUBIC HAIR	51	174	189	910	5	FEATHER	5	55	107	"[{""ID"": ""List-2018-1105-38"", ""NAME"": ""FUR"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-151"", ""NAME"": ""WOOL"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-46"", ""NAME"": ""FEATHER"", ""WordWeight"": 10, ""LanguageWeight"": 9, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-107"", ""NAME"": ""HAIR (HEAD)"", ""WordWeight"": 37, ""LanguageWeight"": 37, ""FamilyWeight"": 13}, {""ID"": ""List-2018-1105-180"", ""NAME"": ""HAIR (BODY)"", ""WordWeight"": 47, ""LanguageWeight"": 47, ""FamilyWeight"": 20}]"
