CONCEPTICON_ID	CONCEPTICON_GLOSS	ITALIAN	ITALIAN_VALENCE_MEAN	ITALIAN_AROUSAL_MEAN	ITALIAN_DOMINANCE_MEAN	ITALIAN_FAMILIARITY_MEAN	ITALIAN_IMAGEABILITY_MEAN	ITALIAN_CONCRETENESS_MEAN	ITALIAN_HEAD_ACTION_MEAN	ITALIAN_FOOT_LEG_ACTION_MEAN	ITALIAN_HAND_ARM_ACTION_MEAN	ITALIAN_MOUTH_THROAT_ACTION_MEAN	ITALIAN_TORSO_ACTION_MEAN	ITALIAN_INTEROCEPTIVE_MEAN	ITALIAN_GUSTATORY_MEAN	ITALIAN_OLFACTORY_MEAN	ITALIAN_HAPTIC_MEAN	ITALIAN_AUDITORY_MEAN	ITALIAN_VISUAL_MEAN	ITALIAN_PERCEPTUAL_STRENGTH_MAX	ITALIAN_PERCEPTUAL_EXCLUSIVITY	ITALIAN_PERCEPTUAL_DOMINANT	ITALIAN_ACTION_STRENGTH_MAX	ITALIAN_ACTION_EXCLUSIVITY	ITALIAN_ACTION_DOMINANT	ITALIAN_SENSORIMOTOR_STRENGTH_MAX	ITALIAN_SENSORIMOTOR_EXCLUSIVITY	ITALIAN_SENSORIMOTOR_DOMINANT	ITALIAN_POS	LINE_IN_SOURCE
3336	FUNERAL	funerale	2.212121212121212	7.03030303030303	2.757575757575758	6.1	7.95	6.7	2.75	1	1.05	1	0.6842105263157895	3.3684210526315788	0	0.8421052631578947	0.9473684210526315	2.3684210526315788	3.6315789473684212	3.6315789473684212	0.29900949236483704	vision	2.75	0.3185876623376624	head	2.75	0.20584725536992843	vision	n	354
3349	WRISTWATCH	orologio	5.0606060606060606	5.454545454545454	4.515151515151516	8.15	8.15	8.5	2	0	2.8	0.10526315789473684	0	0.8	0	0	2.15	2.35	4.5	4.5	0.45367258761401824	vision	2.8	0.5708154506437768	hand/arm	2.8	0.3060128847530422	vision	n	592
3376	ROBBER	rapinatore	7.523809523809524	4.904761904761905	6.333333333333333	5.1	7.7	7.75	1.7894736842105263	1.0526315789473684	2.1052631578947367	1.1578947368421053	0.8947368421052632	1.894736842105263	0	0	1.0526315789473684	2.6315789473684212	3.789473684210526	3.789473684210526	0.3715900712705824	vision	2.1052631578947367	0.17293233082706763	hand/arm	2.1052631578947367	0.2315112540192926	vision	n	709
3389	MEASLES	morbillo	2.7096774193548385	5.838709677419355	3.5161290322580645	5.35	6.6	6	2.8823529411764706	2.6470588235294117	3	0.5625	3.2941176470588234	2.1176470588235294	0	0.35294117647058826	3.0588235294117645	0	3.4705882352941178	3.4705882352941178	0.34198178305271876	vision	3.2941176470588234	0.22054021964974768	torso	3.2941176470588234	0.16228296372700707	vision	n	538
3396	BUILDING	edificio	5.636363636363637	4.7727272727272725	5.045454545454546	8	8.5	8.15	1.55	2.45	1.8	0.2	0.55	0.45	0.10526315789473684	1.1	2.4	1.4	4.15	4.15	0.4119388503974227	vision	2.45	0.3435114503816794	foot/leg	2.45	0.2503665092034533	vision	n	279
3405	RULER	righello	5.5	4.4411764705882355	5.411764705882353	6.85	8.25	8.3	1.05	0	4.25	0	0	0	0	0	4.684210526315789	0.75	4.2	4.684210526315789	0.4659395450296043	touch	4.25	0.8018867924528302	hand/arm	4.25	0.31365638766519827	touch	n	729
342	HAY	fieno	5.303030303030303	3.606060606060606	5.7272727272727275	6.2	8.25	7.8	2.15	1.1	2.05	1.5	0.10526315789473684	0.4	0.15789473684210525	3.35	3.45	1	3.85	3.85	0.29668005716713663	vision	2.15	0.29611280487804875	head	2.15	0.19592454908440038	vision	n	332
3425	JOKE	scherzo	6.9375	6	5.9375	7.55	6.1	5.8	3	1.2	1.35	2.1	1	3.05	0.6	0.55	1.45	3.25	3.55	3.55	0.2625924621345544	vision	3	0.23121387283236994	head	3	0.14218009478672988	vision	n	763
3454	KISS (NOUN)	bacio	8.6	6.542857142857143	6.6	8.6	8.55	7.95	2.5714285714285716	0.1	1.380952380952381	4.9	0.75	3.142857142857143	3.4285714285714284	2.2857142857142856	4.25	2.0952380952380953	3.1904761904761907	4.25	0.21441441441441444	touch	4.9	0.49472392638036816	mouth/throat	4.9	0.1708474576271187	mouth/throat	n	77
3460	BEACH	spiaggia	8.030303030303031	5.181818181818182	6.121212121212121	8.25	8.25	8.05	2.5714285714285716	3.761904761904762	2.7142857142857144	1.1904761904761905	1.6666666666666667	1.5714285714285714	0.55	2.9523809523809526	3.8095238095238093	3.2857142857142856	4.85	4.85	0.2888951921713232	vision	3.761904761904762	0.216	foot/leg	3.761904761904762	0.14866644715179453	vision	n	819
3468	KINDNESS	gentilezza	8.242424242424242	5.424242424242424	6.848484848484849	7.55	6.8	4.6	2.4285714285714284	0.2	1.9047619047619047	1.6666666666666667	1.1428571428571428	3.4761904761904763	0.15	0.3	1.6666666666666667	2.5238095238095237	2.5238095238095237	3.4761904761904763	0.27294821461955504	interoception	2.4285714285714284	0.30350194552529175	head	2.4285714285714284	0.18495961869455846	interoception	n	365
3552	GREET	salutare	6.606060606060606	5.454545454545454	5.2727272727272725	7.5	7.1	6	1.8571428571428572	0.2	4.75	3.0476190476190474	0.7142857142857143	1.619047619047619	0.05	0	2.1904761904761907	4	4.190476190476191	4.190476190476191	0.3358137759969472	vision	4.75	0.4305023653976121	hand/arm	4.75	0.21000000000000002	hand/arm	v	747
356	SHEARS	forbici	4.354838709677419	5.225806451612903	5.451612903225806	8	8.1	8.25	0.9047619047619048	0.05	4.380952380952381	0.1	0.05	0.19047619047619047	0	0	4.523809523809524	1.9523809523809523	3.8095238095238093	4.523809523809524	0.40084388185654013	touch	4.380952380952381	0.7894965277777779	hand/arm	4.380952380952381	0.28341288782816226	touch	n	343
3622	BURN (INJURY)	bruciatura	3.176470588235294	6.205882352941177	4.088235294117647	6.4	7.7	7.9	1.9047619047619047	1.9523809523809523	3.380952380952381	1.4761904761904763	1.8095238095238095	1.9047619047619047	0.6666666666666666	2.0952380952380953	4	0.5238095238095238	3.4285714285714284	4	0.2896551724137931	touch	3.380952380952381	0.18099547511312217	hand/arm	3.380952380952381	0.15020576131687244	touch	n	114
3624	LEPROSY	lebbra	2.5454545454545454	6.636363636363637	3.5757575757575757	2.8	5.85	5.3	1.368421052631579	2.1578947368421053	2.1052631578947367	1.2105263157894737	2.1052631578947367	2.263157894736842	0.05555555555555555	0.4444444444444444	1.894736842105263	0.42105263157894735	3.263157894736842	3.263157894736842	0.33647758108282727	vision	2.1578947368421053	0.10588235294117647	foot/leg	2.1578947368421053	0.18552342296634533	vision	n	465
3625	HEADACHE	emicrania	2	4.090909090909091	3.4545454545454546	5.55	7.2	7.65	5	0.05263157894736842	0.21052631578947367	0.5	0.15789473684210525	4.7368421052631575	0	0.15789473684210525	0.10526315789473684	1	0.95	4.7368421052631575	0.4460703327826292	interoception	5	0.8355555555555557	head	5	0.38846861582498476	head	n	286
3640	GOSSIP	pettegolezzo	4.114285714285714	6.228571428571429	5.257142857142857	6.6	5.9	5.3	2.7142857142857144	0.05	0.38095238095238093	2.7142857142857144	0.05	2.142857142857143	0	0	0.1	3.9047619047619047	1.9047619047619047	3.9047619047619047	0.362671384343211	audition	2.7142857142857144	0.4508460918614022	head	2.7142857142857144	0.2796725784447476	audition	n	640
3644	AGREEMENT	accordo	6.705882352941177	5.823529411764706	6	6.75	6.55	5	3.05	0.25	3.1	1.6	0.2631578947368421	1.8	0	0.1	3.1	2.25	2.3	3.1	0.26118355065195586	touch	3.1	0.3449044585987261	hand/arm	3.1	0.17402866006795686	hand/arm	n	13
3665	TRAVEL	viaggiare	8.305555555555555	6.916666666666667	6.805555555555555	7.35	7	6	3.4285714285714284	3.761904761904762	2.8095238095238093	2	2.5238095238095237	3.4761904761904763	1.8571428571428572	2.4285714285714284	2.4285714285714284	3.0476190476190474	4.65	4.65	0.2604	vision	3.761904761904762	0.12131147540983607	foot/leg	3.761904761904762	0.08616763387938002	vision	v	939
3672	DIVORCE (SEPARATE)	divorzio	2.4571428571428573	6.485714285714286	4.457142857142857	5.85	5.05	4.55	2.0476190476190474	0.6666666666666666	0.9047619047619048	1.2380952380952381	0.6190476190476191	2.619047619047619	0.05	0.3333333333333333	0.5238095238095238	1.619047619047619	1.6666666666666667	2.619047619047619	0.2682272616435016	interoception	2.0476190476190474	0.26086956521739124	head	2.0476190476190474	0.20906801007556677	interoception	n	269
3729	LETTUCE	insalata	6.714285714285714	4.428571428571429	6.114285714285714	8.25	8.5	8.55	0.85	0	1.95	4.684210526315789	0.21052631578947367	0.8421052631578947	4.842105263157895	2.95	2.25	0.8	3.4	4.842105263157895	0.2970023059185242	taste	4.684210526315789	0.6087551299589603	mouth/throat	4.684210526315789	0.2125693160813309	taste	n	432
3746	VASE	vaso	5.114285714285714	4.4	5.142857142857143	8.35	8.65	8.8	0.8095238095238095	0.15	3.380952380952381	0	0.05	0	0	0.8095238095238095	4.238095238095238	0.15	4.55	4.55	0.4634974533106961	vision	3.380952380952381	0.770065075921909	hand/arm	3.380952380952381	0.3218255304816437	vision	n	930
3749	HATE (LOATHING)	odio	2.1818181818181817	6.151515151515151	4.787878787878788	5.25	5.3	4.05	2.85	0.3157894736842105	0.42105263157894735	1.5	0.42105263157894735	4.15	0.1	0	0.2	1.65	1.35	4.15	0.38716126166148385	interoception	2.85	0.4601051122790253	head	2.85	0.320268074735987	interoception	n	576
378	PINCH	pizzicotto	4.696969696969697	5.7272727272727275	5.03030303030303	7	7.35	7.35	0.45	2.2857142857142856	4.238095238095238	0.42857142857142855	2.142857142857143	2.1904761904761907	0	0	4.285714285714286	0.35	2.3333333333333335	4.285714285714286	0.37445392136467653	touch	4.238095238095238	0.3991020204539785	hand/arm	4.238095238095238	0.2291242362525458	touch	n	654
3830	WALL	muro	4.685714285714286	5.0285714285714285	4.571428571428571	8	8.4	7.95	1.7142857142857142	2.0476190476190474	2.4761904761904763	0	1.4285714285714286	0.2	0	0.1	4.238095238095238	0.9047619047619048	4.6	4.6	0.457169900615239	vision	2.4761904761904763	0.32298136645962733	hand/arm	2.4761904761904763	0.25974724388276416	vision	n	549
3834	LOVE (AFFECTION)	amore	8.03225806451613	6.612903225806452	5.419354838709677	7.05	6.65	4.85	4.142857142857143	1.5238095238095237	2.5714285714285716	3.6666666666666665	3.0952380952380953	4.666666666666667	1.380952380952381	2.2857142857142856	4.095238095238095	3	3.761904761904762	4.666666666666667	0.23277909738717345	interoception	4.142857142857143	0.17460317460317462	head	4.142857142857143	0.09610027855153204	interoception	n	35
3841	WINDMILL	mulino	5.909090909090909	4.515151515151516	5.666666666666667	6.2	7.2	7.65	1.2380952380952381	0.4	1.5238095238095237	0.2	0.3333333333333333	0.47619047619047616	0.15	1	2	2.5238095238095237	4.523809523809524	4.523809523809524	0.42007517134645145	vision	1.5238095238095237	0.3582474226804123	hand/arm	1.5238095238095237	0.3043910521955261	vision	n	548
3866	ABORTION	aborto	2.0606060606060606	6.575757575757576	4.2727272727272725	4.55	6.2	5.75	2.6666666666666665	0.29411764705882354	0.058823529411764705	0.35294117647058826	2.8333333333333335	4	0	0.11764705882352941	0.8888888888888888	0.7222222222222222	2.0555555555555554	4	0.38655538010376717	interoception	2.8333333333333335	0.4470774091627173	torso	2.8333333333333335	0.28591450595655227	interoception	n	9
3867	ALCOHOLIC (PERSON)	alcolista	2.3529411764705883	5.529411764705882	3.9411764705882355	6.25	7.1	6.2	2.05	0.05263157894736842	1.25	2.7	0.45	2	2.45	3	0.95	0.95	2.7	3	0.21476052497017217	smell	2.7	0.40712262242007285	mouth/throat	2.7	0.15886524822695036	smell	n	26
3873	CHOCOLATE	cioccolato	8.352941176470589	5.5	6.411764705882353	8.5	8.4	8.5	1.9	0.10526315789473684	2.1	4.35	0.21052631578947367	2.65	4.947368421052632	4.2	3.4	1.05	4	4.947368421052632	0.23709718101781235	taste	4.35	0.48982690555724256	mouth/throat	4.35	0.1674706471284245	taste	n	180
3874	KNOWLEDGE	conoscenza	7.838709677419355	6.741935483870968	6.419354838709677	6.8	5.35	4.35	4.3	0.42857142857142855	0.9047619047619048	1	0.2	3	1	1.1428571428571428	1.7142857142857142	2.2857142857142856	2.857142857142857	3	0.2179930795847751	interoception	4.3	0.5999999999999999	head	4.3	0.21769911504424777	head	n	205
3876	DENTIST	dentista	3.909090909090909	6.03030303030303	3.9696969696969697	7.4	8.25	8.15	1.5238095238095237	0.15	0.5238095238095238	5	0.15	2.238095238095238	3.1904761904761907	2.238095238095238	3.1904761904761907	2.5714285714285716	3.7142857142857144	3.7142857142857144	0.2058047493403694	vision	5	0.6600777705767984	mouth/throat	5	0.19803616566206492	mouth/throat	n	242
3877	DEPRESSION	depressione	1.8888888888888888	6.277777777777778	3.6944444444444446	5.85	5.75	4.1	4.090909090909091	1.4545454545454546	1	1.3181818181818181	2.090909090909091	4.761904761904762	0.9545454545454546	0.09523809523809523	0.7727272727272727	1.0454545454545454	0.9545454545454546	4.761904761904762	0.38876126524120874	interoception	4.090909090909091	0.31050228310502287	head	4.090909090909091	0.25172212492702867	interoception	n	243
3878	DIAMOND	diamante	5.0476190476190474	6.285714285714286	5	5.45	8.15	8.05	1.5	0.15	2.5	0.1	0	0.95	0	0	2.7	0.21052631578947367	4.1	4.1	0.48351485953271167	vision	2.5	0.5882352941176471	hand/arm	2.5	0.3357758620689655	vision	n	249
3879	IMAGINE	immaginare	7.909090909090909	5	6.818181818181818	7.4	6.05	4.75	3.8095238095238093	0.1	0.1	1.0952380952380953	0.25	3.761904761904762	0.45	0.9047619047619048	0.6	1.1904761904761905	1.4761904761904763	3.761904761904762	0.32637884734558975	interoception	3.8095238095238093	0.6927523343708315	head	3.8095238095238093	0.27001733102253034	head	v	409
3880	FIGHT (COMBAT)	lotta	4.382352941176471	6.411764705882353	5.352941176470588	6.9	7.3	6.1	1.65	3.4	3.75	0.15789473684210525	3.5	1.85	0	0.45	3.8	1.95	3.1	3.8	0.29994361962037214	touch	3.75	0.28833967046894804	hand/arm	3.75	0.16096310333296177	touch	n	480
3881	PISTOL	pistola	3.411764705882353	6.352941176470588	4.147058823529412	5.75	8	8.2	1.2380952380952381	0.5238095238095238	4.190476190476191	0.45	1.2857142857142858	1.380952380952381	0	1.2857142857142858	3.9047619047619047	4	4.55	4.55	0.2995297805642633	vision	4.190476190476191	0.48652833694642306	hand/arm	4.190476190476191	0.1994780793319415	vision	n	650
390	PUNISHMENT	punizione	2.6285714285714286	6.257142857142857	3.4	5.25	6.2	5.75	2.1	1.8	1.7	2.15	0.9	3.3	0	0	2.3	2.55	2.35	3.3	0.2584374417303748	interoception	2.15	0.1445086705202312	mouth/throat	2.15	0.1723237597911227	interoception	n	690
391	BLESS	benedire	6.290322580645161	5.290322580645161	5.32258064516129	5.2	6.4	5.25	1.9	0	3.05	1.75	0	2.75	0	0.21052631578947367	1.35	2.2	3.45	3.45	0.30998491228860314	vision	3.05	0.45522388059701496	hand/arm	3.05	0.207076291265203	vision	v	95
3917	DEVIL	diavolo	2.4	6.628571428571429	4.857142857142857	4.45	5.45	4	1.55	0.10526315789473684	0.10526315789473684	0.10526315789473684	0.05263157894736842	2.6	0.05263157894736842	0.5	0.15789473684210525	0.7	1.45	2.6	0.30128949814126393	interoception	1.55	0.7805212620027436	head	1.55	0.34522111269614836	interoception	n	250
3948	SHOTGUN	fucile	2.696969696969697	6.636363636363637	4.393939393939394	6	7.75	7.9	1.4285714285714286	0.2	3.380952380952381	0.2	1.380952380952381	0.9047619047619048	0	1.1904761904761905	3.5238095238095237	3.857142857142857	4.523809523809524	4.523809523809524	0.32094594594594594	vision	3.380952380952381	0.48265895953757226	hand/arm	3.380952380952381	0.2197039777983349	vision	n	351
3960	IDENTITY	identità	6.294117647058823	5.4411764705882355	5.823529411764706	6.3	5.15	5.05	4.25	1.1	1.2	1.9	1.4	4.05	0.15789473684210525	0.5	0.55	1.6	2.35	4.05	0.3528814447622999	interoception	4.25	0.3197969543147208	head	4.25	0.21471969069317867	head	n	404
3965	TRAUMA	trauma	2.0294117647058822	6.5	3.1176470588235294	6.8	6.45	4.8	3.95	2.5	2.5	1.95	2.55	4.25	0.15789473684210525	0.3157894736842105	2.95	2.1	3.15	4.25	0.2952879307642747	interoception	3.95	0.14869888475836432	head	3.95	0.1551586509678707	interoception	n	896
3967	CONTENT	contenuto	5.5588235294117645	4.705882352941177	5.4411764705882355	5.8	4.95	5.05	1.5238095238095237	0	0.2	0.7142857142857143	0	1.380952380952381	0.1	0.1	1.2380952380952381	1.2857142857142858	2.4761904761904763	2.4761904761904763	0.2838427947598253	vision	1.5238095238095237	0.625	head	1.5238095238095237	0.27455121436114044	vision	n	209
3971	METHOD	metodo	6.4411764705882355	5.705882352941177	6.588235294117647	6	5.8	4.2	3.210526315789474	0.3888888888888889	1.2105263157894737	0.7368421052631579	0	2.736842105263158	0	0	0.6842105263157895	0.7894736842105263	1.9473684210526316	2.736842105263158	0.30996309963099633	interoception	3.210526315789474	0.5788086452293095	head	3.210526315789474	0.27429427929053213	head	n	524
3982	BREEZE	brezza	1.9047619047619047	6.095238095238095	3.380952380952381	6.85	5.95	6	2.85	1.6	2	1.5	3.2	1.75	0.05263157894736842	1.8	3.05	2.7	1.95	3.05	0.2182987425332305	touch	3.2	0.1524663677130045	torso	3.2	0.1401781528363807	torso	n	112
3990	LAWN	prato	7.545454545454546	3.606060606060606	6.212121212121212	7.6	8.45	8.35	2.0476190476190474	3.619047619047619	2.5714285714285716	0.3333333333333333	1.5238095238095237	1	0.1	3.380952380952381	3.7142857142857144	1.1904761904761905	4.285714285714286	4.285714285714286	0.3060183611016661	vision	3.619047619047619	0.32547169811320753	foot/leg	3.619047619047619	0.17611701061911442	vision	n	668
4000	LIGHTBULB	lampadina	2.9047619047619047	5.523809523809524	3	8.3	8.35	8.55	2.4	0.05263157894736842	2.55	0	0.2	0.4	0	0.10526315789473684	3.15	0.95	4.947368421052632	4.947368421052632	0.5363401711723951	vision	2.55	0.4901365705614567	hand/arm	2.55	0.3352951667558409	vision	n	458
4011	TRUCK	camion	4.7272727272727275	5.2727272727272725	4.575757575757576	7.55	8.6	8.5	2.4285714285714284	0.9047619047619048	1.3333333333333333	0.6190476190476191	0.7619047619047619	0.2	0.05	1.5714285714285714	1.8571428571428572	3.7142857142857144	4.55	4.55	0.37879088206144695	vision	2.4285714285714284	0.2992125984251969	head	2.4285714285714284	0.2501323451561673	vision	n	126
4013	AMBULANCE	ambulanza	2.8529411764705883	5.970588235294118	3.676470588235294	7.8	8.15	8.55	2.0952380952380953	0.6190476190476191	0.6666666666666666	0.38095238095238093	0.5714285714285714	0.9047619047619048	0	0.1	1.0952380952380953	4.571428571428571	4.190476190476191	4.571428571428571	0.40489245044285116	audition	2.0952380952380953	0.39560439560439564	head	2.0952380952380953	0.3008461297398934	audition	n	32
4023	VIOLIN	violino	3.5714285714285716	4.238095238095238	2.7142857142857144	6.75	8.45	8.4	3.227272727272727	0.19047619047619047	3.5454545454545454	0.1	2.1818181818181817	2.090909090909091	0	0.8181818181818182	3.227272727272727	5	3.5454545454545454	5	0.317351284517104	audition	3.5454545454545454	0.37268215021539614	hand/arm	3.5454545454545454	0.20897034611278972	audition	n	947
4026	SAILBOAT	barca	6.4411764705882355	5.117647058823529	5.294117647058823	8.25	8.35	8.35	1.6666666666666667	2.4761904761904763	2.9047619047619047	0.8571428571428571	1.6666666666666667	0.8571428571428571	0.14285714285714285	2	3.3333333333333335	2.9047619047619047	4.095238095238095	4.095238095238095	0.2955326460481099	vision	2.9047619047619047	0.21393034825870647	hand/arm	2.9047619047619047	0.17255717255717254	vision	n	88
4027	BATHTUB	vasca	7.382352941176471	2	6.147058823529412	7.9	8.55	8.35	1.2	3.15	3	1.05	3.25	1.45	0.3	1.5	3.45	1.25	3.15	3.45	0.27448380375071035	touch	3.25	0.1888412017167382	torso	3.25	0.13846153846153847	touch	n	929
4028	ASHTRAY	posacenere	4.242424242424242	4.848484848484849	4.818181818181818	7.8	8.35	8.75	0.85	0	3.2	1.35	0.05263157894736842	0.05263157894736842	0.2631578947368421	3.85	3.3	0.6	3.75	3.85	0.3035119782662386	smell	3.2	0.5868725868725869	hand/arm	3.2	0.22295032002438278	smell	n	660
4033	ELEVATOR	ascensore	5.181818181818182	5.090909090909091	4.787878787878788	8.1	8.2	8.3	0.9523809523809523	2.2857142857142856	3	0.05	1.2857142857142858	0.9523809523809523	0	1.2857142857142858	2.857142857142857	2.5238095238095237	3.4761904761904763	3.4761904761904763	0.28404669260700394	vision	3	0.38950015718327574	hand/arm	3	0.1862007397015687	vision	n	52
4035	SWEATER	maglia	6.225806451612903	4.838709677419355	5.354838709677419	8.85	8.75	8.8	2.25	0.1	4.35	0.25	4.7894736842105265	0.85	0	1.5	4.75	0.35	4.631578947368421	4.75	0.39356875123298485	touch	4.7894736842105265	0.3994620040349698	torso	4.7894736842105265	0.2010605391073796	torso	n	489
474	DRESS	abito	7.2727272727272725	5.575757575757576	6.03030303030303	8.2	8.35	8.6	1.7619047619047619	2.1904761904761907	2.761904761904762	0.3	4.190476190476191	1.2380952380952381	0.05	0.7142857142857143	4.3	0.4	4.8	4.8	0.42397476340694007	vision	4.190476190476191	0.3472163195920102	torso	4.190476190476191	0.20918527838943066	vision	n	7
488	MANNER	modo	5.1875	4.59375	5.46875	6.4	3.4	2.4	1.5789473684210527	0.7368421052631579	1.105263157894737	1	0.4444444444444444	1.3157894736842106	0.05555555555555555	0	0.8947368421052632	1.263157894736842	1.5263157894736843	1.5263157894736843	0.18731737325062803	vision	1.5789473684210527	0.2331730769230769	head	1.5789473684210527	0.15915119363395225	head	n	531
494	FLIRT	flirtare	6	5.757575757575758	6.212121212121212	6.7	6.55	6.8	3.8	1.95	2.9	3.65	2.2	3.75	0.3157894736842105	1.45	3.45	3.6	4.157894736842105	4.157894736842105	0.24195136179676963	vision	3.8	0.1275862068965517	head	3.8	0.12305099030762748	vision	v	341
497	SCAR	cicatrice	2.909090909090909	5.9772727272727275	4.568181818181818	7.15	8.3	7.9	2.2857142857142856	2.2857142857142856	2.5238095238095237	1.0952380952380953	1.5238095238095237	2.0952380952380953	0.2	0.1	3.4761904761904763	0.3	4.6	4.6	0.42630185348631944	vision	2.5238095238095237	0.14705882352941177	hand/arm	2.5238095238095237	0.21966527196652721	vision	n	174
503	FROG	rana	4.363636363636363	5.121212121212121	5.242424242424242	6	7.6	7.6	1.95	0.15789473684210525	1.4	0.05263157894736842	0.05263157894736842	0.05263157894736842	0	0.3684210526315789	2.55	3.6	4.4	4.4	0.3932046989260558	vision	1.95	0.5251274581209031	head	1.95	0.30169613857813066	vision	n	707
504	LEARN	apprendere	7.676470588235294	6.823529411764706	5.970588235294118	6.6	6.65	5.45	4.333333333333333	0.45	1.0476190476190477	1.2380952380952381	0.5	2.7142857142857144	0.8095238095238095	0.8571428571428571	1.5714285714285714	3.761904761904762	4.0476190476190474	4.0476190476190474	0.2823920265780731	vision	4.333333333333333	0.513054419628814	head	4.333333333333333	0.1820515682553856	head	v	44
53	SPIRIT	spirito	6.0285714285714285	4.914285714285715	5.457142857142857	4.95	4.5	3.15	2.85	0	0	0.8	0.15789473684210525	3.75	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.5263157894736842	1	3.75	0.4118213720498176	interoception	2.85	0.7484450587422252	head	2.85	0.40345413363533406	interoception	n	822
541	POETRY	poesia	7.411764705882353	4.411764705882353	6.088235294117647	7.2	7.05	5.85	3.3	0.1	1.05	2.7	0.3	2.5	0.15	0	0.15789473684210525	3.65	2.35	3.65	0.32951331538339707	audition	3.3	0.4295302013422818	head	3.3	0.22450631272256394	audition	n	657
554	HINDER	ostacolare	3.411764705882353	6.764705882352941	4.735294117647059	6.9	6.15	4.7	2.05	2.1	3.6842105263157894	1.3	2.7	2.05	0.10526315789473684	0.15789473684210525	3.1	1.25	3	3.1	0.2747689710325218	touch	3.6842105263157894	0.20146764509673115	hand/arm	3.6842105263157894	0.16648304566042357	hand/arm	v	596
557	OFFEND	offendere	2.4516129032258065	6.806451612903226	5.580645161290323	5.25	5.65	3.75	2.7	0.10526315789473684	0.47368421052631576	2.95	0.3157894736842105	2.9	0.05263157894736842	0.2631578947368421	0.05263157894736842	2.75	1.65	2.9	0.2726212494257071	interoception	2.95	0.4346602332127061	mouth/throat	2.95	0.20385113867802257	mouth/throat	v	577
578	KISS	baciare	8.095238095238095	7.380952380952381	7.333333333333333	7.619047619047619	8.714285714285714	8.666666666666666	1.75	0.15789473684210525	1.5	4.947368421052632	1	3.9	3.15	2.35	4.578947368421052	1.75	3.05	4.578947368421052	0.22503187027719437	touch	4.947368421052632	0.5119549929676512	mouth/throat	4.947368421052632	0.17023664764755403	mouth/throat	v	76
580	FUR	pelliccia	4.636363636363637	5.2727272727272725	5.515151515151516	5.35	7.55	7.35	1.35	0.25	2.45	0.10526315789473684	3	0.5	0	1.2	4.05	0.2	4.1	4.1	0.3879252083802658	vision	3	0.4045605001838911	torso	3	0.2382991740593454	vision	n	624
586	GARDEN	giardino	7.542857142857143	4.171428571428572	5.942857142857143	7.9	8.25	8.4	1.25	3.4	2.55	0.47368421052631576	1.05	1.5	0.5	3.25	3.15	2.1	4.2	4.2	0.2777952755905512	vision	3.4	0.335444947209653	foot/leg	3.4	0.15908324907313784	vision	n	371
597	PHYSICIAN	dottore	5.411764705882353	5.205882352941177	4.294117647058823	7.8	7.95	8.05	2.857142857142857	1.7619047619047619	2.2857142857142856	2.4285714285714284	1.6666666666666667	2.0476190476190474	0	1.1428571428571428	2.6666666666666665	2.4761904761904763	4.45	4.45	0.3435661764705883	vision	2.857142857142857	0.10822510822510824	head	2.857142857142857	0.1871058163980379	vision	n	275
603	COAT	cappotto	7.0606060606060606	4.606060606060606	5.303030303030303	8.65	8.6	8.75	0.7142857142857143	0.2	3.0476190476190474	0.2	4.0476190476190474	0.6666666666666666	0	0.8571428571428571	4.095238095238095	0.15	3.6666666666666665	4.095238095238095	0.39422415768966307	touch	4.0476190476190474	0.46867749419953597	torso	4.0476190476190474	0.23208743759276748	touch	n	143
604	GLASS	bicchiere	5.757575757575758	4	6	8.55	8.8	8.85	1.2272727272727273	0	4.136363636363637	4.571428571428571	0.2857142857142857	1.1363636363636365	3.3636363636363638	2	4.2272727272727275	0.8636363636363636	4.090909090909091	4.2272727272727275	0.26078248097209245	touch	4.571428571428571	0.44726810673443446	mouth/throat	4.571428571428571	0.17648533467034344	mouth/throat	n	100
606	GRASS	erba	6.363636363636363	4.484848484848484	5.363636363636363	6.9	7.45	7.45	1.1	3.35	2.55	0.85	0.4	1.1	0.35	3.8947368421052633	3.85	1.05	3.75	3.8947368421052633	0.2620286140642257	smell	3.35	0.3575757575757576	foot/leg	3.35	0.15935170945226546	smell	n	289
615	HORSE	cavallo	6.411764705882353	5.382352941176471	5.823529411764706	7.55	8.1	8.4	1.1428571428571428	2.5714285714285716	2.9047619047619047	0.1	1.2857142857142858	1	0.05	3.4285714285714284	4.0476190476190474	3.9523809523809526	4.85	4.85	0.2836652276841665	vision	2.9047619047619047	0.3503866745984533	hand/arm	2.9047619047619047	0.1894736842105263	vision	n	159
616	HOSPITAL	ospedale	2.8285714285714287	6.714285714285714	4.057142857142857	7.3	8.2	8.45	2.9523809523809526	1.5238095238095237	1.4285714285714286	1.0952380952380953	1.3333333333333333	2.5238095238095237	0.35	3.142857142857143	1.5714285714285714	2.4285714285714284	4.761904761904762	4.761904761904762	0.32536196518626975	vision	2.9523809523809526	0.22285714285714284	head	2.9523809523809526	0.1908931698774081	vision	n	594
