CONCEPTICON_ID	CONCEPTICON_GLOSS	FRENCH	FRENCH_EMOTION_POLARITY	FRENCH_JOY_ASSOCIATION	FRENCH_FEAR_ASSOCIATION	FRENCH_SADNESS_ASSOCIATION	FRENCH_ANGER_ASSOCIATION	FRENCH_SURPRISE_ASSOCIATION	FRENCH_DISGUST_ASSOCIATION	LINE_IN_SOURCE
1609	IDEA	idée	positive	0	0	0	0	0	0	7556
161	MISS (A TARGET)	manquer	negative	0	1	1	0	0	0	8821
1611	INVITE	inviter	positive	0	0	0	0	1	0	8160
1612	LETTER	lettre	positive	0	0	0	0	0	0	8498
1613	COLOR	couleur	positive	0	0	0	0	0	0	4305
1616	CLOTH	tissu	positive	0	0	1	0	0	1	13351
162	HICCOUGH	hoqueter	negative	0	1	0	0	1	0	7474
1621	SNEEZE	éternuer	negative	0	0	0	0	1	0	6144
1622	SHIRT	chemise	positive	0	0	0	0	0	0	3575
1623	SPEAK	parler	positive	0	0	0	0	0	0	9997
1624	EMPTY	vide	negative	0	1	1	0	0	1	13942
1626	EXPLAIN	expliquer	positive	0	0	0	0	0	0	6317
1627	CHAIN	chaîne	negative	0	1	1	1	0	1	3456
1628	SQUIRREL	écureuil	positive	0	0	0	0	0	0	5487
1629	EVENING	soir	positive	0	0	0	0	0	0	12634
163	BLACK	noir	negative	0	1	1	1	0	1	9499
1631	FAST	rapide	positive	0	0	0	0	1	0	11299
1632	FLOOR	sol	positive	0	0	0	0	0	1	12638
1634	HUNDRED	cent	positive	0	0	0	0	0	0	3407
1635	OBEY	obéir	positive	0	1	0	0	0	0	9621
1638	TRUTH	vérité	positive	0	0	0	0	0	0	13880
1639	BEER	bière	positive	1	0	0	0	0	0	2840
164	KANGAROO	kangourou	positive	0	0	0	0	0	0	8338
1641	SILK	soie	positive	0	0	0	0	0	0	12628
1642	NIECE	nièce	positive	0	0	0	0	0	0	9490
1645	SHORT	court	negative	0	0	0	0	0	0	4355
1647	FOAL	poulain	positive	0	0	0	0	0	0	10680
1648	ANVIL	enclume	positive	0	0	0	0	0	0	5821
1651	TEAR (OF EYE)	larme	negative	0	0	1	0	0	0	8430
1654	LIGHTNING	foudre	negative	0	1	0	1	1	0	6787
1657	TRUE	réel	positive	0	0	0	0	0	0	11464
1659	DOLL	poupée	positive	1	0	0	0	0	0	10689
166	MAINLAND	continent	positive	0	0	0	0	0	0	4151
1660	LOSE	perdre	negative	0	1	1	0	1	0	10178
1663	BED	lit	positive	0	0	0	0	0	0	8580
1664	RAFT	radeau	negative	0	1	1	0	0	0	11240
1665	BEAT	battre	negative	0	1	1	1	0	0	2764
1666	MUTE	muet	negative	0	1	1	0	1	1	9330
1667	HOLE	trou	negative	0	1	1	0	0	0	13665
1668	GRIEF	chagrin	negative	0	1	1	0	0	0	3455
1669	ANCESTORS	ancêtre	positive	0	0	0	0	0	0	2104
1671	TOWER	tour	positive	0	0	0	1	1	1	13427
1672	WRITE	écrire	positive	0	0	0	0	0	0	5480
1673	ARM	bras	positive	0	0	0	0	0	0	3045
1674	POOR	pauvre	negative	0	1	1	0	0	0	10080
1675	PROMISE	promettre	positive	0	0	0	0	0	0	10944
1678	HUT	cabane	positive	0	0	1	0	0	1	3150
1679	LOAD	fardeau	negative	0	1	1	1	0	0	6514
168	REST	se reposer	positive	1	0	0	0	0	0	12384
1680	HELMET	casque	positive	0	1	0	0	0	0	3346
1681	WAIST	taille	positive	0	0	0	0	0	0	13134
1682	GUILTY	coupable	negative	0	1	1	1	0	1	4322
1683	BUSH	brousse	positive	0	0	0	0	0	0	3090
1687	PRAISE	louange	positive	0	0	0	0	0	0	8644
1688	FATE	sort	negative	0	1	0	0	0	0	12695
1689	SMOKE (INHALE)	fumer	negative	0	0	0	0	0	1	6909
1690	FENCE	palissade	positive	0	0	0	0	0	0	1092
1691	FLEXIBLE	flexible	positive	0	0	0	0	0	0	6692
1702	HOLY	sacré	positive	0	0	0	0	0	0	12030
1706	ELEVEN	onze	positive	0	0	0	0	0	0	9729
1707	TWELVE	douze	positive	0	0	0	0	0	0	5332
1710	TWENTY	vingt	positive	0	0	0	0	0	0	13969
1712	OATH	serment	positive	0	0	0	0	0	0	1414
1719	BURY	enterrer	negative	0	1	1	0	0	0	5915
1720	SIGN	signe	positive	0	0	0	0	0	0	1417
1726	WET	humide	negative	0	0	0	0	0	1	7517
1730	CHEEK	joue	positive	0	0	0	0	0	0	8281
1732	SKY	ciel	positive	0	0	0	0	0	0	3651
1735	TEAR (SHRED)	déchirer	negative	0	1	1	1	0	0	4697
1739	DECORATE	décorer	positive	0	0	0	0	0	0	4730
174	PROUD	fier	positive	0	0	0	0	0	0	640
1740	PINE	pin	positive	0	0	1	0	0	0	10388
1742	TRAVERSE	traverser	positive	0	0	0	0	0	0	13566
1743	JOIN	unir	positive	0	0	0	0	0	0	13726
1744	SPLEEN	rate	negative	0	0	1	0	0	0	11318
1745	HIP	hanche	positive	0	0	0	0	0	0	7339
1746	BLADDER	vessie	negative	0	0	0	0	0	1	13914
1747	CUSTOM	coutume	positive	0	0	0	0	0	0	4365
1749	TAKE	prendre	negative	0	1	0	0	1	0	10780
175	BLOW (OF WIND)	souffler	negative	0	0	1	0	0	0	12714
1750	CHOOSE	choisir	positive	0	0	0	0	0	0	3622
1754	BRACELET	bracelet	positive	0	0	0	0	0	0	3029
1755	UNDRESS	se déshabiller	positive	0	0	0	0	0	0	12298
1762	STONE (OF FRUIT)	noyau	positive	0	0	0	0	0	0	9599
1763	CLUB	club	positive	0	0	0	0	0	0	3754
1764	OBSCURE	obscur	negative	0	1	1	0	0	0	9636
1766	FINISH	terminer	positive	1	0	0	0	0	0	1495
1768	FOAM	écume	positive	0	0	0	0	0	1	506
1769	AXLE	essieu	positive	0	0	0	0	0	0	6104
1773	GRAVE	tombe	negative	0	1	1	0	0	0	13373
1774	STINGY	avare	negative	0	1	1	1	0	1	2564
1775	TABLE	table	positive	0	0	0	0	0	0	13108
1776	SHAME	honte	negative	0	1	1	1	0	1	7471
1777	RESEMBLE	ressembler	positive	0	0	0	0	0	0	11739
1778	APPROACH	approcher	positive	0	0	0	0	0	0	73
1779	DARE	oser	negative	0	0	0	1	0	0	9816
178	RIPE	mûr	positive	0	0	0	0	0	0	9352
1780	BILE	bile	negative	0	0	1	1	0	1	2847
1781	THUMB	pouce	positive	0	0	0	0	0	0	10675
1783	PAIN	douleur	negative	0	0	1	0	0	0	5325
1784	WANT	vouloir	negative	0	1	1	0	0	0	14065
1787	LOOM	métier à tisser	negative	0	1	0	0	0	0	9054
1788	TELEVISION	télévision	positive	0	0	0	0	0	0	13206
1789	AGE	âge	negative	0	1	1	0	0	0	1889
179	RIPEN	mûrir	positive	0	0	0	0	0	0	9349
1791	BUTTERFLY	papillon	positive	0	0	0	0	0	0	9926
1792	PERJURY	parjure	negative	0	1	0	1	1	0	9995
1794	FURROW	sillon	negative	0	1	1	0	0	1	12575
1802	SCREW	vis	positive	0	0	0	1	0	0	13993
1803	WOOD	bois	positive	0	0	0	0	0	0	2919
1806	BEGIN	commencer	positive	0	0	0	0	0	0	3859
1810	DANGER	danger	negative	0	1	1	0	0	0	4554
1813	TASTY	délicieux	positive	1	0	0	0	0	0	411
1814	ACCUSE	accuser	negative	0	1	1	1	0	1	16
1818	ADJUDICATE	juger	negative	0	0	0	0	0	0	8305
1819	LOOK	regarder	positive	0	0	0	0	0	0	11506
1821	BRUSH	brosse	positive	0	0	0	0	0	0	3084
1823	BORROW	emprunter	positive	0	0	0	0	0	0	5679
1825	COPPER	cuivre	positive	0	0	0	0	0	0	4504
1828	ASK (REQUEST)	demander	negative	0	0	0	1	0	0	4837
1829	JUMP	sauter	negative	0	1	0	0	0	1	12186
183	BAKE	cuire	positive	0	0	0	0	0	0	4496
1831	MEET	rencontrer	positive	0	0	0	0	1	0	11608
1833	DINNER (SUPPER)	dîner	positive	0	0	0	0	0	0	5128
1838	NAVEL	nombril	positive	0	0	0	0	0	0	9510
1839	CRY	pleurer	negative	0	0	1	1	0	0	10486
1840	BUILD	bâtir	positive	0	0	0	0	0	0	2757
1841	SUSPECT	soupçonner	negative	0	1	0	0	0	0	12737
1843	THOUSAND	mille	positive	0	0	0	0	0	0	9131
1844	BOAT	bateau	positive	0	0	0	0	0	0	2753
1845	BALL	sphère	positive	0	0	0	0	0	0	12809
1846	RULE	règle	positive	0	1	0	0	0	0	11526
1847	SICK	malade	negative	0	1	1	0	0	0	922
1848	QUARREL	querelle	negative	0	1	1	1	0	1	11113
185	FIREPLACE	foyer	positive	0	0	0	0	0	0	6820
1850	COTTON	coton	positive	0	0	0	0	0	0	4286
1851	POCKET	poche	positive	0	0	0	0	0	0	10518
1853	DOVE	colombe	positive	0	0	0	0	0	0	3821
1855	BIRCH	bouleau	negative	0	1	0	1	0	1	2996
1856	SOFT	doux	positive	0	0	1	0	0	0	483
1857	CROCODILE	crocodile	negative	0	1	0	0	0	0	4455
1859	THIRD	troisième	positive	0	0	0	0	0	0	13645
186	SHIN	tibia	positive	0	0	0	0	0	0	13322
1860	BEAD	perle	positive	0	0	0	0	0	0	10197
1862	DONKEY	âne	negative	0	1	0	1	0	1	2109
1863	AMAZING	incroyable	negative	0	0	0	0	1	0	7795
1864	HUNGER	faim	negative	0	0	1	0	0	0	6395
1867	COIN	pièce de monnaie	positive	0	0	0	0	0	0	10359
1869	BUY	acheter	positive	0	0	0	0	0	0	1761
1870	ANCHOR	ancre	positive	0	0	0	0	0	0	2108
1871	CAMEL	chameau	positive	0	0	0	0	0	0	3474
1875	REGRET	regretter	negative	0	0	1	0	0	0	11538
1876	REINDEER	renne	positive	0	0	0	0	0	0	11627
1879	DANCE	danser	positive	0	0	0	0	0	0	4560
1884	HARD	dur	negative	0	1	1	1	0	1	5382
1888	PAIR	paire	positive	0	0	0	0	0	0	9872
1889	ARSON	incendie volontaire	negative	0	1	0	1	0	0	7743
1890	BELIEVE	croire	positive	0	0	0	0	0	0	4456
1892	TOUCH	toucher	positive	0	0	1	0	0	0	13423
1894	ASHAMED	honteux	negative	0	1	1	1	0	1	740
1895	CLOTHES	vêtement	positive	0	0	0	0	0	0	13916
1897	HELP	aider	positive	0	0	0	0	0	0	1919
190	MOW	récolter	positive	0	0	0	0	0	0	11399
1901	SHOVEL	pelle	positive	0	0	0	0	0	0	10123
1902	BETRAY	trahir	negative	0	0	1	1	1	1	13487
1903	SWELLING	enflure	negative	0	1	0	0	0	1	5856
1904	DROWN	se noyer	negative	0	1	1	0	0	0	12343
1905	EAGLE	aigle	positive	0	0	0	0	0	0	1920
1906	SOUR	acide	negative	0	0	0	0	0	1	1764
1909	SHAKE	secouer	negative	0	1	0	0	0	0	12421
1914	DEBT	dette	negative	0	0	1	0	0	0	5046
1917	TIE	attacher	positive	0	0	0	0	0	0	2448
1918	MANE	crinière	positive	0	0	0	0	0	0	4441
1920	DREAM (SOMETHING)	rêver	positive	1	0	0	0	0	0	11800
1922	LAND (DESCEND)	débarquer	positive	0	0	0	0	0	0	4651
1923	ROUGH	rugueux	negative	0	1	0	0	0	0	11959
1924	VEIN	veine	positive	0	0	0	0	0	1	13834
1929	STUDY	étudier	positive	0	0	0	0	0	0	6206
1932	GUESS	deviner	positive	0	0	0	0	1	0	5060
1934	BEGGAR	mendiant	negative	0	0	1	0	0	0	967
1936	DEER	cerf	positive	0	0	0	0	0	0	3439
1938	FORTRESS	château	positive	0	0	0	0	0	0	3543
194	FAMILY	famille	positive	0	0	0	0	0	0	6495
1941	SOLDIER	soldat	positive	0	0	1	1	0	0	12640
1944	GOD	dieu	positive	0	1	0	0	0	0	5104
1945	IDOL	idole	positive	1	0	0	0	0	0	7570
1949	BEDBUG	punaise	negative	0	0	0	0	0	0	11051
195	MAT	natte	positive	0	0	0	0	0	0	9405
1961	NECKLACE	collier	positive	0	0	0	0	0	0	3815
1962	ROAST (SOMETHING)	rôtir	negative	0	0	0	0	0	0	11912
1963	IMMEDIATELY	immédiatement	positive	0	0	0	0	1	0	7610
1964	ALONE	seul	negative	0	1	1	1	0	1	12535
1967	CALENDAR	calendrier	positive	0	0	0	0	0	0	3204
1971	FAN (OBJECT)	éventail	positive	0	0	0	0	0	0	6229
1979	CHISEL	ciseau	negative	0	0	0	1	0	0	3682
1981	WIDOWER	veuf	negative	0	0	1	0	0	0	13921
1983	SNORE	ronfler	negative	0	0	0	1	0	1	11900
1986	DISEASE	maladie	negative	0	1	1	1	0	1	8751
1989	CALF	veau	positive	0	0	1	0	0	0	13819
1990	BECOME	devenir	positive	0	0	0	0	0	0	5055
1991	INTESTINES	intestin	negative	0	0	0	0	0	1	8117
1996	GET TIRED	fatiguer	negative	0	0	1	1	0	0	6525
1997	PRESERVE	préserver	positive	1	0	0	0	0	0	1213
2	DUST	poussière	negative	0	0	0	0	0	1	10715
2001	PAINTING	dessiner	positive	0	0	0	0	0	0	5006
2003	FLOW	couler	negative	0	1	1	0	0	1	4304
2005	MASK	masque	negative	0	1	0	0	0	0	8878
2006	FILL	remplir	positive	0	0	0	0	0	0	11598
2008	RESCUE	sauver	positive	0	0	0	0	0	0	12193
2009	DOG	chien	positive	0	0	0	0	0	0	3603
2012	COLLAR	col	positive	0	0	0	0	0	0	3795
2013	BAIT	appât	negative	0	1	0	0	1	0	2208
2015	MAKE DRY	sécher	negative	0	0	0	0	0	0	12414
2016	JEALOUSY	jalousie	negative	0	1	1	1	0	1	8222
2017	MIX	mélanger	positive	0	0	0	0	0	0	965
2020	PLAINTIFF	plaignant	negative	0	0	1	0	0	0	1164
2022	ADMIT	admettre	positive	0	0	0	0	0	0	1814
2023	CROWD	foule	negative	0	1	0	1	1	1	6794
2045	COLUMN	colonne	positive	0	0	0	0	0	0	3829
2052	BUCKET	seau	positive	0	0	0	0	0	0	12409
2058	STOOL	tabouret	positive	0	0	0	0	0	0	13115
2071	LAY (VERB)	coucher	negative	0	0	0	0	0	0	4292
2075	BROOD (VERB)	couver	positive	0	0	0	0	0	0	4368
2099	CHILD	enfant	positive	1	0	0	0	0	0	5848
21	TASTE (SOMETHING)	goûter	positive	0	0	0	0	0	0	7153
210	LIFE	vie	positive	1	0	0	0	0	0	13944
2102	BURN	brûler	negative	0	1	0	1	0	0	3102
2114	BELLY OR STOMACH	abdomen	positive	0	0	0	0	0	0	1660
212	FIELD	champ	positive	0	0	0	0	0	0	3475
213	FIN	nageoire	positive	0	0	0	0	0	0	9386
2134	RAISE (BRING UP)	élever	positive	0	0	0	0	0	0	5569
2135	TRADE OR BARTER	échange	positive	0	0	0	0	0	0	5422
215	LIE DOWN	se coucher	positive	0	0	0	0	0	0	12276
216	MOVIE	film	positive	0	0	0	0	0	0	6639
2189	DUGOUT	pirogue	positive	0	0	0	0	0	0	10415
2190	TASTE	goût	positive	0	0	1	0	0	1	7151
2192	REJOICE	se réjouir	positive	0	0	0	0	1	0	12379
223	THRESHING-FLOOR	aire	positive	0	0	0	0	0	0	1934
2239	DENSE	dense	positive	0	0	0	0	0	0	4878
224	MORTAR	mortier	negative	0	1	0	1	0	0	9280
2243	REPAIR	réparer	positive	0	0	0	0	0	0	11647
2244	METAL	métal	positive	0	0	0	0	0	0	9037
2246	BELL	cloche	positive	0	0	0	0	0	0	3744
2247	CATERPILLAR	chenille	negative	0	0	0	0	0	1	3579
2252	PATH	chemin	positive	0	0	0	0	0	0	228
2259	FLESH	chair	negative	0	0	0	0	0	1	3457
227	FISH	poisson	positive	0	0	0	0	0	0	10548
2271	THINK	penser	positive	0	0	0	0	0	0	10151
2273	LEECH	sangsue	negative	0	0	0	0	0	1	12091
228	CARVE	sculpter	positive	0	0	0	0	0	0	12247
2284	CLEARING	clairière	positive	0	0	0	0	0	0	3699
2291	VOLCANO	volcan	negative	0	1	0	0	1	0	14039
2295	SUNSET	coucher du soleil	positive	0	0	0	0	0	0	4294
2296	SUNRISE	lever du soleil	positive	0	0	0	0	0	0	8503
2298	VIRGIN	vierge	negative	0	1	1	0	0	0	13951
2299	STRAW	paille	positive	0	0	0	0	0	0	9868
23	RYE	seigle	positive	0	0	0	0	0	0	12449
231	SHAVE	se raser	positive	0	0	0	0	0	0	12372
2316	FREE	libre	positive	1	0	0	0	0	0	8517
2318	CHESTNUT	châtaigne	positive	0	0	0	0	0	0	3540
2334	MELT	fondre	negative	0	0	0	0	0	0	6747
234	PADDLE	pagaie	positive	0	0	0	0	0	0	9856
2343	STEEL	acier	positive	0	0	0	0	0	0	1766
2348	CRAB	crabe	negative	0	1	0	0	0	1	4378
2349	SHRIMP	crevette	negative	0	0	0	0	0	0	4430
2354	CRICKET	cricket	positive	0	0	0	0	0	0	4437
2366	ONION	oignon	negative	0	0	0	0	0	1	9696
2368	GARLIC	ail	negative	0	0	0	0	0	1	1927
2374	DREAM	rêve	positive	1	0	0	0	0	0	11801
239	FLOWER	fleur	positive	1	0	0	0	0	0	6686
2393	JOURNEY	voyage	positive	0	1	0	0	1	0	14068
24	PRAY	prier	positive	0	1	0	0	1	0	10842
240	ELECTION	élection	positive	0	0	0	0	0	0	5557
2401	PICTURE	tableau	positive	0	0	0	0	0	0	13109
2403	TOY	jouet	positive	1	0	0	0	0	0	8286
2408	CAKE	gâteau	positive	0	0	0	0	0	0	6993
2409	BROWN	brun	positive	0	0	0	0	0	0	3109
241	TREE STUMP	souche	positive	0	0	0	0	0	1	12702
2410	GOOD-LOOKING	joli	positive	0	0	0	0	0	0	8275
2411	HURT (SOMEBODY)	blesser	negative	0	1	1	1	0	1	2892
2412	THANK (SOMEBODY)	remercier	positive	1	0	0	0	0	0	14125
2427	FUTURE	avenir	positive	0	0	0	0	0	0	2583
2429	LOGIC	logique	positive	0	0	0	0	0	0	8620
2433	THEORY	théorie	positive	0	0	0	0	0	0	13310
2434	TRAGEDY	tragédie	negative	0	1	1	0	1	0	13485
2435	UNIVERSITY	université	positive	0	0	0	0	0	0	13739
244	LEFT	gauche	negative	0	1	0	0	0	1	6995
2440	PINEAPPLE	ananas	positive	0	0	0	0	0	0	2095
245	BROOM	balai	positive	0	0	0	0	0	0	2669
2468	BAG	sac	positive	0	0	0	1	0	0	12021
2469	AGAINST	contre	negative	0	0	0	1	0	0	4174
2471	LADY	madame	positive	0	0	0	0	0	0	8702
2475	MALE GOAT	bouc	negative	0	0	0	0	0	0	2968
2486	HIDE	se cacher	negative	0	1	1	0	0	0	1393
249	FOG	brouillard	negative	0	1	1	0	0	0	3087
25	DIRT	saleté	negative	0	0	0	0	0	1	12055
250	LIGHT (COLOR)	clair	positive	0	0	0	0	0	0	3696
2504	DIFFERENT	différent	negative	0	0	0	0	0	0	5110
2506	LOOSE	lâche	negative	0	1	1	1	0	1	8370
251	SHARPEN (SOMETHING)	aiguiser	positive	0	1	0	1	0	0	42
2524	JOY	joie	positive	1	0	0	0	0	0	8271
2526	POWER	puissance	positive	0	0	0	0	0	0	11043
2527	ABILITY	aptitude	positive	0	0	0	0	0	0	2247
2531	BROAD	vaste	positive	0	0	0	0	0	0	13814
2534	DEPTH	profondeur	negative	0	1	0	0	0	0	10914
2541	MIRACLE	miracle	positive	0	0	0	0	1	0	9160
2546	BORDER	limite	negative	0	0	0	0	0	0	896
2547	CITY	cité	positive	0	0	0	0	0	0	3686
2548	BARREL	tonneau	positive	0	0	0	0	0	0	13394
2549	VEHICLE	véhicule	positive	0	0	0	0	0	0	13829
255	SERVANT	serviteur	positive	0	0	0	0	0	0	12530
2554	PRINCE (RULER)	prince	positive	0	0	0	0	0	0	10849
2558	BREAK (CLEAVE)	casser	negative	0	1	0	0	1	0	3349
256	FOOD	nourriture	positive	0	0	0	0	0	0	9591
2569	BUTCHER	boucher	negative	0	1	1	1	1	0	2972
2575	DO OR MAKE	faire	positive	0	0	0	0	0	0	6396
2578	PENCIL	crayon	positive	0	0	0	0	0	0	4396
258	CALM	calme	positive	0	0	0	0	0	0	191
2584	BENCH	banc	positive	0	0	0	0	0	0	2690
2587	DARTS	fléchette	negative	0	1	0	0	0	0	6682
2588	GLOBE	globe	positive	0	0	0	0	0	0	7101
2597	HARP	harpe	positive	0	0	0	0	0	0	7352
26	UNPLEASANT	désagréable	negative	0	0	1	0	0	1	4947
2603	ACCORDION	accordéon	positive	0	0	0	0	0	0	1736
2606	COMPASS	boussole	positive	0	0	0	0	0	0	3014
2617	BULB	bulbe	negative	0	0	0	0	0	1	3130
2619	CARD	carte	positive	0	0	0	0	0	0	3334
2621	CURTAIN	rideau	positive	0	0	0	0	0	0	11843
2623	FLAG	drapeau	positive	0	0	0	0	0	0	5343
2624	FRAME	cadre	positive	0	0	0	0	0	0	3180
2626	NERVE	nerf	positive	0	0	0	0	0	0	9464
2627	ORANGE (FRUIT)	orange	positive	0	0	0	0	0	0	9764
2630	WHIP	fouet	negative	0	1	0	1	0	0	6788
2631	WIRE	câble	positive	0	0	0	0	1	0	182
2648	HAIR (HEAD)	cheveu	positive	0	0	0	0	0	0	3593
265	FOWL	volaille	positive	0	1	0	0	0	0	14034
2651	BE IGNORANT	ignorant	negative	0	0	1	0	0	1	7578
2657	LADLE	louche	negative	0	1	1	0	0	0	8646
2658	COAL	charbon	negative	0	1	1	0	0	1	3506
266	SCALE	écaille	positive	0	0	0	0	0	0	5409
2666	SOLE (FOOT)	plante du pied	negative	0	0	0	0	0	1	10451
2668	SKELETON	squelette	negative	0	1	1	0	0	0	12831
267	NIT	lente	negative	0	0	1	0	0	1	8483
27	AIR	air	negative	0	0	0	0	0	1	1936
2704	FADE (LOOSE COLOR)	pâlir	negative	0	0	1	0	0	0	1091
271	SAUCER	soucoupe	positive	0	0	0	0	0	0	12706
2715	DESPISE	mépriser	negative	0	0	0	1	0	1	9012
274	KNEAD	pétrir	positive	0	0	0	0	0	0	10281
275	PEEL	peler	negative	0	0	0	0	0	0	10120
2765	CHERRY	cerise	positive	0	0	0	0	0	0	3441
277	SPINDLE	fuseau	positive	0	0	0	0	0	0	6919
2783	SCALES (MEASURE INSTRUMENT)	balance	positive	0	0	0	0	0	0	2670
2818	FORD (CROSSING)	gué	positive	0	0	0	0	0	0	7279
2819	GRASSLAND	pâturage	positive	0	0	0	0	0	0	10077
2826	LIE (FALSEHOOD)	mensonge	negative	0	0	1	1	0	1	8998
2830	OYSTERS	huître	negative	0	0	0	0	0	1	7507
2837	SWAN	cygne	positive	0	0	0	0	0	0	4530
284	HOE	houe	negative	0	1	0	0	0	0	7499
2856	CHANGE (SOMETHING)	altérer	negative	0	0	1	1	0	1	2011
2866	DROP (SOMETHING)	laisser tomber	negative	0	1	1	0	0	0	8388
2879	SOUND (OF INSTRUMENT OR VOICE)	son	positive	0	0	0	0	0	1	12674
288	FORGE	forger	positive	0	0	0	0	0	0	6759
2880	HALT (STOP)	arrêter	negative	0	1	0	0	1	0	2316
2882	ADD	ajouter	positive	0	0	0	0	0	0	1942
289	MOLD	mouler	positive	0	0	0	0	0	0	9308
2896	CAUSE TO (LET)	laisser	negative	0	0	0	0	0	0	8385
2900	PROTECT	protéger	positive	0	0	0	0	0	0	10990
2904	RINSE	rincer	positive	0	0	0	0	0	0	11857
2907	ROT	pourrir	negative	0	0	1	0	0	1	10698
2909	PREPARE	préparer	positive	0	0	0	0	0	0	1212
2912	FORWARD	en avant	positive	0	0	0	0	0	0	528
2930	BOSS	patron	positive	0	0	0	0	0	0	10072
2931	BUSINESS	affaire	positive	0	0	0	0	0	0	31
2933	CONVERSATION	conversation	positive	0	0	0	0	0	0	4205
2935	CURRENT (STREAM)	courant	positive	0	0	0	0	0	0	4341
2937	FAIRY TALE	conte	positive	1	0	0	0	0	0	308
2940	GATE	portail	positive	0	0	0	0	0	0	10614
2941	HAPPINESS	bonheur	positive	1	0	0	0	0	0	2944
2946	CRADLE	berceau	positive	0	0	0	1	0	0	2804
2948	GAP (DISTANCE)	brèche	negative	0	1	0	0	0	0	3054
2953	SLEEVE	manche	positive	0	0	0	0	0	0	8785
2954	SLICE	trancher	negative	0	1	0	0	0	0	13506
2955	STATE (POLITICS)	état	positive	0	0	0	0	0	0	6138
2972	SLEEP (STATE)	sommeil	positive	0	0	0	0	0	0	12667
2977	WORKER	ouvrier	positive	0	0	0	0	0	0	1090
2978	DISTANCE	distance	negative	0	0	0	0	0	0	5207
2982	GIFT	don	positive	0	0	0	0	1	0	5277
2984	HEAP	tas	positive	0	0	0	0	0	1	13171
2991	SKI	ski	positive	0	0	0	0	0	0	12608
2996	WEALTH	fortune	positive	0	0	0	0	1	0	6779
3	BRAVE	courageux	positive	0	1	0	0	0	0	340
300	RATTLE	hochet	negative	0	1	0	0	1	0	7447
3002	PRECIOUS	précieux	positive	1	0	0	0	0	0	1204
3003	SOLID	solide	positive	0	1	1	0	1	0	12646
302	CLAN	clan	positive	0	0	0	0	0	0	3704
3028	GRAVEL	gravier	negative	0	0	0	0	0	0	7210
304	PREACH	prêcher	positive	0	0	0	0	0	0	10735
3050	SEEDLING	semis	positive	0	0	0	0	0	0	12468
3055	SWINDLE	tricher	negative	0	0	1	1	1	1	13614
3064	RUST	rouille	negative	0	1	1	0	0	1	11929
3065	SADDLE	selle	positive	0	0	0	0	0	0	12457
307	HAWK	faucon	negative	0	1	0	0	0	0	6528
3083	BALLOON	ballon	positive	0	0	0	0	0	0	2683
3086	COMPUTER	ordinateur	positive	0	0	0	0	0	0	9769
3088	ENVELOPE	enveloppe	positive	0	0	0	0	0	0	5962
3089	GIRAFFE	girafe	positive	0	0	0	0	0	0	7075
3090	GUITAR	guitare	positive	0	0	0	0	0	0	7302
3091	LEMON	citron	negative	0	0	0	0	0	1	3689
3094	PAINTBRUSH	pinceau	positive	0	0	0	0	0	0	10393
3096	RACKET	raquette	negative	0	1	0	0	0	0	11305
3099	SOFA	canapé	positive	0	0	1	0	0	0	3243
31	PAN	casserole	positive	0	0	0	0	0	0	3354
3101	SWING	balançoire	positive	0	0	0	0	0	0	2672
3102	TANK	réservoir	positive	0	0	0	0	0	0	11706
3104	THERMOMETER	thermomètre	positive	0	0	0	0	0	0	13316
3105	UMBRELLA	parapluie	positive	0	0	0	0	0	0	9965
3107	WHISTLE (INSTRUMENT)	sifflet	positive	0	0	0	0	0	0	12558
3116	HATCH (OUT)	éclore	positive	0	0	0	0	0	0	5456
3138	STRAWBERRY	fraise	positive	0	0	0	0	0	0	6834
3140	VEST	gilet	positive	0	0	0	0	0	0	7072
3141	TAMBOURINE	tambourin	negative	0	0	0	0	0	0	13145
3144	GORILLA	gorille	negative	0	1	0	1	0	0	7135
3172	SCABIES	gale	negative	0	1	0	0	0	1	6948
3181	MUSTARD	moutarde	negative	0	0	0	0	0	0	9320
319	LICK	lécher	negative	0	0	0	0	0	1	8453
32	EARWAX	cérumen	negative	0	0	0	0	0	1	3446
320	LAME	boiteux	negative	0	0	1	0	0	0	158
3202	CANNON	canon	negative	0	1	0	1	0	0	3259
3204	INSULT	insulter	negative	0	1	1	1	0	1	8044
3206	ELF OR FAIRY	fée	positive	0	0	0	0	0	0	6555
321	CHEW	mâcher	negative	0	0	0	0	0	1	8694
3212	HOPE (SOMETHING)	espérer	positive	0	0	0	0	0	0	6088
3213	HIRE OR RENT	louer	positive	0	0	0	0	0	0	8647
323	FAT (ORGANIC SUBSTANCE)	graisse	negative	0	0	1	0	0	1	7175
3230	DECEIVE	tromper	negative	0	0	1	0	0	1	13648
3237	ALLOW OR PERMIT	permettre	positive	0	0	0	0	0	0	1128
3251	MOLD (GET ROTTEN)	moisissure	negative	0	0	0	0	0	1	9217
3255	POINT (POINTED END)	pointe	positive	0	0	0	0	0	0	1181
327	PONCHO	poncho	positive	0	0	0	0	0	0	10582
3274	ENCIRCLE	entourer	positive	0	0	0	0	0	0	5927
3276	SUNSHINE	lumière du soleil	positive	1	0	0	0	0	0	8666
3283	CAGE	cage	negative	0	1	1	0	0	0	3185
