CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	SPANISH_VALENCE_MEAN	SPANISH_AROUSAL_MEAN	SPANISH_CONCRETENESS_MEAN	SPANISH_IMAGEABILITY_MEAN	SPANISH_CONTEXT_AVAILABILITY_MEAN	SPANISH_FAMILIARITY_MEAN	SPANISH_POS	LINE_IN_SOURCE
1201	FEATHER	pluma	5.95	2.05	4.80952380952381	6.86363636363636	5.13636363636364		N 	1071
1204	BARK	corteza	4.61904761904762	3.81818181818182	4.27272727272727	5.13636363636364	4.5		N	372
1208	CAT	gato	5.76190476190476	4.09523809523809	6.38095238095238	7	6.4		N	635
122	CART	vagón	5.13636363636364	4.05	6.35	6.68181818181818	5.22727272727273		N	1355
1220	TAIL	cola	4.07142857142857	4.69565217391304	3	5.61904761904762	4.76190476190476		N	316
1221	NOSE	nariz	4.9	3.22727272727273	6.45454545454545	6.9	6.13636363636364		N	956
1222	PENIS	pene	5.77272727272727	6.6	6.81818181818182	6.8695652173913	5.95454545454545		V N	1035
1223	HEART	corazón	7.05	5.5	5.40909090909091	6.55	6.25		N	364
1227	BOARD	tabla	5.04761904761905	3.45454545454545	4.72727272727273	6.7	5.1		N V	1276
1230	DIRTY	sucio	2.33333333333333	5.72727272727273	4.5	5.5	5.45		A 	1262
1234	SMOOTH	liso	5.2	3.5	5.15	4.61904761904762	5.63636363636364		A N	811
1246	SMALL	chico	5.5	4.25	5	6.77272727272727	5.54545454545455		A N	285
1251	BELLY	estómago	4.72727272727273	4.27272727272727	5.95	5.8695652173913	5.22727272727273		N	561
1263	SISTER	hermana	7.75	3.6	5.04761904761905	5.36363636363636	5.90909090909091		V N	674
1267	NARROW	estrecho	4.47619047619048	4.95454545454545	3.85	4.6	5.15		V A N	562
1271	DELIGHT	complacer	7.27272727272727	4.6	3.63636363636364	2.47826086956522	5.04166666666667		V	331
1273	CANDLE	vela	4.80952380952381	2.68181818181818	5.5	7	5.8		N V	1361
1276	AUTUMN	otoño	5.19047619047619	3.4	4.95	6.19047619047619	6.59090909090909		V N	987
1280	FALL	caer	3	6.27272727272727	4.90909090909091	5.14285714285714	5.90909090909091		V	201
129	CHOKE	ahogarse	1.75	7.90476190476191	5.17391304347826	5.69565217391304	5.40909090909091		V	51
1292	BAD	malo	2.75	5.9	2.6	3.25	4.85		A N	848
1298	NEWSPAPER	periódico	5.60714285714286	4.04347826086957	5.31818181818182	6.90476190476191	6.23809523809524		A N	1043
1301	FOOT	pie	4.90476190476191	3.80952380952381	6.27272727272727	6.86363636363636	6.27272727272727		N	1052
1302	FORK	tenedor	4.9	4.04545454545455	6.90476190476191	6.90909090909091	6.31818181818182		N	1295
1303	FINGER	dedo	4.90476190476191	4.27272727272727	6.63636363636364	6.8	5.90909090909091		N	411
1304	CHILD (YOUNG HUMAN)	niño	7.05	5.3	5.85	6.8	6.5		N A	969
1306	QUEEN	reina	4.61538461538462	5.35	6	5.75	5.68181818181818		N V	1164
1308	DOUBT	dudar	3.34782608695652	5.13636363636364	3.90909090909091	3.4	4.40909090909091		V	488
1313	MOON	luna	6.45454545454545	2.85	5.9	6.90909090909091	5.95833333333333		N	831
1320	APPLE	manzana	5.95454545454545	3.4	6.77272727272727	6.95454545454545	6.4		N	861
1321	BOTTLE	botella	5.65217391304348	4.05	6.09090909090909	7	6.45454545454545		N	187
1327	UNCLE	tío	6.57142857142857	4.39130434782609	4.40909090909091	5.19047619047619	5.04761904761905		N	1310
1334	GUTS	tripa	3.75	4.5	5.40909090909091	5.81818181818182	5.4		N	1341
1337	PIG	cerdo	4.15	4.7	5.86363636363636	6.77272727272727	5.45454545454545		N	273
1346	THROAT	garganta	4.55	3.95454545454545	6.35	6.13636363636364	5.09090909090909		N	633
1352	KNIFE	cuchillo	4.30434782608696	5.75	6.72727272727273	6.86363636363636	6.22727272727273		N	393
1357	DAUGHTER	hija	7.26923076923077	4.7	6.19047619047619	4.15	5.72727272727273		N	682
1358	ENEMY	enemigo	2.57142857142857	6.95238095238095	5.1	3.4	4.85		N	517
1361	TOOL	herramienta	5.25	4.4	3.28571428571429	5.63636363636364	5.09090909090909		N	677
1367	CROSS	cruz	3.85	4	5.75	6.7	5.04347826086957		N	387
1374	RING	anillo	6.54545454545455	4.85	6.14285714285714	6.85	6.05		N V	80
1379	TELEPHONE	teléfono	5.95652173913043	4.35	5.90909090909091	7	6.77272727272727		N	1292
1380	TOOTH	diente	5.09090909090909	4	6.09523809523809	6.90909090909091	6.2		N	452
1381	SHOE	zapato	5.91304347826087	3.95	5.95454545454545	6.71428571428571	6.40909090909091		N	1399
1382	NEEDLE (FOR SEWING)	aguja	4.08695652173913	5.75	5.77272727272727	6.86363636363636	6.13636363636364		N	50
1388	SHADE	sombra	4.35	4.95454545454545	4.27272727272727	5.63636363636364	4.27272727272727		N V	1252
1396	SHARP	agudo	4.7	5.13636363636364	3.5	1.81818181818182	2.85		A	47
1402	BREAST	seno	5.45833333333333	3.76190476190476	5.54545454545455	6.04347826086957	5.2		N	1224
1406	FAR	lejos	2.77272727272727	4.1	5.2	4.05	4.65217391304348		B N	791
1422	BE ALIVE	vivir	8.47826086956522	6.40909090909091	2.40909090909091	2.85	5.63636363636364		V N	1393
144	MACHINE	máquina	4.8	4.35	3.05	6.26086956521739	5.31818181818182		N	863
1456	THROW	echar	2.82608695652174	5.90909090909091	2.77272727272727	3.5	5.31818181818182		V	491
146	SUGAR CANE	caña	5.14285714285714	4.45454545454545	5.2	6.23809523809524	6		N V	227
1463	DRUNK	borracho	3.3	6.4	6.08695652173913	6.26086956521739	6.63636363636364		A	184
1465	BOX	caja	4.84615384615385	3.55	4.19047619047619	6.6	5.5		N	202
1467	CIRCLE	círculo	5.4	3.18181818181818	6.27272727272727	6.95	4.72727272727273		N	298
1472	KEY	llave	5.5	3.77272727272727	5.63636363636364	6.95	5.95		N	818
1473	FIST	puño	3.2	6.54545454545455	6.31818181818182	6.4	5.30434782608696		N	1127
1476	CHAIR	silla	5.18181818181818	4	6.72727272727273	6.81818181818182	6.5		N	1239
1481	HAMMER	martillo	4.9	5.5	6.55	6.95454545454545	6.27272727272727		N	872
1495	HAPPY	feliz	8.55	5.55	5	5.39130434782609	6.40909090909091		A	600
1496	GRANDMOTHER	abuela	8.2	2.2	5.85714285714286	6.75	6.72727272727273		N	12
1499	JUICE	jugo	5.3	3.86363636363636	4.4	4.90476190476191	3.9		N	771
1507	FRUIT	fruto	6.22727272727273	3.15	4.13636363636364	5.90909090909091	4.95		N	616
1510	CHIN	mentón	5.09090909090909	4.13636363636364	6.5	5.85714285714286	4		N	897
1517	WASP	avispa	3.05	6.6	6.56521739130435	7	5.81818181818182		N	138
1530	BOWL	cuenco	4.78260869565217	3.65	5.72727272727273	6.73913043478261	5.27272727272727		N	394
1538	SCORPION	escorpión	3.35	6.5	6.69565217391304	6.78260869565217	5.36363636363636		N	543
1539	BASKET	cesta	5.18181818181818	3.3	5.9	6.59090909090909	5.63636363636364		N	276
1559	MONEY	dinero	6.95454545454545	5.27272727272727	5.36363636363636	6.86363636363636	6.3		N	460
1562	MIND	mente	5.21739130434783	4.8	3.42857142857143	3.25	4.13636363636364		N	895
1564	LAZY	perezoso	4.6	2.23809523809524	5.17391304347826	4.82608695652174	5		A N	1041
1596	LOCK	candado	3.86363636363636	4.3	6.66666666666667	6.77272727272727	4.95833333333333		N V	222
1600	SKIRT	falda	6.03571428571429	4.17391304347826	6	6.85714285714286	5.80952380952381		N	587
1616	CLOTH	tela	4.95238095238095	3.1	5.28571428571429	6.22727272727273	5.15		N	1291
1619	GRANDDAUGHTER	nieta	6.73076923076923	3.6	6.47619047619048	3.65	5.22727272727273		N	967
163	BLACK	negro	4.95454545454545	3.85714285714286	6.28571428571429	6.66666666666667	5.04545454545455		A N	963
1633	FLAT	plano	4.85	3.22727272727273	4.23809523809524	4.95238095238095	4.5		A N	1068
1637	AUTHORITY	autoridad	5	6.86363636363636	4.31818181818182	4.28571428571429	5.17391304347826		N	134
1639	BEER	cerveza	6.05	4.86363636363636	6.57142857142857	6.95454545454545	5.91304347826087		N	275
1643	COUSIN	prima	6.30769230769231	4.35	4.61904761904762	4.25	5.95454545454545		V A N	1096
1646	GIRL	niña	6.64285714285714	4	5.22727272727273	6.90476190476191	6.42857142857143		N A	968
1651	TEAR (OF EYE)	lágrima	2.34782608695652	5.54545454545455	6.31818181818182	6.76190476190476	6		N	780
1654	LIGHTNING	relámpago	5.40909090909091	5.90909090909091	5.90909090909091	6.55	6		N	1167
1657	TRUE	verdadero	7.63636363636364	4.25	4.1	2.15	4.21739130434783		A	1371
1659	DOLL	muñeca	5.57142857142857	3.59090909090909	5.52380952380952	6.68181818181818	5.7		N	947
1663	BED	cama	6.86363636363636	2.55	6.77272727272727	7	6.75		N	208
1673	ARM	brazo	4.8	3.4	6.36363636363636	7	6.31818181818182		N	189
1680	HELMET	casco	5	3.5	6	6.42857142857143	5.8		V N	249
1720	SIGN	marca	5.33333333333333	4.09523809523809	3.0952380952381	4.4	5.4		N V	866
1740	PINE	pino	5.77272727272727	2.65	6.09090909090909	6.09523809523809	5.25		N A 	1058
1747	CUSTOM	costumbre	5.1	3.27272727272727	3.09090909090909	2	4.59090909090909		N	374
1756	WIDOW	viuda	1.54545454545455	5.7	6.09523809523809	4.85	5.36363636363636		N A	1391
1775	TABLE	mesa	5.18181818181818	3.6	6.35	7	6.54545454545455		N V	902
1776	SHAME	vergüenza	3.31818181818182	6.4	3.71428571428571	2.81818181818182	6.09090909090909		N	1373
1801	CHILD (DESCENDANT)	hijo	7.04545454545455	5.27272727272727	6.2	5.85	5.85		N	683
1810	DANGER	peligro	2.5	7.36363636363636	2.9	3.33333333333333	5.13636363636364		V N	1029
1821	BRUSH	cepillo	5.23809523809524	3.90909090909091	5.90909090909091	6.65	6		N	272
183	BAKE	hornear	6.09090909090909	3.95454545454545	5.2	4.23809523809524	5.5		V	693
1838	NAVEL	ombligo	5.22727272727273	3.1	6.54545454545455	6.86363636363636	5.5		N	978
1844	BOAT	bote	4.71428571428571	3.95454545454545	4.77272727272727	6.47826086956522	5.35		V N	186
1845	BALL	pelota	6.04347826086957	4.15	5.90909090909091	7	6.54545454545455		N	1030
1851	POCKET	bolsillo	5.5	4.25	6.13636363636364	6.75	5.63636363636364		N	177
1857	CROCODILE	cocodrilo	3.85	6.85	6.95454545454545	6.75	5		N	310
1873	ANTHILL	hormiguero	4.79166666666667	4.80952380952381	6.4	5.81818181818182	4.45		N	692
1897	HELP	ayudar	7.68181818181818	4.9	2.95	3.2	5.70833333333333		V	140
1899	MAD	loco	4.21739130434783	6.90909090909091	3.3	4.85	5.54545454545455		A N	824
1901	SHOVEL	pala	4.38461538461539	3.5	5.19047619047619	6.5	4.95454545454545		N	991
1905	EAGLE	águila	5.4	4.9	6.8	6.85	5		N	49
1906	SOUR	ácido	4	6.8	5.09523809523809	3.59090909090909	4.95		A N	21
192	CORNER	esquina	4.45454545454545	4.1	5.59090909090909	6.61904761904762	4.5		N V	553
1930	RAVINE	barranco	3.81818181818182	6.05	6.31818181818182	6.75	5.27272727272727		N	162
1938	FORTRESS	castillo	6.09090909090909	4.15	6.15	6.80952380952381	5.36363636363636		N	253
1941	SOLDIER	soldado	3.45	5.72727272727273	6	6.28571428571429	5		N V	1249
1971	FAN (OBJECT)	abanico	5.64285714285714	3.56521739130435	5.63636363636364	6.85714285714286	4.66666666666667		N V	2
1974	CENTIPEDE	ciempiés	4.42857142857143	4.77272727272727	6.65	6.68181818181818	3.85		N	293
1981	WIDOWER	viudo	1.86363636363636	5.2	5.77272727272727	4.22727272727273	5.41666666666667		A N	1392
1986	DISEASE	enfermedad	1.34782608695652	8.35	2.35	3.1	5.77272727272727		N	521
2005	MASK	máscara	4.92857142857143	5	4.09090909090909	6.33333333333333	4.61904761904762		N	877
202	STRENGTH	fuerza	7.625	7.23809523809524	2.2	3.40909090909091	5.4		V N	618
2024	PLOT	conspiración	3.40909090909091	5.65	3.5	2.65217391304348	2.5		N	355
2058	STOOL	taburete	5.04545454545455	3.71428571428571	6.63636363636364	6.76190476190476	5.63636363636364		N	1277
2060	STORY	historia	5.95238095238095	4.31818181818182	2.63636363636364	2.13636363636364	5.18181818181818		N	684
208	NASAL MUCUS (SNOT)	moco	3.77272727272727	4.8	6.04761904761905	6.6	6		N	921
2108	RAINING OR RAIN	lluvia	6.25	2.81818181818182	6.13636363636364	6.72727272727273	6.5		N	820
221	FIRE	incendio	1.35	7.86363636363636	6.31818181818182	6.15	5.82608695652174		V N	717
2240	CORAL SNAKE	coral	5.71428571428571	3.95454545454545	5.09090909090909	5.81818181818182	5.15		N A	363
2250	LEAF (LEAFLIKE OBJECT)	hoja	5.04761904761905	3.13636363636364	5.7	6.61904761904762	6.1		N	686
2291	VOLCANO	volcán	4.16666666666667	7	6.59090909090909	6.59090909090909	6.15		N	1395
2366	ONION	cebolla	3.60869565217391	3.59090909090909	6.75	6.95454545454545	6.18181818181818		N	259
2403	TOY	juguete	6.69230769230769	3.65	3.61904761904762	6.1	6.09090909090909		N	772
2407	BIRTHDAY	cumpleaños	7.8	7	5.59090909090909	6	6.40909090909091		N	401
2433	THEORY	teoría	5.13636363636364	4.5	3.55	2.47619047619048	4.59090909090909		N	1300
2434	TRAGEDY	tragedia	1.59090909090909	6.63636363636364	2.25	4.66666666666667	4.59090909090909		N	1325
2468	BAG	bolso	5.34615384615385	3.8	5.47619047619048	6.85	6.09090909090909		N	178
2471	LADY	dama	5.36363636363636	4.28571428571429	4.76190476190476	5.9	3.95		N	406
249	FOG	niebla	4.59090909090909	4	5.72727272727273	6.40909090909091	4.5		N	966
2505	BEDROOM	habitación	5.625	3.52380952380952	5.76190476190476	6.71428571428571	6.65		N	665
2527	ABILITY	capacidad	7.1304347826087	4.72727272727273	2.65	2	2.81818181818182		N	230
2573	FEELING (EMOTION)	emoción	8.3	8.22727272727273	2.5	3.15	6.43478260869565		N	509
2578	PENCIL	lápiz	5.54545454545455	3.95454545454545	6.5	7	6.68181818181818		N	783
2584	BENCH	banco	4.63636363636364	5	5.04761904761905	6.72727272727273	6.25		N	152
2588	GLOBE	globo	6.17391304347826	3.6	5.77272727272727	6.47619047619048	6.5		N	646
2624	FRAME	marco	4.90476190476191	3.36363636363636	4.04545454545455	6.27272727272727	5.1		V N	867
2626	NERVE	nervio	4.41666666666667	7.42857142857143	4.05	4.28571428571429	4.5		N	964
2665	WART	verruga	1.95	5.75	7	6.4	5.73913043478261		N	1374
2845	SIZE (OF OBJECT)	tamaño	5.1304347826087	4.86363636363636	2.5	2.82608695652174	5.27272727272727		A N	1282
2864	DECREASE	disminución	3	3.86363636363636	2.95	2.23809523809524	3.73913043478261		N	470
2879	SOUND (OF INSTRUMENT OR VOICE)	sonido	6.05	5.18181818181818	3.57142857142857	3.04545454545455	5.60869565217391		N	1254
2930	BOSS	jefe	4.38095238095238	5.19047619047619	5.5	5.13636363636364	5.13636363636364		N	762
2940	GATE	puerta	5	4.40909090909091	6.54545454545455	6.81818181818182	6.59090909090909		N	1123
2941	HAPPINESS	felicidad	8.82608695652174	5.3	2.85	4	5.95454545454545		N	599
2955	STATE (POLITICS)	estado	5.16666666666667	4.85714285714286	2.35	1.95454545454545	3.45		N V	554
2965	PAW	pata	4.90476190476191	3.3	5.09090909090909	6.6	5.3		N 	1014
2980	AREA	avión	5.13636363636364	6.5	6.7	6.85	6.4		N	137
3	BRAVE	valiente	7.68181818181818	5.4	4.4	3.6	4		A N	1357
3033	SCARED	asustado	2.7	6.09523809523809	5.43478260869565	5.04347826086957	5.39130434782609		A V	120
3091	LEMON	limón	5.27272727272727	4.45	6.81818181818182	6.95	5.7		N	806
3092	LIGHTER	mechero	5.30434782608696	4.65	6.95454545454545	6.95454545454545	6.40909090909091		N	886
3102	TANK	tanque	2.77272727272727	6.5	5.9	6.55	5.1		N	1286
3105	UMBRELLA	paraguas	3.15	5.3	6.28571428571429	7	6.63636363636364		N	1001
3106	WARDROBE	armario	4.95	4	6.5	6.90476190476191	6.18181818181818		N	99
3202	CANNON	cañón	2.95238095238095	5.8	6.35	6.55	4.5		N A	228
3230	DECEIVE	engañar	1.47826086956522	7.63636363636364	4.04761904761905	2.66666666666667	5		V	524
326	CLOAK	capa	5.19047619047619	3.95454545454545	5.85	6.40909090909091	5.05		N V	229
3282	GROOM	novio	6.55	6.09090909090909	6.14285714285714	5.22727272727273	6.40909090909091		V N	973
3311	FLOWING BODY OF WATER	arroyo	4.73913043478261	4.04545454545455	5.85714285714286	5.72727272727273	3.77272727272727		V N	102
3333	BELIEF (RELIGIOUS)	creencia	5.5	4.15	3.05	2.2	4		N	379
3349	WRISTWATCH	reloj	5.19047619047619	3.9	6.65	6.95454545454545	6.09090909090909		N	1169
3375	PATIENT (SICK PERSON)	paciente	4.95454545454545	4	5.09523809523809	5	5.7		A N	988
3377	EMPEROR	emperador	4.85	5.05	5.04761904761905	5.04545454545455	4.18181818181818		N	510
3396	BUILDING	edificio	5	4.09090909090909	5.52380952380952	6.77272727272727	6.22727272727273		N	492
34	STAIRS	escalera	4.95454545454545	4	6.28571428571429	6.81818181818182	6.36363636363636		N	537
356	SHEARS	tijeras	4.9	5.28571428571429	6.76190476190476	6.90909090909091	6.22727272727273		N	1307
3608	WARRIOR	guerrero	3.65	6.22727272727273	5.7	5.45	4.26086956521739		A N	662
3644	AGREEMENT	acuerdo	6.56521739130435	4	3.15	3.31818181818182	4.31818181818182		V N	27
3695	MOVEMENT	movimiento	5.31818181818182	5.5	3.85	4.61904761904762	4.75		N	943
3709	BRILLIANT	brillante	7.15384615384615	6.15	2.9047619047619	4.3	4.54545454545455		A N	191
3711	TIE (NOUN)	corbata	4.95652173913043	4.4	6.68181818181818	6.90909090909091	6.54545454545455		N	365
3748	DROP (OF A LIQUID)	gota	5.40909090909091	3.28571428571429	5.25	6.65	5.85		N	651
377	LOUD	ruidoso	3.59090909090909	6.7	4.91304347826087	4.78260869565217	5		A	1202
3873	CHOCOLATE	chocolate	7.19047619047619	5.75	6.4	6.8	6.5		N	288
394	SHAMAN (FOLK HEALER)	curandero	5.15384615384615	4.4	5.38095238095238	3.75	4.04545454545455		N	404
3958	SOCIETY	sociedad	5.54545454545455	5.5	3	2.59090909090909	5.54545454545455		N	1246
476	CUP	taza	5.43478260869565	3.6	6.22727272727273	7	6.27272727272727		N V	1289
480	PLATE	plato	5.54545454545455	3.36363636363636	5.08695652173913	6.95652173913043	6.04545454545455		N	1070
485	DISAPPEAR	desaparecer	2.95652173913043	5.68181818181818	3.35	3.52380952380952	4.72727272727273		V	425
487	SHY	tímido	3.61904761904762	3.68181818181818	4.6	3.0952380952381	5.59090909090909		A	1308
503	FROG	rana	5.31818181818182	3.6	6.6	6.95238095238095	5.45454545454545		N	1140
506	MAIZE	maíz	5.6	3.22727272727273	6.40909090909091	6.59090909090909	5.09090909090909		N	840
522	WOLF	lobo	5.86363636363636	5.45	6.76190476190476	6.8	4.65217391304348		N 	821
568	RISE (MOVE UPWARDS)	ascender	6.77272727272727	5.8	5	3.45454545454545	4.33333333333333		V	108
585	BOOT	bota	5	4	5.40909090909091	6.90909090909091	5.85		V N A 	185
59	ELECTRICITY	electricidad	5.36363636363636	5.3	4.3	4.15	3.63636363636364		N	501
593	POTATO	papa	7	4.5	5.4	6.42857142857143	6.05		V N	998
594	PIECE	pieza	4.85	3.85714285714286	4.09090909090909	4.95454545454545	5.04545454545455		N	1053
6	EARTHQUAKE	terremoto	1.75	7.33333333333333	5.40909090909091	4.85	5.47826086956522		N	1302
604	GLASS	cristal	5	4.04347826086957	4.04545454545455	6.47619047619048	4.90476190476191		N	381
605	GRAIN	grano	3.7	4.77272727272727	4.68181818181818	6.52173913043478	5.2		V N	656
610	PORT	puerto	6.30434782608696	3.65	5.85714285714286	5.9	5.90909090909091		N	1124
617	ICE	hielo	5.04545454545455	4.3	6.5	6.5	5.86363636363636		V N	680
621	IRON	hierro	4.80952380952381	4.77272727272727	5.86363636363636	5.90909090909091	4.81818181818182		V N	681
625	LAMP	lámpara	5	3.8	6.4	6.80952380952381	6.5		N 	782
633	MARKET	mercado	5	5.13636363636364	4.13636363636364	6.23809523809524	5.54545454545455		N V	898
635	MILK	leche	5.95	3.40909090909091	6.27272727272727	6.90909090909091	6.4		V N	787
636	MILL	molino	5	3.38095238095238	6.04761904761905	6.68181818181818	4.90909090909091		N	925
64	PIN	alfiler	4.26923076923077	4.8	6.42857142857143	6.9	4.31818181818182		N	56
646	ASH	ceniza	3.5	4.71428571428571	6.57142857142857	6.31818181818182	4.36363636363636		N A	269
648	PAPER	papel	5.31818181818182	3.72727272727273	5.15	6.90909090909091	6.54545454545455		N	999
652	PLAIN	llano	4.71428571428571	2.71428571428571	5.34782608695652	5.56521739130435	4.5		A N	816
662	BATTERY	pila	4.90476190476191	4.27272727272727	5.33333333333333	6.55	5.15		N	1054
665	BEE	abeja	2.9	7.13636363636364	6.86363636363636	6.77272727272727	5.78260869565217		N	3
677	AXE	hacha	3.91304347826087	6.05	6.5	6.55	4.36363636363636		N V	667
68	TATTOO	tatuaje	5.82142857142857	5.75	5.59090909090909	6.95238095238095	6.30434782608696		N	1288
682	SIDE	lado	5.3	3.5	3.4	4.5	4.30434782608696		N	776
683	PERSON	gente	6.47619047619048	5.40909090909091	3.1	6.6	6.2		N	640
710	WHEEL	rueda	4.85714285714286	3.80952380952381	6.04545454545455	6.63636363636364	6.27272727272727		V N	1199
720	GOOD LUCK	suerte	8.08695652173913	4.65	2.15	2.22727272727273	4.95454545454545		N	1264
722	ATTACK	ataque	3.04166666666667	7.19047619047619	3.40909090909091	4.05	4.5		V N	121
730	SNAKE	serpiente	4.04761904761905	6.63636363636364	6.55	6.85	5.35		N	1232
744	EGG	huevo	5	3.65	6.57142857142857	6.90909090909091	5.90909090909091		N	699
745	SHELF	repisa	5	3.86363636363636	5.76190476190476	5.13636363636364	4.13636363636364		N	1170
753	PUPIL (STUDENT)	alumno	5.42307692307692	4.65	5.38095238095238	5.95	6.54545454545455		N	63
767	CORPSE	cadáver	1.68181818181818	7.09090909090909	6.13636363636364	6.5	5.45454545454545		N	200
771	HAT	sombrero	5.4	3.18181818181818	6.45	6.86363636363636	6.13636363636364		N	1253
772	BELT	cinturón	4.65384615384615	3.65	5.90476190476191	6.9	6.04545454545455		N	296
779	PART	pedazo	4.90476190476191	4.05	3.45454545454545	4.42857142857143	4.09090909090909		N	1025
781	FEAR (FRIGHT)	miedo	2.7	6.90909090909091	4.13636363636364	2.75	5.04347826086957		N	908
783	VICTORY	victoria	8.09090909090909	5.42857142857143	3.95	3.95454545454545	5.40909090909091		N	1382
785	STRONG	fuerte	7.5	6.19047619047619	3.72727272727273	4.95652173913043	5.4		A N B	617
788	SOAP	jabón	6	3.14285714285714	6.04761904761905	6.75	6.45		N	760
792	BOIL (OF LIQUID)	hervir	4.52380952380952	4.45454545454545	5.5	4.85714285714286	5.86363636363636		V	678
803	ANKLE	tobillo	4.85	3.7	6.9	6.85714285714286	5.86363636363636		N	1312
806	BLANKET	manta	5.95	2.35	5.47619047619048	6.95454545454545	5.86363636363636		N	856
811	SOUL	alma	6.63636363636364	3.45	2.38095238095238	2.9	4.31818181818182		N A	60
82	ANGER	enfado	2.42857142857143	7.35	4.73913043478261	4.73913043478261	5.77272727272727		N	520
842	LIQUOR	aguardiente	4.72727272727273	5.25	6.40909090909091	5.90909090909091	4.33333333333333		N	46
843	SPIDER	araña	3.4	7.27272727272727	6.55	6.85	6.1		N V	96
845	MURDER	asesinar	1.19047619047619	7.95454545454545	5.95652173913043	5.30434782608696	4.90909090909091		V	110
850	SQUARE	cuadrado	4.90476190476191	3.45	5.59090909090909	6.7	4.95454545454545		A N V	389
858	STORM	tormenta	4.4	5.95454545454545	5.47619047619048	6.3	6.47826086956522		N	1317
861	JUDGE	juez	4.3	5.55	6.38095238095238	6.55	5.09090909090909		N	770
866	WIN	ganar	7.58333333333333	7.09523809523809	4.13636363636364	3.45	6.15		V	630
867	GLOVE	guante	5.15	3.95454545454545	6.13636363636364	6.85714285714286	5.90909090909091		N	659
889	FLAME	llama	5.18181818181818	5.35	4.15	5.95	5.25		N V	814
902	ADULTERY	adulterio	3.45	7.59090909090909	5.27272727272727	4	3.60869565217391		N	36
908	DRUM	tambor	5.75	4.8695652173913	5.77272727272727	7	5.04761904761905		N	1283
911	TEMPLE	iglesia	4.19047619047619	3.66666666666667	5.5	6.63636363636364	6.09090909090909		N	707
