CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_OCCURRENCES_TOTAL	ENGLISH_OCCURRENCES_NUM	ENGLISH_AOA_MEAN	ENGLISH_DUNNO	LINE_IN_SOURCE
1518	STUPID	stupid	20	20	4.4	1	26369
1519	RUN	run	19	19	4.47	1	23564
152	HOOF	hoof	21	21	6.9	1	13049
1520	CRUSH	crush	19	19	7.58	1	6460
1521	SEEM	seem	19	19	6.74	1	24229
1522	SOCK	sock	18	18	2.94	1	25315
1523	FORGET	forget	18	18	4.78	1	10831
1524	WINE	wine	20	20	7.9	1	30712
1525	COAST	coast	21	21	6.43	1	4991
1526	MEAL	meal	19	19	4.74	1	16729
1527	TICK	tick	20	20	6.05	1	27630
1528	FORGIVE	forgive	18	18	5.44	1	10836
1529	LAST (FINAL)	last	21	21	4.346085	1	15446
153	GREY	gray	19	19	5.74	1	11966
1530	BOWL	bowl	19	19	4.26	1	3152
1531	BRANCH	branch	18	18	5.11	1	3210
1532	SHEAR	shear	18	18	8.67	1	24519
1533	BE HUNGRY	hungry	19	19	3.63	1	13278
1534	FEVER	fever	19	19	5.84	1	10196
1535	SWORD	sword	20	20	5.45	1	26904
1536	UNDERSTAND	understand	18	18	6.17	1	28854
1537	SPRINGTIME	spring	1935	1933	5.5	0.9989664082687338	25776
1538	SCORPION	scorpion	19	19	7.84	1	24017
1539	BASKET	basket	18	18	5.67	1	2177
154	UDDER	udder	19	17	7.29	0.8947368421052632	28499
1540	EYELASH	eyelash	20	20	5.8	1	9834
1541	CULTIVATE	cultivate	18	18	12.39	1	6529
1542	ACCOMPANY	accompany	20	20	10.75	1	168
1543	SNAIL	snail	19	19	5.79	1	25189
1544	SOMETIMES	sometimes	20	20	6.370915000000001	1	25393
1545	HOST	host	19	19	8.05	1	13133
1546	TWICE	twice	20	20	5.891350000000001	1	28447
1547	SOUP	soup	19	19	5.37	1	25470
1548	UGLY	ugly	18	18	4.17	1	28501
1549	TRIBE	tribe	18	18	8.17	1	28192
1550	PREVENT	prevent	20	20	8.6	1	21209
1551	FEMALE	female	18	18	5.89	1	10124
1552	GLOOMY	gloomy	18	18	9.28	1	11664
1553	MALE	male	19	19	5.63	1	16374
1554	MAN	man	19	19	3.11	1	16417
1555	CHAMELEON	chameleon	20	17	10.18	0.85	4344
1556	YOLK	yolk	19	19	5.89	1	31047
1557	BEGINNING	beginning	20	20	5.4	1	2354
1558	SIMILAR	similar	18	18	7.33	1	24829
1559	MONEY	money	19	19	5.11	1	17443
156	RED	red	19	19	3.68	1	22436
1560	FACE	face	20	20	3.75	1	9856
1561	ARMY	army	20	20	7.15	1	1403
1562	MIND	mind	19	19	5.37	1	17142
1563	PYTHON	python	19	19	7.89	1	21830
1564	LAZY	lazy	18	18	6.39	1	15525
1565	HEAVEN	heaven	18	18	4.22	1	12645
1566	GUN	gun	19	19	5.58	1	12183
1567	DOOR	door	20	20	3.05	1	8199
1568	ARRANGE	arrange	18	18	8.28	1	1413
1569	CHEESE	cheese	18	18	4.33	1	4481
157	DYE	dye	18	18	7.56	1	8548
1570	EQUAL	equal	19	19	6.47	1	9277
1571	SELL	sell	19	19	7.05	1	24266
1572	SURPRISED	surprised	19	19	6.63	1	26767
1573	SWELL	swell	19	19	7.42	1	26864
1574	FLOAT	float	18	18	5.39	1	10548
1575	COCKROACH	cockroach	20	20	6.25	1	5034
1577	AND	and	20	19	4.569882000000001	0.95	964
1578	IGUANA	iguana	19	18	7.61	0.9473684210526315	13528
1579	BE	be	18	18	5.11	1	2242
158	PUT ON	clothe	18	18	8.83	1	4936
1580	ONLY	only	21	21	4.953534000000001	1	18797
1581	ALLIGATOR	alligator	18	18	4.78	1	731
1583	BRAIN	brain	21	21	5.76	1	3191
1584	BLISTER	blister	19	19	6.74	1	2790
1585	SLEEP	sleep	19	19	2.79	1	25021
1587	SMELL (STINK)	stink	20	20	4.3	1	26118
1588	TURN	turn	19	19	4.11	1	28392
1589	HUMMINGBIRD	hummingbird	19	19	6.95	1	13259
1590	WAIT (FOR)	wait	20	20	4.3	1	30210
1591	UP	up	21	21	2.918047	1	29584
1592	CHEST	chest	20	20	5.05	1	4511
1593	DEEP	deep	19	19	5.47	1	6964
1594	FLOUR	flour	19	19	6.89	1	10585
1595	SOUTH	south	18	18	6.06	1	25480
1596	LOCK	lock	19	19	5.74	1	15963
1597	AIRPLANE	airplane	18	18	3.94	1	630
1598	NORTH	north	20	20	6.55	1	18412
1599	WORD	word	19	19	4.42	1	30863
16	SLED	sleigh	20	20	6	1	25036
160	SET (HEAVENLY BODIES)	set	19	18	6	0.9473684210526315	24419
1600	SKIRT	skirt	18	18	5.67	1	24953
1601	WEAK	weak	19	19	5.58	1	30384
1602	WAKE UP	waken	18	15	8.2	0.8333333333333334	30219
1603	MOSQUE	mosque	19	17	14.12	0.8947368421052632	17589
1605	SKULL	skull	18	18	6.33	1	24961
1606	INSIDE	inside	22	22	4.772365000000001	1	14330
1607	HATE	hate	19	19	5.53	1	12511
1608	LISTEN	listen	20	20	5.4	1	15883
1609	IDEA	idea	19	19	5.95	1	13478
161	MISS (A TARGET)	miss	18	18	6.33	1	17295
1610	PROSTITUTE	prostitute	18	18	11.78	1	21504
1611	INVITE	invite	19	19	6.79	1	14687
1612	LETTER	letter	19	19	4.74	1	15670
1613	COLOR	color	18	18	4	1	5183
1614	SUMMIT	summit	18	18	10.11	1	26603
1615	ESCAPE	escape	20	20	6.6	1	9363
1616	CLOTH	cloth	20	20	5.3	1	4935
1617	GRANDCHILD	grandchild	19	19	5.26	1	11884
1618	GRANDSON	grandson	19	19	5.89	1	11902
1619	GRANDDAUGHTER	granddaughter	19	19	4.68	1	11887
162	HICCOUGH	hiccough	19	15	10.2	0.7894736842105263	12817
1620	SON	son	18	18	3.78	1	25401
1621	SNEEZE	sneeze	18	18	4.17	1	25214
1622	SHIRT	shirt	19	19	3.53	1	24600
1623	SPEAK	speak	18	18	3.56	1	25553
1624	EMPTY	empty	19	19	4.79	1	8981
1625	DEAD	dead	18	18	5.17	1	6810
1626	EXPLAIN	explain	18	18	6.5	1	9702
1627	CHAIN	chain	18	18	5.22	1	4323
1628	SQUIRREL	squirrel	18	18	4.44	1	25845
1629	EVENING	evening	19	19	5.84	1	9464
163	BLACK	black	18	18	3.56	1	2702
1630	MACAW	macaw	19	15	8.8	0.7894736842105263	16239
1631	FAST	fast	22	21	3.738636	0.9545454545454546	10004
1632	FLOOR	floor	19	18	4.44	0.9473684210526315	10560
1633	FLAT	flat	19	19	5.68	1	10464
1634	HUNDRED	hundred	19	19	5.47	1	13275
1635	OBEY	obey	18	18	5.44	1	18576
1636	MOTIONLESS	motionless	19	18	8.83	0.9473684210526315	17614
1637	AUTHORITY	authority	18	18	7.5	1	1728
1638	TRUTH	truth	19	19	4.42	1	28322
1639	BEER	beer	18	18	6.11	1	2337
164	KANGAROO	kangaroo	20	20	5.55	1	15061
1640	SIBLING	sibling	19	19	7.58	1	24735
1641	SILK	silk	18	18	7.39	1	24812
1642	NIECE	niece	19	19	7	1	18188
1643	COUSIN	cousin	19	19	4.95	1	6150
1644	RELATIVES	relative	19	19	6.47	1	22686
1645	SHORT	short	19	19	4.32	1	24643
1646	GIRL	girl	19	19	4	1	11572
1647	FOAL	pony	18	18	5.39	1	20751
1648	ANVIL	anvil	19	19	10.79	1	1161
165	WALLABY	wallaby	20	14	12.36	0.7	30229
1650	WATCH	watch	18	18	4.33	1	30326
1652	INSTEAD	instead	21	21	6.6799680000000015	1	14376
1653	BLIND	blind	19	19	7	1	2778
1654	LIGHTNING	lightning	21	21	4.76	1	15779
1655	BLINK	blink	19	19	5.63	1	2784
1656	NEVER	never	22	22	5.070761000000001	1	18136
1657	TRUE	true	21	21	4.644481000000001	1	28303
1659	DOLL	doll	19	19	3.68	1	8158
166	MAINLAND	mainland	19	19	11.63	1	16330
1661	STRAIT	strait	18	18	11.11	1	26227
1662	CAPE	cape	22	22	6.903765000000001	1	3890
1663	BED	bed	19	19	2.89	1	2302
1664	RAFT	raft	20	20	7.35	1	22033
1665	BEAT	beat	20	20	6.15	1	2281
1666	MUTE	mute	19	19	9.84	1	17829
1667	HOLE	hole	19	19	5.05	1	12950
1668	GRIEF	grief	18	18	8.39	1	12007
1669	ANCESTORS	ancestor	18	18	8.61	1	952
167	MAIL	mail	20	20	4.65	1	16321
1671	TOWER	tower	21	21	6.33	1	27937
1672	WRITE	write	18	18	4.89	1	30966
1673	ARM	arm	19	19	3.26	1	1382
1674	POOR	poor	19	19	6.11	1	20761
1675	PROMISE	promise	18	18	5.67	1	21412
1676	ALWAYS	always	20	20	6.2643450000000005	1	805
1678	HUT	hut	20	20	8.1	1	13308
1679	LOAD	load	18	18	7.78	1	15929
168	REST	rest	18	18	4.22	1	23029
1680	HELMET	helmet	21	21	5.71	1	12700
1681	WAIST	waist	19	19	6.42	1	30206
1682	GUILTY	guilty	19	19	8.05	1	12158
1683	BUSH	bush	20	20	4.9	1	3601
1684	BUD	bud	20	20	7.010335	1	3455
1685	AFTER	after	20	20	5.997920000000001	1	510
1686	BEHIND	behind	21	21	4.900249000000001	1	2369
1688	FATE	fate	20	20	10.3	1	10019
1689	SMOKE (INHALE)	smoking	22	22	6.733883	1	25164
169	IT	it	21	21	4.39937	1	14792
1690	FENCE	fence	18	18	6.28	1	10136
1691	FLEXIBLE	flexible	19	19	7.58	1	10517
1696	SURRENDER	surrender	18	18	7.61	1	26773
1698	CURVED	curved	18	18	6.67	1	6605
1699	SUNDAY	sunday	22	22	5.4401340000000005	1	26620
17	EYELID	eyelid	18	18	6.33	1	9836
1700	SATURDAY	saturday	22	22	5.480882	1	23814
1702	HOLY	holy	20	20	5.55	1	12968
1703	SIX	six	20	20	5.251930000000001	1	24901
1704	SEVEN	seven	20	20	5.3585	1	24427
1705	EIGHT	eight	20	20	5.3585	1	8758
1706	ELEVEN	eleven	20	20	5.784780000000001	1	8835
1707	TWELVE	twelve	22	22	4.4846260000000004	1	28444
1709	FIFTEEN	fifteen	20	20	6.104490000000001	1	10248
1711	TELL	tell	19	19	4.26	1	27281
1712	OATH	oath	18	18	11.39	1	18565
1715	THIRTY	thirty	22	22	5.944635000000001	1	27523
1716	FORTY	forty	20	20	6.53077	1	10889
1717	FIFTY	fifty	22	22	5.550326	1	10250
1718	SIXTY	sixty	22	22	5.742152000000001	1	24905
1719	BURY	bury	18	18	6.28	1	3597
1720	SIGN	sign	19	19	4.32	1	24788
1722	EIGHTY	eighty	21	21	5.870036000000002	1	8761
1724	NINETY	ninety	20	20	6.690625000000001	1	18227
1725	CORRECT (RIGHT)	correct	19	19	5.37	1	5986
1726	WET	wet	19	19	2.47	1	30484
1727	THRESHOLD	threshold	20	20	11.9	1	27564
1728	ROTTEN	rotten	21	21	6.95	1	23471
1730	CHEEK	cheek	18	18	5.06	1	4469
1732	SKY	sky	18	18	4.17	1	24965
1733	RAINBOW	rainbow	19	19	4.26	1	22062
1735	TEAR (SHRED)	tear	19	19	4.89	1	27196
1737	OKRA	okra	19	18	12.61	0.9473684210526315	18754
1739	DECORATE	decorate	18	18	7	1	6937
174	PROUD	proud	18	18	5.44	1	21538
1740	PINE	pine	19	19	5.53	1	20350
1741	ABOVE	above	21	21	4.548568000000001	1	65
1743	JOIN	join	18	18	5.83	1	14949
1744	SPLEEN	spleen	18	17	11.35	0.9444444444444444	25701
1745	HIP	hip	18	18	6.17	1	12879
1746	BLADDER	bladder	18	18	10.78	1	2723
1747	CUSTOM	custom	22	22	8.36	1	6618
1748	RIDGE	ridge	19	19	8.84	1	23271
1749	TAKE	take	19	19	4.37	1	27038
175	BLOW (OF WIND)	blow	21	21	4	1	2849
1750	CHOOSE	choose	19	19	4.74	1	4622
1751	BIRTHMARK	birthmark	20	20	6.85	1	2667
1752	LEAVE	leave	19	19	5.58	1	15563
1753	TOP	top	18	18	3.89	1	27846
1754	BRACELET	bracelet	19	19	5.68	1	3176
1755	UNDRESS	undress	18	18	5.28	1	28912
1756	WIDOW	widow	19	19	9	1	30634
1757	TIRED	tired	21	21	4.62	1	27730
1763	CLUB	club	19	19	5.89	1	4959
1764	OBSCURE	obscure	1931	1909	11.87	0.9886069394096323	18614
1766	FINISH	finish	19	19	6.32	1	10313
1767	SCRAPE	scrape	19	19	6.21	1	24036
1768	FOAM	foam	20	20	6.15	1	10650
1769	AXLE	axle	20	20	10.85	1	1841
1770	CARCASS	carcass	20	20	12.25	1	3957
1771	TASTELESS	tasteless	19	19	9.53	1	27145
1772	ELK	elk	19	19	7.05	1	8848
1773	GRAVE	grave	18	18	7.06	1	11948
1774	STINGY	stingy	18	18	7.78	1	26117
1775	TABLE	table	18	18	4.39	1	26981
1776	SHAME	shame	20	20	6.55	1	24483
1777	RESEMBLE	resemble	19	19	10.05	1	22961
1778	APPROACH	approach	20	20	8.5	1	1275
1779	DARE	dare	19	19	6.63	1	6744
178	RIPE	ripe	18	18	7.11	1	23322
1780	BILE	bile	20	18	11.67	0.9	2566
1781	THUMB	thumb	19	19	4.42	1	27603
1782	GUEST	guest	19	19	6.21	1	12138
1783	PAIN	pain	19	19	4.26	1	19359
1784	WANT	want	19	19	4.16	1	30250
1787	LOOM	loom	18	18	8.78	1	16054
1788	TELEVISION	television	19	19	4.11	1	27279
1789	AGE	age	21	21	4.38	1	533
179	RIPEN	ripen	18	18	7.22	1	23323
1791	BUTTERFLY	butterfly	18	18	3.67	1	3638
1792	PERJURY	perjury	19	18	12.78	0.9473684210526315	19994
1793	BAT	bat	20	20	4.85	1	2192
1794	FURROW	furrow	18	13	13	0.7222222222222222	11184
1796	SLAUGHTER	slaughter	18	18	9.56	1	25003
1797	HEDGEHOG	hedgehog	20	19	8.63	0.95	12658
1798	GUNPOWDER	gunpowder	19	19	9.74	1	12199
1799	HYENA	hyena	18	18	6.61	1	13356
18	EARLOBE	earlobe	19	18	6	0.9473684210526315	8583
1801	CHILD (DESCENDANT)	offspring	20	20	11.65	1	18734
1802	SCREW	screw	37	37	6.65	1	24058
1803	WOOD	wood	19	19	4.58	1	30829
1804	BOMB	bomb	19	19	8	1	2974
1806	BEGIN	begin	19	19	4.84	1	2352
1807	AFTERNOON	afternoon	20	20	4.65	1	521
1808	PUS	pus	18	18	7.78	1	21778
1809	PIMPLE	pimple	21	21	9.57	1	20340
181	ANTEATER	anteater	19	18	8.5	0.9473684210526315	1069
1810	DANGER	danger	18	18	4.61	1	6734
1812	TRY	try	18	18	3.44	1	28325
1813	TASTY	tasty	20	20	5.4	1	27148
1814	ACCUSE	accuse	20	20	9.1	1	199
1815	ACHE	ache	19	19	5.79	1	214
1816	BESIDE	beside	20	20	7.2234750000000005	1	2466
1817	WEST	west	18	18	5.89	1	30477
1819	LOOK	look	19	19	4.05	1	16047
182	SPOKE	spoke	22	22	6.232374000000001	1	25722
1820	BEAR	bear	19	19	3.58	1	2267
1821	BRUSH	brush	18	18	3.78	1	3416
1823	BORROW	borrow	20	20	6.95	1	3088
1824	DEXTEROUS	skilful	19	18	10.06	0.9473684210526315	24934
1825	COPPER	copper	20	20	7.95	1	5903
1826	ANGRY	angry	20	20	4.45	1	998
1828	ASK (REQUEST)	request	19	19	8.74	1	22929
1829	JUMP	jump	19	19	2.84	1	15020
183	BAKE	bake	18	18	5.5	1	1967
1830	CRANE	crane	21	21	6.775881000000001	1	6229
1831	MEET	meet	19	19	4.74	1	16794
1833	DINNER (SUPPER)	dinner	1933	1933	3.99	1	7639
1834	SHE	she	22	22	3.568124	1	24517
1835	MARROW	marrow	19	19	12.16	1	16574
1836	VAGINA	vagina	18	18	8.89	1	29718
1837	VULVA	vulva	18	18	13.11	1	30179
1838	NAVEL	navel	20	20	9.6	1	17971
1839	CRY	cry	18	18	2.78	1	6467
184	MAST	mast	20	17	10.59	0.85	16621
1840	BUILD	build	20	20	4.45	1	3480
1841	SUSPECT	suspect	19	19	8.58	1	26793
1842	OBSTINATE	obstinate	19	18	13.11	0.9473684210526315	18639
1843	THOUSAND	thousand	20	20	6.6	1	27547
1844	BOAT	boat	19	19	3.84	1	2916
1845	BALL	ball	21	21	2.9	1	1989
1846	RULE	rule	18	18	4.72	1	23547
1847	SICK	sick	19	19	4.05	1	24736
1848	QUARREL	quarrel	19	19	8.32	1	21871
1849	ROW	row	19	19	7	1	23505
185	FIREPLACE	fireplace	19	19	7.37	1	10335
1850	COTTON	cotton	20	20	6	1	6053
1851	POCKET	pocket	19	19	4.74	1	20618
1852	OFTEN	often	20	20	6.53077	1	18736
1853	DOVE	dove	19	19	6.63	1	8259
1854	SPARROW	sparrow	21	21	7.489900000000001	1	25540
1855	BIRCH	birch	22	21	10.836198000000001	0.9545454545454546	2651
1856	SOFT	soft	22	22	3.95	1	25328
1857	CROCODILE	crocodile	18	18	5.11	1	6377
1858	FISHERMAN	fisherman	19	19	5.16	1	10363
1859	THIRD	third	22	22	4.580539	1	27520
186	SHIN	shin	18	18	8.39	1	24572
1860	BEAD	bead	19	19	5.63	1	2251
1861	ACTIVE	active	19	19	6.53	1	271
1862	DONKEY	donkey	19	19	6	1	8187
1863	AMAZING	amazing	18	18	5.22	1	824
1864	HUNGER	hunger	18	18	6.06	1	13277
1865	BUZZARD	buzzard	20	18	9.83	0.9	3655
1866	STUTTER	stutter	18	18	8.78	1	26374
1867	COIN	coin	18	18	4.17	1	5109
1868	VISIBLE	visible	20	20	8.05	1	30068
1869	BUY	buy	36	36	5.56	1	3650
187	LOIN	loin	19	18	11.06	0.9473684210526315	16010
1870	ANCHOR	anchor	18	18	5.72	1	956
1871	CAMEL	camel	18	18	5.11	1	3785
1873	ANTHILL	anthill	18	16	7	0.8888888888888888	1081
1874	SAUSAGE	sausage	19	19	6.05	1	23828
1875	REGRET	sorry	18	18	3.44	1	25450
1876	REINDEER	caribou	19	17	12.06	0.8947368421052632	3992
1877	EAST	east	18	18	6.94	1	8615
1879	DANCE	dance	19	19	4.63	1	6724
1880	PASSIONATE	passionate	18	18	11.28	1	19646
1881	ENOUGH	enough	20	20	6.957050000000001	1	9133
1882	BEFORE	before	22	22	5.454413000000001	1	2344
1884	HARD	hard	18	18	4.39	1	12434
1885	ARMADILLO	armadillo	20	20	8.608885	1	1384
1886	ARMPIT	armpit	20	20	6	1	1400
1887	CHEAP	cheap	18	18	7.11	1	4444
1888	PAIR	pair	18	18	5.94	1	19374
1889	ARSON	arson	20	20	11.2	1	1434
1890	BELIEVE	believe	18	18	5.78	1	2389
1891	PUMA	puma	18	16	9	0.8888888888888888	21698
1892	TOUCH	touch	19	19	5.16	1	27912
1893	QUAIL	quail	21	18	9.72	0.8571428571428571	21851
1894	ASHAMED	ashamed	19	19	7.11	1	1484
1895	CLOTHES	clothes	18	18	3.11	1	4937
1896	FINGERNAIL OR TOENAIL	nail	19	19	5.42	1	17888
1897	HELP	help	20	20	3.65	1	12703
1898	SPECTACLES	glasses	22	22	4.346085	1	11611
1899	MAD	mad	20	20	3.55	1	16261
190	MOW	reap	19	18	9.83	0.9473684210526315	22243
1901	SHOVEL	shovel	18	18	6.28	1	24667
1902	BETRAY	betray	18	18	9.39	1	2487
1903	SWELLING	bump	20	20	4.35	1	3526
1904	DROWN	drown	18	18	7	1	8417
1905	EAGLE	eagle	18	18	5.83	1	8574
1906	SOUR	sour	19	19	4.89	1	25473
1907	MOLE	mole	21	21	7.33	1	17410
1908	ATTENTIVE	attentive	19	19	9.37	1	1653
1909	SHAKE	shake	19	19	5.26	1	24466
191	NUT	nut	19	19	5.21	1	18533
1913	PRESS	press	20	20	6.4	1	21172
1914	DEBT	debt	18	18	10.44	1	6858
1915	FIR	fir	18	16	8.75	0.8888888888888888	10317
1916	GILL	gill	22	22	7.393987000000001	1	11549
1917	TIE	tie	19	19	4.74	1	27645
1918	MANE	mane	20	20	5.6	1	16434
1919	TORCH	torch	19	19	7.84	1	27869
192	CORNER	corner	19	19	5.21	1	5953
1923	ROUGH	rough	19	19	6.21	1	23477
1924	VEIN	vein	19	19	8.53	1	29839
1925	ARTERY	artery	18	16	13.06	0.8888888888888888	1440
1926	OINTMENT	ointment	20	20	7.9	1	18751
1927	BAMBOO	bamboo	18	18	9.28	1	2018
1928	CEASE	cease	19	19	9.26	1	4209
1929	STUDY	study	19	19	6.58	1	26351
193	SHALLOW	shallow	20	20	7	1	24474
1930	RAVINE	ravine	19	18	10.61	0.9473684210526315	22179
1931	BEESWAX	beeswax	20	20	8.5	1	2339
1932	GUESS	guess	18	18	5.44	1	12134
1933	LOOSEN	loosen	18	18	7.22	1	16062
1934	BEGGAR	beggar	19	19	7.63	1	2350
1935	ANUS	anus	18	18	11.17	1	1160
1936	DEER	deer	18	18	5.17	1	6968
1937	THERE	there	20	20	5.251930000000001	1	27472
1938	FORTRESS	fortress	20	20	10.05	1	10883
1939	SWEAR	swear	19	19	7.21	1	26842
194	FAMILY	family	21	21	3.38	1	9943
1940	GUARD	guard	20	20	6.25	1	12119
1941	SOLDIER	soldier	18	18	6.94	1	25347
1942	NEAR	near	22	22	5.411785000000001	1	17982
1943	CROWN (OF HEAD)	crown	20	20	7.8	1	6427
1944	GOD	god	22	22	4.346085	1	11736
1945	IDOL	idol	19	19	8.37	1	13506
1947	BASTARD	bastard	20	20	10.45	1	2187
1948	SAW	saw	22	22	5.3585	1	23842
1949	BEDBUG	bedbug	18	18	6.78	1	2303
195	MAT	mat	21	21	4.62	1	16640
1950	BEECH	beech	18	16	11.69	0.8888888888888888	2326
1951	PASS	pass	18	18	5.39	1	19634
1952	TORTURE	torture	37	37	10.7	1	27893
1953	ABUSE	abuse	18	18	8.61	1	116
1954	GENTLE	gentle	18	18	4.89	1	11451
1955	GRIEVE	mourn	19	19	9.21	1	17648
1956	SUNFLOWER	sunflower	19	19	6	1	26630
1957	GOITER	goiter	19	12	16	0.631578947368421	11759
1958	UNRIPE	unripe	19	18	7.5	0.9473684210526315	29356
1959	RAW	raw	18	18	7.17	1	22184
196	DONATE	donate	20	20	8.2	1	8185
1961	NECKLACE	necklace	19	19	5	1	18004
1962	ROAST (SOMETHING)	roast	18	18	8.5	1	23373
1963	IMMEDIATELY	immediately	22	22	6.765224000000001	1	13593
1964	ALONE	alone	18	18	4.94	1	762
1965	LOINCLOTH	loincloth	18	18	9.67	1	16011
1966	BUNCH	bunch	18	18	4.89	1	3533
1967	CALENDAR	calendar	19	19	5.89	1	3746
197	OTHER	other	21	21	5.33	1	18994
1970	CANOE	canoe	19	19	6.63	1	3858
1971	FAN (OBJECT)	fan	19	19	5.63	1	9948
1972	YOUNG GOAT (KID)	kid	18	18	4.28	1	15130
1973	DEMON	demon	19	19	7.16	1	7139
1974	CENTIPEDE	centipede	18	18	7.39	1	4268
1975	CHECK	check	19	19	5.53	1	4454
1976	MERRY	funny	19	19	5.47	1	11166
1977	DEW	dew	19	19	7.37	1	7460
1978	RECOVER	recover	18	18	7.56	1	22402
1979	CHISEL	chisel	19	19	10.53	1	4583
198	GENITALIA	genitalia	19	19	11.84	1	11439
1981	WIDOWER	widower	19	19	9.42	1	30636
1982	WHIRLPOOL	whirlpool	21	21	8.95	1	30560
1983	SNORE	snore	18	18	5.94	1	25247
1986	DISEASE	disease	22	22	7.55	1	7798
1987	CHOPSTICKS	chopsticks	21	21	7.854453	1	4631
1989	CALF	calf	19	19	6.63	1	3748
199	FAMINE	famine	19	19	10	1	9944
1990	BECOME	become	20	20	5.85	1	2301
1991	INTESTINES	intestine	18	18	9.28	1	14579
1992	MORE	more	22	21	3.781264	0.9545454545454546	17557
1993	SELF	self	19	19	5	1	24260
1994	COLLARBONE	collarbone	18	18	8.89	1	5140
1995	DEFECT	defect	19	19	10.26	1	6983
1996	GET TIRED	tire	19	19	6.16	1	27729
1997	PRESERVE	preserve	19	19	9.63	1	21161
1998	COMMAND	command	18	18	8.67	1	5243
1999	OVERCOME	overcome	18	18	8	1	19145
2	DUST	dust	18	18	5.06	1	8527
20	SCYTHE	scythe	18	15	11.87	0.8333333333333334	24117
200	SAME	same	20	20	5.624925000000001	1	23722
2001	PAINTING	draw	18	18	4.11	1	8341
2002	DITCH	ditch	18	18	6.22	1	8047
2003	FLOW	flow	20	20	7.4	1	10590
2005	MASK	mask	20	20	4.8	1	16602
2006	FILL	fill	18	18	5.06	1	10273
2007	BOLT (OF LIGHTNING)	bolt	18	18	7.28	1	2972
2008	RESCUE	rescue	18	18	7.17	1	22951
2009	DOG	dog	20	20	2.8	1	8138
201	FARM	farm	20	20	3.85	1	9977
2010	INVESTIGATE	investigate	18	18	9	1	14666
2011	COFFIN	coffin	19	19	7.79	1	5082
2012	COLLAR	collar	18	18	6.56	1	5139
2013	BAIT	bait	18	18	7.11	1	1965
2014	GO DOWN (DESCEND)	descend	21	21	9.19	1	7292
2016	JEALOUSY	jealousy	18	18	7.61	1	14877
2017	MIX	mix	18	18	5.11	1	17338
2018	GREEDY	greedy	19	19	7.53	1	11982
2019	HAMMOCK	hammock	19	18	7.11	0.9473684210526315	12348
202	STRENGTH	strength	19	19	6.21	1	26269
2020	PLAINTIFF	plaintiff	19	18	12.33	0.9473684210526315	20460
2021	GRASP	grasp	20	20	8.2	1	11927
2022	ADMIT	admit	18	18	7.56	1	373
2023	CROWD	crowd	22	22	7.14	1	6424
2024	PLOT	plot	20	20	8.65	1	20570
2025	PEA	pea	19	19	3.95	1	19755
2027	SOYA	soybean	20	20	11.6	1	25502
203	MARRY	marry	18	18	5.83	1	16575
2030	DRAG	drag	19	19	8.84	1	8314
2033	DELIVER	deliver	19	19	6.63	1	7092
2034	FROST	frost	22	22	5.209302000000001	1	11077
2035	POND	pond	19	19	5.16	1	20742
2038	DRAGON	dragon	19	19	5.58	1	8318
2039	MAGPIE	magpie	19	17	10.47	0.8947368421052632	16311
204	AGAIN	again	20	20	5.784780000000001	1	529
2040	BUCKWHEAT	buckwheat	18	16	8.69	0.8888888888888888	3453
2041	HEMP	hemp	19	18	12.94	0.9473684210526315	12729
2042	WALNUT	walnut	19	19	6.16	1	30239
2043	PEACH	peach	19	19	4.21	1	19766
2044	PERSIMMON	persimmon	20	14	15.29	0.7	20035
2045	COLUMN	pillar	19	19	8.26	1	20329
2046	APRON	apron	20	20	6.75	1	1287
2048	QUILT	quilt	20	20	6.55	1	21928
2049	CONGEE	congee	18	5	13.2	0.2777777777777778	5574
205	TROUGH	trough	18	17	8.41	0.9444444444444444	28283
2051	DUSTPAN	dustpan	18	17	6.47	0.9444444444444444	8531
2052	BUCKET	bucket	18	18	5.61	1	3441
2056	WOK	wok	19	15	12.27	0.7894736842105263	30801
2057	DUNG (ANIMAL FAECES)	dung	20	20	11.05	1	8501
2058	STOOL	stool	19	19	6.21	1	26174
2059	FOLK SONG	folksong	19	18	7.33	0.9473684210526315	10676
206	FIREFLY	firefly	18	18	6.39	1	10329
2060	STORY	story	19	19	3.89	1	26198
2062	INTEREST	interest	19	19	7.37	1	14489
2064	SCATTER (SEEDS)	scatter	19	19	7.95	1	23910
2067	STEAM (VERB)	braise	21	19	13.607018	0.9047619047619048	3204
2069	SOAK (VERB)	soak	19	19	6.53	1	25281
207	SPARSE	sparse	18	12	11.83	0.6666666666666666	25542
2071	LAY (VERB)	lay	20	20	5.838065000000001	1	15510
2072	USE (VERB)	use	18	18	4.5	1	29669
2073	ROB (VERB)	rob	18	18	7.28	1	23376
2075	BROOD (VERB)	brood	19	19	10.47	1	3384
2076	SPROUT (VERB)	sprout	18	18	9.11	1	25789
2077	DILIGENT	diligent	18	18	11.78	1	7603
208	NASAL MUCUS (SNOT)	snot	19	19	5.47	1	25252
209	RARE	rare	20	20	7.45	1	22131
2090	MY	my	21	21	2.715564	1	17847
2093	AFTERWARDS	afterwards	22	22	7.711835	1	527
2099	CHILD	child	20	20	5.14536	1	4539
