CONCEPTICON_ID	CONCEPTICON_GLOSS	GERMAN	GERMAN_VALENCE_MEAN	GERMAN_AROUSAL_MEAN	GERMAN_POTENCY_MEAN	GERMAN_AUTHORITY_MEAN	GERMAN_COMMUNITY_MEAN	GERMAN_POS	LINE_IN_SOURCE
100	FAITHFUL	treu	7.69444465637207	2.6666667461395264	6.638888835906982	4.70833349227905	5.625	adjective	746
101	BOAST	angeben	3.378378391265869	6.1621623039245605	4.297297477722168	6.17391300201416	3	verb	25
1032	CITIZEN	Bürger	5.5	4.5853657722473145	5.0731706619262695	4.47058820724487	5.94117641448974	noun	146
1055	FATHER-IN-LAW	Schwiegervater	4.714285850524902	5.342857360839844	5.199999809265137	6.18181800842285	4.27272748947143	noun	657
109	FOREIGN	ausländisch	5.5	5.464285850524902	4.892857074737549	5.41176462173461	5.23529434204101	adjective	69
1095	LET GO OR SET FREE	entlassen	3.1935484409332275	6.645161151885986	5.7419352531433105	6.625	4.41666650772094	verb	228
1103	SACRIFICE	Opfer	2.4375	6.78125	3.2903225421905518	5.94117641448974	4.1176471710205	noun	552
1119	DIVIDE	teilen	6.838709831237793	4.451612949371338	6.193548202514648	2.39130425453186	7.82608699798584	verb	735
1120	HONEST	ehrlich	7.916666507720947	2.805555582046509	6.94444465637207	3.91666674613952	4.95833349227905	adjective	205
1128	ORDER	befehlen	3.085106372833252	6.57446813583374	6.765957355499268	8.11999988555908	5.07999992370605	verb	90
1160	THIEF	Dieb	3.034482717514038	6.689655303955078	5.413793087005615	5.22727251052856	3.68181824684143	noun	183
1192	THREATEN	drohen	2.1818182468414307	7.25	6.340909004211426	7.65217399597168	4.39130449295043	verb	197
1199	WIFE	Weib	4.25	5.861111164093018	4.722222328186035	6.8181819915771396	4.45454549789428	noun	834
1262	BROTHER	Bruder	6.823529243469238	4.058823585510254	5.4242424964904785	3.73684215545654	5.84210538864135	noun	141
1263	SISTER	Schwester	6.685714244842529	4.057142734527588	5.514285564422607	3.71428561210632	6.85714292526245	noun	655
131	FESTIVAL	Fest	6.971428394317627	6.264705657958984	5.676470756530762	3.83333325386047	8.1666669845581	noun	269
1325	FRIEND	Freund	7.897435665130615	3.2820513248443604	7.205128192901611	2.70000004768371	6.84999990463256	noun	275
1332	NEIGHBOUR	Nachbar	5.78787899017334	4.60606050491333	4.969696998596191	4.25	6.16666650772094	noun	535
134	FAULT	Schuld	2.6666667461395264	6.472222328186035	6.361111164093018	6.34782600402832	4.39130449295043	noun	646
1349	CHURCH	Kirche	3.882352828979492	4.794117450714111	5.382352828979492	7.55555534362793	7.11111116409301	noun	433
1383	GRANDFATHER	Großvater	6.833333492279053	3.689655065536499	5.689655303955078	6.38461542129516	5.692307472229	noun	348
1423	FIGHT	kämpfen	4.400000095367432	7.133333206176758	7.4666666984558105	6.16666650772094	5.625	verb	423
1508	KING	König	4.800000190734863	5.300000190734863	7.199999809265137	7.64705896377563	4.23529434204101	noun	451
1528	FORGIVE	verzeihen	6.909090995788574	3.720930337905884	5.883720874786377	4.17391300201416	5.65217399597168	verb	823
1551	FEMALE	weiblich	6.724137783050537	4.8214287757873535	5.379310131072998	4.5	5.72727251052856	adjective	835
1559	MONEY	Geld	6	4.680850982666016	6.804347991943359	6.52173900604248	4.47826099395751	noun	310
1564	LAZY	faul	3.423076868057251	4.961538314819336	3.884615421295166	5.92857122421264	3.21428561210632	adjective	263
1635	OBEY	gehorchen	3.2564103603363037	5.435897350311279	4.487179279327393	7.78571414947509	5.92857122421264	verb	306
1660	LOSE	verlieren	3	6.170731544494629	3.9749999046325684	5.39130449295043	4.21739149093627	verb	806
1665	BEAT	schlagen	2	7.828571319580078	6.142857074737549	8	3.46666669845581	verb	640
1682	GUILTY	schuldig	2.40625	6.25	5.375	6.04545450210571	4.45454549789428	adjective	647
1747	CUSTOM	Sitte	4.55555534362793	4.583333492279053	5.55555534362793	6.60869550704956	7.34782600402832	noun	680
1752	LEAVE	verlassen	2.6285715103149414	6.971428394317627	5.147058963775635	5.5	3.36363625526428	verb	804
1774	STINGY	geizig	2.6451613903045654	6.161290168762207	4.354838848114014	5.73913049697876	2.47826075553894	adjective	309
1776	SHAME	Scham	3.1379311084747314	6.344827651977539	4.758620738983154	5.45454549789428	4.22727251052856	noun	634
1818	ADJUDICATE	urteilen	4.78787899017334	5.53125	6.484848499298096	7.17391300201416	4.8695650100708	verb	788
1828	ASK (REQUEST)	bitten	5.181818008422852	4.909090995788574	4.636363506317139	5.08695650100708	5.21739149093627	verb	135
1846	RULE	regieren	4.264705657958984	5.647058963775635	7.147058963775635	7	5.29411745071411	verb	607
1856	SOFT	weich	6.965517044067383	2.4482758045196533	3.5517241954803467	3.875	5.41666650772094	adjective	836
1858	FISHERMAN	Fischer	5.6052632331848145	4.289473533630371	4.842105388641357	4.692307472229	4	noun	270
1864	HUNGER	Hunger	3.04347825050354	6.782608509063721	6.630434989929199	5.34782600402832	4.82608699798584	noun	394
1879	DANCE	tanzen	7.277777671813965	6.111111164093018	5.861111164093018	3.0526316165924	6.4210524559021	verb	730
1890	BELIEVE	glauben	5.586206912994385	3.8620688915252686	6.275862216949463	5.4347825050354	5.82608699798584	verb	338
1892	TOUCH	berühren	7.75	4.583333492279053	6.145833492279053	3.54545450210571	6.18181800842285	verb	109
1897	HELP	helfen	7.363636493682861	3.909090995788574	6.21212100982666	3.26315784454345	7.05263137817382	verb	367
1902	BETRAY	betrügen	2.2647058963775635	7.264705657958984	5.411764621734619	5.65217399597168	3.30434775352478	verb	126
194	FAMILY	Familie	6.806451797485352	3.838709592819214	7	5.16666650772094	7	noun	258
1941	SOLDIER	Soldat	3.46875	6.65625	6.09375	7.11111116409301	4.94444465637207	noun	682
196	DONATE	schenken	7.487804889678955	4.243902206420898	6.04878044128418	4.08695650100708	6.17391300201416	verb	637
1964	ALONE	allein	3.366666555404663	5.300000190734863	4.666666507720947	4.8695650100708	2.56521749496459	adjective	15
2018	GREEDY	gierig	2.6052632331848145	6.657894611358643	5.973684310913086	6.3181819915771396	3.04545450210571	adjective	337
202	STRENGTH	Stärke	6.722222328186035	5	7.666666507720947	5.95652151107788	4.47826099395751	noun	703
2077	DILIGENT	fleißig	6.666666507720947	5.333333492279053	6	4.95833349227905	4.20833349227905	adjective	272
2090	MY	mein	6.487179279327393	3.9743590354919434	6.487179279327393	5.875	1.58333337306976	adjective	502
2315	COOK (PERSON)	Koch	6.181818008422852	4.909090995788574	5.151515007019043	5.5625	4.6875	noun	440
2339	NEED (SOMETHING)	brauchen	4.767441749572754	5.581395149230957	5.348837375640869	4.30434799194335	5.60869550704956	verb	139
24	PRAY	beten	5.363636493682861	3.5	4.939393997192383	5	5.09090900421142	verb	122
