CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	ENGLISH	DUTCH_VALENCE_MEAN	DUTCH_AROUSAL_MEAN	DUTCH_DOMINANCE_MEAN	DUTCH_AOA_MEAN	DUTCH_VALENCE_MALE_MEAN	DUTCH_AROUSAL_MALE_MEAN	DUTCH_DOMINANCE_MALE_MEAN	DUTCH_AOA_MALE_MEAN	DUTCH_VALENCE_FEMALE_MEAN	DUTCH_AROUSAL_FEMALE_MEAN	DUTCH_DOMINANCE_FEMALE_MEAN	DUTCH_AOA_FEMALE_MEAN	DUTCH_POS	LINE_IN_SOURCE
1659	DOLL	pop	doll	4.22	3.09	3.28	3.71	4.09	3.28	3.22	4.31	4.34	2.91	3.34	3.62	N	2644
1663	BED	bed	bed	5.11	2.34	3.88	3.19	5.06	2.5	3.56	3.25	5.16	2.19	4.19	3.38	N	172
1672	WRITE	schrijven	to write	4.67	4.44	4.05	5.0	4.53	4.28	3.94	5.69	4.81	4.59	4.16	4.75	V	3060
1689	SMOKE (INHALE)	roken	to smoke	2.84	3.78	3.45	6.68	3.19	3.66	3.38	7.38	2.5	3.91	3.53	6.38	V	2868
1706	ELEVEN	elf	elf	4.86	3.69	3.58	4.71	4.78	4.0	3.56	5.0	4.94	3.38	3.59	4.81	N	793
1725	CORRECT (RIGHT)	juist	just	5.59	4.12	4.81	5.03	5.53	4.19	4.28	4.44	5.66	4.06	5.34	5.38	A	1432
1726	WET	nat	wet	3.69	3.75	3.45	4.19	4.0	4.09	3.31	4.88	3.38	3.41	3.59	4.0	A	2216
1728	ROTTEN	rot	rot	2.22	3.72	3.53	5.81	2.25	3.91	3.53	5.94	2.19	3.53	3.53	6.12	A	2890
1733	RAINBOW	regenboog	rainbow	5.77	3.22	3.89	5.03	5.59	3.5	3.59	5.44	5.94	2.94	4.19	5.0	N	2791
1735	TEAR (SHRED)	scheuren	to rip	3.09	5.03	4.22	5.77	3.09	4.78	4.25	6.56	3.09	5.28	4.19	5.38	V	3012
174	PROUD	fier	proud	5.53	4.59	5.14	8.03	5.25	4.6	4.9	7.87	5.83	4.58	5.38	8.73	A	872
1750	CHOOSE	kiezen	to choose	4.25	4.67	4.42	5.1	4.28	4.55	3.94	5.5	4.22	4.78	4.91	5.12	V	1542
1757	TIRED	moe	tired	2.77	2.25	3.23	3.94	2.84	2.34	3.19	4.38	2.69	2.16	3.28	4.0	A	2143
176	BLOW (WITH MOUTH)	blazen	to blow	3.89	4.78	3.83	4.45	3.97	4.84	3.69	5.0	3.81	4.72	3.97	4.38	V	304
178	RIPE	rijp	ripe	4.94	3.78	4.36	6.45	4.84	3.78	4.0	6.62	5.03	3.78	4.72	6.69	A	2830
1784	WANT	willen	to like	4.62	4.75	4.53	4.0	4.62	4.59	4.28	4.5	4.62	4.91	4.78	4.0	V	4115
1788	TELEVISION	televisie	television	4.95	3.89	4.23	3.74	4.69	4.09	4.12	4.12	5.22	3.69	4.34	3.75	N	3571
1791	BUTTERFLY	vlinder	butterfly	5.47	3.84	2.89	4.45	5.31	3.66	2.81	4.94	5.62	4.03	2.97	4.31	N	3920
1819	LOOK	kijken	to look	4.56	4.25	4.02	3.97	4.47	3.97	3.62	4.81	4.66	4.53	4.41	3.62	V	1543
1820	BEAR	beer	bear	4.33	5.06	5.45	4.39	4.59	5.03	5.5	4.75	4.06	5.09	5.41	4.56	N	188
1821	BRUSH	borstel	brush	4.09	3.41	3.7	5.16	3.97	3.74	3.5	5.81	4.22	3.09	3.91	4.94	N	388
1824	DEXTEROUS	handig	handy	5.47	4.31	4.73	6.81	5.38	4.16	4.53	7.12	5.56	4.47	4.94	6.81	A	1202
1826	ANGRY	boos	angry	2.38	5.67	5.16	3.9	2.41	5.72	5.16	4.38	2.34	5.62	5.16	3.75	A	378
1829	JUMP	springen	to jump	4.48	5.36	4.34	4.35	4.59	5.09	4.03	5.0	4.38	5.62	4.66	4.12	V	3324
1839	CRY	huilen	to cry	2.38	5.02	2.86	3.87	2.44	4.97	2.94	4.38	2.31	5.06	2.78	3.75	V	1334
1843	THOUSAND	duizend	thousand	4.61	4.03	5.06	6.26	4.59	4.06	4.91	5.88	4.62	4.0	5.22	6.81	R	729
1845	BALL	bal	ball	4.58	4.53	3.8	3.39	4.53	4.44	3.81	3.5	4.62	4.62	3.78	3.38	N	137
1847	SICK	misselijk	sick	2.2	4.25	3.55	5.87	2.38	4.34	3.75	6.06	2.03	4.16	3.34	6.0	A	2131
1849	ROW	roeien	to row	4.31	5.39	4.3	6.45	4.28	5.31	4.06	6.75	4.34	5.47	4.53	6.5	V	2853
1856	SOFT	zacht	soft	5.48	2.62	3.17	4.42	5.38	2.97	2.91	5.19	5.59	2.28	3.44	4.12	A	4169
1861	ACTIVE	actief	active	5.42	6.19	5.2	6.87	5.28	6.22	5.03	6.88	5.56	6.16	5.38	7.19	A	29
1864	HUNGER	honger	hunger	2.73	4.38	4.39	4.03	2.88	4.34	4.59	4.56	2.59	4.41	4.19	3.88	N	1310
1869	BUY	kopen	to buy	4.75	4.67	4.36	5.13	4.59	4.78	4.12	5.75	4.91	4.56	4.59	4.88	V	1682
1879	DANCE	dansen	to dance	5.56	5.81	4.27	5.0	5.31	5.84	3.97	6.19	5.81	5.78	4.56	4.19	V	563
1884	HARD	hard	hard	3.64	4.5	5.39	4.65	3.78	4.5	5.12	5.44	3.5	4.5	5.66	4.31	A	1208
1887	CHEAP	goedkoop	cheap	4.95	3.64	3.34	6.32	4.75	3.84	3.38	6.5	5.16	3.44	3.31	6.5	A	1100
1894	ASHAMED	schamen	to be ashamed	2.47	4.3	2.97	6.65	2.44	4.0	3.16	7.06	2.5	4.59	2.77	6.56	V	2974
1899	MAD	dol	crazy	4.7	5.23	4.16	6.97	4.53	5.28	4.06	6.88	4.88	5.19	4.25	7.44	A	633
1906	SOUR	zuur	acid	2.75	4.52	4.72	5.55	2.66	4.84	4.91	5.88	2.84	4.19	4.53	5.56	A	4269
1908	ATTENTIVE	aandachtig	attentive	5.3	4.88	4.88	7.52	5.25	4.81	4.56	7.75	5.34	4.94	5.19	7.62	A	4
1920	DREAM (SOMETHING)	dromen	to dream	5.64	3.42	3.83	4.55	5.53	3.25	3.59	4.88	5.75	3.59	4.06	4.69	V	705
1921	PLOUGH	ploegen	to plow	4.06	5.12	4.47	7.16	4.19	5.28	4.38	7.12	3.94	4.97	4.56	7.56	V	2599
1923	ROUGH	ruw	rough	2.95	4.72	4.83	7.1	3.03	4.91	4.91	6.94	2.88	4.53	4.75	7.56	A	2927
194	FAMILY	familie	family	5.88	4.05	4.84	4.61	5.56	3.88	4.62	4.81	6.19	4.22	5.06	4.88	N	850
1948	SAW	zaag	saw	3.28	4.44	4.61	5.77	3.34	4.44	4.53	6.19	3.22	4.44	4.69	5.75	N	4165
1954	GENTLE	teder	tender	5.81	3.34	3.7	9.39	5.62	3.56	3.59	9.06	6.0	3.12	3.81	10.06	A	3552
1959	RAW	rauw	raw	3.3	3.52	3.98	6.81	3.34	3.78	3.59	6.88	3.25	3.25	4.38	7.06	A	2763
1962	ROAST (SOMETHING)	braden	to roast	4.38	4.42	4.22	7.35	4.53	4.38	4.03	7.31	4.22	4.47	4.41	7.81	V	401
1993	SELF	zelf	self	4.78	3.91	4.72	5.0	4.69	3.69	4.56	5.44	4.88	4.12	4.88	5.0	N	4198
2009	DOG	hond	dog	4.73	4.79	4.09	3.32	4.53	4.68	3.84	3.44	4.94	4.91	4.34	3.31	N	1308
203	MARRY	trouwen	to marry	5.8	5.42	4.5	5.52	5.25	5.34	4.41	6.06	6.34	5.5	4.59	5.31	V	3708
2030	DRAG	slepen	to drag	3.42	4.61	4.03	6.61	3.44	4.72	4.09	7.25	3.41	4.5	3.97	6.38	V	3153
2058	STOOL	kruk	stool	4.06	3.08	3.58	6.1	4.16	3.38	3.44	6.06	3.97	2.78	3.72	6.31	N	1766
2070	COMB (VERB)	kammen	to comb	4.17	4.41	3.66	4.9	4.09	4.19	3.41	5.75	4.25	4.62	3.91	4.5	V	1466
2077	DILIGENT	ijverig	diligent	5.53	5.56	4.94	8.39	5.41	5.39	4.5	8.88	5.66	5.72	5.38	8.31	A	1363
2090	MY	mijn	mine	3.59	4.19	4.8	6.1	3.56	4.25	4.72	5.19	3.62	4.12	4.88	7.31	N	2101
2099	CHILD	kind	child	5.05	5.02	3.19	3.65	4.84	4.94	3.09	4.31	5.25	5.09	3.28	3.44	N	1548
2148	PICK	plukken	to pick	4.28	4.67	3.75	5.68	4.34	4.59	3.47	6.38	4.22	4.75	4.03	5.44	V	2615
2151	COARSE	grof	coarse	2.48	4.48	4.73	7.81	2.66	4.59	4.81	7.69	2.31	4.38	4.66	8.19	A	1158
2157	FINE OR THIN	ijl	rarefied	3.19	3.45	3.39	9.93	3.25	3.72	3.57	9.47	3.13	3.19	3.21	10.73	A	1358
220	INTACT	heel	very	4.88	3.75	4.69	5.19	4.69	3.97	4.41	5.25	5.06	3.53	4.97	5.38	A	1237
221	FIRE	vuur	fire	3.95	5.3	5.69	4.42	4.25	5.09	5.44	4.56	3.66	5.5	5.94	4.44	N	4010
2246	BELL	bel	bell	4.2	4.27	4.05	4.71	4.19	4.31	4.03	4.88	4.22	4.22	4.06	4.69	N	208
227	FISH	vis	fish	4.34	4.16	3.38	4.16	4.31	4.22	3.16	4.81	4.38	4.09	3.59	3.69	N	3898
2277	WHOLE	gans	goose	4.25	4.0	3.58	5.06	4.22	3.88	3.44	5.81	4.29	4.12	3.72	4.75	N	953
2292	GLASSES	bril	glasses	3.95	3.02	3.61	4.87	4.03	3.19	3.38	5.25	3.88	2.84	3.84	4.94	N	419
230	SWEEP	vegen	to sweep	3.75	4.7	3.53	5.32	3.69	4.72	3.47	6.06	3.81	4.69	3.59	5.0	V	3792
2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	bol	sphere	4.03	3.53	3.83	5.0	4.12	3.66	3.66	5.75	3.94	3.41	4.0	4.62	N	363
2308	THIN	dun	thin	4.02	3.44	3.2	5.48	4.03	3.66	3.22	5.81	4.0	3.22	3.19	5.56	A	731
2316	FREE	vrij	free	5.98	3.95	5.05	5.13	5.91	3.97	4.78	5.38	6.06	3.94	5.31	5.31	A	3989
2329	LACK (NOT HAVE)	barsten	to burst	2.92	5.05	3.75	7.0	2.91	4.81	3.84	7.19	2.94	5.28	3.66	7.12	V	163
2334	MELT	smelten	to melt	3.73	3.69	3.38	6.0	3.75	3.66	3.44	6.0	3.72	3.72	3.31	6.38	V	3201
2366	ONION	ui	onion	4.02	3.5	4.02	5.42	4.09	3.5	3.59	5.56	3.94	3.5	4.44	5.5	N	3735
239	FLOWER	bloem	flower	5.31	3.19	3.53	3.81	5.09	3.31	3.31	4.69	5.53	3.06	3.75	3.38	N	323
2396	KNOCK	kloppen	to beat	3.86	4.92	4.38	5.42	3.72	4.78	4.25	6.06	4.0	5.06	4.5	5.19	V	1606
2409	BROWN	bruin	brown	4.27	3.28	3.88	4.29	4.22	3.47	3.66	4.44	4.31	3.09	4.09	4.31	A	439
2410	GOOD-LOOKING	fraai	beautiful	5.41	4.12	4.34	8.39	5.34	4.22	4.09	8.44	5.47	4.03	4.59	8.69	A	914
2427	FUTURE	toekomst	future	5.42	4.73	4.88	7.1	5.25	4.66	4.53	7.88	5.59	4.81	5.22	6.75	N	3626
243	FRESH	vers	fresh	5.55	4.09	4.53	5.74	5.44	4.19	4.38	6.0	5.66	4.0	4.69	5.81	A	3852
244	LEFT	links	left	4.14	3.64	3.78	5.06	4.06	3.56	3.72	5.06	4.22	3.72	3.84	5.38	A	1927
245	BROOM	bezem	broom	3.7	3.59	3.55	5.61	3.81	3.94	3.25	5.88	3.59	3.25	3.84	5.69	N	269
2452	PURPLE	purper	purple	4.22	3.46	4.04	8.64	4.3	3.69	3.92	8.23	4.13	3.25	4.14	9.0	A	2717
2458	PERSPIRE OR SWEAT	zweten	to sweat	3.0	5.27	3.86	5.97	3.25	5.09	3.88	6.31	2.75	5.44	3.84	6.0	V	4292
2470	DEAR	dierbaar	dear	5.86	4.02	4.7	8.77	5.5	4.09	4.5	8.81	6.22	3.94	4.91	8.94	A	608
2483	COLD (OF WEATHER)	koel	cool	3.94	3.16	3.92	5.9	4.06	3.22	3.69	5.81	3.81	3.09	4.16	6.25	A	1650
249	FOG	mist	fog	3.41	2.77	3.56	6.26	3.47	3.09	3.78	6.56	3.34	2.44	3.34	6.31	N	2133
2493	BOIL	koken	to cook	4.86	4.77	4.08	4.81	4.78	4.78	3.78	4.94	4.94	4.75	4.38	5.12	V	1661
2506	LOOSE	los	loose	4.22	3.67	3.67	4.87	4.09	3.84	3.47	5.88	4.34	3.5	3.88	4.31	A	1957
2530	SMART	intelligent	intelligent	6.22	4.41	5.22	7.71	6.12	4.34	5.09	7.62	6.31	4.47	5.34	8.19	A	1391
2531	BROAD	breed	wide	4.05	3.55	4.72	5.87	4.09	3.75	4.56	6.5	4.0	3.34	4.88	5.62	A	408
2548	BARREL	ton	ton	4.3	3.25	4.67	6.65	4.22	3.34	4.56	6.5	4.38	3.16	4.78	7.12	N	3642
256	FOOD	pizza	pizza	5.34	3.48	3.86	5.74	5.44	3.66	3.66	6.06	5.25	3.31	4.06	5.5	N	2569
258	CALM	kalm	calm	5.22	2.05	4.16	5.45	5.16	2.41	4.09	5.38	5.28	1.69	4.22	6.0	A	1461
26	UNPLEASANT	onaangenaam	unpleasant	2.14	4.25	3.48	8.58	2.12	4.47	3.69	8.12	2.16	4.03	3.28	9.31	A	2297
2623	FLAG	vlag	flag	4.33	3.64	4.23	5.16	4.28	3.94	3.94	5.5	4.38	3.34	4.53	5.12	N	3904
2638	FISHING	vissen	to fish	4.17	3.69	3.67	4.77	4.38	3.62	3.25	5.56	3.97	3.75	4.09	4.5	V	3899
2717	STEEP	steil	steep	3.69	4.41	4.44	6.9	3.84	4.71	4.12	7.0	3.53	4.12	4.75	7.25	A	3376
275	PEEL	schillen	to peel	3.75	4.44	3.84	6.13	3.62	4.47	3.66	6.31	3.88	4.41	4.03	6.38	V	3023
2755	BUSY	bezig	busy	4.56	4.91	4.25	5.58	4.47	4.78	4.03	6.0	4.66	5.03	4.47	5.56	A	270
2758	CAREFUL	voorzichtig	careful	4.8	3.02	3.34	5.71	4.69	3.25	3.16	6.75	4.91	2.78	3.53	5.12	A	3967
2821	JEALOUS	jaloers	jealous	2.16	5.03	4.42	7.0	2.28	5.28	4.41	6.94	2.03	4.78	4.44	7.38	A	1410
2902	BRAWL (FIGHT)	vechten	to fight	2.61	6.23	5.38	4.71	2.72	6.31	5.12	5.25	2.5	6.16	5.62	4.69	V	3783
2905	KNIT	breien	to knit	4.16	3.3	3.2	6.06	3.91	3.12	3.12	6.38	4.41	3.47	3.28	6.12	V	410
2924	A LITTLE	gering	small	3.27	3.14	3.16	9.58	3.38	3.16	3.41	8.88	3.16	3.12	2.91	10.56	A	1020
2940	GATE	hek	fence	3.88	3.08	4.08	5.55	3.81	3.28	3.81	5.81	3.94	2.88	4.34	5.62	N	1256
297	CROOKED	krom	crooked	3.23	3.28	3.08	6.0	3.22	3.38	2.97	6.44	3.25	3.19	3.19	5.94	A	1747
2997	COLORFUL	bont	fur	3.09	3.7	3.72	7.58	3.38	3.84	3.66	7.62	2.81	3.56	3.78	7.88	N	371
3	BRAVE	dapper	brave	5.83	5.25	5.42	6.23	5.62	5.09	5.22	7.06	6.03	5.41	5.62	5.81	A	566
3053	TIGHT	spannend	exciting	5.05	5.77	5.08	6.45	5.12	5.72	5.03	6.81	4.97	5.81	5.12	6.38	A	3267
3075	SLANTED	schuin	oblique	3.75	3.47	3.55	6.0	3.81	3.69	3.34	6.31	3.69	3.25	3.75	6.0	A	3075
3083	BALLOON	ballon	balloon	4.97	3.55	3.19	3.97	4.81	3.62	3.22	4.69	5.12	3.47	3.16	3.69	N	143
3085	CARROT	wortel	root	4.38	3.31	3.67	4.48	4.28	3.53	3.53	4.88	4.47	3.09	3.81	4.38	N	4145
3087	PACIFIER	speen	teat	3.9	3.41	3.33	5.97	3.97	3.68	3.32	6.57	3.84	3.16	3.33	5.56	N	3277
3089	GIRAFFE	giraf	giraffe	4.75	3.88	4.2	4.65	4.59	3.81	4.03	5.5	4.91	3.94	4.38	4.12	N	1071
3090	GUITAR	gitaar	guitar	5.22	4.25	4.28	5.58	5.34	4.72	4.19	6.19	5.1	3.78	4.38	5.31	N	1075
3091	LEMON	citroen	lemon	4.3	3.41	4.19	5.26	4.38	3.66	4.06	5.62	4.22	3.16	4.31	5.25	N	503
3093	LIPSTICK	lippenstift	lipstick	4.56	3.59	3.36	5.87	4.31	3.74	3.03	6.44	4.81	3.44	3.69	5.75	N	1931
3094	PAINTBRUSH	kwast	brush	4.05	3.42	3.49	5.9	4.0	3.56	3.39	6.88	4.09	3.28	3.59	5.31	N	1795
3097	SEWING MACHINE	naaimachine	sewing machine	4.06	4.2	3.83	6.32	3.94	4.16	3.44	6.75	4.19	4.25	4.22	6.25	N	2203
3099	SOFA	bank	bank	4.28	2.97	4.41	5.03	4.06	3.09	4.19	5.62	4.5	2.84	4.62	4.81	N	152
3101	SWING	schommel	swing	4.84	4.41	3.55	4.23	4.75	4.53	3.56	4.62	4.94	4.28	3.53	4.0	N	3032
3102	TANK	tank	tank	3.31	4.58	5.05	6.65	3.28	4.72	4.94	6.19	3.34	4.44	5.16	7.38	N	3538
3106	WARDROBE	kast	closet	4.16	2.94	3.97	4.16	4.12	3.22	3.69	4.81	4.19	2.66	4.25	4.0	N	1495
3108	BOX (SOMEBODY OR SOMETHING)	boksen	to box	3.47	6.03	5.39	6.13	3.66	6.09	5.25	6.44	3.28	5.97	5.53	6.19	V	361
3110	CLAP	klappen	to hit	3.69	5.12	4.66	5.13	3.81	5.03	4.56	6.06	3.56	5.22	4.75	4.62	V	1563
3113	FILE (SOMETHING)	vijlen	to file	3.86	4.45	4.0	8.42	3.66	4.31	3.88	8.94	4.06	4.59	4.13	8.19	V	3886
3114	GRATE (SOMETHING)	raspen	to grate	3.8	4.73	3.88	7.39	3.69	4.59	3.78	7.44	3.91	4.88	3.97	7.62	V	2757
3117	HITCHHIKE	liften	to lift	4.05	4.66	3.67	8.1	4.03	4.66	3.56	7.88	4.06	4.66	3.78	8.56	V	1906
3118	IRON (CLOTHES)	strijken	to iron	3.42	4.38	3.61	6.23	3.44	4.38	3.5	6.62	3.41	4.38	3.72	6.25	V	3464
3120	MOP (SOMETHING)	dweilen	to mop	3.44	4.7	3.48	6.0	3.25	4.75	3.44	6.31	3.62	4.66	3.53	6.06	V	750
3122	PAINT (SOMETHING)	verven	to paint	4.3	4.88	4.11	4.55	4.12	4.78	3.91	4.88	4.47	4.97	4.31	4.69	V	3863
3124	PLAY (INSTRUMENT)	spelen	to play	5.41	5.25	4.12	3.58	5.34	5.06	3.84	4.31	5.47	5.44	4.41	3.38	V	3283
3126	POST (SOMETHING)	posten	to post	4.19	4.14	3.91	6.52	4.12	3.94	3.59	6.38	4.25	4.34	4.22	7.0	V	2653
3127	RAKE (SOMETHING)	harken	to rake	3.77	4.67	3.69	6.3	3.75	4.75	3.47	6.94	3.78	4.59	3.91	6.07	V	1216
3128	SHOWER (ACTION)	douchen	to shower	5.12	4.28	4.09	5.13	4.97	4.06	3.81	5.94	5.28	4.5	4.38	4.69	V	678
3131	SUNBATHE	zonnen	to sun	5.5	3.02	4.19	6.48	5.12	3.28	3.97	6.88	5.88	2.75	4.41	6.44	V	4248
3132	SURF	surfen	to surf	5.0	5.55	4.45	7.87	4.94	5.59	4.41	7.81	5.06	5.5	4.5	8.12	V	3508
3133	TALK (PHONE)	bellen	to dial	4.56	4.62	4.0	5.23	4.28	4.69	3.84	5.94	4.84	4.56	4.16	4.94	V	219
3134	TYPE (ON SOMETHING)	typen	to type	4.2	4.55	3.88	7.58	4.12	4.28	3.62	7.62	4.28	4.81	4.12	7.88	V	3734
3138	STRAWBERRY	aardbei	strawberry	5.42	3.28	3.34	4.32	5.41	3.44	3.16	4.62	5.44	3.12	3.53	4.38	N	18
319	LICK	likken	to lick	4.48	4.91	3.77	4.94	4.59	4.94	3.66	5.44	4.38	4.88	3.88	4.81	V	1921
3231	DEITY	god	god	4.03	3.08	5.53	5.03	3.81	2.94	5.41	5.5	4.25	3.22	5.66	4.88	N	1093
3235	OPEN (STATE)	open	open	5.09	4.03	4.44	4.61	5.09	4.03	4.16	4.75	5.09	4.03	4.72	4.69	A	2406
3306	NAIL	slaan	to strike	2.2	5.56	5.08	4.52	2.28	5.44	5.16	5.19	2.12	5.69	5.0	4.25	V	3136
34	STAIRS	trap	stairs	3.97	3.91	4.16	4.1	3.84	3.94	3.84	4.69	4.09	3.88	4.47	3.88	N	3669
3446	PINK	roze	pink	4.59	3.19	3.12	4.68	4.34	3.31	2.97	5.56	4.84	3.06	3.28	4.12	A	2899
3473	LONG (FOR SOMETHING)	verlangen	desire	5.3	5.12	4.88	7.74	5.0	5.09	4.62	6.62	5.59	5.16	5.12	9.19	N	3830
356	SHEARS	schaar	scissors	3.81	3.77	4.5	4.23	3.91	3.88	4.16	4.62	3.72	3.66	4.84	4.12	N	2962
3625	HEADACHE	hoofdpijn	headache	2.25	4.25	4.19	5.19	2.31	4.31	4.28	5.81	2.19	4.19	4.09	5.0	N	1314
363	DWELL (LIVE, RESIDE)	wonen	to live	4.78	3.77	4.09	4.65	4.59	3.75	3.84	5.12	4.97	3.78	4.34	4.62	V	4139
3634	STUBBORN	koppig	stubborn	3.06	4.59	4.97	7.29	3.12	4.47	4.78	7.31	3.0	4.72	5.16	7.62	A	1689
3675	ZEBRA	zebra	zebra	4.7	4.08	3.72	4.77	4.62	3.94	3.38	4.88	4.78	4.22	4.06	4.94	N	4185
3701	HOLLOW	hol	hollow	3.42	3.09	3.5	5.58	3.66	3.34	3.47	5.88	3.19	2.84	3.53	5.69	N	1302
3702	SLIPPERY	glad	smooth	4.03	3.83	3.61	5.32	4.09	4.25	3.47	5.81	3.97	3.41	3.75	5.25	A	1076
3707	BEIGE	beige	beige	3.95	3.12	3.33	7.35	3.88	3.28	3.31	7.44	4.03	2.97	3.34	7.62	A	199
372	POINTED	spits	peak	3.8	4.58	4.62	7.55	3.91	4.56	4.75	7.56	3.69	4.59	4.5	7.81	N	3300
3744	INTERPRETER	tolk	interpreter	4.41	4.31	4.2	9.06	4.25	4.41	4.06	8.94	4.56	4.22	4.34	9.5	N	3637
3750	KHAKI	kaki	khaki	4.05	3.31	3.93	9.47	3.94	3.64	4.0	9.71	4.16	3.0	3.87	9.25	A	1456
3752	LILAC	lila	lilac	4.56	3.37	3.24	7.2	4.44	3.71	3.13	7.93	4.69	3.03	3.35	6.81	A	1922
3757	MUGGY	benauwd	stuffy	2.45	4.45	3.39	8.19	2.59	4.41	3.62	8.44	2.31	4.5	3.16	8.25	A	223
3761	EMOTIONAL	emotioneel	emotional	4.05	5.41	3.55	8.74	4.03	5.34	3.69	8.75	4.06	5.47	3.41	9.06	A	798
3762	SAFE	veilig	safe	5.72	3.13	4.59	5.68	5.41	3.35	4.31	6.06	6.03	2.91	4.88	5.62	A	3793
377	LOUD	luid	loud	3.39	5.25	5.16	5.13	3.38	5.22	5.0	5.44	3.41	5.28	5.31	5.31	A	1969
378	PINCH	knijpen	to pinch	3.19	5.06	4.58	5.45	3.38	5.03	4.41	5.62	3.0	5.09	4.75	5.69	V	1628
379	BLUNT	stomp	blunt	3.02	4.69	4.16	6.58	3.09	4.5	4.09	6.56	2.94	4.88	4.22	7.0	A	3424
418	FOR A LONG TIME	lang	long	4.16	3.55	4.48	4.87	4.25	3.81	4.25	5.06	4.06	3.28	4.72	5.06	A	1831
45	EVIL	kwaad	evil	2.28	5.69	5.31	4.94	2.28	5.53	5.09	5.44	2.28	5.84	5.53	4.88	A	1788
474	DRESS	jurk	gown	5.02	3.8	3.69	5.13	4.88	4.22	3.41	6.31	5.16	3.38	3.97	4.25	N	1436
487	SHY	schuw	shy	2.89	3.14	2.76	7.87	2.97	3.16	3.0	7.38	2.81	3.12	2.53	8.75	A	3085
500	CRUEL	wreed	cruel	2.05	5.27	4.92	7.87	2.03	5.22	4.88	7.62	2.06	5.31	4.97	8.38	A	4152
503	FROG	kikker	frog	4.05	4.25	3.14	4.55	4.0	4.16	3.0	5.0	4.09	4.34	3.28	4.38	N	1544
504	LEARN	leren	to learn	4.59	4.89	4.45	5.06	4.53	4.84	4.31	5.56	4.66	4.94	4.59	5.0	V	1876
509	CERTAIN	zeker	certain	5.25	3.98	5.11	5.26	5.09	4.12	4.75	5.44	5.41	3.84	5.47	5.5	A	4197
522	WOLF	wolf	wolf	3.83	5.08	5.22	4.71	3.91	4.91	4.97	4.94	3.75	5.25	5.47	4.69	N	4135
537	TURBID	troebel	turbid	2.97	3.41	3.45	8.32	2.97	3.62	3.59	8.56	2.97	3.19	3.31	8.56	A	3692
539	NEST	nest	nest	4.78	3.14	3.66	5.19	4.81	3.69	3.56	5.81	4.75	2.59	3.75	5.0	N	2234
571	STING	steken	to stab	2.78	5.11	4.83	5.45	2.78	5.0	4.75	6.0	2.78	5.22	4.91	5.31	V	3378
584	DIFFICULT	moeilijk	difficult	2.8	4.25	4.5	5.35	2.78	4.34	4.56	5.81	2.81	4.16	4.44	5.19	A	2149
585	BOOT	laars	boot	4.2	3.48	3.69	5.06	4.16	3.71	3.47	5.31	4.25	3.25	3.91	4.94	N	1808
587	ANT	mier	ant	3.7	4.58	3.19	4.84	3.72	4.38	3.16	5.0	3.69	4.78	3.22	5.06	N	2097
588	BROKEN	kapot	broken	2.48	3.77	3.44	4.26	2.34	3.84	3.53	4.69	2.62	3.69	3.34	4.25	A	1482
589	CLOSED	gesloten	closed	3.03	2.83	3.89	5.52	2.91	3.09	4.03	5.69	3.16	2.56	3.75	5.62	A	1026
590	NAKED	naakt	nude	4.62	4.8	4.05	6.26	4.84	5.06	4.34	6.25	4.41	4.53	3.75	6.44	A	2204
592	PISS	plassen	to pee	3.8	4.45	3.66	3.39	3.84	4.5	3.47	3.81	3.75	4.41	3.84	3.31	V	2584
600	STRANGE	raar	strange	3.23	3.95	3.88	5.52	3.38	3.87	3.84	6.31	3.09	4.03	3.91	5.06	A	2728
604	GLASS	glas	glass	4.17	3.39	4.14	4.39	4.12	3.53	3.97	4.44	4.22	3.25	4.31	4.75	N	1079
615	HORSE	paard	horse	4.62	4.72	4.7	4.26	4.28	4.44	4.44	5.0	4.97	5.0	4.97	3.75	N	2453
619	ANIMAL	dier	animal	4.73	4.62	4.11	3.68	4.47	4.39	3.94	4.0	5.0	4.84	4.28	3.62	N	607
625	LAMP	lamp	lamp	4.36	3.33	3.7	4.13	4.28	3.5	3.44	4.62	4.44	3.16	3.97	4.06	N	1827
628	LEAF	blad	leaf	4.23	3.06	3.52	4.77	4.16	3.32	3.34	5.5	4.31	2.81	3.69	4.5	N	298
634	MEAT	vlees	meat	4.7	3.45	4.09	4.35	5.06	3.62	4.16	4.88	4.34	3.28	4.03	4.31	N	3909
639	MOUNTAIN	berg	mountain	4.45	3.42	5.11	5.0	4.59	3.88	4.78	5.5	4.31	2.97	5.44	4.88	N	227
653	PLANT (VEGETATION)	planten	to plant	4.83	3.73	3.58	4.94	4.72	3.62	3.56	5.25	4.94	3.84	3.59	5.12	V	2582
666	RIVER	rivier	river	4.64	4.02	4.39	5.9	4.78	3.62	4.09	6.25	4.5	4.41	4.69	5.94	N	2845
667	ROAD	weg	road	3.84	3.97	4.02	4.29	3.91	4.22	3.94	5.0	3.78	3.72	4.09	3.94	N	4059
672	EARLY	pril	early	4.41	3.55	2.94	9.19	4.22	3.81	2.9	8.88	4.59	3.28	2.97	9.75	A	2684
