CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	NODE	DEGREE	WEIGHTED_DEGREE	EDGES	LINE_IN_SOURCE
1008	BULL	BULL	2869	38	95	ARMY:1;BALL:1;BARKING:1;BAT:1;BEAR:1;BEER:1;BILL:1;BLACK:1;BLOOD:1;BOY:1;BUSH:1;BUTCHER:1;CATTLE:1;CHARGE:1;COCK:1;COW:36;DOG:2;DOZE:1;DUST:1;EYE:1;FARM:1;FIELD:4;FIGHT:6;FINCH:1;GARDEN:1;GATE:1;HEAD:1;HORN:2;HORNS:9;LOCKS:1;MATADOR:1;MATING:1;RED:2;RING:3;RUSH:1;SHIT:1;SPAIN:1;VIRILE:2	15298
101	BOAST	BOAST	2368	0	0		14742
1010	BOUNDARY	BOUNDARY	2526	40	99	ADRIAN:1;BARRIER:1;BORDER:6;BOROUGH:1;COMMUNISM:1;CONDITION:1;CONDITIONS:2;COUNTRIES:1;COUNTRY:2;COUNTY:2;CRICKET:4;DISPUTE:1;DITCH:1;DIVISION:1;DOTS:1;EDGE:14;END:1;FENCE:8;FIELD:3;FOUNDRY:1;GRAIN:1;GUARD:1;HELL:1;HERE:1;INFINITY:1;LAYER:3;LIMIT:6;LINE:18;LINES:1;MAP:1;PARISH:3;PERIMETER:1;RIVER:1;ROAD:1;RUN:1;STATE:1;STREET:1;TERRITORY:1;UPSET:1;WALL:1	14918
1011	BRIDGE	BRIDGE	2703	37	97	ACROSS:4;ARCH:1;BAILEY:1;BID:1;BUILT:1;CAR:1;CARD:2;CARDS:9;CASTLE:1;CONTRACT:2;CROSS:3;END:1;FASCIST:1;FORTH:3;GAME:2;GAP:6;INN:1;IRON:1;KWAI:6;LONDON:1;NO:1;OVER:5;PLAYER:1;POKER:1;QUAY:1;RAILWAY:2;RIVER:20;SEVERN:1;STONE:1;STREAM:1;STREET:2;TAY:1;TRUMP:1;TUNNEL:2;VIADUCT:3;WADE:1;WATER:5	15115
1012	LATCH	LATCH	11578	0	0		1756
1013	FRESHWATER EEL	EEL	6558	0	0		19397
1014	OR	OR	14436	33	99	ALIVE:1;ALTERNATIVE:3;ALTERNATIVELY:1;AM:1;AND:16;BUT:4;DATE:1;DECLINE:1;EITHER:15;ELSE:10;FOR:2;GOLD:5;HOW:1;IF:4;IN:1;KING:1;MAYBE:3;ME:1;NEITHER:2;NEVER:1;NOR:5;NOT:6;NOW:4;OPTION:1;ORANGE:1;OTHER:1;PIG:1;RAMPANT:1;THEM:1;THEN:1;UGLY:1;WHAT:1;WHEN:1	4932
1018	MEMORY	MEMORY	12808	48	97	AID:2;BAD:3;BANK:1;BRAIN:3;BRIEF:1;CELLS:1;CRADLE:1;EXAMS:1;FACES:1;FALLIBLE:1;FINALS:1;FORGET:7;FORGETTING:1;FRIENDS:1;GLAND:1;GOOD:2;HEAD:2;HOPELESS:1;LANE:4;LIGHT:1;LOSS:4;LOST:2;MAN:1;MIND:10;NO:1;NONE:1;NOSTALGIA:1;NOW:1;PAST:1;POOR:1;RECALL:2;REFLECTIONS:1;REMEMBER:4;REMEMBERING:1;SAD:1;SHORT:1;SIGHT:1;SOUVENIR:1;STORAGE:1;STORE:1;TEST:9;THINK:5;THOUGHT:4;THOUGHTS:1;TIME:1;TRAINING:2;WORD:1;WORK:1	3123
1019	RIGHT	RIGHT	17161	20	100	AHEAD:1;AWAY:4;BLUE:1;CIVIL:1;COMMON:1;CORRECT:1;HERE:1;JUSTICE:1;LEFT:33;NOW:1;O.K.:1;ON:1;PERSON:1;PLACE:1;RIGHT:1;SORT:1;TURN:4;UP:1;WING:2;WRONG:42	7960
1020	HANDKERCHIEF	HANDKERCHIEF	9368	37	98	BLOW:4;CLEAN:4;CLOTH:1;COLD:12;COTTON:1;COUGH:1;DIRTY:1;DOG:1;DROP:1;FACE:1;HAND:1;HANKY:1;KNOT:1;KNOTTED:1;LACE:2;MUCUS:1;NECK:1;NOSE:23;PAPER:3;POCKET:6;PRESS:1;RAG:2;RED:2;SCARF:1;SHAWL:1;SIZE:1;SLOW:1;SNEEZE:2;SNOT:1;SQUARE:1;SWEATER:1;TEARS:1;TIE:1;TISSUE:4;UGH:1;WET:1;WHITE:9	22519
1021	TOWEL	TOWEL	21110	35	98	BASIN:1;BATH:12;BRUSH:1;CLEAN:4;CLOTH:2;COLOURS:1;COTTON:1;DRY:20;FACE:3;FLANNEL:4;GREEN:1;HAND:3;HANDS:1;MONGER:1;POTS:1;RACK:3;RAIL:8;RAIN:1;RING:1;ROLL:1;ROLLER:1;RUB:1;RUIN:1;SOAP:6;STAIN:1;SWIM:1;SWIMMING:2;TEA:2;THROW:1;WAIL:1;WASH:5;WASHING:1;WATER:1;WET:3;WHITE:1	12349
1022	BOOTY	BOOTY	2468	36	95	BABY:4;BOOT:1;BOOTS:1;BOUNTY:1;BUTTONS:1;CASH:1;CHARLES DICKENS:1;DUTY:1;FEET:2;FOOT:1;GIRLS:1;GOLD:4;HAUL:1;HORDE:1;LIQUOR:1;LOOT:18;MAIN:1;MONEY:11;PIRATE:7;PIRATES:6;PLUNDER:5;PROFIT:1;REWARD:1;SHOE:3;SHOES:1;SMUGGLING:1;SNUDGE:1;SPOIL:1;SPOILS:1;STEAL:1;SWAG:4;TREASURE:5;TREASURE ISLAND:1;VIRGIL:1;WEALTH:2;18TH CENTURY:1	14853
1025	WHISTLE	WHISTLE	22698	35	99	BLOW:7;CALL:1;CAN&#39;T:1;DOG:1;FART:1;FLUTE:2;FOOTBALL:1;HAPPY:1;KETTLE:1;LIP:1;LIPS:1;LOUD:2;ME:1;MOUTH:2;NOISE:1;NOW:1;PENNY:3;PUPPET:1;REFEREE:1;SHARP:1;SHOUT:2;SHRIEK:1;SHRILL:1;SING:2;SONG:1;SOUND:2;STEAM:1;STOP:29;TIN:1;TRACK:1;TRAIN:15;TUNE:8;WATER:1;WIND:1;WOLF:2	14111
1028	YAWN	YAWN	23113	29	100	AIR:1;ALOUD:1;BED:1;BORE:1;BORED:1;BOREDOM:4;BORING:1;CAVERN:1;FATIGUE:1;GAPE:5;LAUGH:1;LAWN:1;LECTURES:1;MONTH:1;MORNING:3;MOUTH:5;OPEN:2;PHYSIOLOGY:1;SEA:1;SLEEP:9;SMILE:2;SOCIOLOGY:1;STIFF:1;STRETCH:1;TEETH:1;THIS:1;TIRE:1;TIRED:49;TONGUE:1	14574
1029	JEWEL	JEWEL	11056	47	99	BANGLE:1;BEAUTY:2;BOX:2;BRACELET:1;BRIGHT:2;CASE:1;CASKET:1;CLEOPATRA:1;CROWN:5;DIAMOND:17;DIAMONDS:1;GEM:9;GIRLFRIEND:1;GLISTEN:1;GLOW:1;GOLD:2;HANDSOME:1;JESUS:1;JIMMY:1;LESS:1;LOTUS:1;MORRIS:1;NECKLACE:1;OCEAN:1;OPAL:3;PEARL:2;PRECIOUS:2;PRICE:1;PRICELESS:1;RICHES:1;RING:7;RUBY:4;SAPPHIRE:1;SHINE:1;SHOP WINDOW:1;SKULL:1;SPARKLE:3;STONE:1;THIEF:3;TOPAZ:1;VALUABLE:1;WALLIS:1;WARRIS:2;WATCH:1;WEALTH:2;WOMAN:2;WORTH:1	1177
1032	CITIZEN	CITIZEN	3829	53	100	ADULT:1;ADVICE:1;ALIEN:1;AMERICA:2;AMERICAN:2;ARREST:1;ARTIST:1;BLOKE:1;BRITISH:1;BUREAU:2;CENSUS:1;CITY:3;COMMUNISTS:1;COMMUNITY:1;COMRADE:1;COUNCIL:1;COUNTRY:3;DICKENS:1;DULL:1;FASCIST:1;FIRST:1;FRENCH:1;IMMIGRANT:1;JOHN:2;KANE:14;KITCHEN:1;LEADER:1;LIBRARY:1;LONDON:2;MAN:9;MAYOR:1;ME:3;MEMBER:1;NATIONAL:1;ONE:1;PAPER:1;PARIS:2;PERSON:8;POLICE:1;POPULATION:1;PUBLIC:2;REPUBLIC:1;SHIP:1;SNOB:1;SOCIALIST:1;STATE:2;STUDENT:2;TOWN:4;TOWN HALL:1;TOWNSMAN:1;VOTE:2;WEEKLY:1;WORLD:1	16365
1033	GRIND	GRIND	9103	0	0		22226
1034	DEFENDANT	DEFENDANT	5411	0	0		18124
1035	GOOD	GOOD	8878	17	97	BAD:78;BOY:1;EVEN:1;EVERLASTING:1;EVIL:2;FINE:2;GIRL:1;GOD:1;HEART:1;HONEST:1;HUNGER:1;NIGHT:1;SAMARITAN:1;SONG:1;TIME:1;TRUE:2;WEATHER:1	21974
1036	OWNER	OWNER	14642	44	99	BELONG:1;BORROWER:1;BOSS:1;BOURGEOIS:1;CAPITAL:1;CAPITALIST:1;CAR:26;CAT:1;DOG:1;DRIVER:2;FATHER:1;FINDER:1;GOODS:1;HORSE:1;HOUSE:5;KEEPER:1;KEYS:1;LAW:1;LENDER:1;LOSER:2;MANAGER:1;ME:1;MINE:4;NO:1;OCCUPIER:6;OF:1;PERSON:2;PET:1;POSSESSION:5;POSSESSOR:5;PROPERTY:6;PROPRIETOR:3;RECEIVER:1;RICH:1;RIDER:1;SELF:1;SHIP:1;TENANT:1;TRAINER:1;USE:1;VENDOR:1;WITHOUT:1;YES:1;YOURS:1	5161
1038	TEACHER	TEACHER	20379	53	97	APPLE:1;AUTHORITY:1;BLACKBOARD:2;CANE:1;CHALK:1;CLASS:4;DESK:1;FATHER:1;FRIEND:1;GLASSES:2;GOOD:1;GREEN:1;GUS:1;HAT:1;HEAD:1;HOMEWORK:1;HORRIBLE:1;IDIOT:1;INSTRUCTOR:1;LEARN:1;LEARNER:2;LECTURE:1;LECTURER:6;LECTURES:1;LESSON:2;MALE:1;MAN:1;MASTER:4;MATHS:1;MORTAR-BOARD:1;MOTHER:1;MUSIC:1;OFFEND:1;PARENT:1;PAY:1;PERSON:1;PET:1;PUPIL:11;PUPILS:1;RESPECT:2;SCHOOL:13;SCOTCH:1;SEX:1;SEXY:1;STUDENT:2;SUBJECT:1;SWINE:1;TAUGHT:4;TUTOR:1;UNIVERSITY:1;WHISKY:2;WOMAN:1;WORK:2	11535
1039	SHOW	SHOW	18340	55	98	ACT:1;AMUSEMENT:1;APPEAR:1;BIRD:1;BOAT:4;BUSINESS:3;CASE:1;CIRCUS:2;DEMONSTRATE:2;DISPLAY:2;DOWN:2;FAIR:2;FESTIVAL:1;FILM:2;FOR:1;FORTH:1;FUN:2;GAUDY:1;GIVE:1;HAND OUT:1;HANDS:1;HIDE:2;HORSE:3;HORSES:2;HOW:2;IT:1;JANET:1;JULIE ANDREWS:1;JUMP:1;LOOK:1;ME:7;MOVIE:1;MUCH:1;MUSIC:1;NAKED:1;OFF:5;ON EARTH:1;PARADE:1;PIECE:4;PLACE:1;PLAY:3;PORTRAY:1;PRESENT:1;REVEAL:2;SEATS:1;SEE:3;SEEN:1;SHELF:1;STAGE:2;T.V.:1;THEATRE:6;TIME:2;TONIGHT:1;TOP OF THE POPS:1;UP:2	9270
1040	HAIR	HAIR	9294	48	99	BALD:1;BAND:1;BEAUTY:1;BLACK:2;BLOND:1;BLONDE:4;BOTHER:1;BROWN:3;BRUSH:1;CHEST:2;COLOUR:2;COMB:3;CREAM:2;CUT:6;DIRTY:1;DO:3;DRYER:1;FACE:4;FAIR:1;FLESH:1;FOLLICLE:2;GOLD:1;GOLDEN:1;GROWTH:1;HEAD:8;KNEES:1;LEACH:1;LINE:2;LONG:10;LOSS:1;NET:4;OIL:2;PIN:1;PUBIC:2;RAISING:2;RED:2;RIBBON:2;RIBBONS:1;ROOT:1;ROUGH:1;SCISSORS:1;SHAMPOO:1;SILK:2;SOFT:3;SPRAY:1;STYLE:2;THERE:1;YELLOW:1	22437
1041	INCREASE	INCREASE	10489	51	98	ACCRUE:1;ACCUMULATE:1;ADD:2;AMOUNT:1;AUGMENT:2;BEFORE:1;BIG:1;BIRTH:1;BUTTER:1;CHILDREN:1;CONTINUE:1;DECREASE:26;DOUBLE:1;EVER:1;EXPENSES:1;GAIN:2;GRAPH:1;GROW:5;GROWTH:2;IN:1;INTEREST:1;IT:1;LARGE:2;LOWER:1;MONEY:2;MONOTONE:1;MORE:5;MULTIPLY:6;NOW:1;OUTPUT:1;PAY:1;PLENTY:1;PRICE:2;PROPAGATE:1;RAISE:2;RAPIDLY:1;RATES:1;RENT:1;REPEAT:1;RISE:1;SALARY:1;SAVE:1;SIZE:2;SLOPE:1;START:1;STATUS:1;TIME:1;UP:1;VELOCITY:1;WAGE:1;WAX:1	546
1042	CARPENTER	CARPENTER	3281	30	95	AXE:2;BOOKMAKER:1;CARVER:1;CHRIST:2;CHRISTINE:1;DRILL:1;FURNITURE:1;HARRY:1;JESUS:7;JESUS CHRIST:2;JOINER:4;JOSEPH:2;LADY:2;LATHE:1;MALLET:1;MAN:4;MATE:1;PLANE:2;SAW:1;SAWING:1;SHOP:1;SON:1;SONG:1;TABLE:1;TOOL:2;TREE:1;UNCLE BILL:1;WOOD:46;WOODWORK:2;WORKMAN:1	15757
1043	BRAID	BRAID	2589	54	95	AUTHORITY:1;BAND:1;BLIND:2;BLUE:1;BREAD:1;BRIDE:1;BUTTER:1;BUTTONS:1;CABLE:1;CLOTH:1;CLOTHES:1;COAT:1;COLOUR:1;CORD:1;CURTAIN:1;DECORATION:1;DRESS:4;EAT:1;ELECTRICITY:1;FINISHING:1;FUSSY:1;GOLD:14;HAIR:13;HORSES:1;LABEL:1;LEATHER:1;LES:1;LINEN:1;LINING:1;MATERIAL:4;NORWAY:1;ONIONS:1;PLAID:1;PLAIT:3;PLAITS:1;PLEAT:1;PREFECT:1;RANK:1;RED:1;RIBBON:5;ROPE:1;ROUNDERS:1;SCHOOL:1;SERVING:1;SILK:1;SILVER:1;SLEEVE:1;STRAP:1;TAPE:1;THREAD:1;TWEED:1;TWINE:1;UP:3;YELLOW:2	14987
1044	PILLOW	PILLOW	15353	24	98	ASLEEP:1;BANK:1;BED:23;BLANKET:1;CAKE:1;CASE:13;CUSHION:3;DOWN:3;FEATHER:1;FEATHERS:1;FIGHT:2;HEAD:3;LIE:1;PEST:1;PILLOWCASE:1;SHEET:2;SHEETS:1;SHIP:1;SLEEP:22;SLEEPING:1;SLIP:2;SOFT:11;TALK:1;WHITE:1	5951
1045	POET	POET	15575	48	94	ART:1;ARTIST:4;ARTS:1;BARD:1;BETJEMAN:1;BOOK:3;BROWNING:1;BUMS:1;BURNS:3;BYRON:3;COHEN:1;CRANK:1;CREEP:1;DYLAN:3;GOOD:1;GRAVES:1;HAIR:1;KEATS:3;LAUREATE:12;LINES:1;LITERATURE:1;LOVE:1;MACBETH:1;MAN:2;MILTON:1;NONE:1;NOVEL:1;PEASANT:1;POEM:7;POEMS:4;POET:1;POETRY:3;PROSE:1;QUEEN:1;ROMANTIC:1;SHAKESPEARE:1;SHELLEY:1;SINGER:1;SMILE:1;SONG:1;SUPERFLUOUS:1;TENNYSON:3;UNDERSTANDING:1;VERSE:1;WORDS:2;WORDSWORTH:7;WRITER:2;WRITES:1	6197
1046	SHUT	SHUT	18380	19	100	CLOSE:24;CLOSED:11;DOOR:15;DOWN:1;EMPTY:1;EYE:2;EYES:1;GATE:1;IN:1;MOUTH:2;NO:1;OFF:2;OPEN:19;OUT:4;POT:1;SHIT:1;SHOUT:1;TIGHT:1;UP:11	9314
1047	PURSUE	PURSUE	16267	29	98	AFTER:1;CAR:1;CAREER:1;CATCH:3;CHAP:1;CHASE:36;DREAM:1;DRIVE:1;FIND:1;FLEE:1;FOLLOW:32;FOOT:1;GIRL:1;GO:1;GOAL:1;HAPPINESS:1;HORSE:2;KILL:1;LOOK:1;POINT:1;PURSUED:1;PURSUER:1;RUNNING:1;SEARCH:1;SEEK:1;STUDY:1;THIEF:1;TRACK:1;WHAT:1	6966
1048	LINE	LINE	11939	55	98	ASTERN:1;BEND:1;BERGEN:1;CABLE:1;CIRCLE:4;CLOTHES:1;CUNARD:2;CURVE:1;DOT:3;DOTS:1;DOTTED:1;DRAW:2;DRAWN:2;FISH:2;FISHING:2;GEOMETRY:1;HOLD:1;HOOK:2;HOT:1;IN:1;INFINITY:1;INTEGRAL:1;LACE:1;LONG:1;MARK:1;MINE:2;OF FIRE:1;OUT:1;OUTPUT:1;PARAGRAPH:1;PENCIL:1;PIECE:1;PRINTER:1;RAIL:1;RAILWAY:5;ROW:1;RULE:1;RULER:2;SEGMENT:1;SHIP:4;SHOT:1;SLEEPER:1;SOLDIER:1;SPACE:1;SQUARE:2;STRAIGHT:10;STRING:3;TELEPHONE:2;THIN:1;TOE:1;TRAIN:2;UP:8;WASHING:3;WASHING LINE:1;WORD:1	2157
105	MATTRESS	MATTRESS	12683	26	99	BED:60;BUTTON:1;COMFORT:1;COVER:1;DAY:1;FAT:4;FLAT:1;FLOOR:1;FOAM:1;HARD:2;LIE:1;LOVE:1;LUMPY:1;PILLOW:2;SCREW:1;SEX:3;SLEEP:8;SLEEPING:1;SOFT:1;SPRING:1;SPRINGS:1;SQUEAKS:1;STRAW:1;STRIPES:1;WARM:1;WET:1	2984
1051	CAN	CAN	3132	37	98	ABLE:3;BE:1;BEAN:1;BEANS:4;BEER:2;BIN:1;CAN:5;CAN&#39;T:6;CANNOT:2;CANT:1;CONFIDENCE:1;CONTAINER:1;COULD:4;DO:9;HEAR:1;HEAT:1;I:1;MAY:1;NO:1;NOT:7;OFTEN:1;OPENER:5;PEAS:1;PERHAPS:1;SHE:1;SHOULD:1;SOUP:1;TEA:1;TIN:15;TRY:2;WATER:1;WE:2;WILL:4;WILL BE:1;WON&#39;T:1;YES:2;YOU:5	15592
1052	LIGHT (WEIGHT)	LIGHT	11883	35	100	AIRY:1;ALE:2;BRIGADE:1;BRIGHT:5;BULB:8;CANDLE:1;COLOURED:1;DARK:41;DAY:3;EARTH:1;ETHEREAL:1;FAIRY:1;FEATHER:1;FIGHT:1;FIRE:1;GLARE:1;HEAVY:7;HOUSE:4;KNOWLEDGE:1;MASK:1;MORNING:1;NONE:1;OPTICS:1;PAIN:1;PARK:1;PROGRAMME:1;RAYS:1;SHADE:2;SHAFT:1;SHAPE:1;SOUND:1;SUN:1;SWITCH:2;TIGHT:1;WEIGHT:1	2095
106	SATIATED	SATIATED	17622	0	0		8472
1061	ARMOUR	ARMOUR	1221	45	97	ANTIQUE:1;BATTLE:1;BEANS:1;BEEF:1;CHAIN:1;CHARITIES:1;CLANK:1;COAT:1;CORNED BEEF:1;DEFENSE:1;FIGHT:1;FIGHTING:1;GLINT:1;HARD:1;HELMET:2;KING:1;KNIGHT:21;KNIGHTS:3;LOGICAL:1;LOVE:2;MEDIAEVAL:1;METAL:2;NICE:1;PIERCING:1;PIKE:1;PLATE:10;PLATED:2;PLATES:1;PLATING:3;PROTECTION:4;SEX:1;SHIELD:3;SOLDIER:5;STAR:1;STEEL:1;SUIT:2;SWORD:4;TANK:1;TANKS:1;TIN:1;TRUCK:1;VISOR:1;WAR:3;WEAPON:1;WEAPONS:1	2459
1062	LAW	LAW	11615	53	97	ABIDE:1;ABIDING:1;ANTI-SOCIAL:1;AVOIDANCE:1;BARRISTER:1;BASTARD:1;BIRD:1;BOOKS:1;BREAK:1;BREAKER:1;COURT:10;COURTS:3;CRIMINAL:1;DENNIS:1;DEPARTMENT:1;DOCK:1;EXAM:1;FACULTY:3;FAIR:1;FEAR:1;GOWN:1;GRASS:1;JUDGE:4;JUSTICE:6;LAND:1;LAWLESS:1;LAWYER:2;LAYER:1;LEGAL:6;LORD:1;MADNESS:1;MAKING:1;MAN:1;MOTHER:1;NO:1;OFFICER:1;ORDER:12;OUTLAW:1;PARLIAMENT:1;PAW:1;POLICE:5;REPORTS:1;RIGHT:1;RULE:1;RULES:1;SCHOOL:2;SHOOT:1;SOCIETY:2;SOLICITOR:1;STRICT:1;STUDENT:1;SUIT:1;TWIST:1	1798
1063	NEPHEW	NEPHEW	13647	0	0		4055
1064	SHIELD	SHIELD	18242	0	0		9161
1066	CRIME	CRIME	4898	45	96	ANIMAL:1;BUSTER:3;CATCH:1;CONVICT:1;CRIMINAL:8;CROOK:1;DARK:1;EVIL:2;FIGHT:1;GOOD:1;GUILT:1;HARD:1;HISTORY:1;JAIL:2;LAW:2;LAWYER:1;MAD:1;MURDER:2;NOTHING:1;PARLIAMENT:1;PAYS:3;PENALTY:1;POLICE:14;POLICEMAN:1;PRISON:1;PUNISH:1;PUNISHMENT:13;RATE:4;ROBBERY:1;SEX:1;SIN:1;SQUAD:3;STATISTICS:1;STEAL:2;THEFT:1;THIEF:1;THOUGHT:1;TIGHT:1;VILLAIN:1;VIOLENCE:3;WARE:1;WAVE:4;WRITE:1;WRONG:1;Z CARS:1	17552
1067	JUDGMENT	JUDGMENT	11165	50	97	ACUMEN:1;ANNIHILATION:1;ARROGANCE:1;ASSESS:1;BIBLE:1;CASE:1;CAST:1;COMMON SENSE:1;CONDEMN:1;CONDEMNATION:1;COURT:5;CRIME:1;CRIMES:1;DAY:18;DEATH:1;DECISION:1;EVALUATE:1;FAR:1;GOD:3;GOOD:2;GUESS:1;GUIDE:1;HADES:1;HELL:1;JEWS:1;JUDGE:12;JURY:2;JUSTICE:4;KAFKA:1;LAW:5;LAWYER:1;LEGAL:1;LORD:1;MIS-SPELLING:1;OPINION:1;ORDER:1;PARIS:1;PAY:1;POOR:1;SEAT:1;SENTENCE:1;SIN:1;SIT:2;SOLOMON:1;SOUND:1;SPELLING:2;TRUTH:1;VERDICT:2;WIG:2;WIGS:1	1298
1068	COURT	COURT	4744	46	99	BALL:2;BEHAVIOUR:1;COUNTY:1;CROWN:1;DISASTER:1;GIRL:2;HARD:1;HOTEL:1;HOUSE:1;JAIL:1;JESTER:2;JUDGE:10;JUDGMENT:1;JURY:1;JUSTICE:6;KING:4;LADY:1;LAW:11;LAWYER:1;LAWYERS:1;LEES:2;LOVE:3;MAGISTRATE:1;MANNERS:1;MARRIAGE:1;MARTIAL:4;OPEN:1;PALACE:1;POLICE:2;PRINCE:1;PROCEDURE:2;QUEEN:3;ROOM:4;RULE:1;SENTENCE:1;SET:1;SHIP:2;SHOE:1;SOCIAL:1;STREET:1;TENNIS:7;THEATRE:1;TRIALS:1;WIN:1;WOO:1;YARD:4	17382
1069	GLUE	GLUE	8769	24	97	AEROPLANE:1;ANIMAL:1;BOSTIK:1;BRUSH:1;CLUE:1;DO:1;DRIP:1;FACTORY:2;FLOUR:1;GUM:3;HOOF:1;KNICKERS:1;PAINT:2;PAPER:1;PASTE:2;POT:9;STICK:34;STICKS:1;STICKY:27;STRUCK:1;STUCK:1;TOGETHER:2;TUBE:1;WET:1	21853
107	OMEN	OMEN	14324	0	0		4808
