CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	NODE	DEGREE	WEIGHTED_DEGREE	EDGES	LINE_IN_SOURCE
1508	KING	KING	11342	27	97	BEE:1;CARD:1;CARDS:1;CASTLE:1;CHAIR:1;CHARLES:2;CHESS:1;CHRIST:1;COLE:2;COUNTRY:1;CROSS:1;CROWN:4;DAY:1;GEORGE:2;JUDGE:1;KONG:18;LOUIS:1;MAKER:2;ME:1;MONARCHY:1;ORDER:1;PIN:3;QUEEN:44;ROAD:1;SIZE:1;SNOW:1;THRONE:2	1495
1509	MOSQUITO	MOSQUITO	13277	28	99	AEROPLANE:1;AFRICA:1;BITE:16;BITES:1;BUG:1;BUZZ:3;DEATH:2;DISEASE:2;FLIES:1;FLY:14;GNAT:2;GUN:1;INSECT:6;IRRITATION:1;MALARIA:7;MIDGE:1;NET:23;NETS:1;PEST:1;PLANE:3;SLAUGHTER:1;SLEEP:1;SPOTS:1;SPRAY:1;STING:3;SWAMP:1;TSETSE:2;WASP:1	3644
151	RAZOR	RAZOR	16596	21	98	BARBER:1;BEARD:5;BEARDS:1;BILL:1;BLADE:31;BLOOD:1;BRIGHT:1;CAT:1;CUT:7;CUTS:1;CUTTING:1;EDGE:8;KNIFE:1;MORNING:1;NAVEL:1;OUCH:1;SHARP:23;SHAVE:8;SHOP:1;SLASH:1;THROAT:2	7331
1510	CHIN	CHIN	3682	33	99	-CHIN:2;ANATOMY:1;BEARD:10;BODY:1;BONE:2;BOXING:1;BRISTLES:1;CHI:1;CHINESE:1;CLEFT:1;CUP:1;DOUBLE:9;FACE:10;FOREHEAD:1;GOOD-BYE:1;GRIN:1;HIT:1;HURT:1;JAW:2;MOUTH:4;NECK:3;NOSE:15;PINK:1;POINTED:1;REST:2;SHAVE:1;SQUARE:1;STICK OUT:1;STRAP:5;STRONG:1;STUBBLE:2;UP:7;WAG:7	16202
1511	ROOSTER	ROOSTER	17319	0	0		8135
1514	HEN	HEN	9662	26	99	CHICK:3;CHICKEN:16;CHICKS:1;CLUCK:1;COCK:15;COMB:1;COOP:1;COW:1;CROW:1;DUCK:1;EGG:20;EGGS:4;GOOSE:2;HOUND:1;HOUSE:5;LADY:1;LAY:1;NECK:1;PACKED:1;PECK:6;PECKED:8;PEN:2;PLUCK:1;POULTRY:1;RUN:2;WOMEN:2	22846
1515	TEN	10	55	50	87	$:1;BOTTLES:1;BROTHER:1;CHILD:2;CLEVER:1;COINS:1;COMMANDMENTS:1;DAYS:1;DEC:1;DECIMAL:2;DOWNING:2;DOZEN:1;ELEVEN:5;ENOUGH:1;FINGERS:1;FIVE:1;GREEN:1;INTELLIGENCE:1;LUCKY:1;MEN:2;MINE:1;NINE:2;NOT AGAIN:1;NUMBER:6;NUMERAL:1;O&#39;CLOCK:1;PAST:1;PENCE:1;PINS:1;PINTS:1;SECONDS:1;SHILLINGS:1;TALK:1;TEN:2;TIMES:1;TWENTY:3;YEARS:1;YOU:1;YOUNG:1;10:1;100:1;11:13;12:1;20:3;28:1;41:1;5:1;66:2;8:1;9:6	18221
1517	WASP	WASP	22442	19	100	AEROPLANE:1;BEE:24;FEAR:1;FELLOW:1;FLOWER:1;FLY:1;HORNET:1;INSECT:2;JAM:1;METHS:1;NEST:1;PAIN:1;RUGBY:2;STING:55;STRIPE:1;STRIPED:1;STUNG:1;SUMMER:1;YELLOW:3	13828
1518	STUPID	STUPID	19817	37	98	ABSURD:1;ANNOYING:1;ANSWER:1;ASS:3;BRAINS:1;CHAT:1;CLEVER:1;CRAZY:1;CUPID:2;DAFT:6;DENSE:1;DIM:1;DONKEY:1;DULL:2;DUMB:3;FAT:1;FOOL:12;FOOLISH:3;IDIOT:10;INTELLIGENT:1;JOHN:1;LAZY:2;MAD:1;ME:2;NAUGHTY:1;NICE:1;OAF:1;PATHETIC:1;PEOPLE:1;PLAN:1;PRUNE:1;PSYCHOLOGY:1;RIDICULOUS:1;SILLY:7;SLOW:1;THICK:21;TIRED:1	10910
1519	RUN	RUN	17426	40	99	ATHLETICS:1;AWAY:5;BOY:1;CRAWL:1;CRICKET:1;DASH:1;DOWN:1;FAST:11;FEET:1;FLEE:1;HOME:2;HURDLE:1;HURRY:1;IN:1;JUMP:5;LEAP:1;LEGS:1;LIFE:2;NIGHTMARE:1;OFF:1;PAST:1;PUFF:1;QUICK:1;RABBIT:3;RACE:7;RIDE:1;SEE:1;SHIP:1;SIT:1;SPEED:1;SPORT:1;SPRINT:1;STAND:1;STILL:1;STOP:4;TIME:1;TROT:1;UP:1;WALK:29;WEIGHT:1	8254
152	HOOF	HOOF	9927	22	96	CLAW:1;CLOP:1;CLOVEN:1;COW:9;DOG:2;DOWN:1;FEET:1;FOOD:1;FOOT:7;HEAL:1;HEEL:1;HORN:5;HORSE:52;HORSES:1;HORSESHOE:1;MOUTH:1;SHOE:5;SHOT:1;SKIN:1;STONE:1;TORCH:1;WALK:1	23140
1520	CRUSH	CRUSH	4991	46	97	BADLY:1;BANG:1;BARRIER:1;BEAT:1;BOY:2;BUSH:1;CHARGE:1;CRACK:1;CROWD:3;CRUMBLE:1;CRUNCH:3;DAVE:1;DEATH:1;DESTROY:3;DISCARD:1;FALL:1;FEEL:1;FRUIT:1;GIRL:1;GIRLS:1;HEART:1;HURT:1;ICE:1;INJURY:2;JUICE:2;LEMON:2;LOVE:3;MOB:1;MOTORBIKE:1;NOISE:1;OOZE:1;ORANGE:18;PACKET:1;PEOPLE:1;POWDER:1;PULP:2;SCHOOLBOY:1;SMASH:3;SQUASH:11;SQUEEZE:9;STAMP:1;STONE:1;SUN:1;SWEET:1;TRAMPLE:2;WALK:1	17656
1521	SEEM	SEEM	17951	47	97	AM:1;APPEAR:24;APPEARS:3;ARE:1;BE:5;BELIEVE:1;BOWLER:1;CLOTH:1;COULD BE:1;DOOR:1;EASY:1;EYE:1;HEARD:1;ILLUSION:1;IS:1;IT:1;KNOW:1;LARGE:1;LIKE:7;LIKELY:2;LOOK:1;MAY:1;NEAR:1;NOTHING:1;PERHAPS:1;POINTLESS:1;REALITY:1;SAW:1;SEAMY:1;SEE:1;SEEMS:1;SEW:1;SO:2;SORRY:1;SUPPOSE:1;THEM:1;THEME:1;THINK:2;THROUGH:1;TO:10;TO BE:4;TRUTH:1;UNUSUAL:1;USELESS:1;WAS:1;WHAT:1;WROTE:1	8837
1522	SOCK	SOCK	18910	26	98	BLACK:1;BOOT:2;FEET:5;FOOT:10;GREEN:1;HAIRY:1;HEEL:1;HIT:3;HOLE:4;HOT:1;IT:6;IT TO ME:8;LICHTENSTEIN:1;ME:2;ODD:1;SHOE:39;SHOES:1;SILK:1;SMALL:1;SMELL:2;STOCK:1;STOCKING:2;SWEAT:1;THUMP:1;TOE:1;WASH:1	9903
1523	FORGET	FORGET	8054	34	95	ABSENT-MINDED:1;AMNESIA:1;BAD:1;DISMISS:1;FORGIVE:1;FORGOT:1;FORGOTTEN:1;HANDKERCHIEF:1;KEY:1;LEAVE:1;LETTER:1;LOSE:1;ME:3;ME-NOT:11;MEMORY:6;MIND:1;NOT:1;NOTHING:1;OBLIVION:1;OFTEN:1;OOPS:1;REMEMBER:42;REPRESS:1;REVERSE:1;SOME:1;SOON:1;THINK:3;THOUGHT:1;WHAT:2;WHEN:1;WHITE:1;WON&#39;T:1;YES:1;YOU:1	21060
1524	WINE	WINE	22828	45	95	ALCOHOL:1;ALCOHOLIC:1;BOOZE:3;BOTTLE:5;BURGUNDY:1;CELLAR:1;CHEESE:3;CUP:2;DINE:3;DINNER:2;DRINK:11;DRUNK:4;DRY:1;FOOD:2;FRANCE:1;GLASS:8;GLASSES:1;GRAPE:2;HAPPY:1;JAR:2;LANLIQ:1;LIST:1;LUXURY:1;MAKER:1;MEAL:1;MERCHANT:1;RED:9;RICHNESS:1;RIESLING:1;ROME:1;ROSE:1;SHOP:1;SONG:1;SOUR:1;SPIRITS:1;SWEET:1;TABLE:2;TASTE:1;TASTER:1;VINE:1;WAITER:1;WATER:2;WHITE:4;WOMEN:3;YES PLEASE:1	14256
1525	COAST	COAST	4039	30	94	ABROAD:1;ALONG:1;AROUND:1;BEACH:2;CLEAR:1;CLIFF:2;CLIFFS:2;COKE:1;DORSET:1;DOVER:1;EAST:1;FIFE:1;GUARD:4;HOME:2;LINE:19;PLAIN:1;REEF:1;RIDE:1;ROAD:3;ROCKS:1;ROLLER:1;SAND:4;SEA:27;SEASHORE:1;SEASIDE:2;SHORE:8;SOMERSET:1;WEST:1;WHITLEY BAY:1;WINE:1	16599
1526	MEAL	MEAL	12727	35	100	BONE:1;BRAN:1;BREAK:1;CAT:1;CHIPS:1;CORN:2;DIGESTION:1;DINNER:2;DOG:1;EAT:10;EVENING:1;FISH:1;FOOD:42;FORK:1;GAS:1;GOOD:1;HAVELOCK:1;HEAVY:1;HUNGER:1;HUNGRY:4;LUNCH:1;MEAT:1;PLATE:1;POTATOES:1;PRICE:1;REST:1;SAWDUST:1;SOUP:1;STEAK:2;TICKET:4;TIME:7;WHEEL:1;WHEELS:1;WORM:1;WORMS:1	3033
1527	TICK	TICK	20786	25	99	<TICK>:2;ANIMAL:1;BUYS:1;CLOCK:8;CORRECT:3;CROSS:11;DISEASE:1;FLEA:3;FLEE:1;FORMS:1;HOUSE:1;INSECT:5;LICK:1;LOUSE:1;MARK:5;OFF:2;PEN:1;PEW:1;RIGHT:6;ROCK:1;SCRATCH:1;SPIDER:1;TACK:2;TOCK:38;WATCH:1	11987
1528	FORGIVE	FORGIVE	8059	30	97	AND FORGET:2;BIBLE:1;COMPASSION:1;CONFESSIONAL:1;DIVINE:2;EVIDENCE:1;FORGAVE:1;FORGET:47;FORGIVENESS:1;GIVE:1;GOD:2;HELP:1;IMPERATIVE:1;JESUS:1;KIND:3;LET:1;LOVE:3;ME:10;N:1;NEVER:1;NO:1;PARDON:2;PLEASE:4;REPAIR:1;SAD:1;SIN:1;SINNER:1;SMILE:1;SORRY:2;TRY:1	21065
153	GREY	GREY	9079	44	96	ALLOY:1;ASHES:1;BEARD:2;BLACK:14;BLUE:3;BROWN:1;CLOUD:1;CLOUDS:1;COLOUR:2;DIM:1;DINGY:1;DIRTY:2;DOVE:2;DRAB:1;DULL:1;ELEPHANT:2;FRIAR:1;GHOST:1;GLOOMY:1;GOOSE:2;GREEN:1;HAIR:7;HEAD:1;HORSE:5;HOUND:4;IRON:1;LAG:1;MAN:1;MARE:5;MATTER:3;MIST:1;MURKY:1;REFORM:1;ROAD:1;SHIP:1;SKY:6;SMOKE:1;SNAP:1;SQUIRREL:2;STRIPE:1;WALL:1;WALLS:1;WEATHER:1;WHITE:7	22198
1530	BOWL	BOWL	2551	51	97	ALLEY:4;APPLE:1;BALL:3;BASIN:1;BAT:1;BEAKER:1;BISCUIT:1;BLACK:1;BOWEL:1;BOWLING-GREEN:1;CAN:1;CHERRIES:4;CHINESE:1;CORNFLAKES:1;CRICKET:7;CROW:1;CUP:3;CURRY:1;CURVE:1;CUSTARD:1;DISH:4;ENAMEL:1;FISH:1;FLOWER:1;FLOWERS:1;FRUIT:1;FRY:1;FULL:1;GLASS:1;GREEN:6;HAT:1;LETTUCE:1;MILK:1;OVER:3;PINS:1;PIPE:1;PORRIDGE:5;POT:1;PUDDING:1;RICE:2;ROUND:1;SALAD:7;SOUP:5;SPOON:3;SUGAR:3;TEN:2;THROW:1;VASE:1;WATER:1;WOOD:1;10 PIN:1	14946
1531	BRANCH	BRANCH	2606	22	99	BANK:14;BLOCK:1;BREACH:1;FIRM:1;FORK:1;INFERIOR:1;LIBRARY:3;LIMB:1;LINE:4;LLOYDS:1;MEMBER:1;OF:1;OFF:1;OFFICE:1;OUT:5;PART:1;SHOP:2;SNOW:1;STUDY:1;TRAIN:1;TREE:50;TWIG:6	15007
1533	BE HUNGRY	HUNGRY	10110	43	98	ANGRY:3;BOY:2;BREAD:1;COLD:1;CZECHOSLOVAKIA:1;DINNER:2;EAT:1;EMPTY:4;FAMISHED:2;FAT:1;FED:1;FIELD:1;FOOD:24;FULL:2;HAPPY:1;HASH:1;HASTE:1;HOLE:1;LAD:1;LEAN:1;LUNCH:1;LUNCHTIME:1;MEAL:1;MOUTH:1;MOUTHS:1;NOW:1;OXFAM:1;PAIN:1;PANGS:1;PEOPLE:2;POLAND:1;RUSSIA:1;SAD:2;SMELLS:1;STARVING:4;TARZAN:1;THIRST:1;THIRSTY:12;TIRED:5;USUALLY:1;WOLF:1;WORLD:1;YES:4	127
1534	FEVER	FEVER	7582	32	98	ANGUISH:1;ASIAN:1;CONCERT:1;DEATH:1;DISEASE:1;DRINK:1;EVER:1;FLU:2;HAY:12;HEAT:5;HEY:1;HIGH:2;HOT:15;ILL:6;ILLNESS:8;MALARIA:1;MEAT:1;MORNING:1;OUT:1;PATHOLOGY:1;PITCH:7;SCARLET:5;SCREAM:1;SICKNESS:2;SILK:1;SMALLPOX:1;SWEAT:1;SWEET:1;TEMPERATURE:8;TREE:2;TYPHOID:1;YELLOW:5	20535
1535	SWORD	SWORD	20137	44	98	ARM:1;BAYONET:1;BLADE:2;CAVALIER:1;CUT:2;DAGGER:9;DEATH:1;DUAL:1;EAR-ACHE:1;EDGE:2;EPEE:1;FIGHT:4;FIRE:2;FISH:4;GUN:1;HAND:1;HANDLE:1;HILT:3;HONOUR:1;IVANHOE:1;KILL:1;KING:1;KING ARTHUR:2;KNIFE:4;KNIGHT:1;LANCELOT:1;PESTLE:1;POINT:2;SCABBARD:5;SHAFT:1;SHARP:3;SHEAF:1;SHEATH:11;SHIELD:7;SILVER:1;SOLDIER:1;STEEL:4;STICK:1;STONE:4;THIN:1;WAR:1;WEAPON:1;WEAPONS:1;WILKINSON:2	11267
1536	UNDERSTAND	UNDERSTAND	21661	50	98	ACKNOWLEDGE:1;ADVERTS:1;BANK:1;BRAINS:1;CANT:1;CHILDREN:1;CLEVER:1;COMMUNICATE:1;COMPASSION:1;COMPLY:1;COMPREHEND:24;CONSIDERATE:1;DON&#39;T:1;FEEL:2;FOLLOW:1;GET:2;GRASP:1;IDEAS:1;INTELLECT:1;KIND:1;KNOW:14;KNOWLEDGE:1;LANGUAGE:1;LEARN:1;LISTEN:1;MAN:1;MEAN:1;MEANING:1;MISUNDERSTAND:3;NEVER:2;NO:3;NOT:1;NOTHING:1;PROBLEM:1;PROBLEMS:1;PROCESS:1;PULPIT:1;READ:2;REALISE:1;SCIENCE:1;SEE:2;SOLID:1;SYMPATHY:1;THANK:1;THINK:4;UNABLE:1;WORD:1;WORK:1;YES:1;YOU:1	12960
1537	SPRINGTIME	SPRING	19306	50	99	AUTUMN:2;BEAUTIFUL:1;BEAUTY:1;BED:7;BIRDS:2;BLOSSOM:1;BOARD:2;BUSTLE:1;CLEAN:2;CONSULATE:1;DAFFODILS:1;FEVER:4;FLOWER:2;FLOWERS:1;FROM:1;GRASS:1;GREEN:3;HAPPINESS:1;JOY:1;JUMP:4;LAMB:1;LAMBS:2;LEAP:1;LIGAMENT:1;LIGHT:1;LIVE:1;LOADED:1;LOVE:3;MATTRESS:1;MAY:1;ONION:1;PLEASANT:1;PORT:1;RIVER:1;RUST:1;SEASON:1;SING:1;SONG:1;SPRUNG:2;SUMMER:20;SUN:1;SWALLOW:1;SYMPHONY:1;TIDE:1;TIME:5;UP:2;WARM:1;WATER:2;WINTER:2;YELLOW:1	10343
1538	SCORPION	SCORPION	17779	0	0		8645
1539	BASKET	BASKET	1786	43	96	BALL:16;BASTARD:1;BICYCLE:1;BOTTLE:1;BOX:1;BREAD:5;CANE:1;CARRIER:1;CAT:2;CLOTHES:1;CONTAINER:1;DOG:1;EGG:1;EGGS:6;FIGS:1;FLOWERS:1;FOOD:1;FRUIT:5;FULL:2;HANDBAG:1;HOLD:1;IDIOT:1;LADEN:1;LIGHT:2;MAKER:1;PAPER:1;PLUM:1;RUBBISH:1;SHOP:1;SHOPPING:4;SWINE:1;TEXTURE:1;VEGETABLE:1;VEGETABLES:1;WASTE:1;WEAVE:5;WEAVER:4;WEAVING:2;WICKER:9;WICKET:1;WOMAN:2;WOODEN:1;WORK:3	8735
154	UDDER	UDDER	21558	21	100	ADDER:1;BENEATH:1;BLADDER:1;BREAST:2;BULL:1;COW:69;COWS:2;DECEASED:1;FIELD:1;HILL:1;MILK:8;MOVEMENT:1;NEATH:1;OVER:2;RUBBER:1;RUDDER:1;SOW:1;SUCK:1;TEAT:2;TIT:1;WARM:1	12845
1540	EYELASH	EYELASH	7272	0	0		20191
1541	CULTIVATE	CULTIVATE	5038	0	0		17709
1543	SNAIL	SNAIL	18808	24	99	ANIMAL:1;BLACK:1;BRIAN:1;BUTTER:1;CRAWL:7;DELICACY:1;EAT:1;EATING:1;EGG:1;FRENCH:1;GARDEN:1;HORNS:1;HOUSE:3;PACE:6;SHELL:15;SHY:1;SLIME:4;SLOW:37;SLUG:8;SMALL:1;TAIL:1;TRACK:1;TRAIL:2;WORM:2	9789
1544	SOMETIMES	SOMETIMES	18981	19	97	ALONE:1;ALWAYS:20;DONE:1;EVER:1;FEELING:1;GLORIA:1;HAPPEN:1;I:1;LOVE:1;MAYBE:1;NEVER:37;NICE:1;NOW:1;OCCASIONALLY:6;OFTEN:18;OTHERS:1;PLAY:1;WILL:1;YES:2	9981
1545	HOST	HOST	10003	43	97	ANIMAL:1;ARMY:2;BATTLE:1;BREAD:1;CHAUCER:1;CHURCH:1;COMMUNION:3;COMPANY:1;COUNTRY:1;COURTEOUS:1;CROWD:1;DAFFODILS:2;DINNER:2;DRINK:1;ESS:2;EUCHARIST:2;FRIEND:2;GRACIOUS:1;GRATEFUL:1;GROUP:2;GUEST:16;HEAVENLY:2;HOSTESS:10;JUDGEMENT:1;LORD:1;MAN:3;MASS:1;MINE:2;MOST:2;MULTITUDE:2;NATION:2;OF:1;OF MINE:1;PARASITE:7;PARTY:7;PERSON:2;QUEST:1;RAINCOAT:1;SHERRY:1;WARRIORS:1;WELCOME:1;WINE:2;WOMAN:1	8
1546	TWICE	TWICE	21490	30	94	A NIGHT:2;A WEEK:2;AGAIN:6;AS:1;AS NICE:3;BIS:1;BITTEN:2;BLIND:1;DAILY:1;DOUBLE:3;ECSTASY:1;LIBERATE:1;MANY:1;MUCH:1;NEVER:1;NICE:3;NIGHTLY:5;NOTHING:1;NUMBER:2;ONCE:19;ONLY:1;OVER:3;RETURN:1;ROUND:1;THINK:1;THRICE:18;TIME:1;TWICE:1;TWINS:1;TWO:9	12770
1547	SOUP	SOUP	19040	41	93	BOWL:6;BREAD:1;BROTH:3;CAMPBELL:1;CANTEEN:1;CARROTS:1;CHICKEN:2;CLEAR:1;COB:1;COLD:1;COURSE:1;CREAM:1;DISH:2;DRINK:3;EAT:1;FILLING:1;FOG:1;FOOD:3;GOOD:1;HEINZ:8;HOT:2;KITCHEN:2;MILK:1;MUSHROOM:1;OXO:1;PEA:6;PLASTIC:1;PLATE:3;PUDDING:1;SHOOT:1;SPOON:5;SUPPER:1;TASTE:2;THICK:2;TIN:1;TOAST:1;TOMATO:17;TURTLE:1;URN:1;WARM:2;WATER:1	10048
1548	UGLY	UGLY	21565	42	98	BAD:2;BEAUTIFUL:17;BLACK:1;BOY:2;BUG:1;DEATH:1;DEFORMED:2;DUCK:1;DUCKLING:9;FACE:5;FAINT:1;FAIR:2;FAT:1;FEAR:1;FOOT:1;GEORGE:1;GIRL:1;GROTESQUE:1;HANDSOME:1;HATEFUL:1;HELPLESS:1;HORRIBLE:2;HORRID:2;LOVELY:1;MAN:2;ME:2;MUG:1;NASTY:1;NICE:6;NOSE:1;OLD:1;PLAIN:2;PRETTY:11;SAD:1;SIN:1;SISTER:3;SISTERS:1;SMOOTH:1;SPOTS:2;STRONG:1;WARTS:1;WOMAN:2	12853
155	CHOP	CHOP	3728	28	98	AXE:5;BEEF:1;BOARD:1;CHANGE:1;CHIN:1;CHIP:1;CHOP:2;CHOPPER:1;CUT:8;FAT:2;FOOD:3;HAM:1;HAMMER:1;KARATE:1;LAMB:7;LAMP:1;LUNCH:1;MEAT:8;OUT:1;PORK:20;POTATO:1;RICE:1;SHOP:2;SPARE:1;STEAK:1;STICK:3;STICKS:4;SUEY:18	16253
1550	PREVENT	PREVENT	15908	34	96	ACCIDENT:2;ACCIDENTS:2;ADVENT:1;ALLOW:3;ANNOYANCE:1;BAR:1;CAR:1;CRIME:2;CURE:3;DISALLOW:1;DISASTER:2;EARNING:1;FIRES:1;FOIL:1;FORBID:1;HAPPENING:2;HARD:1;HARM:1;HIGH:1;HINDER:5;HOLD:1;ILLNESS:1;JOB:1;LOTION:1;NOTHING:1;PILL:3;PREVAIL:1;PROHIBIT:1;SHOP:2;STAY:1;STEALING:1;STOP:47;TROUBLE:1;WAR:1	6567
1551	FEMALE	FEMALE	7538	34	99	ANIMAL:1;APPLE:1;BEAUTIFUL:1;BED:1;BODY:1;BRA:1;BREAST:1;CLOTHES:1;COUNTERPART:1;COW:1;CURIOSITY:1;DISH:1;DOVE:1;FORM:1;GIRL:9;GIRLFRIEND:1;HAIR:1;LEG:1;LEGS:1;MALE:49;MAN:1;ME:1;MILE:1;MOLE:1;MONKEY:1;NICE:1;OFTEN:1;SEX:5;SPECIES:1;WHAT:1;WIFE:1;WOMAN:6;WOMB:1;WOMEN:1	20486
1552	GLOOMY	GLOOMY	8755	44	96	BASSET:1;BLACK:1;BRIGHT:1;CHURCH:1;CLOUDY:1;DAMP:1;DARK:12;DAY:2;DEPRESSED:2;DEPRESSING:1;DEPRESSION:1;DIM:3;DISMAL:2;DULL:13;DUMB:1;DUNGEON:1;EXAMS:1;FATIGUE:1;FROWN:1;GLUM:3;GREY:1;HAPPY:1;ME:1;MELANCHOLY:1;MISERABLE:2;MOOD:1;MOON:1;MORBID:1;NIGHT:1;OUTLOOK:1;PROSPECT:1;RAIN:1;RED:1;ROOM:2;SAD:17;SCHOOL:1;SEX:1;SKY:1;SOOT:1;TUESDAY:1;UNHAPPY:1;UPSET:1;WAS:1;WEATHER:5	21838
1553	MALE	MALE	12436	28	100	ASSERTION:1;BOYFRIEND:1;CHAP:1;CHEST:1;DARK:1;DENNIS:1;DOG:1;EVEN:1;FATHER:1;FEMALE:64;GORGEOUS:1;GRAHAM:1;HAIR:1;HORMONE:1;MAN:6;ME:2;MEN:1;NAIL:1;PENIS:1;QUEER:1;RAT:1;ROGUE:1;ROY:1;SALE:1;SEX:4;SPECIES:1;STUDENT:1;VOICE:1	2710
1554	MAN	MAN	12459	28	98	ALIVE:1;APE:1;BEAUTY:1;BOY:2;CHILD:1;CREATION:1;DANE:1;EATER:1;FAT:1;FATHER:1;FILM:1;GIRL:1;HOLE:2;HORSE:1;HUMAN:2;LOLLIPOP:1;LUNG:1;MALE:1;MANKIND:1;ME:1;MEN:1;NONSENSE:1;POWER:1;SEX:1;SPECIES:1;STRONG:3;TRAP:1;WOMAN:66	2735
1555	CHAMELEON	CHAMELEON	3506	0	0		16007
1556	YOLK	YOLK	23156	19	99	ALBUMIN:1;BURDEN:1;CHICK:1;CHOKE:1;EGG:75;EGGS:1;HARNESS:1;HORSE:1;JOKE:1;LAUGH:1;MILK:1;NOTHING:1;OX:4;OXEN:2;PLOUGH:1;SAC:2;WHITE:1;YELLOW:2;YORK:1	14621
1557	BEGINNING	BEGINNING	1947	21	98	AGAIN:1;ALPHA:1;BEFORE:1;BIBLE:1;BIRTH:1;COMMENCE:1;CONTINUING:1;DAY:1;END:59;FINISH:1;FIRST:1;FRESH:1;GENESIS:2;IN:1;IN THE:1;JOURNEY:1;OF:2;START:17;STARTING:2;WHERE:1;WORLD:1	10524
1558	SIMILAR	SIMILAR	18472	21	97	ALIKE:12;DIFFERENT:3;DISSIMILAR:5;FEATURES:1;IDENTICAL:1;LIKE:23;MAGNETS:1;MEANING:1;SAME:31;SIMILARITY:1;SITUATION:1;STRANGE:1;TO:4;TO WHAT:1;TRIANGLE:2;TRIANGLES:2;TWIN:1;TWINS:3;TWO:1;TYPE:1;WHEN:1	9416
1559	MONEY	MONEY	13181	56	97	AVARICE:1;BABY:1;BAG:2;BAGS:7;BANK:1;BEAR:1;BREAD:2;BUY:1;CASH:7;CHANGE:1;COIN:1;COINS:1;DECIMAL:1;EVIL:2;FOOD:1;FUN:1;GIRLS:1;GOLD:6;GREED:1;GREEN:1;HAPPY:1;HONEY:1;L.S.D.:1;LACK:1;LARK:1;LITTLE:1;LIVE:1;MAD:1;MAKE:1;MAKER:1;MATTERS:1;MILLIONS:1;MIND:1;NICE:1;NIL:1;NONE:5;NOTE:1;ORDER:1;PAPER:2;PAY:1;PENNIES:1;PIGGY-BANK:1;POT:1;POUND:3;POUNDS:6;POVERTY:2;POWER:1;PROBLEMS:1;PURSE:2;RICH:4;SECURITY:1;SILVER:1;SPEND:1;SPENT:1;TARIQ ALI:1;WEALTH:5	3538
156	RED	RED	16714	49	97	AMBER:1;APPLE:1;ARMY:1;BALLOON:2;BEACH:1;BED:1;BLACK:7;BLOOD:1;BLUE:17;BRICK:1;BRIGHT:1;BUS:1;CAP:1;CAPE:1;CLOTH:1;COLOUR:3;DANGER:1;DEVIL:1;DRAGON:1;FLAG:4;GLOW:1;GREEN:8;GREY:1;HAIR:1;HOOD:1;HOT:1;INDIAN:1;LEAD:1;LETTER:1;LIGHT:2;NOSE:1;PEPPERS:1;PILLAR-BOX:1;RIDING:1;RIVER:1;ROSE:2;ROSES:1;SEX:1;SKIN:1;SQUARE:1;STOP:1;SUN:1;TRAFFIC LIGHTS:1;WAR:1;WARMTH:1;WHITE:11;WINE:1;WORLD:1;YELLOW:2	7463
1560	FACE	FACE	7293	51	98	BEAUTIFUL:1;BODY:2;CHARACTER:1;CLOCK:2;CLOTH:2;CREAM:2;DARK:1;EARS:1;EVANS:1;EXPRESSION:1;EXTERIOR:1;EYES:4;FACT:1;FEATURES:3;FRONT:1;FULL:1;HAIR:2;HANDS:1;HEAD:4;LESS:2;LIFT:11;LIPS:1;LOOK:1;LOVELY:1;MAN:1;MASK:4;MOUTH:6;MUG:1;MUSIC:1;NECK:2;NOSE:6;PACK:1;PALE:1;PERSON:1;PIECE:1;POWDER:1;PRETTY:2;RED:1;ROSE:1;ROUND:1;SKIN:2;SMALL:1;SMILE:1;SPOT:1;SPOTS:1;TAN:1;TISSUE:1;TURN:2;UGLY:5;UP:3;VISAGE:1	20214
1561	ARMY	ARMY	1227	47	96	AIR FORCE:1;BARRACKS:1;BATTLE:1;BLOOD:2;BOOTS:2;BULL:2;CAMP:1;CAPTAIN:1;CHIEF:1;COLONEL:1;DISCIPLINE:2;DRILL:1;FORCE:1;GAME:1;GERMANY:1;GREEN:1;GUN:1;GUNS:2;JEEP:1;JOKE:1;KHAKI:2;LEGION:2;LIFE:1;LORRY:1;MAO:1;MEN:4;MILITANT:1;NAVY:29;NO:1;NOISE:1;RANK:1;RED:1;REGIMENT:1;RIFLES:1;SALVATION:1;SERVICE:1;SOLDIER:6;SOLDIERS:1;STOMACH:1;TAGE:1;TANK:1;TELEVISION:1;TROOPS:1;UNDESIRABLE:1;UNIFORM:1;VIETNAM:1;WAR:7	2525
1562	MIND	MIND	12996	46	99	ALIVE:2;ALL:1;BEND:1;BENDER:1;BENT:1;BIND:1;BLOW:1;BLOWN:1;BODY:10;BOGGLE:1;BRAIN:16;BUSINESS:1;CARE:1;COSMOS:1;DEATH:2;EGO:1;EYE:1;FULL:2;HAS:1;HEAD:3;INTELLECT:1;INTELLIGENT:1;KIND:1;LESS:1;LIMB:1;MAD:1;MATTER:16;MEDITATE:1;MEMORY:1;MENTAL:1;NEVER:1;NO:1;NOT AT ALL:1;OBJECT:1;OUT:2;PSYCHOLOGY:1;READER:2;REASON:1;REST:1;SHAVING:1;SIGHT:1;SIMPLE:1;SPIRIT:1;STEP:1;THINK:6;THOUGHT:3	3331
