CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	SPANISH_AOA_MEAN	SPANISH_AOA_MIN	SPANISH_AOA_MAX	SPANISH_POS	LINE_IN_SOURCE
1676	ALWAYS	siempre	5.18	2	9	ADVERB	6118
1678	HUT	choza	8.3	4	11	NOUN	1235
168	REST	descansar	4.82	1	11	VERB	1955
1680	HELMET	casco	5.36	2	10	NOUN	1087
1681	WAIST	cintura	5.38	2	11	NOUN	1275
1682	GUILTY	culpable	6.86	3	11	ADJECTIVE	1775
1683	BUSH	monte	4.36	1	11	NOUN	4354
1685	AFTER	después	4.8	2	8	ADPOSITION	2016
1689	SMOKE (INHALE)	fumar	6.22	2	11	VERB	2951
169	IT	ello	6.68	2	11	PRONOUN	2284
1690	FENCE	valla	6.44	2	11	NOUN	6771
1691	FLEXIBLE	flexible	7.92	3	11	ADJECTIVE	2842
1692	FRIDAY	viernes	4.28	2	8	NOUN	6914
1693	THURSDAY	jueves	4.34	1	11	NOUN	3689
1694	WEDNESDAY	miércoles	3.86	1	7	NOUN	4251
1695	TUESDAY	martes	4.18	1	9	NOUN	4114
1697	MONDAY	lunes	3.72	1	7	NOUN	3977
1698	CURVED	curvo	8.42	3	11	ADJECTIVE	1800
1699	SUNDAY	domingo	3.68	1	7	NOUN	2186
17	EYELID	párpado	5.64	1	11	NOUN	4847
1700	SATURDAY	sábado	4.24	2	10	NOUN	5905
1703	SIX	seis	3.15	1	6	DETERMINER	6035
1704	SEVEN	siete	3.84	1	9	DETERMINER	6125
1705	EIGHT	ocho	3.76	1	9	DETERMINER	4627
1706	ELEVEN	once	4.4	1	8	DETERMINER	4674
1707	TWELVE	doce	3.83	2	8	DETERMINER	2170
1709	FIFTEEN	quince	4.76	2	10	DETERMINER	5550
1710	TWENTY	veinte	4.74	1	7	DETERMINER	6812
1712	OATH	juramento	7.74	4	11	NOUN	3709
1720	SIGN	marca	6.84	3	11	NOUN	4089
1725	CORRECT (RIGHT)	correcto	5.68	2	10	ADJECTIVE	1625
1726	WET	mojado	3.54	1	8	ADJECTIVE	4325
1728	ROTTEN	podrido	5.8	2	11	ADJECTIVE	5201
1730	CHEEK	mejilla	5.2	1	11	NOUN	4180
1732	SKY	cielo	3.58	1	8	NOUN	1248
174	PROUD	orgulloso	7.92	4	11	ADJECTIVE	4711
1740	PINE	pino	4.76	1	9	NOUN	5112
1741	ABOVE	encima	5.5	2	11	ADPOSITION	2333
1743	JOIN	juntar	5.24	2	10	VERB	3704
1745	HIP	cadera	6.38	1	11	NOUN	920
1747	CUSTOM	costumbre	7.28	1	11	NOUN	1659
1749	TAKE	tomar	4.6	1	10	VERB	6543
175	BLOW (OF WIND)	soplar	3.92	1	9	VERB	6230
1750	CHOOSE	escoger	6.22	1	11	VERB	2456
1753	TOP	cima	8.183673469387756	5	11	NOUN	1268
1754	BRACELET	pulsera	4.78	1	10	NOUN	5480
1756	WIDOW	viuda	8.19	2	11	NOUN	6951
1757	TIRED	cansado	4.22	2	7	ADJECTIVE	1006
1763	CLUB	club	7.4	3	11	NOUN	1321
1766	FINISH	terminar	4.36	1	10	VERB	6455
1768	FOAM	espuma	4.62	1	10	NOUN	2536
1773	GRAVE	tumba	6.58	3	11	NOUN	6688
1775	TABLE	escritorio	5.88	3	10	NOUN	2468
1776	SHAME	vergüenza	5	2	8	NOUN	6872
1782	GUEST	huésped	8.64	4	11	NOUN	3352
1783	PAIN	dolor	3.6	1	9	NOUN	2181
1788	TELEVISION	tele	2.92	1	7	NOUN	6391
1789	AGE	años	2.86	1	11	NOUN	383
1791	BUTTERFLY	mariposa	3.38	1	6	NOUN	4106
1794	FURROW	surco	8.34	4	11	NOUN	6312
1797	HEDGEHOG	erizo	5.612244897959184	2	10	NOUN	2420
1803	WOOD	madera	6.02	2	11	NOUN	3988
1804	BOMB	bomba	6.7	1	11	NOUN	800
1808	PUS	pus	6.6	1	11	NOUN	5500
1810	DANGER	peligro	4.26	1	9	NOUN	4939
1812	TRY	tratar	7.02	2	11	VERB	6636
1813	TASTY	sabroso	6.16	2	11	ADJECTIVE	5919
1820	BEAR	oso	3.36	1	8	NOUN	4729
1821	BRUSH	cepillo	3.66	2	7	NOUN	1159
1828	ASK (REQUEST)	pedir	4.54	1	10	VERB	4927
1829	JUMP	saltar	3.26	1	6	VERB	5953
183	BAKE	hornear	7.72	3	11	VERB	3322
1833	DINNER (SUPPER)	cena	3.92	1	10	NOUN	1147
1834	SHE	ella	3.46	1	9	PRONOUN	2282
1836	VAGINA	vagina	7.24	1	11	NOUN	6763
1838	NAVEL	ombligo	4.62	1	10	NOUN	4672
1839	CRY	llorar	2.84	1	7	VERB	3927
1843	THOUSAND	mil	6.36	2	10	NOUN	4254
1844	BOAT	bote	5.36	1	10	NOUN	822
1845	BALL	pelota	2.32	1	5	NOUN	4945
1847	SICK	enfermos	5.48	2	10	NOUN	2356
185	FIREPLACE	fogón	7.32	1	11	NOUN	2858
1850	COTTON	algodón	5.14	2	10	NOUN	237
1851	POCKET	bolsillo	4.2	1	7	NOUN	798
1853	DOVE	paloma	3.22	1	6	NOUN	4784
1856	SOFT	suave	4.64	1	10	ADJECTIVE	6251
1857	CROCODILE	cocodrilo	4.12	2	8	NOUN	1344
1859	THIRD	tercero	5.3	2	9	ADJECTIVE	6452
1862	DONKEY	burro	3.42	1	7	NOUN	881
1863	AMAZING	increíble	7.06	1	11	ADJECTIVE	3460
1864	HUNGER	hambre	2.86	1	9	NOUN	3215
1867	COIN	moneda	4.24	1	8	NOUN	4341
1869	BUY	comprar	4.66	2	11	VERB	1445
1870	ANCHOR	ancla	6.08	2	11	NOUN	324
1871	CAMEL	camello	4.32	2	8	NOUN	969
1873	ANTHILL	hormiguero	5.5	1	11	NOUN	3321
1874	SAUSAGE	chorizo	5.3	1	10	NOUN	1234
1879	DANCE	bailar	4.44	1	11	VERB	637
1884	HARD	duro	5.76	2	11	ADJECTIVE	2226
1887	CHEAP	barato	6.36	2	11	ADJECTIVE	674
1888	PAIR	par	6.72	3	11	NOUN	4818
1890	BELIEVE	creer	5.68	2	11	VERB	1678
1892	TOUCH	tocar	4.82	1	11	VERB	6530
1894	ASHAMED	avergonzado	7.22	2	11	VERB	606
1895	CLOTHES	ropa	2.8	1	7	NOUN	5860
1897	HELP	ayudar	4.54	2	10	VERB	619
1898	SPECTACLES	gafas	3.98	1	11	NOUN	2975
1899	MAD	loco	4.66	1	9	ADJECTIVE	3941
1901	SHOVEL	pala	4.42	1	9	NOUN	4770
1902	BETRAY	traicionar	7.6	3	11	VERB	6602
1905	EAGLE	águila	5.22	2	10	NOUN	187
1906	SOUR	ácido	7.78	3	11	ADJECTIVE	69
1907	MOLE	topo	6.24	2	11	NOUN	6555
191	NUT	nuez	5.46	3	11	NOUN	4591
1914	DEBT	deuda	9.12	4	11	NOUN	2038
1915	FIR	abeto	7.66	2	11	NOUN	11
1917	TIE	atar	4.44	1	9	VERB	548
1919	TORCH	linterna	5.32	3	9	NOUN	3874
192	CORNER	esquina	5.12	2	11	NOUN	2542
1920	DREAM (SOMETHING)	soñar	4.58	1	10	VERB	6227
1923	ROUGH	áspero	7.7	3	11	ADJECTIVE	530
1924	VEIN	vena	6.9	3	11	NOUN	6830
1925	ARTERY	arteria	9.84	6	11	NOUN	487
1929	STUDY	estudiar	5.8	3	11	VERB	2618
1930	RAVINE	barranco	5.1	1	11	NOUN	688
1931	BEESWAX	cera	4.34	1	11	NOUN	1160
1934	BEGGAR	mendigo	6.64	1	11	NOUN	4193
1936	DEER	ciervo	4.56	1	9	NOUN	1262
1937	THERE	allí	3.44	1	10	ADVERB	252
1938	FORTRESS	castillo	3.76	1	8	NOUN	1106
194	FAMILY	familia	3.44	1	7	NOUN	2734
1941	SOLDIER	soldado	5.86	2	10	NOUN	6201
1942	NEAR	cerca	4.2	1	10	ADPOSITION	1162
1943	CROWN (OF HEAD)	corona	4.54	2	7	NOUN	1617
1945	IDOL	ídolo	8.42	2	11	NOUN	3390
1948	SAW	sierra	7.44	3	11	NOUN	6123
1950	BEECH	haya	7.14	3	11	VERB	3229
1956	SUNFLOWER	girasol	4.98	1	9	NOUN	3056
1961	NECKLACE	collar	3.64	1	7	NOUN	1375
1963	IMMEDIATELY	inmediatamente	8.4	4	11	ADVERB	3519
1967	CALENDAR	calendario	6.88	2	11	NOUN	941
197	OTHER	otro	4.66	1	9	DETERMINER	4735
1970	CANOE	canoa	7.02	4	11	NOUN	1004
1971	FAN (OBJECT)	hélice	7.52	2	11	NOUN	3246
1973	DEMON	demonio	5.94	2	11	NOUN	1907
1974	CENTIPEDE	ciempiés	5.1	2	9	NOUN	1250
1981	WIDOWER	viudo	8.42	4	11	NOUN	6952
1986	DISEASE	enfermedad	4.88	1	9	NOUN	2351
1992	MORE	más	3.34	1	9	ADVERB	4120
1994	COLLARBONE	clavícula	9.5	3	11	NOUN	1311
1998	COMMAND	mandar	5.6	1	10	VERB	4039
2	DUST	polvo	5.38	3	9	NOUN	5217
2005	MASK	máscara	5.28	1	10	NOUN	4124
2008	RESCUE	salvar	5.8	2	11	VERB	5962
2009	DOG	perro	2.58	1	7	NOUN	5019
201	FARM	granja	4.62	2	9	NOUN	3110
2011	COFFIN	ataúd	8.02	4	11	NOUN	550
2014	GO DOWN (DESCEND)	bajar	4.06	1	7	VERB	643
2019	HAMMOCK	hamaca	6.62	3	10	NOUN	3214
202	STRENGTH	fuerza	5.2	2	11	NOUN	2942
2023	CROWD	multitud	8.16	3	11	NOUN	4428
203	MARRY	casarse	5.98	1	10	VERB	1081
2038	DRAGON	dragón	4.24	2	7	NOUN	2207
2043	PEACH	melocotón	4.34	1	9	NOUN	4187
2045	COLUMN	columna	6.14	1	11	NOUN	1391
2058	STOOL	banco	6.14	3	11	NOUN	659
2060	STORY	cuento	3.22	1	8	NOUN	1758
2070	COMB (VERB)	peinar	3.48	1	11	VERB	4934
208	NASAL MUCUS (SNOT)	moco	2.84	1	6	NOUN	4309
210	LIFE	vida	4.68	1	10	NOUN	6902
2106	MALE PERSON	varón	6.16	2	11	NOUN	6793
2108	RAINING OR RAIN	llover	3.76	2	11	VERB	3931
2110	WARM (OF WEATHER)	cálido	7.6	3	11	ADJECTIVE	943
2114	BELLY OR STOMACH	abdomen	8.64	3	11	NOUN	7
212	FIELD	campo	4.48	2	10	NOUN	984
2124	SMELL	olor	3.8	1	8	NOUN	4669
2142	RUN AWAY	escapar	5.76	2	11	VERB	2443
2148	PICK	coger	3.66	1	11	VERB	1350
215	LIE DOWN	acostarse	3.96	1	10	VERB	80
216	MOVIE	película	3.78	1	8	NOUN	4937
218	FINE (PENALTY)	multa	8.244897959183673	3	11	NOUN	4423
2206	RABIES	rabia	6.28	3	11	NOUN	5564
221	FIRE	fuego	3.68	1	7	NOUN	2934
2235	CLEAN (SOMETHING)	limpiar	3.76	2	7	VERB	3864
2244	METAL	metal	7.14	3	11	NOUN	4224
2246	BELL	campana	4.28	2	8	NOUN	979
2247	CATERPILLAR	oruga	5.68	2	11	NOUN	4722
2252	PATH	camino	4.5	1	8	NOUN	973
2260	FEMALE (OF PERSON)	hembra	5.5	1	11	NOUN	3248
227	FISH	pescado	3.42	1	7	NOUN	5054
2271	THINK	pensar	5.72	1	10	VERB	4965
2278	PERHAPS	quizás	6.78	3	11	ADVERB	5562
2290	PUDDLE	charco	4.68	1	8	NOUN	1205
2291	VOLCANO	volcán	5.78	2	10	NOUN	6975
2294	WRINKLE	arruga	6.82	1	11	NOUN	483
2296	SUNRISE	amanecer	6.52	4	11	NOUN	281
2297	DUSK	oscuridad	4.2	1	11	NOUN	4726
230	SWEEP	barrer	4.38	1	8	VERB	690
231	SHAVE	afeitar	6.76	4	11	VERB	139
2314	BROTHER-IN-LAW	cuñado	7.2	2	11	NOUN	1787
232	FLEA	pulga	5.86	3	9	NOUN	5476
2341	CLOUDY	nublado	5.04	1	10	ADJECTIVE	4576
2343	STEEL	acero	7.92	2	11	NOUN	68
2348	CRAB	cangrejo	5.34	2	9	NOUN	1000
2352	DRAGONFLY	libélula	6.76	3	11	NOUN	3833
2366	ONION	cebolla	4.34	1	8	NOUN	1136
2368	GARLIC	ajo	4.82	1	10	NOUN	199
2374	DREAM	sueño	3.9	1	10	NOUN	6278
238	PRAWNS	langostino	7.46	3	11	NOUN	3748
239	FLOWER	flor	2.68	1	7	NOUN	2846
24	PRAY	orar	7.36	3	11	VERB	4694
240	ELECTION	elección	7.62	4	11	NOUN	2263
2403	TOY	juguete	2.16	1	7	NOUN	3698
2407	BIRTHDAY	cumpleaños	2.78	1	6	NOUN	1781
241	TREE STUMP	tronco	5.46	2	10	NOUN	6675
2429	LOGIC	lógica	9.68	5	11	NOUN	3944
2430	OFFICE	oficina	7.26	3	11	NOUN	4651
2433	THEORY	teoría	9.3	7	11	NOUN	6447
2434	TRAGEDY	tragedia	8.02	3	11	NOUN	6600
244	LEFT	izquierda	4.8	1	11	NOUN	3640
2440	PINEAPPLE	piña	4.2	1	11	NOUN	5121
245	BROOM	escoba	4.2	1	8	NOUN	2455
2467	GAME	juego	2.76	1	6	NOUN	3686
2468	BAG	bolso	3.94	1	10	NOUN	799
2471	LADY	dama	6.938775510204081	3	11	NOUN	1807
249	FOG	neblina	6.94	3	11	NOUN	4493
2493	BOIL	hervir	6.54	2	11	VERB	3268
25	DIRT	suciedad	4.98	1	10	NOUN	6265
2504	DIFFERENT	diferente	5.38	2	10	ADJECTIVE	2078
2505	BEDROOM	habitación	3.42	1	6	NOUN	3173
2506	LOOSE	floja	6.34	1	11	ADJECTIVE	2844
2524	JOY	alegría	4.3	1	11	NOUN	226
2527	ABILITY	capacidad	8.94	5	11	NOUN	1020
253	CARE FOR	cuidar	4.6	2	9	VERB	1771
2530	SMART	inteligente	6.06	3	11	ADJECTIVE	3567
2534	DEPTH	profundidad	8.36	2	11	NOUN	5387
2546	BORDER	frontera	8.12	2	11	NOUN	2926
2547	CITY	ciudad	4.98	1	9	NOUN	1289
2548	BARREL	barril	6.9	1	11	NOUN	694
2549	VEHICLE	vehículo	6.163265306122449	2	11	NOUN	6810
255	SERVANT	servidor	8.58	4	11	NOUN	6097
2554	PRINCE (RULER)	príncipe	3.98	1	10	NOUN	5349
256	FOOD	comida	2.46	1	6	NOUN	1412
2573	FEELING (EMOTION)	emoción	8.06	1	11	NOUN	2296
2578	PENCIL	lápiz	2.68	1	11	NOUN	3754
258	CALM	calma	7.98	2	11	NOUN	950
2580	HELICOPTER	helicóptero	4.6	2	9	NOUN	3247
2591	RHINOCEROS	rinoceronte	6	2	10	NOUN	5821
2594	DOMINOES	dominó	5.52	2	9	NOUN	2190
2597	HARP	arpa	8	4	11	NOUN	470
2600	PYRAMID	pirámide	6.8	3	11	NOUN	5127
2603	ACCORDION	acordeón	6.78	3	11	NOUN	77
2605	ASPARAGUS	espárrago	7.62	2	11	NOUN	2502
2606	COMPASS	brújula	8.22	4	11	NOUN	857
2618	CAMERA	cámara	5.26	1	11	NOUN	959
2619	CARD	cartas	5.3	1	9	NOUN	1073
2620	CARRIAGE	carro	4.9	1	10	NOUN	1069
2621	CURTAIN	cortina	4.68	1	9	NOUN	1648
2623	FLAG	bandera	5.34	1	10	NOUN	663
2624	FRAME	marco	7.28	2	11	NOUN	4095
2625	MAP	mapa	6.06	2	10	NOUN	4077
2626	NERVE	nervio	8.04	1	11	NOUN	4510
2627	ORANGE (FRUIT)	naranja	3.26	1	6	NOUN	4469
2629	TRAY	bandeja	5.02	1	10	NOUN	662
2631	WIRE	cable	5.14	1	9	NOUN	901
2638	FISHING	pescar	5.44	1	10	VERB	5055
2643	INK	calamar	6.26	3	11	NOUN	933
2648	HAIR (HEAD)	cabello	4.54	1	10	NOUN	897
2668	SKELETON	esqueleto	6.98	1	10	NOUN	2538
269	COOKED	cocido	6.48	2	11	NOUN	1339
27	AIR	aire	4.38	1	11	NOUN	197
2715	DESPISE	despreciar	8	4	11	VERB	2012
272	TONGS	tenazas	6.94	1	11	NOUN	6417
273	DOUGH	masa	7.8	2	11	NOUN	4121
2765	CHERRY	cereza	5.2	1	11	NOUN	1173
2766	WATERMELON	sandía	4.14	1	8	NOUN	5972
2770	JACKET	chaqueta	4.66	1	9	NOUN	1202
278	AWL	punzón	6.32	2	11	NOUN	5490
2783	SCALES (MEASURE INSTRUMENT)	báscula	7.62	4	11	NOUN	699
2819	GRASSLAND	pradera	5.76	3	10	NOUN	5276
2831	PENGUIN	pingüino	4.42	1	10	NOUN	5111
2837	SWAN	cisne	5.28	3	10	NOUN	1287
2843	CAULIFLOWER	coliflor	6.06	2	11	NOUN	1373
2845	SIZE (OF OBJECT)	tamaño	5.36	2	10	NOUN	6338
2851	AUGUST	agosto	4.78	2	7	DATE	162
2856	CHANGE (SOMETHING)	alterar	8.2	4	11	VERB	266
2864	DECREASE	disminución	8.64	5	11	NOUN	2134
2879	SOUND (OF INSTRUMENT OR VOICE)	sonido	4.88	1	10	NOUN	6224
2880	HALT (STOP)	detener	7.02	1	11	VERB	2032
2883	DISTURB	interrumpir	7.26	4	11	VERB	3587
2896	CAUSE TO (LET)	dejar	5.5	2	10	VERB	1880
2900	PROTECT	proteger	6.98	2	11	VERB	5416
292	RUG	alfombra	4.02	1	9	NOUN	235
2931	BUSINESS	negocio	8.94	4	11	NOUN	4505
2941	HAPPINESS	felicidad	5.72	2	9	NOUN	2769
2946	CRADLE	cuna	2.48	1	5	NOUN	1786
2955	STATE (POLITICS)	estado	9.72	4	11	NOUN	2555
296	CROUCH	agacharse	4.16	1	10	VERB	151
2965	PAW	pata	4.1	1	9	NOUN	4891
297	CROOKED	torcido	5.64	2	10	ADJECTIVE	6558
2977	WORKER	obrero	6.58	1	11	ADJECTIVE	4612
2978	DISTANCE	distancia	6.48	2	11	NOUN	2140
2982	GIFT	regalo	2.82	1	6	NOUN	5679
2990	SACK	saco	4.64	1	10	NOUN	5925
2992	TIP (OF OBJECT)	punta	6.04	1	11	NOUN	5482
2996	WEALTH	riqueza	7.16	3	11	NOUN	5824
3	BRAVE	valiente	5.88	3	11	ADJECTIVE	6770
3002	PRECIOUS	precioso	5.4	2	10	ADJECTIVE	5281
301	CHIEFTAIN	jefe	6.6	2	11	NOUN	3658
3033	SCARED	asustado	3.72	1	8	ADJECTIVE	544
3066	SCARF OR TURBAN	bufanda	4.8	2	11	NOUN	868
307	HAWK	halcón	6.4	2	11	NOUN	3209
3083	BALLOON	globo	2.42	1	8	NOUN	3064
3084	BLACKBOARD	pizarra	3.98	3	7	NOUN	5140
3085	CARROT	zanahoria	3.66	1	8	NOUN	7020
3086	COMPUTER	ordenador	7.8	2	11	NOUN	4699
3088	ENVELOPE	sobre	5.56	2	8	ADPOSITION	6175
3089	GIRAFFE	jirafa	3.4	1	8	NOUN	3665
3090	GUITAR	guitarra	4.5	2	8	NOUN	3154
3091	LEMON	limón	3.3	1	8	NOUN	3860
3092	LIGHTER	mechero	5.54	2	10	NOUN	4161
3093	LIPSTICK	pintalabios	5.14	1	11	NOUN	5115
3094	PAINTBRUSH	brocha	7.06	1	11	NOUN	849
3095	POSTMAN	cartero	5.08	2	8	NOUN	1076
3096	RACKET	raqueta	5.1	2	10	NOUN	5589
3099	SOFA	sofá	4.58	1	10	NOUN	6193
31	PAN	sartén	4.5	2	10	NOUN	5992
3101	SWING	columpio	3.16	1	8	NOUN	1392
3102	TANK	tanque	6.46	3	11	NOUN	6346
3104	THERMOMETER	termómetro	4.65	1	10	NOUN	6459
3105	UMBRELLA	paraguas	3.56	1	7	NOUN	4824
3106	WARDROBE	armario	3.84	1	9	NOUN	463
3107	WHISTLE (INSTRUMENT)	silbato	5.56	1	11	NOUN	6136
3118	IRON (CLOTHES)	planchar	6.1	2	9	VERB	5147
3120	MOP (SOMETHING)	fregar	5.52	1	11	VERB	2905
3122	PAINT (SOMETHING)	pintar	2.52	1	8	VERB	5116
3128	SHOWER (ACTION)	ducha	3.44	1	8	NOUN	2212
3129	SKATE	patinar	5.1	2	8	VERB	4899
3138	STRAWBERRY	fresa	3.18	1	8	NOUN	2909
3141	TAMBOURINE	pandereta	4.9	1	10	NOUN	4793
3144	GORILLA	gorila	5.08	1	9	NOUN	3085
3145	HIPPOPOTAMUS	hipopótamo	5.66	2	11	NOUN	3291
315	CURASSOW	payo	9.78	4	11	NOUN	4915
317	PIRANHA	caribe	8.66	4	11	NOUN	1046
318	FOOTPRINT	huella	6.02	2	11	NOUN	3346
3202	CANNON	cañón	7.34	3	11	NOUN	1016
3208	CENTER OR MIDDLE	medio	6.42	1	11	NOUN	4174
322	FIG	higo	5.8	2	11	NOUN	3283
323	FAT (ORGANIC SUBSTANCE)	grasa	7.36	2	11	NOUN	3115
3235	OPEN (STATE)	abierto	3.24	1	6	ADJECTIVE	13
3247	KIWIFRUIT	kiwi	5.22	1	11	NOUN	3721
326	CLOAK	capa	5.52	2	10	NOUN	1018
3282	GROOM	novio	4.86	2	11	NOUN	4572
3283	CAGE	jaula	4.8	1	10	NOUN	3653
3284	GRAVEYARD	cementerio	6.02	2	11	NOUN	1145
3287	BLOOM	florecer	6.52	2	11	VERB	2848
3303	PICTURE (PAINTING)	cuadro	4.46	1	7	NOUN	1718
3304	PICTURE (PHOTOGRAPH)	fotografía	5.3	1	11	NOUN	2880
3306	NAIL	clavar	5.68	3	10	VERB	1308
3311	FLOWING BODY OF WATER	arroyo	7.74	3	11	NOUN	481
3314	LYNX	lince	7.4	3	11	NOUN	3869
3325	PEARL	perla	7.36	4	11	NOUN	5010
3333	BELIEF (RELIGIOUS)	creencia	8.32	1	11	NOUN	1677
3351	STOP DOING	parar	4.08	2	9	VERB	4830
3375	PATIENT (SICK PERSON)	paciente	6.58	3	11	NOUN	4751
3377	EMPEROR	emperador	7.78	3	11	NOUN	2301
3396	BUILDING	edificio	4.42	1	8	NOUN	2240
3399	WAREHOUSE	almacén	7.3	1	11	NOUN	254
34	STAIRS	escalera	3.42	1	7	NOUN	2437
3405	RULER	regla	5.12	2	11	NOUN	5684
3447	BEGIN OR START	empezar	3.86	1	7	VERB	2304
3458	SILENCE	silencio	3.24	1	7	NOUN	6137
3460	BEACH	playa	3.2	1	7	NOUN	5163
3469	LEVEL	nivel	7.26	2	11	NOUN	4535
3472	DANCE (MOVEMENT)	danza	6.96	2	11	NOUN	1812
352	UNTIE	desatar	6.08	3	11	VERB	1952
353	STRIKE	golpear	5.42	1	11	VERB	3079
3544	WAVE (VERB)	saludar	3.2	1	7	VERB	5957
356	SHEARS	tijeras	3.66	1	9	NOUN	6498
357	HANG UP	colgar	4.66	1	9	VERB	1371
3608	WARRIOR	guerrero	6.12	2	11	NOUN	3149
361	PEG	pinza	5.02	1	10	NOUN	5119
3612	INDIGENOUS PEOPLES OF THE AMERICAS	indio	4.86	1	10	NOUN	3473
3628	HONOR (SOMEBODY)	honor	8.88	4	11	NOUN	3315
3632	GENEROUS	generoso	6.02	1	11	ADJECTIVE	3033
3635	ADULT	adulto	6.54	3	11	ADJECTIVE	131
3639	AVOID	evitar	7.44	2	11	VERB	2650
3644	AGREEMENT	acuerdo	7.7	3	11	NOUN	100
3649	PUNISH	castigar	4.18	1	8	VERB	1103
3653	COOKING POT	olla	6.16	2	11	NOUN	4668
3654	TAKE OUT	sacar	4.69	1	9	VERB	5922
3657	GRANARY	granero	6.7	2	11	NOUN	3108
3665	TRAVEL	viajar	5.04	1	10	VERB	6889
367	RIDE	montar	5.66	2	11	VERB	4353
3675	ZEBRA	cebra	4.26	2	11	NOUN	1137
3681	PARTRIDGE	perdiz	7.54	2	11	NOUN	4988
3687	DESERT	desierto	6.76	2	10	NOUN	1988
369	OWE	deber	7.06	1	11	NOUN	1827
3709	BRILLIANT	brillante	5.18	1	11	ADJECTIVE	843
371	PICK UP	recoger	4.204081632653061	1	10	VERB	5643
3711	TIE (NOUN)	corbata	5.76	2	11	NOUN	1607
3726	BROCCOLI	brócoli	8.44	2	11	NOUN	850
3729	LETTUCE	lechuga	4.7	1	11	ADJECTIVE	3788
3732	POMEGRANATE	granada	7.68	3	11	NOUN	3102
3762	SAFE	enchufe	4.7	1	9	NOUN	2330
377	LOUD	ruidoso	5.3	2	9	ADJECTIVE	5891
3780	PET	mascota	5.16	2	11	NOUN	4125
3797	OSTRICH	avestruz	6.24	1	9	NOUN	609
3799	FISHBONE	espinas	5.22	2	9	NOUN	2528
380	WRINKLED	arrugado	4.8	1	7	ADJECTIVE	484
3830	WALL	muro	4.52	2	9	NOUN	4440
3838	HANDSPAN	cuarta	5.917142857142857	2	11	ADJECTIVE	1737
3847	INTEREST (FEELING)	interés	7.86	3	11	NOUN	3574
387	SLING	honda	9	4	11	NOUN	3311
3873	CHOCOLATE	chocolate	3.26	1	9	NOUN	1230
3876	DENTIST	dentista	5.84	2	10	NOUN	1915
3878	DIAMOND	diamante	7.74	4	11	NOUN	2046
388	FISHNET	red	6.48	2	11	NOUN	5662
3882	ROSE	rosa	3.66	1	7	NOUN	5862
3888	SKUNK	mofeta	7.24	3	11	NOUN	4321
389	FISH TRAP	nasa	9.52	5	11	NOUN	4475
390	PUNISHMENT	castigo	4.86	2	11	NOUN	1104
391	BLESS	bendecir	6.97	3	11	VERB	732
3917	DEVIL	diablo	5.38	2	10	NOUN	2043
3955	HOSTILITY	hostilidad	9.8	5	11	NOUN	3335
3957	SYSTEM	sistema	9.46	2	11	NOUN	6167
3958	SOCIETY	sociedad	8.94	4	11	NOUN	6188
3966	CONCEPT	concepto	9.32	5	11	NOUN	1464
3974	UNHAPPY	infeliz	7.12	3	11	ADJECTIVE	3489
3975	NERVOUS	nervioso	6.94	3	11	ADJECTIVE	4513
399	PLANTAIN	plátano	3.26	1	9	NOUN	5156
3991	TORTILLA	tortilla	3.46	1	6	NOUN	6572
3992	SARDINE	sardina	5.66	1	10	NOUN	5990
3994	PIANO (INSTRUMENT)	piano	5.52	2	11	NOUN	5073
3997	ARTICHOKE	alcachofa	8.16	4	11	NOUN	214
4000	LIGHTBULB	bombilla	5.04	2	8	NOUN	803
4004	RECORD PLAYER	tocadiscos	7.14	2	11	NOUN	6527
4005	SUITCASE	maleta	3.84	1	8	NOUN	4021
4006	ROBOT	robot	6.1	3	11	NOUN	5835
4011	TRUCK	camión	3.04	1	7	NOUN	974
4013	AMBULANCE	ambulancia	4.48	1	11	NOUN	293
4014	MICROPHONE	micrófono	5.58	3	11	NOUN	4242
4015	PIRATE	pirata	4.16	1	9	ADJECTIVE	5128
4016	MICROSCOPE	microscopio	8	6	11	NOUN	4244
4020	CLOWN	payaso	3.68	1	9	NOUN	4913
4022	SUBMARINE	submarino	6.96	4	11	NOUN	6258
4023	VIOLIN	violín	6.48	1	11	NOUN	6931
4035	SWEATER	jersey	5.3	2	11	NOUN	3661
404	ALCOHOL (FERMENTED DRINK)	alcohol	7.3	2	11	NOUN	220
41	IGNORE	ignorar	8.32	2	11	VERB	3395
420	FOREST	bosque	4.4	1	9	NOUN	818
446	LOWER ARM	antebrazo	8.56	3	11	NOUN	355
457	BLIND PERSON	ciego	5.22	2	9	ADJECTIVE	1247
471	UPPER LEG (THIGH)	muslo	4.72	1	11	NOUN	4449
474	DRESS	vestido	3.08	1	8	NOUN	6882
476	CUP	taza	3.74	1	8	NOUN	6370
477	LATE	tarde	3.64	1	9	ADVERB	6361
478	LIP	labio	4.26	1	11	NOUN	3724
480	PLATE	plato	3.3	1	6	NOUN	5160
482	NOBLE	noble	8.4	2	11	ADJECTIVE	4538
486	MINISTER	ministro	9.7	7	11	NOUN	4277
487	SHY	tímido	6.96	3	11	ADJECTIVE	6502
488	MANNER	manera	7.04	1	11	NOUN	4043
491	CENTER	centro	4.18	1	9	NOUN	1154
492	THREE	tres	2.24	1	6	DETERMINER	6650
